Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1991,-4.05826,6.78397,-40.09439,3.80415,8.92535,-102.37699,2.53487,1.19296,-40.55404,2.22285,1.70099,-102.23026,2.53487,1.19296,-40.55404,2.22286,1.701,-102.23026,7.99352,2.63666,-69.54574,-11.49167,4.14185,-92.07709,11.48929,-4.10308,-69.56201,-10.55012,-0.51707,-92.15182,-4.86404,10.60159,-84.83302,-4.25442,7.23998,-83.1567,9.02789,-7.95038,-34.39507,-8.4687,4.2676,-34.96493,16.30739,4.5349,-63.03962,-24.26938,19.36818,-77.73362,151.20642,-55.45225,-56.19459,-9.04085,-43.26732,12.51163,145.98152,-46.18733,-60.4352,-25.46202,-40.04851,1.07073
1992,-3.71135,6.69293,-40.35063,3.55118,8.30785,-102.25089,2.51275,1.36994,-40.78911,2.10457,1.63136,-102.12536,2.51275,1.36995,-40.78911,2.10457,1.63137,-102.12536,7.96268,2.78018,-69.63013,-11.33986,4.10583,-92.18637,11.72969,-4.35424,-69.65211,-10.44333,-0.60562,-92.25777,-4.84587,10.5818,-85.03989,-4.2354,7.24735,-83.20087,8.96152,-7.92031,-34.0654,-8.60429,4.19791,-34.64365,16.65755,4.29088,-62.59929,-24.60698,19.42596,-77.68671,152.45624,-54.49182,-56.77797,-9.33665,-43.20441,13.19775,146.26445,-44.27945,-61.6583,-25.46037,-40.54147,1.9662
1993,-3.19058,6.42873,-40.50497,2.95992,7.38438,-102.03343,2.40909,1.61858,-40.89854,1.75266,1.71297,-101.93756,2.40909,1.61858,-40.89854,1.75266,1.71298,-101.93756,7.97708,2.88952,-69.4938,-11.12531,4.06674,-92.34279,12.00325,-4.5964,-69.51872,-10.30701,-0.70274,-92.40878,-4.89426,10.52946,-85.2205,-4.25331,7.31662,-83.26431,8.8929,-7.99821,-33.54847,-8.77764,3.96872,-34.1781,17.03339,4.13686,-62.18847,-24.95745,19.56377,-77.64369,153.77345,-53.56543,-57.50357,-9.6208,-43.1933,14.14437,146.5013,-42.72995,-63.05902,-25.65972,-41.00784,2.95729
1994,-2.93063,6.27085,-40.52924,2.43335,6.77206,-101.85584,2.29327,1.78238,-40.8966,1.38066,1.75259,-101.77753,2.29327,1.78238,-40.8966,1.38066,1.7526,-101.77753,8.03988,2.99232,-69.17244,-10.87857,4.00431,-92.53358,12.30361,-4.85081,-69.19587,-10.14058,-0.78166,-92.59387,-5.05407,10.47699,-85.34723,-4.30184,7.41206,-83.36368,8.79254,-8.21068,-33.0353,-8.97812,3.61169,-33.75791,17.47909,4.04531,-61.72948,-25.32279,19.71484,-77.5271,155.05421,-52.64613,-57.69479,-9.77718,-43.29088,15.08938,147.30702,-41.76165,-63.48563,-26.08424,-41.21375,3.67421
1995,-2.85928,6.21175,-40.5025,2.08348,6.41002,-101.74072,2.22426,1.84897,-40.86029,1.11823,1.76203,-101.67188,2.22426,1.84898,-40.86029,1.11823,1.76203,-101.67188,8.11417,3.10579,-68.80712,-10.66099,3.87686,-92.71812,12.59301,-5.12579,-68.82568,-9.96848,-0.81815,-92.77392,-5.30756,10.3989,-85.41051,-4.33087,7.48471,-83.48969,8.64721,-8.50188,-32.77501,-9.17066,3.25571,-33.60141,17.97355,3.91278,-61.16661,-25.69007,19.78979,-77.38187,156.21864,-51.65672,-57.36616,-9.874,-43.46328,15.72927,148.83049,-41.39486,-62.82231,-26.65385,-41.03223,3.93097
1996,-2.72969,6.15839,-40.45348,1.83085,5.86686,-101.64708,2.26648,1.87863,-40.80407,0.9927,1.79875,-101.59101,2.26648,1.87863,-40.80407,0.9927,1.79876,-101.59101,8.15312,3.21885,-68.56258,-10.51395,3.68164,-92.898,12.85301,-5.42035,-68.57655,-9.80193,-0.82246,-92.95229,-5.59441,10.27608,-85.40653,-4.31092,7.51019,-83.6198,8.5317,-8.79225,-32.7741,-9.28151,2.979,-33.68953,18.48339,3.70862,-60.49139,-26.01453,19.7569,-77.36314,157.23109,-50.58038,-57.24052,-10.1002,-43.65133,15.79739,150.65285,-41.44685,-62.05415,-27.23039,-40.64232,3.71214
1997,-2.71791,6.26362,-40.2929,1.71122,5.21641,-101.58186,2.47309,1.8407,-40.66025,1.00324,1.76109,-101.53876,2.47309,1.8407,-40.66025,1.00325,1.76109,-101.53876,8.14893,3.30354,-68.47696,-10.41797,3.47907,-93.12959,13.10047,-5.73033,-68.48832,-9.62695,-0.83852,-93.18594,-5.85752,10.18951,-85.32321,-4.27018,7.50236,-83.74302,8.53521,-9.04174,-32.78698,-9.27158,2.74536,-33.77807,19.02207,3.52393,-59.7731,-26.30448,19.67905,-77.50289,158.13246,-49.52692,-57.94828,-10.52403,-43.79699,15.32851,152.05751,-41.50269,-62.32328,-27.77633,-40.40091,3.13761
1998,-3.07571,6.61642,-39.99561,1.77209,4.88695,-101.57415,2.74205,1.70604,-40.41852,1.09115,1.56115,-101.53584,2.74205,1.70604,-40.41852,1.09115,1.56115,-101.53584,8.13473,3.34591,-68.43481,-10.32174,3.32746,-93.41582,13.36285,-6.02609,-68.44511,-9.43282,-0.8901,-93.47614,-6.06524,10.21224,-85.19573,-4.25818,7.50046,-83.8544,8.63334,-9.22236,-32.65161,-9.19826,2.5325,-33.70602,19.63306,3.47148,-59.11683,-26.64251,19.66749,-77.63142,159.04059,-48.63016,-59.37947,-11.01322,-43.84274,14.71272,152.62462,-41.0341,-63.8803,-28.4379,-40.54925,2.40269
1999,-3.57423,6.92042,-39.72491,1.92599,4.9518,-101.60592,2.82283,1.56705,-40.1993,1.17574,1.29691,-101.56501,2.82283,1.56706,-40.1993,1.17574,1.29691,-101.56501,8.13707,3.35697,-68.33142,-10.2015,3.22363,-93.60603,13.66192,-6.25785,-68.34426,-9.23446,-0.94367,-93.6694,-6.21643,10.27786,-85.10786,-4.29666,7.54219,-83.94653,8.72079,-9.27784,-32.46733,-9.14718,2.42394,-33.54976,20.33369,3.56302,-58.63326,-27.06731,19.8065,-77.6125,160.09857,-47.95494,-60.7038,-11.42299,-43.7733,14.36806,152.65231,-39.72015,-65.7754,-29.38286,-40.9885,1.69727
