Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2357,-3.71641,8.44177,-44.16632,3.03132,5.82879,-98.12085,3.12723,1.73811,-44.77524,2.31893,0.83011,-98.07943,3.12722,1.73811,-44.77524,2.31893,0.83011,-98.07943,11.03659,2.63936,-65.41962,-7.97014,3.81348,-89.27033,13.21897,-1.93446,-65.43671,-7.05449,2.5632,-89.33148,-7.01817,8.41267,-80.21548,-6.25076,3.05002,-78.21145,-6.9366,-11.18192,-50.43849,-20.37773,5.40101,-51.12659,4.15562,1.01998,-50.57306,-22.79458,5.65436,-69.89571,76.66792,-49.10544,-104.27085,14.95617,-58.02127,32.93742,86.4796,-41.43962,-97.69035,-2.59459,-60.65947,17.68779
2358,-3.47002,8.24114,-44.31726,3.39311,5.3962,-97.99543,3.05417,1.82098,-44.89093,2.74617,0.78552,-97.96051,3.05417,1.82099,-44.89093,2.74617,0.78553,-97.96051,11.14099,2.67196,-65.75723,-7.80293,3.71898,-88.86391,13.46134,-1.92524,-65.78254,-6.97825,2.67222,-88.91749,-7.09337,8.05606,-80.2536,-6.23187,2.91535,-78.39009,-6.56659,-11.20263,-49.77403,-20.19521,5.22832,-50.495,4.26335,0.74687,-50.31441,-23.15244,5.80069,-70.22077,79.63529,-49.28318,-104.07381,15.11089,-58.79764,33.57745,89.16725,-41.49205,-97.66593,-1.90906,-61.7318,18.68121
2359,-2.83904,7.72376,-44.48464,3.67479,4.77841,-97.86266,2.95906,1.99327,-44.97674,3.1254,0.79718,-97.83593,2.95906,1.99327,-44.97674,3.1254,0.79719,-97.83593,11.27209,2.67129,-65.6893,-7.66472,3.62612,-88.61455,13.71377,-1.8737,-65.72213,-6.86951,2.79967,-88.66465,-7.24492,7.76086,-80.30775,-6.1975,2.79409,-78.5567,-6.29622,-11.25647,-49.04273,-20.1285,5.00577,-49.80825,4.31719,0.49982,-49.98933,-23.44872,5.92149,-70.61165,82.71865,-49.34477,-103.82471,15.155,-59.56733,35.13429,91.59325,-41.29642,-97.86159,-1.72738,-62.37875,20.24106
2360,-1.99492,7.10649,-44.58686,3.77597,4.19942,-97.76441,2.92265,2.23704,-44.98799,3.32275,0.87388,-97.74435,2.92265,2.23704,-44.98799,3.32275,0.87388,-97.74435,11.41165,2.64157,-65.19468,-7.5348,3.54183,-88.6664,13.964,-1.83789,-65.23219,-6.73014,2.90148,-88.71584,-7.47883,7.66852,-80.37328,-6.14529,2.7092,-78.64486,-6.10456,-11.37589,-48.41009,-20.10987,4.74063,-49.23277,4.47384,0.47553,-49.92002,-23.74164,6.02167,-70.97649,85.7504,-49.57233,-103.11057,15.16636,-60.27125,37.61713,93.92098,-41.12197,-97.61667,-3.03699,-62.50876,21.41381
2361,-1.25342,6.61193,-44.54823,3.65342,3.74549,-97.70634,2.92971,2.48062,-44.88017,3.27777,0.96871,-97.6909,2.92971,2.48062,-44.88017,3.27777,0.96872,-97.6909,11.54199,2.60715,-64.62778,-7.36929,3.47292,-88.94864,14.20877,-1.85971,-64.66772,-6.59886,2.96239,-88.99521,-7.7258,7.76458,-80.40638,-6.0883,2.65004,-78.64292,-5.93638,-11.57126,-47.99223,-20.05293,4.45162,-48.88186,4.78666,0.69808,-50.20762,-24.06883,6.13503,-71.24772,88.65308,-50.04785,-101.74679,15.21987,-60.86103,40.30082,96.27874,-41.03053,-96.61028,-5.36401,-62.40706,21.83325
2362,-0.84805,6.43606,-44.3741,3.44355,3.53314,-97.67812,3.00163,2.65926,-44.67962,3.09696,0.96176,-97.66454,3.00163,2.65926,-44.67962,3.09696,0.96176,-97.66454,11.62815,2.58323,-64.42628,-7.15778,3.41887,-89.21233,14.44019,-1.92517,-64.46996,-6.51245,3.00842,-89.25092,-7.89416,7.90561,-80.38054,-6.04421,2.60907,-78.61194,-5.74838,-11.80436,-47.7773,-19.91957,4.17416,-48.73431,5.13303,0.94504,-50.53704,-24.39195,6.2779,-71.46578,91.45805,-50.46944,-100.23438,15.20725,-61.31728,42.05456,98.64762,-40.76547,-95.40086,-7.22684,-62.41365,21.82198
2363,-0.70795,6.62779,-44.16388,3.34709,3.60371,-97.64523,3.21837,2.80362,-44.48697,2.97435,0.82601,-97.63081,3.21837,2.80363,-44.48697,2.97435,0.82602,-97.63081,11.63705,2.56351,-64.64966,-6.95078,3.3553,-89.28973,14.63961,-1.97282,-64.70172,-6.47292,3.08675,-89.31792,-7.95145,7.93257,-80.32146,-6.01831,2.60321,-78.62882,-5.55823,-12.01409,-47.63681,-19.76421,3.93713,-48.65224,5.38958,1.05109,-50.60444,-24.66437,6.45655,-71.73151,94.20035,-50.57338,-99.19619,14.86355,-61.63732,42.23654,101.14973,-39.99577,-94.57888,-7.85592,-62.64885,21.69584
2364,-0.73261,7.07364,-43.99726,3.48894,3.85192,-97.58237,3.55567,2.91876,-44.37115,3.06712,0.68163,-97.56568,3.55566,2.91876,-44.37115,3.06712,0.68164,-97.56568,11.58391,2.54404,-64.99368,-6.81052,3.24581,-89.2248,14.80709,-1.9613,-65.05864,-6.45054,3.22068,-89.24522,-7.97551,7.82021,-80.27704,-5.99925,2.64346,-78.70603,-5.41819,-12.1714,-47.44375,-19.6743,3.73825,-48.5076,5.54335,1.02859,-50.41509,-24.91116,6.69646,-72.10803,96.91015,-50.40129,-98.28259,14.0163,-61.83687,41.08214,104.06315,-38.6635,-93.655,-7.76106,-63.0087,21.38694
2365,-1.03702,7.59936,-43.85533,3.87266,4.18247,-97.53285,3.82853,2.90352,-44.30129,3.40185,0.61988,-97.51311,3.82852,2.90353,-44.30129,3.40185,0.61989,-97.51311,11.53211,2.53959,-65.19629,-6.73952,3.07804,-89.15853,14.96048,-1.91636,-65.27467,-6.41269,3.39514,-89.17585,-8.07839,7.68687,-80.26911,-5.96162,2.70262,-78.78129,-5.33898,-12.2808,-47.198,-19.66027,3.57295,-48.30143,5.62213,0.89855,-50.1049,-25.20472,6.99785,-72.5788,99.618,-50.07727,-96.48063,12.72531,-61.95031,39.43015,107.36468,-37.01627,-91.67142,-7.82251,-63.31731,20.86287
