	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d
	Head_AngMom_wrt_LAB	Head_AngMom_wrt_LAB	Head_AngMom_wrt_LAB	Head_Shadow_AngMom_wrt_LAB	Head_Shadow_AngMom_wrt_LAB	Head_Shadow_AngMom_wrt_LAB	Trunk_AngMom_wrt_LAB	Trunk_AngMom_wrt_LAB	Trunk_AngMom_wrt_LAB	R_UA_AngMom_wrt_LAB	R_UA_AngMom_wrt_LAB	R_UA_AngMom_wrt_LAB	R_FA_AngMom_wrt_LAB	R_FA_AngMom_wrt_LAB	R_FA_AngMom_wrt_LAB	R_Hand_AngMom_wrt_LAB	R_Hand_AngMom_wrt_LAB	R_Hand_AngMom_wrt_LAB	L_UA_AngMom_wrt_LAB	L_UA_AngMom_wrt_LAB	L_UA_AngMom_wrt_LAB	L_FA_AngMom_wrt_LAB	L_FA_AngMom_wrt_LAB	L_FA_AngMom_wrt_LAB	L_Hand_AngMom_wrt_LAB	L_Hand_AngMom_wrt_LAB	L_Hand_AngMom_wrt_LAB	Pelvis_AngMom_wrt_LAB	Pelvis_AngMom_wrt_LAB	Pelvis_AngMom_wrt_LAB	R_Thigh_AngMom_wrt_LAB	R_Thigh_AngMom_wrt_LAB	R_Thigh_AngMom_wrt_LAB	R_Shank_AngMom_wrt_LAB	R_Shank_AngMom_wrt_LAB	R_Shank_AngMom_wrt_LAB	R_Foot_AngMom_wrt_LAB	R_Foot_AngMom_wrt_LAB	R_Foot_AngMom_wrt_LAB	R_Foot_Shadow_AngMom_wrt_LAB	R_Foot_Shadow_AngMom_wrt_LAB	R_Foot_Shadow_AngMom_wrt_LAB	R_Toes_AngMom_wrt_LAB	R_Toes_AngMom_wrt_LAB	R_Toes_AngMom_wrt_LAB	L_Thigh_AngMom_wrt_LAB	L_Thigh_AngMom_wrt_LAB	L_Thigh_AngMom_wrt_LAB	L_Shank_AngMom_wrt_LAB	L_Shank_AngMom_wrt_LAB	L_Shank_AngMom_wrt_LAB	L_Foot_AngMom_wrt_LAB	L_Foot_AngMom_wrt_LAB	L_Foot_AngMom_wrt_LAB	L_Foot_Shadow_AngMom_wrt_LAB	L_Foot_Shadow_AngMom_wrt_LAB	L_Foot_Shadow_AngMom_wrt_LAB	L_Toes_AngMom_wrt_LAB	L_Toes_AngMom_wrt_LAB	L_Toes_AngMom_wrt_LAB	FullBody_AngMom	FullBody_AngMom	FullBody_AngMom
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1																																																															
2	-0.00017	0.00025	0.00015	-0.00815	0.00904	0.00581	-0.07488	-0.09314	-0.00235	-0.02837	0.01419	-0.00356	-0.00824	0.00071	-0.00421	-0.00373	0.00222	-0.00212	0.00013	-0.00375	0.00087	-0.00245	-0.00046	0.00325	0.00052	0.00043	-0.00017	0.00524	0.00327	0.00597	-0.02509	0.00872	-0.01009	0.00396	-0.00025	-0.00241	-0.00032	-0.00052	-0.00084	-0.00032	-0.00052	-0.00084	-0.00000	-0.00001	-0.00000	-0.03090	0.03419	-0.00669	0.00584	-0.00151	-0.00265	-0.00047	0.00027	0.00016	-0.00047	0.00027	0.00016	0.00001	-0.00000	0.00000			
3	-0.00007	0.00023	-0.00014	-0.00351	0.00948	-0.00680	-0.03195	-0.04011	-0.01474	-0.02766	0.01021	-0.00439	-0.00947	-0.00197	-0.00524	-0.00400	0.00293	-0.00368	-0.00116	-0.00215	-0.00026	-0.00194	0.00041	0.00119	0.00026	-0.00047	0.00051	0.00744	-0.00224	0.00425	-0.02929	-0.00141	0.00150	0.00228	0.00189	-0.00109	-0.00007	-0.00007	-0.00077	-0.00007	-0.00007	-0.00077	0.00000	-0.00001	-0.00000	-0.04106	0.03247	0.00406	0.00696	-0.00169	-0.00124	-0.00052	0.00023	-0.00163	-0.00052	0.00023	-0.00163	0.00001	-0.00000	-0.00000	-0.44750	0.33456	-0.07728
4	-0.00001	0.00016	-0.00026	-0.00028	0.00763	-0.01199	0.00461	0.01395	-0.02378	-0.02822	0.00954	-0.00567	-0.01123	-0.00143	-0.00608	-0.00504	0.00277	-0.00365	-0.00222	-0.00061	-0.00057	-0.00121	0.00082	-0.00011	-0.00036	-0.00068	0.00088	0.00524	-0.00514	0.00256	-0.02442	-0.00684	0.01525	-0.00063	0.00322	0.00111	0.00033	0.00032	-0.00050	0.00033	0.00032	-0.00050	0.00001	0.00001	-0.00000	-0.04117	0.01879	0.01612	0.00634	-0.00249	0.00074	0.00006	-0.00003	-0.00222	0.00006	-0.00003	-0.00222	0.00000	0.00000	-0.00001	-0.45311	0.10282	-0.13687
5	0.00003	0.00012	-0.00015	0.00146	0.00536	-0.00713	0.00659	0.01367	-0.03607	-0.02846	0.01246	-0.00622	-0.01219	0.00202	-0.00625	-0.00708	0.00237	-0.00240	-0.00143	0.00010	0.00005	-0.00076	0.00039	0.00005	-0.00088	-0.00013	0.00058	0.00129	-0.00440	0.00010	-0.01204	-0.00876	0.01177	-0.00336	0.00215	0.00151	0.00044	0.00060	-0.00030	0.00044	0.00060	-0.00030	0.00001	0.00001	-0.00000	-0.03586	0.00353	0.02401	0.00511	-0.00391	0.00214	0.00023	0.00006	-0.00175	0.00023	0.00006	-0.00175	0.00000	0.00000	-0.00001	-0.50495	0.02757	-0.20137
6	0.00007	0.00012	0.00005	0.00301	0.00431	0.00173	-0.01493	-0.02691	-0.04820	-0.02716	0.01615	-0.00540	-0.01205	0.00571	-0.00538	-0.00875	0.00239	-0.00095	0.00007	0.00054	0.00100	-0.00057	-0.00027	0.00079	-0.00108	0.00052	0.00009	-0.00070	-0.00203	-0.00251	-0.00241	-0.00709	-0.00942	-0.00451	-0.00050	-0.00052	0.00008	0.00072	-0.00025	0.00008	0.00072	-0.00025	0.00000	0.00000	-0.00000	-0.03279	-0.00152	0.02524	0.00437	-0.00515	0.00227	-0.00044	0.00061	-0.00114	-0.00044	0.00061	-0.00114	0.00001	0.00000	-0.00000	-0.44143	0.06916	-0.23284
7	0.00002	0.00013	0.00015	0.00070	0.00400	0.00625	-0.03380	-0.05295	-0.03784	-0.02524	0.01723	-0.00414	-0.01153	0.00732	-0.00358	-0.00899	0.00263	0.00010	0.00008	0.00087	0.00152	-0.00001	-0.00028	0.00131	-0.00099	0.00093	0.00005	-0.00026	0.00009	-0.00299	-0.00223	-0.00151	-0.02437	-0.00336	-0.00208	-0.00243	-0.00038	0.00056	-0.00017	-0.00038	0.00056	-0.00017	-0.00000	-0.00001	-0.00000	-0.03420	0.00210	0.01629	0.00435	-0.00493	0.00104	-0.00117	0.00104	-0.00068	-0.00117	0.00104	-0.00068	0.00002	0.00000	-0.00000	-0.27532	0.08627	-0.21242
8	-0.00020	0.00010	0.00011	-0.00919	0.00359	0.00456	-0.05344	-0.03713	0.00838	-0.02501	0.01415	-0.00412	-0.01163	0.00604	-0.00169	-0.00850	0.00271	0.00035	-0.00141	0.00056	0.00143	0.00102	0.00042	0.00176	-0.00066	0.00118	0.00058	0.00001	0.00163	-0.00051	-0.00868	0.00367	-0.01688	-0.00044	-0.00110	-0.00214	-0.00045	0.00016	0.00007	-0.00045	0.00016	0.00007	-0.00000	-0.00001	0.00000	-0.03364	-0.00032	-0.00048	0.00432	-0.00278	-0.00050	-0.00112	0.00087	0.00002	-0.00112	0.00087	0.00002	0.00002	0.00000	0.00000	-0.17357	0.00856	-0.17838
9	-0.00045	0.00007	0.00004	-0.02084	0.00326	0.00200	-0.09107	-0.00078	0.06567	-0.02736	0.00848	-0.00595	-0.01289	0.00328	-0.00056	-0.00847	0.00270	-0.00019	-0.00208	-0.00059	0.00083	0.00128	0.00099	0.00207	0.00003	0.00102	0.00095	-0.00131	0.00205	0.00257	-0.01415	0.00409	0.00328	0.00250	0.00091	-0.00037	-0.00015	-0.00026	0.00046	-0.00015	-0.00026	0.00046	-0.00000	0.00000	0.00000	-0.02614	-0.01274	-0.01402	0.00370	0.00016	-0.00105	-0.00048	0.00023	0.00104	-0.00048	0.00023	0.00104	0.00001	-0.00000	0.00000	-0.23148	-0.09044	-0.19087
10	-0.00048	0.00007	0.00008	-0.02219	0.00325	0.00379	-0.12914	0.01401	0.08813	-0.03018	0.00449	-0.00855	-0.01443	0.00185	-0.00092	-0.00912	0.00272	-0.00099	-0.00040	-0.00192	-0.00053	-0.00071	0.00095	0.00145	0.00117	0.00001	0.00036	-0.00212	0.00023	0.00403	-0.01434	0.00267	0.01833	0.00368	0.00159	0.00132	0.00013	-0.00060	0.00092	0.00013	-0.00060	0.00092	-0.00000	0.00001	0.00000	-0.01640	-0.01867	-0.01543	0.00307	0.00174	-0.00066	-0.00000	-0.00050	0.00196	-0.00000	-0.00050	0.00196	0.00000	-0.00001	0.00001	-0.37760	-0.08397	-0.25115
11	-0.00021	0.00011	0.00020	-0.01003	0.00342	0.00867	-0.12909	-0.00827	0.05551	-0.03080	0.00590	-0.01042	-0.01441	0.00276	-0.00386	-0.00980	0.00238	-0.00191	0.00195	-0.00224	-0.00253	-0.00430	0.00105	-0.00043	0.00231	-0.00156	-0.00079	-0.00062	-0.00262	0.00441	-0.00863	0.00341	0.02047	0.00253	0.00069	0.00208	0.00015	-0.00088	0.00122	0.00015	-0.00088	0.00122	-0.00000	0.00001	0.00000	-0.01111	-0.00688	-0.00649	0.00298	0.00067	-0.00033	0.00015	-0.00101	0.00228	0.00015	-0.00101	0.00228	-0.00001	-0.00002	0.00001	-0.44415	0.06348	-0.30679
12	0.00010	0.00013	0.00026	0.00413	0.00341	0.01097	-0.08850	-0.03357	-0.00208	-0.02930	0.01195	-0.01119	-0.01246	0.00415	-0.00945	-0.00987	0.00135	-0.00346	0.00210	-0.00087	-0.00384	-0.00652	0.00180	-0.00250	0.00242	-0.00262	-0.00116	0.00066	-0.00276	0.00516	0.00203	0.00443	0.01395	-0.00012	-0.00037	0.00207	0.00007	-0.00105	0.00091	0.00007	-0.00105	0.00091	-0.00001	0.00001	0.00000	-0.00773	0.01011	0.00108	0.00233	-0.00202	-0.00073	0.00068	-0.00114	0.00177	0.00068	-0.00114	0.00177	-0.00001	-0.00001	0.00001	-0.31945	0.25705	-0.32897
13	0.00016	0.00009	0.00019	0.00698	0.00214	0.00824	-0.04159	-0.01668	-0.02924	-0.02808	0.01778	-0.01145	-0.01052	0.00409	-0.01502	-0.00916	0.00023	-0.00554	0.00021	0.00107	-0.00327	-0.00539	0.00212	-0.00326	0.00111	-0.00246	-0.00043	-0.00112	0.00094	0.00615	0.01015	0.00325	0.00643	-0.00239	-0.00085	0.00168	0.00012	-0.00083	-0.00014	0.00012	-0.00083	-0.00014	-0.00000	0.00000	-0.00000	-0.00116	0.01530	-0.00184	0.00009	-0.00404	-0.00177	0.00167	-0.00088	0.00071	0.00167	-0.00088	0.00071	-0.00002	0.00000	0.00000	-0.09958	0.36296	-0.33164
14	-0.00003	-0.00001	0.00009	-0.00134	-0.00059	0.00391	-0.01043	0.04291	-0.00134	-0.02884	0.01900	-0.01178	-0.01059	0.00281	-0.01720	-0.00762	-0.00023	-0.00683	-0.00045	0.00161	-0.00154	-0.00238	0.00108	-0.00234	-0.00053	-0.00138	0.00027	-0.00327	0.00431	0.00575	0.00494	0.00162	-0.00269	-0.00270	-0.00115	0.00042	0.00018	-0.00011	-0.00122	0.00018	-0.00011	-0.00122	0.00000	0.00000	-0.00000	0.00075	0.00901	-0.00834	-0.00172	-0.00425	-0.00234	0.00181	-0.00023	-0.00036	0.00181	-0.00023	-0.00036	-0.00002	0.00001	-0.00000	-0.01253	0.32590	-0.33167
15	-0.00022	-0.00007	0.00004	-0.00973	-0.00254	0.00234	0.00524	0.10205	0.04924	-0.03061	0.01599	-0.01208	-0.01250	0.00211	-0.01538	-0.00555	-0.00000	-0.00610	0.00169	0.00027	-0.00032	0.00005	-0.00018	-0.00040	-0.00121	-0.00012	0.00045	-0.00103	0.00298	0.00320	-0.01149	0.00363	-0.01489	-0.00130	-0.00170	-0.00168	0.00005	0.00068	-0.00143	0.00005	0.00068	-0.00143	0.00001	-0.00000	-0.00000	-0.01374	0.00105	-0.00655	0.00025	-0.00269	-0.00136	0.00025	0.00057	-0.00106	0.00025	0.00057	-0.00106	0.00001	0.00001	-0.00000	-0.11603	0.19700	-0.32951
16	-0.00022	-0.00005	0.00007	-0.01019	-0.00175	0.00368	0.00212	0.12235	0.07309	-0.03118	0.01363	-0.01173	-0.01415	0.00328	-0.01206	-0.00368	0.00069	-0.00399	0.00391	-0.00175	-0.00011	0.00143	-0.00017	0.00176	-0.00105	0.00091	0.00084	0.00459	-0.00191	0.00078	-0.02249	0.01285	-0.01929	-0.00020	-0.00246	-0.00243	-0.00015	0.00087	-0.00074	-0.00015	0.00087	-0.00074	0.00001	-0.00001	-0.00000	-0.03591	-0.00539	0.00021	0.00535	0.00018	0.00045	-0.00164	0.00091	-0.00133	-0.00164	0.00091	-0.00133	0.00003	-0.00000	-0.00000	-0.20619	0.05738	-0.32182
17	-0.00008	0.00002	0.00011	-0.00390	0.00015	0.00509	-0.02286	0.09722	0.05982	-0.02999	0.01604	-0.01049	-0.01399	0.00567	-0.01007	-0.00255	0.00161	-0.00248	0.00298	-0.00312	-0.00037	0.00226	0.00092	0.00314	-0.00079	0.00141	0.00172	0.00720	-0.00471	0.00182	-0.01781	0.02735	-0.00668	-0.00115	-0.00317	-0.00013	-0.00011	0.00043	0.00012	-0.00011	0.00043	0.00012	0.00000	-0.00001	0.00000	-0.04206	-0.01146	0.00107	0.00862	0.00257	0.00135	-0.00179	0.00041	-0.00126	-0.00179	0.00041	-0.00126	0.00002	-0.00001	-0.00000	-0.11542	-0.02526	-0.30653
18	0.00009	0.00004	0.00011	0.00372	0.00075	0.00452	-0.04981	0.04222	0.04163	-0.02862	0.02168	-0.00908	-0.01297	0.00766	-0.01006	-0.00214	0.00231	-0.00222	-0.00059	-0.00311	-0.00069	0.00224	0.00192	0.00282	-0.00051	0.00107	0.00231	0.00344	-0.00204	0.00584	-0.00576	0.03753	0.01235	-0.00381	-0.00344	0.00336	0.00020	-0.00007	0.00071	0.00020	-0.00007	0.00071	0.00000	-0.00001	0.00000	-0.02650	-0.01403	-0.00284	0.00709	0.00215	0.00083	-0.00014	-0.00044	-0.00089	-0.00014	-0.00044	-0.00089	-0.00000	-0.00001	-0.00000	0.05202	0.01696	-0.27316
19	0.00019	0.00004	0.00005	0.00841	0.00107	0.00187	-0.05079	-0.01604	0.05187	-0.02848	0.02525	-0.00832	-0.01343	0.00850	-0.01053	-0.00225	0.00250	-0.00212	-0.00350	-0.00179	-0.00074	0.00150	0.00211	0.00135	-0.00016	0.00024	0.00214	-0.00311	0.00356	0.00793	0.00065	0.03256	0.01971	-0.00574	-0.00257	0.00461	0.00053	-0.00023	0.00093	0.00053	-0.00023	0.00093	0.00001	0.00000	0.00000	-0.00983	-0.00965	-0.00309	0.00322	-0.00079	-0.00009	0.00156	-0.00086	-0.00019	0.00156	-0.00086	-0.00019	-0.00002	0.00000	-0.00000	0.09691	0.18258	-0.20908
20	0.00021	0.00009	-0.00001	0.00937	0.00308	-0.00112	-0.02498	-0.05000	0.09057	-0.02887	0.02360	-0.00802	-0.01606	0.00849	-0.00994	-0.00271	0.00250	-0.00150	-0.00357	-0.00026	0.00010	0.00149	0.00108	0.00053	-0.00042	-0.00005	0.00164	-0.00734	0.00773	0.00480	-0.00182	0.01153	0.01284	-0.00465	-0.00016	0.00274	0.00068	-0.00031	0.00075	0.00068	-0.00031	0.00075	0.00001	0.00001	0.00000	-0.00942	-0.00133	-0.00062	0.00087	-0.00346	-0.00071	0.00195	-0.00059	0.00065	0.00195	-0.00059	0.00065	-0.00002	0.00001	0.00000	-0.00205	0.34261	-0.12077
21	0.00020	0.00014	-0.00003	0.00902	0.00533	-0.00196	-0.00002	-0.05176	0.12139	-0.02775	0.01824	-0.00741	-0.01885	0.00789	-0.00821	-0.00339	0.00268	-0.00099	-0.00137	0.00036	0.00180	0.00300	-0.00093	0.00108	-0.00174	0.00062	0.00133	-0.00680	0.00842	-0.00066	-0.01074	-0.01037	0.00373	-0.00072	0.00233	-0.00011	0.00052	-0.00048	0.00029	0.00052	-0.00048	0.00029	0.00000	0.00001	0.00000	-0.02040	0.00545	-0.00287	0.00070	-0.00423	-0.00141	0.00102	0.00007	0.00127	0.00102	0.00007	0.00127	-0.00000	0.00001	0.00000	-0.12295	0.36369	-0.04561
22	0.00020	0.00013	-0.00001	0.00875	0.00459	-0.00096	-0.00139	-0.03658	0.10154	-0.02482	0.01316	-0.00652	-0.01970	0.00700	-0.00668	-0.00381	0.00291	-0.00113	0.00088	0.00019	0.00315	0.00468	-0.00266	0.00189	-0.00325	0.00151	0.00124	-0.00179	0.00573	-0.00326	-0.02382	-0.01568	0.00083	0.00352	0.00263	-0.00165	0.00005	-0.00033	0.00002	0.00005	-0.00033	0.00002	-0.00000	0.00000	0.00000	-0.02875	0.01060	-0.00844	0.00085	-0.00447	-0.00236	-0.00048	0.00076	0.00154	-0.00048	0.00076	0.00154	0.00001	0.00000	0.00001	-0.18562	0.25614	-0.03237
23	0.00013	-0.00001	-0.00002	0.00580	-0.00038	-0.00112	-0.02741	-0.01971	0.03128	-0.02254	0.01159	-0.00626	-0.01884	0.00612	-0.00676	-0.00344	0.00264	-0.00159	0.00180	0.00005	0.00316	0.00462	-0.00307	0.00172	-0.00363	0.00161	0.00103	0.00332	0.00200	-0.00180	-0.03445	-0.00674	0.00554	0.00582	0.00102	-0.00126	-0.00050	0.00016	0.00021	-0.00050	0.00016	0.00021	-0.00001	-0.00000	0.00000	-0.02758	0.01773	-0.01133	-0.00017	-0.00574	-0.00333	-0.00125	0.00108	0.00162	-0.00125	0.00108	0.00162	0.00002	0.00000	0.00001	-0.17613	0.15009	-0.09270
24	-0.00004	-0.00023	-0.00008	-0.00142	-0.00828	-0.00270	-0.05230	-0.00639	-0.03359	-0.02282	0.01350	-0.00685	-0.01764	0.00498	-0.00837	-0.00249	0.00164	-0.00194	0.00178	0.00008	0.00226	0.00264	-0.00264	0.00084	-0.00239	0.00084	0.00032	0.00319	-0.00001	0.00078	-0.03298	0.00089	0.01778	0.00612	0.00011	0.00063	-0.00077	0.00023	0.00056	-0.00077	0.00023	0.00056	-0.00001	0.00000	0.00000	-0.02106	0.02701	-0.01358	-0.00163	-0.00699	-0.00433	-0.00019	0.00061	0.00141	-0.00019	0.00061	0.00141	0.00001	0.00001	0.00000	-0.09464	0.13726	-0.18110
