	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
481	0.35972	0.79305	0.27153	0.15741	0.68360	0.00539	0.32673	0.75555	0.27986	0.14298	0.63508	0.00637	0.34297	0.75094	0.28666	0.14224	0.64148	0.01480	0.21873	0.61004	0.32121	0.08474	0.44833	0.01928
482	0.35995	0.82528	0.28982	0.15713	0.68389	0.00539	0.32723	0.78719	0.29633	0.14282	0.63532	0.00614	0.34349	0.78230	0.30285	0.14203	0.64170	0.01457	0.22015	0.63883	0.32905	0.08495	0.44841	0.01853
483	0.35943	0.85730	0.30904	0.15709	0.68403	0.00557	0.32709	0.81863	0.31371	0.14284	0.63545	0.00615	0.34337	0.81352	0.31998	0.14202	0.64181	0.01459	0.22133	0.66763	0.33740	0.08516	0.44845	0.01791
484	0.35812	0.88947	0.32931	0.15726	0.68406	0.00582	0.32618	0.85027	0.33200	0.14297	0.63548	0.00627	0.34250	0.84496	0.33803	0.14213	0.64183	0.01473	0.22194	0.69706	0.34653	0.08514	0.44849	0.01751
485	0.35627	0.92166	0.35089	0.15723	0.68407	0.00596	0.32472	0.88205	0.35131	0.14293	0.63550	0.00629	0.34108	0.87658	0.35710	0.14208	0.64184	0.01475	0.22197	0.72726	0.35681	0.08496	0.44854	0.01735
486	0.35407	0.95340	0.37379	0.15674	0.68414	0.00593	0.32289	0.91356	0.37169	0.14254	0.63554	0.00616	0.33927	0.90794	0.37725	0.14166	0.64189	0.01461	0.22158	0.75776	0.36834	0.08490	0.44849	0.01742
487	0.35151	0.98430	0.39779	0.15610	0.68425	0.00583	0.32071	0.94440	0.39302	0.14209	0.63560	0.00605	0.33711	0.93863	0.39838	0.14117	0.64197	0.01448	0.22091	0.78807	0.38069	0.08511	0.44836	0.01758
488	0.34854	1.01418	0.42258	0.15606	0.68435	0.00580	0.31815	0.97437	0.41509	0.14212	0.63568	0.00608	0.33456	0.96848	0.42026	0.14117	0.64205	0.01450	0.22000	0.81802	0.39345	0.08539	0.44837	0.01768
489	0.34524	1.04298	0.44793	0.15691	0.68441	0.00586	0.31532	1.00344	0.43769	0.14280	0.63578	0.00619	0.33175	0.99743	0.44268	0.14186	0.64216	0.01462	0.21897	0.84754	0.40668	0.08545	0.44865	0.01764
490	0.34165	1.07076	0.47378	0.15802	0.68451	0.00593	0.31229	1.03160	0.46081	0.14365	0.63596	0.00617	0.32875	1.02553	0.46563	0.14277	0.64232	0.01461	0.21811	0.87644	0.42077	0.08534	0.44911	0.01734
491	0.33735	1.09758	0.50021	0.15857	0.68471	0.00598	0.30875	1.05886	0.48451	0.14410	0.63619	0.00591	0.32525	1.05281	0.48921	0.14328	0.64252	0.01437	0.21746	0.90443	0.43586	0.08533	0.44947	0.01679
492	0.33198	1.12332	0.52730	0.15842	0.68486	0.00596	0.30434	1.08512	0.50885	0.14405	0.63631	0.00549	0.32090	1.07917	0.51347	0.14325	0.64263	0.01397	0.21670	0.93143	0.45184	0.08554	0.44950	0.01623
493	0.32592	1.14785	0.55509	0.15803	0.68475	0.00589	0.29932	1.11037	0.53386	0.14382	0.63616	0.00507	0.31596	1.10456	0.53837	0.14303	0.64248	0.01355	0.21566	0.95778	0.46855	0.08579	0.44921	0.01601
494	0.31985	1.17129	0.58338	0.15775	0.68452	0.00572	0.29423	1.13474	0.55949	0.14365	0.63590	0.00475	0.31097	1.12907	0.56382	0.14286	0.64224	0.01321	0.21439	0.98391	0.48583	0.08591	0.44889	0.01617
495	0.31384	1.19385	0.61183	0.15754	0.68445	0.00548	0.28910	1.15829	0.58561	0.14349	0.63581	0.00452	0.30594	1.15276	0.58971	0.14269	0.64217	0.01297	0.21279	1.00995	0.50362	0.08591	0.44878	0.01630
496	0.30752	1.21540	0.64032	0.15729	0.68463	0.00527	0.28360	1.18079	0.61215	0.14328	0.63598	0.00441	0.30055	1.17541	0.61598	0.14248	0.64233	0.01287	0.21064	1.03558	0.52193	0.08592	0.44887	0.01608
497	0.30091	1.23555	0.66888	0.15710	0.68488	0.00518	0.27779	1.20181	0.63905	0.14310	0.63623	0.00446	0.29483	1.19658	0.64265	0.14231	0.64255	0.01294	0.20809	1.06021	0.54086	0.08593	0.44903	0.01561
498	0.29433	1.25419	0.69736	0.15707	0.68503	0.00520	0.27203	1.22119	0.66610	0.14303	0.63639	0.00462	0.28916	1.21612	0.66953	0.14227	0.64267	0.01313	0.20561	1.08337	0.56054	0.08587	0.44915	0.01519
499	0.28786	1.27154	0.72533	0.15715	0.68505	0.00522	0.26646	1.23918	0.69280	0.14304	0.63642	0.00476	0.28367	1.23431	0.69612	0.14231	0.64268	0.01329	0.20354	1.10491	0.58072	0.08574	0.44921	0.01501
500	0.28124	1.28765	0.75261	0.15719	0.68503	0.00521	0.26083	1.25607	0.71870	0.14304	0.63642	0.00481	0.27810	1.25143	0.72201	0.14232	0.64268	0.01334	0.20174	1.12500	0.60090	0.08560	0.44925	0.01506
501	0.27434	1.30210	0.77933	0.15710	0.68507	0.00528	0.25493	1.27178	0.74372	0.14295	0.63646	0.00481	0.27225	1.26736	0.74709	0.14221	0.64273	0.01333	0.19988	1.14373	0.62076	0.08545	0.44932	0.01520
502	0.26754	1.31428	0.80549	0.15681	0.68519	0.00543	0.24904	1.28599	0.76780	0.14274	0.63656	0.00470	0.26638	1.28174	0.77129	0.14196	0.64286	0.01320	0.19781	1.16080	0.64031	0.08535	0.44940	0.01537
503	0.26137	1.32408	0.83083	0.15619	0.68534	0.00552	0.24363	1.29863	0.79082	0.14231	0.63667	0.00433	0.26097	1.29451	0.79444	0.14150	0.64299	0.01281	0.19571	1.17603	0.65959	0.08533	0.44941	0.01558
504	0.25564	1.33220	0.85536	0.15520	0.68549	0.00552	0.23860	1.31020	0.81306	0.14160	0.63675	0.00368	0.25597	1.30624	0.81677	0.14079	0.64310	0.01213	0.19387	1.18994	0.67857	0.08534	0.44934	0.01582
505	0.24941	1.33956	0.87952	0.15404	0.68568	0.00557	0.23316	1.32124	0.83520	0.14074	0.63689	0.00304	0.25055	1.31752	0.83900	0.13993	0.64327	0.01147	0.19214	1.20357	0.69728	0.08529	0.44929	0.01605
506	0.24198	1.34658	0.90357	0.15295	0.68597	0.00572	0.22664	1.33182	0.85763	0.13990	0.63713	0.00279	0.24407	1.32840	0.86155	0.13908	0.64353	0.01121	0.19008	1.21739	0.71580	0.08519	0.44935	0.01624
507	0.23376	1.35324	0.92697	0.15204	0.68631	0.00580	0.21936	1.34167	0.87982	0.13915	0.63743	0.00298	0.23681	1.33852	0.88389	0.13831	0.64382	0.01140	0.18744	1.23081	0.73408	0.08508	0.44946	0.01645
508	0.22575	1.35956	0.94878	0.15130	0.68651	0.00569	0.21221	1.35050	0.90084	0.13850	0.63758	0.00332	0.22966	1.34760	0.90508	0.13761	0.64398	0.01174	0.18461	1.24288	0.75183	0.08493	0.44946	0.01673
509	0.21875	1.36548	0.96879	0.15062	0.68647	0.00551	0.20598	1.35828	0.92033	0.13788	0.63751	0.00350	0.22342	1.35561	0.92474	0.13696	0.64391	0.01190	0.18239	1.25333	0.76874	0.08466	0.44930	0.01703
510	0.21331	1.37078	0.98773	0.14985	0.68626	0.00550	0.20110	1.36505	0.93893	0.13719	0.63728	0.00348	0.21856	1.36269	0.94345	0.13625	0.64369	0.01187	0.18131	1.26280	0.78497	0.08423	0.44902	0.01722
511	0.20974	1.37533	1.00650	0.14888	0.68607	0.00576	0.19769	1.37088	0.95752	0.13633	0.63706	0.00361	0.21521	1.36895	0.96200	0.13538	0.64347	0.01201	0.18112	1.27213	0.80092	0.08375	0.44868	0.01725
512	0.20759	1.37927	1.02520	0.14768	0.68598	0.00620	0.19529	1.37581	0.97621	0.13528	0.63693	0.00422	0.21291	1.37439	0.98049	0.13426	0.64332	0.01262	0.18093	1.28148	0.81670	0.08333	0.44833	0.01719
513	0.20572	1.38304	1.04324	0.14628	0.68598	0.00664	0.19318	1.37994	0.99429	0.13407	0.63687	0.00508	0.21087	1.37886	0.99836	0.13294	0.64323	0.01349	0.17982	1.29045	0.83192	0.08298	0.44798	0.01720
514	0.20341	1.38696	1.06010	0.14478	0.68600	0.00697	0.19107	1.38342	1.01112	0.13282	0.63682	0.00564	0.20877	1.38224	1.01513	0.13158	0.64318	0.01403	0.17750	1.29873	0.84622	0.08275	0.44763	0.01734
515	0.20103	1.39076	1.07561	0.14335	0.68608	0.00719	0.18920	1.38658	1.02656	0.13172	0.63683	0.00556	0.20684	1.38485	1.03063	0.13041	0.64321	0.01393	0.17442	1.30624	0.85960	0.08262	0.44741	0.01764
516	0.19927	1.39384	1.08969	0.14213	0.68623	0.00738	0.18773	1.38996	1.04055	0.13086	0.63692	0.00499	0.20528	1.38755	1.04469	0.12954	0.64334	0.01334	0.17133	1.31288	0.87220	0.08254	0.44737	0.01808
517	0.19799	1.39593	1.10234	0.14120	0.68631	0.00761	0.18641	1.39400	1.05309	0.13023	0.63699	0.00432	0.20388	1.39117	1.05727	0.12892	0.64344	0.01264	0.16881	1.31876	0.88404	0.08242	0.44739	0.01860
518	0.19652	1.39738	1.11390	0.14055	0.68625	0.00789	0.18474	1.39851	1.06467	0.12978	0.63693	0.00392	0.20220	1.39561	1.06884	0.12847	0.64342	0.01221	0.16702	1.32439	0.89514	0.08224	0.44733	0.01900
519	0.19438	1.39880	1.12510	0.14009	0.68609	0.00824	0.18242	1.40280	1.07607	0.12945	0.63678	0.00388	0.19992	1.40006	1.08022	0.12811	0.64328	0.01215	0.16572	1.33045	0.90567	0.08204	0.44716	0.01914
520	0.19136	1.40067	1.13658	0.13967	0.68593	0.00871	0.17943	1.40644	1.08772	0.12915	0.63663	0.00402	0.19696	1.40391	1.09188	0.12776	0.64313	0.01229	0.16460	1.33735	0.91580	0.08180	0.44698	0.01910
521	0.18766	1.40303	1.14838	0.13926	0.68586	0.00924	0.17606	1.40957	1.09953	0.12884	0.63658	0.00411	0.19359	1.40716	1.10376	0.12743	0.64308	0.01236	0.16350	1.34516	0.92563	0.08150	0.44691	0.01905
522	0.18414	1.40559	1.15995	0.13895	0.68589	0.00967	0.17300	1.41258	1.11106	0.12864	0.63664	0.00403	0.19051	1.41014	1.11535	0.12721	0.64315	0.01228	0.16212	1.35357	0.93513	0.08128	0.44699	0.01906
523	0.18186	1.40821	1.17050	0.13868	0.68601	0.00990	0.17087	1.41579	1.12167	0.12854	0.63678	0.00383	0.18837	1.41321	1.12590	0.12707	0.64330	0.01205	0.16010	1.36196	0.94408	0.08130	0.44712	0.01912
524	0.18092	1.41111	1.17945	0.13826	0.68616	0.00995	0.16959	1.41953	1.13083	0.12833	0.63691	0.00364	0.18712	1.41683	1.13486	0.12681	0.64345	0.01185	0.15733	1.36983	0.95214	0.08152	0.44716	0.01918
525	0.18054	1.41453	1.18664	0.13769	0.68626	0.00988	0.16852	1.42415	1.13840	0.12795	0.63697	0.00364	0.18611	1.42145	1.14217	0.12638	0.64351	0.01183	0.15420	1.37721	0.95913	0.08184	0.44705	0.01921
526	0.18004	1.41868	1.19234	0.13715	0.68634	0.00976	0.16722	1.42979	1.14464	0.12753	0.63698	0.00382	0.18488	1.42726	1.14818	0.12596	0.64351	0.01203	0.15142	1.38441	0.96508	0.08224	0.44686	0.01920
527	0.17920	1.42406	1.19705	0.13671	0.68645	0.00970	0.16584	1.43635	1.14979	0.12718	0.63705	0.00400	0.18355	1.43403	1.15324	0.12562	0.64354	0.01223	0.14974	1.39154	0.97011	0.08264	0.44672	0.01912
528	0.17774	1.43145	1.20118	0.13631	0.68660	0.00982	0.16455	1.44352	1.15381	0.12691	0.63720	0.00398	0.18226	1.44134	1.15736	0.12536	0.64368	0.01222	0.14977	1.39836	0.97412	0.08289	0.44674	0.01901
529	0.17516	1.44127	1.20460	0.13598	0.68676	0.01005	0.16317	1.45117	1.15642	0.12675	0.63738	0.00372	0.18080	1.44894	1.16031	0.12518	0.64388	0.01195	0.15144	1.40465	0.97685	0.08291	0.44691	0.01905
530	0.17160	1.45311	1.20673	0.13580	0.68694	0.01017	0.16158	1.45923	1.15748	0.12671	0.63758	0.00347	0.17906	1.45675	1.16188	0.12511	0.64410	0.01167	0.15396	1.41062	0.97824	0.08292	0.44713	0.01926
531	0.16829	1.46540	1.20731	0.13571	0.68719	0.01008	0.16027	1.46722	1.15735	0.12672	0.63780	0.00350	0.17756	1.46441	1.16224	0.12508	0.64434	0.01169	0.15639	1.41676	0.97849	0.08320	0.44731	0.01943
532	0.16662	1.47614	1.20681	0.13554	0.68752	0.00996	0.16000	1.47437	1.15664	0.12663	0.63806	0.00378	0.17714	1.47124	1.16186	0.12495	0.64458	0.01197	0.15829	1.42331	0.97793	0.08377	0.44738	0.01928
533	0.16688	1.48439	1.20586	0.13528	0.68785	0.00994	0.16094	1.48019	1.15575	0.12650	0.63834	0.00402	0.17799	1.47676	1.16108	0.12478	0.64482	0.01224	0.15978	1.42999	0.97679	0.08437	0.44744	0.01884
534	0.16794	1.49070	1.20467	0.13507	0.68812	0.00996	0.16238	1.48484	1.15469	0.12643	0.63861	0.00384	0.17936	1.48113	1.16004	0.12470	0.64508	0.01206	0.16121	1.43636	0.97525	0.08474	0.44760	0.01844
535	0.16838	1.49591	1.20333	0.13499	0.68823	0.00983	0.16323	1.48886	1.15345	0.12650	0.63880	0.00295	0.18015	1.48496	1.15886	0.12480	0.64529	0.01116	0.16261	1.44235	0.97349	0.08484	0.44784	0.01830
536	0.16770	1.50047	1.20207	0.13502	0.68811	0.00951	0.16303	1.49281	1.15224	0.12669	0.63879	0.00163	0.17991	1.48880	1.15772	0.12505	0.64533	0.00981	0.16363	1.44818	0.97180	0.08490	0.44798	0.01840
537	0.16651	1.50490	1.20109	0.13516	0.68793	0.00904	0.16226	1.49696	1.15127	0.12697	0.63869	0.00055	0.17910	1.49291	1.15684	0.12535	0.64527	0.00870	0.16411	1.45382	0.97048	0.08519	0.44798	0.01845
538	0.16576	1.50950	1.20043	0.13538	0.68791	0.00852	0.16174	1.50122	1.15064	0.12727	0.63866	0.00003	0.17855	1.49712	1.15625	0.12564	0.64526	0.00817	0.16417	1.45888	0.96967	0.08572	0.44793	0.01831
539	0.16599	1.51364	1.20000	0.13557	0.68801	0.00803	0.16189	1.50510	1.15026	0.12745	0.63870	-0.00013	0.17870	1.50097	1.15584	0.12583	0.64529	0.00802	0.16389	1.46284	0.96927	0.08624	0.44789	0.01805
540	0.16685	1.51672	1.19959	0.13555	0.68807	0.00761	0.16244	1.50815	1.14988	0.12736	0.63873	-0.00024	0.17930	1.50410	1.15535	0.12579	0.64529	0.00794	0.16339	1.46554	0.96896	0.08652	0.44782	0.01775
541	0.16747	1.51925	1.19886	0.13541	0.68813	0.00726	0.16281	1.51035	1.14923	0.12713	0.63876	-0.00034	0.17976	1.50652	1.15459	0.12563	0.64529	0.00788	0.16290	1.46715	0.96845	0.08665	0.44774	0.01733
542	0.16742	1.52194	1.19772	0.13543	0.68832	0.00696	0.16279	1.51191	1.14830	0.12709	0.63892	-0.00035	0.17982	1.50831	1.15360	0.12562	0.64542	0.00789	0.16271	1.46803	0.96768	0.08686	0.44780	0.01677
543	0.16710	1.52451	1.19647	0.13580	0.68868	0.00662	0.16279	1.51288	1.14738	0.12741	0.63922	-0.00022	0.17982	1.50938	1.15271	0.12591	0.64570	0.00805	0.16311	1.46839	0.96691	0.08726	0.44802	0.01617
544	0.16720	1.52613	1.19543	0.13640	0.68914	0.00620	0.16325	1.51317	1.14664	0.12790	0.63958	0.00024	0.18025	1.50963	1.15207	0.12635	0.64603	0.00852	0.16429	1.46810	0.96632	0.08781	0.44829	0.01565
545	0.16783	1.52636	1.19453	0.13691	0.68958	0.00583	0.16419	1.51276	1.14589	0.12826	0.63992	0.00105	0.18116	1.50926	1.15142	0.12665	0.64632	0.00936	0.16612	1.46679	0.96580	0.08832	0.44850	0.01522
546	0.16880	1.52547	1.19333	0.13720	0.68989	0.00568	0.16535	1.51186	1.14468	0.12841	0.64018	0.00177	0.18236	1.50865	1.15026	0.12679	0.64653	0.01011	0.16821	1.46440	0.96499	0.08866	0.44865	0.01491
547	0.17012	1.52392	1.19138	0.13732	0.69000	0.00581	0.16672	1.51086	1.14258	0.12850	0.64030	0.00193	0.18380	1.50807	1.14818	0.12691	0.64663	0.01029	0.17050	1.46131	0.96347	0.08880	0.44874	0.01482
548	0.17177	1.52215	1.18843	0.13741	0.68985	0.00601	0.16840	1.50987	1.13943	0.12865	0.64019	0.00155	0.18550	1.50741	1.14512	0.12710	0.64654	0.00990	0.17343	1.45781	0.96106	0.08885	0.44869	0.01501
549	0.17336	1.52022	1.18447	0.13761	0.68951	0.00608	0.17036	1.50837	1.13534	0.12891	0.63989	0.00098	0.18741	1.50609	1.14125	0.12741	0.64628	0.00931	0.17761	1.45364	0.95785	0.08897	0.44849	0.01538
550	0.17504	1.51766	1.17957	0.13804	0.68920	0.00601	0.17270	1.50580	1.13041	0.12937	0.63962	0.00052	0.18965	1.50360	1.13664	0.12790	0.64604	0.00883	0.18288	1.44830	0.95394	0.08929	0.44831	0.01573
551	0.17815	1.51356	1.17368	0.13867	0.68912	0.00593	0.17610	1.50205	1.12441	0.12997	0.63957	0.00025	0.19298	1.49990	1.13086	0.12853	0.64600	0.00856	0.18801	1.44181	0.94898	0.08974	0.44832	0.01579
552	0.18414	1.50748	1.16633	0.13946	0.68930	0.00590	0.18138	1.49712	1.11684	0.13065	0.63977	0.00012	0.19828	1.49494	1.12321	0.12926	0.64619	0.00844	0.19175	1.43449	0.94215	0.09013	0.44857	0.01550
553	0.19266	1.49992	1.15653	0.14058	0.68959	0.00585	0.18844	1.49065	1.10694	0.13153	0.64010	0.00012	0.20545	1.48830	1.11296	0.13021	0.64649	0.00847	0.19414	1.42633	0.93264	0.09036	0.44900	0.01504
554	0.20191	1.49150	1.14354	0.14210	0.68985	0.00571	0.19622	1.48249	1.09404	0.13267	0.64039	0.00039	0.21331	1.47984	1.09966	0.13141	0.64675	0.00878	0.19638	1.41682	0.92015	0.09048	0.44946	0.01464
555	0.21079	1.48216	1.12743	0.14365	0.68995	0.00557	0.20390	1.47324	1.07807	0.13382	0.64050	0.00092	0.22104	1.47028	1.08341	0.13260	0.64685	0.00933	0.19935	1.40539	0.90508	0.09055	0.44977	0.01451
556	0.21951	1.47184	1.10885	0.14468	0.68978	0.00560	0.21154	1.46369	1.05951	0.13460	0.64033	0.00151	0.22866	1.46039	1.06470	0.13339	0.64666	0.00993	0.20280	1.39196	0.88826	0.09069	0.44972	0.01477
557	0.22808	1.46157	1.08832	0.14498	0.68942	0.00573	0.21909	1.45384	1.03910	0.13486	0.63995	0.00205	0.23619	1.45025	1.04416	0.13366	0.64627	0.01047	0.20605	1.37691	0.87039	0.09101	0.44931	0.01524
558	0.23591	1.45273	1.06606	0.14502	0.68916	0.00569	0.22605	1.44316	1.01733	0.13493	0.63965	0.00248	0.24315	1.43942	1.02228	0.13373	0.64597	0.01091	0.20904	1.36049	0.85172	0.09151	0.44891	0.01553
559	0.24258	1.44500	1.04182	0.14544	0.68923	0.00541	0.23217	1.43114	0.99425	0.13528	0.63970	0.00277	0.24930	1.42743	0.99913	0.13409	0.64599	0.01123	0.21244	1.34253	0.83205	0.09195	0.44891	0.01537
560	0.24832	1.43608	1.01548	0.14642	0.68947	0.00515	0.23777	1.41754	0.96956	0.13601	0.63997	0.00289	0.25490	1.41394	0.97451	0.13486	0.64624	0.01136	0.21680	1.32256	0.81117	0.09201	0.44930	0.01503
561	0.25379	1.42394	0.98783	0.14752	0.68953	0.00522	0.24325	1.40244	0.94322	0.13682	0.64011	0.00278	0.26033	1.39893	0.94837	0.13572	0.64638	0.01125	0.22185	1.30041	0.78933	0.09163	0.44972	0.01494
562	0.25992	1.40860	0.95980	0.14824	0.68927	0.00550	0.24917	1.38606	0.91576	0.13734	0.63992	0.00244	0.26617	1.38254	0.92117	0.13631	0.64622	0.01091	0.22671	1.27660	0.76723	0.09111	0.44982	0.01516
563	0.26796	1.39161	0.93148	0.14843	0.68886	0.00563	0.25648	1.36851	0.88791	0.13745	0.63956	0.00204	0.27341	1.36485	0.89348	0.13648	0.64588	0.01050	0.23080	1.25183	0.74553	0.09075	0.44962	0.01533
564	0.27867	1.37426	0.90219	0.14835	0.68861	0.00561	0.26583	1.34965	0.85984	0.13735	0.63935	0.00170	0.28268	1.34570	0.86542	0.13645	0.64566	0.01017	0.23417	1.22632	0.72444	0.09065	0.44941	0.01519
565	0.29132	1.35640	0.87130	0.14831	0.68855	0.00577	0.27660	1.32921	0.83121	0.13731	0.63931	0.00150	0.29338	1.32486	0.83672	0.13648	0.64560	0.00999	0.23716	1.19975	0.70379	0.09071	0.44935	0.01490
566	0.30399	1.33716	0.83887	0.14829	0.68845	0.00626	0.28726	1.30700	0.80181	0.13729	0.63924	0.00168	0.30395	1.30228	0.80729	0.13651	0.64550	0.01020	0.23999	1.17182	0.68331	0.09076	0.44924	0.01478
567	0.31503	1.31603	0.80545	0.14818	0.68816	0.00686	0.29655	1.28299	0.77183	0.13713	0.63894	0.00251	0.31316	1.27804	0.77736	0.13637	0.64517	0.01106	0.24271	1.14246	0.66274	0.09063	0.44889	0.01490
568	0.32413	1.29284	0.77146	0.14814	0.68767	0.00725	0.30423	1.25722	0.74149	0.13697	0.63840	0.00381	0.32076	1.25215	0.74714	0.13617	0.64459	0.01237	0.24520	1.11175	0.64198	0.09030	0.44832	0.01515
569	0.33197	1.26728	0.73726	0.14833	0.68703	0.00740	0.31083	1.22961	0.71084	0.13697	0.63775	0.00489	0.32726	1.22448	0.71670	0.13613	0.64392	0.01347	0.24723	1.07968	0.62125	0.08986	0.44773	0.01539
570	0.33915	1.23915	0.70336	0.14865	0.68644	0.00750	0.31682	1.20013	0.68006	0.13710	0.63718	0.00536	0.33316	1.19497	0.68618	0.13628	0.64334	0.01395	0.24873	1.04623	0.60114	0.08944	0.44728	0.01553
571	0.34554	1.20877	0.67031	0.14897	0.68600	0.00777	0.32211	1.16897	0.64955	0.13732	0.63679	0.00540	0.33837	1.16386	0.65590	0.13652	0.64295	0.01399	0.24971	1.01165	0.58206	0.08917	0.44701	0.01558
572	0.35086	1.17677	0.63830	0.14936	0.68573	0.00827	0.32642	1.13650	0.61975	0.13771	0.63654	0.00536	0.34268	1.13149	0.62619	0.13690	0.64271	0.01395	0.24998	0.97655	0.56388	0.08930	0.44683	0.01561
573	0.35559	1.14354	0.60714	0.14991	0.68562	0.00877	0.33003	1.10293	0.59098	0.13834	0.63643	0.00550	0.34632	1.09798	0.59737	0.13746	0.64261	0.01407	0.24937	0.94156	0.54621	0.08996	0.44671	0.01561
574	0.36060	1.10905	0.57653	0.15042	0.68579	0.00902	0.33370	1.06822	0.56338	0.13892	0.63658	0.00589	0.35002	1.06320	0.56968	0.13796	0.64275	0.01445	0.24823	0.90677	0.52907	0.09075	0.44678	0.01558
575	0.36621	1.07304	0.54641	0.15071	0.68609	0.00896	0.33790	1.03220	0.53675	0.13922	0.63685	0.00626	0.35418	1.02706	0.54303	0.13821	0.64302	0.01483	0.24724	0.87169	0.51292	0.09119	0.44700	0.01559
576	0.37198	1.03546	0.51689	0.15088	0.68619	0.00863	0.34237	0.99485	0.51076	0.13932	0.63695	0.00629	0.35856	0.98964	0.51719	0.13834	0.64312	0.01486	0.24681	0.83591	0.49823	0.09123	0.44713	0.01576
577	0.37711	0.99657	0.48818	0.15104	0.68605	0.00817	0.34644	0.95640	0.48525	0.13940	0.63682	0.00590	0.36254	0.95127	0.49199	0.13849	0.64301	0.01446	0.24680	0.79949	0.48515	0.09110	0.44709	0.01614
578	0.38099	0.95692	0.46044	0.15123	0.68587	0.00777	0.34947	0.91729	0.46032	0.13955	0.63667	0.00528	0.36550	0.91240	0.46741	0.13870	0.64290	0.01382	0.24657	0.76306	0.47353	0.09100	0.44707	0.01666
579	0.38352	0.91685	0.43377	0.15151	0.68585	0.00761	0.35123	0.87794	0.43635	0.13980	0.63667	0.00482	0.36720	0.87332	0.44373	0.13897	0.64294	0.01333	0.24532	0.72751	0.46289	0.09091	0.44721	0.01718
580	0.38517	0.87635	0.40825	0.15190	0.68598	0.00763	0.35196	0.83854	0.41381	0.14008	0.63683	0.00478	0.36788	0.83409	0.42138	0.13926	0.64312	0.01327	0.24266	0.69327	0.45256	0.09070	0.44752	0.01745
581	0.38619	0.83545	0.38399	0.15222	0.68622	0.00765	0.35202	0.79915	0.39284	0.14026	0.63709	0.00496	0.36789	0.79479	0.40059	0.13943	0.64338	0.01346	0.23916	0.65998	0.44228	0.09038	0.44790	0.01745
582	0.38641	0.79471	0.36114	0.15234	0.68647	0.00758	0.35153	0.76003	0.37316	0.14033	0.63737	0.00480	0.36736	0.75583	0.38107	0.13950	0.64367	0.01329	0.23603	0.62696	0.43233	0.09013	0.44827	0.01750
583	0.38568	0.75498	0.33987	0.15244	0.68664	0.00739	0.35052	0.72156	0.35439	0.14047	0.63755	0.00408	0.36637	0.71770	0.36243	0.13964	0.64391	0.01253	0.23407	0.59401	0.42309	0.09007	0.44859	0.01794
584	0.38447	0.71625	0.32031	0.15264	0.68665	0.00713	0.34928	0.68357	0.33636	0.14071	0.63759	0.00332	0.36521	0.68018	0.34448	0.13989	0.64402	0.01171	0.23306	0.56146	0.41466	0.09007	0.44881	0.01873
585	0.38359	0.67742	0.30245	0.15279	0.68654	0.00687	0.34827	0.64522	0.31915	0.14083	0.63749	0.00305	0.36425	0.64230	0.32734	0.14002	0.64397	0.01140	0.23199	0.52983	0.40697	0.08992	0.44889	0.01959
586	0.38334	0.63783	0.28593	0.15278	0.68638	0.00666	0.34758	0.60628	0.30295	0.14074	0.63733	0.00306	0.36356	0.60371	0.31125	0.13994	0.64384	0.01139	0.23003	0.49962	0.39967	0.08957	0.44886	0.02030
587	0.38330	0.59816	0.26988	0.15270	0.68619	0.00651	0.34682	0.56797	0.28782	0.14061	0.63716	0.00278	0.36277	0.56555	0.29623	0.13982	0.64371	0.01108	0.22704	0.47117	0.39189	0.08906	0.44888	0.02086
588	0.38315	0.55929	0.25354	0.15284	0.68595	0.00641	0.34581	0.53163	0.27365	0.14066	0.63697	0.00231	0.36169	0.52919	0.28217	0.13988	0.64357	0.01058	0.22332	0.44443	0.38293	0.08844	0.44896	0.02128
