	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d
	FullBody_CoG_pos	FullBody_CoG_pos	FullBody_CoG_pos	L_Hand_CoG_pos	L_Hand_CoG_pos	L_Hand_CoG_pos	R_Hand_CoG_pos	R_Hand_CoG_pos	R_Hand_CoG_pos	L_Forearm_CoG_pos	L_Forearm_CoG_pos	L_Forearm_CoG_pos	R_Forearm_CoG_pos	R_Forearm_CoG_pos	R_Forearm_CoG_pos	L_UpperArm_CoG_pos	L_UpperArm_CoG_pos	L_UpperArm_CoG_pos	R_UpperArm_CoG_pos	R_UpperArm_CoG_pos	R_UpperArm_CoG_pos	Head_Shadow_CoG_pos	Head_Shadow_CoG_pos	Head_Shadow_CoG_pos	Head_CoG_pos	Head_CoG_pos	Head_CoG_pos	Trunk_CoG_pos	Trunk_CoG_pos	Trunk_CoG_pos	Pelvis_CoG_pos	Pelvis_CoG_pos	Pelvis_CoG_pos	L_Thigh_CoG_pos	L_Thigh_CoG_pos	L_Thigh_CoG_pos	R_Thigh_CoG_pos	R_Thigh_CoG_pos	R_Thigh_CoG_pos	L_Shank_CoG_pos	L_Shank_CoG_pos	L_Shank_CoG_pos	R_Shank_CoG_pos	R_Shank_CoG_pos	R_Shank_CoG_pos	L_Foot_CoG_pos	L_Foot_CoG_pos	L_Foot_CoG_pos	R_Foot_CoG_pos	R_Foot_CoG_pos	R_Foot_CoG_pos	L_Foot_Shadow_CoG_pos	L_Foot_Shadow_CoG_pos	L_Foot_Shadow_CoG_pos	R_Foot_Shadow_CoG_pos	R_Foot_Shadow_CoG_pos	R_Foot_Shadow_CoG_pos
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	0.12962	0.20120	1.00123	0.03665	0.50664	1.39271	0.30927	0.37468	1.51210	-0.05108	0.36119	1.26578	0.35504	0.25469	1.33885	-0.07576	0.25992	1.30717	0.33633	0.12160	1.33844	0.15076	0.20198	1.65976	0.14002	0.15444	1.62921	0.12809	0.16433	1.26082	0.12191	0.16679	0.95637	0.07792	0.31732	0.75158	0.18772	0.10581	0.74784	0.09161	0.45382	0.32555	0.12067	0.05144	0.31015	0.11419	0.55336	0.02805	0.12505	0.03089	0.01866	0.11444	0.56361	0.02760	0.14139	0.02603	0.01793
2	0.12965	0.20118	1.00103	0.03638	0.50801	1.39225	0.30992	0.37474	1.50584	-0.05121	0.36208	1.26550	0.35440	0.25223	1.33402	-0.07565	0.26024	1.30712	0.33582	0.11991	1.33579	0.15069	0.20258	1.65970	0.14010	0.15492	1.62929	0.12838	0.16453	1.26090	0.12204	0.16669	0.95636	0.07764	0.31698	0.75167	0.18778	0.10580	0.74765	0.09119	0.45348	0.32558	0.12062	0.05144	0.30996	0.11374	0.55330	0.02810	0.12518	0.03090	0.01847	0.11396	0.56355	0.02765	0.14151	0.02602	0.01780
3	0.12967	0.20117	1.00083	0.03607	0.50893	1.39177	0.31131	0.37514	1.49966	-0.05114	0.36262	1.26505	0.35388	0.25002	1.32949	-0.07557	0.26041	1.30693	0.33554	0.11830	1.33346	0.15045	0.20307	1.65959	0.13977	0.15537	1.62927	0.12856	0.16468	1.26097	0.12215	0.16671	0.95632	0.07742	0.31678	0.75171	0.18794	0.10587	0.74754	0.09074	0.45323	0.32552	0.12071	0.05141	0.30986	0.11341	0.55330	0.02802	0.12529	0.03088	0.01837	0.11364	0.56356	0.02756	0.14163	0.02598	0.01772
4	0.12962	0.20114	1.00066	0.03573	0.50922	1.39121	0.31310	0.37576	1.49328	-0.05096	0.36262	1.26456	0.35354	0.24770	1.32517	-0.07555	0.26039	1.30670	0.33533	0.11640	1.33146	0.15012	0.20360	1.65954	0.13921	0.15593	1.62925	0.12848	0.16478	1.26105	0.12220	0.16680	0.95628	0.07726	0.31666	0.75167	0.18814	0.10594	0.74757	0.09039	0.45302	0.32537	0.12084	0.05124	0.30994	0.11333	0.55335	0.02792	0.12526	0.03078	0.01846	0.11360	0.56360	0.02745	0.14158	0.02586	0.01779
5	0.12949	0.20110	1.00051	0.03549	0.50924	1.39058	0.31475	0.37702	1.48631	-0.05085	0.36235	1.26420	0.35328	0.24512	1.32091	-0.07557	0.26021	1.30652	0.33491	0.11418	1.32963	0.14977	0.20424	1.65960	0.13864	0.15662	1.62932	0.12823	0.16491	1.26110	0.12215	0.16689	0.95628	0.07712	0.31654	0.75157	0.18823	0.10598	0.74769	0.09021	0.45282	0.32518	0.12091	0.05097	0.31010	0.11347	0.55341	0.02782	0.12507	0.03058	0.01865	0.11378	0.56366	0.02736	0.14139	0.02566	0.01794
6	0.12933	0.20110	1.00035	0.03538	0.50934	1.38992	0.31610	0.37912	1.47871	-0.05092	0.36211	1.26400	0.35292	0.24250	1.31667	-0.07557	0.25993	1.30638	0.33415	0.11191	1.32776	0.14944	0.20496	1.65978	0.13825	0.15736	1.62949	0.12803	0.16507	1.26113	0.12200	0.16700	0.95630	0.07699	0.31649	0.75145	0.18815	0.10601	0.74780	0.09018	0.45269	0.32497	0.12088	0.05077	0.31024	0.11366	0.55350	0.02765	0.12488	0.03032	0.01879	0.11398	0.56375	0.02720	0.14120	0.02539	0.01802
7	0.12921	0.20115	1.00018	0.03524	0.50944	1.38925	0.31710	0.38157	1.47080	-0.05120	0.36189	1.26384	0.35235	0.24013	1.31242	-0.07561	0.25957	1.30619	0.33321	0.10989	1.32569	0.14921	0.20566	1.66002	0.13808	0.15807	1.62970	0.12795	0.16522	1.26117	0.12187	0.16721	0.95631	0.07691	0.31656	0.75135	0.18800	0.10613	0.74784	0.09022	0.45267	0.32480	0.12081	0.05075	0.31029	0.11377	0.55363	0.02738	0.12483	0.03005	0.01879	0.11411	0.56388	0.02692	0.14115	0.02511	0.01801
8	0.12913	0.20119	1.00000	0.03496	0.50936	1.38855	0.31761	0.38370	1.46284	-0.05155	0.36155	1.26354	0.35167	0.23793	1.30810	-0.07571	0.25924	1.30584	0.33235	0.10807	1.32341	0.14911	0.20623	1.66024	0.13805	0.15860	1.62995	0.12787	0.16528	1.26124	0.12186	0.16746	0.95633	0.07691	0.31665	0.75130	0.18792	0.10631	0.74783	0.09032	0.45265	0.32466	0.12076	0.05086	0.31028	0.11384	0.55373	0.02711	0.12486	0.02990	0.01874	0.11419	0.56399	0.02664	0.14118	0.02496	0.01797
9	0.12905	0.20115	0.99980	0.03458	0.50923	1.38791	0.31774	0.38525	1.45453	-0.05177	0.36126	1.26308	0.35112	0.23547	1.30362	-0.07579	0.25915	1.30532	0.33178	0.10611	1.32104	0.14907	0.20664	1.66038	0.13802	0.15889	1.63028	0.12765	0.16525	1.26133	0.12193	0.16763	0.95633	0.07697	0.31661	0.75125	0.18795	0.10644	0.74778	0.09052	0.45250	0.32454	0.12072	0.05094	0.31025	0.11394	0.55375	0.02692	0.12484	0.02994	0.01868	0.11428	0.56400	0.02644	0.14116	0.02500	0.01794
10	0.12894	0.20102	0.99956	0.03430	0.50955	1.38750	0.31791	0.38637	1.44550	-0.05169	0.36150	1.26253	0.35082	0.23246	1.29901	-0.07568	0.25947	1.30481	0.33143	0.10374	1.31877	0.14898	0.20698	1.66045	0.13794	0.15904	1.63063	0.12727	0.16518	1.26137	0.12195	0.16765	0.95627	0.07703	0.31641	0.75112	0.18799	0.10643	0.74771	0.09077	0.45224	0.32437	0.12069	0.05092	0.31019	0.11407	0.55369	0.02679	0.12476	0.03012	0.01865	0.11438	0.56394	0.02630	0.14109	0.02520	0.01792
11	0.12877	0.20086	0.99926	0.03454	0.51061	1.38737	0.31858	0.38738	1.43594	-0.05124	0.36258	1.26198	0.35068	0.22911	1.29445	-0.07544	0.26016	1.30456	0.33095	0.10112	1.31667	0.14877	0.20733	1.66047	0.13780	0.15924	1.63087	0.12687	0.16510	1.26128	0.12186	0.16756	0.95616	0.07697	0.31614	0.75092	0.18796	0.10634	0.74767	0.09083	0.45198	0.32416	0.12062	0.05081	0.31015	0.11417	0.55358	0.02667	0.12470	0.03027	0.01865	0.11445	0.56384	0.02617	0.14103	0.02538	0.01794
12	0.12858	0.20073	0.99897	0.03540	0.51198	1.38731	0.32017	0.38831	1.42654	-0.05050	0.36404	1.26148	0.35045	0.22583	1.29006	-0.07521	0.26088	1.30473	0.32996	0.09857	1.31462	0.14850	0.20768	1.66046	0.13767	0.15955	1.63089	0.12655	0.16506	1.26106	0.12170	0.16740	0.95607	0.07673	0.31586	0.75077	0.18788	0.10628	0.74769	0.09058	0.45174	0.32400	0.12054	0.05073	0.31017	0.11421	0.55349	0.02663	0.12472	0.03028	0.01874	0.11445	0.56374	0.02611	0.14107	0.02542	0.01807
13	0.12838	0.20060	0.99874	0.03633	0.51297	1.38703	0.32306	0.38890	1.41777	-0.04974	0.36506	1.26110	0.35001	0.22269	1.28585	-0.07509	0.26132	1.30516	0.32838	0.09616	1.31252	0.14825	0.20798	1.66045	0.13755	0.15987	1.63079	0.12635	0.16505	1.26079	0.12154	0.16724	0.95612	0.07634	0.31558	0.75079	0.18780	0.10633	0.74777	0.09019	0.45148	0.32401	0.12046	0.05077	0.31025	0.11420	0.55342	0.02682	0.12482	0.03019	0.01892	0.11443	0.56367	0.02631	0.14117	0.02535	0.01829
14	0.12823	0.20052	0.99857	0.03680	0.51341	1.38652	0.32727	0.38888	1.40958	-0.04924	0.36534	1.26088	0.34957	0.21953	1.28167	-0.07502	0.26148	1.30545	0.32666	0.09376	1.31044	0.14804	0.20823	1.66048	0.13742	0.16014	1.63077	0.12620	0.16512	1.26058	0.12145	0.16717	0.95628	0.07597	0.31537	0.75094	0.18775	0.10649	0.74786	0.08993	0.45124	0.32415	0.12044	0.05090	0.31034	0.11422	0.55336	0.02717	0.12493	0.03012	0.01907	0.11444	0.56362	0.02671	0.14127	0.02526	0.01846
15	0.12816	0.20051	0.99842	0.03684	0.51371	1.38599	0.33205	0.38826	1.40177	-0.04908	0.36540	1.26074	0.34952	0.21626	1.27742	-0.07496	0.26157	1.30539	0.32541	0.09132	1.30848	0.14788	0.20856	1.66059	0.13731	0.16041	1.63096	0.12606	0.16532	1.26047	0.12149	0.16726	0.95643	0.07581	0.31532	0.75107	0.18778	0.10668	0.74790	0.08994	0.45109	0.32426	0.12050	0.05099	0.31039	0.11430	0.55330	0.02736	0.12502	0.03010	0.01911	0.11454	0.56356	0.02694	0.14135	0.02520	0.01847
16	0.12816	0.20056	0.99825	0.03661	0.51420	1.38559	0.33627	0.38732	1.39431	-0.04915	0.36564	1.26064	0.34989	0.21296	1.27318	-0.07497	0.26160	1.30511	0.32471	0.08888	1.30671	0.14777	0.20902	1.66074	0.13726	0.16077	1.63123	0.12588	0.16559	1.26044	0.12162	0.16746	0.95646	0.07592	0.31535	0.75109	0.18787	0.10682	0.74791	0.09014	0.45101	0.32421	0.12058	0.05098	0.31042	0.11442	0.55327	0.02721	0.12510	0.03006	0.01904	0.11467	0.56352	0.02678	0.14142	0.02513	0.01836
17	0.12814	0.20053	0.99807	0.03600	0.51472	1.38535	0.33941	0.38617	1.38731	-0.04935	0.36587	1.26059	0.35004	0.20965	1.26906	-0.07510	0.26148	1.30486	0.32395	0.08643	1.30507	0.14771	0.20951	1.66083	0.13727	0.16120	1.63141	0.12564	0.16573	1.26045	0.12177	0.16761	0.95640	0.07618	0.31533	0.75104	0.18794	0.10692	0.74793	0.09038	0.45092	0.32407	0.12056	0.05089	0.31046	0.11457	0.55330	0.02690	0.12513	0.02996	0.01899	0.11485	0.56356	0.02643	0.14145	0.02501	0.01829
18	0.12805	0.20038	0.99790	0.03503	0.51493	1.38519	0.34185	0.38460	1.38081	-0.04958	0.36572	1.26058	0.34937	0.20623	1.26504	-0.07537	0.26120	1.30475	0.32257	0.08388	1.30341	0.14764	0.20992	1.66086	0.13727	0.16159	1.63145	0.12539	0.16568	1.26044	0.12189	0.16762	0.95632	0.07635	0.31514	0.75098	0.18794	0.10703	0.74796	0.09054	0.45078	0.32397	0.12039	0.05080	0.31053	0.11479	0.55339	0.02679	0.12513	0.02977	0.01904	0.11509	0.56364	0.02628	0.14145	0.02484	0.01834
19	0.12793	0.20019	0.99774	0.03406	0.51467	1.38506	0.34412	0.38266	1.37439	-0.04971	0.36522	1.26047	0.34811	0.20264	1.26096	-0.07569	0.26089	1.30470	0.32079	0.08120	1.30167	0.14755	0.21022	1.66095	0.13723	0.16192	1.63146	0.12528	0.16562	1.26040	0.12198	0.16759	0.95632	0.07632	0.31488	0.75096	0.18789	0.10722	0.74796	0.09061	0.45059	0.32394	0.12016	0.05071	0.31060	0.11507	0.55350	0.02695	0.12509	0.02956	0.01915	0.11537	0.56375	0.02646	0.14142	0.02466	0.01843
20	0.12788	0.20007	0.99758	0.03327	0.51411	1.38490	0.34638	0.38095	1.36734	-0.04980	0.36458	1.26022	0.34700	0.19905	1.25671	-0.07598	0.26061	1.30458	0.31923	0.07846	1.29997	0.14745	0.21042	1.66115	0.13713	0.16219	1.63155	0.12539	0.16575	1.26033	0.12206	0.16763	0.95640	0.07616	0.31468	0.75097	0.18786	0.10740	0.74795	0.09061	0.45040	0.32396	0.12001	0.05062	0.31065	0.11530	0.55361	0.02721	0.12501	0.02942	0.01927	0.11561	0.56387	0.02676	0.14135	0.02454	0.01853
21	0.12788	0.20005	0.99744	0.03239	0.51349	1.38474	0.34850	0.38010	1.35933	-0.05009	0.36386	1.26008	0.34643	0.19587	1.25243	-0.07619	0.26024	1.30431	0.31817	0.07589	1.29857	0.14732	0.21056	1.66135	0.13693	0.16240	1.63167	0.12563	0.16607	1.26028	0.12209	0.16780	0.95654	0.07601	0.31461	0.75101	0.18783	0.10749	0.74794	0.09061	0.45024	0.32395	0.11995	0.05051	0.31066	0.11539	0.55373	0.02738	0.12488	0.02940	0.01938	0.11568	0.56398	0.02696	0.14122	0.02453	0.01862
22	0.12787	0.20009	0.99733	0.03126	0.51296	1.38460	0.35039	0.38017	1.35095	-0.05071	0.36305	1.26030	0.34618	0.19337	1.24850	-0.07635	0.25975	1.30397	0.31741	0.07373	1.29765	0.14712	0.21072	1.66147	0.13666	0.16263	1.63170	0.12586	0.16646	1.26028	0.12204	0.16804	0.95670	0.07591	0.31468	0.75109	0.18778	0.10747	0.74794	0.09064	0.45012	0.32395	0.11993	0.05042	0.31066	0.11535	0.55380	0.02739	0.12472	0.02949	0.01945	0.11561	0.56406	0.02699	0.14106	0.02463	0.01870
23	0.12782	0.20014	0.99727	0.03003	0.51247	1.38442	0.35223	0.38048	1.34309	-0.05150	0.36217	1.26078	0.34590	0.19134	1.24517	-0.07653	0.25916	1.30368	0.31658	0.07187	1.29717	0.14682	0.21100	1.66152	0.13634	0.16296	1.63166	0.12599	0.16678	1.26034	0.12197	0.16831	0.95682	0.07583	0.31484	0.75123	0.18770	0.10746	0.74795	0.09069	0.45004	0.32398	0.11989	0.05035	0.31068	0.11526	0.55374	0.02727	0.12460	0.02960	0.01944	0.11550	0.56400	0.02685	0.14094	0.02474	0.01870
24	0.12773	0.20015	0.99721	0.02900	0.51194	1.38424	0.35420	0.38016	1.33612	-0.05222	0.36132	1.26129	0.34547	0.18908	1.24213	-0.07676	0.25852	1.30355	0.31557	0.06988	1.29684	0.14648	0.21142	1.66156	0.13599	0.16342	1.63166	0.12604	0.16697	1.26037	0.12190	0.16855	0.95688	0.07566	0.31500	0.75135	0.18765	0.10750	0.74797	0.09067	0.44995	0.32400	0.11984	0.05029	0.31070	0.11521	0.55359	0.02711	0.12455	0.02965	0.01935	0.11542	0.56385	0.02668	0.14089	0.02480	0.01864
25	0.12762	0.20007	0.99707	0.02841	0.51137	1.38433	0.35627	0.37869	1.32972	-0.05275	0.36065	1.26159	0.34490	0.18603	1.23901	-0.07698	0.25786	1.30353	0.31447	0.06737	1.29638	0.14620	0.21192	1.66159	0.13575	0.16389	1.63172	0.12608	0.16702	1.26029	0.12184	0.16875	0.95685	0.07542	0.31507	0.75130	0.18762	0.10756	0.74796	0.09053	0.44978	0.32386	0.11983	0.05028	0.31068	0.11526	0.55348	0.02702	0.12459	0.02967	0.01926	0.11545	0.56374	0.02661	0.14094	0.02484	0.01859
26	0.12758	0.19994	0.99681	0.02823	0.51084	1.38488	0.35800	0.37637	1.32343	-0.05299	0.36032	1.26162	0.34418	0.18230	1.23582	-0.07700	0.25740	1.30347	0.31339	0.06442	1.29573	0.14605	0.21237	1.66157	0.13570	0.16428	1.63176	0.12616	0.16701	1.26007	0.12186	0.16889	0.95672	0.07523	0.31503	0.75105	0.18766	0.10765	0.74790	0.09033	0.44952	0.32352	0.11984	0.05038	0.31062	0.11551	0.55346	0.02695	0.12471	0.02970	0.01919	0.11570	0.56372	0.02658	0.14107	0.02487	0.01858
27	0.12765	0.19985	0.99655	0.02821	0.51053	1.38580	0.35892	0.37400	1.31697	-0.05288	0.36042	1.26145	0.34334	0.17851	1.23278	-0.07674	0.25740	1.30331	0.31235	0.06139	1.29500	0.14596	0.21269	1.66153	0.13577	0.16455	1.63175	0.12636	0.16709	1.25984	0.12201	0.16900	0.95656	0.07525	0.31496	0.75081	0.18776	0.10776	0.74783	0.09021	0.44930	0.32318	0.11983	0.05052	0.31055	0.11591	0.55349	0.02688	0.12486	0.02969	0.01914	0.11613	0.56375	0.02654	0.14121	0.02486	0.01859
28	0.12776	0.19982	0.99641	0.02813	0.51055	1.38677	0.35895	0.37226	1.31042	-0.05253	0.36087	1.26137	0.34247	0.17524	1.22998	-0.07633	0.25781	1.30315	0.31137	0.05864	1.29438	0.14583	0.21287	1.66152	0.13578	0.16471	1.63172	0.12664	0.16729	1.25981	0.12223	0.16904	0.95649	0.07541	0.31496	0.75075	0.18785	0.10785	0.74783	0.09018	0.44920	0.32305	0.11977	0.05061	0.31057	0.11624	0.55354	0.02688	0.12490	0.02965	0.01914	0.11646	0.56380	0.02654	0.14126	0.02481	0.01859
29	0.12784	0.19982	0.99645	0.02792	0.51085	1.38754	0.35855	0.37128	1.30425	-0.05222	0.36142	1.26161	0.34167	0.17279	1.22744	-0.07601	0.25829	1.30308	0.31057	0.05641	1.29392	0.14566	0.21294	1.66151	0.13569	0.16478	1.63168	0.12690	0.16748	1.26004	0.12238	0.16902	0.95655	0.07553	0.31502	0.75088	0.18784	0.10788	0.74792	0.09018	0.44924	0.32317	0.11962	0.05065	0.31068	0.11623	0.55354	0.02697	0.12476	0.02963	0.01918	0.11644	0.56380	0.02662	0.14111	0.02478	0.01859
30	0.12786	0.19980	0.99656	0.02758	0.51119	1.38807	0.35836	0.37070	1.29897	-0.05214	0.36180	1.26210	0.34093	0.17108	1.22521	-0.07588	0.25852	1.30316	0.31000	0.05485	1.29359	0.14558	0.21294	1.66147	0.13563	0.16480	1.63159	0.12717	0.16755	1.26038	0.12239	0.16899	0.95668	0.07551	0.31510	0.75103	0.18775	0.10792	0.74803	0.09009	0.44932	0.32334	0.11947	0.05076	0.31080	0.11586	0.55341	0.02701	0.12453	0.02967	0.01922	0.11605	0.56367	0.02665	0.14088	0.02482	0.01859
31	0.12790	0.19979	0.99662	0.02714	0.51136	1.38842	0.35863	0.37012	1.29479	-0.05222	0.36184	1.26261	0.34017	0.16982	1.22329	-0.07584	0.25844	1.30347	0.30958	0.05388	1.29335	0.14566	0.21292	1.66142	0.13568	0.16482	1.63149	0.12753	0.16753	1.26062	0.12231	0.16908	0.95679	0.07537	0.31519	0.75106	0.18770	0.10803	0.74809	0.08990	0.44933	0.32338	0.11946	0.05099	0.31084	0.11533	0.55315	0.02687	0.12438	0.02974	0.01917	0.11550	0.56341	0.02650	0.14073	0.02491	0.01854
