	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d
215	-4.14077	-51.46746	229.12640	4.66252	51.70327	566.59833
216	-4.15030	-51.46571	229.12621	4.69411	51.75024	566.76331
217	-4.15964	-51.46409	229.12660	4.72506	51.79692	566.92853
218	-4.16881	-51.46259	229.12761	4.75536	51.84326	567.09381
219	-4.17779	-51.46124	229.12920	4.78498	51.88923	567.25916
220	-4.18660	-51.46001	229.13132	4.81390	51.93478	567.42444
221	-4.19522	-51.45890	229.13400	4.84212	51.97989	567.58966
222	-4.20368	-51.45790	229.13721	4.86961	52.02450	567.75458
223	-4.21197	-51.45704	229.14088	4.89635	52.06859	567.91937
224	-4.22008	-51.45629	229.14505	4.92232	52.11211	568.08374
225	-4.22803	-51.45565	229.14967	4.94752	52.15503	568.24768
226	-4.23582	-51.45512	229.15474	4.97191	52.19730	568.41119
227	-4.24345	-51.45471	229.16020	4.99548	52.23890	568.57416
228	-4.25092	-51.45440	229.16608	5.01822	52.27977	568.73651
229	-4.25823	-51.45420	229.17229	5.04013	52.31991	568.89813
230	-4.26539	-51.45409	229.17885	5.06118	52.35927	569.05902
231	-4.27239	-51.45410	229.18570	5.08137	52.39781	569.21912
232	-4.27923	-51.45420	229.19287	5.10068	52.43552	569.37830
233	-4.28591	-51.45440	229.20027	5.11912	52.47235	569.53650
234	-4.29244	-51.45469	229.20792	5.13666	52.50827	569.69366
235	-4.29882	-51.45508	229.21576	5.15329	52.54325	569.84979
236	-4.30504	-51.45555	229.22377	5.16901	52.57727	570.00470
237	-4.31111	-51.45612	229.23196	5.18380	52.61028	570.15839
238	-4.31703	-51.45677	229.24026	5.19766	52.64228	570.31085
239	-4.32278	-51.45750	229.24866	5.21058	52.67324	570.46191
240	-4.32837	-51.45830	229.25711	5.22255	52.70313	570.61151
241	-4.33380	-51.45917	229.26562	5.23356	52.73194	570.75970
242	-4.33907	-51.46011	229.27414	5.24361	52.75963	570.90625
243	-4.34418	-51.46111	229.28265	5.25268	52.78618	571.05127
244	-4.34911	-51.46216	229.29109	5.26077	52.81158	571.19458
245	-4.35388	-51.46326	229.29948	5.26787	52.83580	571.33618
246	-4.35847	-51.46442	229.30775	5.27399	52.85883	571.47595
247	-4.36290	-51.46561	229.31589	5.27911	52.88065	571.61395
248	-4.36715	-51.46685	229.32388	5.28325	52.90128	571.75006
249	-4.37124	-51.46812	229.33173	5.28641	52.92068	571.88422
250	-4.37515	-51.46941	229.33932	5.28859	52.93888	572.01642
251	-4.37889	-51.47073	229.34669	5.28979	52.95585	572.14673
252	-4.38245	-51.47206	229.35381	5.29002	52.97158	572.27490
253	-4.38584	-51.47342	229.36064	5.28927	52.98607	572.40094
254	-4.38905	-51.47478	229.36716	5.28756	52.99931	572.52484
255	-4.39209	-51.47614	229.37334	5.28489	53.01131	572.64661
256	-4.39496	-51.47750	229.37917	5.28127	53.02207	572.76617
257	-4.39765	-51.47887	229.38463	5.27672	53.03159	572.88354
258	-4.40017	-51.48022	229.38969	5.27125	53.03987	572.99860
259	-4.40252	-51.48157	229.39435	5.26489	53.04692	573.11139
260	-4.40470	-51.48290	229.39859	5.25763	53.05274	573.22192
261	-4.40670	-51.48421	229.40234	5.24949	53.05733	573.33008
262	-4.40854	-51.48551	229.40565	5.24049	53.06071	573.43585
263	-4.41020	-51.48678	229.40848	5.23064	53.06286	573.53925
264	-4.41170	-51.48803	229.41078	5.21996	53.06381	573.64020
265	-4.41303	-51.48923	229.41257	5.20848	53.06356	573.73883
266	-4.41420	-51.49042	229.41383	5.19620	53.06214	573.83502
267	-4.41521	-51.49157	229.41458	5.18316	53.05954	573.92877
268	-4.41606	-51.49268	229.41475	5.16937	53.05579	574.02014
269	-4.41676	-51.49376	229.41435	5.15485	53.05090	574.10907
270	-4.41731	-51.49480	229.41338	5.13962	53.04488	574.19550
271	-4.41770	-51.49579	229.41182	5.12371	53.03774	574.27954
272	-4.41795	-51.49675	229.40965	5.10713	53.02950	574.36108
273	-4.41806	-51.49765	229.40689	5.08991	53.02018	574.44025
274	-4.41803	-51.49852	229.40352	5.07207	53.00979	574.51691
275	-4.41786	-51.49935	229.39955	5.05365	52.99836	574.59125
276	-4.41756	-51.50013	229.39500	5.03465	52.98592	574.66315
277	-4.41715	-51.50089	229.38985	5.01511	52.97248	574.73267
278	-4.41661	-51.50159	229.38414	4.99506	52.95807	574.79993
279	-4.41595	-51.50227	229.37781	4.97451	52.94269	574.86487
280	-4.41519	-51.50290	229.37093	4.95349	52.92639	574.92743
281	-4.41432	-51.50351	229.36345	4.93203	52.90917	574.98773
282	-4.41335	-51.50407	229.35544	4.91014	52.89107	575.04584
283	-4.41228	-51.50461	229.34685	4.88785	52.87210	575.10168
284	-4.41112	-51.50512	229.33772	4.86519	52.85231	575.15533
285	-4.40987	-51.50559	229.32808	4.84216	52.83170	575.20685
286	-4.40853	-51.50605	229.31790	4.81880	52.81030	575.25623
287	-4.40711	-51.50648	229.30727	4.79513	52.78815	575.30347
288	-4.40561	-51.50689	229.29610	4.77116	52.76526	575.34863
289	-4.40404	-51.50728	229.28445	4.74692	52.74166	575.39178
290	-4.40239	-51.50766	229.27235	4.72242	52.71738	575.43292
291	-4.40068	-51.50802	229.25980	4.69770	52.69244	575.47205
292	-4.39891	-51.50837	229.24681	4.67278	52.66689	575.50928
293	-4.39707	-51.50872	229.23340	4.64766	52.64074	575.54456
294	-4.39518	-51.50907	229.21959	4.62239	52.61403	575.57794
295	-4.39323	-51.50943	229.20540	4.59698	52.58680	575.60944
296	-4.39122	-51.50978	229.19084	4.57144	52.55906	575.63916
297	-4.38917	-51.51016	229.17593	4.54582	52.53085	575.66711
298	-4.38707	-51.51055	229.16071	4.52011	52.50221	575.69330
299	-4.38492	-51.51096	229.14516	4.49436	52.47316	575.71777
300	-4.38273	-51.51139	229.12930	4.46857	52.44374	575.74054
301	-4.38050	-51.51186	229.11316	4.44276	52.41398	575.76178
302	-4.37822	-51.51233	229.09676	4.41694	52.38391	575.78137
303	-4.37591	-51.51284	229.08008	4.39114	52.35357	575.79944
304	-4.37355	-51.51336	229.06317	4.36537	52.32299	575.81598
305	-4.37115	-51.51392	229.04604	4.33964	52.29220	575.83112
306	-4.36871	-51.51449	229.02867	4.31397	52.26123	575.84491
307	-4.36624	-51.51509	229.01112	4.28837	52.23013	575.85730
308	-4.36372	-51.51572	228.99338	4.26287	52.19891	575.86841
309	-4.36118	-51.51638	228.97546	4.23748	52.16761	575.87830
310	-4.35859	-51.51706	228.95738	4.21220	52.13627	575.88702
311	-4.35598	-51.51775	228.93912	4.18706	52.10491	575.89453
312	-4.35334	-51.51846	228.92068	4.16207	52.07357	575.90100
313	-4.35068	-51.51920	228.90211	4.13724	52.04226	575.90649
314	-4.34799	-51.51995	228.88339	4.11258	52.01102	575.91095
315	-4.34528	-51.52071	228.86453	4.08812	51.97989	575.91461
316	-4.34256	-51.52148	228.84554	4.06386	51.94890	575.91730
317	-4.33981	-51.52227	228.82642	4.03982	51.91806	575.91925
318	-4.33706	-51.52306	228.80714	4.01601	51.88742	575.92041
319	-4.33430	-51.52385	228.78778	3.99243	51.85700	575.92090
320	-4.33154	-51.52465	228.76830	3.96910	51.82683	575.92084
321	-4.32878	-51.52546	228.74869	3.94603	51.79693	575.92017
322	-4.32603	-51.52626	228.72896	3.92323	51.76734	575.91901
323	-4.32329	-51.52705	228.70914	3.90071	51.73808	575.91748
324	-4.32057	-51.52785	228.68919	3.87847	51.70918	575.91547
325	-4.31787	-51.52864	228.66916	3.85653	51.68066	575.91327
326	-4.31519	-51.52942	228.64902	3.83489	51.65257	575.91083
327	-4.31254	-51.53018	228.62880	3.81357	51.62491	575.90814
328	-4.30993	-51.53093	228.60843	3.79256	51.59772	575.90540
329	-4.30736	-51.53167	228.58798	3.77187	51.57101	575.90253
330	-4.30483	-51.53237	228.56743	3.75151	51.54482	575.89978
331	-4.30235	-51.53306	228.54674	3.73147	51.51916	575.89703
332	-4.29992	-51.53371	228.52596	3.71176	51.49407	575.89447
333	-4.29755	-51.53434	228.50504	3.69238	51.46955	575.89209
334	-4.29525	-51.53493	228.48398	3.67334	51.44566	575.88995
335	-4.29301	-51.53548	228.46280	3.65465	51.42239	575.88818
336	-4.29084	-51.53598	228.44148	3.63629	51.39977	575.88672
337	-4.28875	-51.53645	228.42001	3.61827	51.37782	575.88580
338	-4.28675	-51.53686	228.39838	3.60060	51.35656	575.88531
339	-4.28485	-51.53722	228.37656	3.58325	51.33601	575.88525
340	-4.28304	-51.53751	228.35457	3.56625	51.31619	575.88586
341	-4.28134	-51.53775	228.33237	3.54957	51.29711	575.88702
342	-4.27976	-51.53791	228.30994	3.53323	51.27879	575.88885
343	-4.27830	-51.53801	228.28731	3.51722	51.26126	575.89142
344	-4.27696	-51.53803	228.26443	3.50154	51.24452	575.89471
345	-4.27576	-51.53797	228.24133	3.48617	51.22860	575.89880
346	-4.27469	-51.53783	228.21794	3.47112	51.21352	575.90363
347	-4.27378	-51.53759	228.19427	3.45638	51.19928	575.90930
348	-4.27302	-51.53726	228.17032	3.44192	51.18591	575.91583
349	-4.27242	-51.53683	228.14604	3.42776	51.17342	575.92322
350	-4.27199	-51.53629	228.12143	3.41387	51.16182	575.93146
351	-4.27173	-51.53564	228.09650	3.40025	51.15114	575.94055
352	-4.27166	-51.53488	228.07118	3.38689	51.14138	575.95062
353	-4.27177	-51.53399	228.04550	3.37378	51.13258	575.96161
354	-4.27207	-51.53297	228.01941	3.36091	51.12472	575.97351
355	-4.27257	-51.53181	227.99292	3.34827	51.11782	575.98627
356	-4.27326	-51.53051	227.96597	3.33585	51.11189	575.99994
357	-4.27414	-51.52904	227.93860	3.32363	51.10694	576.01453
358	-4.27522	-51.52741	227.91072	3.31162	51.10297	576.02997
359	-4.27649	-51.52560	227.88235	3.29979	51.09999	576.04626
360	-4.27797	-51.52360	227.85345	3.28814	51.09801	576.06335
361	-4.27964	-51.52141	227.82404	3.27665	51.09705	576.08130
362	-4.28152	-51.51902	227.79405	3.26531	51.09709	576.10004
363	-4.28360	-51.51640	227.76349	3.25413	51.09815	576.11951
364	-4.28588	-51.51357	227.73233	3.24307	51.10021	576.13977
365	-4.28837	-51.51048	227.70058	3.23215	51.10330	576.16071
366	-4.29106	-51.50714	227.66818	3.22134	51.10739	576.18231
367	-4.29396	-51.50353	227.63516	3.21063	51.11250	576.20453
368	-4.29706	-51.49966	227.60146	3.20003	51.11861	576.22742
369	-4.30037	-51.49549	227.56708	3.18951	51.12573	576.25079
370	-4.30388	-51.49102	227.53200	3.17908	51.13386	576.27472
371	-4.30760	-51.48623	227.49622	3.16871	51.14299	576.29913
372	-4.31153	-51.48112	227.45969	3.15840	51.15313	576.32397
373	-4.31567	-51.47565	227.42239	3.14815	51.16425	576.34918
374	-4.32002	-51.46984	227.38431	3.13793	51.17637	576.37476
375	-4.32458	-51.46366	227.34543	3.12775	51.18946	576.40070
376	-4.32936	-51.45708	227.30573	3.11759	51.20353	576.42688
377	-4.33435	-51.45012	227.26515	3.10745	51.21857	576.45325
378	-4.33956	-51.44273	227.22371	3.09731	51.23456	576.47980
379	-4.34499	-51.43492	227.18137	3.08717	51.25151	576.50647
380	-4.35064	-51.42666	227.13809	3.07701	51.26941	576.53320
381	-4.35651	-51.41795	227.09387	3.06684	51.28824	576.56000
382	-4.36259	-51.40876	227.04869	3.05664	51.30798	576.58673
383	-4.36889	-51.39911	227.00250	3.04642	51.32861	576.61353
384	-4.37541	-51.38894	226.95531	3.03618	51.35013	576.64001
385	-4.38214	-51.37827	226.90707	3.02590	51.37251	576.66650
386	-4.38908	-51.36709	226.85774	3.01558	51.39574	576.69281
387	-4.39623	-51.35536	226.80734	3.00523	51.41980	576.71881
388	-4.40360	-51.34309	226.75581	2.99484	51.44467	576.74451
389	-4.41117	-51.33025	226.70316	2.98440	51.47033	576.76990
390	-4.41894	-51.31684	226.64932	2.97392	51.49677	576.79492
