	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.00000	0.00000	-0.34050	0.00000	0.00000	-1.03013
2	0.00000	0.00000	-0.34303	0.00000	0.00000	-1.03558
3	0.00000	0.00000	-0.34555	0.00000	0.00000	-1.04103
4	0.00000	0.00000	-0.34807	0.00000	0.00000	-1.04646
5	0.00000	0.00000	-0.35058	0.00000	0.00000	-1.05188
6	0.00000	0.00000	-0.35306	0.00000	0.00000	-1.05727
7	0.00000	0.00000	-0.35552	0.00000	0.00000	-1.06263
8	0.00000	0.00000	-0.35795	0.00000	0.00000	-1.06795
9	0.00000	0.00000	-0.36035	0.00000	0.00000	-1.07322
10	0.00000	0.00000	-0.36271	0.00000	0.00000	-1.07844
11	0.00000	0.00000	-0.36503	0.00000	0.00000	-1.08361
12	0.00000	0.00000	-0.36731	0.00000	0.00000	-1.08871
13	0.00000	0.00000	-0.36954	0.00000	0.00000	-1.09375
14	0.00000	0.00000	-0.37173	0.00000	0.00000	-1.09873
15	0.00000	0.00000	-0.37387	0.00000	0.00000	-1.10363
16	0.00000	0.00000	-0.37598	0.00000	0.00000	-1.10846
17	0.00000	0.00000	-0.37803	0.00000	0.00000	-1.11320
18	0.00000	0.00000	-0.38005	0.00000	0.00000	-1.11787
19	0.00000	0.00000	-0.38201	0.00000	0.00000	-1.12245
20	0.00000	0.00000	-0.38394	0.00000	0.00000	-1.12695
21	0.00000	0.00000	-0.38581	0.00000	0.00000	-1.13135
22	0.00000	0.00000	-0.38764	0.00000	0.00000	-1.13567
23	0.00000	0.00000	-0.38943	0.00000	0.00000	-1.13989
24	0.00000	0.00000	-0.39117	0.00000	0.00000	-1.14402
25	0.00000	0.00000	-0.39285	0.00000	0.00000	-1.14805
26	0.00000	0.00000	-0.39449	0.00000	0.00000	-1.15198
27	0.00000	0.00000	-0.39609	0.00000	0.00000	-1.15582
28	0.00000	0.00000	-0.39763	0.00000	0.00000	-1.15955
29	0.00000	0.00000	-0.39912	0.00000	0.00000	-1.16318
30	0.00000	0.00000	-0.40056	0.00000	0.00000	-1.16672
