	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d
32	0.02407	-0.00847	0.01270	0.07518	0.44865	0.02036
33	0.02413	-0.00840	0.01292	0.07511	0.44843	0.02014
34	0.02406	-0.00817	0.01319	0.07519	0.44841	0.02005
35	0.02390	-0.00802	0.01338	0.07528	0.44865	0.02016
36	0.02378	-0.00817	0.01340	0.07537	0.44905	0.02037
37	0.02379	-0.00842	0.01322	0.07558	0.44936	0.02048
38	0.02387	-0.00838	0.01287	0.07591	0.44936	0.02035
39	0.02391	-0.00799	0.01255	0.07624	0.44911	0.02002
40	0.02384	-0.00760	0.01252	0.07638	0.44889	0.01967
41	0.02372	-0.00744	0.01276	0.07629	0.44889	0.01947
42	0.02365	-0.00737	0.01303	0.07608	0.44900	0.01944
43	0.02368	-0.00719	0.01312	0.07590	0.44894	0.01951
44	0.02381	-0.00705	0.01302	0.07573	0.44865	0.01960
45	0.02393	-0.00718	0.01284	0.07542	0.44834	0.01963
46	0.02396	-0.00755	0.01263	0.07498	0.44822	0.01952
47	0.02387	-0.00787	0.01239	0.07460	0.44837	0.01923
48	0.02374	-0.00791	0.01221	0.07441	0.44869	0.01896
49	0.02365	-0.00770	0.01214	0.07440	0.44901	0.01888
50	0.02367	-0.00737	0.01203	0.07449	0.44917	0.01891
51	0.02379	-0.00703	0.01170	0.07465	0.44914	0.01883
52	0.02386	-0.00675	0.01125	0.07481	0.44899	0.01872
53	0.02380	-0.00655	0.01094	0.07492	0.44880	0.01879
54	0.02366	-0.00645	0.01093	0.07491	0.44858	0.01907
55	0.02353	-0.00647	0.01114	0.07471	0.44837	0.01938
56	0.02346	-0.00663	0.01134	0.07433	0.44832	0.01962
57	0.02348	-0.00685	0.01136	0.07397	0.44861	0.01980
58	0.02359	-0.00692	0.01121	0.07386	0.44918	0.01985
59	0.02376	-0.00676	0.01099	0.07405	0.44978	0.01970
60	0.02391	-0.00647	0.01083	0.07434	0.45011	0.01947
61	0.02397	-0.00626	0.01086	0.07440	0.45010	0.01947
62	0.02390	-0.00627	0.01114	0.07399	0.44987	0.01987
63	0.02379	-0.00649	0.01151	0.07322	0.44966	0.02052
64	0.02370	-0.00672	0.01171	0.07256	0.44964	0.02102
65	0.02365	-0.00675	0.01164	0.07244	0.44977	0.02106
66	0.02362	-0.00659	0.01145	0.07274	0.44985	0.02076
67	0.02355	-0.00653	0.01139	0.07298	0.44975	0.02054
68	0.02348	-0.00671	0.01147	0.07293	0.44955	0.02054
69	0.02344	-0.00699	0.01156	0.07282	0.44942	0.02068
70	0.02342	-0.00721	0.01158	0.07288	0.44935	0.02092
71	0.02336	-0.00728	0.01160	0.07304	0.44922	0.02125
72	0.02322	-0.00720	0.01165	0.07307	0.44899	0.02154
73	0.02309	-0.00703	0.01178	0.07287	0.44879	0.02161
74	0.02305	-0.00686	0.01197	0.07264	0.44872	0.02149
75	0.02310	-0.00681	0.01222	0.07261	0.44877	0.02136
76	0.02319	-0.00691	0.01242	0.07276	0.44889	0.02130
77	0.02339	-0.00688	0.01230	0.07284	0.44916	0.02122
78	0.02386	-0.00643	0.01165	0.07274	0.44957	0.02103
79	0.02442	-0.00570	0.01077	0.07265	0.44993	0.02076
80	0.02464	-0.00527	0.01026	0.07284	0.44996	0.02051
81	0.02435	-0.00544	0.01043	0.07333	0.44967	0.02034
82	0.02391	-0.00600	0.01106	0.07394	0.44927	0.02027
83	0.02363	-0.00655	0.01170	0.07441	0.44891	0.02026
84	0.02352	-0.00693	0.01208	0.07456	0.44866	0.02026
85	0.02349	-0.00721	0.01215	0.07444	0.44858	0.02014
86	0.02352	-0.00743	0.01204	0.07429	0.44869	0.01986
87	0.02359	-0.00749	0.01194	0.07429	0.44882	0.01952
88	0.02372	-0.00739	0.01196	0.07443	0.44874	0.01929
89	0.02391	-0.00713	0.01201	0.07448	0.44849	0.01920
90	0.02412	-0.00675	0.01198	0.07436	0.44834	0.01912
91	0.02433	-0.00636	0.01192	0.07418	0.44844	0.01893
92	0.02456	-0.00621	0.01196	0.07424	0.44865	0.01873
93	0.02481	-0.00644	0.01215	0.07465	0.44873	0.01870
94	0.02493	-0.00680	0.01236	0.07519	0.44869	0.01884
95	0.02476	-0.00690	0.01245	0.07555	0.44870	0.01902
96	0.02438	-0.00669	0.01238	0.07556	0.44881	0.01920
97	0.02402	-0.00650	0.01226	0.07533	0.44886	0.01939
98	0.02384	-0.00655	0.01219	0.07507	0.44873	0.01953
99	0.02387	-0.00669	0.01210	0.07490	0.44863	0.01949
100	0.02404	-0.00670	0.01196	0.07486	0.44879	0.01924
101	0.02420	-0.00660	0.01178	0.07491	0.44915	0.01892
102	0.02430	-0.00656	0.01168	0.07504	0.44946	0.01863
103	0.02435	-0.00666	0.01170	0.07525	0.44958	0.01842
104	0.02433	-0.00684	0.01180	0.07557	0.44958	0.01826
105	0.02422	-0.00700	0.01186	0.07602	0.44961	0.01802
106	0.02413	-0.00708	0.01185	0.07644	0.44978	0.01760
107	0.02419	-0.00706	0.01179	0.07663	0.45002	0.01714
108	0.02434	-0.00695	0.01174	0.07655	0.45021	0.01689
109	0.02438	-0.00679	0.01177	0.07638	0.45032	0.01699
110	0.02426	-0.00662	0.01186	0.07624	0.45039	0.01732
111	0.02414	-0.00648	0.01191	0.07612	0.45043	0.01765
112	0.02413	-0.00641	0.01194	0.07604	0.45039	0.01786
113	0.02414	-0.00643	0.01204	0.07605	0.45022	0.01796
114	0.02402	-0.00655	0.01226	0.07609	0.44997	0.01805
115	0.02382	-0.00668	0.01247	0.07609	0.44973	0.01814
116	0.02366	-0.00673	0.01250	0.07601	0.44953	0.01820
117	0.02358	-0.00662	0.01230	0.07582	0.44934	0.01816
118	0.02362	-0.00645	0.01202	0.07563	0.44921	0.01794
119	0.02383	-0.00639	0.01182	0.07556	0.44919	0.01749
120	0.02418	-0.00655	0.01175	0.07561	0.44925	0.01696
121	0.02451	-0.00679	0.01180	0.07576	0.44930	0.01658
122	0.02468	-0.00691	0.01194	0.07600	0.44926	0.01652
123	0.02460	-0.00684	0.01216	0.07628	0.44902	0.01680
124	0.02435	-0.00666	0.01240	0.07644	0.44869	0.01723
125	0.02407	-0.00648	0.01257	0.07623	0.44860	0.01754
126	0.02390	-0.00635	0.01262	0.07567	0.44886	0.01766
127	0.02388	-0.00623	0.01261	0.07506	0.44927	0.01771
128	0.02396	-0.00609	0.01261	0.07474	0.44953	0.01777
129	0.02413	-0.00592	0.01266	0.07478	0.44957	0.01784
130	0.02432	-0.00580	0.01271	0.07494	0.44949	0.01784
131	0.02450	-0.00587	0.01272	0.07502	0.44945	0.01776
132	0.02462	-0.00616	0.01271	0.07502	0.44951	0.01768
133	0.02463	-0.00641	0.01273	0.07506	0.44968	0.01767
134	0.02452	-0.00636	0.01281	0.07523	0.44990	0.01776
135	0.02439	-0.00606	0.01295	0.07556	0.44995	0.01792
136	0.02433	-0.00584	0.01317	0.07590	0.44971	0.01812
137	0.02440	-0.00589	0.01339	0.07603	0.44934	0.01828
138	0.02459	-0.00615	0.01341	0.07582	0.44917	0.01843
139	0.02491	-0.00645	0.01315	0.07536	0.44935	0.01859
140	0.02525	-0.00667	0.01276	0.07496	0.44971	0.01879
141	0.02544	-0.00674	0.01247	0.07488	0.44996	0.01904
142	0.02545	-0.00667	0.01235	0.07508	0.45008	0.01914
143	0.02546	-0.00653	0.01229	0.07540	0.45025	0.01886
144	0.02547	-0.00648	0.01224	0.07558	0.45046	0.01840
145	0.02542	-0.00663	0.01225	0.07548	0.45046	0.01823
146	0.02531	-0.00690	0.01230	0.07515	0.45021	0.01847
147	0.02524	-0.00708	0.01233	0.07484	0.44997	0.01872
148	0.02525	-0.00711	0.01239	0.07479	0.44989	0.01860
149	0.02529	-0.00710	0.01252	0.07509	0.44988	0.01817
150	0.02530	-0.00717	0.01271	0.07560	0.44980	0.01777
151	0.02526	-0.00725	0.01287	0.07606	0.44960	0.01769
152	0.02520	-0.00719	0.01301	0.07634	0.44937	0.01793
153	0.02515	-0.00705	0.01318	0.07639	0.44929	0.01823
154	0.02515	-0.00706	0.01334	0.07623	0.44942	0.01839
155	0.02516	-0.00734	0.01339	0.07601	0.44962	0.01833
156	0.02513	-0.00770	0.01330	0.07587	0.44967	0.01811
157	0.02510	-0.00786	0.01312	0.07584	0.44951	0.01785
158	0.02509	-0.00776	0.01297	0.07589	0.44931	0.01762
159	0.02509	-0.00753	0.01293	0.07604	0.44932	0.01748
160	0.02505	-0.00728	0.01293	0.07637	0.44963	0.01740
161	0.02495	-0.00701	0.01286	0.07680	0.45002	0.01737
162	0.02488	-0.00674	0.01278	0.07706	0.45013	0.01750
163	0.02490	-0.00658	0.01285	0.07696	0.44979	0.01787
164	0.02504	-0.00654	0.01306	0.07668	0.44929	0.01826
165	0.02526	-0.00645	0.01320	0.07654	0.44905	0.01831
166	0.02545	-0.00624	0.01312	0.07660	0.44915	0.01797
167	0.02553	-0.00611	0.01297	0.07679	0.44934	0.01746
168	0.02548	-0.00635	0.01297	0.07708	0.44941	0.01700
169	0.02535	-0.00698	0.01323	0.07739	0.44938	0.01675
170	0.02525	-0.00772	0.01360	0.07758	0.44937	0.01677
171	0.02526	-0.00820	0.01381	0.07755	0.44941	0.01698
172	0.02534	-0.00827	0.01369	0.07731	0.44943	0.01720
173	0.02539	-0.00799	0.01327	0.07692	0.44945	0.01717
174	0.02536	-0.00758	0.01272	0.07646	0.44957	0.01683
175	0.02530	-0.00723	0.01223	0.07614	0.44974	0.01639
176	0.02528	-0.00705	0.01195	0.07618	0.44980	0.01607
177	0.02529	-0.00697	0.01196	0.07658	0.44959	0.01591
178	0.02525	-0.00687	0.01213	0.07709	0.44918	0.01581
179	0.02518	-0.00675	0.01232	0.07740	0.44877	0.01575
180	0.02516	-0.00678	0.01245	0.07743	0.44849	0.01582
181	0.02522	-0.00697	0.01253	0.07734	0.44832	0.01602
182	0.02527	-0.00721	0.01260	0.07735	0.44815	0.01621
183	0.02531	-0.00734	0.01265	0.07751	0.44800	0.01623
184	0.02539	-0.00736	0.01266	0.07770	0.44796	0.01607
185	0.02557	-0.00737	0.01263	0.07781	0.44803	0.01589
186	0.02582	-0.00744	0.01262	0.07783	0.44811	0.01584
187	0.02603	-0.00758	0.01270	0.07786	0.44810	0.01592
188	0.02603	-0.00774	0.01282	0.07794	0.44796	0.01596
189	0.02578	-0.00776	0.01286	0.07801	0.44772	0.01582
190	0.02542	-0.00760	0.01276	0.07805	0.44747	0.01553
191	0.02519	-0.00740	0.01260	0.07809	0.44734	0.01523
192	0.02518	-0.00735	0.01243	0.07818	0.44746	0.01496
193	0.02531	-0.00746	0.01224	0.07828	0.44779	0.01470
194	0.02544	-0.00756	0.01198	0.07833	0.44815	0.01452
195	0.02546	-0.00756	0.01170	0.07826	0.44843	0.01448
196	0.02536	-0.00754	0.01153	0.07805	0.44866	0.01453
197	0.02527	-0.00763	0.01157	0.07770	0.44890	0.01458
198	0.02529	-0.00774	0.01174	0.07741	0.44910	0.01459
199	0.02546	-0.00769	0.01179	0.07739	0.44912	0.01447
200	0.02571	-0.00746	0.01163	0.07763	0.44894	0.01413
201	0.02592	-0.00716	0.01135	0.07799	0.44875	0.01357
202	0.02605	-0.00687	0.01114	0.07824	0.44874	0.01304
203	0.02621	-0.00668	0.01104	0.07825	0.44887	0.01284
204	0.02644	-0.00669	0.01100	0.07804	0.44895	0.01303
205	0.02659	-0.00684	0.01099	0.07780	0.44892	0.01339
206	0.02655	-0.00692	0.01100	0.07780	0.44886	0.01364
207	0.02635	-0.00681	0.01096	0.07810	0.44888	0.01366
208	0.02611	-0.00665	0.01088	0.07842	0.44898	0.01351
209	0.02589	-0.00665	0.01085	0.07854	0.44902	0.01332
210	0.02576	-0.00686	0.01090	0.07852	0.44892	0.01314
211	0.02576	-0.00717	0.01093	0.07858	0.44873	0.01296
212	0.02590	-0.00741	0.01091	0.07873	0.44861	0.01276
213	0.02606	-0.00740	0.01087	0.07888	0.44869	0.01259
214	0.02622	-0.00716	0.01082	0.07896	0.44891	0.01250
215	0.02634	-0.00686	0.01076	0.07895	0.44911	0.01249
216	0.02638	-0.00669	0.01073	0.07891	0.44920	0.01247
217	0.02635	-0.00662	0.01081	0.07891	0.44925	0.01232
218	0.02630	-0.00652	0.01091	0.07888	0.44938	0.01201
219	0.02629	-0.00638	0.01091	0.07864	0.44955	0.01168
220	0.02628	-0.00630	0.01082	0.07820	0.44960	0.01150
221	0.02628	-0.00627	0.01075	0.07778	0.44949	0.01153
222	0.02641	-0.00625	0.01074	0.07752	0.44930	0.01170
223	0.02668	-0.00622	0.01082	0.07745	0.44917	0.01186
224	0.02691	-0.00621	0.01093	0.07761	0.44917	0.01187
225	0.02700	-0.00616	0.01095	0.07806	0.44927	0.01169
226	0.02701	-0.00609	0.01082	0.07865	0.44942	0.01143
227	0.02708	-0.00607	0.01058	0.07902	0.44961	0.01122
228	0.02724	-0.00614	0.01033	0.07894	0.44978	0.01108
229	0.02743	-0.00622	0.01012	0.07861	0.44986	0.01088
230	0.02756	-0.00631	0.00993	0.07833	0.44982	0.01058
231	0.02755	-0.00649	0.00979	0.07816	0.44966	0.01036
232	0.02740	-0.00678	0.00981	0.07813	0.44938	0.01036
233	0.02715	-0.00707	0.00996	0.07830	0.44907	0.01055
234	0.02692	-0.00724	0.01019	0.07862	0.44884	0.01069
235	0.02682	-0.00722	0.01044	0.07896	0.44877	0.01065
236	0.02688	-0.00695	0.01064	0.07913	0.44875	0.01052
237	0.02706	-0.00642	0.01063	0.07893	0.44860	0.01051
238	0.02730	-0.00575	0.01035	0.07832	0.44835	0.01062
239	0.02754	-0.00525	0.00998	0.07757	0.44818	0.01066
240	0.02768	-0.00508	0.00974	0.07709	0.44821	0.01050
241	0.02777	-0.00502	0.00953	0.07706	0.44834	0.01023
242	0.02796	-0.00488	0.00920	0.07723	0.44839	0.01003
243	0.02824	-0.00480	0.00886	0.07738	0.44837	0.01000
244	0.02842	-0.00492	0.00876	0.07758	0.44839	0.01004
245	0.02836	-0.00506	0.00896	0.07794	0.44849	0.01004
246	0.02809	-0.00506	0.00934	0.07825	0.44855	0.01007
247	0.02780	-0.00495	0.00972	0.07821	0.44856	0.01018
248	0.02763	-0.00485	0.01000	0.07788	0.44857	0.01034
249	0.02759	-0.00487	0.01015	0.07760	0.44861	0.01047
250	0.02765	-0.00507	0.01021	0.07748	0.44868	0.01052
251	0.02776	-0.00530	0.01019	0.07746	0.44883	0.01044
252	0.02783	-0.00531	0.01010	0.07745	0.44905	0.01019
253	0.02779	-0.00505	0.01000	0.07740	0.44923	0.00990
254	0.02770	-0.00480	0.01003	0.07730	0.44921	0.00979
255	0.02768	-0.00484	0.01019	0.07722	0.44896	0.01000
256	0.02775	-0.00516	0.01033	0.07721	0.44859	0.01046
257	0.02781	-0.00554	0.01038	0.07725	0.44827	0.01092
258	0.02778	-0.00579	0.01040	0.07718	0.44813	0.01107
259	0.02771	-0.00589	0.01050	0.07698	0.44823	0.01076
260	0.02754	-0.00592	0.01073	0.07691	0.44845	0.01022
261	0.02718	-0.00600	0.01104	0.07714	0.44858	0.00979
262	0.02672	-0.00617	0.01136	0.07751	0.44861	0.00962
263	0.02628	-0.00640	0.01164	0.07775	0.44867	0.00961
264	0.02593	-0.00657	0.01187	0.07777	0.44875	0.00965
265	0.02572	-0.00664	0.01204	0.07775	0.44873	0.00979
266	0.02567	-0.00664	0.01211	0.07787	0.44856	0.01001
267	0.02576	-0.00656	0.01206	0.07797	0.44839	0.01011
268	0.02592	-0.00621	0.01185	0.07772	0.44837	0.00999
269	0.02611	-0.00569	0.01157	0.07714	0.44844	0.00979
270	0.02627	-0.00538	0.01136	0.07664	0.44848	0.00976
271	0.02644	-0.00547	0.01115	0.07650	0.44849	0.00989
272	0.02664	-0.00576	0.01085	0.07664	0.44852	0.00999
273	0.02674	-0.00605	0.01064	0.07673	0.44851	0.00998
274	0.02659	-0.00623	0.01071	0.07657	0.44838	0.00994
275	0.02633	-0.00620	0.01094	0.07629	0.44820	0.00994
276	0.02619	-0.00604	0.01115	0.07614	0.44808	0.00999
277	0.02625	-0.00595	0.01130	0.07626	0.44801	0.01018
278	0.02644	-0.00599	0.01145	0.07655	0.44798	0.01042
279	0.02664	-0.00604	0.01153	0.07679	0.44803	0.01043
280	0.02677	-0.00599	0.01144	0.07687	0.44815	0.01014
281	0.02672	-0.00588	0.01122	0.07681	0.44822	0.00984
282	0.02646	-0.00581	0.01103	0.07668	0.44819	0.00977
283	0.02609	-0.00582	0.01089	0.07662	0.44812	0.00991
284	0.02578	-0.00584	0.01080	0.07671	0.44807	0.01010
285	0.02570	-0.00577	0.01071	0.07685	0.44805	0.01016
286	0.02582	-0.00565	0.01065	0.07697	0.44807	0.00999
287	0.02599	-0.00560	0.01061	0.07708	0.44812	0.00970
288	0.02606	-0.00568	0.01060	0.07724	0.44825	0.00952
289	0.02598	-0.00581	0.01062	0.07745	0.44846	0.00955
290	0.02587	-0.00593	0.01069	0.07759	0.44858	0.00966
291	0.02583	-0.00605	0.01081	0.07751	0.44846	0.00972
292	0.02590	-0.00616	0.01095	0.07715	0.44813	0.00972
293	0.02602	-0.00623	0.01102	0.07672	0.44784	0.00969
294	0.02615	-0.00629	0.01095	0.07650	0.44770	0.00970
295	0.02620	-0.00631	0.01086	0.07661	0.44762	0.00977
296	0.02615	-0.00627	0.01087	0.07688	0.44753	0.00988
297	0.02607	-0.00616	0.01093	0.07713	0.44749	0.00998
298	0.02609	-0.00603	0.01091	0.07736	0.44754	0.00994
299	0.02631	-0.00601	0.01079	0.07756	0.44760	0.00975
300	0.02668	-0.00616	0.01063	0.07760	0.44765	0.00945
301	0.02700	-0.00632	0.01050	0.07745	0.44773	0.00915
302	0.02717	-0.00631	0.01041	0.07721	0.44782	0.00896
303	0.02728	-0.00608	0.01034	0.07709	0.44784	0.00895
304	0.02740	-0.00580	0.01031	0.07726	0.44773	0.00907
305	0.02745	-0.00563	0.01035	0.07758	0.44763	0.00918
306	0.02732	-0.00563	0.01042	0.07779	0.44772	0.00916
307	0.02705	-0.00570	0.01046	0.07772	0.44798	0.00897
308	0.02678	-0.00578	0.01057	0.07744	0.44820	0.00875
309	0.02665	-0.00585	0.01081	0.07720	0.44823	0.00862
310	0.02671	-0.00599	0.01107	0.07717	0.44813	0.00859
311	0.02686	-0.00620	0.01117	0.07721	0.44804	0.00866
312	0.02697	-0.00636	0.01109	0.07719	0.44804	0.00884
313	0.02696	-0.00622	0.01094	0.07715	0.44809	0.00900
314	0.02684	-0.00578	0.01080	0.07723	0.44816	0.00899
315	0.02677	-0.00534	0.01065	0.07748	0.44825	0.00878
316	0.02692	-0.00523	0.01051	0.07777	0.44831	0.00853
317	0.02718	-0.00539	0.01045	0.07794	0.44825	0.00845
318	0.02723	-0.00560	0.01050	0.07783	0.44808	0.00861
319	0.02695	-0.00576	0.01056	0.07744	0.44794	0.00882
320	0.02663	-0.00584	0.01048	0.07704	0.44793	0.00887
321	0.02656	-0.00583	0.01023	0.07692	0.44802	0.00870
322	0.02680	-0.00575	0.00997	0.07710	0.44815	0.00845
323	0.02709	-0.00576	0.00988	0.07729	0.44828	0.00835
324	0.02731	-0.00603	0.00999	0.07721	0.44835	0.00844
325	0.02748	-0.00645	0.01009	0.07685	0.44834	0.00862
326	0.02764	-0.00678	0.01003	0.07631	0.44838	0.00875
327	0.02775	-0.00680	0.00985	0.07577	0.44856	0.00877
328	0.02774	-0.00650	0.00966	0.07550	0.44875	0.00870
329	0.02763	-0.00605	0.00953	0.07568	0.44868	0.00863
330	0.02750	-0.00570	0.00951	0.07614	0.44831	0.00862
331	0.02742	-0.00557	0.00959	0.07661	0.44794	0.00864
332	0.02738	-0.00563	0.00973	0.07688	0.44784	0.00858
333	0.02735	-0.00577	0.00983	0.07705	0.44797	0.00844
334	0.02734	-0.00599	0.00987	0.07719	0.44806	0.00833
335	0.02735	-0.00629	0.00996	0.07722	0.44800	0.00837
336	0.02733	-0.00646	0.01015	0.07713	0.44788	0.00858
337	0.02721	-0.00631	0.01030	0.07709	0.44779	0.00877
338	0.02705	-0.00598	0.01022	0.07710	0.44777	0.00879
339	0.02695	-0.00580	0.00994	0.07706	0.44779	0.00871
340	0.02695	-0.00591	0.00969	0.07690	0.44776	0.00866
341	0.02704	-0.00618	0.00968	0.07665	0.44770	0.00867
342	0.02713	-0.00640	0.00988	0.07640	0.44773	0.00866
343	0.02717	-0.00642	0.01004	0.07633	0.44789	0.00851
344	0.02721	-0.00628	0.00998	0.07648	0.44803	0.00821
345	0.02729	-0.00611	0.00982	0.07679	0.44800	0.00800
346	0.02741	-0.00603	0.00971	0.07720	0.44779	0.00807
347	0.02741	-0.00602	0.00970	0.07761	0.44755	0.00832
348	0.02720	-0.00603	0.00981	0.07777	0.44743	0.00855
349	0.02689	-0.00599	0.00997	0.07758	0.44746	0.00864
350	0.02667	-0.00589	0.01011	0.07723	0.44755	0.00868
351	0.02667	-0.00585	0.01020	0.07697	0.44763	0.00879
352	0.02685	-0.00585	0.01023	0.07690	0.44772	0.00893
353	0.02706	-0.00583	0.01018	0.07695	0.44787	0.00895
354	0.02715	-0.00577	0.01010	0.07698	0.44806	0.00881
355	0.02709	-0.00577	0.01012	0.07711	0.44820	0.00869
356	0.02699	-0.00587	0.01025	0.07744	0.44822	0.00873
357	0.02696	-0.00603	0.01035	0.07779	0.44817	0.00895
358	0.02698	-0.00613	0.01026	0.07798	0.44808	0.00926
359	0.02701	-0.00608	0.01003	0.07801	0.44803	0.00950
360	0.02702	-0.00593	0.00987	0.07800	0.44806	0.00955
361	0.02707	-0.00587	0.00984	0.07799	0.44822	0.00950
362	0.02718	-0.00604	0.00990	0.07796	0.44846	0.00961
363	0.02734	-0.00626	0.00995	0.07790	0.44869	0.01002
364	0.02753	-0.00628	0.01000	0.07789	0.44878	0.01052
365	0.02762	-0.00602	0.01012	0.07797	0.44871	0.01094
366	0.02751	-0.00564	0.01036	0.07810	0.44859	0.01131
367	0.02725	-0.00531	0.01061	0.07820	0.44853	0.01173
368	0.02709	-0.00519	0.01072	0.07832	0.44852	0.01219
369	0.02715	-0.00529	0.01070	0.07856	0.44848	0.01264
370	0.02731	-0.00544	0.01061	0.07893	0.44845	0.01305
371	0.02740	-0.00542	0.01060	0.07921	0.44851	0.01339
372	0.02741	-0.00519	0.01072	0.07924	0.44868	0.01369
373	0.02736	-0.00489	0.01089	0.07901	0.44888	0.01396
374	0.02725	-0.00469	0.01106	0.07863	0.44905	0.01426
375	0.02706	-0.00463	0.01124	0.07826	0.44913	0.01469
376	0.02689	-0.00467	0.01146	0.07806	0.44913	0.01533
377	0.02689	-0.00468	0.01167	0.07802	0.44918	0.01610
378	0.02713	-0.00460	0.01178	0.07798	0.44934	0.01686
379	0.02747	-0.00449	0.01181	0.07787	0.44951	0.01746
380	0.02777	-0.00452	0.01181	0.07777	0.44957	0.01781
381	0.02798	-0.00473	0.01180	0.07777	0.44956	0.01788
382	0.02810	-0.00491	0.01179	0.07792	0.44956	0.01772
383	0.02816	-0.00493	0.01188	0.07810	0.44953	0.01757
384	0.02816	-0.00480	0.01214	0.07807	0.44939	0.01768
385	0.02814	-0.00462	0.01248	0.07786	0.44917	0.01811
386	0.02812	-0.00453	0.01274	0.07782	0.44896	0.01874
387	0.02806	-0.00460	0.01283	0.07817	0.44881	0.01933
388	0.02794	-0.00473	0.01276	0.07881	0.44874	0.01965
389	0.02780	-0.00476	0.01258	0.07943	0.44878	0.01957
390	0.02769	-0.00469	0.01240	0.07978	0.44893	0.01929
391	0.02764	-0.00469	0.01233	0.07991	0.44910	0.01912
392	0.02769	-0.00483	0.01239	0.08006	0.44919	0.01921
393	0.02787	-0.00503	0.01247	0.08024	0.44917	0.01940
394	0.02811	-0.00513	0.01242	0.08025	0.44911	0.01945
395	0.02829	-0.00515	0.01219	0.07998	0.44911	0.01927
396	0.02830	-0.00518	0.01185	0.07956	0.44924	0.01896
397	0.02814	-0.00533	0.01162	0.07910	0.44949	0.01878
398	0.02789	-0.00555	0.01160	0.07867	0.44970	0.01895
399	0.02764	-0.00572	0.01171	0.07847	0.44970	0.01929
400	0.02749	-0.00583	0.01178	0.07866	0.44948	0.01939
401	0.02743	-0.00588	0.01177	0.07910	0.44927	0.01916
