Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1663,-0.04303,0.27964,0.03512,0.13254,0.3134,-0.06261,0.02123,0.36926,-0.04967,0.0208,0.35478,-0.00587,0.00013,0.33451,-0.02484,-0.00255,0.37592,0.00702,-0.03059,0.3492,0.01736,0.01132,0.41395,-0.00425,0.02929,0.41161,-0.02237,-0.07887,0.32934,0.03981,-0.15432,0.25719,0.03868,-0.1391,0.21327,0.04634,0.05308,0.27201,0.03524,-0.04879,0.09602,0.02855,0.25538,0.18055,0.12275,0.00419,0.00308,0.0085,0.03217,0.02082,0.13097,0.00918,0.00067,0.00616,0.03151,0.02643,0.10998
1664,-0.04266,0.27032,0.02963,0.11368,0.28762,-0.05668,0.02412,0.38161,-0.04884,0.0272,0.34202,-0.02411,-0.001,0.33853,-0.01812,0.00677,0.36522,-0.01325,-0.03719,0.34747,0.01969,0.00969,0.40563,-0.00554,0.02672,0.40598,-0.0303,-0.0849,0.31862,0.03289,-0.15159,0.23387,0.02913,-0.14188,0.20027,0.04037,0.06841,0.26646,0.03144,-0.05822,0.09551,0.0272,0.27249,0.19029,0.12842,0.00587,-0.0035,0.01353,0.03153,0.02225,0.13984,0.01172,-0.0063,0.01239,0.03032,0.02706,0.11748
1665,-0.04212,0.261,0.022,0.09642,0.27308,-0.05107,0.02517,0.39185,-0.04672,0.03772,0.33716,-0.04204,-0.00173,0.34106,-0.01138,0.01532,0.36324,-0.03304,-0.0387,0.34506,0.01888,0.00763,0.39775,-0.01026,0.02247,0.40022,-0.03842,-0.09027,0.30854,0.02285,-0.14681,0.212,0.01805,-0.14481,0.18407,0.03352,0.08357,0.26193,0.02449,-0.06856,0.08728,0.02315,0.28487,0.19846,0.13027,0.00273,-0.01189,0.01699,0.03201,0.02311,0.14792,0.0084,-0.0146,0.01728,0.03021,0.02644,0.12558
1666,-0.04061,0.25191,0.01272,0.08373,0.28069,-0.04935,0.02243,0.3949,-0.04362,0.04829,0.3416,-0.05429,-0.0014,0.34167,-0.00784,0.02074,0.36727,-0.04729,-0.03392,0.34162,0.0133,0.00582,0.39141,-0.01934,0.01727,0.39501,-0.04633,-0.0931,0.29859,0.01019,-0.13968,0.19431,0.00677,-0.1453,0.16669,0.02584,0.09594,0.25736,0.01509,-0.07502,0.07309,0.01627,0.29157,0.20129,0.12825,-0.00343,-0.01934,0.01641,0.03389,0.02338,0.1536,0.00102,-0.02144,0.01794,0.03151,0.02495,0.13186
1667,-0.03696,0.24287,0.00286,0.07363,0.31042,-0.05232,0.01427,0.38824,-0.0404,0.05402,0.35068,-0.05804,-0.00084,0.33943,-0.0088,0.0212,0.37073,-0.05266,-0.02457,0.33537,0.00434,0.00551,0.38643,-0.03164,0.01311,0.3902,-0.05387,-0.0912,0.288,-0.00346,-0.12969,0.18163,-0.00372,-0.14065,0.15033,0.01728,0.10475,0.2513,0.00504,-0.07474,0.05692,0.00687,0.29303,0.1979,0.12332,-0.00885,-0.02277,0.01126,0.0373,0.024,0.15582,-0.00633,-0.02393,0.0136,0.03442,0.02401,0.13476
1668,-0.03074,0.23352,-0.00601,0.06085,0.35067,-0.05857,0.00047,0.37461,-0.03951,0.05109,0.35596,-0.05482,-0.00177,0.33339,-0.01356,0.01588,0.36659,-0.04938,-0.01425,0.32482,-0.00484,0.00785,0.38141,-0.045,0.0122,0.38475,-0.06137,-0.08392,0.27686,-0.01586,-0.11686,0.17265,-0.01215,-0.12974,0.1361,0.00852,0.11053,0.24261,-0.00283,-0.06794,0.0431,-0.00345,0.29032,0.19023,0.1175,-0.01049,-0.02087,0.00321,0.04224,0.02631,0.15476,-0.00997,-0.02105,0.00583,0.03905,0.0254,0.13443
1669,-0.02301,0.22342,-0.0123,0.04148,0.38522,-0.06643,-0.01702,0.35985,-0.0436,0.03875,0.35011,-0.04915,-0.00569,0.32345,-0.02025,0.00554,0.35103,-0.04103,-0.00671,0.31011,-0.01144,0.01298,0.3747,-0.05717,0.01529,0.3776,-0.06932,-0.07306,0.2658,-0.02496,-0.1023,0.16444,-0.01709,-0.11397,0.12344,0.00098,0.11369,0.23038,-0.00583,-0.05723,0.03442,-0.01197,0.28347,0.18075,0.11287,-0.0081,-0.01459,-0.00458,0.04778,0.03132,0.15169,-0.00898,-0.01411,-0.0022,0.04458,0.03045,0.13241
1670,-0.01582,0.21217,-0.01517,0.01703,0.40106,-0.07407,-0.03467,0.34822,-0.05277,0.02088,0.33093,-0.04546,-0.01247,0.3107,-0.02687,-0.00705,0.325,-0.0324,-0.00399,0.29337,-0.01444,0.01954,0.36544,-0.06628,0.02059,0.36871,-0.07771,-0.06182,0.2551,-0.02955,-0.08804,0.15413,-0.01785,-0.09677,0.11091,-0.00403,0.1138,0.21453,-0.00301,-0.04579,0.03096,-0.01639,0.27106,0.17089,0.11036,-0.00442,-0.00614,-0.00917,0.05214,0.03899,0.14819,-0.00572,-0.00546,-0.00732,0.0493,0.03914,0.13064
1671,-0.011,0.19969,-0.01498,-0.00474,0.39265,-0.07914,-0.04891,0.34027,-0.06412,0.00521,0.30183,-0.04548,-0.01998,0.29675,-0.03174,-0.01719,0.29287,-0.02717,-0.00554,0.27751,-0.01446,0.02507,0.35402,-0.07102,0.02472,0.35898,-0.08559,-0.05295,0.2439,-0.0299,-0.07587,0.14085,-0.01506,-0.08167,0.09784,-0.00646,0.10999,0.19642,0.00418,-0.03558,0.0306,-0.0165,0.25144,0.16114,0.10926,-0.00324,0.00237,-0.00996,0.05338,0.04813,0.14528,-0.00417,0.00286,-0.00864,0.05125,0.04992,0.13029
