Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1996,0.04826,0.01457,-0.08357,0.02687,-0.23869,0.09552,0.16734,-0.21814,-0.06288,0.03253,-0.09529,0.06834,0.15544,-0.19546,-0.09217,0.04151,-0.06969,-0.00704,0.07808,-0.15474,-0.16782,0.03174,-0.25639,-0.11135,0.03951,-0.27003,-0.0747,-0.00173,-0.0463,-0.13328,-0.00035,0.07104,-0.10299,0.08626,0.17456,-0.01559,0.09074,0.11124,-0.11517,0.13564,0.19616,0.06616,0.15469,0.11218,-0.06927,0.02198,0.00984,0.02632,0.05136,-0.00387,-0.04609,0.02189,0.00861,0.01613,0.05032,-0.01016,-0.04713
1997,0.0484,0.02561,-0.07167,0.03974,-0.24786,0.0921,0.16179,-0.24713,-0.05068,0.04532,-0.10666,0.07173,0.15905,-0.2062,-0.09305,0.05414,-0.06321,-0.00237,0.08014,-0.16135,-0.18119,0.03547,-0.2637,-0.11254,0.04015,-0.27547,-0.07823,-0.0048,-0.04388,-0.13253,-0.01065,0.07487,-0.09351,0.09956,0.23679,0.02799,0.07816,0.09795,-0.11248,0.16392,0.30128,0.15135,0.15604,0.09236,-0.06948,0.02391,0.03907,0.08462,0.06019,-0.0199,-0.04933,0.02486,0.03641,0.0672,0.05864,-0.02904,-0.051
1998,0.04955,0.03717,-0.055,0.06478,-0.26133,0.08969,0.1535,-0.2835,-0.02722,0.05973,-0.1133,0.07828,0.16034,-0.21608,-0.08739,0.06377,-0.05675,0.00759,0.08564,-0.16388,-0.18658,0.04415,-0.26854,-0.11492,0.04484,-0.27834,-0.08157,-0.00517,-0.04523,-0.12894,-0.02245,0.07612,-0.0822,0.11327,0.30572,0.08196,0.06457,0.08496,-0.10801,0.19938,0.42395,0.25823,0.15321,0.07058,-0.0671,0.0277,0.07195,0.15891,0.06134,-0.03621,-0.04912,0.029,0.06751,0.1322,0.05938,-0.04736,-0.05183
1999,0.05279,0.04855,-0.03389,0.09328,-0.28436,0.09579,0.13928,-0.31497,0.00616,0.07321,-0.11567,0.0902,0.1579,-0.21656,-0.07308,0.06884,-0.05276,0.02158,0.0958,-0.16009,-0.17985,0.05538,-0.26964,-0.11807,0.0525,-0.27815,-0.08397,-0.0014,-0.05145,-0.1224,-0.03334,0.0746,-0.07059,0.12893,0.37763,0.14475,0.05282,0.07323,-0.10288,0.24092,0.55851,0.38546,0.14627,0.04951,-0.06285,0.03348,0.10669,0.25209,0.0541,-0.05021,-0.04438,0.034,0.10006,0.21446,0.05192,-0.06223,-0.04767
2000,0.05819,0.05963,-0.00988,0.11616,-0.31929,0.11277,0.119,-0.33136,0.04356,0.08295,-0.11651,0.107,0.15161,-0.20377,-0.05137,0.06963,-0.05215,0.03648,0.11008,-0.15038,-0.16145,0.06554,-0.2671,-0.12191,0.06069,-0.27546,-0.08587,0.00541,-0.06189,-0.11358,-0.04079,0.07162,-0.06061,0.14734,0.44803,0.21349,0.04546,0.06549,-0.09911,0.28552,0.69521,0.52844,0.13645,0.03344,-0.05865,0.04059,0.13953,0.36545,0.04083,-0.05861,-0.03607,0.03917,0.13013,0.31627,0.03863,-0.07042,-0.03889
2001,0.06499,0.07043,0.0147,0.12759,-0.36297,0.13651,0.09712,-0.3299,0.07705,0.0871,-0.11958,0.12576,0.14463,-0.18119,-0.02658,0.06827,-0.05475,0.04889,0.12728,-0.13691,-0.13706,0.0722,-0.26279,-0.1269,0.06693,-0.27176,-0.08893,0.01246,-0.07505,-0.10403,-0.04296,0.06975,-0.05341,0.16789,0.51277,0.28458,0.044,0.06507,-0.09799,0.32874,0.82232,0.68036,0.12626,0.02612,-0.05611,0.04656,0.16595,0.49806,0.02576,-0.05919,-0.02658,0.0428,0.15294,0.4381,0.02373,-0.0699,-0.02797
2002,0.07193,0.08064,0.03791,0.12721,-0.40834,0.15995,0.07988,-0.31496,0.10034,0.08624,-0.12753,0.14299,0.14289,-0.15692,-0.00399,0.06818,-0.06004,0.05683,0.14612,-0.12223,-0.11498,0.07533,-0.25927,-0.13366,0.07015,-0.26868,-0.0952,0.01691,-0.0896,-0.09565,-0.03981,0.07146,-0.04861,0.18867,0.5692,0.35477,0.04787,0.07321,-0.09912,0.36534,0.92889,0.83431,0.11809,0.02834,-0.0552,0.04805,0.18213,0.64802,0.01295,-0.05213,-0.01759,0.0427,0.16464,0.57987,0.01123,-0.06118,-0.01719
2003,0.07775,0.08978,0.05879,0.11967,-0.44862,0.17799,0.07013,-0.29291,0.11189,0.08337,-0.13994,0.15646,0.15158,-0.13736,0.01337,0.07244,-0.06726,0.06052,0.16482,-0.10785,-0.10119,0.0767,-0.25794,-0.14271,0.07138,-0.26704,-0.10585,0.01728,-0.1045,-0.09013,-0.03338,0.07805,-0.04478,0.20741,0.61666,0.42202,0.05449,0.08839,-0.10077,0.39072,1.00707,0.98539,0.1131,0.03784,-0.05453,0.04241,0.18716,0.81388,0.00498,-0.03984,-0.009,0.03697,0.16496,0.74193,0.0036,-0.0471,-0.00696
2004,0.08166,0.09791,0.07741,0.11245,-0.48042,0.18907,0.06464,-0.26766,0.11555,0.08205,-0.15353,0.16603,0.17072,-0.12274,0.02661,0.08191,-0.07491,0.06183,0.1811,-0.0932,-0.09592,0.07818,-0.25832,-0.15431,0.07294,-0.26666,-0.12063,0.01394,-0.11836,-0.08846,-0.02668,0.08955,-0.04052,0.22212,0.65574,0.48559,0.06109,0.10823,-0.10099,0.40253,1.05397,1.13179,0.11134,0.05153,-0.05231,0.02849,0.18485,0.99377,0.00228,-0.02562,6e-05,0.02424,0.15906,0.92365,0.0012,-0.03142,0.00321
