Unnamed: 0_level_0,FP1,FP1,FP1,FP2,FP2,FP2
ITEM,X,Y,Z,X,Y,Z
2640,0.0,0.0,0.0,0.0,0.0,1.96862
2641,0.0,0.0,0.0,0.0,0.0,1.97569
2642,0.0,0.0,0.0,0.0,0.0,1.98291
2643,0.0,0.0,0.0,0.0,0.0,1.99028
2644,0.0,0.0,0.0,0.0,0.0,1.99781
2645,0.0,0.0,0.0,0.0,0.0,2.00549
2646,0.0,0.0,0.0,0.0,0.0,2.01332
2647,0.0,0.0,0.0,0.0,0.0,2.0213
2648,0.0,0.0,0.0,0.0,0.0,2.02943
2649,0.0,0.0,0.0,0.0,0.0,2.03771
2650,0.0,0.0,0.0,0.0,0.0,2.04613
2651,0.0,0.0,0.0,0.0,0.0,2.0547
2652,0.0,0.0,0.0,0.0,0.0,2.06339
2653,0.0,0.0,0.0,0.0,0.0,2.07224
2654,0.0,0.0,0.0,0.0,0.0,2.08121
2655,0.0,0.0,0.0,0.0,0.0,2.0903
2656,0.0,0.0,0.0,0.0,0.0,2.09952
2657,0.0,0.0,0.0,0.0,0.0,2.10887
2658,0.0,0.0,0.0,0.0,0.0,2.11833
2659,0.0,0.0,0.0,0.0,0.0,2.1279
2660,0.0,0.0,0.0,0.0,0.0,2.13757
2661,0.0,0.0,0.0,0.0,0.0,2.14734
2662,0.0,0.0,0.0,0.0,0.0,2.1572
2663,0.0,0.0,0.0,0.0,0.0,2.16715
2664,0.0,0.0,0.0,0.0,0.0,2.17719
2665,0.0,0.0,0.0,0.0,0.0,2.18729
2666,0.0,0.0,0.0,0.0,0.0,2.19747
2667,0.0,0.0,0.0,0.0,0.0,2.20771
2668,0.0,0.0,0.0,0.0,0.0,2.21799
2669,0.0,0.0,0.0,0.0,0.0,2.22833
2670,0.0,0.0,0.0,0.0,0.0,2.2387
2671,0.0,0.0,0.0,0.0,0.0,2.24911
2672,0.0,0.0,0.0,0.0,0.0,2.25953
2673,0.0,0.0,0.0,0.0,0.0,2.26998
2674,0.0,0.0,0.0,0.0,0.0,2.28043
2675,0.0,0.0,0.0,0.0,0.0,2.29088
2676,0.0,0.0,0.0,0.0,0.0,2.30132
2677,0.0,0.0,0.0,0.0,0.0,2.31175
2678,0.0,0.0,0.0,0.0,0.0,2.32216
2679,0.0,0.0,0.0,0.0,0.0,2.33254
2680,0.0,0.0,0.0,0.0,0.0,2.34288
2681,0.0,0.0,0.0,0.0,0.0,2.35317
2682,0.0,0.0,0.0,0.0,0.0,2.36341
2683,0.0,0.0,0.0,0.0,0.0,2.3736
2684,0.0,0.0,0.0,0.0,0.0,2.38371
2685,0.0,0.0,0.0,0.0,0.0,2.39375
2686,0.0,0.0,0.0,0.0,0.0,2.40371
2687,0.0,0.0,0.0,0.0,0.0,2.41358
2688,0.0,0.0,0.0,0.0,0.0,2.42335
2689,0.0,0.0,0.0,0.0,0.0,2.43303
2690,0.0,0.0,0.0,0.0,0.0,2.4426
2691,0.0,0.0,0.0,0.0,0.0,2.45205
2692,0.0,0.0,0.0,0.0,0.0,2.46139
2693,0.0,0.0,0.0,0.0,0.0,2.4706
2694,0.0,0.0,0.0,0.0,0.0,2.47968
2695,0.0,0.0,0.0,0.0,0.0,2.48863
2696,0.0,0.0,0.0,0.0,0.0,2.49743
2697,0.0,0.0,0.0,0.0,0.0,2.50609
2698,0.0,0.0,0.0,0.0,0.0,2.5146
2699,0.0,0.0,0.0,0.0,0.0,2.52297
2700,0.0,0.0,0.0,0.0,0.0,2.53118
2701,0.0,0.0,0.0,0.0,0.0,2.53922
2702,0.0,0.0,0.0,0.0,0.0,2.54711
2703,0.0,0.0,0.0,0.0,0.0,2.55482
2704,0.0,0.0,0.0,0.0,0.0,2.56237
2705,0.0,0.0,0.0,0.0,0.0,2.56974
2706,0.0,0.0,0.0,0.0,0.0,2.57694
2707,0.0,0.0,0.0,0.0,0.0,2.58396
2708,0.0,0.0,0.0,0.0,0.0,2.5908
2709,0.0,0.0,0.0,0.0,0.0,2.59747
2710,0.0,0.0,0.0,0.0,0.0,2.60394
2711,0.0,0.0,0.0,0.0,0.0,2.61023
2712,0.0,0.0,0.0,0.0,0.0,2.61634
2713,0.0,0.0,0.0,0.0,0.0,2.62225
2714,0.0,0.0,0.0,0.0,0.0,2.62797
2715,0.0,0.0,0.0,0.0,0.0,2.6335
2716,0.0,0.0,0.0,0.0,0.0,2.63885
2717,0.0,0.0,0.0,0.0,0.0,2.644
2718,0.0,0.0,0.0,0.0,0.0,2.64895
2719,0.0,0.0,0.0,0.0,0.0,2.65371
2720,0.0,0.0,0.0,0.0,0.0,2.65828
2721,0.0,0.0,0.0,0.0,0.0,2.66265
2722,0.0,0.0,0.0,0.0,0.0,2.66682
2723,0.0,0.0,0.0,0.0,0.0,2.6708
2724,0.0,0.0,0.0,0.0,0.0,2.67457
2725,0.0,0.0,0.0,0.0,0.0,2.67816
2726,0.0,0.0,0.0,0.0,0.0,2.68154
2727,0.0,0.0,0.0,0.0,0.0,2.68472
2728,0.0,0.0,0.0,0.0,0.0,2.68771
2729,0.0,0.0,0.0,0.0,0.0,2.6905
2730,0.0,0.0,0.0,0.0,0.0,2.69309
2731,0.0,0.0,0.0,0.0,0.0,2.69547
2732,0.0,0.0,0.0,0.0,0.0,2.69766
2733,0.0,0.0,0.0,0.0,0.0,2.69964
2734,0.0,0.0,0.0,0.0,0.0,2.70143
2735,0.0,0.0,0.0,0.0,0.0,2.70302
2736,0.0,0.0,0.0,0.0,0.0,2.7044
2737,0.0,0.0,0.0,0.0,0.0,2.70559
2738,0.0,0.0,0.0,0.0,0.0,2.70657
2739,0.0,0.0,0.0,0.0,0.0,2.70735
2740,0.0,0.0,0.0,0.0,0.0,2.70793
2741,0.0,0.0,0.0,0.0,0.0,2.70831
2742,0.0,0.0,0.0,0.0,0.0,2.70849
2743,0.0,0.0,0.0,0.0,0.0,2.70847
2744,0.0,0.0,0.0,0.0,0.0,2.70825
2745,0.0,0.0,0.0,0.0,0.0,2.70783
2746,0.0,0.0,0.0,0.0,0.0,2.7072
2747,0.0,0.0,0.0,0.0,0.0,2.70638
2748,0.0,0.0,0.0,0.0,0.0,2.70536
2749,0.0,0.0,0.0,0.0,0.0,2.70414
2750,0.0,0.0,0.0,0.0,0.0,2.70271
2751,0.0,0.0,0.0,0.0,0.0,2.70109
2752,0.0,0.0,0.0,0.0,0.0,2.69928
2753,0.0,0.0,0.0,0.0,0.0,2.69725
2754,0.0,0.0,0.0,0.0,0.0,2.69504
2755,0.0,0.0,0.0,0.0,0.0,2.69262
2756,0.0,0.0,0.0,0.0,0.0,2.69001
2757,0.0,0.0,0.0,0.0,0.0,2.6872
2758,0.0,0.0,0.0,0.0,0.0,2.68419
2759,0.0,0.0,0.0,0.0,0.0,2.68098
2760,0.0,0.0,0.0,0.0,0.0,2.67758
2761,0.0,0.0,0.0,0.0,0.0,2.67397
2762,0.0,0.0,0.0,0.0,0.0,2.67018
2763,0.0,0.0,0.0,0.0,0.0,2.66618
2764,0.0,0.0,0.0,0.0,0.0,2.66199
2765,0.0,0.0,0.0,0.0,0.0,2.6576
2766,0.0,0.0,0.0,0.0,0.0,2.65303
2767,0.0,0.0,0.0,0.0,0.0,2.64825
2768,0.0,0.0,0.0,0.0,0.0,2.64327
2769,0.0,0.0,0.0,0.0,0.0,2.6381
2770,0.0,0.0,0.0,0.0,0.0,2.63273
2771,0.0,0.0,0.0,0.0,0.0,2.62717
2772,0.0,0.0,0.0,0.0,0.0,2.6214
2773,0.0,0.0,0.0,0.0,0.0,2.61543
2774,0.0,0.0,0.0,0.0,0.0,2.60927
2775,0.0,0.0,0.0,0.0,0.0,2.6029
2776,0.0,0.0,0.0,0.0,0.0,2.59633
2777,0.0,0.0,0.0,0.0,0.0,2.58956
2778,0.0,0.0,0.0,0.0,0.0,2.5826
2779,0.0,0.0,0.0,0.0,0.0,2.57542
2780,0.0,0.0,0.0,0.0,0.0,2.56803
2781,0.0,0.0,0.0,0.0,0.0,2.56044
2782,0.0,0.0,0.0,0.0,0.0,2.55265
2783,0.0,0.0,0.0,0.0,0.0,2.54465
2784,0.0,0.0,0.0,0.0,0.0,2.53643
2785,0.0,0.0,0.0,0.0,0.0,2.52802
2786,0.0,0.0,0.0,0.0,0.0,2.51938
2787,0.0,0.0,0.0,0.0,0.0,2.51053
2788,0.0,0.0,0.0,0.0,0.0,2.50147
2789,0.0,0.0,0.0,0.0,0.0,2.49219
2790,0.0,0.0,0.0,0.0,0.0,2.48269
2791,0.0,0.0,0.0,0.0,0.0,2.47297
2792,0.0,0.0,0.0,0.0,0.0,2.46303
2793,0.0,0.0,0.0,0.0,0.0,2.45287
2794,0.0,0.0,0.0,0.0,0.0,2.44249
2795,0.0,0.0,0.0,0.0,0.0,2.43188
2796,0.0,0.0,0.0,0.0,0.0,2.42105
2797,0.0,0.0,0.0,0.0,0.0,2.40999
2798,0.0,0.0,0.0,0.0,0.0,2.3987
2799,0.0,0.0,0.0,0.0,0.0,2.38718
2800,0.0,0.0,0.0,0.0,0.0,2.37543
2801,0.0,0.0,0.0,0.0,0.0,2.36345
2802,0.0,0.0,0.0,0.0,0.0,2.35123
2803,0.0,0.0,0.0,0.0,0.0,2.33878
2804,0.0,0.0,0.0,0.0,0.0,2.3261
2805,0.0,0.0,0.0,0.0,0.0,2.31319
2806,0.0,0.0,0.0,0.0,0.0,2.30003
2807,0.0,0.0,0.0,0.0,0.0,2.28664
2808,0.0,0.0,0.0,0.0,0.0,2.273
2809,0.0,0.0,0.0,0.0,0.0,2.25912
2810,0.0,0.0,0.0,0.0,0.0,2.24501
2811,0.0,0.0,0.0,0.0,0.0,2.23064
2812,0.0,0.0,0.0,0.0,0.0,2.21604
2813,0.0,0.0,0.0,0.0,0.0,2.20118
2814,0.0,0.0,0.0,0.0,0.0,2.18608
2815,0.0,0.0,0.0,0.0,0.0,2.17074
2816,0.0,0.0,0.0,0.0,0.0,2.15513
2817,0.0,0.0,0.0,0.0,0.0,2.13928
2818,0.0,0.0,0.0,0.0,0.0,2.12318
2819,0.0,0.0,0.0,0.0,0.0,2.10682
2820,0.0,0.0,0.0,0.0,0.0,2.0902
2821,0.0,0.0,0.0,0.0,0.0,2.07333
2822,0.0,0.0,0.0,0.0,0.0,2.05619
2823,0.0,0.0,0.0,0.0,0.0,2.03879
2824,0.0,0.0,0.0,0.0,0.0,2.02112
2825,0.0,0.0,0.0,0.0,0.0,2.00318
2826,0.0,0.0,0.0,0.0,0.0,1.98497
2827,0.0,0.0,0.0,0.0,0.0,1.96648
2828,0.0,0.0,0.0,0.0,0.0,1.94771
