	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
308	6.75046	-47.91049	512.93964	-9.14779	47.87543	246.84756
309	6.74069	-47.93457	513.01459	-9.14826	47.88336	246.90753
310	6.73022	-47.95727	513.08606	-9.14886	47.89087	246.96417
311	6.71908	-47.97860	513.15417	-9.14961	47.89795	247.01753
312	6.70729	-47.99856	513.21881	-9.15049	47.90462	247.06775
313	6.69484	-48.01715	513.28015	-9.15152	47.91089	247.11485
314	6.68176	-48.03439	513.33820	-9.15269	47.91675	247.15898
315	6.66807	-48.05027	513.39301	-9.15400	47.92221	247.20018
316	6.65376	-48.06480	513.44458	-9.15546	47.92729	247.23859
317	6.63887	-48.07799	513.49298	-9.15706	47.93198	247.27423
318	6.62340	-48.08986	513.53833	-9.15880	47.93629	247.30725
319	6.60738	-48.10041	513.58057	-9.16069	47.94022	247.33772
320	6.59082	-48.10968	513.61987	-9.16272	47.94379	247.36571
321	6.57373	-48.11768	513.65619	-9.16490	47.94700	247.39134
322	6.55615	-48.12442	513.68964	-9.16721	47.94985	247.41473
323	6.53808	-48.12992	513.72021	-9.16966	47.95235	247.43591
324	6.51954	-48.13420	513.74805	-9.17225	47.95451	247.45502
325	6.50056	-48.13729	513.77313	-9.17498	47.95632	247.47212
326	6.48114	-48.13919	513.79553	-9.17785	47.95781	247.48734
327	6.46131	-48.13994	513.81531	-9.18086	47.95896	247.50075
328	6.44110	-48.13956	513.83258	-9.18400	47.95981	247.51245
329	6.42051	-48.13808	513.84735	-9.18728	47.96035	247.52254
330	6.39957	-48.13553	513.85968	-9.19070	47.96059	247.53113
331	6.37831	-48.13193	513.86963	-9.19425	47.96054	247.53830
332	6.35674	-48.12731	513.87732	-9.19794	47.96022	247.54416
333	6.33488	-48.12170	513.88275	-9.20177	47.95963	247.54883
334	6.31275	-48.11512	513.88605	-9.20573	47.95878	247.55235
335	6.29038	-48.10760	513.88721	-9.20983	47.95768	247.55487
336	6.26778	-48.09917	513.88629	-9.21406	47.95634	247.55644
337	6.24497	-48.08986	513.88342	-9.21842	47.95478	247.55719
338	6.22198	-48.07969	513.87860	-9.22292	47.95300	247.55719
339	6.19880	-48.06869	513.87189	-9.22755	47.95100	247.55650
340	6.17548	-48.05688	513.86334	-9.23232	47.94882	247.55524
341	6.15202	-48.04430	513.85303	-9.23721	47.94645	247.55350
342	6.12844	-48.03096	513.84106	-9.24224	47.94390	247.55133
