	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FinishedUpperN1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.00000	0.00000	-0.83929	0.00000	0.00000	-0.17175
2	0.00000	0.00000	-0.83572	0.00000	0.00000	-0.16871
3	0.00000	0.00000	-0.83214	0.00000	0.00000	-0.16566
4	0.00000	0.00000	-0.82857	0.00000	0.00000	-0.16262
5	0.00000	0.00000	-0.82500	0.00000	0.00000	-0.15958
6	0.00000	0.00000	-0.82143	0.00000	0.00000	-0.15653
7	0.00000	0.00000	-0.81785	0.00000	0.00000	-0.15349
8	0.00000	0.00000	-0.81428	0.00000	0.00000	-0.15045
9	0.00000	0.00000	-0.81070	0.00000	0.00000	-0.14741
10	0.00000	0.00000	-0.80713	0.00000	0.00000	-0.14438
11	0.00000	0.00000	-0.80355	0.00000	0.00000	-0.14134
12	0.00000	0.00000	-0.79998	0.00000	0.00000	-0.13831
13	0.00000	0.00000	-0.79641	0.00000	0.00000	-0.13527
14	0.00000	0.00000	-0.79284	0.00000	0.00000	-0.13225
15	0.00000	0.00000	-0.78929	0.00000	0.00000	-0.12922
16	0.00000	0.00000	-0.78574	0.00000	0.00000	-0.12620
17	0.00000	0.00000	-0.78220	0.00000	0.00000	-0.12318
18	0.00000	0.00000	-0.77868	0.00000	0.00000	-0.12016
19	0.00000	0.00000	-0.77517	0.00000	0.00000	-0.11715
20	0.00000	0.00000	-0.77169	0.00000	0.00000	-0.11414
21	0.00000	0.00000	-0.76822	0.00000	0.00000	-0.11113
22	0.00000	0.00000	-0.76477	0.00000	0.00000	-0.10813
23	0.00000	0.00000	-0.76134	0.00000	0.00000	-0.10513
24	0.00000	0.00000	-0.75793	0.00000	0.00000	-0.10212
25	0.00000	0.00000	-0.75455	0.00000	0.00000	-0.09911
26	0.00000	0.00000	-0.75119	0.00000	0.00000	-0.09610
27	0.00000	0.00000	-0.74785	0.00000	0.00000	-0.09309
28	0.00000	0.00000	-0.74455	0.00000	0.00000	-0.09007
29	0.00000	0.00000	-0.74126	0.00000	0.00000	-0.08704
