	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
347	-33.81564	11.06428	-11.95606	-0.77264	2.43365	-74.71396	-29.93256	10.23084	-12.67382	-0.26616	0.58019	-74.72729	-29.93255	10.23084	-12.67382	-0.26616	0.58020	-74.72729	-10.25572	9.04285	-21.40551	-9.92397	16.34095	-53.73772	49.47255	-13.78947	-19.82382	7.32479	-3.89271	-56.27112	2.01149	6.34411	-40.35262	0.95360	5.38274	-31.88566	-8.52512	-2.28056	-21.85780	-29.78716	6.19064	-21.12200	57.63094	7.16860	-43.65829	50.49594	-35.45507	12.88752	-160.23361	-34.57972	-51.88784	160.71793	27.00885	136.52289	174.58597	-34.73407	-64.68498	158.91116	18.53393	136.92047
348	-32.57279	10.57999	-11.57328	-0.59110	2.32980	-74.72869	-29.66778	9.98102	-12.09185	-0.12736	0.63112	-74.74067	-29.66778	9.98102	-12.09185	-0.12736	0.63113	-74.74067	-11.51589	9.14767	-20.81380	-10.03527	16.49277	-53.74330	51.57396	-14.35427	-18.76417	7.36178	-4.08492	-56.28224	2.47274	6.47091	-40.15034	1.05500	5.56345	-31.92013	-8.43786	-2.13651	-21.86151	-29.70511	6.32623	-21.07291	57.93406	7.35734	-43.77406	50.42747	-35.76656	12.64323	-160.06517	-34.85351	-49.91377	160.61359	26.93296	136.91820	175.11061	-35.05081	-62.60795	158.89178	18.13226	137.25186
349	-31.19898	10.06837	-11.19330	-0.35944	2.22167	-74.78870	-29.24383	9.68131	-11.52863	0.05997	0.67907	-74.79932	-29.24383	9.68131	-11.52863	0.05997	0.67907	-74.79932	-12.72773	9.23311	-20.21606	-10.17427	16.62635	-53.73633	53.74076	-14.86057	-17.66244	7.41213	-4.25230	-56.29942	2.96831	6.55451	-39.97671	1.15571	5.73232	-31.99264	-8.33232	-1.97119	-21.88095	-29.60357	6.48734	-21.03079	58.25156	7.52355	-43.92014	50.27315	-36.12136	12.34670	-159.77870	-35.08743	-48.58529	160.45662	26.84679	136.94281	175.58746	-35.34412	-61.26413	159.05800	17.72928	137.12164
350	-29.75937	9.55671	-10.83804	-0.10179	2.10740	-74.88024	-28.65098	9.34559	-11.02005	0.27280	0.72094	-74.88948	-28.65098	9.34559	-11.02005	0.27280	0.72094	-74.88948	-13.84886	9.29615	-19.63021	-10.34060	16.74805	-53.69812	55.94719	-15.28830	-16.58486	7.47382	-4.38610	-56.30390	3.49469	6.60686	-39.84482	1.25462	5.88660	-32.11908	-8.24504	-1.77499	-21.94393	-29.51569	6.69301	-21.01819	58.56924	7.65469	-44.09587	50.02962	-36.51109	11.98140	-159.36157	-35.25785	-48.11533	160.25835	26.73705	136.63895	176.09491	-35.52158	-60.80980	159.45903	17.36950	136.56769
351	-28.29729	9.06519	-10.51336	0.13265	1.99190	-74.98647	-27.88366	8.98914	-10.57826	0.46618	0.74830	-74.99445	-27.88366	8.98914	-10.57826	0.46618	0.74831	-74.99445	-14.84476	9.33436	-19.07001	-10.53005	16.86912	-53.61586	58.17155	-15.63301	-15.57784	7.54648	-4.49257	-56.27866	4.04644	6.64740	-39.77179	1.34806	6.02787	-32.30413	-8.20936	-1.56014	-22.06174	-29.47278	6.93594	-21.05023	58.87165	7.74098	-44.29373	49.71105	-36.92250	11.54858	-158.82217	-35.35035	-48.48530	160.02855	26.59578	136.10059	176.71663	-35.50092	-61.15758	160.12418	17.06211	135.68497
352	-26.82967	8.59315	-10.20179	0.29071	1.89294	-75.09458	-26.94700	8.61401	-10.18423	0.59469	0.75094	-75.10160	-26.94700	8.61401	-10.18423	0.59469	0.75095	-75.10160	-15.69001	9.34475	-18.54591	-10.73677	17.00322	-53.48932	60.40346	-15.90710	-14.64801	7.63294	-4.59446	-56.21646	4.62399	6.69198	-39.78246	1.43109	6.16276	-32.53764	-8.23519	-1.34954	-22.22616	-29.48491	7.19180	-21.12765	59.14830	7.77946	-44.50274	49.33791	-37.34880	11.05450	-158.19289	-35.36865	-49.43966	159.78229	26.42294	135.43967	177.51051	-35.25991	-61.99745	161.01012	16.80823	134.61354
353	-25.34863	8.12796	-9.87347	0.34472	1.82376	-75.20074	-25.84684	8.21348	-9.80266	0.63547	0.72326	-75.20721	-25.84684	8.21348	-9.80266	0.63547	0.72326	-75.20721	-16.36441	9.32479	-18.06893	-10.95529	17.16208	-53.33260	62.64201	-16.13272	-13.76486	7.73386	-4.71923	-56.12387	5.24571	6.73905	-39.89983	1.50113	6.30013	-32.79904	-8.30385	-1.15801	-22.41638	-29.53555	7.43921	-21.23640	59.39405	7.77801	-44.71009	48.92292	-37.79427	10.50109	-157.53482	-35.33696	-50.61476	159.53972	26.22705	134.83093	178.48181	-34.85765	-62.94481	161.98833	16.61158	133.58389
354	-23.82688	7.65953	-9.50116	0.30514	1.77725	-75.30923	-24.57836	7.78349	-9.40019	0.59569	0.66898	-75.31543	-24.57836	7.78349	-9.40019	0.59569	0.66899	-75.31543	-16.84928	9.27447	-17.65271	-11.18240	17.35178	-53.17164	64.89063	-16.33294	-12.87873	7.84336	-4.88584	-56.02131	5.94561	6.76704	-40.13348	1.56292	6.44631	-33.06675	-8.38200	-0.98070	-22.61184	-29.59441	7.67524	-21.35542	59.60451	7.75737	-44.89888	48.46310	-38.27205	9.88641	-156.93004	-35.29092	-51.68794	159.31700	26.02460	134.53894	179.56610	-34.42233	-63.70043	162.86304	16.47241	132.92865
355	-22.23121	7.18312	-9.06566	0.20879	1.73598	-75.42455	-23.12553	7.32378	-8.95274	0.50434	0.59932	-75.43057	-23.12553	7.32378	-8.95274	0.50434	0.59933	-75.43057	-17.12747	9.19716	-17.31165	-11.41969	17.57137	-53.03041	67.15549	-16.52546	-11.94185	7.95123	-5.09954	-55.93096	6.75005	6.74860	-40.47465	1.63046	6.60109	-33.32610	-8.44390	-0.79883	-22.80219	-29.63806	7.91364	-21.46812	59.77551	7.74479	-45.04771	47.94132	-38.79937	9.20819	-156.45441	-35.26148	-52.44283	159.11353	25.83557	134.80902	-179.36243	-34.11061	-64.11185	163.42157	16.38293	132.95297
356	-20.53719	6.70333	-8.56212	0.10413	1.68650	-75.54551	-21.46923	6.84178	-8.45220	0.40140	0.53321	-75.55126	-21.46923	6.84178	-8.45220	0.40140	0.53322	-75.55126	-17.18366	9.09628	-17.05423	-11.67445	17.81287	-52.91898	69.44459	-16.71684	-10.92045	8.04743	-5.35132	-55.86585	7.66096	6.66672	-40.89236	1.72178	6.75637	-33.56982	-8.48322	-0.59836	-22.98709	-29.66101	8.16737	-21.56906	59.91074	7.75834	-45.14050	47.33526	-39.39210	8.46465	-156.14395	-35.26340	-52.78067	158.90465	25.67383	135.67752	-178.44997	-34.04020	-64.16011	163.52461	16.33286	133.72141
357	-18.73079	6.23218	-8.01002	0.03753	1.62372	-75.66531	-19.60459	6.35366	-7.91424	0.32597	0.49495	-75.67064	-19.60458	6.35366	-7.91424	0.32596	0.49495	-75.67064	-17.00131	8.97081	-16.87494	-11.95604	18.06281	-52.83363	71.76476	-16.89684	-9.80501	8.12451	-5.61814	-55.82961	8.65445	6.52553	-41.33317	1.84823	6.89868	-33.79199	-8.50766	-0.38497	-23.16703	-29.67067	8.43134	-21.66075	60.02925	7.79299	-45.18186	46.62944	-40.05861	7.65492	-155.97688	-35.29541	-52.72999	158.64948	25.53839	136.89470	-177.80336	-34.23262	-63.93634	163.18166	16.32857	134.96696
358	-16.80355	5.78026	-7.44747	0.04095	1.54528	-75.77847	-17.55337	5.87727	-7.37132	0.30484	0.50400	-75.78319	-17.55337	5.87727	-7.37132	0.30484	0.50401	-75.78319	-16.56435	8.81448	-16.74989	-12.26861	18.30583	-52.77327	74.11928	-17.03853	-8.61883	8.17787	-5.86568	-55.83230	9.68845	6.34776	-41.73831	2.00669	7.01408	-33.98393	-8.52555	-0.18225	-23.33547	-29.67510	8.68119	-21.74562	60.16263	7.82220	-45.20229	45.82469	-40.79519	6.78372	-155.88338	-35.34830	-52.43268	158.30951	25.41338	138.08040	-177.45471	-34.61435	-63.61206	162.54254	16.40230	136.25470
359	-14.75066	5.35685	-6.90791	0.12498	1.44396	-75.88998	-15.35365	5.42928	-6.85123	0.34587	0.56522	-75.89386	-15.35364	5.42928	-6.85123	0.34587	0.56522	-75.89386	-15.86553	8.61674	-16.63999	-12.60577	18.53113	-52.75454	76.50874	-17.10651	-7.40879	8.20430	-6.05585	-55.90319	10.71707	6.15514	-42.06926	2.18172	7.09194	-34.13972	-8.53765	-0.01763	-23.48212	-29.67498	8.88763	-21.82393	60.34163	7.81552	-45.24543	44.93906	-41.58743	5.86690	-155.77687	-35.41295	-52.07187	157.86224	25.27829	139.01274	-177.37575	-35.07523	-63.37558	161.81348	16.57375	137.29321
360	-12.56100	4.95900	-6.39739	0.26799	1.32054	-76.01411	-13.03775	5.01207	-6.35596	0.43222	0.66120	-76.01695	-13.03775	5.01207	-6.35596	0.43221	0.66121	-76.01695	-14.90949	8.36302	-16.50179	-12.95288	18.73860	-52.79312	78.93206	-17.06858	-6.22768	8.20332	-6.16093	-56.06557	11.69908	5.95925	-42.32073	2.35606	7.12553	-34.26778	-8.53869	0.08944	-23.60579	-29.66400	9.03208	-21.90163	60.58192	7.75789	-45.34590	43.99779	-42.41730	4.92816	-155.59102	-35.48428	-51.75065	157.30116	25.11943	139.78758	-177.50021	-35.53951	-63.31723	161.16861	16.79688	138.11647
361	-10.21002	4.55463	-5.89213	0.42222	1.19397	-76.16316	-10.61432	4.59611	-5.85988	0.52947	0.75855	-76.16499	-10.61432	4.59611	-5.85988	0.52947	0.75856	-76.16499	-13.70613	8.03734	-16.30169	-13.29727	18.93746	-52.87752	81.38414	-16.90685	-5.12496	8.17997	-6.17864	-56.30529	12.60661	5.77035	-42.51603	2.52074	7.11145	-34.39506	-8.52480	0.12982	-23.72465	-29.63496	9.11258	-21.99917	60.87854	7.65731	-45.51312	43.01856	-43.26982	3.98362	-155.30350	-35.56179	-51.44771	156.63257	24.93113	140.73189	-177.71886	-35.99638	-63.37431	160.71021	16.96679	139.01138
362	-7.67270	4.09109	-5.36015	0.54652	1.08477	-76.33772	-8.06323	4.12755	-5.33217	0.60812	0.83138	-76.33875	-8.06323	4.12755	-5.33217	0.60811	0.83138	-76.33875	-12.26226	7.62942	-16.02799	-13.63788	19.14059	-52.97303	83.85242	-16.62629	-4.14328	8.14331	-6.13816	-56.57555	13.44368	5.60226	-42.69140	2.67822	7.05188	-34.55528	-8.49875	0.10295	-23.87371	-29.58531	9.14116	-22.14983	61.21184	7.54086	-45.72894	42.00224	-44.13434	3.02509	-154.93541	-35.64832	-51.13824	155.87833	24.70853	142.18961	-177.87859	-36.46831	-63.44412	160.48109	16.98291	140.30818
363	-4.94000	3.51960	-4.78650	0.62496	1.00123	-76.52427	-5.35128	3.55388	-4.76112	0.65506	0.87565	-76.52476	-5.35128	3.55388	-4.76112	0.65506	0.87565	-76.52476	-10.57755	7.14285	-15.69621	-13.98569	19.36141	-53.03873	86.31690	-16.25799	-3.31457	8.10193	-6.09362	-56.81741	14.25647	5.47037	-42.88148	2.83804	6.95897	-34.76730	-8.46858	0.01716	-24.08930	-29.51804	9.13861	-22.38483	61.55938	7.44477	-45.95540	40.93496	-45.00182	2.01723	-154.53363	-35.74714	-50.87357	155.07794	24.44321	144.31201	-177.80972	-36.94938	-63.47040	160.48643	16.80651	142.16975
364	-2.02068	2.81633	-4.18646	0.65572	0.94190	-76.70045	-2.45924	2.84830	-4.16479	0.66511	0.90221	-76.70059	-2.45924	2.84830	-4.16479	0.66511	0.90221	-76.70059	-8.64653	6.59822	-15.34529	-14.35540	19.61278	-53.03849	88.75290	-15.85326	-2.64990	8.05950	-6.10705	-56.97328	15.12358	5.38872	-43.11231	3.00968	6.85592	-35.01955	-8.44288	-0.11090	-24.38820	-29.43986	9.12630	-22.71394	61.90641	7.40009	-46.14881	39.79855	-45.86422	0.91277	-154.14781	-35.85873	-50.72651	154.27986	24.12734	146.92641	-177.38728	-37.37667	-63.42094	160.68759	16.46989	144.45979
365	1.07341	1.99626	-3.60522	0.63049	0.89873	-76.84396	0.59964	2.02603	-3.58860	0.62546	0.92026	-76.84389	0.59964	2.02603	-3.58860	0.62545	0.92026	-76.84389	-6.46492	6.02714	-15.02490	-14.75479	19.90437	-52.94754	91.13531	-15.46857	-2.12749	8.01146	-6.22663	-56.99582	16.12967	5.36321	-43.39808	3.19651	6.77127	-35.27271	-8.42656	-0.26208	-24.75279	-29.35901	9.11558	-23.11354	62.25032	7.41706	-46.27846	38.57990	-46.71805	-0.32515	-153.80894	-35.97831	-50.81013	153.52296	23.76138	149.58870	-176.61279	-37.66497	-63.37010	160.98724	16.03585	146.78935
366	4.34723	1.11562	-3.10282	0.52506	0.85576	-76.94224	3.78026	1.14629	-3.09163	0.50883	0.92571	-76.94199	3.78026	1.14629	-3.09163	0.50883	0.92571	-76.94199	-4.03553	5.45949	-14.77571	-15.17914	20.23820	-52.75834	93.44505	-15.14660	-1.70135	7.94584	-6.46948	-56.85848	17.33025	5.38250	-43.73705	3.39319	6.72808	-35.47978	-8.41672	-0.42176	-25.13327	-29.28078	9.10211	-23.53121	62.59731	7.47721	-46.34037	37.27313	-47.56742	-1.70983	-153.51648	-36.09394	-51.29946	152.82214	23.35616	151.86424	-175.63425	-37.77196	-63.55945	161.23994	15.55964	148.78339
367	7.82894	0.25787	-2.73255	0.31561	0.79083	-76.99891	7.02271	0.29632	-2.72865	0.28909	0.90565	-76.99852	7.02271	0.29632	-2.72865	0.28909	0.90566	-76.99852	-1.37044	4.91225	-14.60950	-15.61436	20.60537	-52.49096	95.67329	-14.90220	-1.34332	7.84856	-6.81650	-56.57472	18.72248	5.41928	-44.10950	3.58712	6.73384	-35.61189	-8.39967	-0.58181	-25.46886	-29.20152	9.07188	-23.90648	62.95549	7.53995	-46.35661	35.87705	-48.42356	-3.23310	-153.23843	-36.18632	-52.23988	152.16827	22.92833	153.60989	-174.65730	-37.72972	-64.16444	161.29271	15.08571	150.34413
368	11.56329	-0.49756	-2.52587	0.00900	0.68702	-77.03154	10.27451	-0.44059	-2.53642	-0.03003	0.85645	-77.03101	10.27451	-0.44059	-2.53642	-0.03003	0.85646	-77.03101	1.51033	4.38681	-14.50130	-16.04499	20.98805	-52.19712	97.82095	-14.71893	-1.08081	7.70951	-7.21974	-56.20940	20.23719	5.44428	-44.48193	3.76364	6.77757	-35.67363	-8.35418	-0.73585	-25.71504	-29.10788	9.01518	-24.19487	63.32869	7.55868	-46.36119	34.39402	-49.30059	-4.87529	-152.92404	-36.23106	-53.35338	151.53894	22.49425	154.96895	-173.82437	-37.61152	-65.01644	161.05190	14.64725	151.62881
369	15.61120	-1.11351	-2.48363	-0.35100	0.54434	-77.06027	13.50395	-1.02139	-2.52289	-0.40839	0.79409	-77.05960	13.50395	-1.02139	-2.52289	-0.40839	0.79410	-77.05960	4.58152	3.87431	-14.40135	-16.46021	21.36740	-51.93448	99.89328	-14.55675	-0.97938	7.52556	-7.61963	-55.84786	21.76181	5.43976	-44.81746	3.91374	6.83719	-35.69855	-8.26070	-0.87253	-25.85812	-28.98360	8.93802	-24.37932	63.71368	7.49794	-46.38073	32.83057	-50.20905	-6.61725	-152.52579	-36.20380	-54.17625	150.91290	22.06342	156.15137	-173.15700	-37.48874	-65.69197	160.54163	14.26651	152.82423
370	20.05565	-1.61594	-2.56630	-0.71324	0.37359	-77.09559	16.69871	-1.46284	-2.65651	-0.79795	0.74327	-77.09476	16.69872	-1.46284	-2.65651	-0.79795	0.74327	-77.09476	7.81616	3.36389	-14.25918	-16.85597	21.73171	-51.72515	101.89170	-14.36749	-1.08327	7.30027	-7.96725	-55.53690	23.18638	5.40439	-45.08835	4.04080	6.89155	-35.72931	-8.10845	-0.97386	-25.91074	-28.81719	8.86185	-24.46541	64.10415	7.34690	-46.42221	31.19450	-51.15115	-8.45177	-152.02168	-36.09014	-54.41833	150.28270	21.63540	157.27980	-172.58678	-37.42458	-65.88424	159.87820	13.96947	154.01187
371	24.98063	-2.07659	-2.68650	-1.04681	0.17808	-77.13476	19.86266	-1.82861	-2.86100	-1.17084	0.72113	-77.13379	19.86266	-1.82861	-2.86100	-1.17085	0.72114	-77.13379	11.18925	2.84931	-14.04304	-17.23453	22.07922	-51.54982	103.80788	-14.11231	-1.37583	7.04090	-8.24038	-55.26728	24.44285	5.34875	-45.28423	4.16198	6.92776	-35.79794	-7.89406	-1.02178	-25.89773	-28.60228	8.81243	-24.47025	64.49700	7.12380	-46.47710	29.48894	-52.12225	-10.38532	-151.42470	-35.89746	-54.16753	149.65565	21.20583	158.38763	-172.02582	-37.46573	-65.64304	159.17555	13.78124	155.19412
372	30.40531	-2.56645	-2.71953	-1.33837	-0.05094	-77.16818	23.02354	-2.19579	-3.02664	-1.51716	0.73395	-77.16711	23.02354	-2.19579	-3.02664	-1.51716	0.73395	-77.16711	14.67811	2.33399	-13.74663	-17.60219	22.41566	-51.38655	105.62332	-13.77418	-1.78616	6.75367	-8.44335	-55.01730	25.51948	5.28381	-45.41499	4.30201	6.93983	-35.91829	-7.61401	-1.00718	-25.84409	-28.33175	8.80712	-24.41426	64.89194	6.86843	-46.53367	27.71121	-53.11778	-12.42462	-150.77480	-35.65771	-53.77197	149.03943	20.77620	159.46072	-171.41173	-37.60907	-65.27405	158.50490	13.69103	156.33878
373	36.21880	-3.11497	-2.53987	-1.57408	-0.31239	-77.18932	26.24017	-2.62798	-3.04103	-1.82309	0.78267	-77.18829	26.24017	-2.62798	-3.04103	-1.82309	0.78268	-77.18829	18.25823	1.83300	-13.38395	-17.96626	22.74875	-51.24533	107.31264	-13.35915	-2.22158	6.44022	-8.59408	-54.79854	26.45208	5.21095	-45.51043	4.48187	6.92381	-36.09083	-7.25969	-0.93310	-25.76890	-27.99369	8.84979	-24.31657	65.28404	6.62896	-46.58243	25.85732	-54.13834	-14.56031	-150.12073	-35.41412	-53.53677	148.42622	20.35727	160.46016	-170.70898	-37.78378	-65.03278	157.92804	13.64043	157.38518
374	42.19077	-3.70133	-2.06593	-1.73035	-0.56536	-77.20226	29.58646	-3.16199	-2.82345	-2.05564	0.86665	-77.20141	29.58646	-3.16199	-2.82345	-2.05564	0.86666	-77.20141	21.90138	1.36652	-12.97720	-18.33187	23.08219	-51.16445	108.84896	-12.88595	-2.61243	6.09973	-8.70989	-54.65697	27.29699	5.12324	-45.61055	4.70904	6.87565	-36.31226	-6.82323	-0.81199	-25.68277	-27.57786	8.93255	-24.19163	65.66036	6.44987	-46.61253	23.92451	-55.18894	-16.76683	-149.50266	-35.20081	-53.50317	147.79347	19.96532	161.34428	-169.89052	-37.88460	-64.90313	157.49178	13.56561	158.26927
375	48.07744	-4.27109	-1.28715	-1.78602	-0.73291	-77.22089	33.11209	-3.79496	-2.34569	-2.17483	0.98135	-77.22005	33.11209	-3.79496	-2.34569	-2.17483	0.98136	-77.22005	25.57989	0.94641	-12.54709	-18.70015	23.41288	-51.17892	110.20798	-12.37117	-2.95351	5.73471	-8.79971	-54.63801	28.10336	5.01471	-45.74804	4.97632	6.79201	-36.58261	-6.31321	-0.66200	-25.58709	-27.09163	9.03888	-24.04722	66.01006	6.36260	-46.60699	21.90602	-56.27514	-19.01926	-148.94038	-35.03037	-53.46268	147.11642	19.61823	162.08981	-168.94391	-37.84966	-64.63985	157.17902	13.44107	158.96339
376	53.73338	-4.75821	-0.26274	-1.74316	-0.75574	-77.26014	36.80921	-4.47674	-1.63512	-2.16637	1.11612	-77.25880	36.80921	-4.47674	-1.63512	-2.16638	1.11613	-77.25880	29.27102	0.56705	-12.11058	-19.06987	23.73240	-51.29540	111.37040	-11.81859	-3.30778	5.35492	-8.86371	-54.75673	28.90225	4.88542	-45.94065	5.27057	6.67106	-36.90641	-5.76693	-0.50466	-25.47904	-26.57156	9.14762	-23.88837	66.34277	6.37951	-46.54817	19.78254	-57.39967	-21.31261	-148.42726	-34.89910	-53.12923	146.37877	19.33172	162.71225	-167.91527	-37.71726	-63.98706	156.92221	13.28246	159.49550
377	59.12025	-5.10431	0.90149	-1.63150	-0.65222	-77.33022	40.60859	-5.12672	-0.76347	-2.06138	1.25989	-77.32794	40.60859	-5.12672	-0.76347	-2.06138	1.25990	-77.32794	32.95947	0.20761	-11.68487	-19.43934	24.03122	-51.49167	112.32509	-11.21843	-3.77035	4.97548	-8.89664	-54.99530	29.70635	4.73961	-46.19559	5.58522	6.51159	-37.28757	-5.24445	-0.36263	-25.36554	-26.07527	9.24003	-23.72976	66.69633	6.49259	-46.43409	17.52005	-58.55766	-23.67397	-147.93134	-34.80333	-52.30564	145.57922	19.11209	163.29214	-166.92781	-37.60397	-62.85217	156.65851	13.13155	159.96118
378	64.23045	-5.27912	2.08690	-1.49802	-0.53112	-77.43639	44.39206	-5.67287	0.17477	-1.93003	1.40716	-77.43309	44.39206	-5.67287	0.17477	-1.93003	1.40717	-77.43309	36.63986	-0.15725	-11.29344	-19.80350	24.30349	-51.72416	113.07292	-10.55667	-4.42324	4.60817	-8.89225	-55.30395	30.51506	4.57999	-46.51379	5.92685	6.31167	-37.72115	-4.80451	-0.25743	-25.27593	-25.65561	9.30647	-23.60699	67.12127	6.67759	-46.28675	15.07739	-59.73316	-26.15946	-147.40570	-34.74621	-50.97793	144.73407	18.95142	163.95619	-166.12453	-37.63818	-61.34831	156.34663	13.03553	160.50090
379	68.97660	-5.30706	3.19631	-1.38953	-0.53749	-77.57994	48.00649	-6.09668	1.08950	-1.85038	1.55478	-77.57585	48.00649	-6.09668	1.08950	-1.85038	1.55479	-77.57585	40.31493	-0.54400	-10.96638	-20.15018	24.54882	-51.94585	113.62643	-9.82752	-5.29686	4.25140	-8.84734	-55.61489	31.32726	4.40144	-46.89112	6.31173	6.06811	-38.18734	-4.47860	-0.20790	-25.25605	-25.33572	9.34569	-23.57029	67.65241	6.90233	-46.14157	12.41919	-60.90222	-28.83088	-146.80370	-34.72869	-49.35593	143.86829	18.83322	164.80727	-165.58578	-37.89706	-59.77081	155.96884	13.01619	161.22818
380	73.07635	-5.29037	4.16801	-1.32763	-0.75891	-77.75929	51.28662	-6.45548	1.91134	-1.86033	1.69619	-77.75494	51.28662	-6.45548	1.91134	-1.86034	1.69620	-77.75494	43.98680	-0.94956	-10.73115	-20.46314	24.77010	-52.14134	114.00254	-9.04089	-6.34904	3.88800	-8.76208	-55.88874	32.14635	4.19779	-47.32001	6.75568	5.77808	-38.65249	-4.25915	-0.22710	-25.34143	-25.10168	9.35812	-23.65808	68.29008	7.13694	-46.02946	9.52697	-62.04251	-31.72577	-146.09512	-34.74116	-47.83548	142.99843	18.74282	165.90762	-165.29453	-38.36420	-58.52769	155.54774	13.05766	162.20326
381	76.05781	-5.38647	4.94763	-1.29963	-1.16222	-77.96941	54.07573	-6.84177	2.57734	-1.93507	1.81930	-77.96577	54.07573	-6.84177	2.57734	-1.93507	1.81931	-77.96577	47.65107	-1.35116	-10.60150	-20.73037	24.96975	-52.33952	114.21096	-8.22180	-7.47775	3.49414	-8.63882	-56.14156	32.96958	3.97940	-47.79473	7.26494	5.44314	-39.07790	-4.10624	-0.31632	-25.53184	-24.91334	9.34243	-23.87059	69.00346	7.36323	-45.96485	6.39877	-63.14228	-34.84855	-145.28300	-34.77025	-46.84235	142.12277	18.67212	167.30739	-165.15880	-38.93715	-57.98779	155.14287	13.14382	163.45924
