	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
274	-4.18753	-7.97487	40.73684	-8.96149	37.79457	757.17230
275	-3.87625	-7.07406	32.05529	-9.78878	37.78148	762.43243
276	-3.50896	-6.26463	23.89628	-10.99139	37.98885	766.44885
277	-3.04056	-5.49175	16.45989	-12.62618	38.26623	769.30103
278	-2.47222	-4.69644	10.13466	-14.57340	38.47794	771.12250
279	-1.88504	-3.85086	5.29583	-16.54980	38.58047	772.09406
280	-1.37978	-2.95512	2.10770	-18.24552	38.61985	772.43182
281	-1.00785	-1.96926	0.42841	-19.43461	38.70095	772.34943
282	-0.76744	-0.95340	-0.14602	-20.03232	38.93590	772.06726
283	-0.62334	-0.13171	-0.11105	-20.09037	39.38849	771.87299
284	-0.54625	0.37942	0.15871	-19.75133	40.07468	772.10419
285	-0.51386	0.63616	0.44592	-19.18679	40.96666	773.02167
286	-0.48892	0.71111	0.62174	-18.54714	41.99231	774.71545
287	-0.44984	0.71473	0.64896	-17.91733	43.05537	777.09302
288	-0.41076	0.67488	0.53397	-17.28700	44.10670	779.89606
289	-0.39470	0.60888	0.31014	-16.56795	45.14620	782.79797
290	-0.42048	0.49411	0.06658	-15.64202	46.21584	785.50226
291	-0.51624	0.29905	-0.01359	-14.42866	47.36332	787.80231
292	-0.75436	0.00487	0.35795	-12.89856	48.61356	789.62921
