	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
1003	-0.02680	-0.01697	0.03684	-0.06816	-0.25244	0.16742	-0.06865	0.20495	-0.00735	-0.03807	-0.06261	0.05976	-0.03601	0.14660	0.04882	-0.04355	0.07275	0.01861	0.00571	0.11865	0.09301	-0.04532	0.15165	0.05749	-0.04277	0.15301	0.05078	-0.00093	0.03701	0.05730	-0.02231	-0.04554	0.04292	-0.05453	-0.11593	-0.00480	-0.03679	-0.09769	0.04836	-0.08137	-0.12534	-0.05852	-0.03073	-0.10929	0.02551	-0.02040	0.00296	-0.04138	0.00646	-0.02503	0.00664	-0.01728	0.00301	-0.03621	0.00661	-0.02413	0.00697
1004	-0.02390	-0.02989	0.03749	-0.05990	-0.25040	0.16259	-0.05674	0.17571	0.00546	-0.02918	-0.06377	0.05608	-0.02976	0.12625	0.05390	-0.04347	0.05492	0.01894	0.00263	0.10271	0.09228	-0.04370	0.13315	0.05629	-0.04650	0.13800	0.04842	0.00439	0.02350	0.05708	-0.01975	-0.06054	0.04351	-0.05033	-0.12791	-0.00249	-0.03566	-0.11165	0.04965	-0.07602	-0.13385	-0.05490	-0.03321	-0.11486	0.02675	-0.01606	-0.00411	-0.03884	0.00080	-0.02687	0.00662	-0.01394	-0.00391	-0.03403	0.00086	-0.02652	0.00687
1005	-0.02274	-0.04315	0.03838	-0.05498	-0.26235	0.16670	-0.04902	0.15162	0.02380	-0.02326	-0.06620	0.05384	-0.02898	0.11347	0.06228	-0.04365	0.03807	0.01621	-0.00539	0.08869	0.09410	-0.04351	0.11608	0.05191	-0.05151	0.12412	0.04335	0.00814	0.00836	0.05636	-0.01879	-0.07801	0.04514	-0.04782	-0.14287	0.00286	-0.03716	-0.12233	0.04946	-0.06956	-0.14451	-0.04803	-0.03701	-0.11361	0.02704	-0.01278	-0.01231	-0.03401	-0.00471	-0.02753	0.00463	-0.01162	-0.01197	-0.02974	-0.00464	-0.02710	0.00465
1006	-0.02320	-0.05648	0.03920	-0.04961	-0.28807	0.17223	-0.04906	0.13475	0.04240	-0.02366	-0.07501	0.05426	-0.03199	0.10653	0.07244	-0.04433	0.02195	0.01294	-0.01436	0.07555	0.09780	-0.04413	0.09839	0.04463	-0.05562	0.10842	0.03591	0.01072	-0.00809	0.05507	-0.01997	-0.09637	0.04720	-0.04879	-0.15953	0.00968	-0.04075	-0.12889	0.04784	-0.06427	-0.15560	-0.03880	-0.04100	-0.10699	0.02638	-0.01042	-0.02026	-0.02636	-0.00687	-0.02634	0.00289	-0.01008	-0.01980	-0.02255	-0.00672	-0.02540	0.00301
1007	-0.02402	-0.06985	0.03946	-0.04348	-0.31949	0.17405	-0.05684	0.12424	0.05674	-0.02957	-0.09144	0.05781	-0.03446	0.10102	0.08296	-0.04520	0.00675	0.01252	-0.02096	0.06090	0.10235	-0.04504	0.07884	0.03593	-0.05652	0.08888	0.02706	0.01342	-0.02523	0.05267	-0.02183	-0.11455	0.04888	-0.05235	-0.17629	0.01559	-0.04494	-0.13294	0.04574	-0.06130	-0.16496	-0.02935	-0.04466	-0.09840	0.02535	-0.00863	-0.02644	-0.01742	-0.00509	-0.02356	0.00266	-0.00891	-0.02587	-0.01385	-0.00485	-0.02212	0.00319
1008	-0.02370	-0.08305	0.03875	-0.03951	-0.34763	0.17193	-0.06849	0.11704	0.06479	-0.03817	-0.11254	0.06389	-0.03214	0.09289	0.09251	-0.04605	-0.00680	0.01664	-0.02334	0.04353	0.10677	-0.04567	0.05820	0.02801	-0.05309	0.06616	0.01858	0.01726	-0.04213	0.04864	-0.02154	-0.13180	0.04956	-0.05582	-0.19139	0.01836	-0.04801	-0.13751	0.04438	-0.06021	-0.17050	-0.02209	-0.04804	-0.09151	0.02460	-0.00736	-0.02910	-0.00991	-0.00108	-0.01993	0.00311	-0.00800	-0.02846	-0.00636	-0.00083	-0.01836	0.00395
1009	-0.02171	-0.09540	0.03702	-0.03982	-0.36791	0.16815	-0.07809	0.10967	0.06655	-0.04675	-0.13366	0.07081	-0.02368	0.08010	0.09974	-0.04677	-0.01802	0.02380	-0.02113	0.02456	0.10986	-0.04540	0.03856	0.02288	-0.04630	0.04325	0.01253	0.02181	-0.05783	0.04302	-0.01752	-0.14715	0.04902	-0.05724	-0.20303	0.01724	-0.04901	-0.14450	0.04441	-0.05960	-0.17065	-0.01801	-0.05110	-0.08863	0.02434	-0.00626	-0.02707	-0.00541	0.00339	-0.01616	0.00277	-0.00695	-0.02640	-0.00167	0.00359	-0.01494	0.00344
1010	-0.01889	-0.10588	0.03460	-0.04216	-0.38079	0.16389	-0.08127	0.09937	0.06311	-0.05341	-0.15111	0.07638	-0.01110	0.06230	0.10351	-0.04663	-0.02708	0.03019	-0.01488	0.00568	0.11027	-0.04378	0.02130	0.02139	-0.03873	0.02304	0.01011	0.02508	-0.07144	0.03663	-0.01113	-0.15917	0.04735	-0.05640	-0.20964	0.01337	-0.04825	-0.15324	0.04567	-0.05820	-0.16535	-0.01642	-0.05337	-0.08981	0.02442	-0.00382	-0.02110	-0.00347	0.00807	-0.01282	0.00137	-0.00449	-0.02040	0.00058	0.00817	-0.01222	0.00159
1011	-0.01655	-0.11370	0.03199	-0.04000	-0.38969	0.15866	-0.07729	0.08386	0.05650	-0.05688	-0.16298	0.07904	0.00200	0.04039	0.10315	-0.04433	-0.03499	0.03272	-0.00593	-0.01293	0.10707	-0.04085	0.00586	0.02252	-0.03283	0.00615	0.01068	0.02500	-0.08237	0.03068	-0.00525	-0.16655	0.04484	-0.05403	-0.21066	0.00868	-0.04665	-0.16112	0.04752	-0.05533	-0.15651	-0.01619	-0.05408	-0.09305	0.02474	0.00141	-0.01392	-0.00318	0.01327	-0.01020	-0.00046	0.00045	-0.01313	0.00107	0.01328	-0.01011	-0.00068
1012	-0.01538	-0.11904	0.02945	-0.02697	-0.39663	0.15193	-0.06804	0.06232	0.04935	-0.05633	-0.16850	0.07919	0.01222	0.01643	0.09881	-0.03888	-0.04299	0.03131	0.00373	-0.03196	0.10034	-0.03720	-0.00965	0.02389	-0.02968	-0.00912	0.01204	0.02081	-0.09098	0.02599	-0.00148	-0.16920	0.04173	-0.05075	-0.20743	0.00436	-0.04462	-0.16573	0.04942	-0.05111	-0.14730	-0.01700	-0.05266	-0.09577	0.02535	0.00849	-0.00844	-0.00462	0.01836	-0.00823	-0.00267	0.00678	-0.00751	-0.00050	0.01834	-0.00832	-0.00346
1013	-0.01516	-0.12325	0.02688	-0.00184	-0.39935	0.14425	-0.05680	0.03704	0.04369	-0.05118	-0.16779	0.07944	0.01729	-0.00679	0.09200	-0.03034	-0.05205	0.02887	0.01184	-0.05076	0.09115	-0.03379	-0.02687	0.02333	-0.02909	-0.02495	0.01187	0.01360	-0.09916	0.02264	0.00055	-0.16892	0.03797	-0.04669	-0.20286	0.00044	-0.04191	-0.16676	0.05059	-0.04636	-0.14090	-0.01920	-0.04949	-0.09686	0.02589	0.01486	-0.00608	-0.00788	0.02198	-0.00685	-0.00538	0.01203	-0.00494	-0.00415	0.02196	-0.00690	-0.00708
1014	-0.01524	-0.12827	0.02397	0.03023	-0.39403	0.13726	-0.04788	0.01234	0.04038	-0.04112	-0.16234	0.08260	0.01650	-0.02646	0.08495	-0.01969	-0.06292	0.02909	0.01689	-0.06685	0.08099	-0.03112	-0.04592	0.02041	-0.03031	-0.04196	0.00923	0.00576	-0.10964	0.02031	0.00179	-0.16857	0.03287	-0.04189	-0.19962	-0.00348	-0.03853	-0.16616	0.04932	-0.04203	-0.13909	-0.02280	-0.04585	-0.09752	0.02504	0.01924	-0.00664	-0.01153	0.02305	-0.00637	-0.00804	0.01514	-0.00525	-0.00807	0.02300	-0.00653	-0.01082
1015	-0.01495	-0.13520	0.02031	0.06030	-0.38039	0.13264	-0.04525	-0.00851	0.03911	-0.02700	-0.15549	0.08898	0.01081	-0.04075	0.07905	-0.00847	-0.07606	0.03367	0.01912	-0.07798	0.07114	-0.02880	-0.06535	0.01651	-0.03220	-0.05897	0.00508	-0.00011	-0.12389	0.01839	0.00261	-0.17035	0.02562	-0.03685	-0.19852	-0.00762	-0.03493	-0.16641	0.04378	-0.03830	-0.14105	-0.02685	-0.04298	-0.10007	0.02110	0.02229	-0.00913	-0.01342	0.02126	-0.00752	-0.01029	0.01703	-0.00746	-0.00968	0.02111	-0.00826	-0.01393
1016	-0.01393	-0.14339	0.01581	0.07892	-0.36220	0.13052	-0.05047	-0.02479	0.03855	-0.01145	-0.15158	0.09549	0.00264	-0.04953	0.07383	0.00128	-0.09121	0.04118	0.02034	-0.08399	0.06216	-0.02603	-0.08294	0.01361	-0.03316	-0.07417	0.00126	-0.00232	-0.14037	0.01619	0.00290	-0.17443	0.01630	-0.03279	-0.19841	-0.01182	-0.03142	-0.16850	0.03400	-0.03484	-0.14341	-0.02977	-0.04138	-0.10601	0.01368	0.02492	-0.01212	-0.01244	0.01719	-0.01076	-0.01246	0.01899	-0.01024	-0.00790	0.01685	-0.01260	-0.01654
1017	-0.01228	-0.15069	0.01105	0.07931	-0.34283	0.12883	-0.06145	-0.03783	0.03689	0.00171	-0.15364	0.09787	-0.00530	-0.05442	0.06767	0.00718	-0.10699	0.04815	0.02246	-0.08680	0.05422	-0.02260	-0.09708	0.01311	-0.03168	-0.08671	-0.00074	-0.00084	-0.15489	0.01339	0.00253	-0.17896	0.00653	-0.03093	-0.19705	-0.01540	-0.02810	-0.17163	0.02255	-0.03154	-0.14193	-0.03006	-0.04072	-0.11469	0.00460	0.02718	-0.01408	-0.00926	0.01204	-0.01556	-0.01479	0.02125	-0.01213	-0.00385	0.01149	-0.01861	-0.01898
1018	-0.01043	-0.15492	0.00720	0.06147	-0.32263	0.12440	-0.07322	-0.05002	0.03335	0.00906	-0.16154	0.09414	-0.01109	-0.05828	0.05962	0.00753	-0.12138	0.05130	0.02612	-0.08896	0.04724	-0.01892	-0.10809	0.01520	-0.02724	-0.09749	-0.00048	0.00278	-0.16343	0.01045	0.00211	-0.18146	-0.00099	-0.03145	-0.19252	-0.01731	-0.02489	-0.17435	0.01345	-0.02870	-0.13390	-0.02694	-0.04019	-0.12365	-0.00294	0.02783	-0.01400	-0.00565	0.00736	-0.02062	-0.01708	0.02253	-0.01221	0.00007	0.00670	-0.02427	-0.02116
1019	-0.00872	-0.15544	0.00552	0.03319	-0.30275	0.11594	-0.08059	-0.06416	0.02904	0.00892	-0.17232	0.08601	-0.01411	-0.06425	0.05035	0.00232	-0.13312	0.04934	0.03059	-0.09225	0.04107	-0.01526	-0.11831	0.01906	-0.02088	-0.10853	0.00141	0.00631	-0.16505	0.00854	0.00291	-0.18027	-0.00393	-0.03329	-0.18469	-0.01684	-0.02125	-0.17529	0.00997	-0.02695	-0.11982	-0.02074	-0.03863	-0.13009	-0.00604	0.02505	-0.01183	-0.00328	0.00483	-0.02482	-0.01873	0.02085	-0.01036	0.00182	0.00427	-0.02786	-0.02252
1020	-0.00734	-0.15355	0.00653	0.00471	-0.28824	0.10590	-0.08109	-0.08219	0.02628	0.00211	-0.18261	0.07710	-0.01473	-0.07436	0.04189	-0.00686	-0.14253	0.04327	0.03465	-0.09724	0.03593	-0.01139	-0.13065	0.02311	-0.01478	-0.12151	0.00373	0.00798	-0.16239	0.00862	0.00586	-0.17566	-0.00190	-0.03513	-0.17558	-0.01410	-0.01622	-0.17358	0.01290	-0.02708	-0.10344	-0.01284	-0.03506	-0.13235	-0.00371	0.01845	-0.00855	-0.00232	0.00577	-0.02755	-0.01884	0.01551	-0.00754	0.00133	0.00550	-0.02882	-0.02218
1021	-0.00618	-0.15146	0.00948	-0.01668	-0.28382	0.09782	-0.07586	-0.10360	0.02664	-0.00807	-0.19082	0.07011	-0.01378	-0.08828	0.03609	-0.01726	-0.15107	0.03539	0.03736	-0.10368	0.03237	-0.00725	-0.14654	0.02535	-0.01129	-0.13686	0.00526	0.00739	-0.15948	0.01015	0.01096	-0.16964	0.00337	-0.03573	-0.16772	-0.00977	-0.00921	-0.16931	0.02024	-0.02941	-0.08949	-0.00484	-0.02937	-0.13053	0.00271	0.01034	-0.00641	-0.00157	0.00988	-0.02856	-0.01690	0.00840	-0.00581	0.00030	0.00997	-0.02767	-0.01975
1022	-0.00471	-0.15084	0.01275	-0.02776	-0.28873	0.09306	-0.06822	-0.12535	0.02967	-0.01684	-0.19688	0.06547	-0.01228	-0.10359	0.03331	-0.02564	-0.15997	0.02785	0.03823	-0.11106	0.03073	-0.00347	-0.16516	0.02429	-0.01182	-0.15364	0.00530	0.00592	-0.15909	0.01137	0.01770	-0.16480	0.00926	-0.03413	-0.16243	-0.00437	-0.00062	-0.16388	0.02816	-0.03303	-0.08098	0.00256	-0.02250	-0.12607	0.01017	0.00409	-0.00785	0.00057	0.01480	-0.02795	-0.01360	0.00253	-0.00750	0.00082	0.01517	-0.02535	-0.01618
1023	-0.00218	-0.15225	0.01479	-0.02893	-0.29737	0.09147	-0.06123	-0.14455	0.03370	-0.01954	-0.20044	0.06230	-0.01093	-0.11735	0.03197	-0.02939	-0.16940	0.02200	0.03729	-0.11893	0.03043	-0.00120	-0.18398	0.02009	-0.01605	-0.17015	0.00414	0.00619	-0.16169	0.01051	0.02538	-0.16311	0.01368	-0.03015	-0.15977	0.00156	0.00833	-0.15955	0.03275	-0.03590	-0.07786	0.00967	-0.01605	-0.12074	0.01527	0.00166	-0.01332	0.00529	0.01768	-0.02599	-0.01023	-0.00014	-0.01303	0.00447	0.01820	-0.02251	-0.01270
1024	0.00192	-0.15529	0.01464	-0.02306	-0.30325	0.09265	-0.05601	-0.16070	0.03724	-0.01410	-0.20065	0.05990	-0.00979	-0.12795	0.02959	-0.02747	-0.17863	0.01830	0.03498	-0.12695	0.02961	-0.00131	-0.20000	0.01501	-0.02202	-0.18449	0.00280	0.01007	-0.16646	0.00697	0.03310	-0.16530	0.01517	-0.02407	-0.15908	0.00682	0.01649	-0.15793	0.03186	-0.03556	-0.07735	0.01675	-0.01158	-0.11572	0.01592	0.00291	-0.02042	0.01257	0.01727	-0.02278	-0.00745	0.00043	-0.02003	0.01135	0.01780	-0.01922	-0.00945
1025	0.00733	-0.15894	0.01212	-0.01372	-0.30218	0.09526	-0.05155	-0.17474	0.03885	-0.00263	-0.19768	0.05827	-0.00853	-0.13581	0.02426	-0.02054	-0.18713	0.01631	0.03204	-0.13489	0.02586	-0.00384	-0.21082	0.01217	-0.02701	-0.19498	0.00230	0.01666	-0.17253	0.00139	0.03995	-0.17028	0.01282	-0.01569	-0.15894	0.00968	0.02330	-0.15861	0.02591	-0.02997	-0.07582	0.02317	-0.00983	-0.11079	0.01217	0.00627	-0.02554	0.02070	0.01409	-0.01835	-0.00518	0.00290	-0.02496	0.01955	0.01458	-0.01523	-0.00592
1026	0.01290	-0.16193	0.00769	-0.00450	-0.29362	0.09686	-0.04650	-0.18702	0.03695	0.00965	-0.19362	0.05728	-0.00719	-0.14251	0.01541	-0.01038	-0.19524	0.01481	0.02890	-0.14256	0.01766	-0.00759	-0.21537	0.01309	-0.02862	-0.20064	0.00276	0.02227	-0.17936	-0.00491	0.04524	-0.17549	0.00672	-0.00455	-0.15732	0.00897	0.02855	-0.15928	0.01703	-0.01849	-0.07076	0.02775	-0.01025	-0.10442	0.00578	0.00959	-0.02633	0.02707	0.00939	-0.01303	-0.00370	0.00535	-0.02557	0.02611	0.00983	-0.01042	-0.00255
1027	0.01708	-0.16329	0.00229	0.00164	-0.27990	0.09496	-0.04173	-0.19744	0.03078	0.01782	-0.19136	0.05583	-0.00637	-0.14890	0.00353	0.00097	-0.20367	0.01260	0.02545	-0.14964	0.00541	-0.01017	-0.21447	0.01632	-0.02585	-0.20167	0.00321	0.02301	-0.18626	-0.01049	0.04853	-0.17878	-0.00177	0.00877	-0.15303	0.00499	0.03195	-0.15741	0.00796	-0.00268	-0.06215	0.02973	-0.01141	-0.09483	-0.00082	0.01125	-0.02337	0.02960	0.00427	-0.00743	-0.00391	0.00645	-0.02251	0.02862	0.00472	-0.00498	-0.00112
1028	0.01861	-0.16296	-0.00286	0.00353	-0.26385	0.08806	-0.04040	-0.20573	0.02131	0.02013	-0.19255	0.05241	-0.00680	-0.15405	-0.01016	0.01168	-0.21227	0.00946	0.02143	-0.15529	-0.00864	-0.00905	-0.21079	0.01870	-0.01954	-0.19964	0.00236	0.01738	-0.19241	-0.01424	0.04934	-0.18000	-0.01059	0.02143	-0.14717	-0.00070	0.03317	-0.15178	0.00107	0.01363	-0.05230	0.02948	-0.01202	-0.08153	-0.00551	0.01151	-0.01977	0.02782	-0.00004	-0.00221	-0.00645	0.00649	-0.01893	0.02639	0.00046	0.00056	-0.00318
1029	0.01710	-0.16174	-0.00680	0.00227	-0.24710	0.07610	-0.04487	-0.20986	0.00982	0.01838	-0.19657	0.04613	-0.00884	-0.15589	-0.02383	0.02019	-0.21947	0.00623	0.01726	-0.15811	-0.02163	-0.00323	-0.20784	0.01775	-0.01200	-0.19705	-0.00034	0.00709	-0.19739	-0.01559	0.04725	-0.18057	-0.01803	0.02912	-0.14252	-0.00639	0.03236	-0.14292	-0.00257	0.02568	-0.04430	0.02804	-0.01158	-0.06620	-0.00746	0.01230	-0.01865	0.02342	-0.00180	0.00201	-0.01037	0.00725	-0.01790	0.02119	-0.00125	0.00523	-0.00789
1030	0.01323	-0.16044	-0.00928	0.00011	-0.23022	0.06075	-0.05348	-0.20525	-0.00379	0.01560	-0.20079	0.03757	-0.01234	-0.15306	-0.03538	0.02497	-0.22293	0.00431	0.01400	-0.15712	-0.03154	0.00572	-0.20810	0.01305	-0.00578	-0.19633	-0.00410	-0.00415	-0.20110	-0.01491	0.04238	-0.18151	-0.02352	0.02895	-0.14072	-0.01120	0.03017	-0.13278	-0.00362	0.03025	-0.03946	0.02641	-0.01021	-0.05229	-0.00740	0.01508	-0.02028	0.01920	0.00052	0.00462	-0.01356	0.01005	-0.01964	0.01619	0.00106	0.00800	-0.01241
1031	0.00839	-0.15889	-0.01066	-0.00112	-0.21397	0.04477	-0.06048	-0.18835	-0.01944	0.01313	-0.20219	0.02860	-0.01654	-0.14601	-0.04285	0.02444	-0.22105	0.00477	0.01243	-0.15281	-0.03778	0.01430	-0.21193	0.00608	-0.00234	-0.19893	-0.00725	-0.01282	-0.20304	-0.01360	0.03563	-0.18184	-0.02721	0.02192	-0.14018	-0.01468	0.02728	-0.12342	-0.00353	0.02742	-0.03608	0.02523	-0.00813	-0.04314	-0.00674	0.01879	-0.02211	0.01673	0.00645	0.00528	-0.01497	0.01395	-0.02159	0.01326	0.00692	0.00836	-0.01494
1032	0.00392	-0.15601	-0.01136	-0.00158	-0.19983	0.03100	-0.06032	-0.16176	-0.03434	0.00958	-0.19956	0.02154	-0.02012	-0.13681	-0.04514	0.01762	-0.21437	0.00786	0.01197	-0.14744	-0.04081	0.01910	-0.21787	-0.00102	-0.00142	-0.20505	-0.00829	-0.01749	-0.20203	-0.01355	0.02840	-0.17877	-0.02887	0.01217	-0.13714	-0.01591	0.02421	-0.11570	-0.00321	0.02019	-0.03138	0.02517	-0.00554	-0.03978	-0.00634	0.02058	-0.02124	0.01594	0.01303	0.00442	-0.01528	0.01638	-0.02087	0.01220	0.01340	0.00698	-0.01604
1033	0.00041	-0.15104	-0.01132	-0.00374	-0.18995	0.02159	-0.05242	-0.13457	-0.04428	0.00268	-0.19498	0.01794	-0.02196	-0.12853	-0.04282	0.00522	-0.20604	0.01308	0.01065	-0.14422	-0.04164	0.01864	-0.22382	-0.00679	-0.00165	-0.21363	-0.00687	-0.01910	-0.19732	-0.01578	0.02203	-0.17043	-0.02759	0.00386	-0.12928	-0.01347	0.02132	-0.10925	-0.00280	0.01243	-0.02436	0.02722	-0.00305	-0.04026	-0.00604	0.01871	-0.01615	0.01728	0.01664	0.00354	-0.01460	0.01553	-0.01601	0.01341	0.01692	0.00555	-0.01574
1034	-0.00222	-0.14466	-0.01021	-0.01117	-0.18661	0.01780	-0.04193	-0.11681	-0.04793	-0.00843	-0.19286	0.01805	-0.02217	-0.12462	-0.03862	-0.01027	-0.20067	0.01933	0.00645	-0.14561	-0.04198	0.01358	-0.22805	-0.01118	-0.00176	-0.22285	-0.00392	-0.01949	-0.18981	-0.01953	0.01714	-0.15797	-0.02279	-0.00067	-0.11778	-0.00674	0.01879	-0.10367	-0.00215	0.00736	-0.01649	0.03215	-0.00163	-0.04081	-0.00523	0.01359	-0.00734	0.02210	0.01501	0.00421	-0.01183	0.01152	-0.00740	0.01836	0.01522	0.00569	-0.01267
1035	-0.00404	-0.13842	-0.00796	-0.02599	-0.19101	0.01983	-0.03548	-0.11390	-0.04823	-0.02234	-0.19663	0.02088	-0.02206	-0.12763	-0.03641	-0.02594	-0.20147	0.02506	-0.00099	-0.15192	-0.04396	0.00574	-0.22963	-0.01511	-0.00161	-0.23076	-0.00095	-0.01957	-0.18174	-0.02287	0.01366	-0.14451	-0.01525	-0.00079	-0.10560	0.00323	0.01664	-0.09876	-0.00129	0.00699	-0.01002	0.03949	-0.00157	-0.03785	-0.00363	0.00691	0.00247	0.02971	0.00806	0.00652	-0.00730	0.00560	0.00229	0.02627	0.00821	0.00753	-0.00704
1036	-0.00475	-0.13332	-0.00506	-0.04643	-0.20222	0.02612	-0.03565	-0.12543	-0.04905	-0.03647	-0.20601	0.02464	-0.02254	-0.13792	-0.03885	-0.03960	-0.20776	0.02885	-0.01000	-0.16098	-0.04887	-0.00273	-0.22865	-0.01914	-0.00186	-0.23596	0.00104	-0.01845	-0.17503	-0.02410	0.01113	-0.13249	-0.00710	0.00280	-0.09479	0.01413	0.01488	-0.09404	-0.00056	0.01164	-0.00617	0.04725	-0.00218	-0.03015	-0.00165	0.00103	0.00939	0.03659	-0.00204	0.00886	-0.00326	-0.00008	0.00917	0.03315	-0.00192	0.00950	-0.00156
1037	-0.00387	-0.12934	-0.00237	-0.06611	-0.21658	0.03252	-0.03923	-0.14608	-0.05186	-0.04905	-0.21743	0.02767	-0.02299	-0.15339	-0.04542	-0.04972	-0.21553	0.02973	-0.01818	-0.16945	-0.05602	-0.00940	-0.22633	-0.02246	-0.00295	-0.23802	0.00215	-0.01438	-0.17035	-0.02295	0.00896	-0.12256	-0.00069	0.00814	-0.08551	0.02352	0.01341	-0.08886	-0.00045	0.01980	-0.00457	0.05329	-0.00246	-0.01995	-0.00017	-0.00120	0.01087	0.03963	-0.01146	0.00931	-0.00135	-0.00266	0.01063	0.03558	-0.01138	0.00945	0.00158
1038	-0.00134	-0.12604	-0.00045	-0.07732	-0.22778	0.03337	-0.04074	-0.16750	-0.05585	-0.06014	-0.22718	0.02908	-0.02222	-0.17010	-0.05296	-0.05525	-0.22107	0.02757	-0.02423	-0.17470	-0.06320	-0.01158	-0.22439	-0.02329	-0.00436	-0.23725	0.00317	-0.00637	-0.16762	-0.02023	0.00679	-0.11425	0.00273	0.01278	-0.07700	0.03013	0.01200	-0.08289	-0.00142	0.02890	-0.00382	0.05692	-0.00199	-0.01157	0.00001	0.00188	0.00716	0.03899	-0.01658	0.00653	-0.00125	-0.00019	0.00689	0.03396	-0.01664	0.00571	0.00230
