	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
383	19.08862	0.00000	0.00000	3.96196	0.00000	0.00000	3.73516	-5.10487	13.63921	29.65044	2.05364	-21.41209	-58.88157	-6.79420	-0.05624	-40.75105	-0.37932	0.00022	76.80109	40.75923	4.03548	-13.32961	-31.64482	-10.32831	52.20491	39.33482	-18.62373	58.36258	-49.84094	32.58735	138.66586	0.00644	-80.10910	126.69016	-0.00392	100.24983	-6.15159	-16.54197	-0.00095	-14.33444	2.20103	-0.00140	-6.17381	-11.84563	12.56771	-29.37603	-15.77608	6.95317	-18.88652	-18.29289	4.19369
384	15.82230	0.00000	0.00000	4.03977	0.00000	0.00000	0.89624	-5.67009	13.55034	29.81589	2.35267	-21.18996	-54.76180	-7.34060	-0.02942	-40.47196	-0.40063	-0.00026	74.99374	41.81948	4.50565	-14.18744	-32.49538	-10.48490	51.98798	39.90217	-18.72446	58.76941	-51.57375	33.30610	138.79155	0.00437	-81.29822	126.87292	-0.00484	100.45508	-5.75410	-17.05210	-0.00072	-14.71753	2.04833	0.00038	-6.61949	-11.95921	12.51464	-29.83697	-15.86001	6.85705	-18.53526	-18.72919	4.71307
385	11.54283	-0.00000	0.00000	3.82652	-0.00000	0.00000	-2.58531	-6.14040	13.15003	29.95842	2.72555	-20.85126	-50.41635	-7.59833	-0.00240	-40.13620	-0.46850	-0.00078	72.93095	42.75801	5.26953	-14.94480	-33.35344	-10.68453	51.69558	40.40422	-18.78086	59.38601	-53.37916	34.24688	138.85249	0.00136	-82.86626	127.06993	-0.00452	100.65347	-5.22309	-17.37894	0.00001	-15.00939	1.75967	0.00195	-7.07396	-12.04122	12.45551	-30.30347	-15.91256	6.76816	-18.07299	-19.07337	5.35503
386	6.72487	-0.00000	0.00000	3.41875	0.00000	0.00000	-6.48733	-6.42296	12.54792	30.02230	3.15279	-20.41609	-45.85573	-7.58339	0.02233	-39.76138	-0.57118	-0.00095	70.61499	43.54149	6.16459	-15.60010	-34.18075	-10.87413	51.29517	40.85552	-18.74791	60.29759	-55.22765	35.51111	138.88884	0.00050	-84.60025	127.29826	-0.00274	100.69641	-4.61472	-17.62547	-0.00041	-15.22369	1.38559	0.00323	-7.53501	-12.11585	12.41553	-30.77482	-15.96572	6.70019	-17.52645	-19.26437	6.08648
387	2.03118	0.00000	0.00000	2.95077	0.00000	-0.00000	-10.45797	-6.49673	11.92940	29.96666	3.60875	-19.92844	-41.13353	-7.32311	0.04355	-39.36057	-0.67787	-0.00060	68.05971	44.15281	7.00583	-16.17051	-34.94858	-10.98643	50.77515	41.26997	-18.60555	61.59022	-57.07634	37.20523	138.95680	0.00193	-86.28255	127.56202	0.00022	100.47185	-4.00701	-17.91985	-0.00163	-15.38651	1.00735	0.00403	-7.98738	-12.22802	12.41797	-31.23978	-16.06972	6.65640	-16.92673	-19.25643	6.87717
388	-1.82900	-0.00000	-0.00000	2.53676	0.00000	0.00000	-14.08645	-6.40331	11.48473	29.78706	4.07733	-19.44017	-36.35178	-6.85150	0.05994	-38.94033	-0.75777	0.00005	65.29888	44.59373	7.62825	-16.68032	-35.63998	-10.96984	50.15968	41.66292	-18.36233	63.33395	-58.87811	39.40891	139.08896	0.00306	-87.67519	127.85184	0.00332	99.94156	-3.48666	-18.31258	-0.00165	-15.49912	0.70644	0.00407	-8.41011	-12.42216	12.48981	-31.68139	-16.27580	6.64372	-16.30266	-19.03035	7.70338
389	-4.30971	0.00000	0.00000	2.23867	0.00000	-0.00000	-17.01048	-6.21416	11.33919	29.51415	4.55717	-18.98753	-31.65384	-6.20444	0.07014	-38.50006	-0.80412	0.00049	62.40384	44.88027	7.92666	-17.14426	-36.24210	-10.82425	49.49802	42.05358	-18.04702	65.56908	-60.59345	42.16033	139.27596	0.00198	-88.57545	128.14865	0.00533	99.13666	-3.13011	-18.72461	0.00018	-15.57599	0.51941	0.00348	-8.80011	-12.72219	12.65400	-32.09868	-16.61474	6.67353	-15.66611	-18.59305	8.54296
390	-5.22733	-0.00000	-0.00000	2.06395	0.00000	-0.00000	-19.02553	-5.99025	11.51248	29.19526	5.05169	-18.58162	-27.20240	-5.41686	0.07244	-38.03455	-0.84359	0.00033	59.49960	45.03457	7.89327	-17.54487	-36.73960	-10.61189	48.83785	42.46206	-17.69451	68.30083	-62.19523	45.45718	139.47862	-0.00053	-88.90118	128.42963	0.00533	98.13943	-2.97761	-18.98456	0.00158	-15.67333	0.41185	0.00264	-9.19058	-13.12333	12.91128	-32.52503	-17.08237	6.74824	-14.98856	-17.97190	9.36843
391	-4.86288	0.00000	0.00000	1.98474	-0.00000	-0.00000	-20.14349	-5.76201	11.92282	28.87334	5.53716	-18.23471	-23.14523	-4.53460	0.06477	-37.53918	-0.91021	-0.00016	56.74562	45.08205	7.62968	-17.82734	-37.11447	-10.40376	48.20658	42.89895	-17.34066	71.49545	-63.66308	49.25571	139.65579	-0.00248	-88.72579	128.67767	0.00334	97.08946	-3.02181	-18.93048	-0.00014	-15.84988	0.32860	0.00186	-9.64240	-13.59520	13.22749	-33.02011	-17.63755	6.84817	-14.19884	-17.20890	10.14835
392	-3.86709	-0.00000	-0.00000	1.96281	-0.00000	0.00000	-20.56491	-5.54662	12.43554	28.57520	5.93458	-17.99759	-19.58167	-3.63277	0.04688	-37.01426	-1.00523	-0.00030	54.28276	45.05477	7.31544	-17.92341	-37.34854	-10.19887	47.61436	43.35576	-17.02722	75.07735	-64.97670	53.46323	139.78838	-0.00307	-88.21897	128.88708	0.00058	96.13209	-3.22754	-18.50658	-0.00491	-16.12283	0.25036	0.00110	-10.20640	-14.08905	13.54040	-33.63222	-18.21145	6.93507	-13.21760	-16.35356	10.85734
393	-2.94507	0.00000	-0.00000	1.96028	0.00000	-0.00000	-20.57174	-5.38282	12.93402	28.31206	6.13275	-17.95040	-16.54597	-2.81409	0.02258	-36.46610	-1.09555	0.00016	52.18492	44.99095	7.15123	-17.79134	-37.42673	-9.91762	47.07367	43.80462	-16.80335	78.93166	-66.11716	57.93234	139.88585	-0.00291	-87.54253	129.06102	-0.00142	95.30503	-3.55442	-17.79623	-0.00981	-16.45778	0.18647	0.00015	-10.88141	-14.54589	13.78553	-34.35579	-18.72507	6.97313	-12.00755	-15.45478	11.48291
394	-2.51489	-0.00000	0.00000	1.93383	0.00000	0.00000	-20.39308	-5.34059	13.37303	28.08615	6.05947	-18.14063	-14.01087	-2.17836	-0.00136	-35.90407	-1.15712	0.00065	50.44194	44.92538	7.30319	-17.44871	-37.34185	-9.48808	46.61550	44.20865	-16.71329	82.91509	-67.07419	62.47304	139.97342	-0.00259	-86.80589	129.20784	-0.00191	94.50427	-3.95222	-16.98093	-0.01146	-16.79093	0.15280	-0.00109	-11.60150	-14.90909	13.92593	-35.11852	-19.11230	6.95170	-10.60605	-14.55377	12.02207
395	-2.59647	0.00000	0.00000	1.83934	-0.00000	0.00000	-20.12897	-5.48903	13.79092	27.89611	5.73772	-18.53604	-11.90031	-1.78764	-0.01919	-35.33765	-1.20779	0.00040	48.97881	44.88107	7.85216	-16.96854	-37.09884	-8.91737	46.28197	44.53849	-16.77450	86.87386	-67.84935	66.88918	140.07259	-0.00197	-86.11646	129.33826	-0.00124	93.59437	-4.34816	-16.26098	-0.00896	-17.08002	0.17865	-0.00251	-12.26534	-15.14229	13.96610	-35.81285	-19.34159	6.89077	-9.11565	-13.67736	12.47501
396	-2.97454	0.00000	-0.00000	1.66434	-0.00000	0.00000	-19.78675	-5.84848	14.28755	27.73904	5.27551	-19.04457	-10.10139	-1.65273	-0.02898	-34.77799	-1.28928	-0.00061	47.69341	44.86731	8.75765	-16.44340	-36.71561	-8.27064	46.10028	44.78489	-16.96325	90.65462	-68.45406	71.01039	140.18938	-0.00066	-85.62907	129.46152	-0.00022	92.55135	-4.66249	-15.78843	-0.00450	-17.33118	0.31276	-0.00372	-12.78799	-15.24440	13.93890	-36.35118	-19.42470	6.82200	-7.66288	-12.83367	12.84045
397	-3.46534	0.00000	0.00000	1.45685	0.00000	-0.00000	-19.38331	-6.37028	14.98421	27.60968	4.80796	-19.57492	-8.48061	-1.74155	-0.03208	-34.24233	-1.42567	-0.00167	46.49590	44.87941	9.86112	-15.94862	-36.21793	-7.60804	46.06542	44.95824	-17.22080	94.10503	-68.91341	74.69728	140.31442	0.00111	-85.49325	129.58340	0.00061	91.46166	-4.84614	-15.64102	-0.00109	-17.55905	0.58798	-0.00399	-13.13875	-15.25035	13.87555	-36.70588	-19.40572	6.76008	-6.35488	-12.01520	13.11228
398	-4.08855	0.00000	0.00000	1.31199	0.00000	-0.00000	-19.00401	-6.96671	15.97215	27.49859	4.43743	-20.08170	-6.91389	-1.99404	-0.03047	-33.75557	-1.60296	-0.00203	45.33935	44.89988	10.93167	-15.52433	-35.63139	-6.95347	46.14828	45.07579	-17.48065	97.09399	-69.27494	77.84885	140.42960	0.00240	-85.75344	129.70715	0.00120	90.41280	-4.90710	-15.82630	0.00028	-17.73948	0.98135	-0.00282	-13.34185	-15.21465	13.78465	-36.90834	-19.33794	6.68999	-5.25500	-11.20953	13.27963
399	-5.05102	-0.00000	0.00000	1.32286	0.00000	0.00000	-18.76539	-7.56800	17.25219	27.39255	4.20089	-20.56670	-5.32736	-2.33156	-0.02484	-33.34524	-1.77956	-0.00150	44.22910	44.90100	11.73404	-15.18194	-34.97772	-6.30965	46.31770	45.14851	-17.69932	99.54823	-69.60311	80.42216	140.51523	0.00252	-86.33849	129.83287	0.00157	89.44692	-4.90546	-16.29011	0.00073	-17.82481	1.41739	-0.00080	-13.44477	-15.18491	13.65478	-37.01328	-19.26057	6.58088	-4.38595	-10.41301	13.32888
400	-6.58540	-0.00000	-0.00000	1.53195	0.00000	0.00000	-18.73081	-8.15176	18.68687	27.28077	4.08573	-21.04355	-3.73126	-2.66363	-0.01532	-33.03226	-1.91762	-0.00059	43.21389	44.84873	12.10093	-14.91819	-34.27779	-5.70014	46.55387	45.18043	-17.86765	101.45543	-69.95805	82.42728	140.55795	0.00162	-87.15151	129.95511	0.00173	88.57778	-4.91509	-16.92654	0.00143	-17.79249	1.79252	0.00071	-13.48071	-15.17900	13.46986	-37.05699	-19.18378	6.41014	-3.74447	-9.63964	13.24567
401	-8.79237	-0.00000	-0.00000	1.91745	0.00000	0.00000	-18.85503	-8.72506	20.01597	27.16246	4.06421	-21.50743	-2.22797	-2.90572	-0.00377	-32.82625	-2.00387	0.00013	42.36460	44.71187	11.99555	-14.71641	-33.55757	-5.17999	46.84756	45.17883	-18.00158	102.81886	-70.37846	83.88747	140.55707	0.00038	-88.14727	130.06485	0.00174	87.82517	-4.97783	-17.60539	0.00220	-17.66686	2.01323	0.00088	-13.45073	-15.17920	13.21951	-37.03832	-19.08730	6.17567	-3.30795	-8.91925	13.02293
402	-11.56499	0.00000	-0.00000	2.40921	0.00000	-0.00000	-19.00342	-9.29042	20.94469	27.04766	4.09671	-21.93304	-0.98634	-3.00721	0.00573	-32.72597	-2.03850	0.00043	41.74305	44.47371	11.54018	-14.54816	-32.85153	-4.79612	47.19492	45.16008	-18.12648	103.60657	-70.88164	84.79671	140.52365	-0.00045	-89.32403	130.15703	0.00161	87.25677	-5.08811	-18.21753	0.00228	-17.50289	2.04899	0.00007	-13.33204	-15.14857	12.90198	-36.92912	-18.93657	5.89158	-3.03817	-8.28625	12.67216
403	-14.56745	0.00000	0.00000	2.90063	-0.00000	-0.00000	-19.04283	-9.82308	21.24335	26.95448	4.13922	-22.27412	-0.19079	-2.96693	0.00938	-32.71733	-2.02642	0.00038	41.38214	44.13643	10.97761	-14.38815	-32.19685	-4.57378	47.59492	45.14278	-18.26254	103.74015	-71.47379	85.10208	140.47275	-0.00052	-90.66117	130.23889	0.00135	86.96526	-5.21254	-18.71334	0.00155	-17.35062	1.94547	-0.00087	-13.09885	-15.05914	12.52666	-36.69912	-18.70956	5.57859	-2.88980	-7.76489	12.22361
404	-17.35635	0.00000	0.00000	3.27155	0.00000	-0.00000	-18.91841	-10.26751	20.82560	26.90362	4.17689	-22.47017	0.01686	-2.82259	0.00644	-32.77039	-1.98244	0.00019	41.28928	43.71942	10.55528	-14.22263	-31.62008	-4.53393	48.04773	45.13438	-18.41499	103.12495	-72.15635	84.71480	140.41435	0.00002	-92.06569	130.33224	0.00072	86.99798	-5.31746	-19.10388	0.00047	-17.22553	1.78043	-0.00157	-12.73889	-14.91015	12.11736	-36.33496	-18.41475	5.25931	-2.81785	-7.35845	11.71603
405	-19.63279	0.00000	0.00000	3.44273	0.00000	0.00000	-18.64621	-10.55702	19.80101	26.90278	4.21675	-22.48924	-0.41943	-2.62379	-0.00081	-32.84364	-1.91503	0.00006	41.45009	43.25467	10.39800	-14.04417	-31.12749	-4.66615	48.55012	45.12370	-18.57480	101.68473	-72.92159	83.53328	140.34724	0.00062	-93.37345	130.46680	-0.00058	87.32823	-5.38167	-19.42134	-0.00052	-17.09946	1.62374	-0.00188	-12.25927	-14.72390	11.71140	-35.84556	-18.08700	4.95908	-2.78454	-7.04945	11.18720
406	-21.33409	-0.00000	-0.00000	3.41353	0.00000	0.00000	-18.26657	-10.64468	18.45645	26.93256	4.24951	-22.36005	-1.46080	-2.40914	-0.00906	-32.89485	-1.81169	0.00009	41.81802	42.77776	10.46818	-13.84955	-30.70537	-4.90079	49.08562	45.08438	-18.72796	99.36970	-73.74067	81.46164	140.25899	0.00065	-94.43022	130.66589	-0.00241	87.87195	-5.38660	-19.67512	-0.00110	-16.91254	1.53496	-0.00145	-11.68681	-14.52824	11.35275	-35.26011	-17.76885	4.70707	-2.76948	-6.80955	10.66868
407	-22.48451	0.00000	0.00000	3.24723	-0.00000	0.00000	-17.81259	-10.52072	17.14879	26.95468	4.26255	-22.13960	-3.00074	-2.20324	-0.01535	-32.89184	-1.67031	0.00028	42.30778	42.31840	10.62882	-13.64224	-30.32700	-5.16188	49.61700	44.98553	-18.86257	96.13984	-74.55348	78.42175	140.13275	-0.00048	-95.21116	130.93111	-0.00428	88.54079	-5.29400	-19.84508	-0.00091	-16.60854	1.56641	0.00007	-11.06641	-14.34414	11.08282	-34.62518	-17.49560	4.53287	-2.77496	-6.60961	10.18274
408	-23.02022	-0.00000	0.00000	3.02646	-0.00000	0.00000	-17.29097	-10.21222	16.17043	26.93486	4.26721	-21.86639	-4.91021	-2.03180	-0.01728	-32.81984	-1.52952	0.00049	42.80777	41.89841	10.74377	-13.43045	-29.96343	-5.42594	50.09203	44.80481	-18.96877	91.95344	-75.27029	74.36836	139.95815	-0.00295	-95.86136	131.23517	-0.00549	89.30484	-5.04506	-19.90888	0.00039	-16.17479	1.74434	0.00234	-10.45440	-14.18430	10.93203	-33.99798	-17.29068	4.45942	-2.82003	-6.42509	9.74333
409	-22.73949	-0.00000	-0.00000	2.80688	0.00000	0.00000	-16.67285	-9.77834	15.66013	26.85943	4.26714	-21.56423	-7.07642	-1.93310	-0.01352	-32.68364	-1.43958	0.00060	43.20800	41.53534	10.75391	-13.21970	-29.59557	-5.69128	50.46336	44.54029	-19.03816	86.79862	-75.78782	69.32435	139.73953	-0.00571	-96.56229	131.53041	-0.00523	90.17164	-4.61495	-19.86127	0.00251	-15.64327	2.04274	0.00415	-9.90259	-14.05394	10.91183	-33.43067	-17.16334	4.49512	-2.92669	-6.24029	9.36147
410	-21.43844	0.00000	-0.00000	2.59249	0.00000	-0.00000	-15.90035	-9.28738	15.59278	26.73839	4.22733	-21.26775	-9.42373	-1.94820	-0.00474	-32.50061	-1.41816	0.00071	43.44089	41.23948	10.68616	-13.00785	-29.21720	-5.93184	50.71112	44.21306	-19.07069	80.76798	-76.01562	63.43479	139.49644	-0.00663	-97.31052	131.77048	-0.00321	91.09266	-4.08591	-19.70987	0.00404	-15.05870	2.39100	0.00463	-9.43890	-13.94774	11.00458	-32.95091	-17.10187	4.62581	-3.10261	-6.05219	9.04483
411	-19.16581	0.00000	0.00000	2.35242	0.00000	-0.00000	-14.90718	-8.77813	15.84616	26.59482	4.10975	-21.02034	-11.91511	-2.09933	0.00628	-32.28488	-1.45209	0.00090	43.51382	41.00327	10.59742	-12.78950	-28.82384	-6.12081	50.85392	43.85563	-19.08486	74.10654	-75.90160	56.98780	139.25482	-0.00472	-97.87886	131.93205	-0.00039	91.93306	-3.64412	-19.47535	0.00323	-14.45873	2.72929	0.00414	-9.05694	-13.84908	11.15554	-32.55182	-17.06984	4.80756	-3.33101	-5.86970	8.78789
412	-16.31735	0.00000	0.00000	2.06059	0.00000	0.00000	-13.66079	-8.25617	16.29519	26.44608	3.91679	-20.85802	-14.53488	-2.37682	0.01586	-32.03483	-1.52419	0.00108	43.49612	40.79767	10.52575	-12.56365	-28.40261	-6.26404	50.94004	43.49480	-19.11604	67.16798	-75.44248	50.35347	139.03470	-0.00128	-98.02497	132.02226	0.00170	92.54098	-3.48011	-19.19280	0.00002	-13.87519	3.05538	0.00351	-8.72409	-13.74011	11.27760	-32.20142	-17.01714	4.96670	-3.57717	-5.70905	8.56962
413	-13.40330	0.00000	0.00000	1.71199	0.00000	0.00000	-12.21809	-7.72521	16.85173	26.29308	3.68852	-20.79797	-17.26172	-2.74320	0.02099	-31.73354	-1.63001	0.00097	43.46730	40.58253	10.49617	-12.33662	-27.93427	-6.39322	51.02319	43.14486	-19.19423	60.31852	-74.67342	43.88800	138.84274	0.00164	-97.67512	132.06636	0.00233	92.83324	-3.66978	-18.89733	-0.00347	-13.34960	3.40679	0.00268	-8.40601	-13.61809	11.27709	-31.86854	-16.90502	5.01703	-3.80598	-5.58729	8.36375
414	-10.76808	0.00000	0.00000	1.31807	0.00000	0.00000	-10.72993	-7.20851	17.43645	26.12385	3.47564	-20.83392	-20.05037	-3.15016	0.02060	-31.36057	-1.77905	0.00031	43.47503	40.32227	10.53940	-12.11470	-27.40279	-6.54315	51.13486	42.81230	-19.31849	53.87728	-73.64622	37.88750	138.67577	0.00298	-96.92455	132.08560	0.00165	92.82030	-4.12703	-18.61400	-0.00498	-12.94651	3.79945	0.00092	-8.09311	-13.50175	11.09416	-31.54806	-16.72750	4.89499	-3.99206	-5.51404	8.14863
415	-8.54896	-0.00000	-0.00000	0.90607	0.00000	0.00000	-9.36681	-6.74678	17.94366	25.92294	3.31026	-20.94503	-22.83472	-3.55602	0.01563	-30.90710	-1.98240	-0.00090	43.52604	39.99677	10.67946	-11.89162	-26.80333	-6.72694	51.26831	42.50010	-19.45366	48.11071	-72.41238	32.59383	138.52750	0.00287	-95.93230	132.07982	0.00011	92.56113	-4.66782	-18.35002	-0.00400	-12.72515	4.18704	-0.00155	-7.80960	-13.41806	10.73373	-31.26668	-16.51120	4.59417	-4.11791	-5.48470	7.91134
416	-6.74509	0.00000	0.00000	0.50887	0.00000	0.00000	-8.24643	-6.37844	18.23207	25.67933	3.19178	-21.10307	-25.54964	-3.93088	0.00817	-30.38344	-2.24315	-0.00236	43.59735	39.60248	10.91027	-11.65125	-26.14295	-6.93252	51.38364	42.20565	-19.55111	43.23181	-71.01752	28.19592	138.38968	0.00202	-94.83151	132.02658	-0.00170	92.14445	-5.12146	-18.08714	-0.00158	-12.68243	4.48605	-0.00328	-7.59727	-13.37965	10.26390	-31.06440	-16.29400	4.17308	-4.17552	-5.47821	7.64619
417	-5.26862	0.00000	0.00000	0.14728	0.00000	-0.00000	-7.41152	-6.12509	18.16144	25.38931	3.09872	-21.27022	-28.15368	-4.25597	0.00077	-29.81454	-2.55568	-0.00359	43.65591	39.14572	11.18748	-11.37943	-25.43788	-7.14231	51.42865	41.91949	-19.57324	39.37559	-69.50166	24.80653	138.25244	0.00091	-93.72726	131.89667	-0.00273	91.72144	-5.39944	-17.80434	0.00102	-12.75037	4.63941	-0.00344	-7.48685	-13.37340	9.78099	-30.96671	-16.10113	3.72693	-4.17044	-5.46235	7.35186
418	-4.02422	0.00000	0.00000	-0.17202	0.00000	0.00000	-6.83414	-5.99605	17.67094	25.05440	3.00981	-21.40542	-30.63525	-4.52906	-0.00417	-29.23115	-2.90180	-0.00408	43.67751	38.63554	11.43971	-11.06258	-24.71395	-7.34228	51.36210	41.63086	-19.50372	36.56878	-67.89705	22.43398	138.11024	-0.00022	-92.68874	131.67397	-0.00193	91.46658	-5.51426	-17.50762	0.00266	-12.85305	4.63955	-0.00250	-7.47771	-13.36856	9.36136	-30.96747	-15.93400	3.33937	-4.11638	-5.40733	7.03263
419	-2.96853	0.00000	-0.00000	-0.44692	0.00000	0.00000	-6.44109	-5.99301	16.82446	24.68122	2.92188	-21.47694	-33.00337	-4.76496	-0.00559	-28.66282	-3.24938	-0.00359	43.65680	38.07826	11.60571	-10.68034	-24.00703	-7.52238	51.17001	41.33650	-19.34552	34.72188	-66.22257	20.97276	137.96991	-0.00131	-91.67208	131.36691	0.00066	91.48669	-5.56505	-17.22338	0.00264	-12.94318	4.50981	-0.00136	-7.53676	-13.33416	9.02756	-31.03013	-15.77298	3.04399	-4.02627	-5.30085	6.69971
420	-2.09409	0.00000	-0.00000	-0.67241	-0.00000	-0.00000	-6.15841	-6.10226	15.77347	24.28415	2.86012	-21.46808	-35.27442	-4.98226	-0.00412	-28.13326	-3.56178	-0.00233	43.60643	37.47609	11.67865	-10.20598	-23.35592	-7.67946	50.87025	41.04342	-19.11659	33.65606	-64.48241	20.23076	137.84988	-0.00245	-90.51458	131.00735	0.00374	91.79589	-5.68459	-16.97585	0.00121	-13.00480	4.30122	-0.00052	-7.61290	-13.25142	8.74927	-31.10275	-15.58915	2.82025	-3.90790	-5.15207	6.37027
421	-1.39530	0.00000	0.00000	-0.83953	0.00000	-0.00000	-5.94635	-6.28170	14.68053	23.88193	2.85938	-21.38259	-37.45949	-5.19330	-0.00117	-27.65721	-3.80703	-0.00076	43.54090	36.83230	11.70870	-9.62213	-22.78722	-7.80546	50.50499	40.76241	-18.84520	33.15561	-62.67655	19.98705	137.76526	-0.00357	-89.06960	130.63742	0.00572	92.34338	-5.96760	-16.77685	-0.00071	-13.04587	4.09640	-0.00008	-7.65686	-13.11801	8.47748	-31.13720	-15.36133	2.62358	-3.77078	-4.97974	6.06556
422	-0.86381	-0.00000	-0.00000	-0.93806	0.00000	0.00000	-5.80414	-6.46565	13.65823	23.48680	2.92884	-21.24578	-39.55646	-5.40218	0.00169	-27.23856	-3.96293	0.00064	43.45689	36.15547	11.76111	-8.94296	-22.30064	-7.87546	50.12635	40.49858	-18.56332	33.02275	-60.81846	20.04886	137.70743	-0.00415	-87.36941	130.29193	0.00587	93.04515	-6.42273	-16.62694	-0.00225	-13.08012	3.98691	0.00005	-7.63694	-12.94777	8.18659	-31.10398	-15.09229	2.42447	-3.63711	-4.79464	5.80401
423	-0.49433	0.00000	0.00000	-0.96010	0.00000	0.00000	-5.75025	-6.60556	12.74490	23.09946	3.05037	-21.08514	-41.55024	-5.59952	0.00320	-26.87170	-4.02607	0.00152	43.33811	35.45588	11.87996	-8.21042	-21.86865	-7.86835	49.78182	40.24821	-18.29749	33.10971	-58.94709	20.27843	137.64134	-0.00427	-85.68641	129.98819	0.00444	93.79945	-6.96012	-16.53144	-0.00309	-13.11231	4.02668	0.00004	-7.54386	-12.76761	7.89600	-30.99648	-14.81423	2.22970	-3.53302	-4.59259	5.59160
424	-0.27926	0.00000	0.00000	-0.91224	0.00000	0.00000	-5.79597	-6.71609	11.92670	22.71808	3.19944	-20.91206	-43.41795	-5.76832	0.00326	-26.54626	-4.01349	0.00182	43.17481	34.74155	12.07018	-7.46536	-21.45185	-7.78760	49.50151	40.00346	-18.05811	33.32023	-57.12148	20.58782	137.52922	-0.00531	-84.41834	129.72859	0.00228	94.50164	-7.41551	-16.51886	-0.00371	-13.14156	4.20357	0.00007	-7.38480	-12.61043	7.66010	-30.82458	-14.57847	2.07608	-3.46726	-4.36113	5.42055
