Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
478,0.11873,0.38247,0.99478,-0.01555,0.5881,1.48609,0.17762,0.587,1.49215,-0.07592,0.52153,1.29087,0.27259,0.53161,1.31082,-0.09154,0.42265,1.29008,0.30415,0.4415,1.30985,0.0847,0.43128,1.63696,0.08942,0.38312,1.62168,0.10573,0.36986,1.25142,0.12671,0.33763,0.95307,0.03358,0.40017,0.74438,0.23755,0.35952,0.74292,0.00782,0.45387,0.31096,0.27628,0.26594,0.33845,-0.00762,0.51279,0.01632,0.2944,0.1448,0.0666,-0.01723,0.51962,0.01589,0.31009,0.14493,0.06368
479,0.11752,0.38401,0.9951,-0.01432,0.59068,1.48555,0.17577,0.58883,1.49175,-0.07696,0.52431,1.29097,0.27124,0.53278,1.31089,-0.09348,0.42537,1.29031,0.30275,0.44262,1.31012,0.08301,0.43348,1.63713,0.08771,0.38533,1.6218,0.10404,0.37129,1.25181,0.12538,0.33877,0.95331,0.03239,0.40087,0.74451,0.23686,0.3619,0.74326,0.00726,0.45412,0.31092,0.27671,0.26909,0.33972,-0.00745,0.51317,0.0162,0.29496,0.14543,0.06867,-0.01704,0.52002,0.01575,0.31065,0.14557,0.06572
480,0.11632,0.38551,0.99543,-0.01469,0.59222,1.48583,0.1741,0.59017,1.49139,-0.07798,0.52685,1.29117,0.27005,0.53362,1.31094,-0.09531,0.42794,1.29051,0.30142,0.44355,1.3105,0.08145,0.43549,1.63725,0.0861,0.38734,1.62191,0.10236,0.37268,1.25218,0.12406,0.34,0.95357,0.03112,0.40156,0.74466,0.23617,0.36441,0.74365,0.0066,0.45414,0.31086,0.27721,0.27245,0.34105,-0.00745,0.51336,0.01618,0.29564,0.14623,0.07077,-0.01705,0.52021,0.01573,0.31133,0.14635,0.0678
481,0.11513,0.38699,0.99576,-0.01682,0.59288,1.48704,0.1727,0.59127,1.49114,-0.07891,0.52901,1.29158,0.26894,0.53434,1.31096,-0.09682,0.43021,1.29074,0.30016,0.44429,1.31093,0.08002,0.43739,1.6373,0.08457,0.38921,1.62204,0.1007,0.37399,1.25246,0.12272,0.34129,0.95383,0.02983,0.40224,0.74484,0.23548,0.3671,0.74403,0.006,0.45403,0.31084,0.27783,0.27605,0.34238,-0.00755,0.51339,0.01628,0.29634,0.14729,0.07285,-0.01717,0.52021,0.01586,0.31201,0.14738,0.06982
482,0.11399,0.38841,0.99604,-0.01937,0.59366,1.48835,0.17147,0.59254,1.49097,-0.0797,0.53096,1.29205,0.26781,0.53522,1.31098,-0.09796,0.43223,1.29097,0.29889,0.44492,1.31134,0.07861,0.43924,1.63729,0.08297,0.391,1.62216,0.0991,0.37518,1.25264,0.12133,0.34252,0.95406,0.02859,0.40288,0.74512,0.23479,0.36982,0.74433,0.00557,0.45394,0.31094,0.27856,0.27971,0.34365,-0.00762,0.51334,0.01644,0.29701,0.14859,0.07487,-0.01725,0.52014,0.01604,0.31267,0.14865,0.07175
483,0.11292,0.38977,0.9963,-0.02156,0.5951,1.48911,0.17028,0.59411,1.49086,-0.0805,0.53279,1.29231,0.26658,0.53628,1.31104,-0.09888,0.43407,1.29108,0.29756,0.44559,1.31168,0.07712,0.44105,1.63729,0.08124,0.39275,1.62228,0.09769,0.37626,1.25277,0.11991,0.34361,0.95428,0.02743,0.40346,0.74551,0.23404,0.37242,0.74453,0.00528,0.45398,0.31118,0.2793,0.28327,0.34484,-0.00753,0.51331,0.01658,0.29775,0.15006,0.07681,-0.01717,0.5201,0.01615,0.31339,0.15014,0.07361
484,0.11193,0.39109,0.99658,-0.02306,0.59693,1.48914,0.16907,0.59577,1.49083,-0.08139,0.53445,1.2922,0.26524,0.53746,1.3111,-0.09976,0.43576,1.29095,0.29615,0.44655,1.31192,0.07555,0.4428,1.63737,0.07952,0.39445,1.62246,0.09652,0.37729,1.25296,0.11857,0.34465,0.95453,0.02635,0.40401,0.74596,0.23327,0.37491,0.74473,0.00498,0.45412,0.31148,0.27991,0.28673,0.34598,-0.0073,0.51336,0.01666,0.29862,0.15165,0.0787,-0.01693,0.52015,0.01618,0.31425,0.15182,0.07546
485,0.111,0.39241,0.99689,-0.02321,0.59903,1.48847,0.16777,0.59729,1.49092,-0.08216,0.53604,1.29182,0.26378,0.53878,1.31116,-0.10068,0.43732,1.29071,0.29461,0.44805,1.31205,0.07397,0.44445,1.6375,0.07794,0.39608,1.62268,0.09541,0.37838,1.25324,0.1174,0.34567,0.95482,0.02538,0.40449,0.74637,0.23251,0.37736,0.74503,0.00461,0.45422,0.31175,0.28031,0.29015,0.34711,-0.00699,0.51347,0.01675,0.29952,0.15332,0.08053,-0.0166,0.52029,0.01618,0.31515,0.1536,0.07729
486,0.11006,0.39377,0.99719,-0.02222,0.60121,1.48761,0.16639,0.59856,1.49124,-0.08263,0.53778,1.29152,0.26221,0.5403,1.3113,-0.10157,0.43884,1.29057,0.29298,0.45008,1.31215,0.07247,0.44599,1.63761,0.07655,0.39761,1.62286,0.09419,0.37965,1.25351,0.11638,0.34666,0.95511,0.02446,0.40484,0.74666,0.23181,0.37974,0.74542,0.00421,0.45421,0.31191,0.28058,0.2935,0.34821,-0.00667,0.51363,0.01685,0.30033,0.15499,0.08223,-0.01627,0.52047,0.01623,0.31596,0.15538,0.079
