Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2214,0.14477,0.38576,0.98623,0.31084,0.54595,1.42226,0.38287,0.4125,1.45743,0.18511,0.60577,1.25889,0.35731,0.31774,1.2696,0.0964,0.58765,1.28116,0.30536,0.24712,1.27619,0.23825,0.441,1.60259,0.21327,0.39696,1.59915,0.1407,0.37422,1.23998,0.08954,0.33073,0.94577,0.0555,0.49426,0.75828,0.19099,0.2702,0.73375,0.01917,0.60106,0.35958,0.231,0.20538,0.30569,-0.04226,0.61052,0.05701,0.27324,0.17622,0.02092,-0.04951,0.6196,0.05499,0.2878,0.16968,0.02109
2215,0.14575,0.38378,0.98609,0.3068,0.55213,1.42253,0.38376,0.41302,1.45813,0.182,0.60166,1.25532,0.35889,0.31743,1.27069,0.09347,0.58011,1.27714,0.30714,0.24655,1.27751,0.23775,0.44034,1.60308,0.2134,0.39594,1.59981,0.14142,0.37188,1.23975,0.09206,0.32862,0.94595,0.057,0.49162,0.75807,0.19319,0.26886,0.73406,0.01962,0.59916,0.35914,0.23166,0.20475,0.30575,-0.04217,0.61003,0.05659,0.27337,0.17587,0.02098,-0.04946,0.61909,0.05458,0.28795,0.16936,0.0212
2216,0.1466,0.38177,0.9859,0.30191,0.55787,1.42358,0.38405,0.41337,1.45869,0.17883,0.59775,1.25277,0.36084,0.31681,1.27157,0.09105,0.5726,1.27367,0.30946,0.24561,1.27854,0.23714,0.43982,1.60342,0.21307,0.39526,1.60024,0.14196,0.36946,1.23953,0.09444,0.32643,0.94596,0.05833,0.48897,0.75771,0.1952,0.26753,0.73423,0.01986,0.59713,0.35857,0.23217,0.20416,0.30566,-0.04221,0.60977,0.05627,0.27332,0.17554,0.02083,-0.0495,0.61885,0.05436,0.2879,0.16906,0.02102
2217,0.14751,0.37983,0.98579,0.29694,0.56263,1.42478,0.38416,0.41424,1.45912,0.17559,0.59403,1.2512,0.36314,0.31699,1.27209,0.08908,0.56519,1.27089,0.31237,0.24519,1.27887,0.23642,0.43942,1.60368,0.21249,0.39478,1.6005,0.14262,0.36701,1.23954,0.09679,0.3243,0.94594,0.05947,0.48643,0.75736,0.19729,0.26632,0.73441,0.02003,0.59505,0.35798,0.23285,0.20362,0.30562,-0.04209,0.60956,0.05602,0.27321,0.17534,0.02065,-0.04937,0.61868,0.05428,0.28781,0.16887,0.02072
2218,0.14852,0.37802,0.98577,0.29189,0.56687,1.42598,0.38449,0.41607,1.45953,0.17228,0.59042,1.25029,0.36567,0.31852,1.27237,0.08748,0.55782,1.26868,0.31566,0.24587,1.27856,0.23558,0.43909,1.60397,0.21185,0.39435,1.60085,0.14349,0.36465,1.23974,0.09913,0.3222,0.94594,0.06048,0.48395,0.75708,0.19956,0.26526,0.73463,0.02031,0.59299,0.35742,0.23387,0.20319,0.30568,-0.04168,0.60927,0.05572,0.27324,0.17531,0.02059,-0.04897,0.61841,0.05416,0.28784,0.16884,0.0205
2219,0.14961,0.37635,0.98577,0.2865,0.57153,1.42731,0.385,0.41848,1.46022,0.16909,0.58703,1.2497,0.36839,0.32093,1.27278,0.08611,0.55067,1.26689,0.31913,0.24743,1.27813,0.23467,0.43877,1.60439,0.21118,0.39389,1.60138,0.1445,0.36256,1.23992,0.10146,0.32001,0.94593,0.0614,0.48133,0.75685,0.20195,0.26431,0.73481,0.02064,0.59093,0.35689,0.23507,0.20296,0.30575,-0.04118,0.60887,0.0553,0.27344,0.17537,0.02066,-0.04852,0.618,0.0539,0.28804,0.1689,0.02043
2220,0.15071,0.37472,0.98572,0.28094,0.57695,1.42879,0.38541,0.42067,1.46144,0.16627,0.58401,1.24925,0.37127,0.3233,1.27366,0.08496,0.54408,1.26547,0.32259,0.24916,1.27808,0.23374,0.43835,1.60484,0.21044,0.39336,1.60193,0.14554,0.36075,1.23992,0.10385,0.31761,0.94589,0.06226,0.47844,0.75659,0.20437,0.26338,0.73486,0.02076,0.58873,0.35633,0.23626,0.20293,0.3057,-0.04076,0.60834,0.05478,0.27372,0.17536,0.02068,-0.04816,0.61745,0.0535,0.28832,0.16891,0.02037
2221,0.15179,0.37301,0.98562,0.27551,0.58274,1.43027,0.38553,0.42245,1.46302,0.16387,0.5813,1.24885,0.37419,0.32512,1.275,0.08406,0.53821,1.26446,0.32592,0.25042,1.27865,0.23277,0.43782,1.6052,0.20962,0.39276,1.60225,0.14658,0.35897,1.23977,0.10628,0.31498,0.94578,0.06303,0.47528,0.75629,0.2068,0.26228,0.7348,0.02055,0.58636,0.35575,0.23736,0.20291,0.30553,-0.04039,0.60763,0.05424,0.27396,0.17523,0.02055,-0.04785,0.61668,0.05299,0.28857,0.16881,0.02025
2222,0.15288,0.37115,0.98551,0.27034,0.58828,1.4317,0.38547,0.4243,1.46453,0.16173,0.57874,1.24856,0.37691,0.32659,1.27655,0.08339,0.5329,1.26386,0.32898,0.251,1.27982,0.23174,0.43725,1.60537,0.20885,0.39206,1.6023,0.14769,0.35701,1.23962,0.10873,0.31226,0.94563,0.06376,0.47202,0.75593,0.20921,0.261,0.73472,0.0202,0.58387,0.35515,0.23834,0.20272,0.30531,-0.03992,0.60669,0.05369,0.27409,0.17504,0.02035,-0.04746,0.61567,0.05243,0.28873,0.16866,0.02011
