	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d
	R_KNEE_MOMENT	R_KNEE_MOMENT	R_KNEE_MOMENT	L_KNEE_MOMENT	L_KNEE_MOMENT	L_KNEE_MOMENT	R_HIP_MOMENT	R_HIP_MOMENT	R_HIP_MOMENT	L_HIP_MOMENT	L_HIP_MOMENT	L_HIP_MOMENT	R_ANKLE_MOMENT	R_ANKLE_MOMENT	R_ANKLE_MOMENT	L_ANKLE_MOMENT	L_ANKLE_MOMENT	L_ANKLE_MOMENT	WAIST_JOINT_MOMENT	WAIST_JOINT_MOMENT	WAIST_JOINT_MOMENT	NECK_MOMENT	NECK_MOMENT	NECK_MOMENT	L_SHOULDER_MOMENT	L_SHOULDER_MOMENT	L_SHOULDER_MOMENT	R_SHOULDER_MOMENT	R_SHOULDER_MOMENT	R_SHOULDER_MOMENT	L_ELBOW_MOMENT	L_ELBOW_MOMENT	L_ELBOW_MOMENT	R_ELBOW_MOMENT	R_ELBOW_MOMENT	R_ELBOW_MOMENT	L_WRIST_MOMENT	L_WRIST_MOMENT	L_WRIST_MOMENT	R_WRIST_MOMENT	R_WRIST_MOMENT	R_WRIST_MOMENT
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1																																										
2																																										
3	-21.70477	-3.70544	-0.65435	-16.89710	1.60922	1.44247	-6.44748	-25.96892	-1.62407	-0.71408	-4.66311	2.17728	-52.53151	28.52426	-2.33341	-17.74306	0.23949	0.65981	18.93820	-2.24933	-3.93789	-9.51906	25.10995	-1.75963	0.68193	-1.58461	-0.98791	2.85792	-9.97950	-1.67188	0.20832	-2.14480	-0.95380	2.99225	-0.52004	-3.16206	-0.02276	-0.19235	-0.15670	0.01665	-0.20223	-0.57256
4	-21.55977	-4.77901	-0.36070	-17.32497	1.64449	1.50777	-11.11586	-31.59744	0.25098	-7.09660	-2.25614	2.82970	-53.19918	28.78905	-2.33135	-18.25049	0.20790	0.75971	1.54593	-3.58870	-0.57890	-7.02722	16.01485	6.13100	-0.83731	0.48078	-0.40143	5.39840	-7.59645	0.12064	0.35714	-2.75628	-1.15080	3.89679	0.02981	-1.47476	0.02609	-0.31943	-0.08915	0.22112	-0.07895	-0.03393
5	-21.57329	-5.43617	-0.19096	-18.71265	1.78950	1.36705	-17.90543	-34.12460	1.97905	-16.19037	5.21143	2.57603	-53.88163	28.91252	-2.37746	-18.56237	0.14557	0.87823	-21.92479	6.14244	1.32320	6.79932	1.42214	6.22541	2.04225	0.80292	0.59550	2.92809	-0.80362	0.96160	0.63173	-2.98418	0.24102	3.57222	0.72229	0.94354	0.10280	-0.28782	0.14045	0.45837	0.05666	0.33137
6	-21.77153	-5.60459	-0.30169	-18.49265	2.42526	1.32717	-18.68622	-32.53276	1.66914	-15.27780	12.98381	2.53792	-54.73868	29.13683	-2.47420	-18.89803	0.07048	0.97295	-21.68762	18.84175	1.53622	21.26024	-6.17413	0.09931	7.30632	-0.60438	0.42332	-0.79731	2.58357	1.00822	0.82993	-3.08753	1.32777	2.76095	1.18088	2.18284	0.13135	-0.19479	0.17656	0.54937	0.17531	0.41379
7	-21.98645	-5.65228	-0.43443	-17.95764	2.62992	1.38755	-14.24868	-29.82574	0.55831	-10.54543	14.70914	2.91187	-55.76420	29.71650	-2.54758	-19.48521	-0.01821	1.01564	-6.78005	23.26867	1.97050	24.13525	-8.73907	-3.80833	8.04505	-2.84763	-0.83278	-0.93814	-0.22892	0.78896	0.85909	-3.38301	0.59784	2.94641	1.35417	1.51174	0.11843	-0.23876	-0.05092	0.57261	0.27274	0.33335
8	-22.21571	-5.73036	-0.39065	-19.42369	0.93311	1.21523	-12.61543	-27.61525	0.51765	-12.27740	6.12790	2.15273	-56.86875	30.60665	-2.57655	-20.38653	-0.11513	1.03233	-2.75190	15.82981	0.47501	14.64632	-13.13027	-2.29327	1.91648	-3.78726	-1.58173	1.16697	-4.50629	0.01807	0.61898	-3.47948	-1.22439	3.62813	1.00376	-0.24902	0.06179	-0.36969	-0.29369	0.52212	0.21361	0.08815
9	-23.01857	-6.18259	-0.18567	-22.03282	-1.73817	0.77121	-19.63699	-26.28667	1.62806	-20.49397	-5.20218	0.13142	-57.89818	31.43963	-2.64675	-21.23800	-0.18579	1.05698	-21.36228	5.32756	-3.77432	7.66296	-15.78416	1.08704	-5.97246	-2.10732	-1.24846	1.68625	-4.95858	-0.86593	0.19210	-2.84697	-2.70177	3.49146	0.30710	-1.19978	-0.02671	-0.39549	-0.41446	0.33853	-0.01481	-0.17235
10	-24.38160	-7.40687	0.04565	-22.70517	-2.38036	0.56263	-31.31397	-27.57657	2.58261	-26.51207	-6.33262	-0.97164	-58.78685	31.97293	-2.81514	-21.57471	-0.14469	1.14229	-47.76242	2.71208	-6.84752	11.76230	-8.70903	1.36174	-6.67046	-0.03968	-0.30363	0.05160	-1.69521	-0.91073	0.03441	-1.98311	-2.15548	2.57090	-0.05091	-0.42716	-0.04680	-0.28980	-0.30438	0.11916	-0.19404	-0.18976
11	-24.80842	-8.57058	0.02609	-20.14963	-0.16504	0.93069	-36.82664	-31.01384	2.18312	-23.02479	3.21130	0.22364	-59.65818	32.40464	-2.97470	-21.43391	0.06032	1.32268	-54.62433	10.04364	-5.86024	14.26611	4.23806	-2.85923	2.52982	0.01672	0.74865	-1.46624	2.00461	-0.19418	0.36285	-1.81226	0.77005	1.81655	0.14749	1.03231	0.04214	-0.16644	0.07864	0.00561	-0.19504	-0.00312
12	-23.09518	-8.90646	-0.32634	-17.02567	1.98734	1.47388	-29.50389	-34.04254	0.70772	-12.85411	10.61130	2.35614	-60.67163	33.04167	-3.02061	-21.36596	0.27072	1.49732	-32.58655	17.10679	-2.32284	5.57479	8.44479	-6.81627	11.61311	-0.81895	1.30653	-1.57279	4.46555	0.83069	0.82366	-2.57102	3.18802	1.46227	0.55665	2.24756	0.15192	-0.18084	0.42160	-0.01641	-0.09453	0.23156
13	-20.43604	-9.44328	-0.58066	-16.38842	1.79914	1.68766	-14.64346	-36.93544	-0.17970	-5.55337	8.57800	3.46499	-61.78078	33.87220	-3.01263	-21.68557	0.30711	1.56419	-0.26905	12.76571	1.57158	-3.11911	-2.98150	-3.79548	10.07224	-0.76003	0.98311	-0.15461	4.02566	1.52106	1.00707	-3.66072	2.35486	1.76208	0.90668	2.45968	0.18901	-0.37058	0.37529	0.10083	0.03564	0.34376
14	-19.50980	-10.62194	-0.38229	-17.50806	-0.29864	1.37545	-6.47182	-40.05964	0.47790	-6.36998	0.61633	2.57857	-62.74763	34.61397	-3.02759	-22.05262	0.22735	1.53315	14.66752	-2.11435	4.16582	1.15429	-15.36367	6.32832	1.34816	-0.42775	0.14741	2.49542	-1.52789	1.01849	0.79956	-4.08242	-0.38157	3.06751	1.07795	0.67641	0.12990	-0.53058	0.03577	0.41049	0.17847	0.15324
15	-21.38677	-10.85987	-0.05239	-18.06630	-2.77779	0.74036	-13.15785	-40.32512	1.49084	-11.33314	-8.25006	0.29844	-63.49615	35.03956	-3.05622	-22.15347	0.17710	1.44957	3.79417	-16.97372	3.44056	14.37434	-8.02176	14.61534	-3.12176	-0.85628	-0.36691	4.62612	-9.47881	-0.52191	0.53726	-3.72792	-1.68530	4.40407	0.94052	-2.29929	0.05476	-0.52244	-0.22234	0.69545	0.26247	-0.24517
16	-23.88636	-9.59586	-0.12876	-17.68461	-3.31494	0.57254	-26.38373	-36.03445	1.00772	-12.96117	-11.83545	-0.57110	-64.18415	35.21208	-3.07696	-22.11706	0.23428	1.41586	-14.86361	-18.36063	-0.34046	22.46077	12.15084	12.83118	-0.22714	-0.03832	0.29932	3.95782	-12.23275	-1.68924	0.57717	-3.12708	-0.57037	4.24386	0.56890	-3.66820	0.07061	-0.42762	-0.19160	0.68015	0.22184	-0.44436
17	-24.27243	-9.00514	-0.50249	-17.39921	-1.30829	1.13064	-33.17473	-32.35569	-0.80925	-9.84631	-6.50212	1.21636	-64.90104	35.38712	-3.10392	-21.99592	0.34323	1.46566	-22.94635	-3.72350	-4.89084	20.82376	16.46256	3.31899	3.38495	2.83514	1.78110	1.52552	-6.32452	-1.19071	0.80935	-2.61738	1.09741	2.92875	0.38327	-1.84820	0.16502	-0.33717	0.04199	0.45302	0.11251	-0.17781
18	-22.36293	-10.67858	-0.61676	-17.38390	1.43266	1.74991	-31.56913	-34.72971	-1.80286	-6.25233	5.37010	3.72320	-65.58579	35.70238	-3.13749	-21.57771	0.41320	1.52950	-21.26208	18.56834	-7.37199	17.07825	-4.62645	-6.12838	2.99078	3.07469	1.95877	0.81069	2.74208	0.29635	0.95013	-2.45136	1.21915	2.11316	0.53401	1.07558	0.22652	-0.24964	0.24114	0.28367	0.01206	0.21438
19	-20.47837	-13.07791	-0.26615	-17.50397	3.13167	1.93521	-29.77202	-39.50975	-0.30282	-6.73036	17.43089	5.00675	-66.24311	36.06331	-3.15798	-20.95094	0.48814	1.61692	-23.57714	40.81376	-5.36174	14.53577	-30.63582	-11.03780	0.43808	-1.60142	0.18895	1.44846	7.05349	0.59564	0.97289	-2.82410	-0.09359	2.12241	0.63927	1.90787	0.22462	-0.21267	0.29102	0.18036	-0.06212	0.21547
20	-20.89670	-13.96323	0.29152	-18.38026	2.32758	1.61059	-32.93933	-40.87496	2.78434	-12.46536	18.00458	3.65071	-67.00410	36.34582	-3.15788	-20.61116	0.62239	1.73219	-34.44338	45.68190	-1.38950	9.74011	-34.78528	-8.67947	-0.88582	-5.49511	-1.11264	0.63635	4.33783	-0.61997	0.95645	-3.57084	-0.98803	2.52063	0.58163	0.63382	0.19544	-0.32323	0.22593	0.14733	-0.07188	-0.06146
21	-22.69637	-12.91839	0.56552	-19.77232	-1.39322	0.82234	-34.78624	-40.21019	4.33551	-18.68385	0.07543	-0.98704	-67.86497	36.58774	-3.08000	-20.70176	0.74273	1.73008	-37.67126	14.75445	-1.98719	3.14468	-9.79323	0.44372	-0.44812	-4.95239	-1.07130	-0.34355	-0.93358	-0.92512	0.74569	-3.93539	-1.07233	3.00817	0.65654	-0.14453	0.10084	-0.47383	-0.01036	0.24444	0.00533	-0.10183
22	-23.22405	-11.69507	0.36457	-19.02404	-4.15359	0.25219	-30.56800	-40.95432	2.84516	-17.03066	-17.18312	-4.64562	-68.64023	36.84129	-2.92004	-20.55999	0.85023	1.60766	-22.69212	-23.23023	-5.84694	0.62970	17.99092	7.37064	0.52705	-3.85377	-1.52671	1.96077	-2.15220	1.03527	0.28897	-3.48693	-1.43708	3.30769	1.01944	0.86216	-0.06377	-0.47525	-0.36503	0.38535	0.11198	0.16393
23	-21.78946	-11.64249	-0.08456	-15.73184	-2.67367	0.44992	-25.71544	-39.57109	0.06499	-9.45602	-10.84906	-2.28589	-69.25244	37.09588	-2.78366	-19.68029	0.94295	1.49606	-7.98470	-16.23033	-5.13177	8.23769	16.23162	4.50534	1.69136	-4.05269	-2.30128	5.67994	1.53450	3.10999	0.06539	-3.14826	-1.79708	3.29934	1.37655	2.28771	-0.13813	-0.44005	-0.51688	0.44113	0.15571	0.35434
24	-19.36903	-12.34785	-0.50497	-13.55271	0.39788	1.04820	-23.36943	-34.60215	-1.84644	-5.56680	8.00506	3.71745	-69.85474	37.41457	-2.71188	-18.63724	0.94209	1.42351	-7.41069	24.31789	0.23876	22.56581	-6.42962	-2.40830	3.17915	-2.18317	-1.20523	5.02763	2.84451	2.45192	0.40088	-3.30311	-0.84096	3.12882	1.20245	2.01646	-0.01955	-0.43938	-0.25892	0.39136	0.09598	0.24968
25	-17.54730	-14.01044	-0.44241	-13.89900	0.70853	1.24296	-22.15282	-36.34532	-1.74328	-4.88728	10.89909	5.76899	-70.59431	37.82153	-2.69543	-18.15345	0.85472	1.34269	-7.60137	32.56832	1.87486	29.92080	-13.97337	-2.48318	4.32531	2.00344	1.82456	-0.79775	-3.38217	-0.81022	1.00036	-3.26671	1.41757	3.01629	0.48476	-0.33565	0.18711	-0.34108	0.27310	0.30451	0.00582	-0.02143
26	-17.35429	-15.88062	0.18045	-13.97501	-1.43134	0.73958	-23.14254	-46.38578	0.34036	-1.63265	-3.51506	1.20910	-71.32277	38.26316	-2.67573	-17.81524	0.84632	1.26161	-0.22818	-1.30233	-2.37703	23.17274	2.67418	5.34490	3.74539	4.14928	4.00389	-5.59599	-10.87994	-3.50123	1.32707	-2.97227	2.96413	2.77360	-0.11412	-2.61886	0.29866	-0.18129	0.67329	0.20321	-0.02184	-0.21815
27	-18.65850	-16.37954	0.83588	-12.63750	-2.82454	0.06374	-29.05977	-52.48118	2.86224	2.00457	-12.79225	-4.19135	-71.88596	38.70859	-2.61844	-16.94688	1.00215	1.22962	0.98175	-23.30029	-5.71437	10.63863	18.33910	11.70826	1.38642	1.96819	2.96804	-4.31201	-10.70382	-3.05806	1.11299	-2.95210	1.93431	2.36565	-0.09955	-2.59857	0.22057	-0.14569	0.54609	0.12048	-0.00663	-0.22416
28	-20.10610	-15.50635	0.98113	-12.08349	-2.22507	-0.00810	-36.61781	-48.18560	3.52119	0.75497	-6.42946	-3.44203	-72.41833	39.15593	-2.53718	-15.96923	1.16164	1.22658	-10.36894	-6.73938	-3.35501	3.21069	10.79021	8.72631	-0.32207	-1.63944	-0.08342	0.60899	-4.51833	-0.61370	0.62486	-3.10630	-0.60686	2.35928	0.32511	-0.79543	0.04828	-0.25303	-0.01182	0.17860	-0.00536	-0.11155
29	-20.26659	-14.43913	0.59194	-13.61437	-2.28236	0.10943	-40.03707	-38.50898	1.80391	-6.42071	1.11650	1.13271	-72.94087	39.47122	-2.41833	-15.54864	1.02654	1.03544	-25.70626	17.76883	-0.48480	1.95656	-13.12316	0.03199	0.11544	-2.30283	-1.63940	4.27585	-0.01061	1.16825	0.37625	-2.91081	-1.79970	3.03100	0.75103	0.63668	-0.02275	-0.35950	-0.40757	0.44150	0.02370	-0.00623
30	-19.55630	-14.60303	0.28177	-14.27721	-3.34963	-0.14954	-40.67290	-32.52993	-0.02862	-10.80532	-0.38689	2.50080	-73.22526	39.44881	-2.29837	-15.26555	0.68922	0.67856	-33.18367	22.24835	-3.56546	0.08368	-23.50811	-5.28916	1.37848	-0.32474	-0.73215	5.15213	0.82774	1.46088	0.57155	-2.49561	-0.97124	3.66786	1.02304	0.89377	0.07848	-0.38292	-0.32120	0.73123	0.11369	0.03626
31	-18.74269	-15.65074	0.36060	-12.46141	-2.57597	-0.24012	-39.82647	-33.31075	-0.26656	-5.29224	-3.80859	0.08618	-73.23871	39.24137	-2.18382	-14.54525	0.55969	0.49146	-24.29356	15.56280	-8.84409	-5.35137	-4.73223	-5.56499	2.41032	-0.05831	0.08125	3.13794	0.51256	0.80778	0.90408	-2.50949	-0.05834	3.37931	1.05324	0.67249	0.19981	-0.36841	-0.09437	0.71876	0.16317	0.02431
32	-18.00933	-16.23227	0.60879	-10.07521	-0.34076	0.12876	-37.09842	-37.71509	0.61654	5.01002	-3.10431	-1.58536	-73.21534	39.22338	-2.03109	-13.52991	0.66736	0.54239	-5.63108	12.22283	-8.71133	-5.48161	18.16229	-3.21700	3.33694	-1.09358	-0.15452	-0.19349	-0.76996	-0.21178	0.93215	-3.03151	0.01356	2.55668	0.80917	0.25821	0.16417	-0.37819	-0.04766	0.39308	0.10715	-0.01047
33	-17.91924	-16.35630	0.88804	-8.86436	0.10622	0.27621	-36.74360	-41.66280	1.68619	8.72403	-1.88526	-1.07895	-73.26890	39.44459	-1.89383	-12.55261	0.62278	0.54999	-0.14573	10.85546	-4.29269	6.93233	11.58905	2.31693	3.78825	2.04644	0.93573	-1.73689	-3.24168	-0.79794	0.59810	-3.20939	0.60193	2.08097	0.58107	-0.26734	0.00691	-0.36336	0.00838	0.08107	0.06362	0.01418
34	-18.75584	-16.89726	1.15841	-8.65544	-2.08216	-0.30652	-39.99609	-43.29556	2.33694	4.30440	-4.32704	-1.29802	-73.30152	39.58375	-1.89238	-11.70839	0.26465	0.35522	-12.02855	7.39550	-3.02941	20.33921	-15.72541	7.86263	3.15984	6.90807	3.02816	-0.74225	-4.33440	-0.69658	0.31851	-2.76715	1.69339	2.00983	0.58146	-0.58130	-0.08885	-0.30285	0.14485	0.00011	0.08802	0.03078
35	-19.24786	-17.73051	1.21104	-8.37725	-4.39795	-1.21600	-40.10348	-43.38404	2.23331	1.23448	-7.70506	-3.96453	-73.20086	39.36958	-2.00351	-10.87351	-0.06171	0.11034	-17.99290	6.28452	-6.38652	19.58481	-25.14565	7.54837	1.35699	3.64733	1.83617	1.35591	-2.33168	-0.42985	0.44585	-2.79818	0.68568	2.10021	0.61144	-0.60953	-0.04025	-0.34173	-0.02436	0.08015	0.05875	-0.10913
36	-18.51350	-18.26195	1.05996	-7.75342	-4.21887	-1.56673	-35.25648	-44.88879	1.83554	3.73768	-6.24458	-6.13788	-72.98928	38.89557	-2.06912	-9.93977	-0.01868	0.01761	-9.10071	10.82650	-7.31275	10.24840	-9.30667	5.98234	-0.90899	-5.75730	-2.23728	3.25705	0.22522	-0.05848	0.77123	-3.51802	-2.23701	2.29345	0.51224	-0.35801	0.05633	-0.44949	-0.42255	0.11961	-0.06104	-0.24184
37	-17.77244	-18.46382	1.04021	-8.29260	-2.26291	-0.99118	-33.28468	-48.91535	1.68212	4.48574	-1.53770	-4.21183	-72.76809	38.49940	-1.98246	-9.14261	0.18302	0.05642	-4.22248	14.31597	-1.81074	8.22786	0.04944	12.38624	-1.95581	-7.96339	-2.99329	4.40600	0.07401	0.66334	1.06179	-3.59306	-2.81479	2.84980	0.55809	0.15792	0.15338	-0.37233	-0.30145	0.16033	-0.10037	-0.10085
38	-17.94725	-18.29047	1.15626	-10.74724	-1.31918	-0.10611	-38.52959	-50.70222	1.51418	-2.60391	0.21968	0.70119	-72.51520	38.31634	-1.77356	-8.63857	0.14475	0.07204	-16.78824	13.37744	4.72102	14.42951	-12.70467	19.95658	-0.80241	-1.07458	0.53161	4.29621	-1.60315	1.15469	1.39184	-2.54891	-0.18507	3.75249	0.94502	0.62182	0.29247	-0.09540	0.33821	0.40003	0.03452	0.15846
39	-18.48002	-17.74680	1.17895	-12.42990	-2.33787	0.11445	-46.35764	-46.04161	1.55784	-11.51845	-0.61970	3.95970	-72.13494	38.16354	-1.58916	-8.02390	-0.14444	-0.00530	-35.97953	15.59489	5.90023	18.22808	-27.88420	12.24934	1.63497	2.80582	2.12283	1.73047	-1.35936	0.61198	1.65073	-1.82123	1.29756	3.92140	1.29441	0.81318	0.39876	0.01371	0.51836	0.64093	0.18958	0.23227
40	-18.90555	-17.09898	1.13989	-10.94925	-3.73790	-0.47150	-50.10731	-38.02092	2.55521	-12.53942	-0.35078	2.94346	-71.63336	37.94594	-1.52870	-6.98101	-0.42672	-0.11654	-42.85856	24.74212	1.84154	17.31016	-23.65206	-9.21909	3.12954	-2.08274	-1.12261	-2.33080	0.40784	-0.64137	1.50348	-2.69528	-0.79663	2.92750	1.21442	0.68131	0.31449	-0.33059	-0.15823	0.56675	0.20548	0.10370
41	-19.09909	-16.82956	1.17266	-6.85343	-3.27816	-0.90046	-46.37820	-34.88861	3.70998	-1.84540	1.64838	0.10991	-71.05644	37.78436	-1.53650	-5.75774	-0.51206	-0.14253	-26.65204	32.28408	-2.42512	13.83907	0.19299	-23.47346	2.33000	-7.53210	-4.71825	-3.58919	0.49070	-1.08861	0.88972	-3.98097	-3.65602	2.00216	0.92667	0.37433	0.04231	-0.74019	-0.93794	0.30115	0.12656	-0.01681
42	-18.94427	-17.33137	1.23141	-2.77389	-1.78301	-0.73889	-37.36551	-40.75394	3.22878	14.67203	0.23376	-2.35548	-70.37286	37.69172	-1.51611	-4.78986	-0.47011	-0.09848	5.31718	25.21166	-4.92756	5.54372	22.82480	-17.73332	0.24224	-6.71941	-4.51366	0.02998	-1.70322	0.00270	0.53366	-4.34885	-4.10043	2.11068	0.78337	0.17613	-0.13626	-0.73746	-1.02314	0.15139	0.06945	0.03210
43	-18.85075	-18.69312	1.31504	-0.35844	-1.71184	-0.57128	-30.31039	-50.70293	1.21230	27.35098	-6.26716	-4.42294	-69.47906	37.43830	-1.45973	-4.06391	-0.47045	-0.09650	32.53052	7.68098	-6.54272	-6.35559	23.23353	-2.76549	-1.21469	-3.50295	-2.13948	4.78006	-3.31148	1.29353	0.79905	-3.52424	-2.58436	2.62521	0.67314	0.10542	-0.06198	-0.27807	-0.47754	0.16062	0.03437	0.16466
