	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedTeepE2.c3d
7	-4.48266	-3.26506	8.18342	-0.74625	7.35145	-42.25195	2.72195	-2.20668	8.52778	2.89793	4.03487	-42.61372	2.72196	-2.20668	8.52778	2.89792	4.03487	-42.61372	14.35013	2.77807	-19.66722	-10.90985	7.82258	-39.12440	15.91155	2.41985	-19.74094	-3.84857	5.42403	-40.09901	-7.30566	2.50655	-33.11089	-0.46915	0.00006	-31.61061	10.58968	-4.58308	-52.13401	-1.81390	11.24670	-51.40336	10.04144	10.59960	-79.19440	-8.75932	-14.86230	13.19324	79.51788	-78.52645	-106.49017	72.52586	11.28454	78.76112	62.75246	-70.76913	-122.37617	73.98706	6.14459	78.64082
8	-5.31469	-3.29102	8.13302	-0.83430	7.27490	-42.31668	2.80741	-2.10191	8.51579	2.91005	3.85849	-42.68019	2.80741	-2.10190	8.51579	2.91004	3.85849	-42.68019	14.24929	2.79564	-19.63892	-11.02342	7.99929	-39.04227	16.18194	2.46111	-19.73384	-3.61673	5.34850	-40.07487	-7.35611	2.53845	-33.02248	-0.49237	0.00927	-31.51607	10.46668	-4.68204	-51.94780	-1.98355	11.11011	-51.24031	10.23004	10.63213	-79.33167	-8.79152	-14.80527	13.23796	78.37391	-78.56726	-108.38003	72.46003	11.32725	78.31462	62.05975	-70.31577	-123.78797	74.24409	6.44922	78.13931
9	-6.06707	-3.46076	8.06957	-0.91333	7.07172	-42.34228	2.85809	-2.15941	8.50804	2.81894	3.66298	-42.69167	2.85809	-2.15941	8.50804	2.81894	3.66298	-42.69167	14.14882	2.81177	-19.61169	-11.16249	8.16727	-38.91900	16.43955	2.52880	-19.72863	-3.37059	5.29969	-40.01950	-7.28943	2.53949	-32.92719	-0.53133	0.02041	-31.43327	10.38797	-4.80837	-51.83030	-2.08896	10.96149	-51.15159	10.48009	10.64601	-79.54884	-8.86239	-14.86732	13.35030	76.74182	-78.63570	-110.74114	72.37617	11.43633	76.79854	61.14728	-70.06776	-125.43427	74.70086	7.00378	76.52776
10	-6.30656	-3.65564	8.03701	-0.89683	6.81374	-42.34164	2.75755	-2.33648	8.51179	2.65569	3.57005	-42.66334	2.75755	-2.33648	8.51179	2.65569	3.57005	-42.66334	14.06142	2.84467	-19.48633	-11.30543	8.31137	-38.68333	16.65602	2.57647	-19.62243	-3.13089	5.26626	-39.85210	-7.09476	2.50087	-32.85317	-0.57734	0.04758	-31.37271	10.35658	-4.91340	-51.79776	-2.12483	10.85193	-51.14246	10.51135	10.65409	-79.59352	-8.93259	-14.98663	13.45419	75.67426	-78.57767	-111.88775	72.34634	11.54477	75.33833	59.84582	-70.15308	-126.82465	75.00459	7.47582	74.99999
11	-6.18600	-3.86169	8.05764	-0.92704	6.64697	-42.30157	2.57006	-2.58317	8.55083	2.48557	3.53604	-42.60463	2.57006	-2.58317	8.55083	2.48557	3.53605	-42.60463	13.99265	2.88188	-19.39617	-11.43148	8.42923	-38.35250	16.83389	2.59863	-19.54809	-2.89998	5.23079	-39.58375	-6.88848	2.44709	-32.83496	-0.62764	0.09073	-31.33179	10.36356	-4.93702	-51.71169	-2.14028	10.81033	-51.06242	10.26289	10.64733	-79.37320	-8.97692	-15.03609	13.49728	75.63805	-78.35258	-111.38964	72.39170	11.60876	75.05104	57.91108	-70.52984	-128.21579	74.93353	7.62413	74.72397
12	-6.25288	-4.08533	8.08990	-1.15593	6.64977	-42.22210	2.45376	-2.80691	8.61429	2.36416	3.44910	-42.53214	2.45377	-2.80691	8.61429	2.36416	3.44910	-42.53214	13.94869	2.90309	-19.52999	-11.53226	8.53682	-38.04064	16.99900	2.62199	-19.69645	-2.67038	5.17894	-39.32787	-6.82465	2.42221	-32.87246	-0.67271	0.12611	-31.29614	10.38831	-4.85909	-51.44725	-2.19050	10.82918	-50.78336	10.02566	10.61745	-79.09624	-9.00134	-14.99411	13.50245	75.80617	-78.08396	-110.62865	72.48867	11.65097	75.94333	55.55732	-70.90264	-129.95213	74.47083	7.46467	75.70252
13	-6.77405	-4.27395	8.07245	-1.53223	6.71650	-42.14804	2.47131	-2.91452	8.65333	2.27185	3.26474	-42.47924	2.47132	-2.91452	8.65333	2.27185	3.26474	-42.47924	13.92139	2.91330	-19.85330	-11.60778	8.66235	-37.83901	17.18698	2.65199	-20.03572	-2.43338	5.09964	-39.17749	-6.95320	2.45063	-32.91965	-0.69454	0.12660	-31.26074	10.38974	-4.68081	-51.03726	-2.30721	10.91376	-50.33768	10.09372	10.56917	-79.02440	-9.01497	-14.93082	13.53732	75.14113	-77.92680	-110.89695	72.59283	11.72623	77.72149	53.49097	-70.96909	-131.59898	73.68163	7.15701	77.60990
14	-7.46619	-4.41426	8.01479	-1.78116	6.65229	-42.13176	2.54847	-2.94591	8.65927	2.14097	3.09455	-42.46525	2.54848	-2.94591	8.65927	2.14097	3.09456	-42.46525	13.88796	2.93287	-20.13011	-11.67586	8.80494	-37.68514	17.41426	2.67728	-20.33174	-2.17425	4.99906	-39.07649	-7.16882	2.49355	-32.93371	-0.69516	0.09615	-31.23249	10.29991	-4.43618	-50.61248	-2.52147	11.05883	-49.86196	10.39775	10.51471	-79.16428	-9.01012	-14.87536	13.64594	73.68724	-77.89342	-112.07108	72.64696	11.86056	80.15192	52.30022	-70.74283	-132.50131	72.75070	6.89439	80.16962
15	-7.97838	-4.52156	7.99107	-1.66360	6.44844	-42.16964	2.59893	-2.97026	8.68413	1.99381	3.12788	-42.47516	2.59893	-2.97026	8.68413	1.99381	3.12788	-42.47516	13.85047	2.95472	-20.23248	-11.76707	8.92515	-37.41702	17.65436	2.70981	-20.45525	-1.89596	4.91716	-38.87018	-7.32759	2.49504	-32.88758	-0.70514	0.06335	-31.18535	10.06634	-4.22275	-50.27397	-2.85466	11.19170	-49.47814	10.66587	10.45871	-79.31633	-8.98527	-14.80787	13.82629	72.44685	-77.89410	-112.92140	72.62409	12.04238	82.24696	51.70772	-70.45660	-132.69551	71.99094	6.79318	82.35528
16	-8.20402	-4.51894	8.05374	-1.28508	6.28612	-42.20134	2.58043	-2.92411	8.75586	1.91523	3.37966	-42.47112	2.58043	-2.92411	8.75586	1.91523	3.37966	-42.47112	13.84498	2.94722	-20.20396	-11.88929	8.99763	-36.97107	17.86919	2.77730	-20.44622	-1.64803	4.91875	-38.49392	-7.36065	2.43840	-32.72636	-0.74409	0.03986	-31.05688	9.72520	-4.11919	-50.06119	-3.25690	11.24506	-49.24363	10.80612	10.40546	-79.35195	-8.94544	-14.74964	14.06811	72.11420	-77.87926	-112.51978	72.55939	12.26778	82.61830	50.91669	-70.31279	-132.72287	71.60754	6.79532	82.76884
17	-8.05108	-4.28422	8.18090	-0.98275	6.24310	-42.17161	2.44951	-2.71295	8.82354	1.89315	3.63560	-42.41935	2.44951	-2.71295	8.82354	1.89315	3.63560	-42.41935	13.88913	2.90911	-20.02933	-12.01858	9.03978	-36.47696	18.06316	2.88626	-20.28876	-1.48250	5.04514	-38.07137	-7.26982	2.32133	-32.40123	-0.78956	0.01216	-30.83329	9.38832	-4.08226	-49.95541	-3.62345	11.25732	-49.13033	10.91982	10.40365	-79.28272	-8.87821	-14.76167	14.35625	72.33762	-77.81231	-111.43036	72.49416	12.52567	80.98612	49.61840	-70.45725	-133.12640	71.55537	6.81186	81.14513
18	-7.51017	-3.83976	8.27141	-0.94153	6.27383	-42.08675	2.20076	-2.38091	8.79961	1.85875	3.74288	-42.33133	2.20077	-2.38091	8.79961	1.85875	3.74288	-42.33133	13.95134	2.88209	-19.62339	-12.13376	9.07995	-36.16222	18.27221	3.01053	-19.90107	-1.38061	5.25463	-37.82901	-7.09711	2.14371	-31.97756	-0.80253	-0.01941	-30.59358	9.13038	-4.00404	-49.88279	-3.90411	11.31720	-49.04039	11.05684	10.52335	-79.12662	-8.75883	-14.86103	14.64752	72.35477	-77.61780	-110.94116	72.42496	12.76330	78.62263	48.26244	-70.92547	-134.02847	71.69668	6.96499	78.76719
