Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1989,0.0005,0.00018,-0.00017,0.02502,0.00605,-0.00979,0.25318,0.0996,-0.07916,-0.00459,-0.00484,-0.00785,-0.00104,0.00134,-0.00127,0.00016,0.00058,-0.00034,0.00133,0.00039,-0.00171,0.00127,0.00037,-0.00255,-0.00029,-0.00036,-0.00066,0.0033,0.00305,0.00737,0.14045,-0.07757,0.03382,-0.02587,0.01512,0.01092,0.00047,0.00097,0.00288,0.00047,0.00097,0.00288,1e-05,0.0,1e-05,-0.1058,-0.02485,-0.04283,0.00288,-0.00566,-0.00333,0.00487,-0.00175,0.00402,0.00487,-0.00175,0.00402,1e-05,1e-05,1e-05,2.03516,-0.45804,-0.23898
1990,0.00056,0.00022,-0.00022,0.02804,0.00772,-0.0126,0.23368,0.10786,-0.07588,-0.00427,-0.00437,-0.00785,-0.00029,0.001,-0.00201,0.00012,0.00022,-0.00066,0.00224,-0.00042,-0.00201,0.00097,-0.0001,-0.00327,-6e-05,-0.00034,-0.00132,0.00481,0.00238,0.00671,0.13122,-0.07994,0.02918,-0.02506,0.01572,0.00999,0.00037,0.00118,0.00237,0.00037,0.00118,0.00237,1e-05,0.0,1e-05,-0.08793,-0.02751,-0.04523,-0.0015,-0.00259,-0.00321,0.0043,-0.00163,0.0035,0.0043,-0.00163,0.0035,1e-05,0.0,1e-05,2.18405,-0.46767,-0.26566
1991,0.00059,0.0002,-0.00023,0.03009,0.00671,-0.01275,0.23541,0.10479,-0.0614,-0.0035,-0.00407,-0.00758,0.00065,0.00068,-0.00241,-7e-05,-4e-05,-0.0009,0.00399,-0.0007,-0.00179,0.00075,-0.0004,-0.00381,0.0002,-0.00029,-0.00187,0.00632,0.00124,0.00681,0.11729,-0.08456,0.02214,-0.02316,0.01653,0.00842,0.00013,0.00137,0.00182,0.00013,0.00137,0.00182,1e-05,0.0,1e-05,-0.06528,-0.03465,-0.04293,-0.00487,0.00049,-0.00245,0.00332,-0.0013,0.00288,0.00332,-0.0013,0.00288,1e-05,-0.0,1e-05,2.4282,-0.50028,-0.25136
1992,0.0006,0.00014,-0.0002,0.03089,0.0038,-0.01115,0.25963,0.09214,-0.04016,-0.0024,-0.00407,-0.00709,0.00155,0.00035,-0.0025,-0.00033,-0.00023,-0.00106,0.00635,-0.00048,-0.00116,0.00084,-0.00058,-0.00418,0.0004,-0.00025,-0.00218,0.00747,0.00011,0.00691,0.10134,-0.09137,0.01319,-0.02064,0.01739,0.00644,-0.0002,0.00149,0.00126,-0.0002,0.00149,0.00126,0.0,-0.0,0.0,-0.03929,-0.04608,-0.03687,-0.00734,0.00355,-0.00115,0.00213,-0.00081,0.00227,0.00213,-0.00081,0.00227,2e-05,-1e-05,1e-05,2.74348,-0.56269,-0.21795
1993,0.00059,6e-05,-0.00016,0.03051,0.00041,-0.0092,0.29875,0.07771,-0.02206,-0.00106,-0.00438,-0.00645,0.00223,5e-05,-0.00245,-0.00051,-0.0004,-0.00112,0.00885,3e-05,-0.00042,0.00142,-0.00071,-0.00437,0.00047,-0.00026,-0.00215,0.00797,-0.00032,0.00618,0.08579,-0.09968,0.00331,-0.01786,0.01802,0.0043,-0.00055,0.0015,0.00066,-0.00055,0.0015,0.00066,-0.0,-0.0,0.0,-0.00923,-0.0604,-0.02968,-0.00966,0.00663,0.00033,0.00092,-0.00028,0.00168,0.00092,-0.00028,0.00168,2e-05,-1e-05,1e-05,3.09981,-0.65177,-0.20168
1994,0.00056,0.0,-0.00014,0.02917,-0.00214,-0.00775,0.3409,0.07332,-0.01776,0.00042,-0.00487,-0.00577,0.00267,-0.00011,-0.00234,-0.00059,-0.00057,-0.00107,0.01087,0.00061,0.00012,0.00253,-0.00079,-0.00427,0.00043,-0.00031,-0.00172,0.00787,0.00029,0.00428,0.07189,-0.10843,-0.00703,-0.01515,0.01812,0.00221,-0.00084,0.0014,-4e-05,-0.00084,0.0014,-4e-05,-1e-05,0.0,-0.0,0.02763,-0.07658,-0.02351,-0.01266,0.00969,0.00169,-0.00027,0.00026,0.00111,-0.00027,0.00026,0.00111,2e-05,-1e-05,0.0,3.48135,-0.75063,-0.23579
1995,0.00052,-3e-05,-0.00012,0.02729,-0.00323,-0.00674,0.37575,0.08741,-0.033,0.00186,-0.00544,-0.00524,0.00301,-2e-05,-0.00216,-0.00057,-0.00071,-0.0009,0.01192,0.00113,0.00032,0.00404,-0.00084,-0.0038,0.00034,-0.00029,-0.00094,0.0077,0.0017,0.00143,0.05964,-0.11652,-0.01853,-0.01286,0.01751,0.00019,-0.001,0.00129,-0.0009,-0.001,0.00129,-0.0009,-1e-05,0.0,-0.0,0.07452,-0.0948,-0.01854,-0.01684,0.01246,0.00291,-0.00163,0.00091,0.00048,-0.00163,0.00091,0.00048,2e-05,-1e-05,0.0,3.89936,-0.83598,-0.33679
1996,0.00049,-3e-05,-0.0001,0.02542,-0.00311,-0.00552,0.39847,0.11771,-0.06516,0.00307,-0.00603,-0.00503,0.00345,0.00022,-0.00187,-0.0005,-0.0008,-0.00065,0.01194,0.00149,0.00019,0.00565,-0.00082,-0.00303,0.00026,-7e-05,-4e-05,0.00795,0.00345,-0.00179,0.04861,-0.12324,-0.03181,-0.01132,0.01626,-0.00176,-0.00104,0.00125,-0.00185,-0.00104,0.00125,-0.00185,-1e-05,0.0,-1e-05,0.13457,-0.11644,-0.0136,-0.02233,0.01467,0.00412,-0.00345,0.00187,-0.00021,-0.00345,0.00187,-0.00021,1e-05,-1e-05,-0.0,4.38524,-0.88952,-0.49813
1997,0.00046,-1e-05,-6e-05,0.02408,-0.00255,-0.00362,0.41005,0.15095,-0.10399,0.0039,-0.00662,-0.00507,0.00405,0.00038,-0.00145,-0.00032,-0.00083,-0.00043,0.01142,0.00172,-0.00017,0.00699,-0.0007,-0.0023,0.00022,0.00027,0.00072,0.00871,0.00519,-0.00479,0.03828,-0.12857,-0.04565,-0.01055,0.01474,-0.00354,-0.00097,0.00132,-0.00271,-0.00097,0.00132,-0.00271,-1e-05,1e-05,-1e-05,0.21014,-0.14326,-0.00772,-0.02893,0.01626,0.00548,-0.00593,0.00327,-0.00089,-0.00593,0.00327,-0.00089,-0.0,0.0,-0.0,4.96939,-0.90704,-0.69353
