	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d
513	-10.10089	-0.13313	-0.02427	-0.93582	3.16043	-0.22635	-30.59335	-5.97842	-1.21947	-5.92696	13.71183	-0.41550	-0.15534	-0.11186	-0.04139	0.44418	0.10441	0.04737	-44.15374	13.05573	-5.49968	54.13919	28.82457	-9.46103	2.34574	0.31420	-4.12936	1.44640	-3.02314	-1.73753	1.59146	5.03740	-1.97113	2.10412	1.09083	0.89712	-0.11857	1.46656	-0.31118	0.20276	-0.07204	0.15757
514	-6.44670	-1.31539	0.64792	-0.19490	2.80925	-0.44719	-14.73378	-6.60858	-0.28009	1.41123	17.46334	-0.44872	0.06631	-0.15949	0.00793	0.44739	-0.03773	-0.10210	-14.61114	21.65642	-2.51321	40.81069	30.27569	-22.80403	5.28785	-1.46065	-6.13049	1.58904	-4.75222	-3.47367	-0.63631	5.19787	-1.97526	1.41163	1.83390	0.51184	-0.24717	1.06737	-0.27790	0.01109	0.01647	0.09149
515	-1.59011	-1.86838	0.99690	0.67095	1.40868	-0.33103	11.89671	-7.05633	2.96577	14.15950	10.82272	-0.58611	0.30935	-0.28745	0.02807	0.68196	-0.12735	-0.11921	35.56043	15.33866	3.99669	29.46762	38.99250	-23.85254	7.91453	-2.05047	-4.64158	2.80078	-4.48055	-4.41481	-0.79926	2.03536	-0.98033	0.22971	2.67463	-0.53606	-0.03817	-0.00645	-0.06195	-0.10322	0.27265	-0.10760
516	1.94231	-1.78578	0.99892	2.43751	-0.24737	-0.09374	30.18344	-9.90006	5.12904	23.69562	-2.12070	-0.88791	0.52101	-0.39173	0.09511	0.91554	-0.12157	-0.05952	70.59155	-8.51741	8.01585	27.28937	44.20167	-11.48586	6.49384	-0.85612	-0.38667	3.18734	-3.48670	-4.17391	1.04130	-2.15104	0.15658	-0.22762	2.72866	-0.99669	0.15199	-0.83765	0.10603	-0.05915	0.35825	-0.17615
517	1.71248	-1.77166	0.85125	3.87254	-1.30305	0.03076	24.87548	-14.28736	3.18536	22.65277	-10.46210	-0.85349	0.61109	-0.44410	0.15786	0.91740	-0.08005	-0.02701	61.15821	-31.35878	5.35808	26.68086	38.24505	1.65791	2.69232	0.83429	3.73561	2.79566	-2.43955	-3.16463	2.97263	-5.03740	0.86951	0.59155	2.52934	-0.46353	0.12526	-1.02893	0.13888	0.08152	0.31258	-0.07095
518	-2.02074	-1.77380	0.73924	3.35287	-1.35870	0.02305	0.87576	-15.35445	0.03030	12.14870	-8.35201	-0.33490	0.50320	-0.41901	0.11798	0.80688	-0.09625	-0.02911	15.80296	-33.22262	0.05866	29.03320	19.52759	6.78420	1.32131	1.98587	4.91485	2.86226	-0.75188	-1.45324	4.43079	-5.13616	0.77554	1.55745	2.37239	0.29020	0.18710	-0.71249	0.04285	0.12986	0.30078	0.02347
519	-5.77359	-1.18152	0.60973	1.52261	-1.03062	0.00889	-19.60445	-10.82307	0.00954	2.11840	-2.81460	-0.07121	0.29908	-0.35510	0.00848	0.77093	-0.14091	-0.01120	-23.41093	-19.39837	-1.91452	37.74663	-1.26485	6.06651	3.11793	2.08711	3.07595	4.35990	1.71977	0.96501	5.22995	-2.97657	0.12985	1.15305	1.76344	0.32639	0.48439	-0.28763	-0.08964	-0.02673	0.26312	-0.02389
520	-6.93173	-0.13300	0.33713	-0.32282	-0.81202	0.10525	-21.68937	-5.02106	2.16458	0.44724	-0.71914	-0.06929	0.15359	-0.29782	-0.04279	0.73706	-0.08105	0.03594	-26.86701	-6.11694	0.20322	44.15129	-1.73427	2.03422	5.05027	1.15810	0.03105	6.09580	3.18780	2.45035	3.90018	-0.29614	-0.43643	-0.16843	0.91922	-0.35327	0.61465	-0.07415	-0.13435	-0.23786	0.12326	-0.16676
521	-6.43665	-0.21347	0.38574	-1.59664	-0.29308	0.27160	-12.37867	-5.42306	3.23606	6.42892	0.44989	0.44381	0.09054	-0.32814	-0.03000	0.60716	0.07699	0.07553	-5.25780	-1.28880	3.15191	40.11812	20.92299	-4.72344	5.97304	0.11685	-2.44377	6.26229	2.15460	1.76799	1.34568	1.27742	-0.82756	-0.44967	0.65156	-0.66870	0.56612	-0.13003	-0.17257	-0.21243	-0.00932	-0.19635
522	-5.73549	-1.53030	0.78981	-1.40055	0.64224	0.27564	-6.32311	-11.06196	2.14079	15.96755	3.43537	0.96884	0.11528	-0.43699	-0.01676	0.47702	0.13684	0.06443	14.74562	-2.65351	1.95716	32.50489	37.12186	-10.79498	6.81465	-0.12629	-2.53125	5.30198	-0.35071	0.07874	0.39199	0.32394	-0.71524	0.81683	1.12533	-0.00175	0.74247	-0.52932	-0.20510	0.08969	-0.00756	0.00079
523	-4.80869	-2.38493	0.87095	0.52389	1.25091	-0.01075	-6.20677	-14.98942	-0.57136	24.12893	4.58408	0.15013	0.22501	-0.48065	0.00531	0.42798	0.01036	-0.01464	23.18125	-7.00524	-4.82329	28.12385	27.75598	-13.52310	6.89376	0.67068	0.57001	4.18900	-2.45241	-1.47700	0.82130	-2.87531	0.59473	2.30581	1.95533	0.87593	0.88742	-1.14305	0.07240	0.41567	0.12598	0.23980
524	-3.55932	-2.47606	0.63315	2.38696	0.78496	-0.35353	-4.81354	-16.12935	-3.26596	23.97776	0.00285	-1.85058	0.35677	-0.42837	0.06728	0.44795	-0.15348	-0.12585	24.25145	-16.49805	-10.86506	19.17335	12.28021	-13.83639	4.80072	2.51463	4.18383	2.51717	-3.42325	-3.33586	0.56298	-4.74880	2.14120	2.76706	3.00709	0.85563	0.38960	-1.19347	0.51927	0.50578	0.34510	0.23600
525	-3.67391	-3.01072	0.85036	1.86937	0.04231	-0.37095	-4.23928	-18.07819	-3.63024	13.26982	-5.11950	-2.86336	0.35032	-0.40402	0.10123	0.48682	-0.15312	-0.14666	14.50754	-28.39688	-9.76859	6.98758	16.49687	-11.27505	2.24912	4.73272	4.10184	0.84216	-3.06214	-4.80729	0.13413	-2.07371	1.67737	2.05340	3.79198	-0.01248	-0.42432	-0.14862	0.47501	0.32989	0.52769	0.00116
526	-6.10535	-4.07375	1.63780	-1.03195	0.28219	-0.02120	-12.03127	-19.42890	-1.23813	1.23666	-2.66363	-1.39301	0.14091	-0.46053	0.02446	0.42025	0.00537	-0.02804	-6.88859	-29.93923	-3.64210	7.89893	36.97097	-3.90111	1.76833	5.32115	0.80814	1.50050	-0.93181	-3.54984	0.05434	2.14848	-0.24373	0.95082	3.50046	-0.68284	-0.82938	1.00365	0.02158	0.09124	0.55640	-0.18581
527	-9.09444	-4.71104	2.29352	-2.88877	0.60111	0.24527	-25.42616	-16.67276	1.66638	1.26549	3.61008	0.65047	-0.07111	-0.58764	-0.13135	0.33757	0.07390	0.04472	-23.43318	-19.30259	-0.29551	21.22240	54.89818	3.79014	2.55489	3.41189	-2.12180	4.95345	2.22772	0.31520	-0.18972	3.77739	-1.38625	0.32882	2.36786	-0.63218	-0.58509	1.19648	-0.29338	-0.02576	0.47969	-0.20021
528	-10.37167	-4.38730	2.27375	-0.59089	-0.47003	0.04184	-34.26604	-12.47599	2.85756	15.23382	2.80631	0.07224	-0.05751	-0.72875	-0.22505	0.55992	-0.07226	-0.06895	-20.28178	-12.81474	-4.23756	27.38622	58.65127	2.42288	3.56186	1.31330	-2.89738	7.89556	3.72029	3.04776	-0.05229	3.01950	-1.21610	0.71313	1.50448	-0.12664	0.05857	0.71049	-0.28249	0.03704	0.36810	-0.11345
529	-8.36106	-3.59838	1.80435	4.13484	-1.80652	-0.40383	-28.87685	-12.58627	2.42577	32.15078	-5.17999	-2.95631	0.18115	-0.74952	-0.11655	1.02108	-0.20647	-0.20321	4.07981	-18.56976	-11.44480	19.72544	48.15187	-10.12740	5.70738	1.94735	-1.88233	6.41282	1.51210	1.41393	0.39457	1.53027	-0.45507	2.06809	1.67184	0.50289	0.46145	0.27083	-0.11889	0.23553	0.24755	0.01143
530	-4.50903	-3.49512	1.60488	7.14193	-1.32821	-0.67077	-12.35400	-17.18211	2.32580	42.39442	-9.38571	-5.20773	0.41386	-0.69184	0.09908	1.32989	-0.14052	-0.17312	36.34041	-23.88492	-14.28995	14.41707	34.49413	-22.91040	9.83649	5.50316	-0.40007	1.04209	-2.55657	-2.97563	1.50286	0.24028	0.02758	3.31625	2.46775	0.94585	0.49234	0.18399	-0.04337	0.40057	0.18486	0.11703
531	-3.48716	-4.46524	2.06126	7.10392	0.79922	-0.72510	-5.04835	-22.25740	4.23684	44.64804	-3.91217	-4.79292	0.43703	-0.76110	0.15273	1.44037	-0.01629	-0.05289	48.65467	-19.54724	-10.53628	22.89626	23.75705	-22.49272	12.88748	9.30966	1.24847	-2.69994	-3.86837	-4.76596	3.24627	-0.99092	0.19318	3.08257	2.68009	0.96614	0.39190	0.20750	-0.03295	0.37158	0.24001	0.15444
532	-6.56668	-5.27784	2.58907	5.43761	2.67834	-0.68092	-17.98437	-25.36190	6.47830	41.79257	4.79270	-2.90505	0.29174	-0.86986	0.00579	1.42614	0.02219	0.02665	29.43438	-15.09517	-6.03764	35.64962	13.87544	-10.17673	10.76757	10.58994	3.11520	-1.16746	-0.92361	-1.79633	3.71911	-2.20416	0.44253	1.31234	1.89909	0.65666	0.16428	0.07861	0.02289	0.15289	0.33740	0.14738
533	-10.02928	-3.51831	1.74722	3.60577	3.00565	-0.53284	-36.97798	-20.75340	3.69969	38.34901	6.99435	-1.85228	0.08906	-0.66007	-0.13606	1.08435	0.04978	0.07039	2.22722	-14.57384	-9.52371	37.47271	11.96190	-2.08546	5.93500	9.18543	3.63891	2.61391	2.13654	1.54950	1.40564	-2.40246	0.70923	-0.41126	1.22611	0.30229	-0.35509	0.00076	0.08431	-0.11480	0.32959	0.12508
534	-11.05025	0.94081	-0.68610	2.26189	2.52630	-0.30145	-43.11132	-4.45189	-5.11141	38.74294	2.55498	-2.20911	-0.08776	-0.18294	-0.18956	0.45878	0.16965	0.14929	-4.04749	-5.27231	-20.39189	27.18199	25.39998	-8.12900	4.64199	7.64571	1.32945	4.05008	1.16331	0.86269	-2.31143	-0.84277	0.65132	-0.38507	1.45198	0.19895	-1.07374	0.27219	0.09829	-0.19678	0.15440	0.11150
535	-8.26822	5.01825	-2.87332	1.85378	3.16578	-0.16758	-27.43875	16.08950	-12.34109	46.04402	1.48811	-1.96270	0.00276	0.09071	-0.14203	0.07985	0.33091	0.27057	24.44115	22.03474	-25.76801	16.45724	42.17883	-22.42278	8.51768	7.67095	-2.95780	2.88861	-2.52485	-2.34074	-4.62170	1.41325	0.23085	1.10829	1.91473	0.32456	-1.43382	0.59743	0.08717	-0.01043	-0.06977	0.11121
536	-3.83055	6.93140	-3.45239	3.20688	4.38563	-0.38906	-5.34407	29.47795	-11.98166	61.29213	7.26045	-0.20001	0.36038	0.01044	0.01864	0.29675	0.30781	0.24765	69.78671	54.38636	-21.17754	10.26252	44.30037	-36.54333	14.97908	8.54233	-7.45190	1.43735	-4.44525	-3.80893	-4.25110	2.71599	-0.36905	2.08858	1.66940	0.32800	-0.93945	0.53616	-0.01870	0.14107	-0.13954	0.04236
537	-1.07867	6.54796	-2.57770	6.19617	2.93933	-0.89506	0.37511	29.61844	-6.41482	76.81984	8.05381	-0.06050	0.68935	-0.20702	0.18470	0.89375	-0.03456	-0.11747	94.41278	62.62690	-16.71649	1.50120	29.65376	-46.02528	20.77217	9.43127	-10.21477	1.07894	-3.27387	-2.81355	-1.77747	2.10921	-0.86377	1.87305	1.14707	0.09321	0.14595	0.15045	-0.29384	0.06358	0.02563	-0.12198
538	-0.09172	4.67566	-1.34191	8.43667	-0.58513	-1.27105	-6.43095	20.62924	-1.56812	77.35029	-0.70882	-3.42352	0.79092	-0.31693	0.22425	1.43457	-0.39833	-0.58204	84.70273	43.08961	-16.90737	-9.08365	8.33033	-45.70281	22.76397	10.23950	-9.01190	1.25111	-1.46968	-2.06572	2.04413	-0.55478	-1.08530	1.63612	1.59653	-0.16214	1.16117	-0.28151	-0.58944	0.00008	0.32058	-0.23814
539	0.14440	1.88168	-0.32695	7.86607	-1.42386	-1.44054	-8.21946	7.91025	0.80129	58.97523	-5.41073	-6.70907	0.71922	-0.34407	0.12627	1.58293	-0.40459	-0.69719	58.84535	19.30245	-14.38495	-10.42314	-7.73450	-34.85475	21.16278	10.89663	-4.88904	0.80351	-0.18855	-2.08047	5.63471	-3.80854	-1.18267	1.96565	2.55373	-0.12055	1.65264	-0.60423	-0.68778	0.14933	0.51650	-0.15950
540	0.31237	-1.35882	0.56501	5.12676	1.86466	-1.59735	-0.25173	-4.19412	2.51798	36.43381	1.91036	-6.27232	0.66124	-0.46536	0.01817	1.25267	-0.08355	-0.37712	41.98387	7.61864	-5.88283	-0.37970	-8.94684	-22.66357	18.53530	10.85649	-3.27090	0.66268	1.60440	-0.96017	6.19743	-4.21139	-1.59096	2.46975	2.67423	0.25871	1.33458	-0.48951	-0.62802	0.39630	0.52712	0.02684
541	0.95036	-2.68567	0.85935	1.49552	6.08203	-1.53479	11.33142	-7.84965	3.19971	22.13986	12.37942	-2.96200	0.66833	-0.57803	0.03983	0.74179	0.32452	0.12750	42.01445	10.71078	2.66121	11.24698	1.19493	-18.12081	15.69074	9.69212	-6.52281	2.37886	3.56375	0.84378	3.18256	-0.54850	-2.22259	3.06294	2.35661	0.51216	0.29233	0.27371	-0.51325	0.54559	0.52261	0.06897
542	1.74112	-1.24615	0.28347	-2.14434	8.71374	-1.01689	19.74123	-3.97502	1.58032	11.44489	17.25520	0.96965	0.62365	-0.47833	0.14453	0.62099	0.69071	0.57065	42.74580	20.11890	8.55481	11.62737	5.94247	-19.84647	13.77340	7.92859	-10.81934	5.23313	4.14325	1.51877	0.18508	3.11823	-2.39797	3.48173	2.38199	0.29652	-0.54916	1.04875	-0.37986	0.48859	0.56755	-0.09373
543	1.55935	0.70764	-0.53519	-4.43117	9.59760	-0.31775	20.34420	-1.92158	-1.11169	-4.11867	18.17145	4.98854	0.44721	-0.22776	0.16761	1.10488	0.91518	0.83381	24.98061	23.79478	14.68477	-8.19727	-0.72209	-22.20398	15.23143	6.21938	-13.89131	8.03164	3.35107	1.77811	-0.00336	3.11506	-1.98964	2.95097	2.03537	0.02755	-0.32959	0.98011	-0.39559	0.29810	0.48109	-0.19409
544	-0.08289	1.04691	-0.78675	-4.08813	8.71559	0.10367	11.95051	-4.54688	-1.99156	-19.37395	18.15344	7.96127	0.26883	-0.12375	0.05050	1.74550	0.88011	0.87680	-6.92469	18.69247	20.18212	-42.10140	-4.43143	-27.07253	19.85533	4.74452	-17.91601	10.00816	2.06672	2.47506	0.08264	0.64071	-0.26285	1.84849	1.07739	0.22209	0.40836	0.02937	-0.42273	0.22706	0.22207	-0.02541
545	-2.03206	0.18264	-0.33380	-1.86846	5.98531	0.14691	0.18592	-4.98399	0.01249	-23.34549	14.68373	7.14310	0.28728	-0.29966	-0.07656	1.95753	0.62205	0.70209	-29.77823	13.56747	20.46360	-66.16090	5.83794	-38.64757	23.12188	3.23263	-24.54444	9.18115	0.90220	2.65438	-1.71229	0.01976	2.27184	1.56313	0.21832	0.75413	0.70309	-0.75347	-0.42315	0.37873	-0.07185	0.25451
546	-2.64629	0.05064	0.18303	-1.02700	2.27919	0.23617	-5.33715	2.89057	2.44848	-18.74410	6.65210	3.09444	0.48247	-0.53521	-0.06298	1.47842	0.24686	0.33615	-32.12519	17.78948	16.10967	-63.71701	19.51673	-48.49615	20.68459	0.04147	-30.84513	5.53394	0.86387	2.08151	-3.17613	2.33347	3.23502	1.83961	-0.24835	0.91948	0.46417	-0.58310	-0.62792	0.48849	-0.24161	0.32102
547	-1.83659	1.48703	0.11038	-3.84542	-0.28701	0.68390	-1.47651	14.37769	2.43844	-18.53467	0.89950	1.19667	0.61405	-0.54970	0.06895	0.49580	-0.15428	-0.09397	-26.10202	28.66358	14.39229	-42.67985	19.71306	-42.07926	12.59035	-5.53097	-31.89893	2.25512	1.63013	1.66620	-2.70034	4.64952	2.31963	0.92216	-0.69408	0.37852	0.09646	0.13507	-0.70580	0.21845	-0.27913	0.11553
548	-0.78286	2.59725	-0.32171	-7.75967	-0.52017	1.11635	6.97422	17.00753	0.69552	-25.97026	2.92495	4.09918	0.50300	-0.37461	0.13961	-0.45378	-0.44348	-0.39821	-23.91879	31.53384	19.82748	-15.40619	-1.00902	-19.74771	4.17846	-9.20145	-25.96781	1.15477	1.32464	1.49317	-0.51542	4.32127	-0.30832	-0.89614	-1.12881	-0.24076	0.04184	0.60416	-0.65011	-0.29560	-0.25169	-0.11874
549	-0.50094	1.38286	-0.40131	-8.22543	-0.99544	1.20369	13.46050	6.04244	0.28535	-32.26192	5.65934	6.92031	0.27155	-0.25903	0.04565	-1.02663	-0.60162	-0.55190	-24.32161	14.18716	26.01913	5.93036	-39.58038	0.16642	1.26126	-7.35531	-16.13001	2.11691	-0.13720	1.07495	1.35686	1.39121	-2.85124	-1.32323	-0.86850	-0.31226	0.21292	0.45892	-0.56680	-0.54241	-0.13518	-0.18576
550	-0.32641	-1.36993	0.11278	-5.15704	-4.68117	1.33550	16.87578	-10.94868	2.86176	-33.43344	-0.12279	4.80409	0.23654	-0.28883	-0.09059	-1.29752	-0.72992	-0.63506	-22.93135	-19.81884	25.60099	3.07143	-73.93693	1.25979	2.57445	-3.05270	-7.83027	4.85671	-0.94173	0.33969	1.08666	-0.49291	-0.71157	0.50344	0.62916	-0.06979	0.15394	0.10729	0.14559	-0.28375	0.10737	-0.10444
551	0.92008	-3.16983	0.70973	-1.48273	-9.80023	1.70616	20.44306	-22.80091	6.46033	-32.34500	-10.13596	0.51625	0.45511	-0.33006	-0.12460	-1.21955	-0.84900	-0.61901	-17.34526	-49.61051	21.07055	-27.78882	-72.05034	-16.26506	3.30837	-0.60646	-4.46505	6.70713	0.29592	-0.69053	-0.12626	0.57950	6.70030	3.20736	2.93884	-0.05137	-0.05572	0.04176	1.72734	0.27348	0.44715	-0.01119
552	3.21106	-2.37910	0.66725	2.12595	-11.85641	1.58011	25.93539	-22.06196	7.27192	-26.26413	-12.94180	-0.26321	0.66992	-0.30910	-0.05668	-0.55128	-0.91405	-0.46048	-1.68500	-52.24153	17.52993	-61.28569	-32.18954	-39.21253	1.73884	-1.48526	-6.13884	4.20273	3.59403	-1.05075	-0.63995	0.84378	11.64069	4.75089	3.89533	-0.11960	-0.28114	-0.32600	2.78733	0.70991	0.63887	0.01906
553	5.24300	0.19462	-0.05225	4.69826	-9.08482	0.71325	29.91365	-10.57590	4.16025	-12.12151	-7.03321	2.50839	0.68109	-0.29367	0.05617	0.40594	-0.89256	-0.25698	22.26106	-27.22691	14.06864	-62.55968	12.98360	-53.14713	-4.14649	-3.69664	-13.25509	-0.37701	6.69149	0.67600	-0.59843	0.45366	4.54565	4.17088	1.72159	0.25170	-0.63173	-1.04953	1.35597	0.70659	0.43785	0.00604
554	4.43868	2.27001	-0.76043	1.42077	-3.32188	0.47237	22.41411	1.57225	-0.42428	-0.43738	-1.13077	3.84517	0.49019	-0.28415	0.16029	0.74565	-0.67662	-0.08232	28.97608	2.42500	7.29868	-26.62952	37.97095	-51.63922	-16.19914	-0.96307	-24.77909	-0.78040	6.09755	4.00071	0.76154	7.57017	-11.70902	1.74701	-2.19912	0.93891	-0.31745	-0.21813	-1.95657	0.26937	-0.03102	-0.01544
555	-0.66683	2.02021	-0.76917	-9.73703	2.41291	1.93921	-1.60444	3.92070	-3.10240	-4.47171	-0.86376	1.12322	0.23785	-0.27173	0.16218	0.01425	-0.19252	0.12147	-3.22813	12.06401	-1.08656	17.61062	34.39973	-33.70333	-26.53480	6.04768	-30.88703	4.34281	1.46163	6.61661	3.31404	17.81188	-22.35074	-1.34135	-4.65681	1.35825	0.94070	1.99200	-3.87321	-0.25960	-0.40585	0.00562
556	-6.81547	0.14092	-0.18736	-21.85374	6.37375	3.97077	-27.17725	-2.83007	-2.53894	-20.47870	-1.49888	-1.90514	0.09554	-0.33707	0.02950	-1.11171	0.39841	0.34071	-51.45453	2.65635	-3.25430	46.74325	-1.01972	-3.43510	-25.75801	7.62433	-22.71093	10.17273	-3.35657	6.75743	3.71051	17.28289	-22.50206	-2.58853	-4.16736	1.31921	1.89472	2.86321	-3.55810	-0.39940	-0.47973	0.10746
557	-9.00212	-1.00465	0.25403	-25.62745	8.94201	4.54067	-34.94264	-7.05238	-0.49154	-32.03781	5.81830	0.71231	0.13412	-0.49510	-0.11675	-1.52114	0.83650	0.43600	-73.52827	1.93701	5.44089	54.81701	-55.97699	26.13689	-16.76012	1.41432	-3.47974	11.65047	-4.64025	4.37427	0.48211	7.35191	-16.78842	0.01524	-2.07432	0.98565	1.63815	1.65811	-2.40516	0.06746	-0.29058	0.18083
558	-7.30786	-0.80685	0.22475	-19.29974	8.67044	3.35692	-28.03876	-2.84055	0.13280	-28.08436	16.64103	7.78725	0.25924	-0.61565	-0.15948	-0.83706	0.76054	0.30251	-61.03164	19.30242	15.80274	43.83647	-93.91013	35.21745	-8.50367	-7.65151	12.79269	7.12815	-1.77652	0.99202	-4.22177	-3.51868	-5.80618	4.89932	-0.71898	0.66148	-0.00286	-0.35685	-0.32467	0.85951	-0.02831	0.11255
559	-5.55543	-0.62054	0.09064	-8.92542	4.04861	1.75668	-20.36567	2.01580	-1.11099	-9.74575	17.52341	11.87176	0.30505	-0.55518	-0.09545	0.29693	0.08075	0.04301	-31.15751	29.00164	16.34332	28.15510	-82.01643	16.13474	-7.25017	-15.38748	11.43780	-0.44793	2.42281	-0.87944	-9.91866	-12.70355	5.42278	7.15994	-1.36748	0.75081	-2.22744	-2.10739	1.77676	1.23980	-0.00248	0.02762
560	-5.36287	-1.69450	0.35649	-1.34980	0.07608	0.57813	-16.02003	-1.70297	-1.66367	15.79326	9.76509	10.28569	0.21533	-0.39331	0.00168	0.90541	-0.51711	-0.08033	4.22492	15.54697	10.44996	23.38789	-33.59054	-4.91644	-11.51579	-16.20819	-2.55586	-4.56981	3.35767	0.29287	-13.67951	-15.39862	8.58436	4.22384	-3.18690	1.33053	-3.43234	-2.68932	2.01873	0.76877	-0.33498	0.11620
561	-5.81650	-3.25467	0.88339	2.03556	2.28527	-0.52223	-15.40975	-8.42301	-0.59660	43.00251	5.18614	6.54318	0.11756	-0.38628	0.05007	0.69570	-0.36473	0.05630	38.13322	-0.04732	4.96320	27.85419	-2.36081	5.68538	-12.96013	-9.70587	-8.70310	-1.53767	-0.35106	3.20935	-10.58496	-9.92663	4.00434	-0.91914	-4.01626	1.75281	-2.59229	-1.92164	0.90786	-0.11191	-0.70828	0.31077
562	-6.88420	-2.93110	0.86223	4.39143	6.92941	-1.77886	-22.78097	-6.25556	-0.64776	65.22731	4.78267	3.10094	0.11712	-0.56836	-0.00204	0.29419	0.16351	0.25573	55.91730	1.56766	-3.56477	22.31417	-24.06160	42.84811	-9.88143	-2.54449	0.78207	4.89658	-4.82001	4.75917	-4.56436	-2.09502	-4.96272	-3.71162	-2.66195	1.28736	-0.85505	-1.04010	-0.49609	-0.61953	-0.71690	0.36039
563	-8.57594	-0.55019	0.06351	6.67561	6.65286	-2.45839	-34.91895	0.51665	-3.14054	70.60790	0.69897	-0.48396	0.19144	-0.70544	-0.11802	0.24735	0.27888	0.21281	45.58121	4.00624	-16.28062	-5.05557	-69.63596	70.39499	-7.23064	0.72055	16.51236	8.74300	-6.26647	3.86302	-1.34083	2.16504	-11.39961	-2.84704	-0.59296	0.36051	-0.07524	-0.87004	-1.13702	-0.45855	-0.42780	0.21661
