	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
2001	0.23738	0.06069	0.01167	-0.00357	0.42779	0.06055
2002	0.23733	0.06071	0.01174	-0.00437	0.42657	0.05965
2003	0.23713	0.06073	0.01173	-0.00484	0.42530	0.05837
2004	0.23689	0.06076	0.01175	-0.00521	0.42383	0.05718
2005	0.23671	0.06080	0.01174	-0.00576	0.42217	0.05616
2006	0.23667	0.06079	0.01160	-0.00655	0.42045	0.05516
2007	0.23678	0.06070	0.01139	-0.00750	0.41877	0.05409
2008	0.23693	0.06058	0.01129	-0.00861	0.41719	0.05299
2009	0.23693	0.06055	0.01132	-0.00976	0.41571	0.05181
2010	0.23678	0.06061	0.01142	-0.01063	0.41425	0.05033
2011	0.23675	0.06060	0.01153	-0.01092	0.41270	0.04836
2012	0.23699	0.06038	0.01162	-0.01069	0.41110	0.04595
2013	0.23734	0.06006	0.01165	-0.01033	0.40964	0.04346
2014	0.23756	0.05981	0.01164	-0.01020	0.40856	0.04129
2015	0.23765	0.05970	0.01160	-0.01045	0.40794	0.03957
2016	0.23770	0.05968	0.01153	-0.01085	0.40783	0.03808
2017	0.23770	0.05976	0.01137	-0.01099	0.40814	0.03639
2018	0.23762	0.05994	0.01112	-0.01073	0.40860	0.03430
2019	0.23757	0.06008	0.01090	-0.01042	0.40894	0.03203
2020	0.23772	0.06003	0.01087	-0.01045	0.40904	0.02999
2021	0.23797	0.05992	0.01102	-0.01079	0.40893	0.02836
2022	0.23808	0.05990	0.01116	-0.01111	0.40866	0.02703
2023	0.23798	0.05997	0.01121	-0.01125	0.40834	0.02585
2024	0.23781	0.06003	0.01114	-0.01124	0.40816	0.02477
2025	0.23769	0.06014	0.01102	-0.01109	0.40818	0.02385
2026	0.23764	0.06033	0.01104	-0.01092	0.40817	0.02320
2027	0.23758	0.06055	0.01132	-0.01092	0.40782	0.02290
2028	0.23752	0.06073	0.01176	-0.01117	0.40714	0.02290
2029	0.23753	0.06085	0.01207	-0.01145	0.40653	0.02297
2030	0.23761	0.06101	0.01211	-0.01148	0.40650	0.02283
2031	0.23768	0.06129	0.01195	-0.01126	0.40711	0.02246
2032	0.23779	0.06157	0.01177	-0.01100	0.40790	0.02205
2033	0.23801	0.06165	0.01170	-0.01083	0.40842	0.02166
2034	0.23824	0.06165	0.01170	-0.01061	0.40864	0.02117
2035	0.23826	0.06187	0.01172	-0.01017	0.40881	0.02055
2036	0.23801	0.06245	0.01176	-0.00948	0.40905	0.01995
2037	0.23770	0.06320	0.01186	-0.00861	0.40928	0.01947
2038	0.23762	0.06378	0.01203	-0.00765	0.40939	0.01904
2039	0.23783	0.06398	0.01232	-0.00672	0.40939	0.01860
2040	0.23816	0.06392	0.01272	-0.00598	0.40941	0.01820
2041	0.23837	0.06382	0.01317	-0.00540	0.40954	0.01779
2042	0.23831	0.06380	0.01363	-0.00472	0.40979	0.01725
2043	0.23801	0.06388	0.01409	-0.00381	0.41006	0.01654
2044	0.23762	0.06399	0.01461	-0.00301	0.41016	0.01573
2045	0.23730	0.06407	0.01531	-0.00274	0.41000	0.01485
2046	0.23709	0.06416	0.01626	-0.00312	0.40961	0.01385
2047	0.23698	0.06442	0.01741	-0.00388	0.40907	0.01285
2048	0.23698	0.06495	0.01861	-0.00468	0.40848	0.01210
2049	0.23704	0.06563	0.01978	-0.00534	0.40793	0.01171
2050	0.23718	0.06622	0.02090	-0.00578	0.40761	0.01157
2051	0.23740	0.06656	0.02208	-0.00602	0.40759	0.01155
2052	0.23765	0.06668	0.02346	-0.00608	0.40781	0.01152
2053	0.23785	0.06675	0.02507	-0.00602	0.40807	0.01146
2054	0.23808	0.06696	0.02688	-0.00590	0.40818	0.01137
2055	0.23846	0.06730	0.02883	-0.00572	0.40819	0.01125
2056	0.23901	0.06758	0.03094	-0.00546	0.40822	0.01111
2057	0.23953	0.06770	0.03334	-0.00526	0.40826	0.01102
2058	0.23980	0.06775	0.03606	-0.00518	0.40823	0.01098
2059	0.23988	0.06794	0.03893	-0.00517	0.40818	0.01095
2060	0.24002	0.06839	0.04181	-0.00518	0.40815	0.01100
2061	0.24030	0.06911	0.04473	-0.00517	0.40812	0.01127
2062	0.24061	0.07000	0.04774	-0.00504	0.40809	0.01170
2063	0.24100	0.07100	0.05082	-0.00481	0.40801	0.01207
2064	0.24155	0.07205	0.05402	-0.00453	0.40782	0.01221
2065	0.24223	0.07320	0.05747	-0.00413	0.40760	0.01202
2066	0.24292	0.07446	0.06121	-0.00359	0.40749	0.01155
2067	0.24357	0.07568	0.06507	-0.00320	0.40761	0.01099
2068	0.24419	0.07676	0.06893	-0.00321	0.40788	0.01051
2069	0.24477	0.07775	0.07277	-0.00356	0.40811	0.01017
2070	0.24528	0.07890	0.07659	-0.00393	0.40816	0.00998
2071	0.24573	0.08031	0.08046	-0.00398	0.40804	0.00992
2072	0.24628	0.08183	0.08446	-0.00370	0.40778	0.00987
2073	0.24702	0.08330	0.08843	-0.00339	0.40749	0.00978
2074	0.24791	0.08469	0.09198	-0.00321	0.40732	0.00967
2075	0.24892	0.08610	0.09482	-0.00312	0.40736	0.00964
2076	0.24993	0.08752	0.09707	-0.00311	0.40757	0.00971
2077	0.25085	0.08881	0.09904	-0.00335	0.40776	0.00985
2078	0.25165	0.08989	0.10089	-0.00383	0.40774	0.01003
2079	0.25225	0.09077	0.10259	-0.00422	0.40763	0.01012
2080	0.25249	0.09166	0.10394	-0.00410	0.40762	0.00995
2081	0.25227	0.09271	0.10474	-0.00346	0.40771	0.00952
2082	0.25165	0.09393	0.10485	-0.00271	0.40773	0.00908
2083	0.25072	0.09528	0.10435	-0.00229	0.40764	0.00889
2084	0.24952	0.09668	0.10342	-0.00236	0.40754	0.00891
2085	0.24803	0.09802	0.10226	-0.00267	0.40758	0.00897
2086	0.24627	0.09919	0.10089	-0.00295	0.40778	0.00896
2087	0.24433	0.10007	0.09932	-0.00320	0.40802	0.00895
2088	0.24238	0.10059	0.09760	-0.00367	0.40814	0.00906
2089	0.24054	0.10076	0.09576	-0.00445	0.40812	0.00926
2090	0.23873	0.10075	0.09371	-0.00533	0.40807	0.00936
2091	0.23680	0.10068	0.09137	-0.00604	0.40812	0.00924
2092	0.23466	0.10057	0.08878	-0.00645	0.40820	0.00901
2093	0.23234	0.10041	0.08606	-0.00666	0.40820	0.00889
2094	0.22979	0.10027	0.08336	-0.00682	0.40804	0.00899
2095	0.22691	0.10023	0.08058	-0.00705	0.40776	0.00920
2096	0.22365	0.10039	0.07747	-0.00724	0.40753	0.00933
2097	0.22012	0.10080	0.07389	-0.00724	0.40756	0.00933
2098	0.21653	0.10142	0.07003	-0.00708	0.40789	0.00934
2099	0.21312	0.10209	0.06624	-0.00701	0.40837	0.00947
2100	0.21012	0.10275	0.06269	-0.00722	0.40872	0.00961
2101	0.20764	0.10335	0.05932	-0.00762	0.40885	0.00961
2102	0.20552	0.10384	0.05601	-0.00792	0.40882	0.00949
2103	0.20353	0.10423	0.05271	-0.00791	0.40866	0.00940
2104	0.20158	0.10466	0.04946	-0.00762	0.40834	0.00943
2105	0.19976	0.10522	0.04628	-0.00725	0.40793	0.00959
2106	0.19810	0.10588	0.04324	-0.00707	0.40753	0.00988
2107	0.19649	0.10652	0.04042	-0.00716	0.40725	0.01028
2108	0.19492	0.10711	0.03780	-0.00736	0.40711	0.01075
2109	0.19358	0.10763	0.03521	-0.00744	0.40710	0.01114
2110	0.19260	0.10793	0.03248	-0.00741	0.40717	0.01132
2111	0.19202	0.10779	0.02967	-0.00732	0.40734	0.01135
2112	0.19193	0.10708	0.02699	-0.00713	0.40769	0.01147
2113	0.19238	0.10588	0.02462	-0.00683	0.40818	0.01192
2114	0.19335	0.10446	0.02265	-0.00657	0.40866	0.01274
2115	0.19452	0.10312	0.02108	-0.00646	0.40895	0.01377
2116	0.19545	0.10208	0.01985	-0.00641	0.40911	0.01487
2117	0.19584	0.10150	0.01881	-0.00637	0.40945	0.01619
2118	0.19582	0.10140	0.01791	-0.00657	0.41019	0.01807
2119	0.19577	0.10166	0.01719	-0.00721	0.41123	0.02080
2120	0.19596	0.10207	0.01668	-0.00820	0.41226	0.02462
2121	0.19634	0.10243	0.01636	-0.00927	0.41328	0.02980
2122	0.19666	0.10260	0.01620	-0.01016	0.41462	0.03650
2123	0.19675	0.10253	0.01614	-0.01075	0.41655	0.04438
2124	0.19658	0.10229	0.01607	-0.01134	0.41896	0.05289
2125	0.19623	0.10198	0.01594	-0.01240	0.42151	0.06173
2126	0.19583	0.10167	0.01583	-0.01407	0.42413	0.07075
2127	0.19547	0.10149	0.01582	-0.01607	0.42712	0.07966
2128	0.19512	0.10155	0.01593	-0.01835	0.43084	0.08804
2129	0.19469	0.10184	0.01615	-0.02107	0.43532	0.09561
2130	0.19434	0.10216	0.01645	-0.02429	0.44031	0.10235
2131	0.19428	0.10232	0.01678	-0.02767	0.44556	0.10834
2132	0.19454	0.10226	0.01709	-0.03068	0.45087	0.11363
2133	0.19483	0.10211	0.01734	-0.03302	0.45607	0.11806
2134	0.19495	0.10199	0.01753	-0.03484	0.46109	0.12140
2135	0.19485	0.10198	0.01768	-0.03654	0.46615	0.12370
2136	0.19460	0.10208	0.01780	-0.03862	0.47158	0.12533
2137	0.19441	0.10211	0.01785	-0.04140	0.47734	0.12668
2138	0.19447	0.10181	0.01776	-0.04482	0.48300	0.12781
2139	0.19478	0.10131	0.01758	-0.04865	0.48810	0.12866
2140	0.19514	0.10102	0.01753	-0.05265	0.49250	0.12910
2141	0.19533	0.10114	0.01772	-0.05646	0.49644	0.12906
2142	0.19526	0.10154	0.01803	-0.05959	0.50033	0.12852
2143	0.19502	0.10190	0.01838	-0.06187	0.50441	0.12757
2144	0.19481	0.10204	0.01872	-0.06352	0.50865	0.12615
2145	0.19472	0.10199	0.01889	-0.06498	0.51278	0.12407
2146	0.19464	0.10181	0.01887	-0.06671	0.51643	0.12133
2147	0.19435	0.10163	0.01881	-0.06896	0.51918	0.11835
2148	0.19381	0.10171	0.01877	-0.07136	0.52060	0.11559
2149	0.19324	0.10224	0.01855	-0.07329	0.52046	0.11303
2150	0.19286	0.10300	0.01798	-0.07451	0.51887	0.11018
2151	0.19271	0.10350	0.01712	-0.07544	0.51642	0.10661
2152	0.19265	0.10338	0.01623	-0.07660	0.51392	0.10230
2153	0.19255	0.10262	0.01555	-0.07798	0.51190	0.09771
2154	0.19237	0.10153	0.01510	-0.07907	0.51038	0.09348
2155	0.19212	0.10044	0.01470	-0.07953	0.50929	0.09023
2156	0.19186	0.09955	0.01423	-0.07964	0.50876	0.08825
2157	0.19159	0.09896	0.01369	-0.07992	0.50893	0.08730
2158	0.19125	0.09873	0.01309	-0.08076	0.50967	0.08679
2159	0.19071	0.09893	0.01243	-0.08209	0.51067	0.08630
2160	0.18993	0.09947	0.01174	-0.08356	0.51163	0.08583
2161	0.18903	0.10011	0.01121	-0.08486	0.51243	0.08572
2162	0.18813	0.10071	0.01099	-0.08586	0.51322	0.08628
2163	0.18734	0.10128	0.01098	-0.08644	0.51411	0.08762
2164	0.18672	0.10185	0.01103	-0.08660	0.51516	0.08966
2165	0.18632	0.10236	0.01107	-0.08672	0.51641	0.09223
2166	0.18610	0.10276	0.01110	-0.08721	0.51796	0.09505
2167	0.18589	0.10308	0.01107	-0.08804	0.51966	0.09775
2168	0.18555	0.10326	0.01104	-0.08882	0.52121	0.10009
2169	0.18514	0.10320	0.01112	-0.08940	0.52243	0.10203
2170	0.18483	0.10303	0.01124	-0.08992	0.52343	0.10360
2171	0.18467	0.10293	0.01125	-0.09045	0.52427	0.10473
2172	0.18457	0.10294	0.01114	-0.09075	0.52480	0.10528
2173	0.18450	0.10290	0.01109	-0.09066	0.52490	0.10528
2174	0.18449	0.10272	0.01122	-0.09038	0.52475	0.10497
2175	0.18458	0.10248	0.01147	-0.09020	0.52465	0.10454
2176	0.18474	0.10228	0.01162	-0.09016	0.52464	0.10403
2177	0.18495	0.10221	0.01148	-0.09016	0.52453	0.10347
2178	0.18512	0.10223	0.01109	-0.09025	0.52420	0.10303
2179	0.18512	0.10226	0.01077	-0.09054	0.52376	0.10280
2180	0.18484	0.10231	0.01079	-0.09097	0.52344	0.10269
2181	0.18435	0.10260	0.01106	-0.09133	0.52334	0.10255
2182	0.18391	0.10322	0.01128	-0.09144	0.52335	0.10237
2183	0.18365	0.10399	0.01132	-0.09136	0.52333	0.10223
2184	0.18351	0.10465	0.01126	-0.09133	0.52330	0.10226
2185	0.18329	0.10511	0.01126	-0.09162	0.52339	0.10253
2186	0.18300	0.10539	0.01135	-0.09222	0.52369	0.10302
2187	0.18274	0.10549	0.01148	-0.09286	0.52411	0.10359
2188	0.18257	0.10533	0.01166	-0.09321	0.52444	0.10396
2189	0.18248	0.10495	0.01190	-0.09328	0.52461	0.10402
2190	0.18250	0.10458	0.01211	-0.09324	0.52479	0.10393
2191	0.18263	0.10452	0.01214	-0.09314	0.52505	0.10387
2192	0.18280	0.10479	0.01195	-0.09298	0.52523	0.10385
2193	0.18303	0.10508	0.01168	-0.09281	0.52511	0.10383
2194	0.18338	0.10507	0.01153	-0.09266	0.52472	0.10384
2195	0.18384	0.10479	0.01154	-0.09253	0.52434	0.10397
2196	0.18428	0.10453	0.01169	-0.09245	0.52421	0.10414
2197	0.18459	0.10443	0.01188	-0.09238	0.52429	0.10421
2198	0.18473	0.10441	0.01195	-0.09220	0.52437	0.10410
2199	0.18466	0.10431	0.01185	-0.09178	0.52426	0.10386
2200	0.18442	0.10405	0.01175	-0.09122	0.52398	0.10352
2201	0.18420	0.10381	0.01185	-0.09078	0.52377	0.10314
2202	0.18427	0.10382	0.01213	-0.09062	0.52377	0.10280
2203	0.18468	0.10398	0.01241	-0.09058	0.52377	0.10255
2204	0.18525	0.10397	0.01264	-0.09039	0.52339	0.10225
2205	0.18574	0.10363	0.01279	-0.08993	0.52243	0.10161
2206	0.18611	0.10310	0.01286	-0.08923	0.52110	0.10055
2207	0.18646	0.10262	0.01277	-0.08848	0.51974	0.09934
2208	0.18692	0.10232	0.01248	-0.08784	0.51855	0.09813
2209	0.18744	0.10220	0.01201	-0.08733	0.51744	0.09683
2210	0.18789	0.10231	0.01147	-0.08672	0.51624	0.09547
2211	0.18823	0.10261	0.01101	-0.08564	0.51485	0.09438
2212	0.18861	0.10286	0.01080	-0.08404	0.51338	0.09380
2213	0.18908	0.10279	0.01083	-0.08228	0.51202	0.09358
2214	0.18957	0.10240	0.01091	-0.08095	0.51096	0.09332
2215	0.18988	0.10186	0.01087	-0.08040	0.51021	0.09267
2216	0.18994	0.10139	0.01078	-0.08043	0.50964	0.09149
2217	0.18984	0.10116	0.01078	-0.08036	0.50900	0.08995
2218	0.18979	0.10120	0.01086	-0.07969	0.50820	0.08841
2219	0.18993	0.10133	0.01091	-0.07859	0.50728	0.08702
2220	0.19024	0.10129	0.01091	-0.07748	0.50624	0.08568
2221	0.19066	0.10095	0.01083	-0.07638	0.50501	0.08425
2222	0.19106	0.10044	0.01067	-0.07509	0.50350	0.08271
2223	0.19135	0.09997	0.01057	-0.07353	0.50181	0.08118
2224	0.19151	0.09969	0.01066	-0.07171	0.50009	0.07982
2225	0.19163	0.09963	0.01096	-0.06954	0.49843	0.07868
2226	0.19177	0.09964	0.01137	-0.06709	0.49686	0.07768
2227	0.19193	0.09957	0.01173	-0.06457	0.49545	0.07678
2228	0.19205	0.09948	0.01189	-0.06207	0.49417	0.07596
2229	0.19215	0.09942	0.01182	-0.05954	0.49296	0.07506
2230	0.19235	0.09938	0.01161	-0.05702	0.49186	0.07383
2231	0.19263	0.09945	0.01142	-0.05449	0.49093	0.07237
2232	0.19288	0.09965	0.01143	-0.05179	0.49019	0.07116
2233	0.19304	0.09978	0.01174	-0.04878	0.48947	0.07059
2234	0.19316	0.09964	0.01215	-0.04551	0.48847	0.07056
2235	0.19330	0.09922	0.01241	-0.04218	0.48709	0.07059
2236	0.19350	0.09868	0.01246	-0.03891	0.48554	0.07042
2237	0.19380	0.09821	0.01244	-0.03573	0.48413	0.07022
2238	0.19427	0.09794	0.01235	-0.03262	0.48296	0.07029
2239	0.19484	0.09785	0.01225	-0.02956	0.48188	0.07058
2240	0.19534	0.09786	0.01222	-0.02647	0.48075	0.07064
2241	0.19562	0.09787	0.01230	-0.02314	0.47951	0.07016
2242	0.19576	0.09776	0.01243	-0.01969	0.47816	0.06931
2243	0.19587	0.09746	0.01254	-0.01674	0.47665	0.06854
2244	0.19593	0.09705	0.01258	-0.01479	0.47485	0.06814
2245	0.19591	0.09670	0.01252	-0.01359	0.47260	0.06802
2246	0.19593	0.09650	0.01230	-0.01242	0.46982	0.06786
2247	0.19618	0.09644	0.01189	-0.01085	0.46655	0.06725
2248	0.19662	0.09646	0.01134	-0.00903	0.46286	0.06599
2249	0.19703	0.09654	0.01079	-0.00743	0.45887	0.06435
2250	0.19727	0.09665	0.01048	-0.00637	0.45468	0.06284
2251	0.19733	0.09679	0.01057	-0.00584	0.45045	0.06172
2252	0.19722	0.09695	0.01096	-0.00556	0.44625	0.06082
2253	0.19698	0.09713	0.01130	-0.00520	0.44210	0.05993
2254	0.19671	0.09725	0.01130	-0.00449	0.43799	0.05894
2255	0.19654	0.09717	0.01100	-0.00347	0.43385	0.05778
2256	0.19656	0.09682	0.01072	-0.00245	0.42967	0.05638
2257	0.19677	0.09637	0.01066	-0.00167	0.42568	0.05456
2258	0.19713	0.09606	0.01075	-0.00104	0.42211	0.05230
2259	0.19752	0.09594	0.01084	-0.00058	0.41893	0.04989
2260	0.19773	0.09587	0.01092	-0.00048	0.41602	0.04776
2261	0.19765	0.09578	0.01104	-0.00094	0.41334	0.04604
2262	0.19739	0.09574	0.01117	-0.00191	0.41097	0.04445
2263	0.19709	0.09577	0.01117	-0.00291	0.40899	0.04256
2264	0.19684	0.09581	0.01112	-0.00345	0.40746	0.04026
2265	0.19681	0.09578	0.01115	-0.00356	0.40640	0.03771
2266	0.19708	0.09568	0.01121	-0.00352	0.40586	0.03516
2267	0.19751	0.09564	0.01121	-0.00335	0.40582	0.03280
2268	0.19786	0.09572	0.01118	-0.00301	0.40602	0.03076
2269	0.19802	0.09584	0.01121	-0.00257	0.40624	0.02904
2270	0.19799	0.09590	0.01129	-0.00213	0.40647	0.02755
2271	0.19786	0.09594	0.01128	-0.00170	0.40678	0.02616
2272	0.19766	0.09602	0.01124	-0.00125	0.40707	0.02481
2273	0.19752	0.09609	0.01133	-0.00071	0.40712	0.02350
2274	0.19754	0.09605	0.01160	0.00015	0.40689	0.02225
2275	0.19767	0.09593	0.01195	0.00155	0.40654	0.02109
2276	0.19775	0.09585	0.01226	0.00341	0.40626	0.01998
2277	0.19769	0.09588	0.01250	0.00531	0.40620	0.01879
2278	0.19754	0.09600	0.01268	0.00677	0.40643	0.01743
2279	0.19740	0.09616	0.01276	0.00752	0.40685	0.01602
2280	0.19732	0.09630	0.01272	0.00764	0.40732	0.01479
2281	0.19727	0.09639	0.01257	0.00738	0.40769	0.01378
2282	0.19719	0.09647	0.01231	0.00693	0.40792	0.01278
2283	0.19707	0.09665	0.01204	0.00640	0.40800	0.01164
2284	0.19690	0.09701	0.01199	0.00584	0.40802	0.01065
2285	0.19675	0.09746	0.01235	0.00530	0.40804	0.01016
2286	0.19674	0.09775	0.01302	0.00491	0.40815	0.01017
2287	0.19686	0.09779	0.01375	0.00480	0.40835	0.01032
2288	0.19704	0.09767	0.01433	0.00493	0.40857	0.01031
2289	0.19714	0.09758	0.01479	0.00508	0.40864	0.01010
2290	0.19703	0.09767	0.01538	0.00508	0.40842	0.00985
2291	0.19672	0.09793	0.01634	0.00494	0.40796	0.00973
2292	0.19647	0.09812	0.01768	0.00474	0.40748	0.00983
2293	0.19648	0.09810	0.01914	0.00451	0.40729	0.01005
2294	0.19656	0.09814	0.02040	0.00436	0.40752	0.01014
2295	0.19653	0.09866	0.02128	0.00447	0.40799	0.00993
2296	0.19652	0.09958	0.02202	0.00481	0.40836	0.00957
2297	0.19675	0.10040	0.02304	0.00529	0.40846	0.00935
2298	0.19726	0.10068	0.02457	0.00586	0.40843	0.00943
2299	0.19793	0.10044	0.02650	0.00640	0.40845	0.00970
2300	0.19862	0.09994	0.02853	0.00679	0.40862	0.00987
2301	0.19930	0.09939	0.03051	0.00707	0.40886	0.00976
2302	0.19995	0.09892	0.03250	0.00733	0.40914	0.00941
2303	0.20055	0.09868	0.03462	0.00750	0.40944	0.00905
2304	0.20107	0.09870	0.03697	0.00749	0.40976	0.00885
2305	0.20162	0.09887	0.03951	0.00743	0.41010	0.00883
2306	0.20242	0.09906	0.04217	0.00750	0.41044	0.00891
2307	0.20357	0.09916	0.04499	0.00755	0.41067	0.00900
2308	0.20488	0.09917	0.04802	0.00735	0.41079	0.00895
2309	0.20612	0.09915	0.05121	0.00697	0.41079	0.00872
2310	0.20721	0.09917	0.05440	0.00663	0.41063	0.00840
2311	0.20830	0.09930	0.05751	0.00639	0.41036	0.00809
2312	0.20957	0.09958	0.06061	0.00622	0.41013	0.00783
2313	0.21116	0.10003	0.06383	0.00612	0.40997	0.00769
2314	0.21297	0.10053	0.06715	0.00607	0.40974	0.00771
2315	0.21472	0.10091	0.07043	0.00592	0.40942	0.00784
2316	0.21619	0.10108	0.07355	0.00572	0.40928	0.00792
2317	0.21749	0.10110	0.07653	0.00563	0.40955	0.00782
2318	0.21890	0.10113	0.07930	0.00564	0.41005	0.00760
2319	0.22059	0.10128	0.08172	0.00560	0.41044	0.00743
2320	0.22257	0.10149	0.08390	0.00545	0.41059	0.00745
2321	0.22469	0.10165	0.08603	0.00532	0.41062	0.00765
2322	0.22669	0.10172	0.08804	0.00548	0.41065	0.00793
2323	0.22852	0.10168	0.08960	0.00597	0.41054	0.00829
2324	0.23035	0.10142	0.09055	0.00636	0.41016	0.00876
2325	0.23227	0.10081	0.09105	0.00627	0.40956	0.00923
2326	0.23414	0.09983	0.09140	0.00583	0.40894	0.00947
2327	0.23574	0.09863	0.09183	0.00552	0.40847	0.00944
2328	0.23705	0.09742	0.09237	0.00564	0.40818	0.00931
2329	0.23815	0.09630	0.09282	0.00604	0.40806	0.00918
2330	0.23908	0.09532	0.09302	0.00634	0.40816	0.00910
2331	0.23980	0.09456	0.09283	0.00635	0.40842	0.00914
2332	0.24031	0.09405	0.09213	0.00614	0.40867	0.00931
2333	0.24070	0.09360	0.09083	0.00594	0.40877	0.00950
2334	0.24114	0.09302	0.08904	0.00592	0.40876	0.00956
2335	0.24164	0.09230	0.08697	0.00614	0.40879	0.00949
2336	0.24216	0.09153	0.08477	0.00644	0.40896	0.00940
2337	0.24271	0.09073	0.08240	0.00661	0.40919	0.00934
2338	0.24333	0.08987	0.07981	0.00663	0.40939	0.00928
2339	0.24401	0.08902	0.07706	0.00666	0.40957	0.00917
2340	0.24458	0.08823	0.07431	0.00679	0.40983	0.00903
2341	0.24487	0.08744	0.07167	0.00689	0.41013	0.00894
2342	0.24485	0.08655	0.06910	0.00681	0.41023	0.00900
2343	0.24461	0.08547	0.06654	0.00666	0.41000	0.00912
2344	0.24418	0.08423	0.06402	0.00664	0.40963	0.00915
2345	0.24344	0.08293	0.06154	0.00667	0.40940	0.00912
2346	0.24233	0.08174	0.05902	0.00656	0.40934	0.00919
2347	0.24101	0.08085	0.05639	0.00635	0.40935	0.00935
2348	0.23971	0.08030	0.05359	0.00625	0.40935	0.00945
2349	0.23856	0.07998	0.05068	0.00629	0.40935	0.00940
2350	0.23753	0.07970	0.04778	0.00633	0.40935	0.00931
2351	0.23649	0.07935	0.04500	0.00632	0.40926	0.00938
2352	0.23535	0.07896	0.04238	0.00626	0.40907	0.00968
2353	0.23409	0.07863	0.03995	0.00614	0.40894	0.01003
2354	0.23271	0.07848	0.03761	0.00606	0.40903	0.01018
2355	0.23122	0.07858	0.03527	0.00608	0.40937	0.01006
2356	0.22967	0.07891	0.03289	0.00619	0.40985	0.00979
2357	0.22823	0.07936	0.03049	0.00628	0.41028	0.00948
2358	0.22704	0.07977	0.02825	0.00631	0.41050	0.00925
2359	0.22612	0.07993	0.02633	0.00631	0.41049	0.00924
2360	0.22543	0.07975	0.02476	0.00630	0.41030	0.00950
2361	0.22501	0.07931	0.02346	0.00640	0.41005	0.00996
2362	0.22492	0.07877	0.02225	0.00669	0.40988	0.01047
2363	0.22500	0.07832	0.02101	0.00711	0.40984	0.01096
2364	0.22509	0.07798	0.01979	0.00741	0.40996	0.01138
2365	0.22528	0.07763	0.01874	0.00737	0.41008	0.01180
2366	0.22575	0.07718	0.01791	0.00705	0.41001	0.01226
2367	0.22640	0.07666	0.01724	0.00680	0.40969	0.01271
2368	0.22700	0.07619	0.01656	0.00702	0.40932	0.01308
2369	0.22742	0.07582	0.01580	0.00776	0.40914	0.01344
2370	0.22781	0.07556	0.01500	0.00870	0.40923	0.01399
2371	0.22836	0.07535	0.01433	0.00949	0.40941	0.01490
2372	0.22896	0.07516	0.01388	0.01003	0.40950	0.01621
2373	0.22928	0.07503	0.01364	0.01038	0.40961	0.01783
2374	0.22921	0.07495	0.01349	0.01051	0.41000	0.01958
2375	0.22897	0.07484	0.01332	0.01041	0.41084	0.02133
2376	0.22877	0.07467	0.01308	0.01028	0.41196	0.02323
2377	0.22869	0.07440	0.01284	0.01021	0.41294	0.02556
2378	0.22867	0.07408	0.01268	0.01015	0.41354	0.02843
2379	0.22859	0.07386	0.01253	0.01015	0.41386	0.03162
2380	0.22845	0.07393	0.01229	0.01021	0.41428	0.03491
2381	0.22833	0.07424	0.01198	0.01027	0.41501	0.03837
2382	0.22829	0.07456	0.01167	0.01030	0.41599	0.04214
2383	0.22831	0.07465	0.01149	0.01008	0.41701	0.04613
2384	0.22843	0.07439	0.01152	0.00926	0.41797	0.05011
2385	0.22871	0.07392	0.01179	0.00787	0.41902	0.05397
2386	0.22906	0.07358	0.01224	0.00652	0.42030	0.05769
2387	0.22932	0.07359	0.01272	0.00560	0.42178	0.06121
2388	0.22929	0.07381	0.01305	0.00497	0.42326	0.06456
2389	0.22895	0.07400	0.01310	0.00434	0.42462	0.06785
2390	0.22846	0.07405	0.01290	0.00354	0.42579	0.07118
2391	0.22806	0.07406	0.01262	0.00253	0.42681	0.07453
2392	0.22784	0.07412	0.01246	0.00131	0.42777	0.07773
2393	0.22775	0.07420	0.01249	-0.00004	0.42876	0.08061
2394	0.22778	0.07426	0.01266	-0.00133	0.42967	0.08312
2395	0.22798	0.07431	0.01274	-0.00242	0.43037	0.08521
2396	0.22828	0.07438	0.01254	-0.00329	0.43082	0.08674
2397	0.22859	0.07440	0.01221	-0.00402	0.43114	0.08761
2398	0.22881	0.07434	0.01210	-0.00456	0.43142	0.08799
2399	0.22894	0.07420	0.01233	-0.00491	0.43159	0.08813
2400	0.22904	0.07400	0.01265	-0.00530	0.43156	0.08824
2401	0.22921	0.07377	0.01280	-0.00611	0.43142	0.08829
