	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutElbowE3.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
902	0.23788	0.08631	0.07940	0.00668	0.40848	0.00797
903	0.23354	0.08631	0.07553	0.00639	0.40852	0.00789
904	0.22934	0.08633	0.07180	0.00605	0.40863	0.00793
905	0.22545	0.08653	0.06793	0.00582	0.40873	0.00809
906	0.22185	0.08698	0.06378	0.00588	0.40875	0.00842
907	0.21857	0.08756	0.05955	0.00612	0.40870	0.00895
908	0.21567	0.08802	0.05553	0.00637	0.40865	0.00956
909	0.21321	0.08834	0.05184	0.00649	0.40862	0.01008
910	0.21113	0.08861	0.04834	0.00643	0.40854	0.01043
911	0.20934	0.08895	0.04480	0.00622	0.40840	0.01067
912	0.20795	0.08919	0.04119	0.00603	0.40822	0.01087
913	0.20720	0.08895	0.03786	0.00607	0.40809	0.01110
914	0.20724	0.08802	0.03512	0.00648	0.40808	0.01149
915	0.20801	0.08658	0.03294	0.00709	0.40819	0.01213
916	0.20936	0.08497	0.03094	0.00757	0.40839	0.01309
917	0.21118	0.08340	0.02882	0.00767	0.40878	0.01433
918	0.21337	0.08177	0.02653	0.00744	0.40947	0.01589
919	0.21578	0.07994	0.02425	0.00708	0.41028	0.01787
920	0.21813	0.07794	0.02212	0.00673	0.41090	0.02051
921	0.22008	0.07602	0.02019	0.00649	0.41130	0.02408
922	0.22134	0.07457	0.01836	0.00632	0.41194	0.02879
923	0.22178	0.07378	0.01663	0.00587	0.41333	0.03472
924	0.22158	0.07349	0.01514	0.00481	0.41548	0.04180
925	0.22114	0.07342	0.01396	0.00302	0.41802	0.04977
926	0.22079	0.07336	0.01309	0.00051	0.42075	0.05816
927	0.22068	0.07326	0.01251	-0.00269	0.42378	0.06650
928	0.22077	0.07315	0.01228	-0.00637	0.42724	0.07450
929	0.22086	0.07299	0.01246	-0.01034	0.43111	0.08211
930	0.22072	0.07275	0.01301	-0.01464	0.43537	0.08915
931	0.22030	0.07259	0.01378	-0.01929	0.44004	0.09530
932	0.21972	0.07266	0.01459	-0.02404	0.44505	0.10032
933	0.21919	0.07291	0.01527	-0.02854	0.45017	0.10416
934	0.21884	0.07314	0.01582	-0.03259	0.45528	0.10698
935	0.21862	0.07326	0.01633	-0.03622	0.46045	0.10905
936	0.21833	0.07328	0.01681	-0.03952	0.46571	0.11057
937	0.21791	0.07315	0.01716	-0.04255	0.47096	0.11175
938	0.21747	0.07294	0.01729	-0.04546	0.47613	0.11278
939	0.21714	0.07282	0.01723	-0.04835	0.48117	0.11369
940	0.21694	0.07291	0.01704	-0.05133	0.48589	0.11436
941	0.21685	0.07314	0.01678	-0.05455	0.49004	0.11463
942	0.21672	0.07338	0.01653	-0.05795	0.49352	0.11448
943	0.21630	0.07350	0.01643	-0.06124	0.49651	0.11410
944	0.21547	0.07349	0.01643	-0.06400	0.49912	0.11354
945	0.21436	0.07350	0.01624	-0.06599	0.50122	0.11266
946	0.21328	0.07362	0.01577	-0.06739	0.50267	0.11138
947	0.21249	0.07380	0.01529	-0.06844	0.50339	0.10992
948	0.21198	0.07391	0.01513	-0.06921	0.50339	0.10869
949	0.21162	0.07387	0.01537	-0.06984	0.50285	0.10779
950	0.21117	0.07390	0.01569	-0.07068	0.50217	0.10678
951	0.21053	0.07429	0.01559	-0.07190	0.50175	0.10518
952	0.20979	0.07507	0.01481	-0.07319	0.50158	0.10304
953	0.20919	0.07592	0.01369	-0.07412	0.50146	0.10103
954	0.20885	0.07629	0.01284	-0.07476	0.50127	0.09986
955	0.20871	0.07594	0.01246	-0.07545	0.50114	0.09962
956	0.20860	0.07506	0.01226	-0.07649	0.50117	0.09978
957	0.20848	0.07402	0.01188	-0.07788	0.50137	0.09974
958	0.20841	0.07308	0.01142	-0.07931	0.50170	0.09945
959	0.20840	0.07227	0.01128	-0.08047	0.50220	0.09930
960	0.20840	0.07162	0.01157	-0.08131	0.50299	0.09968
961	0.20841	0.07122	0.01189	-0.08197	0.50398	0.10058
962	0.20839	0.07116	0.01189	-0.08239	0.50487	0.10170
963	0.20823	0.07140	0.01162	-0.08239	0.50544	0.10283
964	0.20790	0.07176	0.01145	-0.08194	0.50580	0.10397
965	0.20760	0.07197	0.01164	-0.08124	0.50618	0.10514
966	0.20746	0.07198	0.01209	-0.08054	0.50669	0.10627
967	0.20750	0.07198	0.01249	-0.07992	0.50724	0.10723
968	0.20766	0.07208	0.01267	-0.07941	0.50764	0.10796
969	0.20783	0.07220	0.01266	-0.07912	0.50780	0.10839
970	0.20792	0.07229	0.01256	-0.07918	0.50783	0.10841
971	0.20785	0.07235	0.01235	-0.07957	0.50784	0.10793
972	0.20769	0.07243	0.01207	-0.08010	0.50768	0.10701
973	0.20750	0.07248	0.01189	-0.08057	0.50726	0.10585
974	0.20735	0.07252	0.01198	-0.08075	0.50669	0.10467
975	0.20732	0.07258	0.01227	-0.08055	0.50612	0.10364
976	0.20742	0.07270	0.01249	-0.08011	0.50558	0.10274
977	0.20747	0.07293	0.01242	-0.07971	0.50506	0.10184
978	0.20727	0.07336	0.01210	-0.07953	0.50462	0.10088
979	0.20685	0.07394	0.01175	-0.07960	0.50432	0.10000
980	0.20646	0.07451	0.01159	-0.07981	0.50409	0.09935
981	0.20633	0.07494	0.01164	-0.08000	0.50380	0.09891
982	0.20639	0.07524	0.01180	-0.08001	0.50343	0.09858
983	0.20640	0.07549	0.01192	-0.07983	0.50309	0.09825
984	0.20622	0.07571	0.01191	-0.07961	0.50286	0.09789
985	0.20597	0.07591	0.01182	-0.07954	0.50270	0.09755
986	0.20579	0.07605	0.01183	-0.07968	0.50254	0.09735
987	0.20575	0.07612	0.01205	-0.07983	0.50225	0.09729
988	0.20591	0.07610	0.01249	-0.07969	0.50177	0.09722
989	0.20636	0.07602	0.01295	-0.07907	0.50110	0.09712
990	0.20703	0.07596	0.01329	-0.07821	0.50038	0.09713
991	0.20764	0.07596	0.01353	-0.07756	0.49981	0.09728
992	0.20797	0.07600	0.01381	-0.07726	0.49956	0.09742
993	0.20809	0.07605	0.01405	-0.07692	0.49954	0.09746
994	0.20822	0.07615	0.01406	-0.07616	0.49953	0.09738
995	0.20846	0.07639	0.01380	-0.07507	0.49930	0.09711
996	0.20878	0.07672	0.01350	-0.07393	0.49879	0.09661
997	0.20916	0.07695	0.01349	-0.07289	0.49804	0.09588
998	0.20955	0.07691	0.01391	-0.07192	0.49702	0.09490
999	0.20979	0.07665	0.01460	-0.07098	0.49576	0.09352
1000	0.20987	0.07636	0.01523	-0.06998	0.49426	0.09166
1001	0.21005	0.07616	0.01551	-0.06887	0.49246	0.08954
1002	0.21050	0.07595	0.01550	-0.06765	0.49032	0.08743
1003	0.21105	0.07563	0.01549	-0.06638	0.48800	0.08524
1004	0.21139	0.07522	0.01569	-0.06511	0.48580	0.08266
1005	0.21147	0.07490	0.01600	-0.06389	0.48387	0.07975
1006	0.21151	0.07465	0.01627	-0.06269	0.48218	0.07694
1007	0.21170	0.07437	0.01634	-0.06119	0.48059	0.07460
1008	0.21205	0.07399	0.01612	-0.05904	0.47901	0.07274
1009	0.21257	0.07359	0.01558	-0.05630	0.47737	0.07125
1010	0.21318	0.07328	0.01479	-0.05341	0.47573	0.07009
1011	0.21378	0.07298	0.01399	-0.05087	0.47435	0.06936
1012	0.21428	0.07257	0.01344	-0.04891	0.47344	0.06922
1013	0.21460	0.07211	0.01325	-0.04722	0.47304	0.06980
1014	0.21474	0.07176	0.01333	-0.04541	0.47302	0.07093
1015	0.21476	0.07154	0.01348	-0.04336	0.47318	0.07232
1016	0.21483	0.07127	0.01354	-0.04125	0.47338	0.07394
1017	0.21501	0.07091	0.01339	-0.03929	0.47369	0.07593
1018	0.21527	0.07066	0.01316	-0.03756	0.47428	0.07826
1019	0.21551	0.07059	0.01309	-0.03595	0.47503	0.08061
1020	0.21570	0.07056	0.01328	-0.03418	0.47551	0.08273
1021	0.21587	0.07041	0.01359	-0.03205	0.47537	0.08472
1022	0.21611	0.07017	0.01385	-0.02959	0.47476	0.08684
1023	0.21641	0.06993	0.01399	-0.02698	0.47407	0.08905
1024	0.21664	0.06978	0.01397	-0.02438	0.47355	0.09102
1025	0.21673	0.06974	0.01380	-0.02187	0.47325	0.09243
1026	0.21672	0.06974	0.01364	-0.01961	0.47305	0.09320
1027	0.21672	0.06966	0.01377	-0.01765	0.47267	0.09362
1028	0.21683	0.06945	0.01415	-0.01585	0.47190	0.09399
1029	0.21706	0.06921	0.01446	-0.01411	0.47068	0.09426
1030	0.21725	0.06904	0.01451	-0.01265	0.46912	0.09407
1031	0.21730	0.06892	0.01441	-0.01173	0.46722	0.09334
1032	0.21722	0.06880	0.01429	-0.01126	0.46500	0.09229
1033	0.21708	0.06875	0.01404	-0.01088	0.46250	0.09115
1034	0.21694	0.06881	0.01368	-0.01039	0.45986	0.08995
1035	0.21689	0.06888	0.01338	-0.00976	0.45720	0.08853
1036	0.21708	0.06876	0.01327	-0.00899	0.45449	0.08666
1037	0.21753	0.06846	0.01325	-0.00801	0.45157	0.08421
1038	0.21806	0.06814	0.01312	-0.00682	0.44855	0.08126
1039	0.21853	0.06790	0.01288	-0.00572	0.44564	0.07813
1040	0.21890	0.06774	0.01259	-0.00507	0.44285	0.07514
1041	0.21913	0.06765	0.01227	-0.00494	0.44007	0.07232
1042	0.21918	0.06764	0.01189	-0.00503	0.43722	0.06948
1043	0.21913	0.06771	0.01147	-0.00501	0.43423	0.06652
1044	0.21913	0.06780	0.01110	-0.00478	0.43089	0.06358
1045	0.21925	0.06778	0.01087	-0.00454	0.42715	0.06070
1046	0.21943	0.06754	0.01086	-0.00452	0.42335	0.05771
1047	0.21964	0.06712	0.01100	-0.00470	0.42004	0.05452
1048	0.21990	0.06670	0.01107	-0.00481	0.41744	0.05136
1049	0.22021	0.06649	0.01088	-0.00460	0.41534	0.04847
1050	0.22042	0.06655	0.01046	-0.00401	0.41359	0.04571
1051	0.22048	0.06676	0.00999	-0.00319	0.41232	0.04277
1052	0.22046	0.06691	0.00969	-0.00246	0.41159	0.03968
1053	0.22042	0.06685	0.00967	-0.00198	0.41116	0.03685
1054	0.22033	0.06659	0.00983	-0.00154	0.41089	0.03454
1055	0.22025	0.06634	0.01001	-0.00083	0.41095	0.03246
1056	0.22023	0.06625	0.01013	0.00007	0.41153	0.03020
1057	0.22029	0.06631	0.01030	0.00088	0.41234	0.02780
1058	0.22037	0.06640	0.01054	0.00156	0.41284	0.02557
1059	0.22042	0.06655	0.01071	0.00227	0.41274	0.02362
1060	0.22049	0.06681	0.01069	0.00311	0.41231	0.02178
1061	0.22064	0.06705	0.01057	0.00409	0.41193	0.01987
1062	0.22089	0.06710	0.01051	0.00523	0.41168	0.01794
1063	0.22115	0.06695	0.01052	0.00648	0.41148	0.01611
1064	0.22131	0.06680	0.01051	0.00749	0.41123	0.01451
1065	0.22133	0.06680	0.01043	0.00799	0.41096	0.01325
1066	0.22126	0.06691	0.01038	0.00809	0.41088	0.01234
1067	0.22118	0.06699	0.01051	0.00804	0.41116	0.01169
1068	0.22114	0.06697	0.01084	0.00798	0.41170	0.01122
1069	0.22123	0.06693	0.01120	0.00802	0.41220	0.01095
1070	0.22144	0.06709	0.01148	0.00825	0.41250	0.01087
1071	0.22158	0.06757	0.01172	0.00859	0.41266	0.01094
1072	0.22145	0.06825	0.01205	0.00885	0.41281	0.01106
1073	0.22108	0.06889	0.01254	0.00896	0.41298	0.01113
1074	0.22058	0.06938	0.01321	0.00899	0.41313	0.01103
1075	0.21999	0.06971	0.01411	0.00900	0.41325	0.01077
1076	0.21929	0.06996	0.01515	0.00899	0.41331	0.01043
1077	0.21856	0.07023	0.01614	0.00899	0.41338	0.01016
1078	0.21802	0.07056	0.01696	0.00916	0.41345	0.01004
1079	0.21787	0.07098	0.01775	0.00953	0.41350	0.01001
1080	0.21806	0.07158	0.01879	0.00984	0.41353	0.00992
1081	0.21835	0.07235	0.02021	0.00976	0.41364	0.00971
1082	0.21856	0.07308	0.02200	0.00930	0.41378	0.00934
1083	0.21884	0.07352	0.02400	0.00880	0.41384	0.00882
1084	0.21944	0.07359	0.02612	0.00868	0.41370	0.00831
1085	0.22043	0.07341	0.02836	0.00893	0.41338	0.00802
1086	0.22151	0.07315	0.03081	0.00924	0.41296	0.00805
1087	0.22241	0.07303	0.03348	0.00930	0.41253	0.00829
1088	0.22310	0.07316	0.03635	0.00912	0.41221	0.00849
1089	0.22367	0.07350	0.03948	0.00889	0.41213	0.00854
1090	0.22423	0.07391	0.04294	0.00870	0.41220	0.00856
1091	0.22480	0.07435	0.04674	0.00853	0.41220	0.00866
1092	0.22544	0.07485	0.05074	0.00836	0.41213	0.00876
1093	0.22620	0.07543	0.05476	0.00826	0.41214	0.00876
1094	0.22715	0.07607	0.05868	0.00822	0.41236	0.00861
1095	0.22822	0.07683	0.06248	0.00821	0.41279	0.00829
1096	0.22916	0.07788	0.06620	0.00817	0.41343	0.00779
1097	0.22977	0.07922	0.06990	0.00808	0.41418	0.00725
1098	0.23022	0.08068	0.07362	0.00792	0.41473	0.00694
1099	0.23099	0.08205	0.07739	0.00770	0.41485	0.00702
1100	0.23227	0.08331	0.08123	0.00754	0.41468	0.00734
1101	0.23382	0.08459	0.08517	0.00760	0.41454	0.00757
1102	0.23534	0.08592	0.08924	0.00783	0.41460	0.00763
1103	0.23673	0.08725	0.09340	0.00799	0.41481	0.00765
1104	0.23802	0.08855	0.09751	0.00795	0.41514	0.00773
1105	0.23924	0.08983	0.10151	0.00786	0.41557	0.00782
1106	0.24047	0.09107	0.10540	0.00786	0.41599	0.00786
1107	0.24187	0.09226	0.10910	0.00798	0.41631	0.00781
1108	0.24352	0.09341	0.11247	0.00819	0.41647	0.00774
1109	0.24540	0.09447	0.11537	0.00839	0.41641	0.00779
1110	0.24738	0.09528	0.11784	0.00840	0.41612	0.00805
1111	0.24925	0.09579	0.12000	0.00820	0.41567	0.00847
1112	0.25083	0.09609	0.12189	0.00796	0.41524	0.00885
1113	0.25211	0.09633	0.12343	0.00786	0.41501	0.00900
1114	0.25320	0.09650	0.12455	0.00791	0.41508	0.00885
1115	0.25433	0.09646	0.12530	0.00801	0.41533	0.00855
1116	0.25561	0.09600	0.12580	0.00805	0.41550	0.00835
1117	0.25698	0.09513	0.12602	0.00800	0.41551	0.00837
1118	0.25830	0.09406	0.12582	0.00794	0.41547	0.00856
1119	0.25951	0.09294	0.12516	0.00792	0.41547	0.00875
1120	0.26066	0.09174	0.12416	0.00800	0.41546	0.00883
1121	0.26174	0.09039	0.12299	0.00823	0.41540	0.00879
1122	0.26269	0.08887	0.12167	0.00854	0.41531	0.00871
1123	0.26348	0.08721	0.12014	0.00878	0.41529	0.00867
1124	0.26409	0.08545	0.11838	0.00893	0.41531	0.00867
1125	0.26454	0.08368	0.11643	0.00906	0.41528	0.00868
1126	0.26487	0.08190	0.11433	0.00916	0.41517	0.00869
1127	0.26515	0.08005	0.11204	0.00902	0.41504	0.00869
1128	0.26539	0.07821	0.10951	0.00854	0.41497	0.00872
1129	0.26558	0.07655	0.10672	0.00795	0.41490	0.00887
1130	0.26576	0.07519	0.10365	0.00762	0.41476	0.00918
1131	0.26593	0.07405	0.10029	0.00773	0.41458	0.00948
1132	0.26596	0.07295	0.09660	0.00811	0.41455	0.00956
1133	0.26571	0.07179	0.09273	0.00831	0.41470	0.00946
1134	0.26519	0.07060	0.08897	0.00807	0.41488	0.00941
1135	0.26455	0.06941	0.08540	0.00759	0.41488	0.00952
1136	0.26384	0.06811	0.08183	0.00723	0.41465	0.00968
1137	0.26295	0.06660	0.07810	0.00713	0.41432	0.00974
1138	0.26176	0.06502	0.07433	0.00715	0.41413	0.00969
1139	0.26024	0.06372	0.07070	0.00714	0.41422	0.00969
1140	0.25847	0.06288	0.06723	0.00703	0.41449	0.00990
1141	0.25659	0.06235	0.06388	0.00693	0.41470	0.01034
1142	0.25470	0.06186	0.06058	0.00702	0.41480	0.01087
1143	0.25281	0.06125	0.05725	0.00732	0.41494	0.01127
1144	0.25090	0.06063	0.05391	0.00762	0.41514	0.01138
1145	0.24896	0.06012	0.05066	0.00770	0.41527	0.01124
1146	0.24708	0.05977	0.04749	0.00751	0.41528	0.01094
1147	0.24546	0.05951	0.04431	0.00708	0.41523	0.01064
1148	0.24414	0.05932	0.04122	0.00659	0.41512	0.01049
1149	0.24304	0.05923	0.03851	0.00638	0.41492	0.01062
1150	0.24206	0.05918	0.03631	0.00665	0.41477	0.01090
1151	0.24118	0.05909	0.03438	0.00709	0.41479	0.01111
1152	0.24047	0.05890	0.03246	0.00717	0.41493	0.01127
1153	0.24002	0.05867	0.03046	0.00681	0.41499	0.01145
1154	0.23982	0.05845	0.02848	0.00641	0.41485	0.01165
1155	0.23980	0.05821	0.02665	0.00621	0.41457	0.01186
1156	0.23992	0.05784	0.02512	0.00615	0.41423	0.01208
1157	0.24019	0.05729	0.02390	0.00615	0.41386	0.01228
1158	0.24061	0.05661	0.02282	0.00621	0.41355	0.01243
1159	0.24119	0.05594	0.02159	0.00631	0.41336	0.01254
1160	0.24181	0.05544	0.02006	0.00649	0.41326	0.01263
1161	0.24231	0.05519	0.01830	0.00685	0.41319	0.01279
1162	0.24274	0.05512	0.01649	0.00744	0.41318	0.01310
1163	0.24317	0.05509	0.01478	0.00816	0.41332	0.01349
1164	0.24351	0.05498	0.01329	0.00887	0.41364	0.01391
1165	0.24365	0.05467	0.01226	0.00948	0.41405	0.01440
1166	0.24356	0.05413	0.01184	0.00988	0.41444	0.01505
1167	0.24334	0.05353	0.01181	0.01007	0.41480	0.01593
1168	0.24304	0.05308	0.01181	0.01016	0.41514	0.01709
1169	0.24272	0.05290	0.01166	0.01021	0.41548	0.01852
1170	0.24243	0.05289	0.01142	0.01023	0.41574	0.02013
1171	0.24230	0.05285	0.01127	0.01035	0.41591	0.02187
1172	0.24236	0.05265	0.01134	0.01071	0.41608	0.02379
1173	0.24260	0.05241	0.01159	0.01128	0.41636	0.02595
1174	0.24284	0.05229	0.01188	0.01184	0.41672	0.02843
1175	0.24284	0.05235	0.01214	0.01217	0.41710	0.03130
1176	0.24252	0.05253	0.01241	0.01230	0.41743	0.03450
1177	0.24209	0.05268	0.01271	0.01237	0.41769	0.03779
1178	0.24187	0.05274	0.01291	0.01248	0.41791	0.04089
1179	0.24201	0.05265	0.01288	0.01268	0.41816	0.04366
1180	0.24248	0.05240	0.01271	0.01297	0.41849	0.04619
1181	0.24306	0.05202	0.01254	0.01336	0.41893	0.04857
1182	0.24349	0.05172	0.01234	0.01387	0.41948	0.05072
1183	0.24363	0.05165	0.01207	0.01422	0.42015	0.05263
1184	0.24355	0.05173	0.01182	0.01405	0.42077	0.05443
1185	0.24340	0.05176	0.01168	0.01344	0.42111	0.05624
1186	0.24327	0.05169	0.01159	0.01291	0.42110	0.05799
1187	0.24323	0.05160	0.01147	0.01279	0.42095	0.05949
1188	0.24326	0.05161	0.01132	0.01288	0.42089	0.06071
1189	0.24317	0.05170	0.01120	0.01292	0.42078	0.06181
1190	0.24283	0.05170	0.01112	0.01291	0.42019	0.06285
1191	0.24245	0.05150	0.01103	0.01293	0.41889	0.06363
1192	0.24233	0.05122	0.01091	0.01300	0.41711	0.06396
1193	0.24260	0.05105	0.01080	0.01312	0.41519	0.06399
1194	0.24305	0.05107	0.01075	0.01333	0.41336	0.06400
1195	0.24332	0.05119	0.01084	0.01358	0.41163	0.06409
1196	0.24327	0.05123	0.01104	0.01375	0.40996	0.06414
1197	0.24315	0.05106	0.01121	0.01374	0.40821	0.06407
1198	0.24326	0.05072	0.01121	0.01361	0.40632	0.06386
1199	0.24355	0.05042	0.01104	0.01349	0.40440	0.06347
1200	0.24377	0.05035	0.01085	0.01331	0.40262	0.06280
1201	0.24370	0.05054	0.01075	0.01294	0.40097	0.06180
1202	0.24335	0.05080	0.01074	0.01245	0.39928	0.06047
1203	0.24288	0.05094	0.01074	0.01196	0.39752	0.05882
1204	0.24255	0.05093	0.01061	0.01154	0.39582	0.05689
1205	0.24252	0.05082	0.01036	0.01117	0.39436	0.05475
1206	0.24269	0.05065	0.01020	0.01080	0.39321	0.05264
1207	0.24285	0.05043	0.01033	0.01047	0.39237	0.05073
1208	0.24288	0.05022	0.01064	0.01031	0.39177	0.04894
1209	0.24285	0.05011	0.01085	0.01042	0.39137	0.04697
1210	0.24284	0.05014	0.01078	0.01071	0.39111	0.04468
1211	0.24282	0.05030	0.01060	0.01099	0.39101	0.04220
1212	0.24270	0.05053	0.01057	0.01123	0.39114	0.03970
1213	0.24249	0.05070	0.01079	0.01151	0.39145	0.03732
1214	0.24237	0.05071	0.01115	0.01172	0.39169	0.03525
1215	0.24242	0.05051	0.01151	0.01161	0.39154	0.03362
1216	0.24257	0.05021	0.01178	0.01115	0.39104	0.03229
1217	0.24270	0.04994	0.01191	0.01068	0.39050	0.03097
1218	0.24275	0.04977	0.01193	0.01056	0.39017	0.02950
1219	0.24267	0.04967	0.01192	0.01075	0.38994	0.02803
1220	0.24246	0.04956	0.01192	0.01100	0.38963	0.02679
1221	0.24226	0.04942	0.01193	0.01119	0.38929	0.02579
1222	0.24225	0.04929	0.01196	0.01137	0.38904	0.02489
1223	0.24255	0.04921	0.01204	0.01157	0.38890	0.02406
1224	0.24299	0.04920	0.01216	0.01169	0.38874	0.02341
1225	0.24324	0.04926	0.01229	0.01165	0.38841	0.02293
1226	0.24316	0.04938	0.01242	0.01153	0.38790	0.02244
1227	0.24305	0.04946	0.01259	0.01145	0.38738	0.02177
1228	0.24319	0.04940	0.01282	0.01141	0.38703	0.02099
1229	0.24356	0.04922	0.01306	0.01146	0.38692	0.02020
1230	0.24390	0.04912	0.01319	0.01169	0.38691	0.01946
1231	0.24401	0.04923	0.01322	0.01218	0.38686	0.01874
1232	0.24382	0.04949	0.01328	0.01277	0.38681	0.01799
1233	0.24340	0.04982	0.01342	0.01326	0.38687	0.01724
1234	0.24292	0.05027	0.01356	0.01356	0.38706	0.01670
1235	0.24258	0.05082	0.01359	0.01374	0.38731	0.01646
1236	0.24257	0.05129	0.01352	0.01393	0.38753	0.01628
1237	0.24287	0.05156	0.01339	0.01417	0.38770	0.01583
1238	0.24328	0.05170	0.01331	0.01439	0.38774	0.01506
1239	0.24358	0.05184	0.01335	0.01458	0.38759	0.01421
1240	0.24366	0.05203	0.01350	0.01470	0.38734	0.01350
1241	0.24354	0.05222	0.01376	0.01469	0.38717	0.01302
1242	0.24342	0.05241	0.01417	0.01458	0.38715	0.01274
1243	0.24343	0.05266	0.01469	0.01446	0.38716	0.01254
1244	0.24352	0.05302	0.01526	0.01432	0.38707	0.01228
1245	0.24354	0.05346	0.01589	0.01406	0.38683	0.01196
1246	0.24348	0.05391	0.01671	0.01369	0.38657	0.01171
1247	0.24338	0.05439	0.01779	0.01344	0.38651	0.01153
1248	0.24330	0.05489	0.01911	0.01344	0.38676	0.01139
1249	0.24320	0.05537	0.02062	0.01350	0.38712	0.01141
1250	0.24300	0.05576	0.02225	0.01346	0.38733	0.01156
1251	0.24275	0.05604	0.02392	0.01338	0.38739	0.01156
1252	0.24262	0.05629	0.02559	0.01334	0.38743	0.01131
1253	0.24256	0.05669	0.02744	0.01342	0.38745	0.01102
1254	0.24246	0.05735	0.02970	0.01361	0.38744	0.01078
1255	0.24233	0.05811	0.03244	0.01379	0.38741	0.01056
1256	0.24238	0.05869	0.03541	0.01377	0.38739	0.01047
1257	0.24275	0.05902	0.03831	0.01355	0.38733	0.01060
1258	0.24342	0.05928	0.04116	0.01331	0.38726	0.01091
1259	0.24412	0.05971	0.04425	0.01320	0.38724	0.01122
1260	0.24451	0.06045	0.04776	0.01320	0.38734	0.01130
1261	0.24460	0.06139	0.05163	0.01326	0.38756	0.01109
1262	0.24480	0.06239	0.05563	0.01333	0.38789	0.01069
1263	0.24542	0.06343	0.05955	0.01350	0.38833	0.01030
1264	0.24632	0.06458	0.06337	0.01378	0.38880	0.01006
1265	0.24714	0.06590	0.06719	0.01412	0.38911	0.00997
1266	0.24767	0.06736	0.07096	0.01444	0.38906	0.00990
1267	0.24795	0.06889	0.07443	0.01466	0.38856	0.00974
1268	0.24804	0.07052	0.07744	0.01468	0.38776	0.00943
1269	0.24788	0.07226	0.07994	0.01447	0.38694	0.00908
1270	0.24741	0.07404	0.08202	0.01420	0.38632	0.00890
1271	0.24674	0.07573	0.08380	0.01410	0.38596	0.00896
1272	0.24597	0.07730	0.08543	0.01427	0.38589	0.00910
1273	0.24510	0.07884	0.08683	0.01464	0.38615	0.00914
1274	0.24415	0.08044	0.08761	0.01497	0.38653	0.00911
1275	0.24315	0.08210	0.08746	0.01500	0.38670	0.00912
1276	0.24194	0.08384	0.08648	0.01471	0.38651	0.00921
1277	0.24031	0.08566	0.08512	0.01421	0.38619	0.00935
1278	0.23820	0.08757	0.08377	0.01370	0.38604	0.00947
1279	0.23583	0.08950	0.08248	0.01333	0.38610	0.00947
1280	0.23343	0.09131	0.08098	0.01314	0.38618	0.00939
1281	0.23117	0.09288	0.07898	0.01309	0.38624	0.00930
1282	0.22912	0.09424	0.07651	0.01314	0.38647	0.00925
1283	0.22725	0.09549	0.07389	0.01318	0.38696	0.00918
1284	0.22546	0.09668	0.07135	0.01303	0.38757	0.00900
1285	0.22360	0.09779	0.06877	0.01259	0.38804	0.00874
1286	0.22150	0.09878	0.06599	0.01207	0.38819	0.00848
1287	0.21906	0.09969	0.06308	0.01178	0.38798	0.00831
1288	0.21638	0.10051	0.06022	0.01167	0.38747	0.00825
1289	0.21371	0.10120	0.05752	0.01156	0.38688	0.00827
1290	0.21124	0.10181	0.05489	0.01139	0.38660	0.00832
1291	0.20907	0.10231	0.05224	0.01129	0.38684	0.00837
1292	0.20726	0.10262	0.04956	0.01131	0.38744	0.00842
1293	0.20587	0.10266	0.04681	0.01128	0.38799	0.00850
1294	0.20490	0.10248	0.04402	0.01104	0.38822	0.00871
1295	0.20431	0.10214	0.04126	0.01069	0.38820	0.00907
1296	0.20403	0.10174	0.03858	0.01046	0.38814	0.00943
1297	0.20388	0.10136	0.03595	0.01043	0.38817	0.00956
1298	0.20371	0.10097	0.03352	0.01041	0.38821	0.00951
1299	0.20357	0.10050	0.03147	0.01025	0.38815	0.00961
1300	0.20369	0.09992	0.02976	0.01006	0.38800	0.01005
1301	0.20407	0.09932	0.02810	0.01005	0.38796	0.01066
1302	0.20447	0.09879	0.02624	0.01033	0.38816	0.01116
1303	0.20472	0.09832	0.02426	0.01086	0.38856	0.01153
1304	0.20496	0.09779	0.02240	0.01159	0.38900	0.01204
1305	0.20539	0.09714	0.02089	0.01235	0.38936	0.01296
1306	0.20606	0.09638	0.01986	0.01297	0.38965	0.01448
1307	0.20690	0.09566	0.01929	0.01349	0.38991	0.01669
1308	0.20775	0.09517	0.01897	0.01406	0.39013	0.01965
1309	0.20838	0.09499	0.01864	0.01461	0.39038	0.02340
1310	0.20872	0.09499	0.01821	0.01495	0.39086	0.02790
