Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
445,0.06156,0.42241,1.51456,-0.01469,0.47018,0.07828,0.26085,0.15417,0.15474,-0.0017,0.45452,0.49524,0.264,0.39655,0.49454,0.01511,0.36121,0.91967,0.18397,0.3446,0.91866,-0.10028,0.39313,1.42614,0.23473,0.38443,1.45173,-0.1033,0.53262,1.17185,0.31418,0.51265,1.20616,-0.02808,0.63843,1.40038,0.2046,0.59045,1.4243
446,0.06088,0.42286,1.5145,-0.01417,0.47049,0.07808,0.26222,0.15304,0.15453,-0.00193,0.45483,0.49506,0.26345,0.39523,0.49447,0.01492,0.3614,0.91945,0.18379,0.34486,0.91885,-0.10016,0.39377,1.4264,0.2344,0.38409,1.45177,-0.1028,0.53296,1.17194,0.31402,0.51254,1.20638,-0.02833,0.63833,1.40091,0.20464,0.5907,1.42449
447,0.06074,0.42309,1.5145,-0.01351,0.47083,0.07791,0.26348,0.1517,0.15414,-0.00207,0.45513,0.49492,0.2625,0.39354,0.49433,0.01473,0.36178,0.91933,0.1836,0.34528,0.9191,-0.09997,0.39406,1.42642,0.23452,0.38403,1.45168,-0.10242,0.53308,1.17188,0.31391,0.51251,1.20622,-0.02791,0.63879,1.40068,0.20496,0.59059,1.42458
448,0.06099,0.42319,1.5146,-0.01299,0.47106,0.07788,0.26442,0.15015,0.15349,-0.00221,0.45557,0.49491,0.26116,0.39153,0.49399,0.01436,0.36229,0.91935,0.18323,0.34575,0.91921,-0.09966,0.39387,1.42626,0.23495,0.38431,1.45171,-0.1021,0.5331,1.17183,0.31393,0.51235,1.20589,-0.027,0.63938,1.40017,0.2055,0.5903,1.42456
449,0.06136,0.42328,1.51475,-0.01277,0.47124,0.07798,0.26514,0.14837,0.15257,-0.00238,0.45611,0.49504,0.25963,0.38913,0.49349,0.01387,0.36285,0.91949,0.18271,0.34611,0.91918,-0.09913,0.3934,1.42604,0.23543,0.38457,1.45187,-0.10177,0.533,1.17181,0.3141,0.51195,1.20562,-0.02621,0.63976,1.39978,0.20607,0.59003,1.42444
450,0.06169,0.42329,1.51485,-0.0128,0.47146,0.07809,0.26581,0.14637,0.15151,-0.00251,0.45648,0.49515,0.25817,0.38632,0.49295,0.01352,0.36341,0.91965,0.18232,0.34623,0.91912,-0.09852,0.39289,1.42599,0.23565,0.38435,1.45195,-0.10144,0.5326,1.17182,0.31435,0.51138,1.20551,-0.02603,0.63984,1.39961,0.20649,0.58972,1.42433
451,0.06191,0.42302,1.51495,-0.01298,0.4717,0.07807,0.2665,0.14419,0.15042,-0.00247,0.45649,0.49512,0.25699,0.38325,0.49244,0.01349,0.3639,0.91974,0.18222,0.34604,0.91907,-0.09819,0.39242,1.42629,0.23549,0.38357,1.45171,-0.10113,0.5318,1.17195,0.31452,0.51092,1.20554,-0.02639,0.63969,1.39966,0.20677,0.5893,1.42439
452,0.06204,0.42246,1.5151,-0.01316,0.47187,0.07799,0.26716,0.1419,0.14929,-0.00231,0.45613,0.49501,0.25606,0.38007,0.49188,0.01367,0.36416,0.91976,0.18234,0.34574,0.91893,-0.09832,0.39185,1.42683,0.23524,0.38275,1.45115,-0.10082,0.53079,1.17224,0.31451,0.5109,1.20548,-0.02684,0.63931,1.3999,0.20696,0.58887,1.42457
453,0.06219,0.4218,1.51527,-0.01326,0.47186,0.07799,0.26766,0.13962,0.14797,-0.00216,0.45563,0.49498,0.25517,0.37677,0.49122,0.01381,0.36403,0.91981,0.18248,0.34563,0.91869,-0.09865,0.3912,1.42729,0.23538,0.38258,1.45054,-0.1005,0.52993,1.17257,0.31441,0.51137,1.20513,-0.0271,0.63869,1.4003,0.2071,0.58854,1.42463
454,0.06259,0.4212,1.51538,-0.01334,0.47176,0.07816,0.26793,0.13754,0.14642,-0.00206,0.45528,0.49514,0.25422,0.3733,0.49059,0.01387,0.36364,0.91996,0.1826,0.34578,0.91848,-0.09876,0.39069,1.42746,0.23611,0.38292,1.45021,-0.10019,0.52941,1.17274,0.31443,0.51184,1.20464,-0.0272,0.63806,1.40066,0.20726,0.5883,1.42445
455,0.06334,0.42063,1.51533,-0.01349,0.47178,0.07847,0.26799,0.13584,0.14468,-0.002,0.45517,0.49544,0.25331,0.36964,0.49013,0.01398,0.36334,0.92022,0.18275,0.34597,0.91844,-0.09838,0.39051,1.42737,0.23715,0.38292,1.45019,-0.09983,0.52928,1.17267,0.31462,0.51181,1.20433,-0.02711,0.6378,1.40073,0.20763,0.58803,1.42431
456,0.06428,0.41996,1.51515,-0.01371,0.47204,0.07874,0.26794,0.13444,0.14276,-0.0019,0.45516,0.49569,0.25254,0.36583,0.4898,0.0142,0.36333,0.92046,0.18297,0.34592,0.91846,-0.09754,0.39061,1.42716,0.23813,0.38201,1.45028,-0.09934,0.52934,1.17246,0.3149,0.51118,1.20436,-0.02666,0.63807,1.40043,0.20837,0.58761,1.42449
457,0.0652,0.4191,1.51494,-0.0139,0.47231,0.07879,0.26786,0.13299,0.1407,-0.0017,0.45509,0.49571,0.25189,0.36188,0.48937,0.01454,0.36348,0.92053,0.18325,0.34552,0.91833,-0.09646,0.39065,1.42708,0.23897,0.38045,1.45031,-0.09873,0.52921,1.17228,0.31528,0.5101,1.20449,-0.02592,0.63846,1.39996,0.2095,0.58691,1.42486
458,0.06601,0.41808,1.5148,-0.01404,0.47228,0.07865,0.26781,0.13115,0.13849,-0.00137,0.45489,0.49555,0.25117,0.35769,0.48866,0.01497,0.36345,0.9204,0.18361,0.34493,0.91791,-0.09532,0.39022,1.42721,0.23987,0.37887,1.45022,-0.09817,0.52847,1.17225,0.3158,0.50886,1.20446,-0.02521,0.63811,1.39969,0.21082,0.58595,1.42511
