Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
915,0.18445,0.30557,1.50788,-0.02886,0.56067,0.15712,0.24826,0.08441,0.07881,0.0494,0.57432,0.56695,0.26277,0.21178,0.47603,0.07869,0.30719,0.90887,0.23642,0.24467,0.9087,0.00721,0.33319,1.43698,0.32956,0.2301,1.43192,0.00991,0.48534,1.19006,0.41379,0.33569,1.17733,0.10986,0.56855,1.41845,0.34675,0.4475,1.3979
916,0.18559,0.30594,1.50732,-0.02961,0.56434,0.15316,0.24891,0.08426,0.0788,0.04904,0.57139,0.56308,0.26281,0.21269,0.4757,0.07889,0.30845,0.90818,0.23646,0.24553,0.90838,0.0078,0.33401,1.43716,0.32975,0.22833,1.43124,0.01178,0.48901,1.19203,0.41384,0.33492,1.17702,0.11221,0.5784,1.41787,0.34729,0.44808,1.39706
917,0.18612,0.30654,1.5068,-0.03016,0.56807,0.14911,0.24954,0.0843,0.07892,0.04856,0.56855,0.55908,0.2628,0.21382,0.47549,0.07906,0.30995,0.90739,0.23647,0.24662,0.90817,0.00837,0.33566,1.43701,0.3295,0.22647,1.43027,0.01355,0.49274,1.19323,0.41326,0.3343,1.17647,0.1146,0.5882,1.41629,0.34784,0.44853,1.39629
918,0.18595,0.30724,1.50628,-0.03051,0.57174,0.14503,0.24984,0.08457,0.07913,0.04804,0.56588,0.55499,0.26304,0.21502,0.4754,0.07912,0.31181,0.90656,0.23632,0.24797,0.90804,0.00904,0.3379,1.43668,0.32868,0.22502,1.42908,0.01509,0.49633,1.1938,0.41226,0.33369,1.17557,0.11765,0.5972,1.41376,0.34831,0.44844,1.39555
919,0.18549,0.30803,1.50563,-0.03081,0.57514,0.14092,0.24972,0.08497,0.07929,0.04759,0.56335,0.55078,0.26353,0.21636,0.47522,0.07899,0.31405,0.90573,0.23589,0.24949,0.90779,0.00984,0.34057,1.43633,0.32737,0.22433,1.42785,0.01621,0.49965,1.19388,0.41118,0.33314,1.17448,0.1211,0.60477,1.41074,0.3486,0.44781,1.39489
920,0.1852,0.309,1.50474,-0.03126,0.578,0.13684,0.2493,0.08536,0.07928,0.04729,0.56096,0.54649,0.264,0.21794,0.47479,0.07869,0.31652,0.9048,0.23521,0.25106,0.90729,0.01068,0.34375,1.43594,0.3258,0.22418,1.42669,0.01675,0.50279,1.19346,0.41026,0.33278,1.17345,0.12399,0.61056,1.40785,0.34867,0.44704,1.39436
921,0.18532,0.3101,1.50363,-0.03191,0.58022,0.13283,0.24876,0.08568,0.07912,0.04697,0.55874,0.54221,0.2642,0.21967,0.47412,0.07841,0.31904,0.9037,0.23452,0.25263,0.90658,0.01134,0.34729,1.43536,0.32425,0.22423,1.4256,0.0166,0.50582,1.19252,0.40944,0.33245,1.17244,0.1255,0.61446,1.40563,0.34861,0.44645,1.39369
922,0.18568,0.31101,1.50246,-0.03266,0.58198,0.12894,0.24822,0.08594,0.07889,0.0463,0.55673,0.53808,0.26421,0.22143,0.47336,0.07827,0.32144,0.90242,0.23401,0.25418,0.9058,0.01154,0.35064,1.43448,0.32291,0.2244,1.42455,0.01596,0.50863,1.19127,0.40843,0.33174,1.17113,0.12565,0.61656,1.40434,0.34856,0.44605,1.39249
923,0.18594,0.31154,1.5014,-0.03328,0.58334,0.1252,0.24778,0.08617,0.0787,0.0452,0.55498,0.53424,0.26422,0.2231,0.47265,0.07823,0.32374,0.90106,0.23365,0.25577,0.90506,0.01117,0.35336,1.43329,0.32176,0.22473,1.42364,0.01523,0.51105,1.18989,0.40709,0.33056,1.16952,0.12509,0.61706,1.40383,0.34853,0.44583,1.39073
924,0.18588,0.31211,1.50039,-0.03351,0.58397,0.1216,0.24746,0.08637,0.07857,0.04389,0.55355,0.53069,0.2643,0.22475,0.472,0.07809,0.32603,0.89973,0.23321,0.25742,0.90438,0.01038,0.3556,1.43209,0.32057,0.22512,1.42287,0.0145,0.51293,1.18846,0.40554,0.32933,1.16795,0.12445,0.61616,1.40371,0.34841,0.44606,1.38876
925,0.18555,0.31341,1.49923,-0.03334,0.58351,0.11808,0.24723,0.08655,0.07852,0.04271,0.55245,0.52738,0.26435,0.22672,0.47131,0.07776,0.32842,0.89846,0.23256,0.25914,0.90365,0.00949,0.3579,1.43131,0.31917,0.22557,1.42198,0.01341,0.51421,1.18702,0.40384,0.3286,1.16649,0.12382,0.61402,1.40364,0.34824,0.4472,1.3867
926,0.18507,0.31566,1.49781,-0.03311,0.58201,0.11466,0.24699,0.08669,0.07857,0.04179,0.55166,0.52422,0.26429,0.22931,0.47046,0.07738,0.33094,0.89724,0.23183,0.26092,0.90281,0.00868,0.36058,1.43113,0.31766,0.2263,1.42059,0.01177,0.51497,1.18561,0.40201,0.32865,1.16472,0.12296,0.61096,1.40355,0.34815,0.4494,1.38419
927,0.18449,0.31847,1.49628,-0.03324,0.57979,0.11143,0.24667,0.08684,0.07871,0.04117,0.55126,0.52121,0.26415,0.23247,0.46948,0.07709,0.33356,0.89596,0.2312,0.26281,0.90189,0.00795,0.36358,1.43105,0.31618,0.22756,1.41856,0.01004,0.51557,1.18403,0.40021,0.32921,1.16231,0.12174,0.60741,1.4035,0.34804,0.4521,1.381
928,0.18372,0.32138,1.49487,-0.03385,0.57706,0.10845,0.24625,0.08704,0.07892,0.04086,0.5513,0.51836,0.26406,0.2359,0.46846,0.07683,0.33617,0.89459,0.23068,0.26491,0.90093,0.00709,0.36679,1.43043,0.31462,0.22934,1.41616,0.00894,0.51626,1.18187,0.39869,0.32976,1.15943,0.12021,0.60374,1.40333,0.34763,0.45453,1.37732
929,0.18262,0.32415,1.49365,-0.03481,0.57395,0.10573,0.24573,0.08738,0.07915,0.04085,0.55169,0.51567,0.26409,0.23948,0.46741,0.07644,0.33875,0.89317,0.23018,0.26728,0.89991,0.00596,0.37011,1.42929,0.31281,0.23146,1.41372,0.0085,0.51679,1.17908,0.3974,0.32998,1.15643,0.11843,0.60019,1.40278,0.3468,0.45645,1.37343
930,0.18111,0.32681,1.49251,-0.03586,0.57092,0.1032,0.24519,0.08788,0.07932,0.04098,0.55231,0.5131,0.26422,0.24325,0.46625,0.07593,0.34131,0.89176,0.22967,0.26988,0.89877,0.0045,0.37325,1.42827,0.31081,0.23379,1.41145,0.00807,0.51672,1.17622,0.39592,0.32985,1.1534,0.11636,0.59696,1.40186,0.34586,0.4582,1.36943
931,0.17925,0.32942,1.49138,-0.03672,0.56854,0.10083,0.24472,0.08861,0.07934,0.04106,0.55314,0.51069,0.26437,0.24727,0.4649,0.07535,0.34387,0.89036,0.22916,0.27259,0.89746,0.0027,0.37586,1.4277,0.30878,0.23646,1.40948,0.00706,0.5161,1.17385,0.39383,0.32945,1.15029,0.11395,0.59415,1.40091,0.34532,0.46015,1.36526
932,0.17714,0.33184,1.49035,-0.03696,0.56706,0.0986,0.2443,0.08947,0.07925,0.04103,0.55423,0.5085,0.26449,0.25136,0.46344,0.07463,0.34643,0.88905,0.22856,0.2754,0.89601,0.00052,0.37797,1.42714,0.30678,0.23979,1.40786,0.00557,0.51574,1.17195,0.39118,0.32878,1.14706,0.11115,0.59164,1.40035,0.34542,0.4623,1.3609
933,0.17485,0.33398,1.48952,-0.03629,0.56624,0.09646,0.24389,0.09027,0.07921,0.04093,0.55548,0.50657,0.26467,0.25525,0.46205,0.07371,0.34898,0.88789,0.22787,0.27841,0.89459,-0.00208,0.37991,1.42603,0.30484,0.24397,1.4064,0.00401,0.51649,1.17022,0.38849,0.32809,1.14374,0.10788,0.5894,1.40038,0.34601,0.46457,1.35639
