Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
132,0.06745,0.00435,-0.00238,0.17548,0.08014,0.06943,0.39409,-0.20479,0.02821,-0.28196,-0.00628,0.24903,0.33074,-0.226,0.00703,-0.23825,0.01981,0.22102,0.26938,-0.23164,-0.02777,0.33259,-0.07129,-0.00257,0.36401,-0.07688,0.02619,0.14006,0.07173,-0.00278,-0.02935,0.07431,-0.01736,0.00678,0.23386,-0.00177,-0.01186,-0.25229,-0.02657,0.02233,0.14695,0.00495,-0.0989,-0.35486,-0.13048,0.02285,0.06165,0.05244,-0.08338,-0.05427,-0.19059,0.02424,0.06462,0.06045,-0.08738,-0.07463,-0.17855
133,0.07471,0.00745,0.01183,0.46128,0.38335,-0.00011,0.4595,-0.25497,0.01628,-0.2352,0.06789,0.34636,0.36909,-0.28715,-0.01795,-0.23896,0.09731,0.30742,0.29979,-0.29906,-0.04261,0.37773,-0.06637,0.01967,0.4057,-0.07074,0.04315,0.13568,0.06245,0.01478,-0.04294,0.08891,-0.00629,0.01739,0.28305,0.00483,-0.02149,-0.28781,-0.00891,0.05506,0.19091,0.01319,-0.07592,-0.39779,-0.1229,0.02325,0.05308,0.02747,-0.05318,-0.04348,-0.21002,0.02365,0.05438,0.0366,-0.05593,-0.05705,-0.20556
134,0.07608,-0.00098,0.01916,0.60079,0.54515,-0.05364,0.51256,-0.28239,-0.02903,-0.20677,0.13001,0.41259,0.41007,-0.3592,-0.06289,-0.26405,0.17234,0.37534,0.32685,-0.38913,-0.06969,0.39448,-0.06699,0.02537,0.42683,-0.06919,0.04507,0.11914,0.02969,0.02307,-0.04866,0.10492,0.00256,0.03092,0.31114,0.00425,-0.02394,-0.30961,0.01058,0.06949,0.2223,0.01313,-0.04736,-0.44215,-0.1044,0.01232,0.03144,-0.02712,-0.03467,-0.04588,-0.21359,0.01306,0.033,-0.02182,-0.03638,-0.055,-0.22026
135,0.07357,-0.01821,0.0172,0.5895,0.5241,-0.01991,0.54331,-0.29034,-0.071,-0.20114,0.19296,0.45914,0.43182,-0.41488,-0.09868,-0.30543,0.23335,0.43164,0.33255,-0.45162,-0.09953,0.3868,-0.07849,0.01555,0.43499,-0.07809,0.03518,0.10001,-0.00318,0.01481,-0.04881,0.10634,0.00365,0.04136,0.30244,-0.00144,-0.02048,-0.32555,0.01861,0.06589,0.22024,0.00584,-0.01305,-0.48536,-0.08614,0.00316,0.01343,-0.06824,-0.00935,-0.07215,-0.19972,0.00529,0.01694,-0.06852,-0.00998,-0.07626,-0.21418
136,0.07279,-0.0345,0.01356,0.54061,0.42149,0.09235,0.55773,-0.30465,-0.06884,-0.20719,0.27757,0.50577,0.42774,-0.44711,-0.09766,-0.34926,0.29526,0.48618,0.31657,-0.4768,-0.11248,0.37492,-0.09264,0.00532,0.44651,-0.08908,0.02553,0.0883,-0.01658,-0.0016,-0.04715,0.09386,0.00215,0.04879,0.275,-0.00293,-0.01213,-0.34938,0.01542,0.05671,0.18551,-0.00019,0.02337,-0.52272,-0.07642,0.0036,0.01263,-0.05759,0.03393,-0.11197,-0.18075,0.00678,0.01767,-0.06098,0.03455,-0.1096,-0.19402
137,0.08084,-0.04227,0.01757,0.54762,0.3467,0.19187,0.56906,-0.3359,-0.0261,-0.21307,0.36899,0.56198,0.41107,-0.46731,-0.06738,-0.38766,0.37466,0.54231,0.30061,-0.49675,-0.10243,0.37678,-0.10223,0.00198,0.46859,-0.09656,0.02208,0.09483,-0.01106,-0.00988,-0.04191,0.08007,0.00637,0.05697,0.26158,0.00544,0.00469,-0.38412,0.01481,0.04883,0.15066,0.00439,0.05816,-0.54825,-0.07183,0.01418,0.02918,-0.00297,0.08494,-0.14156,-0.16991,0.01715,0.03376,-0.00725,0.08655,-0.13378,-0.17413
138,0.09505,-0.04242,0.02928,0.62397,0.32134,0.21737,0.59432,-0.36804,0.01639,-0.22522,0.43034,0.63734,0.4023,-0.48439,-0.04521,-0.42529,0.46634,0.60862,0.30638,-0.53552,-0.08656,0.39711,-0.11148,0.0022,0.49558,-0.10609,0.02146,0.11567,-0.0006,-0.0058,-0.03604,0.06785,0.01486,0.06389,0.27425,0.0216,0.02441,-0.4175,0.02118,0.04098,0.1528,0.0252,0.09092,-0.56027,-0.06447,0.02441,0.04284,0.05304,0.1249,-0.15082,-0.164,0.02647,0.04577,0.04698,0.12691,-0.14062,-0.16009
139,0.10343,-0.03996,0.0427,0.7297,0.3156,0.20492,0.64414,-0.38681,0.02983,-0.24896,0.46739,0.74856,0.41313,-0.49481,-0.0551,-0.46165,0.55354,0.70671,0.3355,-0.5828,-0.08674,0.4297,-0.12454,0.00539,0.52081,-0.12,0.02066,0.12723,0.00739,0.00335,-0.0381,0.04809,0.01957,0.06498,0.29687,0.03963,0.03274,-0.43885,0.02573,0.03563,0.19673,0.05929,0.12148,-0.5664,-0.05259,0.01543,0.03542,0.07896,0.14554,-0.15253,-0.15319,0.01699,0.03732,0.07098,0.14758,-0.14195,-0.15041
140,0.10164,-0.03901,0.05539,0.83988,0.28483,0.23461,0.71293,-0.40181,0.02491,-0.25819,0.53211,0.89638,0.43757,-0.49435,-0.0829,-0.47506,0.62978,0.84455,0.36454,-0.6106,-0.10847,0.46012,-0.13649,0.01707,0.53989,-0.13086,0.02381,0.11435,0.01339,0.014,-0.0446,0.01496,0.01757,0.06511,0.30716,0.05372,0.02648,-0.4521,0.02434,0.04233,0.25427,0.09448,0.14221,-0.57427,-0.04102,-0.0139,0.018,0.07988,0.15152,-0.16136,-0.14016,-0.01217,0.02028,0.07412,0.15347,-0.1511,-0.14618
