Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1794,-2.74802,0.0,-0.0,-1.21935,-0.0,0.0,-3.55617,-1.29565,12.59215,19.17873,5.58997,-15.98119,-18.76558,-3.65321,-0.0001,-10.53912,0.73638,3e-05,38.98116,4.62181,15.64478,0.37065,-6.36088,-13.46981,31.04643,18.1901,-27.23837,39.09245,-10.7905,41.07096,111.10555,0.00068,-84.27903,100.36662,0.00067,83.3376,-6.51827,7.55021,-0.00182,-6.52113,-5.6198,-0.00212,5.34604,0.72617,15.91054,-16.09851,-5.28072,15.04717,2.23158,-1.01418,6.50941
1795,-2.5866,0.0,-0.0,-1.09935,-0.0,0.0,-3.57951,-1.27291,12.61631,19.17422,5.54768,-16.05066,-18.79578,-3.58992,-7e-05,-10.52462,0.83632,-0.0,39.06344,4.78013,15.58888,0.39691,-6.2499,-13.31836,31.13128,18.0421,-27.40919,39.26565,-10.81288,41.15177,111.02824,0.00015,-83.68561,100.2591,0.00083,83.03265,-6.42333,7.30253,-0.00064,-6.38926,-5.55982,-0.0025,5.53953,0.74866,15.93808,-15.90155,-5.26986,15.08117,2.2717,-0.85775,6.47374
1796,-2.54026,-0.0,0.0,-1.26481,0.0,0.0,-3.62769,-1.39835,12.78829,19.22259,5.50961,-16.12697,-18.80394,-3.50947,-3e-05,-10.54337,0.93598,-6e-05,39.08872,4.91356,15.52425,0.41283,-6.2011,-13.07709,31.1748,17.84421,-27.52763,39.36228,-11.02915,41.13152,110.98628,-4e-05,-83.30004,100.29165,0.00105,82.4695,-6.11929,7.14556,0.00055,-5.80418,-5.61585,-0.00239,5.78031,0.73326,15.80092,-15.67479,-5.23404,14.94732,2.26651,-0.68448,6.54031
1797,-2.67464,0.0,0.0,-1.64536,0.0,0.0,-3.68637,-1.73696,13.01141,19.33036,5.48899,-16.05651,-18.78354,-3.42859,-1e-05,-10.62751,0.98662,-1e-05,39.02929,5.00356,15.49076,0.41895,-6.22087,-12.95323,31.21378,17.66576,-27.62086,39.45237,-11.38261,41.15484,110.97398,0.00022,-83.08286,100.46087,-0.00019,82.16481,-5.77068,7.08537,0.00078,-5.31104,-5.73909,-0.00109,5.98977,0.73015,15.54695,-15.49013,-5.144,14.70888,2.19424,-0.55757,6.68656
1798,-2.93889,0.0,0.0,-1.88314,0.0,0.0,-3.75433,-2.12332,13.10213,19.4126,5.52133,-15.79326,-18.72338,-3.37097,-1e-05,-10.74732,0.96771,0.00012,38.9031,5.03988,15.50747,0.40657,-6.26619,-13.07967,31.25416,17.56668,-27.76324,39.58646,-11.68979,41.32245,110.96888,0.00038,-83.17936,100.67327,-0.00145,82.36437,-5.53617,6.99311,0.00036,-5.37968,-5.78398,-0.00043,6.07923,0.79951,15.28356,-15.42365,-4.98297,14.48837,2.08243,-0.52541,6.79932
1799,-3.13751,0.0,0.0,-1.7474,-0.0,0.0,-3.8756,-2.31354,12.9283,19.39873,5.56173,-15.48778,-18.6497,-3.33093,-3e-05,-10.85593,0.93234,7e-05,38.78773,5.02902,15.61406,0.39129,-6.29947,-13.3154,31.27645,17.53099,-28.00718,39.78068,-11.81754,41.61051,110.93861,-0.0002,-83.71088,100.82713,-0.00097,82.70735,-5.47038,6.94803,9e-05,-5.78389,-5.60412,4e-05,6.06517,0.90016,15.16208,-15.44605,-4.8448,14.41198,1.97366,-0.568,6.77087
1800,-3.18577,0.0,0.0,-1.44705,0.0,0.0,-4.04374,-2.32254,12.59332,19.33007,5.46341,-15.37172,-18.62315,-3.27702,-0.0001,-10.9462,0.96935,-0.0001,38.77629,5.00128,15.79936,0.42602,-6.31851,-13.35915,31.31641,17.47422,-28.36397,40.02698,-11.77826,41.89669,110.83886,-0.00115,-84.45727,100.8709,-0.00017,82.76782,-5.52009,7.09171,-0.00012,-5.89333,-5.16487,0.00337,6.06264,0.90239,15.23765,-15.44135,-4.87042,14.48335,1.90364,-0.62582,6.60966
1801,-3.25508,-0.0,0.0,-1.33293,0.0,-0.0,-4.16082,-2.39306,12.37252,19.28733,5.22388,-15.4814,-18.66048,-3.20804,-0.00017,-11.04015,1.07245,-0.00015,38.86493,5.02507,15.96702,0.53676,-6.31119,-13.1191,31.46144,17.34097,-28.79593,40.296,-11.69133,42.08318,110.6451,-0.00094,-84.98801,100.8102,-0.0,82.52225,-5.596,7.35071,-3e-05,-5.53818,-4.66179,0.00512,6.16052,0.7599,15.39321,-15.33319,-5.06001,14.57621,1.86915,-0.65102,6.44822
1802,-3.58271,0.0,-0.0,-1.50515,0.0,-0.0,-4.13152,-2.67431,12.42838,19.29166,5.05306,-15.64443,-18.70037,-3.15334,-0.00015,-11.13941,1.13314,-2e-05,38.9444,5.16001,16.03659,0.67875,-6.23695,-12.78586,31.72411,17.17184,-29.19856,40.5536,-11.67827,42.18716,110.3903,0.00055,-84.98982,100.67818,0.00011,82.16557,-5.618,7.53425,8e-05,-5.24757,-4.37923,0.00293,6.33386,0.5971,15.48901,-15.15605,-5.24658,14.60581,1.82942,-0.61963,6.4104
