Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2303,0.23339,0.36447,0.92416,0.19052,0.697,1.21236,0.3044,0.69343,1.20141,0.07076,0.54661,1.11788,0.41179,0.52192,1.12808,0.02321,0.43252,1.19855,0.44821,0.39463,1.21693,0.24272,0.48877,1.56167,0.24125,0.43521,1.54933,0.23768,0.35389,1.18075,0.22795,0.29476,0.87776,0.15035,0.40775,0.69101,0.3116,0.26311,0.68001,0.1733,0.53147,0.29943,0.26996,0.16244,0.28425,0.18617,0.61707,0.01494,0.26038,0.12049,0.02071,0.17919,0.6213,0.01421,0.27173,0.12185,0.02002
2304,0.23351,0.36471,0.92404,0.19056,0.69751,1.21157,0.30479,0.69391,1.20087,0.07033,0.54696,1.11756,0.41233,0.52225,1.12802,0.02294,0.43266,1.19827,0.44845,0.3951,1.21704,0.24269,0.48952,1.56169,0.24133,0.43598,1.54926,0.23772,0.35416,1.18076,0.22793,0.29475,0.87753,0.15029,0.40788,0.69097,0.31216,0.26333,0.67959,0.17335,0.53167,0.29948,0.27065,0.16272,0.28393,0.18648,0.61715,0.01497,0.26035,0.12048,0.02074,0.1795,0.62137,0.01422,0.2717,0.12184,0.0201
2305,0.23362,0.36498,0.92394,0.19014,0.69778,1.21071,0.3052,0.69431,1.20052,0.06979,0.54668,1.11742,0.41264,0.52248,1.12802,0.0227,0.43244,1.19839,0.44862,0.3954,1.21726,0.2426,0.49025,1.56163,0.24124,0.43672,1.54914,0.2377,0.35446,1.18081,0.22793,0.29489,0.87728,0.15025,0.4081,0.69089,0.31284,0.26369,0.67915,0.17342,0.53184,0.29943,0.27149,0.16305,0.28366,0.18666,0.61716,0.01493,0.26036,0.12037,0.0209,0.17967,0.62137,0.01417,0.27171,0.12173,0.02031
2306,0.2337,0.36524,0.92388,0.18957,0.69757,1.20989,0.30573,0.69466,1.2003,0.06926,0.54571,1.11761,0.41279,0.52257,1.12805,0.02267,0.43184,1.19913,0.44875,0.3955,1.21746,0.24251,0.49084,1.56146,0.24102,0.43731,1.549,0.23766,0.35481,1.18087,0.22794,0.29519,0.87712,0.15026,0.40841,0.69079,0.31332,0.264,0.67887,0.17352,0.53194,0.29929,0.27205,0.1633,0.28351,0.1867,0.61713,0.01484,0.2604,0.12022,0.02102,0.17971,0.62134,0.0141,0.27176,0.12157,0.02049
2307,0.23374,0.3655,0.92389,0.18929,0.69713,1.20917,0.30647,0.69506,1.20003,0.06893,0.54458,1.11798,0.413,0.52258,1.12809,0.02285,0.43121,1.20016,0.44895,0.39552,1.21762,0.24251,0.49128,1.56128,0.24084,0.43773,1.54893,0.23766,0.35527,1.18092,0.22792,0.29556,0.87711,0.15027,0.40874,0.69074,0.31344,0.26417,0.6788,0.17363,0.53202,0.29915,0.27218,0.16334,0.28349,0.18673,0.61716,0.01475,0.26046,0.1201,0.02108,0.17975,0.62139,0.01406,0.27183,0.12143,0.02058
2308,0.23374,0.36577,0.92394,0.18948,0.69712,1.20859,0.30724,0.69558,1.19962,0.06893,0.54421,1.11819,0.4134,0.52269,1.12812,0.02309,0.43116,1.20084,0.44921,0.39561,1.21776,0.24266,0.49162,1.56116,0.24084,0.43803,1.54901,0.23766,0.35582,1.18094,0.22781,0.29585,0.87719,0.15024,0.409,0.69076,0.31332,0.26417,0.67889,0.17371,0.53217,0.29913,0.2721,0.16321,0.28358,0.18679,0.61729,0.01472,0.26054,0.12006,0.02112,0.17981,0.62153,0.01404,0.27191,0.12138,0.02063
2309,0.23371,0.36605,0.92398,0.19002,0.698,1.20819,0.30778,0.6962,1.19916,0.06924,0.54521,1.11794,0.41386,0.523,1.12812,0.02323,0.43208,1.20073,0.44936,0.39583,1.21794,0.24289,0.49197,1.56112,0.24102,0.43834,1.54916,0.23759,0.35633,1.18093,0.22763,0.29599,0.87729,0.15016,0.40914,0.69082,0.31317,0.2641,0.67905,0.17373,0.53236,0.2992,0.27209,0.16302,0.28371,0.18681,0.61745,0.01473,0.26062,0.12006,0.02119,0.17983,0.62169,0.01405,0.27199,0.1214,0.0207
2310,0.23367,0.36633,0.924,0.19065,0.69953,1.20805,0.30805,0.69683,1.19881,0.06973,0.54724,1.11733,0.4142,0.52349,1.12813,0.02323,0.43372,1.19997,0.44929,0.39617,1.21817,0.2431,0.49243,1.56113,0.24125,0.43878,1.54926,0.23746,0.35672,1.18092,0.22745,0.29602,0.87737,0.15013,0.4092,0.69087,0.31309,0.26405,0.6792,0.17375,0.53251,0.2993,0.27219,0.16286,0.28385,0.18674,0.61757,0.01477,0.26065,0.12002,0.02128,0.17976,0.62181,0.01407,0.27202,0.12138,0.02077
2311,0.23364,0.36659,0.92404,0.19118,0.70106,1.20808,0.30823,0.69743,1.19863,0.07025,0.54922,1.11679,0.41432,0.52404,1.12817,0.0232,0.43538,1.19915,0.44919,0.39665,1.21849,0.24322,0.49307,1.56113,0.24139,0.43943,1.54921,0.23735,0.35705,1.18097,0.22734,0.296,0.87745,0.15015,0.40925,0.69093,0.31305,0.26402,0.67931,0.17383,0.53262,0.29939,0.27231,0.16279,0.28397,0.18665,0.61767,0.01484,0.2606,0.11991,0.02138,0.17967,0.62191,0.01416,0.27196,0.12128,0.02084
