Unnamed: 0_level_0,FullBody_CoG_pos,FullBody_CoG_pos,FullBody_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,L_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,R_Hand_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,L_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,R_Forearm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,L_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,R_UpperArm_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_Shadow_CoG_pos,Head_CoG_pos,Head_CoG_pos,Head_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Trunk_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,Pelvis_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,L_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,R_Thigh_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,L_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,R_Shank_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,L_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,R_Foot_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,L_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos,R_Foot_Shadow_CoG_pos
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1984,0.16654,0.35745,0.90544,-0.20839,0.50438,0.75663,0.61836,0.39423,0.79062,-0.13891,0.44928,0.95436,0.51584,0.34584,0.97517,-0.06001,0.42758,1.18936,0.40826,0.34087,1.19933,0.18941,0.50417,1.5587,0.18253,0.45436,1.53645,0.16503,0.37063,1.16799,0.15397,0.2893,0.86855,0.10273,0.41368,0.68444,0.2258,0.23869,0.67221,0.16639,0.53768,0.29866,0.15421,0.13467,0.28085,0.19432,0.61971,0.01512,0.13106,0.09483,0.02,0.18734,0.62391,0.01419,0.14248,0.09418,0.01932
1985,0.1665,0.35761,0.90549,-0.20938,0.50872,0.75734,0.6197,0.3968,0.79055,-0.13993,0.45203,0.95468,0.51673,0.3483,0.97473,-0.06047,0.42917,1.18946,0.40887,0.34258,1.19891,0.18958,0.50447,1.55854,0.18283,0.45464,1.5363,0.16502,0.37082,1.16805,0.15381,0.28893,0.86867,0.10276,0.41344,0.68462,0.22562,0.23835,0.67225,0.16638,0.53754,0.29885,0.15412,0.13465,0.2808,0.19404,0.61962,0.01519,0.13093,0.09488,0.01986,0.18707,0.62382,0.01427,0.14234,0.09425,0.01918
1986,0.16655,0.35783,0.90559,-0.21043,0.51313,0.75829,0.62102,0.39954,0.79046,-0.1409,0.45474,0.95511,0.51759,0.35102,0.97431,-0.06088,0.43096,1.1897,0.40946,0.34436,1.19855,0.18971,0.50485,1.55838,0.18296,0.45505,1.53609,0.16516,0.37102,1.16814,0.15375,0.28861,0.86883,0.10285,0.4132,0.68486,0.22554,0.23812,0.67232,0.16634,0.53745,0.29913,0.15413,0.1347,0.28079,0.19356,0.6195,0.0153,0.13094,0.09491,0.01974,0.1866,0.62373,0.01439,0.14236,0.09432,0.01907
1987,0.16664,0.35808,0.90569,-0.21129,0.51812,0.75928,0.62233,0.40227,0.79029,-0.14151,0.45794,0.95544,0.51858,0.35398,0.97403,-0.06118,0.43281,1.18981,0.41005,0.34628,1.19827,0.18983,0.50536,1.55822,0.18297,0.4556,1.53587,0.16531,0.37123,1.16823,0.15378,0.28833,0.86901,0.10294,0.41291,0.68513,0.22561,0.23798,0.6724,0.16627,0.53739,0.2995,0.15432,0.13468,0.28083,0.19293,0.61939,0.01553,0.131,0.09483,0.01969,0.18597,0.62364,0.01464,0.14242,0.09427,0.019
1988,0.16672,0.35833,0.90574,-0.2118,0.52407,0.76015,0.62375,0.40492,0.7901,-0.14169,0.46189,0.95555,0.51979,0.35708,0.97393,-0.06141,0.4346,1.18962,0.41061,0.34838,1.19806,0.1899,0.506,1.55801,0.18292,0.45626,1.53564,0.16537,0.37139,1.16826,0.15384,0.28801,0.86911,0.10297,0.41261,0.6853,0.22576,0.23781,0.67244,0.16608,0.53735,0.29979,0.1546,0.13455,0.28087,0.19222,0.61929,0.01573,0.13101,0.09463,0.01974,0.18528,0.62356,0.01488,0.14242,0.09407,0.019
1989,0.16676,0.35855,0.90569,-0.21214,0.53082,0.76094,0.62541,0.4076,0.79007,-0.14177,0.46636,0.95545,0.52118,0.36022,0.97396,-0.06169,0.43633,1.18913,0.41115,0.35065,1.19784,0.18994,0.50673,1.5577,0.18285,0.45699,1.53537,0.16535,0.37141,1.16821,0.15391,0.28762,0.86912,0.10291,0.41229,0.68527,0.22592,0.23758,0.67245,0.16564,0.53734,0.29986,0.1548,0.13443,0.28089,0.19161,0.61923,0.01574,0.131,0.09446,0.01983,0.18468,0.62353,0.0149,0.14241,0.09389,0.01904
1990,0.16677,0.35875,0.90558,-0.2125,0.53786,0.76167,0.62723,0.41053,0.7902,-0.14217,0.47085,0.95531,0.5226,0.3635,0.974,-0.06212,0.43803,1.18851,0.4117,0.35308,1.19762,0.19005,0.50744,1.55729,0.18291,0.45768,1.53503,0.16536,0.3713,1.16811,0.154,0.28724,0.86906,0.10273,0.41199,0.68512,0.22602,0.23736,0.67246,0.16505,0.53731,0.29974,0.15481,0.13446,0.28087,0.19121,0.61923,0.01555,0.13104,0.09451,0.01987,0.1843,0.62356,0.01471,0.14245,0.09392,0.01909
1991,0.16675,0.35899,0.90546,-0.21292,0.54476,0.76241,0.62897,0.41387,0.79034,-0.14306,0.47513,0.95531,0.52393,0.3671,0.97396,-0.06265,0.43977,1.18799,0.41235,0.35569,1.19741,0.19026,0.50802,1.55683,0.18313,0.45824,1.53462,0.16541,0.37121,1.16801,0.15406,0.28702,0.86902,0.10245,0.4117,0.68499,0.22604,0.23728,0.67245,0.16447,0.53714,0.29955,0.15464,0.13462,0.28082,0.19102,0.6192,0.01535,0.13111,0.09469,0.01987,0.18413,0.62354,0.0145,0.14253,0.0941,0.01917
1992,0.1667,0.35933,0.90539,-0.21339,0.55143,0.76328,0.63053,0.41765,0.79034,-0.14421,0.4794,0.95559,0.52519,0.37109,0.97386,-0.0632,0.44169,1.18777,0.41317,0.35843,1.19722,0.19048,0.50848,1.5564,0.18338,0.45868,1.53422,0.16544,0.37127,1.16792,0.15403,0.28702,0.86905,0.10211,0.41144,0.68499,0.22596,0.23736,0.67243,0.16402,0.53677,0.29941,0.15444,0.13468,0.28081,0.1909,0.619,0.01524,0.13122,0.09475,0.01989,0.18401,0.62335,0.01439,0.14264,0.09418,0.01928
1993,0.16662,0.35971,0.90537,-0.21395,0.55803,0.76439,0.63209,0.42179,0.79035,-0.14519,0.484,0.95612,0.52648,0.37539,0.97376,-0.0636,0.44389,1.18785,0.41416,0.36117,1.19705,0.19064,0.50895,1.556,0.18355,0.4591,1.53391,0.16538,0.37145,1.16783,0.15391,0.28707,0.86915,0.10177,0.41112,0.68509,0.22582,0.23748,0.67246,0.16368,0.53623,0.29932,0.15438,0.1346,0.28085,0.19076,0.61865,0.0152,0.13133,0.09467,0.01989,0.18387,0.623,0.01433,0.14276,0.09413,0.01931
1994,0.16655,0.36009,0.90536,-0.21451,0.56479,0.76576,0.63384,0.4262,0.79059,-0.14574,0.48897,0.95679,0.52783,0.37975,0.97378,-0.06376,0.44627,1.18806,0.4152,0.36382,1.19693,0.19074,0.50953,1.55562,0.18368,0.4596,1.5337,0.16523,0.37172,1.16772,0.15374,0.28702,0.86926,0.10152,0.4107,0.68514,0.2257,0.23752,0.67253,0.1635,0.53565,0.29923,0.15448,0.1345,0.28089,0.19066,0.61834,0.01515,0.13139,0.09461,0.01977,0.18376,0.62267,0.01427,0.14281,0.0941,0.01914
1995,0.16649,0.36052,0.90532,-0.21491,0.57174,0.76735,0.63577,0.43076,0.79117,-0.14595,0.49387,0.95747,0.52915,0.38397,0.97392,-0.06376,0.44861,1.18822,0.41613,0.36641,1.19685,0.19079,0.51023,1.55524,0.18379,0.4602,1.53354,0.16501,0.37208,1.16766,0.15358,0.28691,0.86929,0.1014,0.41029,0.68504,0.22559,0.23751,0.67257,0.16353,0.53521,0.29905,0.1546,0.13449,0.28089,0.19065,0.61823,0.01506,0.13131,0.09464,0.01954,0.18374,0.62256,0.01419,0.14273,0.09415,0.01884
1996,0.16646,0.361,0.90526,-0.21499,0.57849,0.76901,0.6376,0.43548,0.79201,-0.14606,0.49822,0.9581,0.53036,0.38805,0.97418,-0.0638,0.4508,1.18833,0.41691,0.36893,1.19684,0.19077,0.51098,1.55488,0.18386,0.46084,1.53341,0.16477,0.3725,1.16765,0.15345,0.28691,0.86922,0.10146,0.41008,0.6848,0.22551,0.23749,0.67255,0.16384,0.53498,0.29877,0.15464,0.1345,0.28084,0.19074,0.61835,0.01493,0.13112,0.09465,0.01936,0.18383,0.62268,0.01409,0.14254,0.09415,0.01859
1997,0.16647,0.36149,0.9052,-0.2148,0.58475,0.77054,0.63913,0.44054,0.79301,-0.14624,0.50201,0.95858,0.53145,0.39216,0.9746,-0.064,0.45284,1.18844,0.41764,0.37136,1.19701,0.19073,0.51164,1.55459,0.18391,0.46139,1.53336,0.16459,0.37279,1.16767,0.15337,0.28705,0.86907,0.10168,0.41015,0.68451,0.22545,0.23751,0.67247,0.1644,0.53496,0.29846,0.15463,0.13448,0.28078,0.191,0.61859,0.01477,0.13094,0.09453,0.01932,0.18408,0.62292,0.01397,0.14236,0.09402,0.01851
1998,0.16655,0.36194,0.90516,-0.21445,0.59088,0.77184,0.64044,0.44607,0.7942,-0.14654,0.50566,0.95881,0.53245,0.3965,0.97518,-0.06449,0.45483,1.18845,0.41831,0.37383,1.19733,0.19075,0.51211,1.5544,0.18396,0.46176,1.53339,0.16452,0.37287,1.16769,0.15333,0.28724,0.86893,0.10201,0.41046,0.68429,0.22542,0.23753,0.67239,0.16503,0.53507,0.29818,0.15462,0.13444,0.28074,0.19147,0.61882,0.01463,0.13089,0.09435,0.01943,0.18455,0.62313,0.01386,0.1423,0.09382,0.01861
1999,0.16668,0.36242,0.90516,-0.21396,0.59762,0.77298,0.64181,0.45194,0.79559,-0.14698,0.50971,0.95878,0.53336,0.40112,0.97589,-0.06532,0.45689,1.18822,0.41881,0.37645,1.19769,0.1908,0.51243,1.55436,0.18396,0.46202,1.53353,0.16461,0.37294,1.16771,0.15335,0.28746,0.86887,0.10237,0.41088,0.68417,0.22542,0.23753,0.67238,0.16559,0.5352,0.29797,0.15461,0.13443,0.28077,0.19203,0.619,0.01454,0.13098,0.09421,0.01959,0.18509,0.6233,0.01375,0.14239,0.09368,0.0188
2000,0.16687,0.36301,0.90519,-0.2133,0.60542,0.77427,0.64338,0.45801,0.79708,-0.14742,0.51453,0.95878,0.53424,0.40594,0.97659,-0.06615,0.4593,1.18786,0.41911,0.37925,1.19789,0.19084,0.51279,1.55448,0.18387,0.46234,1.53377,0.16491,0.37326,1.1677,0.15342,0.2877,0.86887,0.10274,0.41124,0.68409,0.22545,0.23753,0.67245,0.16599,0.53533,0.29782,0.15456,0.13446,0.28084,0.19235,0.61915,0.01446,0.13106,0.09421,0.01972,0.18541,0.62344,0.01366,0.14247,0.09368,0.01896
2001,0.16713,0.36377,0.9052,-0.21248,0.61435,0.77606,0.645,0.46443,0.79848,-0.14742,0.52043,0.95919,0.53513,0.41091,0.97714,-0.06644,0.46229,1.18768,0.41933,0.38215,1.19784,0.19086,0.51335,1.55468,0.18375,0.4629,1.534,0.16539,0.37391,1.16768,0.15354,0.28792,0.86883,0.10308,0.41146,0.68393,0.22551,0.23758,0.67253,0.16624,0.53546,0.29765,0.15447,0.13455,0.28093,0.19237,0.61929,0.01432,0.13095,0.09431,0.01977,0.18544,0.62359,0.01352,0.14237,0.09377,0.01901
