Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2640,0.20283,0.18295,1.49503,0.05883,0.49602,0.07225,0.21666,0.01835,0.0735,0.07288,0.36744,0.46136,0.26599,0.16042,0.44895,0.09995,0.23537,0.84377,0.28337,0.17114,0.85252,0.01918,0.19092,1.42692,0.35062,0.11238,1.4287,-0.04785,0.38839,1.20319,0.48541,0.28823,1.23354,0.06322,0.46931,1.41445,0.36839,0.40248,1.42795
2641,0.20282,0.18342,1.49538,0.05891,0.4962,0.07221,0.21623,0.01829,0.0734,0.07298,0.36827,0.46153,0.26565,0.15987,0.44903,0.09978,0.236,0.84389,0.2832,0.17176,0.85256,0.01879,0.19202,1.42662,0.35034,0.11253,1.42879,-0.04686,0.38948,1.20247,0.48553,0.2883,1.23383,0.0634,0.47005,1.41428,0.36845,0.403,1.42795
2642,0.20296,0.18395,1.49559,0.05907,0.49634,0.07201,0.21593,0.01829,0.07336,0.07296,0.36934,0.46164,0.26534,0.15955,0.44911,0.1001,0.23658,0.84381,0.28361,0.17262,0.85257,0.01829,0.19358,1.42604,0.35066,0.11273,1.429,-0.0446,0.39138,1.20141,0.48569,0.28851,1.23394,0.06387,0.47083,1.41458,0.36849,0.40344,1.42785
2643,0.2034,0.18415,1.49585,0.05937,0.49627,0.07175,0.21571,0.01831,0.07334,0.07283,0.37048,0.46179,0.26525,0.15944,0.44913,0.10077,0.2371,0.84369,0.28451,0.1738,0.8525,0.01823,0.19522,1.42562,0.35162,0.11299,1.42937,-0.04192,0.39319,1.20039,0.4859,0.28885,1.23388,0.06447,0.47151,1.41501,0.36848,0.4038,1.42764
2644,0.2041,0.18401,1.49629,0.05982,0.49602,0.07163,0.2156,0.01828,0.0733,0.07274,0.37147,0.46209,0.26545,0.15928,0.44909,0.10139,0.23747,0.84371,0.28541,0.17499,0.85238,0.01889,0.19623,1.42584,0.35267,0.11337,1.42984,-0.04021,0.39375,1.19994,0.48615,0.28921,1.23379,0.06497,0.47201,1.41518,0.36839,0.40417,1.42734
2645,0.20468,0.18395,1.49672,0.06029,0.49577,0.07174,0.2157,0.01818,0.07323,0.07281,0.3723,0.46255,0.26577,0.15897,0.44907,0.10158,0.23775,0.84397,0.28578,0.17573,0.85231,0.01996,0.1964,1.42675,0.3533,0.11388,1.43031,-0.04016,0.39282,1.20015,0.48634,0.28948,1.23374,0.06516,0.47226,1.41489,0.36829,0.40459,1.42703
2646,0.20488,0.18433,1.49694,0.06067,0.49566,0.07201,0.21601,0.01807,0.07318,0.07301,0.37313,0.46312,0.26592,0.15863,0.44913,0.10142,0.23812,0.8444,0.2856,0.176,0.85237,0.02081,0.19637,1.42779,0.35352,0.11445,1.43068,-0.04101,0.39137,1.20043,0.48643,0.28964,1.23365,0.06501,0.4723,1.41426,0.3683,0.40494,1.42678
2647,0.20477,0.18511,1.49694,0.06085,0.4957,0.07226,0.21631,0.01802,0.07324,0.07327,0.37418,0.46369,0.26572,0.15843,0.44931,0.10121,0.23867,0.84483,0.28523,0.17605,0.85254,0.02097,0.19693,1.42823,0.35346,0.115,1.43091,-0.04129,0.39086,1.20007,0.4864,0.28973,1.23349,0.06482,0.47231,1.41366,0.36851,0.40513,1.4267
2648,0.20441,0.18595,1.49699,0.06083,0.49582,0.07235,0.21633,0.01805,0.07345,0.07356,0.37557,0.46416,0.2652,0.15837,0.44962,0.10107,0.23936,0.84508,0.28483,0.17598,0.85284,0.02037,0.19821,1.4278,0.3529,0.11557,1.43102,-0.04015,0.39186,1.19894,0.48629,0.28974,1.23341,0.06491,0.47248,1.41336,0.36884,0.4052,1.42685
