Unnamed: 0_level_0,Neck_Joint_Position,Neck_Joint_Position,Neck_Joint_Position,L_ANKLE_POSITION,L_ANKLE_POSITION,L_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,R_ANKLE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,L_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,R_KNEE_POSITION,L_HIP_POSITION,L_HIP_POSITION,L_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,R_HIP_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,L_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,R_SHOULDER_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,L_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,R_ELBOW_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,L_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION,R_WRIST_POSITION
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1048,0.24332,0.21164,1.50707,0.08125,0.50313,0.07755,0.2437,0.00422,0.07632,0.1066,0.41151,0.47643,0.28275,0.12836,0.45926,0.13905,0.2637,0.85261,0.3066,0.1652,0.86096,0.06452,0.27009,1.44174,0.36719,0.09925,1.44509,0.01298,0.40303,1.17116,0.51683,0.19414,1.20891,0.13899,0.50149,1.36595,0.44408,0.35751,1.38935
1049,0.24391,0.21125,1.50691,0.08108,0.50318,0.07706,0.24369,0.0044,0.07626,0.10608,0.41045,0.4757,0.28302,0.12936,0.45891,0.13912,0.26356,0.85219,0.30675,0.16521,0.8607,0.06489,0.27017,1.44191,0.36756,0.0988,1.44444,0.01292,0.40508,1.1724,0.5167,0.19437,1.20822,0.13964,0.50219,1.3674,0.4447,0.35733,1.38933
1050,0.24442,0.21099,1.50691,0.08091,0.50325,0.07681,0.24393,0.00446,0.07625,0.10575,0.40954,0.47522,0.28334,0.13055,0.45852,0.13897,0.26342,0.852,0.30671,0.16525,0.86044,0.06536,0.26978,1.44233,0.368,0.09848,1.44411,0.01271,0.40657,1.17389,0.51646,0.19452,1.20765,0.14005,0.50289,1.36889,0.44495,0.35714,1.38927
1051,0.24501,0.2109,1.50703,0.0808,0.50326,0.07676,0.2443,0.00443,0.07623,0.10553,0.40878,0.47501,0.28363,0.13176,0.4581,0.1387,0.26331,0.85203,0.3066,0.16538,0.86013,0.06595,0.26955,1.44266,0.36828,0.09818,1.444,0.01251,0.40805,1.17526,0.51616,0.19436,1.20723,0.14013,0.50367,1.37041,0.44512,0.35683,1.38918
1052,0.24566,0.21096,1.50721,0.0808,0.50313,0.07679,0.24452,0.00438,0.07616,0.10535,0.40812,0.47492,0.28377,0.13272,0.4577,0.13843,0.26324,0.85219,0.30649,0.16555,0.85981,0.06656,0.26983,1.44275,0.36827,0.09794,1.44387,0.01237,0.40996,1.17635,0.51594,0.19409,1.20696,0.13996,0.5046,1.37201,0.44542,0.35645,1.3892
1053,0.24618,0.21106,1.50737,0.08086,0.50289,0.07673,0.24453,0.0043,0.07609,0.10521,0.40752,0.47478,0.28386,0.13336,0.45737,0.13821,0.26324,0.85228,0.30639,0.16573,0.85953,0.06705,0.27037,1.44276,0.36806,0.09784,1.44363,0.01224,0.41219,1.17738,0.51582,0.19405,1.20681,0.13971,0.50555,1.37373,0.44592,0.35626,1.38943
1054,0.24652,0.21108,1.5075,0.08086,0.50262,0.07651,0.24453,0.00417,0.07605,0.10518,0.40708,0.47452,0.28417,0.13383,0.4571,0.13801,0.26333,0.85224,0.30631,0.16601,0.85929,0.06739,0.27074,1.44293,0.36788,0.0979,1.44341,0.01186,0.41414,1.17855,0.51569,0.19433,1.20669,0.13928,0.50611,1.37558,0.44657,0.35633,1.38979
1055,0.24685,0.21112,1.50755,0.08075,0.50243,0.07624,0.24472,0.00397,0.07608,0.10523,0.40689,0.47425,0.28483,0.13441,0.45681,0.1378,0.26358,0.85215,0.30623,0.16647,0.85906,0.06782,0.27075,1.44339,0.36794,0.0981,1.44339,0.011,0.41537,1.17995,0.51549,0.19465,1.20657,0.1385,0.50613,1.37749,0.44727,0.35648,1.39016
1056,0.24729,0.2114,1.50745,0.08066,0.5024,0.07612,0.24504,0.00371,0.07618,0.10532,0.40689,0.47412,0.28575,0.13515,0.45651,0.13765,0.26395,0.85219,0.30617,0.167,0.85882,0.06858,0.27045,1.44409,0.36836,0.0984,1.4436,0.00966,0.41598,1.18162,0.51543,0.19486,1.20644,0.1376,0.50587,1.37927,0.44789,0.35651,1.39043
