Unnamed: 0_level_0,L_TO_ANGLE,L_TO_ANGLE,L_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,R_TO_ANGLE,L_FT_ANGLE,L_FT_ANGLE,L_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,R_FT_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,L_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,R_FT_SHADOW_ANGLE,L_SK_ANGLE,L_SK_ANGLE,L_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,R_SK_ANGLE,L_TH_ANGLE,L_TH_ANGLE,L_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,R_TH_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,PELVIS_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,TRUNK_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,HEAD_SHADOW_ANGLE,L_AR_ANGLE,L_AR_ANGLE,L_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,R_AR_ANGLE,L_FA_ANGLE,L_FA_ANGLE,L_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,R_FA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,L_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE,R_HA_ANGLE
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
915,-16.39912,-8.31179,1.0552,2.38975,7.31888,-82.24972,-12.45172,-8.22044,1.62295,3.39414,-0.08224,-82.31324,-12.45172,-8.22044,1.62295,3.39414,-0.08225,-82.31324,8.73064,-6.70405,-20.67973,-4.67111,8.49848,-61.9763,27.39755,-7.29098,-19.29051,-1.60441,3.19363,-62.30075,-6.04708,1.2168,-48.16365,-0.78982,4.15492,-41.51278,-8.84363,-2.51984,-34.14622,-26.87278,9.55159,-33.02519,27.92157,3.87447,-28.7894,31.81924,-28.37683,4.56811,160.91251,-24.1832,-93.98653,150.96303,18.89737,143.34406,145.18474,-6.5986,-95.82767,164.07063,-5.25464,139.32378
916,-16.49737,-8.10964,0.90922,2.60079,7.41214,-82.44017,-12.42943,-8.0256,1.48035,3.59599,-0.10898,-82.50369,-12.42943,-8.0256,1.48035,3.59599,-0.10899,-82.50369,8.79007,-6.67809,-20.91322,-4.61677,8.56421,-61.91831,27.32961,-7.26482,-19.54557,-1.65518,3.1536,-62.22471,-6.08273,1.32513,-48.22802,-0.71787,4.12647,-41.58821,-8.97534,-2.38708,-34.44814,-26.94972,9.77107,-33.27457,27.85705,3.94138,-28.74207,31.83375,-28.40166,4.59426,160.96744,-24.15409,-93.20532,150.99298,18.94253,143.75288,145.09634,-6.31973,-94.98711,163.71159,-4.84602,139.75278
917,-16.53174,-7.86548,0.87889,2.87349,7.64183,-82.54211,-12.36716,-7.78173,1.44603,3.88279,-0.0926,-82.60871,-12.36716,-7.78173,1.44603,3.88279,-0.0926,-82.60871,8.78295,-6.66342,-21.13996,-4.61227,8.616,-61.90856,27.30669,-7.25534,-19.78568,-1.68308,3.11373,-62.20811,-6.20045,1.47288,-48.28605,-0.64008,4.08566,-41.64922,-9.13177,-2.29577,-34.55449,-27.08917,9.89071,-33.34857,27.78973,4.03862,-28.66866,31.82936,-28.37858,4.61082,160.90996,-24.14984,-92.02052,151.0471,18.96707,143.68172,145.257,-6.15511,-93.73114,163.28708,-4.4163,139.76001
918,-16.60039,-7.64004,0.93735,2.99355,7.6842,-82.49841,-12.29131,-7.54887,1.5071,4.00422,-0.01493,-82.56615,-12.29131,-7.54887,1.5071,4.00422,-0.01493,-82.56615,8.72184,-6.64527,-21.13458,-4.62945,8.62702,-62.02041,27.34139,-7.26827,-19.77489,-1.68178,3.10424,-62.32296,-6.3005,1.56433,-48.32167,-0.58643,4.06828,-41.67914,-9.2232,-2.35566,-34.46699,-27.19538,9.80676,-33.28291,27.78948,4.08738,-28.60661,31.82721,-28.33871,4.60162,160.78474,-24.1628,-91.29733,151.17314,18.98491,143.33809,145.51021,-6.03557,-92.92989,162.79503,-3.95236,139.53549
919,-16.74757,-7.41715,0.99116,2.88573,7.49622,-82.37855,-12.23259,-7.31698,1.57039,3.87463,0.08449,-82.44406,-12.23259,-7.31698,1.57039,3.87463,0.08448,-82.44406,8.65261,-6.62115,-20.96551,-4.62171,8.60331,-62.16852,27.42001,-7.29103,-19.58951,-1.67337,3.12388,-62.47304,-6.32449,1.53084,-48.32951,-0.57166,4.07853,-41.70562,-9.23206,-2.50515,-34.34813,-27.22072,9.62791,-33.21513,27.85482,4.0628,-28.60804,31.84459,-28.33368,4.55829,160.70049,-24.18996,-91.51978,151.34769,19.00351,142.74268,145.55934,-5.89091,-93.09093,162.31029,-3.49979,139.08211
920,-16.90763,-7.31137,1.02509,2.65653,7.36411,-82.28363,-12.23065,-7.20435,1.61628,3.63116,0.15133,-82.34763,-12.23065,-7.20435,1.61628,3.63116,0.15132,-82.34763,8.60804,-6.59711,-20.88224,-4.5758,8.57493,-62.17624,27.51207,-7.30651,-19.4961,-1.6791,3.14993,-62.47436,-6.27708,1.38817,-48.31225,-0.58842,4.07832,-41.72959,-9.17332,-2.60333,-34.30284,-27.16615,9.52056,-33.20225,27.91517,4.00294,-28.69966,31.88033,-28.40653,4.52434,160.72604,-24.23528,-92.42471,151.48019,19.0537,141.92371,145.28316,-5.69097,-93.96542,162.12199,-3.35201,138.34702
921,-16.98941,-7.44118,1.08305,2.4532,7.45969,-82.27761,-12.3152,-7.32916,1.68419,3.43951,0.16582,-82.34333,-12.3152,-7.32916,1.68419,3.43951,0.16582,-82.34333,8.58803,-6.58238,-20.98883,-4.51498,8.56843,-61.99411,27.5889,-7.3037,-19.60711,-1.7017,3.16895,-62.27964,-6.19564,1.24678,-48.2716,-0.61659,4.04507,-41.72031,-9.05021,-2.58173,-34.27384,-27.05008,9.53216,-33.16754,27.93297,3.96661,-28.84597,31.91128,-28.53125,4.54816,160.83749,-24.30371,-93.35116,151.51823,19.15251,141.11789,144.89919,-5.43262,-94.86784,162.31819,-3.65497,137.5153
922,-16.96056,-7.69682,1.15149,2.353,7.59931,-82.36927,-12.47784,-7.58433,1.74781,3.34955,0.13913,-82.43666,-12.47784,-7.58433,1.74781,3.34955,0.13912,-82.43666,8.57544,-6.58412,-21.15716,-4.46539,8.58366,-61.76765,27.64415,-7.27769,-19.78972,-1.72564,3.1911,-62.04198,-6.11856,1.20513,-48.22081,-0.63954,4.00348,-41.67544,-8.89135,-2.45808,-34.17026,-26.91883,9.61775,-33.02896,27.94219,3.97942,-28.95957,31.91519,-28.61341,4.61875,160.94057,-24.37673,-93.72753,151.50533,19.25802,140.91925,144.75998,-5.23728,-95.21116,162.54608,-4.08874,137.22749
923,-16.85583,-7.88751,1.17612,2.35919,7.54931,-82.49255,-12.64436,-7.78088,1.75043,3.33836,0.09751,-82.55798,-12.64436,-7.78088,1.75043,3.33836,0.09751,-82.55798,8.55683,-6.59631,-21.2304,-4.44085,8.59803,-61.69529,27.69033,-7.22629,-19.88043,-1.7262,3.22695,-61.96719,-6.07244,1.25365,-48.20353,-0.65238,3.98302,-41.63143,-8.80021,-2.27907,-34.02463,-26.86676,9.74287,-32.83236,27.98429,4.02035,-28.97382,31.9101,-28.60677,4.68878,160.95486,-24.42004,-93.4828,151.51431,19.32106,141.53574,144.94124,-5.27968,-94.95909,162.44096,-4.18343,137.77951
