R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
X,Y,Z,X,Y,Z
0.07808,0.007310000000000001,0.007819999999999999,0.09038,0.46880000000000005,0.00916
0.07781024808553408,0.0076084975786434245,0.007370087842271242,0.09002682061842342,0.4685259355497131,0.009549901752441789
0.07781351399630354,0.007495501812535374,0.0069927323094327665,0.08978364102402715,0.46878774559483005,0.009388364989464245
0.07814036722535328,0.007271463186232284,0.006718254988258585,0.09010273337325735,0.4693011972754615,0.00896897633869979
0.07791362642190051,0.008139527720959048,0.006166954847395769,0.0913338988091027,0.46924184493208737,0.00875671401206208
0.07778479438115903,0.008147882052335,0.0058332152652766246,0.09190780982997705,0.46885974851623646,0.008729912968041093
0.07799114664015004,0.007397489098216387,0.006162104124190901,0.09162085219245439,0.46864799032693466,0.009634298304145222
0.07820361920850295,0.007513763726192354,0.005781284200304243,0.09249725479227784,0.4683854191100108,0.009330431140011267
0.07849162965777927,0.0074945311158914965,0.00528227532998074,0.09353020301084174,0.4683809868141155,0.00884416264753776
0.07865068108417515,0.0068811123072553765,0.005276723277873702,0.0943111186038197,0.46840006789594607,0.00889032504291725
0.0785786910039067,0.006426942866530267,0.004899231621008678,0.09532491098248592,0.46830040380798615,0.009192178336674134
0.0787023841655636,0.006518167440145655,0.0046283973264148555,0.09603314861382542,0.4675965192210266,0.009704036662360463
0.07885857424816935,0.006695136581140081,0.004797992926563237,0.09686421060809798,0.4671757647927412,0.009608846603958233
0.07863548608355071,0.006774485913387829,0.005179430969686951,0.09778491620171378,0.4668317973034342,0.010107819933641578
0.0786456945484925,0.0063856031636669195,0.005040797586539053,0.09841112422246062,0.4667506059842887,0.011284761638816709
0.07854903959202619,0.006494204599647123,0.004682841762828736,0.0987348957679759,0.46649697979687693,0.011438288838760049
0.07851362367650805,0.0067076192391168086,0.004525967326830692,0.09904775029643609,0.4664325773185214,0.010799442916874541
0.07823801391362711,0.006602554624404082,0.004580673527536023,0.0997673551507075,0.46638688261362554,0.01192566653571732
0.07771022993315518,0.0060658168399838975,0.0052061676712579575,0.10079908255040212,0.46628855069570063,0.012673899591086241
0.07769221798589751,0.005620363047790247,0.0056084430999895326,0.10100715405308722,0.4664320965703039,0.01239110567850125
0.07822982768591712,0.005417872879424298,0.0057875636184685645,0.10070576768876911,0.4665569940224235,0.011150740854547541
0.07806879035006337,0.00545448115618869,0.00562996832350409,0.0999447117315985,0.46643220842716304,0.010872147331617458
0.0777092250258138,0.006499432383236497,0.006223628335245822,0.09938310204185978,0.46622401537266334,0.010694326799830923
0.07778782392860478,0.0072780408470788415,0.00880949264380055,0.09816060182261033,0.4661929447739492,0.010837186073041669
0.07920189860150821,0.006896565441621789,0.012015175863313536,0.09827734283398058,0.46734749756204924,0.011156611848455636
0.08363481344596409,0.0035923277648699163,0.020271961615468192,0.09701440358184274,0.4687839636532534,0.011321937874700108
0.0899497053675925,-7.278362193787292e-06,0.03715705816071033,0.09604237429799525,0.4703256951449567,0.011819926118577198
0.09799412632316012,0.0016838485926313975,0.0645299146530573,0.09649611604858373,0.4715060167621749,0.012547959005246113
0.11014194724418877,0.015709654718877857,0.10350219367639006,0.09791099079326239,0.4715086807895221,0.012904612717713097
0.13192323023752814,0.0443263580456293,0.14823930991576706,0.09844784889554012,0.4709892729470756,0.013511442997598268
0.16153597524782912,0.0825792645231227,0.19328005064444334,0.09834470528751842,0.47050942764609216,0.014435687786528196
0.19169559573935188,0.12999811026284214,0.23785685251972685,0.09855195691008194,0.47146559636960983,0.014581345717608064
0.21250438591989684,0.1881382680183751,0.27811096774052274,0.09871751511143377,0.47141634266383464,0.015556523675767608
0.22714248738133483,0.2517332766988505,0.31214774933365574,0.09803874471166364,0.47036436229115886,0.016892569790960144
0.2415168808247434,0.3188845962372331,0.3428612719052408,0.0975977200750692,0.4712115323363522,0.017003494122920026
0.25286589842363555,0.38880471996632604,0.3724970425336629,0.09826612856607952,0.47203020588990535,0.016102870599082185
0.2604075140953341,0.4617081335176541,0.3973283027649437,0.0989013501926699,0.4723250444754687,0.014307219597254449
0.2643804134915526,0.5410228707132145,0.4174207624829077,0.09869633863628854,0.4719212120298844,0.012960649761660713
0.2671875536265216,0.6266271696877708,0.4420013169107277,0.09959499326824633,0.47136391190480464,0.01334265459504637
0.27119340545327003,0.7116847286457068,0.47337162409155575,0.09996295614366497,0.47136053073126755,0.013486120886346082
0.2759211689200639,0.7969826109907042,0.5046860470374022,0.10093028930401454,0.47104496830237574,0.013624730804660534
0.28212848515326744,0.8824105480903228,0.5483320539169895,0.10121403489761055,0.4713950263753001,0.015491014469715016
0.28520197735869,0.9707144571387762,0.5993451327190563,0.10101972320710763,0.4710081570495109,0.016812864083675463
0.2873034839231818,1.0576812335108685,0.655734607266736,0.10045042441005136,0.4714080173276115,0.018908273286315568
0.29084765294344045,1.136284252741705,0.7166864189309579,0.0987794244034308,0.4726491998575162,0.02357323073302442
0.2934597185890434,1.2106986503290265,0.7754686850604964,0.0990533896926656,0.4744269911304991,0.02859702870121012
0.2881426581623264,1.2906056432580026,0.8344092358602213,0.10214864599281827,0.4762454925695064,0.0325679433800394
0.27501037512419635,1.381441143180349,0.8926426978105239,0.10457775663615791,0.47812672791268396,0.0371876646569126
0.2759341349704942,1.4858714029671356,0.9371621498741302,0.10395453074385455,0.48054151924407523,0.044986278240217926
0.2750055772368832,1.55527851799829,0.9467373419082722,0.10215691278396304,0.48374613907059527,0.05410841631887544
0.2674631691502015,1.5826534682157505,0.9332193639155095,0.10239001256353497,0.48755434476785997,0.0625197899582221
0.2705154822848838,1.5978049248817294,0.9286853605691154,0.1026567280562653,0.4904484835350408,0.06671653837101613
0.2790256865981079,1.6110607453031536,0.9341358147469844,0.10087797693618991,0.48972278765700206,0.06550179350538955
0.28585726060379574,1.6160832389261528,0.9405818641401704,0.09736434067220227,0.48678391337829985,0.05845628812021247
0.29232404968930104,1.6070850643449424,0.9419497891383086,0.0973870255445587,0.48271802825662086,0.04797802396042206
0.29884827669620745,1.5869454858276988,0.9255122970578504,0.10367541932476453,0.47925153511566976,0.03569985753666786
0.3035099795242589,1.5623080414453239,0.8832934527373479,0.11407083087710139,0.4778556613054631,0.0248410139536865
0.3048444362193961,1.5237190703507209,0.8155311239903247,0.12088408676448513,0.47739154142051876,0.017232076623467648
0.30076896456873164,1.4614029598556892,0.7314776387533783,0.12041486966069048,0.4764930035792113,0.01271905500041078
0.29148761152524094,1.380516251572293,0.6414486228547112,0.11636389565240567,0.47570356512984296,0.012650649639898669
0.27732060469471664,1.2819539504426167,0.558923021586307,0.1133037602216141,0.473995116169093,0.014929399314549356
0.26590058312807097,1.1676234662510863,0.48800409186126636,0.11384888056472896,0.4734754229225864,0.013867415285077699
0.25890205158274904,1.0402411043251276,0.4313112731308657,0.11398775019477092,0.47280448735694675,0.013407452443420068
0.2575756861664797,0.9051237721827049,0.39054157826760794,0.11339082204862776,0.4726932756337983,0.013742662424489778
0.254494287372957,0.7728680978352468,0.3701912017719602,0.11224178661546727,0.4727426693057257,0.013581260470527734
0.25180626220538926,0.6508706973400621,0.3649811410765671,0.11076631838956653,0.47134029954570705,0.012296982254015234
0.2478892808770619,0.5390187562079471,0.3667539319209683,0.10987032157226645,0.4700701502167568,0.012813413485806072
0.24098997197830507,0.44189494674929064,0.3684296191988448,0.11009472237488452,0.4695639314530269,0.013274560704729505
0.23348704158741418,0.35588261272795857,0.3602566915860762,0.11067673686866802,0.46875702469271857,0.015345991086815666
0.22338152113731496,0.2768659366980569,0.34499651062045594,0.11095365168199725,0.46802698931243086,0.016892802176582733
0.2070019442244519,0.20591459942727106,0.3198746788140648,0.11128049592790579,0.46974552074504816,0.01419932461195161
