RTOES_DIST,RTOES_DIST,RTOES_DIST,LTOES_DIST,LTOES_DIST,LTOES_DIST,RTOES_PROX,RTOES_PROX,RTOES_PROX,LTOES_PROX,LTOES_PROX,LTOES_PROX,RFTS_DIST,RFTS_DIST,RFTS_DIST,LFTS_DIST,LFTS_DIST,LFTS_DIST,RFTS_PROX,RFTS_PROX,RFTS_PROX,LFTS_PROX,LFTS_PROX,LFTS_PROX
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.29546,0.19100000000000003,0.005620000000000002,0.044300000000000006,0.7188300000000001,0.009780000000000002,0.25958000000000003,0.15531000000000003,0.0101,0.047340000000000014,0.66837,0.014820000000000002,0.29377,0.13376000000000002,0.01681,0.030960000000000005,0.67307,0.02328,0.15497000000000005,-0.004060000000000002,0.020030000000000003,0.04488000000000001,0.47114000000000006,0.01218
0.29575223314331417,0.19095332936409223,0.005552310896246124,0.044448998335465985,0.718678991809735,0.009581718275612699,0.25966202912477915,0.15542422578151477,0.009600671400330635,0.047409729921331564,0.6682389310294269,0.014842087737244719,0.2937417167516633,0.13374252673060247,0.016456826532785105,0.030990232968212086,0.6729695458071767,0.023192376268038006,0.15429794813258457,-0.003413733833029003,0.019986661411759886,0.04483111088868027,0.47099882904564294,0.012554700951659456
0.29634468128486224,0.19084102563331845,0.00593448337390192,0.044962453086078685,0.7190679553002609,0.008860263845241705,0.2602318106826393,0.1553919339015336,0.01046100551277508,0.04799066630886143,0.6686857511731555,0.014693594508018533,0.29427108376486744,0.1335818645751947,0.01708604579999551,0.03142152772687672,0.6733472277646638,0.022775370739977607,0.15452667808697623,-0.003303198207628208,0.019596497242531038,0.04623560897002483,0.4714462189057849,0.012254029069910117
0.2962814583246386,0.19019757163985287,0.005955243412944604,0.045259192233862044,0.7188443944393363,0.009597222901924595,0.26003567513998055,0.1548026696581681,0.009717248066570807,0.048325157114676325,0.6682557874647359,0.013246613444815912,0.2940379375865725,0.13292788631617558,0.016332104554783587,0.03191104864840519,0.673083507426733,0.021540680106092395,0.15398498501853555,-0.0036112788084979234,0.019551937306959557,0.04562360928504744,0.4710146576069906,0.012814577522110236
0.29596068770492306,0.18960288689450794,0.006760364269300186,0.044930298352085986,0.7180802497818968,0.009573962365799403,0.25977690698598704,0.15407389479135303,0.009942101878507997,0.04799161206878189,0.6675069215332513,0.013303849029566764,0.29387837263733474,0.13227072892884803,0.016335670057473908,0.03163055548650221,0.6724136807211388,0.021656058239261512,0.154209152971692,-0.004649213766632522,0.02009598512815989,0.04511945166239172,0.47027767845502694,0.014589363350644945
0.2967067897337653,0.18933017369365449,0.007102398920951607,0.04615854086277275,0.7168906077468024,0.009119200492817598,0.2604290975328506,0.15388844781340583,0.010162803844947011,0.049447248052173924,0.6663550218184119,0.013155451869972024,0.29444053917914104,0.13205120657284583,0.016879764085978743,0.03313511666838969,0.6714129570181848,0.021513464789687985,0.15446761664161285,-0.004577787462853526,0.020221031008098484,0.04714497679568478,0.4692006479363253,0.019275166554486602
0.29608539384698473,0.18989259084139054,0.006600667087981645,0.046994246257670645,0.7163348676198711,0.009081359380287247,0.25999170257775833,0.15431682190720167,0.010159891920092715,0.05020703291910515,0.6660361444466696,0.015462612474976493,0.2941058359717586,0.13262639732330686,0.016861164351088566,0.033892010147778595,0.6713233516336029,0.023682667923320612,0.15470981617011464,-0.004586307244086365,0.02048335371287587,0.04784620013118972,0.4691044289275749,0.026733014551642738
0.29563994427810864,0.18875954685716467,0.007477522878717968,0.04873897958669521,0.7176787261294506,0.009204694475147481,0.2595016113385672,0.15313575984798997,0.01005039432655797,0.05134837659262177,0.6672727120049351,0.015017655993662588,0.2936291669268909,0.13156999783841578,0.01708401485004488,0.03509580826807274,0.6732793738495074,0.022852454003725712,0.15435949690864914,-0.00569153630654129,0.022616738676842777,0.04592988263032144,0.4714190135879364,0.037869841589336865
0.29582249517494796,0.18906323879078077,0.008013493751373928,0.050757280462146004,0.7269527800022418,0.012839923278478743,0.2597376036889935,0.15340847287178178,0.010785417843265352,0.05192340151618378,0.6764837574795548,0.018555513382532824,0.2938439914529894,0.13195645035227013,0.018225872062938405,0.03586663344940873,0.6830389903838608,0.02635878714429125,0.1547714398171232,-0.005516433800978559,0.02365254681266831,0.040784671353954305,0.48108522777286195,0.04318877398665987
