R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
X,Y,Z,X,Y,Z
0.22469000000000003,0.029879999999999997,0.01092,-0.03987,0.48827000000000004,0.10884000000000002
0.22535327489070586,0.030114486741762484,0.011045280619475514,-0.042979694360960746,0.49811899302437007,0.09789256235179844
0.22594459954834042,0.030508480022901338,0.011492115442573904,-0.04610317163375023,0.5078783578293382,0.08663609464479143
0.22558094509868637,0.031194327846358363,0.010979403066758167,-0.04816123588100859,0.5151371352098277,0.075463704328498
0.2249447019698912,0.0317953799181463,0.010387835410827731,-0.04866440637942104,0.5197436389746852,0.06517752842239377
0.2241228634264755,0.031992915547570985,0.010549283181221931,-0.04952299163792268,0.520890041713967,0.055379166647269384
0.2227986915276174,0.032023427989297554,0.011343016112207078,-0.050696593489047724,0.517983862814851,0.04666132115611932
0.22125,0.03291,0.011919999999999998,-0.05183000000000001,0.5127200000000001,0.03954000000000001
0.21952129560850261,0.034865620137130925,0.011927222342148259,-0.05144608074255588,0.5101467467984289,0.03299245162445877
0.21873037275092233,0.03551154237034157,0.012723337151068439,-0.04800472066492871,0.5103738241196426,0.02710870264197325
0.21853455883291284,0.03598829920228426,0.013881615889093334,-0.04128168016446125,0.5136309847746667,0.02026951613017073
0.21838698947440222,0.03701853699480283,0.014658963752767743,-0.03441923585388759,0.5174757069830557,0.014716550950291979
0.21883850686615852,0.03701104317248281,0.016409960791099593,-0.03061466419167282,0.5182562822859321,0.010753516171098725
0.21992037080695276,0.036542687446495734,0.02024790852371514,-0.0299242673018524,0.5182308422885156,0.008360082853167108
0.22290999999999997,0.03659,0.025119999999999996,-0.03023999999999999,0.51886,0.00809
0.22647109720101663,0.03673942843522253,0.03147326256623765,-0.031707668883590494,0.5190169187424406,0.008787331064010194
0.22984608505280443,0.03661555443356947,0.040407141365582266,-0.03388500487982164,0.5188625509683226,0.00996025492444914
0.23380530661173524,0.03755175145257168,0.04976763320009449,-0.03484679238514951,0.5192610433306228,0.010598375562943218
0.23860383302423246,0.03985696704759198,0.060326781744819924,-0.034676136371778896,0.5191706302102752,0.010745051026117482
0.24347290445093436,0.043916222557237664,0.07159975562599234,-0.03356577029724394,0.5177758623079786,0.011507757328685819
0.24661305145739676,0.04918296851768465,0.08266427709674627,-0.029882422780067894,0.5168947638412449,0.011079516404517431
0.24871999999999997,0.05576,0.09429000000000001,-0.027149999999999997,0.51566,0.010440000000000001
0.25013790231550864,0.0627548059998547,0.10572149212324547,-0.02815731368431352,0.5159752638320303,0.00969873290662035
0.2520811991829606,0.06997548240179344,0.11667288971490522,-0.029416828178175453,0.5167445313240698,0.009067705851491595
0.25393212183782465,0.07710854169775783,0.12711404648945668,-0.029266018090852965,0.5168844057300899,0.008005549426333051
0.2554272517974508,0.08273907717154318,0.1350677100113792,-0.02928948177052089,0.5163921431627764,0.006683227385707045
0.2567873350924174,0.08689373897537617,0.1400578558166119,-0.028551191696529758,0.5165389305073962,0.004617662040029929
0.25925315662941534,0.0897169181106701,0.14416562693960094,-0.028283294996246648,0.5170798937224969,0.002802151265389878
0.26384,0.09087999999999999,0.14603,-0.02894,0.51694,0.0020000000000000005
0.26855331130274296,0.08967865204450053,0.14545241269881168,-0.029186459673709298,0.5168981278252603,0.0027805251870410695
0.2723930087203144,0.08827532273876228,0.14440082201236273,-0.029127568433149672,0.5171063056983712,0.004134836799059934
0.2732197279672527,0.08736798284017823,0.14340690837807923,-0.030128632354444122,0.5169625172407402,0.005391573959551685
0.2710152369483845,0.08664025476956659,0.14312626573972445,-0.030238055437482484,0.5169608024055826,0.005522783018621389
0.26608678773197464,0.08703093390722733,0.14359588676417023,-0.030459271244077137,0.5165334952381935,0.005027252393932247
0.26073013724356886,0.08838473619747093,0.1447896706338881,-0.0306807495882674,0.5160693053979744,0.005142953271105843
0.25741,0.09038,0.14704000000000003,-0.031079999999999997,0.51616,0.005699999999999999
0.255977623491665,0.09346214961697849,0.14989026933420826,-0.031776752671302345,0.5163843504943347,0.005822229077770278
0.25540189890245607,0.0961486293207745,0.15210515227320803,-0.03156754044422278,0.5166600568538648,0.006021101107578779
0.25560261192522615,0.09772543598671278,0.1536168404205439,-0.03151907156548328,0.517095380445268,0.006041423269998513
0.25567206175768953,0.09805664767710888,0.15444993782891664,-0.032149543561760134,0.5173757053335816,0.006215236860197966
0.2563411020087036,0.09786064443186872,0.15468508440985723,-0.03266720079683657,0.5172223937174051,0.006699659241826503
0.25724912763819596,0.09771262972767579,0.15486934375646025,-0.0324204226793923,0.517057098374336,0.006961283638343402
0.25889999999999996,0.09697,0.15391,-0.03198999999999999,0.5171899999999999,0.006240000000000002
0.26020095974992935,0.09692036206079595,0.1540422599520848,-0.032302575636571434,0.5176789566958593,0.0054594258363009135
0.2619578304799734,0.09732509278439416,0.1553544984908448,-0.03280811340143151,0.5180724352895677,0.005638563349498616
0.26460135056598205,0.09700102480298028,0.1555450361985999,-0.03219394009189679,0.5185977006961735,0.005828353663081358
0.26576458709646633,0.09726274478707947,0.15628422328811775,-0.031357676275154754,0.5192403008451528,0.00535903764497946
0.26546697391521606,0.09805132996449567,0.157737468288444,-0.030757604440324302,0.5189380033254655,0.004997734777635073
0.266166858190668,0.09846500892546628,0.15859009069089108,-0.030198988731103556,0.5191265834526029,0.003945228935471367
0.26784,0.09940999999999997,0.15937000000000004,-0.0305,0.51929,0.0039499999999999995
0.2701951490481632,0.10082687181918197,0.16066809784305,-0.030540654990182218,0.518363354207123,0.0054089406511401775
0.27208415427465166,0.10246266677109557,0.1618038742727901,-0.03055539198238054,0.5182530493352748,0.005497028797782602
0.27509712674667136,0.10437987103800203,0.16383688183736234,-0.03061823248485375,0.5182702898240663,0.005156741493331618
0.27792476292950896,0.10601688938404998,0.16520749598992812,-0.030772553982994312,0.5178245525789491,0.005246865319062137
0.2789900151579825,0.10726646235449405,0.16597087823946477,-0.030345208142841133,0.5180383524044704,0.0055886126048397215
0.28016261876622445,0.10792834332462393,0.1671309699556164,-0.029658561294646404,0.5185741928691248,0.0054042033793882446
0.28143000000000007,0.10662,0.16601,-0.029469999999999996,0.51861,0.00528
0.281257292147344,0.10383887529889554,0.1637028346539119,-0.028822087489426353,0.5179731646555524,0.004823320451926371
0.2799681074231968,0.10041385479824075,0.16155061571603116,-0.029450043157898252,0.5176218953358156,0.005307024502428642
0.2799279397802813,0.09816945421907246,0.1594439214581301,-0.029641593868052225,0.517963427210225,0.005479935995469257
0.28102765249181033,0.09685446234961749,0.15746205553496934,-0.02908868763124889,0.5181950081021316,0.005399023442592838
0.2837154769463089,0.09583130198095711,0.15667985151100436,-0.028211611817333955,0.5181428733482474,0.005468702871551411
0.2855513440473006,0.09460661915922561,0.1569843518181891,-0.027557518700811207,0.5180865733564155,0.005679636718794214
0.28624,0.09292,0.15675,-0.027779999999999996,0.51787,0.006239999999999999
0.285908400543186,0.09064582893101081,0.15431044212908515,-0.02751748606627692,0.5177329372385207,0.006944676043095801
0.28403409861706647,0.08845043496502747,0.15138075949952529,-0.02796089688013647,0.5173511890444197,0.007216652785563565
0.2796060886229366,0.08388967748073052,0.1464935707437508,-0.02869870430616398,0.5164654815516941,0.007770855330233391
0.2738570805894397,0.07760760790455899,0.13922524914578482,-0.028790910263533004,0.5156229988543614,0.007893260353914768
0.26718396553013524,0.07137401391479448,0.13164328251847388,-0.02898657639669818,0.5150910676604524,0.00800985373913033
0.26006321710553953,0.06623356243197807,0.1243124033455658,-0.029137083118981822,0.5146333699560777,0.008405421285692577
0.25445999999999996,0.06201000000000001,0.11768,-0.029550000000000007,0.5141499999999999,0.009110000000000002
0.250339481306938,0.05950584536579488,0.11267291963325264,-0.02976556780408335,0.5144450500435002,0.009585667923570787
0.24775821529327788,0.05739912960218924,0.10843478053139279,-0.030132006755319775,0.5144967975533348,0.010075958718393637
0.24729813793514713,0.05461837625661062,0.1036236087299306,-0.031114793877067132,0.5144280033827872,0.009703664413631857
0.24863179384779832,0.05151643997867344,0.09765730987765853,-0.03095549415792404,0.5147497227704265,0.009486084351134131
0.25015035914013917,0.048780805107148065,0.0922998945099889,-0.030965623094444936,0.5148670939295549,0.010131132077434718
0.25192346786201253,0.046073594477348906,0.08587175480022533,-0.030713640251412655,0.5152228083147599,0.009726983619716637
0.25227999999999995,0.043699999999999996,0.07844,-0.029869999999999994,0.5159000000000001,0.008879999999999999
0.2507692432772243,0.041296825488567473,0.07181596518025612,-0.029821584013310753,0.5163563611062129,0.008476826698295392
0.24828636965919737,0.03919569008608176,0.06562937929417527,-0.030653720818551302,0.5164360754099521,0.008630954772697607
0.24462253309353807,0.03766133300634594,0.05856947348568711,-0.03126591287652856,0.5178054757566938,0.00885127662562144
