	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
	Head_AngMom_wrt_LAB	Head_AngMom_wrt_LAB	Head_AngMom_wrt_LAB	Head_Shadow_AngMom_wrt_LAB	Head_Shadow_AngMom_wrt_LAB	Head_Shadow_AngMom_wrt_LAB	Trunk_AngMom_wrt_LAB	Trunk_AngMom_wrt_LAB	Trunk_AngMom_wrt_LAB	R_UA_AngMom_wrt_LAB	R_UA_AngMom_wrt_LAB	R_UA_AngMom_wrt_LAB	R_FA_AngMom_wrt_LAB	R_FA_AngMom_wrt_LAB	R_FA_AngMom_wrt_LAB	R_Hand_AngMom_wrt_LAB	R_Hand_AngMom_wrt_LAB	R_Hand_AngMom_wrt_LAB	L_UA_AngMom_wrt_LAB	L_UA_AngMom_wrt_LAB	L_UA_AngMom_wrt_LAB	L_FA_AngMom_wrt_LAB	L_FA_AngMom_wrt_LAB	L_FA_AngMom_wrt_LAB	L_Hand_AngMom_wrt_LAB	L_Hand_AngMom_wrt_LAB	L_Hand_AngMom_wrt_LAB	Pelvis_AngMom_wrt_LAB	Pelvis_AngMom_wrt_LAB	Pelvis_AngMom_wrt_LAB	R_Thigh_AngMom_wrt_LAB	R_Thigh_AngMom_wrt_LAB	R_Thigh_AngMom_wrt_LAB	R_Shank_AngMom_wrt_LAB	R_Shank_AngMom_wrt_LAB	R_Shank_AngMom_wrt_LAB	R_Foot_AngMom_wrt_LAB	R_Foot_AngMom_wrt_LAB	R_Foot_AngMom_wrt_LAB	R_Foot_Shadow_AngMom_wrt_LAB	R_Foot_Shadow_AngMom_wrt_LAB	R_Foot_Shadow_AngMom_wrt_LAB	R_Toes_AngMom_wrt_LAB	R_Toes_AngMom_wrt_LAB	R_Toes_AngMom_wrt_LAB	L_Thigh_AngMom_wrt_LAB	L_Thigh_AngMom_wrt_LAB	L_Thigh_AngMom_wrt_LAB	L_Shank_AngMom_wrt_LAB	L_Shank_AngMom_wrt_LAB	L_Shank_AngMom_wrt_LAB	L_Foot_AngMom_wrt_LAB	L_Foot_AngMom_wrt_LAB	L_Foot_AngMom_wrt_LAB	L_Foot_Shadow_AngMom_wrt_LAB	L_Foot_Shadow_AngMom_wrt_LAB	L_Foot_Shadow_AngMom_wrt_LAB	L_Toes_AngMom_wrt_LAB	L_Toes_AngMom_wrt_LAB	L_Toes_AngMom_wrt_LAB	FullBody_AngMom	FullBody_AngMom	FullBody_AngMom
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1																																																															
2	0.00005	-0.00020	-0.00020	0.00391	-0.00808	-0.00946	0.09330	-0.08452	0.01019	0.01161	-0.00820	0.00080	0.00498	0.00015	0.00602	0.00054	-0.00015	0.00197	0.00009	-0.00140	-0.00036	0.00060	-0.00039	0.00177	0.00068	0.00031	0.00064	0.00015	0.00150	0.00146	0.00210	-0.01942	0.00796	-0.01108	0.00338	0.00238	0.00015	0.00006	0.00053	0.00015	0.00006	0.00053	0.00000	0.00000	0.00000	-0.03584	0.00594	-0.00810	-0.00391	-0.00288	-0.00141	0.00125	-0.00031	-0.00045	0.00125	-0.00031	-0.00045	-0.00000	0.00001	-0.00000			
3	-0.00001	-0.00016	-0.00020	0.00077	-0.00610	-0.00971	0.08211	-0.08442	0.00701	0.01166	-0.00757	0.00062	0.00586	0.00017	0.00533	0.00096	-0.00062	0.00178	0.00095	-0.00114	-0.00017	0.00046	-0.00029	0.00176	0.00076	0.00015	0.00062	-0.00088	0.00162	0.00094	-0.00034	-0.02520	0.00955	-0.01047	0.00348	0.00248	0.00015	-0.00026	0.00041	0.00015	-0.00026	0.00041	-0.00000	0.00001	0.00000	-0.02938	-0.00256	-0.01346	-0.00550	-0.00199	-0.00171	0.00134	-0.00043	-0.00032	0.00134	-0.00043	-0.00032	-0.00001	0.00001	-0.00000	-0.44654	-0.78314	0.16231
4	-0.00002	-0.00013	-0.00017	0.00007	-0.00504	-0.00798	0.06696	-0.07378	0.01894	0.01163	-0.00718	0.00090	0.00684	-0.00068	0.00406	0.00142	-0.00110	0.00111	0.00195	-0.00108	-0.00021	0.00020	-0.00031	0.00133	0.00080	-0.00012	0.00039	-0.00130	0.00167	0.00094	-0.00259	-0.02814	0.00959	-0.00949	0.00328	0.00233	0.00011	-0.00041	0.00016	0.00011	-0.00041	0.00016	-0.00000	0.00001	0.00000	-0.02223	-0.01025	-0.01518	-0.00688	-0.00111	-0.00155	0.00124	-0.00052	-0.00024	0.00124	-0.00052	-0.00024	-0.00001	0.00001	-0.00000	-0.42442	-0.78499	0.14584
5	0.00003	-0.00012	-0.00009	0.00227	-0.00492	-0.00433	0.05226	-0.05086	0.03845	0.01164	-0.00733	0.00149	0.00764	-0.00219	0.00255	0.00182	-0.00150	0.00016	0.00271	-0.00111	-0.00045	0.00008	-0.00036	0.00067	0.00082	-0.00040	0.00008	-0.00075	0.00147	0.00114	-0.00454	-0.02786	0.00700	-0.00871	0.00280	0.00187	0.00004	-0.00030	-0.00017	0.00004	-0.00030	-0.00017	-0.00000	0.00000	-0.00000	-0.01853	-0.01529	-0.01326	-0.00749	-0.00037	-0.00101	0.00093	-0.00052	-0.00029	0.00093	-0.00052	-0.00029	-0.00001	0.00000	-0.00000	-0.38965	-0.77943	0.14088
6	0.00011	-0.00010	-0.00001	0.00604	-0.00514	-0.00014	0.04323	-0.02007	0.05338	0.01175	-0.00812	0.00204	0.00797	-0.00381	0.00136	0.00208	-0.00168	-0.00069	0.00299	-0.00105	-0.00073	0.00025	-0.00040	-0.00008	0.00079	-0.00061	-0.00019	0.00059	0.00106	0.00109	-0.00594	-0.02558	0.00180	-0.00852	0.00218	0.00114	-0.00002	0.00002	-0.00055	-0.00002	0.00002	-0.00055	-0.00000	0.00000	-0.00000	-0.01979	-0.01752	-0.00938	-0.00723	0.00024	-0.00036	0.00048	-0.00043	-0.00046	0.00048	-0.00043	-0.00046	-0.00001	0.00000	-0.00000	-0.36612	-0.78358	0.12944
7	0.00017	-0.00009	0.00005	0.00902	-0.00520	0.00285	0.04270	0.00920	0.05504	0.01193	-0.00930	0.00225	0.00769	-0.00493	0.00095	0.00219	-0.00155	-0.00110	0.00285	-0.00086	-0.00090	0.00060	-0.00046	-0.00085	0.00063	-0.00069	-0.00040	0.00209	0.00057	0.00067	-0.00673	-0.02308	-0.00462	-0.00891	0.00159	0.00033	-0.00010	0.00042	-0.00086	-0.00010	0.00042	-0.00086	0.00000	-0.00000	-0.00000	-0.02403	-0.01820	-0.00505	-0.00648	0.00075	0.00028	-0.00001	-0.00026	-0.00067	-0.00001	-0.00026	-0.00067	-0.00000	-0.00000	-0.00000	-0.36920	-0.80776	0.10124
8	0.00017	-0.00009	0.00007	0.00925	-0.00518	0.00376	0.04917	0.02712	0.04286	0.01210	-0.01042	0.00210	0.00692	-0.00524	0.00139	0.00221	-0.00116	-0.00093	0.00247	-0.00063	-0.00093	0.00089	-0.00055	-0.00151	0.00031	-0.00062	-0.00055	0.00295	0.00020	0.00023	-0.00757	-0.02173	-0.01081	-0.00951	0.00113	-0.00043	-0.00021	0.00083	-0.00096	-0.00021	0.00083	-0.00096	0.00000	-0.00000	-0.00000	-0.02733	-0.01928	-0.00046	-0.00582	0.00117	0.00095	-0.00049	-0.00004	-0.00084	-0.00049	-0.00004	-0.00084	0.00000	-0.00001	-0.00000	-0.40333	-0.84552	0.06245
9	0.00011	-0.00011	0.00005	0.00622	-0.00558	0.00284	0.05814	0.02830	0.02303	0.01221	-0.01104	0.00180	0.00596	-0.00477	0.00241	0.00222	-0.00067	-0.00034	0.00200	-0.00054	-0.00092	0.00101	-0.00064	-0.00185	-0.00011	-0.00039	-0.00059	0.00277	0.00001	0.00002	-0.00938	-0.02189	-0.01520	-0.00980	0.00088	-0.00101	-0.00040	0.00119	-0.00080	-0.00040	0.00119	-0.00080	0.00000	-0.00001	-0.00000	-0.02676	-0.02157	0.00395	-0.00576	0.00151	0.00166	-0.00090	0.00022	-0.00094	-0.00090	0.00022	-0.00094	0.00001	-0.00001	-0.00000	-0.46172	-0.87559	0.02816
10	0.00001	-0.00014	0.00001	0.00095	-0.00662	0.00096	0.06553	0.01409	0.00350	0.01226	-0.01094	0.00166	0.00514	-0.00388	0.00348	0.00224	-0.00026	0.00038	0.00141	-0.00066	-0.00095	0.00101	-0.00068	-0.00175	-0.00050	-0.00006	-0.00047	0.00199	-0.00028	-0.00009	-0.01266	-0.02282	-0.01524	-0.00946	0.00088	-0.00110	-0.00060	0.00138	-0.00048	-0.00060	0.00138	-0.00048	-0.00000	-0.00001	-0.00000	-0.02255	-0.02330	0.00575	-0.00653	0.00174	0.00203	-0.00111	0.00042	-0.00092	-0.00111	0.00042	-0.00092	0.00001	-0.00001	-0.00000	-0.52854	-0.87410	0.01066
11	-0.00010	-0.00018	-0.00004	-0.00467	-0.00780	-0.00117	0.06980	-0.00888	-0.01072	0.01225	-0.01013	0.00191	0.00476	-0.00301	0.00410	0.00227	-0.00004	0.00086	0.00056	-0.00088	-0.00103	0.00100	-0.00066	-0.00134	-0.00072	0.00024	-0.00025	0.00136	-0.00080	-0.00033	-0.01713	-0.02326	-0.00996	-0.00863	0.00114	-0.00054	-0.00070	0.00123	-0.00018	-0.00070	0.00123	-0.00018	-0.00000	-0.00001	-0.00000	-0.01741	-0.02163	0.00272	-0.00795	0.00172	0.00165	-0.00101	0.00046	-0.00074	-0.00101	0.00046	-0.00074	0.00001	-0.00001	-0.00000	-0.58851	-0.83051	0.01241
12	-0.00019	-0.00020	-0.00009	-0.00885	-0.00813	-0.00331	0.07036	-0.03266	-0.01934	0.01217	-0.00888	0.00257	0.00492	-0.00250	0.00400	0.00227	-0.00001	0.00087	-0.00059	-0.00101	-0.00111	0.00106	-0.00059	-0.00095	-0.00071	0.00033	-0.00006	0.00121	-0.00121	-0.00089	-0.02171	-0.02249	-0.00241	-0.00774	0.00149	0.00033	-0.00064	0.00070	0.00005	-0.00064	0.00070	0.00005	-0.00001	-0.00001	-0.00000	-0.01452	-0.01541	-0.00423	-0.00949	0.00133	0.00057	-0.00063	0.00030	-0.00040	-0.00063	0.00030	-0.00040	0.00001	-0.00000	-0.00000	-0.63630	-0.75560	0.02464
13	-0.00022	-0.00018	-0.00013	-0.01062	-0.00700	-0.00549	0.06534	-0.05166	-0.02531	0.01196	-0.00750	0.00346	0.00540	-0.00238	0.00333	0.00223	-0.00006	0.00050	-0.00183	-0.00097	-0.00112	0.00119	-0.00053	-0.00079	-0.00048	0.00019	0.00002	0.00146	-0.00110	-0.00194	-0.02502	-0.02085	0.00350	-0.00712	0.00169	0.00104	-0.00047	0.00000	0.00022	-0.00047	0.00000	0.00022	-0.00001	-0.00000	0.00000	-0.01599	-0.00591	-0.01214	-0.01059	0.00061	-0.00079	-0.00016	0.00006	0.00001	-0.00016	0.00006	0.00001	0.00000	-0.00000	0.00000	-0.67464	-0.67599	0.03229
14	-0.00021	-0.00014	-0.00017	-0.01011	-0.00467	-0.00765	0.05257	-0.06413	-0.03159	0.01158	-0.00620	0.00432	0.00578	-0.00238	0.00262	0.00219	-0.00011	0.00011	-0.00281	-0.00084	-0.00104	0.00136	-0.00055	-0.00082	-0.00015	-0.00007	-0.00002	0.00202	-0.00046	-0.00354	-0.02621	-0.01925	0.00609	-0.00681	0.00152	0.00137	-0.00026	-0.00061	0.00031	-0.00026	-0.00061	0.00031	-0.00001	0.00000	0.00000	-0.02148	0.00385	-0.01834	-0.01096	-0.00017	-0.00196	0.00021	-0.00016	0.00033	0.00021	-0.00016	0.00033	-0.00000	0.00000	0.00000	-0.70434	-0.62177	0.02367
15	-0.00017	-0.00008	-0.00019	-0.00832	-0.00212	-0.00937	0.03299	-0.07142	-0.03886	0.01097	-0.00509	0.00495	0.00572	-0.00224	0.00232	0.00219	-0.00008	0.00000	-0.00319	-0.00083	-0.00094	0.00145	-0.00068	-0.00094	0.00015	-0.00029	-0.00014	0.00287	0.00029	-0.00539	-0.02538	-0.01782	0.00483	-0.00673	0.00087	0.00125	-0.00009	-0.00092	0.00032	-0.00009	-0.00092	0.00032	-0.00001	0.00000	0.00000	-0.02797	0.01046	-0.02066	-0.01070	-0.00065	-0.00252	0.00034	-0.00024	0.00040	0.00034	-0.00024	0.00040	-0.00000	0.00000	0.00000	-0.71851	-0.61152	-0.00199
16	-0.00014	-0.00004	-0.00020	-0.00648	-0.00012	-0.01015	0.01160	-0.07562	-0.04570	0.01019	-0.00423	0.00525	0.00524	-0.00194	0.00243	0.00222	0.00000	0.00020	-0.00285	-0.00105	-0.00097	0.00134	-0.00086	-0.00106	0.00031	-0.00036	-0.00031	0.00390	0.00071	-0.00677	-0.02356	-0.01522	-0.00077	-0.00686	-0.00034	0.00061	0.00000	-0.00084	0.00027	0.00000	-0.00084	0.00027	-0.00000	0.00000	0.00000	-0.03169	0.01173	-0.01750	-0.01013	-0.00065	-0.00214	0.00019	-0.00012	0.00017	0.00019	-0.00012	0.00017	-0.00000	0.00000	0.00000	-0.70885	-0.63939	-0.03488
17	-0.00012	-0.00001	-0.00019	-0.00548	0.00120	-0.00964	-0.00533	-0.07707	-0.05040	0.00937	-0.00366	0.00520	0.00464	-0.00163	0.00271	0.00215	0.00011	0.00046	-0.00189	-0.00140	-0.00122	0.00099	-0.00092	-0.00118	0.00030	-0.00027	-0.00051	0.00471	0.00075	-0.00703	-0.02183	-0.01029	-0.01037	-0.00721	-0.00198	-0.00052	-0.00000	-0.00043	0.00020	-0.00000	-0.00043	0.00020	-0.00000	-0.00000	0.00000	-0.03063	0.00745	-0.00912	-0.00954	-0.00018	-0.00086	-0.00018	0.00019	-0.00026	-0.00018	0.00019	-0.00026	0.00000	-0.00000	-0.00000	-0.67897	-0.67699	-0.06222
18	-0.00011	0.00002	-0.00016	-0.00553	0.00220	-0.00799	-0.01389	-0.07391	-0.05172	0.00862	-0.00337	0.00481	0.00422	-0.00142	0.00291	0.00185	0.00019	0.00058	-0.00059	-0.00163	-0.00165	0.00043	-0.00072	-0.00139	0.00014	-0.00012	-0.00073	0.00464	0.00066	-0.00611	-0.02020	-0.00440	-0.02213	-0.00767	-0.00356	-0.00194	-0.00008	0.00006	0.00012	-0.00008	0.00006	0.00012	0.00000	-0.00001	-0.00000	-0.02540	-0.00081	0.00179	-0.00913	0.00066	0.00092	-0.00058	0.00052	-0.00075	-0.00058	0.00052	-0.00075	0.00001	-0.00000	-0.00000	-0.64923	-0.69369	-0.07599
19	-0.00012	0.00004	-0.00011	-0.00632	0.00303	-0.00576	-0.01382	-0.06476	-0.04816	0.00796	-0.00316	0.00419	0.00414	-0.00128	0.00292	0.00135	0.00019	0.00050	0.00072	-0.00143	-0.00206	-0.00025	-0.00021	-0.00188	-0.00016	-0.00005	-0.00101	0.00353	0.00065	-0.00457	-0.01844	-0.00098	-0.03275	-0.00795	-0.00435	-0.00330	-0.00022	0.00042	0.00003	-0.00022	0.00042	0.00003	0.00000	-0.00001	-0.00000	-0.01903	-0.01031	0.01139	-0.00895	0.00167	0.00258	-0.00084	0.00072	-0.00111	-0.00084	0.00072	-0.00111	0.00001	-0.00000	-0.00000	-0.64417	-0.67752	-0.07311
20	-0.00014	0.00006	-0.00007	-0.00732	0.00343	-0.00370	-0.00760	-0.05159	-0.03766	0.00728	-0.00274	0.00355	0.00438	-0.00115	0.00270	0.00080	0.00007	0.00026	0.00177	-0.00077	-0.00224	-0.00090	0.00044	-0.00257	-0.00054	-0.00010	-0.00129	0.00204	0.00061	-0.00305	-0.01740	-0.00274	-0.03827	-0.00765	-0.00380	-0.00417	-0.00040	0.00055	-0.00007	-0.00040	0.00055	-0.00007	-0.00000	-0.00002	-0.00000	-0.01560	-0.01815	0.01658	-0.00883	0.00253	0.00357	-0.00090	0.00074	-0.00121	-0.00090	0.00074	-0.00121	0.00002	-0.00001	-0.00000	-0.67818	-0.63749	-0.05209
21	-0.00015	0.00005	-0.00005	-0.00813	0.00306	-0.00241	0.00082	-0.03918	-0.01971	0.00648	-0.00195	0.00317	0.00478	-0.00099	0.00226	0.00040	-0.00020	-0.00005	0.00229	0.00008	-0.00207	-0.00127	0.00100	-0.00303	-0.00089	-0.00016	-0.00140	0.00105	0.00044	-0.00198	-0.01816	-0.00989	-0.03573	-0.00666	-0.00192	-0.00416	-0.00058	0.00045	-0.00017	-0.00058	0.00045	-0.00017	-0.00000	-0.00002	-0.00000	-0.01771	-0.02249	0.01592	-0.00856	0.00299	0.00361	-0.00076	0.00056	-0.00096	-0.00076	0.00056	-0.00096	0.00002	-0.00001	-0.00000	-0.75429	-0.58928	-0.01456
22	-0.00016	0.00003	-0.00005	-0.00851	0.00206	-0.00234	0.00687	-0.03146	0.00214	0.00559	-0.00092	0.00318	0.00511	-0.00088	0.00169	0.00017	-0.00058	-0.00034	0.00208	0.00076	-0.00158	-0.00118	0.00129	-0.00275	-0.00111	-0.00003	-0.00113	0.00083	0.00040	-0.00168	-0.02018	-0.02019	-0.02465	-0.00541	0.00069	-0.00308	-0.00068	0.00014	-0.00021	-0.00068	0.00014	-0.00021	-0.00001	-0.00001	-0.00000	-0.02494	-0.02265	0.00951	-0.00806	0.00297	0.00269	-0.00044	0.00021	-0.00043	-0.00044	0.00021	-0.00043	0.00001	-0.00001	-0.00000	-0.86738	-0.54119	0.03053
23	-0.00016	0.00000	-0.00008	-0.00823	0.00102	-0.00365	0.00663	-0.02875	0.02077	0.00469	0.00001	0.00350	0.00512	-0.00093	0.00105	0.00010	-0.00095	-0.00059	0.00112	0.00107	-0.00092	-0.00072	0.00129	-0.00163	-0.00115	0.00030	-0.00049	0.00110	0.00080	-0.00217	-0.02154	-0.02985	-0.00799	-0.00477	0.00300	-0.00110	-0.00062	-0.00025	-0.00012	-0.00062	-0.00025	-0.00012	-0.00001	-0.00001	-0.00000	-0.03410	-0.01917	-0.00049	-0.00748	0.00250	0.00114	0.00002	-0.00020	0.00020	0.00002	-0.00020	0.00020	0.00000	-0.00000	0.00000	-1.00052	-0.49303	0.06899
24	-0.00014	-0.00001	-0.00012	-0.00711	0.00051	-0.00605	-0.00108	-0.02814	0.02901	0.00387	0.00048	0.00394	0.00469	-0.00120	0.00036	0.00016	-0.00118	-0.00079	-0.00047	0.00105	-0.00025	-0.00015	0.00110	-0.00008	-0.00103	0.00072	0.00030	0.00145	0.00171	-0.00292	-0.02114	-0.03499	0.00797	-0.00544	0.00405	0.00113	-0.00042	-0.00051	0.00013	-0.00042	-0.00051	0.00013	-0.00001	-0.00000	0.00000	-0.04118	-0.01414	-0.00946	-0.00701	0.00155	-0.00034	0.00042	-0.00048	0.00070	0.00042	-0.00048	0.00070	-0.00001	-0.00000	0.00000	-1.12188	-0.44406	0.08883
25	-0.00011	-0.00002	-0.00017	-0.00538	0.00066	-0.00862	-0.01361	-0.02584	0.02319	0.00319	0.00041	0.00427	0.00381	-0.00161	-0.00032	0.00031	-0.00120	-0.00092	-0.00235	0.00088	0.00027	0.00026	0.00088	0.00129	-0.00085	0.00101	0.00094	0.00160	0.00282	-0.00321	-0.01957	-0.03362	0.01777	-0.00747	0.00347	0.00289	-0.00012	-0.00049	0.00049	-0.00012	-0.00049	0.00049	-0.00001	0.00001	0.00000	-0.04350	-0.01015	-0.01332	-0.00683	0.00020	-0.00110	0.00058	-0.00045	0.00093	0.00058	-0.00045	0.00093	-0.00001	0.00000	0.00000	-1.19751	-0.39621	0.08468
26	-0.00008	-0.00000	-0.00020	-0.00374	0.00132	-0.01032	-0.02666	-0.01898	0.00405	0.00261	-0.00001	0.00432	0.00262	-0.00197	-0.00090	0.00049	-0.00101	-0.00096	-0.00411	0.00067	0.00050	0.00035	0.00070	0.00199	-0.00069	0.00106	0.00123	0.00144	0.00373	-0.00286	-0.01758	-0.02690	0.02139	-0.01008	0.00172	0.00400	0.00023	-0.00028	0.00078	0.00023	-0.00028	0.00078	0.00000	0.00001	0.00000	-0.04037	-0.00833	-0.01240	-0.00705	-0.00131	-0.00113	0.00050	-0.00018	0.00091	0.00050	-0.00018	0.00091	-0.00001	0.00001	0.00000	-1.21341	-0.34925	0.05661
