Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1991,-8.63037,0.0,0.0,-7.39372,0.0,0.0,-0.56566,-5.61491,28.78141,1.88312,13.78583,-9.67836,-7.53512,-0.92486,0.0002,-4.62106,-1.1132,1e-05,16.26921,14.9221,14.06715,10.57203,-6.65881,-7.20456,4.92412,20.05695,21.37817,-15.42765,-17.13987,-1.5925,117.65575,0.00797,-93.33389,64.18111,0.00105,86.53316,-9.61314,2.05575,-0.00319,-11.79469,4.63475,-0.00093,16.82928,11.25033,47.00869,2.43858,-4.52529,47.8653,3.40194,0.29978,1.76199
1992,-8.17642,0.0,0.0,-6.83008,-0.0,-0.0,-0.58627,-5.5953,28.61488,1.90473,13.52155,-9.48872,-7.99782,-1.0542,0.00014,-4.67319,-1.07896,-3e-05,16.48001,15.17476,14.09203,10.67231,-6.53831,-7.09593,5.20832,20.36476,21.7897,-15.55063,-17.46512,-1.66238,118.43262,0.01531,-94.54556,64.18549,9e-05,87.1813,-10.82853,1.75796,0.0072,-11.54137,4.21465,-0.00077,16.78502,11.18312,47.40191,2.49957,-4.68593,48.22351,3.37386,0.31523,1.92439
1993,-7.37026,0.0,0.0,-5.79758,0.0,-0.0,-0.7729,-5.65447,28.33792,1.7727,12.95557,-9.14394,-8.41997,-1.15592,-5e-05,-4.73151,-1.01576,-1e-05,16.66637,15.52339,14.30285,10.75283,-6.32435,-7.05867,5.45775,20.73832,22.22589,-15.68318,-17.76077,-1.73511,119.30271,0.00921,-95.89744,64.3228,-0.00192,88.09035,-11.80265,1.14709,0.00745,-11.43361,3.92388,-0.00036,16.91231,11.1325,47.97643,2.78269,-4.87334,48.75937,3.25412,0.36601,2.04525
1994,-6.87653,-0.0,0.0,-5.128,0.0,0.0,-0.92685,-5.7942,27.98934,1.65884,12.33897,-8.80517,-8.84431,-1.20449,-0.00038,-4.74822,-0.9518,6e-05,16.89428,15.99269,14.6273,10.81922,-5.97753,-7.11229,5.66276,21.21871,22.77401,-15.78897,-18.05089,-1.69854,120.18747,-0.00553,-96.56618,64.60637,-0.00202,88.87125,-12.05102,0.7469,0.00243,-11.56018,4.01088,-0.00174,17.19432,11.06907,48.55728,3.22332,-5.07325,49.29893,3.11465,0.49505,2.0871
1995,-6.68848,0.0,0.0,-4.7466,-0.0,0.0,-0.97321,-5.93806,27.64152,1.50848,11.85862,-8.52889,-9.2914,-1.20872,-0.00046,-4.65649,-0.9171,2e-05,17.14511,16.52508,14.91458,10.81756,-5.53809,-7.22997,5.88032,21.73041,23.43745,-15.8363,-18.38349,-1.59195,121.01339,-0.01238,-96.53442,64.90026,-0.00016,89.27818,-11.41682,0.69896,0.00025,-11.81449,4.50802,-0.00305,17.51907,10.94254,48.90676,3.64219,-5.27862,49.6027,2.98118,0.73227,2.05362
1996,-6.56839,0.0,-0.0,-4.15313,0.0,0.0,-0.91995,-5.96115,27.44858,1.25439,11.57931,-8.26817,-9.75628,-1.22649,-0.00011,-4.46195,-0.94137,-0.00017,17.39331,17.04196,15.0,10.73433,-5.07753,-7.41692,6.12175,22.20877,24.18464,-15.8195,-18.74398,-1.57453,121.76027,-0.00643,-96.53319,65.0687,0.0008,89.26414,-10.18114,0.6657,-0.00368,-12.00024,5.10588,-0.00217,17.79339,10.80498,49.00365,3.94036,-5.43497,49.66237,2.85697,1.04712,1.95911
1997,-6.80886,-0.0,0.0,-3.52683,0.0,-0.0,-0.736,-5.80934,27.52443,1.0484,11.49034,-7.99076,-10.21709,-1.30226,0.00019,-4.26752,-1.0281,-0.0002,17.71554,17.493,14.83948,10.69158,-4.65071,-7.7361,6.31193,22.70078,24.97185,-15.78754,-19.0976,-1.70058,122.44733,0.00424,-97.21516,65.10498,0.00061,88.9313,-9.07141,0.2982,-0.00465,-12.08453,5.39183,-0.00027,18.00939,10.77176,49.06958,4.17395,-5.48272,49.71756,2.80358,1.34973,1.79134
1998,-7.59993,-0.0,0.0,-3.39457,0.0,0.0,-0.46947,-5.61177,27.75541,1.04298,11.49142,-7.73656,-10.63359,-1.42893,8e-05,-4.15655,-1.14132,-2e-05,18.14317,17.88119,14.59652,10.78845,-4.27996,-8.1511,6.37867,23.30394,25.73974,-15.82577,-19.45009,-1.85773,123.11987,0.00982,-98.53804,65.10695,0.00073,88.47203,-8.83808,-0.40189,0.00391,-12.26787,5.16329,0.00332,18.18155,10.86524,49.26255,4.40206,-5.43718,49.92487,2.8485,1.55858,1.58088
1999,-8.32625,-0.0,0.0,-3.73085,0.0,-0.0,-0.31039,-5.59415,27.88848,1.17216,11.47101,-7.62647,-10.97071,-1.59752,-0.00013,-4.09759,-1.23004,0.00011,18.53511,18.26402,14.47025,10.93004,-3.95804,-8.4295,6.35134,24.05268,26.38059,-15.9914,-19.79768,-1.95653,123.80881,0.00613,-99.8231,65.17909,0.00085,88.13605,-9.75981,-1.10039,0.00896,-12.73507,4.59856,0.00644,18.27956,11.00514,49.50313,4.57052,-5.3574,50.18872,2.8837,1.66338,1.41693
2000,-8.35524,-0.0,0.0,-4.08765,-0.0,-0.0,-0.38517,-5.78758,27.76263,1.29171,11.40836,-7.71672,-11.24589,-1.81791,-4e-05,-4.02218,-1.26451,0.00013,18.758,18.69868,14.48984,10.96801,-3.66346,-8.39867,6.35926,24.91749,26.73335,-16.26901,-20.07849,-2.08007,124.45934,-0.0012,-100.41186,65.38402,-0.00034,88.13551,-11.56352,-1.44789,0.0008,-13.3584,4.17788,0.00408,18.28212,11.14919,49.65832,4.6198,-5.25348,50.37156,2.78662,1.71004,1.35006
2001,-7.8608,0.0,0.0,-4.19661,0.0,-0.0,-0.63551,-5.93678,27.3072,1.33948,11.32825,-7.80146,-11.53185,-2.06387,0.00023,-3.94428,-1.26069,0.0001,18.88204,19.19294,14.63001,10.93524,-3.36923,-8.2331,6.51822,25.85397,26.73456,-16.58723,-20.23594,-2.37541,124.96333,-0.00381,-100.18787,65.72969,-0.00214,88.50605,-13.66312,-1.39651,-0.00789,-13.80446,4.26195,0.00057,18.25523,11.3223,49.73364,4.6178,-5.10269,50.48467,2.58812,1.75016,1.3579
2002,-7.38157,-0.0,-0.0,-4.10441,0.0,0.0,-0.91351,-5.85021,26.5717,1.33061,11.22324,-7.65471,-11.8656,-2.27513,0.00028,-3.93574,-1.24873,4e-05,19.07042,19.71008,14.89513,10.99316,-3.0584,-8.21224,6.79927,26.78594,26.58181,-16.87699,-20.30327,-2.84874,125.30784,-0.00261,-99.396,66.16434,-0.00232,89.04748,-15.49563,-1.16282,-0.00686,-13.96335,4.77983,-0.00021,18.30114,11.50235,49.8032,4.68703,-4.94377,50.59376,2.42953,1.81644,1.39227
2003,-7.10038,0.0,0.0,-3.95769,0.0,0.0,-1.1353,-5.64856,25.76139,1.29595,11.05945,-7.35347,-12.18006,-2.40961,-4e-05,-4.00001,-1.22977,-1e-05,19.38007,20.18727,15.22367,11.20234,-2.74793,-8.3776,7.04816,27.61618,26.5845,-17.10433,-20.37923,-3.36684,125.6242,-0.00224,-98.35788,66.58034,-0.00079,89.54185,-16.77048,-1.00066,-0.0012,-14.03135,5.42983,-0.00066,18.44413,11.5861,49.86171,4.84821,-4.87585,50.66946,2.40333,1.92285,1.40142
2004,-6.8185,-0.0,0.0,-3.82638,-0.0,0.0,-1.34568,-5.55624,25.02835,1.2272,10.84709,-7.05578,-12.39496,-2.44624,-0.00043,-4.03816,-1.21227,-4e-05,19.76297,20.56936,15.5252,11.46544,-2.46105,-8.66762,7.16699,28.31305,26.84188,-17.25065,-20.53081,-3.82673,126.05202,-0.00269,-97.47874,66.84527,0.00122,90.04429,-17.44764,-1.10684,0.0014,-14.14711,5.9642,-0.00053,18.62601,11.4985,49.84539,5.02371,-4.95724,50.6332,2.48423,2.06969,1.34607
2005,-6.46179,0.0,0.0,-3.74767,0.0,0.0,-1.57353,-5.65351,24.47882,1.12086,10.69536,-6.81765,-12.52551,-2.4279,-0.00057,-3.96984,-1.24056,-0.00017,20.11883,20.8631,15.68591,11.63475,-2.18771,-9.00094,7.19965,28.93308,27.21256,-17.31842,-20.76147,-4.21871,126.60392,-0.0031,-97.04499,66.90096,0.00296,90.83527,-17.61013,-1.46977,-0.0005,-14.17473,6.2244,0.0007,18.77876,11.2925,49.75628,5.14707,-5.13689,50.49928,2.54721,2.23417,1.24052
