	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
235	5.82234	-54.34903	259.88751	-7.51161	54.86439	446.05679
236	5.81812	-54.32259	259.81650	-7.51748	54.85834	446.12366
237	5.81381	-54.29643	259.74551	-7.52351	54.85241	446.19119
238	5.80941	-54.27055	259.67456	-7.52970	54.84661	446.25943
239	5.80493	-54.24495	259.60358	-7.53604	54.84092	446.32837
240	5.80036	-54.21964	259.53265	-7.54253	54.83537	446.39792
241	5.79571	-54.19462	259.46179	-7.54917	54.82995	446.46817
242	5.79099	-54.16990	259.39090	-7.55594	54.82467	446.53906
243	5.78620	-54.14547	259.32010	-7.56285	54.81954	446.61053
244	5.78134	-54.12135	259.24936	-7.56989	54.81455	446.68265
245	5.77643	-54.09754	259.17868	-7.57706	54.80972	446.75534
246	5.77145	-54.07403	259.10809	-7.58433	54.80504	446.82864
247	5.76642	-54.05082	259.03757	-7.59172	54.80053	446.90250
248	5.76133	-54.02793	258.96713	-7.59920	54.79620	446.97690
249	5.75618	-54.00534	258.89682	-7.60676	54.79205	447.05185
250	5.75099	-53.98306	258.82660	-7.61440	54.78807	447.12732
251	5.74574	-53.96109	258.75650	-7.62210	54.78431	447.20325
252	5.74044	-53.93943	258.68649	-7.62985	54.78073	447.27972
253	5.73510	-53.91807	258.61664	-7.63764	54.77736	447.35660
254	5.72971	-53.89702	258.54691	-7.64547	54.77421	447.43399
255	5.72428	-53.87629	258.47733	-7.65331	54.77128	447.51172
256	5.71881	-53.85585	258.40790	-7.66117	54.76858	447.58997
257	5.71331	-53.83571	258.33862	-7.66904	54.76612	447.66852
258	5.70779	-53.81587	258.26950	-7.67690	54.76391	447.74753
259	5.70225	-53.79632	258.20053	-7.68474	54.76196	447.82687
260	5.69669	-53.77707	258.13174	-7.69257	54.76028	447.90656
261	5.69112	-53.75811	258.06308	-7.70036	54.75886	447.98657
262	5.68555	-53.73943	257.99466	-7.70812	54.75774	448.06689
263	5.67998	-53.72103	257.92639	-7.71583	54.75690	448.14749
264	5.67441	-53.70291	257.85831	-7.72348	54.75636	448.22842
265	5.66886	-53.68505	257.79041	-7.73107	54.75613	448.30957
266	5.66332	-53.66747	257.72269	-7.73858	54.75619	448.39102
267	5.65780	-53.65015	257.65521	-7.74602	54.75656	448.47266
268	5.65231	-53.63308	257.58792	-7.75336	54.75725	448.55453
269	5.64685	-53.61626	257.52081	-7.76061	54.75825	448.63657
270	5.64143	-53.59968	257.45389	-7.76776	54.75957	448.71881
