	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d
7	0.00538	0.00382	-0.00471	-0.17873	-0.25872	-0.15679	0.09128	-0.20788	-0.06566	-0.02022	-0.07539	-0.07126	0.03562	-0.11792	-0.03915	0.02024	-0.02507	-0.00112	0.00942	-0.04240	-0.02637	-0.00953	0.00366	0.01949	0.00873	-0.00029	0.00217	0.00941	0.02191	0.00022	0.00251	0.00764	-0.00210	0.00669	0.00808	-0.01593	0.00073	0.00908	0.00915	0.01521	0.00829	-0.00894	-0.01384	0.02005	0.00775	-0.01852	-0.00784	0.00509	0.00598	0.01201	0.00970	-0.01842	-0.00702	0.01116	0.00627	0.01116	0.01468
8	0.00899	-0.00537	-0.00206	-0.20060	-0.30456	-0.19881	0.08921	-0.24794	-0.06929	0.00258	-0.04920	-0.08132	0.04221	-0.13640	-0.03353	0.02696	-0.00585	-0.02875	0.00637	-0.04520	-0.02237	0.00051	-0.00935	0.01128	0.01060	-0.01004	-0.00043	0.01771	0.00340	0.00780	0.00828	-0.00644	-0.00160	0.01220	0.01028	-0.01035	-0.00614	-0.00203	0.01091	0.01805	0.01895	0.00119	-0.01844	0.01644	0.00657	-0.02178	-0.00928	0.00780	0.00861	0.01020	-0.00088	-0.02135	-0.00793	0.01509	0.00870	0.00988	0.00067
9	0.01523	-0.01347	-0.00135	-0.18054	-0.32263	-0.19854	0.06701	-0.26208	-0.07516	0.00142	-0.04954	-0.07870	0.03785	-0.14086	-0.03205	0.03004	0.00704	-0.04922	0.00577	-0.03565	-0.01725	0.00864	-0.01655	-0.00154	0.01091	-0.01824	-0.00208	0.03405	-0.01683	0.00557	0.01511	-0.01268	0.00058	0.01442	0.01244	0.00407	-0.00608	-0.00889	0.00757	0.01142	0.02921	0.01619	-0.01290	0.00719	0.00171	-0.02226	-0.00582	0.00387	0.00518	0.00574	-0.02067	-0.02160	-0.00446	0.00869	0.00503	0.00593	-0.02380
10	0.02364	-0.01478	-0.00444	-0.09976	-0.25638	-0.16623	0.04773	-0.25026	-0.08417	0.00063	-0.04553	-0.07780	0.03217	-0.13392	-0.03843	0.02989	0.01492	-0.06163	0.00936	-0.02332	-0.01367	0.01495	-0.01363	-0.01154	0.01124	-0.01825	-0.00057	0.04672	-0.01815	-0.00185	0.02421	-0.01124	-0.00050	0.01983	0.00989	0.01418	0.00586	-0.01558	-0.00318	0.00891	0.02704	0.02183	-0.00051	-0.01159	-0.00725	-0.01303	-0.00137	-0.00393	-0.00262	-0.00133	-0.03153	-0.01276	-0.00096	-0.00352	-0.00289	-0.00053	-0.03611
11	0.02948	-0.01225	-0.00954	0.00360	-0.14454	-0.12812	0.05096	-0.24308	-0.09043	0.01125	-0.03510	-0.08201	0.03535	-0.12719	-0.04278	0.02656	0.01556	-0.06586	0.01167	-0.01795	-0.00746	0.01991	-0.00791	-0.01366	0.01226	-0.01374	0.00383	0.04483	-0.00424	-0.00561	0.03185	-0.00804	-0.00763	0.02747	0.00135	0.00741	0.02498	-0.02174	-0.01500	0.01268	0.00849	0.00773	0.01231	-0.03068	-0.01459	0.00398	0.00008	-0.01125	-0.00625	-0.00895	-0.02025	0.00328	-0.00117	-0.01438	-0.00637	-0.00795	-0.02142
12	0.02780	-0.00997	-0.01319	0.03631	-0.10852	-0.10738	0.07320	-0.26284	-0.08997	0.01882	-0.04214	-0.07877	0.04719	-0.12859	-0.03765	0.01962	0.00380	-0.05681	0.00990	-0.02386	0.00119	0.02097	-0.00567	-0.00861	0.01334	-0.01118	0.00830	0.02881	0.00767	-0.00483	0.03174	-0.00214	-0.01547	0.02972	-0.00679	-0.01124	0.03961	-0.01810	-0.01906	0.01366	-0.01467	-0.01764	0.02204	-0.03404	-0.01416	0.01166	-0.00285	-0.01773	-0.00261	-0.01395	0.00238	0.01036	-0.00501	-0.02157	-0.00247	-0.01355	0.00581
13	0.01986	-0.00654	-0.01420	-0.04805	-0.20266	-0.11261	0.09374	-0.29641	-0.08964	0.00994	-0.07491	-0.06247	0.06247	-0.13556	-0.03157	0.01504	-0.01876	-0.03462	0.01208	-0.03525	0.00288	0.01599	-0.00404	-0.00443	0.01391	-0.01242	0.00940	0.01118	0.01111	-0.00406	0.02506	0.01248	-0.01819	0.02272	-0.00488	-0.02403	0.04000	0.00143	-0.01754	0.00807	-0.02435	-0.03410	0.02420	-0.02024	-0.00961	-0.00073	-0.00618	-0.02226	0.00186	-0.01724	0.01422	-0.00176	-0.00776	-0.02382	0.00211	-0.01772	0.01897
14	0.01236	0.00060	-0.01331	-0.18089	-0.34510	-0.13136	0.09575	-0.31204	-0.09618	-0.00976	-0.11551	-0.04745	0.07274	-0.13899	-0.03641	0.02290	-0.04016	-0.01398	0.02423	-0.03849	-0.00937	0.00647	0.00086	-0.00841	0.01227	-0.01563	0.00642	0.00542	0.01382	-0.00462	0.02000	0.03226	-0.01549	0.01080	0.00748	-0.01887	0.02675	0.02877	-0.01857	0.00060	-0.01733	-0.02987	0.01476	-0.00271	-0.00897	-0.01960	-0.00759	-0.02052	0.00289	-0.02058	0.00772	-0.02007	-0.00809	-0.01903	0.00306	-0.02115	0.01066
15	0.01042	0.00672	-0.01000	-0.26796	-0.42711	-0.14235	0.08554	-0.29795	-0.10453	-0.02843	-0.14479	-0.04617	0.07079	-0.13069	-0.04894	0.04215	-0.04897	-0.00901	0.03729	-0.02641	-0.02798	-0.00034	0.00794	-0.01624	0.00919	-0.01635	0.00408	0.01338	0.01829	-0.00363	0.02141	0.04052	-0.00866	0.00323	0.01768	0.00084	0.00962	0.04422	-0.02137	-0.00312	-0.00693	-0.00962	-0.00172	0.00759	-0.01231	-0.02279	-0.01017	-0.01132	0.00375	-0.02175	-0.00615	-0.02303	-0.01028	-0.00902	0.00376	-0.02122	-0.00507
16	0.01380	0.00392	-0.00365	-0.28680	-0.42412	-0.13585	0.08107	-0.27117	-0.10511	-0.04309	-0.15678	-0.05097	0.05847	-0.11160	-0.05586	0.05595	-0.04539	-0.01550	0.03712	-0.00684	-0.03724	0.00434	0.01467	-0.01722	0.01067	-0.01007	0.00729	0.02601	0.01517	0.00102	0.02630	0.02712	0.00138	0.00622	0.01354	0.02016	-0.00068	0.03458	-0.01861	-0.00123	-0.00393	0.01199	-0.01235	0.00987	-0.01340	-0.00704	-0.01229	0.00171	0.00807	-0.01501	-0.01388	-0.00722	-0.01251	0.00198	0.00796	-0.01315	-0.01346
17	0.01998	-0.00750	0.00314	-0.25737	-0.37924	-0.11835	0.08417	-0.24915	-0.09794	-0.05492	-0.15303	-0.04961	0.04510	-0.09266	-0.05315	0.05001	-0.03597	-0.02000	0.02465	0.00718	-0.03164	0.01772	0.01772	-0.01015	0.01900	-0.00098	0.01236	0.03487	0.00065	0.00762	0.03104	0.00251	0.01098	0.01763	-0.00326	0.02528	0.00302	0.00846	-0.00880	0.00419	-0.00735	0.02167	-0.00701	0.00792	-0.00879	0.01065	-0.00639	0.01550	0.01314	-0.00024	-0.00949	0.01067	-0.00657	0.01344	0.01300	0.00160	-0.00952
18	0.02746	-0.01862	0.00631	-0.20177	-0.33508	-0.10432	0.08659	-0.23575	-0.09141	-0.06044	-0.13885	-0.04375	0.04080	-0.08547	-0.04841	0.02894	-0.02469	-0.01770	0.01766	0.01004	-0.01941	0.02439	0.01458	-0.00483	0.02684	0.00014	0.01061	0.03918	-0.01347	0.01134	0.03720	-0.01605	0.01568	0.03010	-0.02086	0.01547	0.02130	-0.01388	0.00280	0.00965	-0.01142	0.01728	0.01104	0.00365	0.00059	0.01502	0.00832	0.02902	0.01188	0.01215	0.00695	0.01512	0.00825	0.02698	0.01184	0.01208	0.00591
19	0.03456	-0.02103	0.00483	-0.15157	-0.30856	-0.10000	0.09157	-0.23159	-0.08620	-0.05544	-0.12255	-0.04063	0.05037	-0.09458	-0.04437	0.00922	-0.01438	-0.01172	0.02797	0.00328	-0.00716	0.01770	0.01110	-0.00790	0.02854	-0.00608	0.00077	0.04162	-0.01171	0.00813	0.04625	-0.02126	0.01493	0.03753	-0.02942	0.00171	0.04390	-0.02117	0.01114	0.01334	-0.01246	0.00699	0.02710	-0.00290	0.01127	0.00757	0.02316	0.03716	0.00252	0.01267	0.02855	0.00734	0.02286	0.03748	0.00261	0.01017	0.02652
20	0.03763	-0.01361	0.00108	-0.12678	-0.29863	-0.09793	0.10668	-0.23640	-0.07266	-0.04337	-0.11252	-0.03919	0.06706	-0.11506	-0.03441	0.00080	-0.00982	-0.00448	0.04314	-0.01045	0.00574	0.01016	0.01711	-0.01521	0.02854	-0.00573	-0.00870	0.04203	0.00751	-0.00036	0.05284	-0.01589	0.01064	0.03704	-0.02684	-0.00659	0.05469	-0.01548	0.01446	0.01394	-0.00967	-0.00182	0.02872	-0.00928	0.01841	-0.00058	0.02920	0.03023	-0.00796	0.00377	0.04097	-0.00125	0.02852	0.03290	-0.00783	0.00055	0.03880
