	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d
7	-5.19904	-0.00000	-0.00000	-4.78521	0.00000	0.00000	-9.42372	-5.13850	15.02297	17.86043	5.22057	-7.67749	-12.03621	-1.73759	0.00017	-9.99162	0.03654	0.00011	31.09455	7.31581	7.90006	-0.27856	1.11057	-11.69539	0.33514	14.48728	-15.99580	2.58048	-14.68358	24.68561	31.25506	-0.00618	-97.60066	31.37446	0.00020	91.50438	-2.99039	1.38706	0.00182	-2.66911	6.06059	-0.00011	4.08002	-1.89460	-30.55713	-15.43372	9.43286	-29.25553	2.14385	1.11272	5.61880
8	-5.71035	0.00000	-0.00000	-5.46462	0.00000	-0.00000	-9.24171	-4.66304	14.93012	17.85448	5.03294	-7.65894	-12.21116	-1.75920	0.00019	-9.97913	-0.01619	-0.00001	31.32191	7.40958	7.83505	-0.13068	1.25762	-11.75909	0.54952	14.42012	-16.24409	2.36627	-14.76595	24.68692	30.40489	-0.00196	-97.68542	31.29279	-0.00107	91.55724	-3.30850	0.80995	0.00207	-2.77152	6.19682	0.00045	3.86504	-1.74959	-30.61156	-15.64650	9.58771	-29.25841	2.38468	1.22723	5.58435
9	-5.65025	-0.00000	0.00000	-5.49183	0.00000	-0.00000	-9.22640	-4.12925	14.57750	17.69315	5.12369	-7.49102	-12.39311	-1.75627	0.00004	-9.92316	-0.17732	-0.00019	31.47412	7.51246	8.02777	-0.06596	1.40882	-11.95470	0.63694	14.43362	-16.39858	2.15752	-14.80406	24.58519	29.92121	0.00070	-97.36343	31.23049	-0.00210	91.42451	-3.29490	-0.63688	-0.00497	-2.70128	6.35343	0.00088	3.79474	-1.61254	-30.63865	-15.71945	9.72593	-29.23787	2.48708	1.25756	5.60820
10	-4.91762	-0.00000	-0.00000	-4.64973	0.00000	0.00000	-9.43980	-3.78016	14.09756	17.40374	5.36996	-7.24110	-12.50270	-1.69957	-0.00005	-9.81968	-0.32686	-0.00016	31.49876	7.54830	8.41215	-0.12236	1.46924	-12.19702	0.60841	14.54399	-16.53046	1.99616	-14.75406	24.37006	29.75660	0.00041	-96.75014	31.10830	-0.00136	91.44637	-3.05693	-2.08465	-0.00694	-2.49774	6.33703	0.00010	3.86821	-1.55164	-30.68893	-15.63994	9.80012	-29.26530	2.43846	1.17064	5.65171
11	-4.08383	0.00000	-0.00000	-3.71737	-0.00000	0.00000	-9.70037	-3.76338	13.83451	17.23541	5.49293	-7.16439	-12.51300	-1.62919	-0.00003	-9.71985	-0.33579	0.00001	31.42890	7.50942	8.73446	-0.24778	1.41773	-12.20907	0.58202	14.66233	-16.73672	1.91840	-14.65330	24.11953	29.66342	-0.00002	-96.13140	30.82473	0.00219	91.87810	-2.86464	-2.67194	-0.00314	-2.21232	6.00888	-0.00127	4.02279	-1.60389	-30.72174	-15.47611	9.76182	-29.31437	2.32856	1.03383	5.66841
12	-3.80003	0.00000	-0.00000	-3.53278	0.00000	0.00000	-9.77431	-4.05238	13.96006	17.35511	5.31558	-7.41159	-12.45531	-1.59290	-0.00002	-9.68577	-0.17484	-0.00006	31.32198	7.45947	8.80927	-0.36525	1.32044	-11.86895	0.59919	14.70058	-17.00047	1.90679	-14.57482	23.86973	29.49646	-0.00077	-95.73670	30.38305	0.00558	92.69230	-2.84284	-2.39464	-0.00076	-1.84658	5.51166	-0.00136	4.18202	-1.72507	-30.68209	-15.31751	9.63436	-29.31750	2.24081	0.95799	5.64589
13	-4.03207	-0.00000	-0.00000	-3.98775	-0.00000	0.00000	-9.66093	-4.38449	14.23466	17.63010	4.96748	-7.77833	-12.38125	-1.57521	-0.00000	-9.72638	0.05201	-0.00017	31.23557	7.44118	8.72107	-0.42193	1.24760	-11.44671	0.60355	14.64149	-17.19659	1.90577	-14.55822	23.59631	29.26160	-0.00101	-95.55351	29.89079	0.00437	93.52439	-2.93126	-2.22902	0.00052	-1.36663	5.14560	0.00016	4.30706	-1.82582	-30.59665	-15.20302	9.51088	-29.26998	2.21940	0.99070	5.59178
14	-4.29352	0.00000	-0.00000	-4.42101	-0.00000	0.00000	-9.53722	-4.46824	14.36301	17.83862	4.72829	-7.94811	-12.32095	-1.55345	0.00001	-9.79018	0.19902	-0.00007	31.19268	7.42147	8.64592	-0.43005	1.20368	-11.30716	0.55733	14.53601	-17.25343	1.85290	-14.59551	23.32313	28.95198	0.00093	-95.30711	29.46414	-0.00027	93.77951	-3.03321	-2.91568	0.00103	-0.83122	5.03229	0.00141	4.40809	-1.87622	-30.58097	-15.10216	9.45814	-29.27207	2.27147	1.06832	5.50954
15	-4.29111	0.00000	0.00000	-4.50536	0.00000	-0.00000	-9.52382	-4.29320	14.36607	17.90214	4.69260	-7.83986	-12.27023	-1.55506	-0.00003	-9.81841	0.19666	-0.00000	31.14012	7.34799	8.61145	-0.46767	1.15268	-11.50220	0.47817	14.46716	-17.23156	1.71119	-14.66203	23.17216	28.52945	0.00353	-94.80328	29.17292	-0.00264	93.11636	-3.13042	-4.12528	0.00103	-0.47242	5.10482	0.00074	4.50308	-1.94274	-30.74511	-14.97225	9.45017	-29.45135	2.34068	1.07803	5.42264
16	-4.06243	0.00000	0.00000	-4.37066	0.00000	0.00000	-9.61716	-4.11477	14.41198	17.86587	4.74987	-7.60404	-12.21500	-1.59966	-0.00005	-9.79667	0.07460	-0.00005	31.03380	7.22766	8.56299	-0.56579	1.08534	-11.78850	0.39292	14.49622	-17.23812	1.52541	-14.74403	23.26133	28.03912	0.00317	-94.20505	28.99998	-0.00155	91.94230	-3.28819	-5.17519	0.00153	-0.49732	5.30002	-0.00110	4.60223	-2.09116	-31.07224	-14.80215	9.41902	-29.81394	2.35731	0.96950	5.38919
17	-3.86754	-0.00000	-0.00000	-4.28930	-0.00000	0.00000	-9.72438	-4.15902	14.52946	17.81318	4.80569	-7.43478	-12.15954	-1.64464	-0.00000	-9.75620	-0.08099	-0.00005	30.95137	7.11792	8.49379	-0.62568	1.03107	-11.92802	0.31153	14.61329	-17.31233	1.39848	-14.82706	23.54013	27.59586	0.00014	-93.83650	28.83210	0.00020	91.08912	-3.48860	-5.85485	0.00121	-0.81506	5.53573	-0.00172	4.71759	-2.28687	-31.41059	-14.61043	9.34650	-30.20302	2.34908	0.80291	5.43561
18	-4.07068	0.00000	0.00000	-4.51445	-0.00000	-0.00000	-9.70596	-4.41431	14.65870	17.82728	4.86841	-7.44862	-12.12853	-1.64696	0.00005	-9.74610	-0.17917	-0.00003	31.01400	7.07059	8.40672	-0.52988	1.02061	-11.87438	0.22629	14.74397	-17.38574	1.37634	-14.86866	23.78324	27.25216	-0.00231	-93.85523	28.54849	0.00173	90.94054	-3.54442	-6.26656	-0.00003	-1.09968	5.63440	-0.00080	4.84422	-2.42451	-31.63538	-14.43231	9.29084	-30.46393	2.41718	0.68241	5.50687
19	-4.87897	0.00000	-0.00000	-5.22885	0.00000	0.00000	-9.48634	-4.68137	14.83948	17.97142	4.97606	-7.66006	-12.13542	-1.64232	0.00006	-9.80018	-0.17643	-0.00010	31.23631	7.10310	8.23415	-0.28003	1.05941	-11.71491	0.13349	14.81273	-17.36981	1.41230	-14.82480	23.80545	26.94123	-0.00219	-94.10882	28.11127	0.00232	91.24048	-3.36842	-6.48405	-0.00050	-1.14279	5.42845	-0.00059	4.95268	-2.44159	-31.78060	-14.29431	9.32259	-30.60843	2.60862	0.65950	5.52490
20	-6.01175	0.00000	-0.00000	-6.29759	0.00000	-0.00000	-9.18067	-4.77044	15.13515	18.22873	5.11473	-7.98146	-12.14644	-1.69808	-0.00000	-9.89805	-0.10347	-0.00015	31.49153	7.19278	7.93878	-0.00764	1.12863	-11.53876	0.05452	14.79713	-17.28957	1.44304	-14.71526	23.62142	26.56312	0.00092	-94.20296	27.56693	0.00169	91.63176	-3.15405	-6.58227	-0.00028	-1.00994	4.88900	-0.00092	5.03049	-2.37709	-31.94155	-14.18817	9.43645	-30.74079	2.84903	0.71244	5.46720
21	-6.80443	-0.00000	0.00000	-7.14142	0.00000	0.00000	-9.02549	-4.64581	15.41338	18.46982	5.22362	-8.25063	-12.11021	-1.81011	-0.00010	-9.97337	-0.03429	-0.00007	31.61364	7.29695	7.66172	0.12741	1.20658	-11.40121	0.00139	14.73055	-17.24109	1.43992	-14.62046	23.36596	26.10998	0.00392	-93.89635	27.01938	0.00035	91.95184	-3.08935	-6.63664	-0.00006	-0.86227	4.19443	-0.00038	5.10897	-2.30339	-32.11842	-14.07860	9.56417	-30.88542	3.00319	0.79159	5.36757
22	-6.87691	0.00000	-0.00000	-7.27130	0.00000	-0.00000	-9.11732	-4.41651	15.42859	18.56814	5.27390	-8.34465	-12.03488	-1.90257	-0.00008	-9.98550	-0.01981	-0.00002	31.57248	7.38815	7.59317	0.09353	1.28697	-11.34382	-0.05815	14.66601	-17.22961	1.38336	-14.60084	23.14393	25.67149	0.00281	-93.45682	26.60661	-0.00072	92.14608	-3.08620	-6.59308	0.00068	-0.81313	3.72271	0.00009	5.21273	-2.24300	-32.25593	-13.95076	9.66635	-30.99693	3.02640	0.86228	5.27001
23	-6.47625	-0.00000	0.00000	-6.80489	0.00000	-0.00000	-9.31278	-4.22276	15.10577	18.51889	5.30287	-8.27233	-11.99588	-1.91649	-0.00002	-9.95572	-0.06112	-0.00004	31.49951	7.46638	7.75309	0.00716	1.37726	-11.38525	-0.16461	14.63245	-17.14301	1.24870	-14.64771	22.97971	25.33351	-0.00049	-93.43194	26.40957	-0.00064	92.21799	-2.90438	-6.36172	0.00236	-0.93646	3.77075	-0.00121	5.29849	-2.20098	-32.35641	-13.84725	9.73899	-31.07916	3.00257	0.91769	5.20331
24	-6.15686	0.00000	0.00000	-6.25435	0.00000	-0.00000	-9.39583	-4.13671	14.63598	18.41356	5.37876	-8.15359	-12.05882	-1.86805	-0.00002	-9.93357	-0.13208	-0.00006	31.53376	7.55293	7.98112	0.00133	1.48654	-11.47823	-0.31477	14.62268	-16.87855	1.06103	-14.71103	22.84914	25.12743	-0.00156	-94.06475	26.34650	0.00034	92.27623	-2.39842	-6.07038	0.00208	-1.22297	4.21707	-0.00244	5.30904	-2.21587	-32.45271	-13.81653	9.75647	-31.17636	3.02269	0.96807	5.18417
