	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d
214	1.28515	0.00000	-0.00000	0.93326	0.00000	0.00000	3.57931	-0.77487	12.26841	7.85555	5.86400	-12.60918	-29.67136	-2.74758	-0.00003	-45.20255	-4.38256	0.02523	37.56046	3.51018	8.13619	17.37458	-3.56853	-9.61449	36.42397	23.46011	-34.69781	45.07650	-27.14868	57.24812	91.59125	-0.00691	-88.31054	74.11815	-0.00346	84.41999	-8.48206	9.92019	-0.00006	-9.09476	-9.44504	0.00234	7.31961	0.41455	4.01697	-15.12537	-1.15291	3.87045	-3.84288	-2.82101	9.76754
215	0.82156	0.00000	0.00000	-0.81432	0.00000	0.00000	4.12008	-1.05930	11.42173	6.07335	5.22609	-13.54223	-29.92954	-2.71913	-0.00023	-51.29020	-4.66838	0.03248	36.83363	3.48247	7.94047	20.05670	-3.15694	-9.53263	36.59100	24.34131	-34.60887	45.54803	-29.04337	58.08366	93.65897	-0.00006	-87.71693	74.36085	-0.00396	85.10757	-8.83279	9.90323	0.00264	-9.29074	-9.51332	0.00158	7.26235	0.41016	3.81673	-15.18772	-1.08051	3.68369	-4.20849	-2.40226	9.16018
216	0.59750	0.00000	0.00000	-2.12919	-0.00000	0.00000	4.55018	-1.36886	10.32110	5.40432	4.48852	-14.35407	-30.35198	-2.68920	-0.00043	-57.47647	-4.71475	0.01799	36.27095	3.52402	7.90072	22.88840	-2.75167	-9.49639	37.19564	25.19345	-34.61036	45.85549	-31.02813	58.64507	95.38690	0.00884	-87.61026	74.55405	-0.00692	85.53535	-9.12290	9.47602	0.00223	-9.29095	-9.51710	-0.00039	7.27742	0.53165	3.65506	-15.17576	-0.90650	3.58065	-4.53420	-1.99430	8.45599
217	0.86800	0.00000	0.00000	-2.63380	-0.00000	0.00000	4.86345	-1.60211	9.15400	5.74210	3.60083	-15.04640	-30.86445	-2.68377	-0.00011	-63.62941	-4.30676	-0.01454	35.86613	3.59709	7.94389	25.85601	-2.48778	-9.35045	38.05332	25.99432	-34.65858	45.90218	-33.02896	58.91391	96.75580	0.01282	-87.99872	74.48043	-0.00911	85.56411	-8.97610	9.12168	0.00012	-9.07561	-10.08503	-0.00459	7.19480	0.71864	3.40430	-15.26328	-0.63790	3.42033	-4.71922	-1.62864	7.66212
218	2.09664	0.00000	0.00000	-2.62975	0.00000	0.00000	5.07973	-1.69782	8.16728	6.67695	2.79388	-15.74835	-31.38625	-2.75871	0.00054	-69.69019	-3.39078	-0.04018	35.54998	3.68804	7.89601	28.96275	-2.41268	-8.99025	38.89196	26.68974	-34.63356	45.73721	-34.96182	59.03734	97.78145	0.00962	-88.59075	73.87901	-0.00128	85.73640	-8.37412	9.39664	0.00092	-8.81496	-11.42899	-0.00684	6.87559	0.85518	2.99489	-15.59094	-0.35531	3.09418	-4.75559	-1.28356	6.80129
219	4.44362	0.00000	0.00000	-2.41127	-0.00000	0.00000	5.19754	-1.59773	7.38375	7.76709	2.19204	-16.47966	-31.84787	-2.90552	0.00051	-75.60293	-2.19502	-0.03514	35.24797	3.84007	7.73916	32.24126	-2.44633	-8.49693	39.53012	27.31115	-34.47301	45.52560	-36.79401	59.21607	98.54525	0.00031	-88.89150	72.73302	0.01719	86.79669	-7.79536	10.53278	-0.00198	-8.66479	-12.96757	-0.00711	6.31622	0.86516	2.51866	-16.15943	-0.16408	2.65796	-4.68906	-0.89905	5.97088
220	7.15689	0.00000	-0.00000	-1.85551	0.00000	-0.00000	5.30385	-1.35543	6.63522	8.71815	1.59018	-17.08705	-32.20902	-3.04203	-0.00013	-81.27513	-1.06029	-0.01055	34.86720	4.07131	7.61564	35.66593	-2.50323	-8.09322	39.93246	28.03027	-34.22306	45.40508	-38.57302	59.54238	99.23251	-0.01360	-88.39574	71.38678	0.02437	88.84440	-7.48480	12.22060	-0.00508	-8.58574	-13.69842	-0.00703	5.63994	0.77331	2.12326	-16.84229	-0.09780	2.25752	-4.63434	-0.43815	5.24043
221	9.30205	0.00000	0.00000	-0.99687	0.00000	-0.00000	5.53295	-1.18785	5.89296	9.55021	0.68906	-17.42021	-32.48993	-3.14164	-0.00025	-86.60020	-0.13683	0.00275	34.32534	4.32195	7.50679	39.10367	-2.59616	-7.93768	40.21461	28.99735	-34.00933	45.36710	-40.37165	59.95195	99.98471	-0.02025	-87.18330	70.32859	0.00694	91.46581	-7.18628	13.80933	-0.00188	-8.42493	-12.82506	-0.00044	4.98876	0.67551	1.86038	-17.49724	-0.08764	1.97724	-4.74847	0.08822	4.54037
222	10.92461	-0.00000	-0.00000	-0.48014	0.00000	0.00000	5.86865	-1.26486	5.31707	10.59492	-0.55163	-17.47110	-32.76279	-3.26879	0.00045	-91.48917	0.64143	-0.00092	33.65859	4.54303	7.16877	42.44238	-2.75237	-8.04150	40.55142	30.17559	-33.96357	45.26477	-42.20190	60.29914	100.74292	-0.00677	-86.45438	69.77341	-0.01586	94.17239	-6.91904	14.78626	0.00076	-8.10298	-10.31251	0.01080	4.43340	0.63477	1.69100	-18.05476	-0.06050	1.80517	-5.06182	0.65522	3.75525
223	12.55978	0.00000	-0.00000	-0.94935	0.00000	0.00000	6.21852	-1.55059	4.95384	12.10060	-1.79354	-17.32597	-33.10769	-3.42567	0.00088	-95.89958	1.27717	0.00275	33.00891	4.77310	6.50418	45.72967	-2.89393	-8.39175	41.02293	31.40706	-34.11834	44.93325	-44.00632	60.42429	101.32830	0.00935	-87.61246	69.45427	-0.01826	96.64725	-7.28125	15.01146	0.00688	-7.65752	-7.16576	0.01404	3.97927	0.63880	1.57641	-18.51023	-0.01294	1.70084	-5.42559	1.24726	2.90796
224	14.19775	0.00000	-0.00000	-2.28375	-0.00000	-0.00000	6.57895	-1.85244	4.58050	13.86468	-2.57099	-17.06477	-33.54355	-3.47194	-0.00007	-99.87127	1.60062	0.02135	32.45732	5.03822	5.79604	49.14395	-2.93032	-8.99849	41.60787	32.58961	-34.38346	44.36123	-45.72968	60.25351	101.60725	0.00696	-90.39455	68.86221	-0.00288	98.78188	-8.43108	14.64632	0.01415	-7.10239	-5.01871	0.00446	3.61872	0.66329	1.49857	-18.87165	0.03946	1.63829	-5.70535	1.81552	2.15431
225	15.52178	-0.00000	0.00000	-3.66412	0.00000	-0.00000	6.94167	-1.95692	3.90798	15.38974	-2.71428	-16.67397	-33.97341	-3.27412	-0.00123	-103.50906	1.64954	0.02392	31.90367	5.23001	5.43109	52.80684	-2.96723	-9.65091	42.30691	33.73392	-34.66824	43.74713	-47.36827	59.93319	101.54268	-0.00024	-92.88504	67.69455	0.00610	100.55379	-9.47101	14.06593	0.00818	-6.42181	-4.96017	-0.01070	3.34967	0.70791	1.40456	-19.14173	0.11664	1.56851	-5.95587	2.25276	1.58306
226	16.38056	0.00000	0.00000	-4.04561	-0.00000	-0.00000	7.25180	-1.82964	2.87841	16.30648	-2.54108	-15.99361	-34.25508	-2.88476	-0.00101	-106.87224	1.88408	-0.00451	31.14771	5.22372	5.45969	56.63186	-3.23908	-9.88805	43.12980	34.91385	-34.94478	43.34034	-48.94532	59.76950	101.21137	0.00212	-93.71825	66.04438	-0.00352	101.90698	-9.51356	13.66055	-0.00175	-5.68780	-6.71869	-0.01676	3.17617	0.76443	1.18298	-19.31749	0.25363	1.38542	-6.35743	2.49895	1.11156
227	16.59920	-0.00000	0.00000	-2.76856	0.00000	-0.00000	7.56026	-1.69037	1.76477	16.66881	-2.52209	-14.91216	-34.35750	-2.55070	-0.00039	-109.86495	2.60022	-0.02729	30.09542	5.13209	5.49777	60.41330	-3.76926	-9.60929	43.96104	36.22013	-35.14130	43.22913	-50.46399	59.91711	100.80734	0.00408	-93.30219	64.20397	-0.00985	102.98985	-8.82167	13.49884	-0.00276	-4.94097	-9.09492	-0.01165	3.10460	0.81612	0.76015	-19.39257	0.46314	1.01458	-7.01798	2.68374	0.61507
228	16.13693	0.00000	0.00000	-0.35149	0.00000	-0.00000	7.99370	-1.72734	0.95702	16.96382	-2.72049	-13.64862	-34.39485	-2.54225	-0.00003	-112.30032	3.43436	-0.01714	28.87006	5.27156	5.10007	64.06194	-4.29709	-9.39254	44.61912	37.69880	-35.15770	43.27250	-51.91335	60.18449	100.51066	0.00014	-92.90310	62.41587	0.00640	104.43861	-8.49391	13.28377	0.00607	-4.08242	-10.96831	-0.00279	3.10497	0.87941	0.21153	-19.39528	0.73153	0.53196	-7.84886	3.03867	0.08172
229	15.43384	0.00000	0.00000	1.69894	-0.00000	-0.00000	8.58899	-1.83923	0.61145	17.67241	-2.80580	-12.61281	-34.51670	-2.92589	0.00107	-114.10709	3.83036	0.00447	27.70337	5.80151	4.19886	67.67159	-4.59287	-9.81821	45.09043	39.27856	-35.07418	43.20831	-53.33260	60.25075	100.31218	-0.00246	-93.15714	60.82153	0.02285	106.70705	-9.29124	12.78636	0.01934	-3.09005	-11.88473	0.00586	3.11686	0.99126	-0.30128	-19.38513	1.03110	0.10100	-8.64588	3.63476	-0.41656
230	14.94512	0.00000	0.00000	2.43304	0.00000	-0.00000	9.31141	-1.87231	0.52321	18.78902	-2.65227	-11.98937	-34.81579	-3.48864	0.00195	-115.40931	3.69385	0.01261	26.69178	6.55649	3.11301	71.32030	-4.69958	-10.80593	45.55690	40.79338	-35.13068	42.84098	-54.82210	59.99936	100.02075	0.00218	-93.49591	59.47709	0.01576	109.28307	-10.88571	12.26960	0.01706	-2.19532	-12.00539	0.00836	3.14040	1.14995	-0.69779	-19.36271	1.32944	-0.20458	-9.32597	4.34429	-0.84597
231	14.82835	0.00000	-0.00000	2.30682	-0.00000	0.00000	10.09100	-1.87841	0.34938	19.94025	-2.51326	-11.62503	-35.29808	-3.91126	0.00063	-116.38680	3.40135	0.00711	25.69989	7.29219	2.22174	74.90563	-4.82841	-11.78276	46.14849	42.10614	-35.41039	42.18436	-56.42776	59.56820	99.45249	0.01106	-93.17791	58.31323	-0.00525	111.16187	-12.30166	12.25003	0.00287	-1.68300	-11.72323	0.00370	3.24598	1.32383	-1.00780	-19.25819	1.60869	-0.42444	-10.02802	5.04452	-1.23028
232	15.22994	0.00000	0.00000	2.29043	-0.00000	0.00000	10.80136	-1.96246	-0.02501	20.85267	-2.59565	-11.31955	-35.89723	-4.05012	-0.00142	-117.11093	3.39221	-0.00044	24.53556	7.96378	1.66718	78.26441	-5.08371	-12.26622	46.76490	43.21740	-35.71008	41.45991	-58.04677	59.20288	98.63885	0.00983	-92.52650	57.16505	-0.01904	111.91839	-12.96559	12.78247	-0.00159	-1.57883	-11.26906	-0.00117	3.45518	1.49463	-1.24672	-19.05016	1.85791	-0.57980	-10.94035	5.73240	-1.56926
233	16.14010	0.00000	-0.00000	2.64823	-0.00000	0.00000	11.38687	-2.10354	-0.39114	21.58225	-2.81948	-11.11659	-36.54782	-4.03459	-0.00158	-117.53274	3.80692	-0.00147	23.15163	8.71407	1.29074	81.35526	-5.37177	-12.26687	47.18307	44.24496	-35.77692	40.91138	-59.53173	59.09299	97.84261	-0.00115	-92.47683	55.91996	-0.01496	112.03508	-13.04821	13.28904	0.00119	-1.62424	-10.58575	-0.00116	3.69649	1.64240	-1.36795	-18.81029	2.04081	-0.63522	-12.10074	6.46985	-1.80474
234	17.25766	0.00000	-0.00000	2.75821	0.00000	-0.00000	11.94217	-2.21734	-0.56306	22.35843	-2.90359	-11.23748	-37.24613	-4.05309	-0.00060	-117.61304	4.38243	0.00204	21.62717	9.64216	0.84855	84.24294	-5.61175	-12.20733	47.27154	45.29018	-35.54263	40.56764	-60.85786	59.17996	97.32307	-0.00569	-93.46925	54.59879	0.00128	112.24391	-12.99288	13.15582	0.00448	-1.53584	-9.62928	0.00209	3.88536	1.75144	-1.37330	-18.62292	2.14359	-0.59840	-13.42925	7.29199	-1.91504
235	18.41192	0.00000	0.00000	1.95283	0.00000	-0.00000	12.53710	-2.32539	-0.62768	23.24687	-2.56823	-11.76080	-38.01925	-4.15263	-0.00036	-117.42641	4.65739	0.00213	20.00464	10.64340	0.21055	86.98041	-5.93690	-12.45264	47.02672	46.38484	-35.06513	40.22353	-62.08598	59.13322	97.13840	-0.00145	-95.28680	53.26806	0.01507	112.80738	-13.00051	12.29151	0.00572	-1.23992	-8.67347	0.00187	3.95794	1.86695	-1.36589	-18.55206	2.24747	-0.54730	-14.89139	8.15515	-2.03251
236	19.71420	0.00000	-0.00000	0.29396	0.00000	0.00000	13.08159	-2.54920	-0.76207	24.04778	-1.79848	-12.50693	-38.84993	-4.29898	-0.00061	-117.08268	4.37157	-0.00448	18.25633	11.51190	-0.60952	89.58792	-6.53481	-12.94184	46.47197	47.55756	-34.37370	39.69709	-63.20413	58.69707	97.19427	0.00259	-97.33205	51.92670	0.01510	113.36038	-12.86985	11.15013	0.00082	-0.75192	-8.06648	-0.00168	3.85205	2.05235	-1.44329	-18.66057	2.44836	-0.54777	-16.49765	8.93371	-2.36002
237	21.32686	0.00000	0.00000	-1.52101	0.00000	-0.00000	13.43825	-2.83709	-0.97496	24.54236	-0.92635	-13.24621	-39.65769	-4.52865	0.00057	-116.56092	3.75359	-0.01410	16.40130	12.15228	-1.51223	92.10835	-7.33957	-13.26412	45.68516	48.82354	-33.53545	39.03958	-64.14892	58.00893	97.37164	0.00230	-98.99381	50.51871	0.00337	113.30150	-12.32537	10.29352	-0.00410	0.08488	-7.77871	-0.00021	3.55465	2.26826	-1.60703	-18.96107	2.71047	-0.61632	-18.17738	9.48480	-2.91158
238	23.14813	0.00000	-0.00000	-2.69794	0.00000	0.00000	13.63720	-2.91396	-1.10635	24.68345	-0.37746	-13.78698	-40.39074	-4.92279	0.00263	-115.70588	3.42282	-0.01626	14.54686	12.65899	-2.39916	94.58485	-8.06775	-12.99467	44.85656	50.11609	-32.75056	38.39571	-64.95486	57.37888	97.57921	0.00058	-100.17096	49.03640	-0.00897	112.39399	-11.44501	9.96933	-0.00279	1.33498	-7.39465	0.00869	3.15242	2.39648	-1.76940	-19.36497	2.89104	-0.71720	-19.78993	9.77896	-3.44951
239	24.53451	0.00000	-0.00000	-2.76493	0.00000	-0.00000	13.93315	-2.67566	-1.13520	24.54947	-0.22291	-13.85035	-41.12312	-5.35429	0.00131	-114.40213	3.95222	-0.00186	12.80183	13.22640	-3.07146	96.98522	-8.53815	-11.91952	44.06771	51.34599	-32.10851	37.73996	-65.74652	56.86024	97.78159	-0.00031	-101.13918	47.58860	-0.01844	110.70728	-10.50502	10.14291	0.00223	2.48264	-6.46522	0.00795	2.76471	2.39869	-1.81946	-19.75248	2.91223	-0.76262	-21.24086	9.98194	-3.74206
240	24.94356	0.00000	0.00000	-1.75072	0.00000	0.00000	14.53742	-2.37098	-1.26395	24.25100	-0.08393	-13.18463	-41.98174	-5.51208	-0.00429	-112.66510	5.44779	0.02365	11.19792	13.99973	-3.27753	99.21471	-8.81377	-10.11602	43.08337	52.51267	-31.35743	36.90737	-66.59950	56.26620	97.97965	-0.00161	-101.89745	46.32957	-0.01929	108.43886	-9.63454	10.82481	0.00763	2.73526	-4.92277	-0.01415	2.42850	2.37279	-1.74117	-20.08858	2.85835	-0.70020	-22.52159	10.35207	-3.76691
241	24.73206	0.00000	0.00000	0.04858	-0.00000	0.00000	15.36768	-2.26578	-1.47044	23.84501	0.34676	-11.92564	-42.99554	-5.35928	-0.00715	-110.53497	7.48669	0.04489	9.71353	14.99743	-3.12279	101.21224	-9.02469	-7.98853	41.65135	53.68208	-30.22301	35.79856	-67.48143	55.45358	98.09728	-0.00316	-102.19344	45.28728	-0.00351	106.43085	-8.98869	12.16681	0.00455	1.97681	-3.33325	-0.02599	2.09382	2.44430	-1.64461	-20.42504	2.88747	-0.58355	-23.65371	11.00268	-3.60059
242	24.50435	0.00000	0.00000	2.35855	-0.00000	0.00000	16.19674	-2.36818	-1.35662	23.32520	0.98298	-10.63727	-44.09716	-5.23690	-0.00259	-107.98937	9.34979	0.04185	8.34729	16.12205	-3.04462	103.00302	-9.16786	-6.19000	39.93863	54.85947	-28.85861	34.36148	-68.33756	54.31555	97.95016	-0.00221	-101.98732	44.34523	0.01801	105.80634	-8.83763	14.04488	-0.00878	1.12957	-2.50471	-0.01458	1.72646	2.63603	-1.64447	-20.79622	3.06452	-0.50988	-24.63771	11.78133	-3.23797
243	24.49014	0.00000	0.00000	4.77610	0.00000	0.00000	16.86817	-2.55820	-0.66841	22.74194	1.68988	-9.84165	-45.23935	-5.40855	0.00410	-105.05328	10.28387	0.00189	7.12837	17.22803	-3.30291	104.63998	-9.18545	-5.39646	38.44507	55.92462	-27.74073	32.41167	-69.21331	52.64991	97.41004	0.00097	-101.44891	43.45061	0.02328	106.56362	-9.11822	15.72063	-0.01237	1.22762	-2.64745	-0.01041	1.37542	2.84626	-1.78360	-21.15125	3.31195	-0.55779	-25.47793	12.44784	-2.64429
244	24.98348	0.00000	-0.00000	6.79584	-0.00000	0.00000	17.30129	-2.75695	0.32387	22.23367	2.54004	-9.60139	-46.44422	-5.77930	0.00640	-101.92396	9.90075	-0.04630	6.06204	18.22309	-3.81344	106.11449	-9.16986	-5.89879	37.56000	56.70862	-27.23488	29.69456	-70.23039	50.36227	96.54771	0.00409	-100.71990	42.71379	0.01013	107.57579	-9.37750	16.35053	-0.00566	2.19041	-3.17611	-0.01007	1.12353	2.96746	-2.06359	-21.40467	3.53104	-0.77003	-26.22249	12.93936	-1.91685
245	26.22447	0.00000	0.00000	8.38776	0.00000	0.00000	17.51239	-2.88557	1.09855	21.86903	3.59144	-9.69809	-47.74991	-6.08241	0.00371	-98.83298	8.59412	-0.05347	5.08323	19.09632	-4.36261	107.32673	-9.29220	-7.23263	37.29325	57.14965	-27.38401	26.09195	-71.43184	47.60626	95.56679	0.00684	-99.81204	42.26528	-0.00210	108.08425	-9.34763	15.91500	-0.00362	2.95525	-3.43519	-0.00466	0.97465	3.02308	-2.45024	-21.55248	3.73035	-1.10605	-26.94021	13.35809	-1.25847
246	27.83801	0.00000	0.00000	10.12096	-0.00000	0.00000	17.62329	-2.87286	1.41181	21.52510	4.68388	-10.05074	-49.14193	-6.14934	-0.00074	-95.80283	7.31034	-0.01507	4.08046	19.82973	-4.76560	108.16238	-9.53931	-8.41960	37.24178	57.37389	-27.88842	21.65229	-72.71516	44.47840	94.68132	0.00644	-98.76189	42.13289	-0.00608	108.32804	-9.12912	15.31209	-0.00264	2.81277	-3.37205	-0.00172	0.83044	3.11827	-2.84068	-21.69583	3.96765	-1.43045	-27.65329	13.74973	-0.80514
247	29.21652	0.00000	0.00000	12.37761	-0.00000	0.00000	17.73588	-2.78965	1.43871	21.06958	5.58178	-10.71963	-50.54341	-5.95226	-0.00433	-92.67442	6.69028	0.02628	2.96794	20.35318	-4.90012	108.59242	-9.72159	-8.81043	36.73178	57.61743	-28.16865	16.64452	-73.91623	40.96819	94.09119	0.00207	-97.93046	42.23030	-0.00722	108.75271	-8.79785	15.36633	0.00228	2.11523	-3.32747	0.00056	0.60115	3.26486	-3.07658	-21.92674	4.19328	-1.59227	-28.32747	14.03722	-0.57054
248	30.17130	0.00000	0.00000	14.82608	0.00000	0.00000	17.87090	-2.81346	1.46792	20.63997	6.21198	-11.67680	-51.85579	-5.55392	-0.00495	-89.33540	6.55463	0.03118	1.69916	20.62133	-4.77216	108.63987	-9.73581	-8.64739	35.24517	58.05273	-27.71274	11.68713	-74.92930	37.42578	93.91396	0.00106	-97.77149	42.36345	-0.00626	109.37851	-8.24947	16.04160	0.00708	1.61666	-3.38699	0.00158	0.27201	3.36836	-3.03304	-22.25926	4.27223	-1.51223	-28.93452	14.14890	-0.52516
249	30.88532	0.00000	0.00000	16.99033	0.00000	0.00000	18.02834	-3.03814	1.63462	20.49799	6.49204	-12.78422	-52.98258	-5.11842	-0.00173	-85.80399	6.35588	0.00739	0.26651	20.67441	-4.59304	108.32800	-9.66745	-8.64054	32.87056	58.65921	-26.53512	7.46992	-75.74997	34.57383	94.02325	0.00337	-98.20982	42.28131	0.00097	110.17371	-7.48952	16.72614	0.00435	1.58591	-3.33019	0.00160	-0.16586	3.37293	-2.71520	-22.70017	4.15486	-1.21661	-29.43287	14.09384	-0.64565
250	31.70070	0.00000	0.00000	18.84239	0.00000	-0.00000	18.19233	-3.37565	1.85856	20.60643	6.09984	-13.91297	-53.82610	-4.77125	0.00156	-82.09505	5.89988	-0.01145	-1.29221	20.62495	-4.56296	107.65694	-9.63114	-9.12875	30.25432	59.26802	-25.19382	4.18369	-76.42596	32.81811	94.07194	0.00270	-98.72164	41.83645	0.01450	111.41422	-6.75740	16.97514	-0.00209	1.70751	-3.11574	0.00098	-0.75806	3.31365	-2.26227	-23.29385	3.92682	-0.82072	-29.73750	13.93240	-0.87975
251	32.83297	0.00000	0.00000	20.32345	-0.00000	0.00000	18.35058	-3.62576	1.91524	20.59197	5.01482	-14.90847	-54.33350	-4.42617	0.00200	-78.09212	5.34865	-0.01704	-2.95594	20.60787	-4.59216	106.53334	-9.61888	-9.88986	27.99423	59.71285	-24.24823	1.26910	-77.02121	31.67663	93.81059	-0.00104	-99.09747	41.18467	0.02078	113.15173	-6.29954	16.86511	-0.00356	1.59874	-2.96652	0.00049	-1.51072	3.26062	-1.86911	-24.04686	3.72740	-0.47774	-29.84272	13.74987	-1.12011
252	33.89424	0.00000	-0.00000	20.97201	0.00000	0.00000	18.59683	-3.68011	1.67663	20.05014	3.99313	-15.36422	-54.56110	-3.96971	0.00124	-73.57423	4.85865	-0.01459	-4.71867	20.69290	-4.50762	104.83464	-9.54596	-10.49912	26.09323	59.92096	-23.73873	-2.42897	-77.61407	29.77845	93.34647	-0.00425	-99.49306	40.77266	0.01259	114.86055	-6.16206	16.71547	-0.00119	1.34366	-2.97434	0.00186	-2.35541	3.27650	-1.70308	-24.89238	3.67854	-0.31822	-29.84180	13.62380	-1.27377
253	34.18502	0.00000	0.00000	20.73134	0.00000	0.00000	19.07850	-3.65366	1.22784	18.77912	3.88263	-14.69332	-54.61917	-3.46610	0.00086	-68.36237	4.55050	0.00052	-6.49204	20.84077	-4.32235	102.59139	-9.40122	-10.59703	24.06772	59.92086	-23.23915	-8.13721	-78.24138	25.59044	93.00827	-0.00455	-99.71656	41.00169	0.00260	116.09434	-6.18202	16.53113	0.00074	1.40322	-2.91773	0.00586	-3.22143	3.36922	-1.82895	-25.76043	3.81234	-0.39890	-29.73175	13.57382	-1.36664
