FP1,FP1,FP1,FP2,FP2,FP2
X,Y,Z,X,Y,Z
0.0,0.0,-1.1081300000000003,0.0,0.0,5.917064063032442e-19
0.0,0.0,-1.1088842327070927,0.0,0.0,-0.014021585397900882
0.0,0.0,-1.1099290126526145,0.0,0.0,-0.04017042944868249
0.0,0.0,-1.111252342860799,0.0,0.0,-0.04062283370799922
0.0,0.0,-1.1128782784426428,0.0,0.0,-0.039878262958091895
0.0,0.0,-1.1147984132018516,0.0,0.0,-0.038589896985828945
0.0,0.0,-1.1170283797115066,0.0,0.0,-0.03676253141572632
0.0,0.0,-1.1195671351260121,0.0,0.0,-0.03438968614184689
0.0,0.0,-1.1224292913408866,0.0,0.0,-0.031467329356515916
0.0,0.0,-1.1256167773120755,0.0,0.0,-0.028027605991632995
0.0,0.0,-1.1291323305655876,0.0,0.0,-0.024081738556558114
0.0,0.0,-1.1329870409431522,0.0,0.0,-0.019649859575920005
0.0,0.0,-1.1371781381956827,0.0,0.0,-0.014745970885767451
0.0,0.0,-1.1417048200876951,0.0,0.0,-0.009423873112794594
0.0,0.0,-1.1465546961117548,0.0,0.0,-0.003682552065566411
0.0,0.0,-1.1517433589719566,0.0,0.0,0.0024191866494359887
0.0,0.0,-1.1572462271001311,0.0,0.0,0.008860383345618712
0.0,0.0,-1.1630487673079053,0.0,0.0,0.015594747058778159
0.0,0.0,-1.169130911612852,0.0,0.0,0.02256723389603502
0.0,0.0,-1.1754804177923341,0.0,0.0,0.029747119310032367
0.0,0.0,-1.1820750870078565,0.0,0.0,0.03708061462234284
0.0,0.0,-1.1888993382119382,0.0,0.0,0.044527735969471995
0.0,0.0,-1.1959179150633945,0.0,0.0,0.05203942046269341
0.0,0.0,-1.2031211368504615,0.0,0.0,0.05956213039162957
0.0,0.0,-1.2104854489947128,0.0,0.0,0.06709441229494605
0.0,0.0,-1.2179878396177903,0.0,0.0,0.07461659753693554
0.0,0.0,-1.225601968858732,0.0,0.0,0.08211003797920753
0.0,0.0,-1.2333083835844143,0.0,0.0,0.0895699815024342
0.0,0.0,-1.2410984384242993,0.0,0.0,0.09703180094216474
0.0,0.0,-1.2489396263068162,0.0,0.0,0.10449692099442558
0.0,0.0,-1.256808152562742,0.0,0.0,0.11200932229256226
0.0,0.0,-1.2646934788552713,0.0,0.0,0.11960316769324761
0.0,0.0,-1.272576496424028,0.0,0.0,0.12733021559189084
0.0,0.0,-1.280419259614804,0.0,0.0,0.1352327799938476
0.0,0.0,-1.2882319303843361,0.0,0.0,0.14336723299038182
0.0,0.0,-1.295971256560448,0.0,0.0,0.1517921915580313
0.0,0.0,-1.3036371511119107,0.0,0.0,0.16056188567985322
0.0,0.0,-1.311208967473306,0.0,0.0,0.16973537271845107
0.0,0.0,-1.318657568347722,0.0,0.0,0.1793731853477913
0.0,0.0,-1.3259738785635629,0.0,0.0,0.18950682199647814
0.0,0.0,-1.333130088963078,0.0,0.0,0.20016310027959036
0.0,0.0,-1.3401032424091563,0.0,0.0,0.2113771665540269
0.0,0.0,-1.3468569398402037,0.0,0.0,0.22316216188117793
0.0,0.0,-1.353383014018921,0.0,0.0,0.23555524769845487
0.0,0.0,-1.3596579957019441,0.0,0.0,0.24854164978427046
0.0,0.0,-1.3656454849429305,0.0,0.0,0.2621417541830244
0.0,0.0,-1.371344546626902,0.0,0.0,0.2763596230278936
0.0,0.0,-1.376752452971931,0.0,0.0,0.29117232522530456
0.0,0.0,-1.3818587205838704,0.0,0.0,0.3065722059635504
0.0,0.0,-1.3866787035348815,0.0,0.0,0.3225418339108345
0.0,0.0,-1.3912250594262432,0.0,0.0,0.3390566416858147
0.0,0.0,-1.3954956257083133,0.0,0.0,0.3560601872349352
0.0,0.0,-1.399515652628061,0.0,0.0,0.3735077067151443
0.0,0.0,-1.403274113012025,0.0,0.0,0.39135421150669003
0.0,0.0,-1.4068136587679012,0.0,0.0,0.40953678773875757
0.0,0.0,-1.4101381384277936,0.0,0.0,0.4279981654019633
0.0,0.0,-1.4132619583733872,0.0,0.0,0.4466682206612191
0.0,0.0,-1.4162125145297881,0.0,0.0,0.46548647611691174
0.0,0.0,-1.4189820237501376,0.0,0.0,0.48437328246345046
0.0,0.0,-1.4215912859682047,0.0,0.0,0.5032716868324326
0.0,0.0,-1.424016878115904,0.0,0.0,0.522120945418729
0.0,0.0,-1.4262786225043373,0.0,0.0,0.5408417148907984
0.0,0.0,-1.4283572603510415,0.0,0.0,0.5593784164047012
0.0,0.0,-1.4302592822084712,0.0,0.0,0.5776464528077898
0.0,0.0,-1.4319773792846653,0.0,0.0,0.5955782899331967
0.0,0.0,-1.4335226580868248,0.0,0.0,0.6131131786186854
0.0,0.0,-1.4348602962615966,0.0,0.0,0.6301741760020281
0.0,0.0,-1.4360236967094095,0.0,0.0,0.6467178610561192
0.0,0.0,-1.4369811691084284,0.0,0.0,0.6626727020073508
0.0,0.0,-1.437741103506661,0.0,0.0,0.6779931831725894
0.0,0.0,-1.4383103713358905,0.0,0.0,0.6926565838330856
0.0,0.0,-1.438671996644933,0.0,0.0,0.7066202182027941
0.0,0.0,-1.4388606581901793,0.0,0.0,0.7198616630990219
0.0,0.0,-1.438854949956405,0.0,0.0,0.7323722626044247
0.0,0.0,-1.438680095884177,0.0,0.0,0.7441362943211363
0.0,0.0,-1.4383321846288613,0.0,0.0,0.7551655286123756
0.0,0.0,-1.4378429963116255,0.0,0.0,0.7654573280908507
0.0,0.0,-1.4371945671244357,0.0,0.0,0.7750242743226768
0.0,0.0,-1.4364000823234568,0.0,0.0,0.783879359371119
0.0,0.0,-1.4354448551994712,0.0,0.0,0.7920472431548212
0.0,0.0,-1.434326820974493,0.0,0.0,0.7995591082200104
0.0,0.0,-1.4330342436561456,0.0,0.0,0.8064444936881436
0.0,0.0,-1.431568224856078,0.0,0.0,0.8127606773308831
0.0,0.0,-1.429916219763756,0.0,0.0,0.8185502633006672
0.0,0.0,-1.4280720345007152,0.0,0.0,0.8238741970177857
0.0,0.0,-1.4260209080782607,0.0,0.0,0.8287732334572675
0.0,0.0,-1.4237755157650778,0.0,0.0,0.8332996631791728
0.0,0.0,-1.4213414574729553,0.0,0.0,0.8375070629734165
0.0,0.0,-1.4187227692515432,0.0,0.0,0.8414552239775961
0.0,0.0,-1.4159256837051553,0.0,0.0,0.8451868698508815
0.0,0.0,-1.4129662353642682,0.0,0.0,0.8487590247209814
0.0,0.0,-1.4098673326628928,0.0,0.0,0.8522282233912167
0.0,0.0,-1.4066403252698438,0.0,0.0,0.8556628294746406
0.0,0.0,-1.4032848004062948,0.0,0.0,0.8591083556947197
0.0,0.0,-1.3998198757115443,0.0,0.0,0.8626190760216597
0.0,0.0,-1.396259804969491,0.0,0.0,0.8662645824075659
0.0,0.0,-1.392606759831358,0.0,0.0,0.8700797032995033
0.0,0.0,-1.3888696646347738,0.0,0.0,0.8741085430966997
0.0,0.0,-1.3850606831217482,0.0,0.0,0.8784012346405073
0.0,0.0,-1.3811747001817392,0.0,0.0,0.8829927119270071
0.0,0.0,-1.3772455969262063,0.0,0.0,0.8879204219515222
0.0,0.0,-1.373287835843839,0.0,0.0,0.893210442836343
0.0,0.0,-1.369309717615367,0.0,0.0,0.898902516664629
0.0,0.0,-1.3653425635819303,0.0,0.0,0.9050239222001047
0.0,0.0,-1.3613909033409846,0.0,0.0,0.9115748613263622
0.0,0.0,-1.357467133857947,0.0,0.0,0.9185797460184157
0.0,0.0,-1.3535948450696498,0.0,0.0,0.9260339259851775
0.0,0.0,-1.3497798668913652,0.0,0.0,0.9339531944792638
0.0,0.0,-1.3460304272310575,0.0,0.0,0.9423519987213331
0.0,0.0,-1.3423666112901724,0.0,0.0,0.951212141368316
0.0,0.0,-1.3387862162071675,0.0,0.0,0.9605458599361983
0.0,0.0,-1.3353108630799042,0.0,0.0,0.9703534700155881
0.0,0.0,-1.3319353278061719,0.0,0.0,0.9806245712079217
0.0,0.0,-1.3286674842334762,0.0,0.0,0.9913576715164834
0.0,0.0,-1.3255068690030445,0.0,0.0,1.0025530191331067
0.0,0.0,-1.3224621574633593,0.0,0.0,1.01418955104035
0.0,0.0,-1.3195422313948075,0.0,0.0,1.026252727973008
0.0,0.0,-1.3167271803719958,0.0,0.0,1.0387274070814614
0.0,0.0,-1.314021613573321,0.0,0.0,1.0515978750917696
0.0,0.0,-1.31144,0.0,0.0,1.06483
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
