Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
ITEM,X,Y,Z,X,Y,Z
1695,0.01666,0.22709,0.04059,-0.02978,0.55832,0.01419
1696,0.01608,0.22818,0.0388,-0.02998,0.55844,0.014
1697,0.01542,0.22917,0.03708,-0.03022,0.55854,0.01381
1698,0.01477,0.23013,0.03543,-0.03049,0.55863,0.01368
1699,0.01422,0.23111,0.03385,-0.03075,0.55873,0.01363
1700,0.01383,0.23213,0.03233,-0.03093,0.55885,0.01366
1701,0.01361,0.23318,0.03084,-0.031,0.55898,0.01375
1702,0.01352,0.23416,0.02931,-0.03091,0.55908,0.01387
1703,0.01351,0.23495,0.02775,-0.03066,0.55911,0.01404
1704,0.01355,0.23542,0.02617,-0.03027,0.55906,0.01438
1705,0.01362,0.23547,0.02463,-0.0298,0.55896,0.01513
1706,0.01369,0.23508,0.02321,-0.02926,0.5588,0.0166
1707,0.01377,0.23433,0.02197,-0.02863,0.5586,0.01915
1708,0.01381,0.2334,0.02094,-0.02783,0.55835,0.02312
1709,0.01378,0.23248,0.0201,-0.02679,0.55807,0.02873
1710,0.01368,0.23173,0.01943,-0.02545,0.55779,0.03615
1711,0.01359,0.2312,0.01892,-0.02382,0.55754,0.04543
1712,0.01355,0.23087,0.01855,-0.022,0.55735,0.05651
1713,0.01361,0.23069,0.01832,-0.02018,0.55718,0.06926
1714,0.01377,0.2306,0.01821,-0.01854,0.55696,0.08343
1715,0.01399,0.23057,0.01818,-0.01716,0.55661,0.09876
1716,0.01425,0.2306,0.01822,-0.01601,0.55604,0.11498
1717,0.01447,0.23072,0.0183,-0.01493,0.55525,0.1319
1718,0.01463,0.23092,0.01842,-0.0137,0.55436,0.14938
1719,0.01468,0.23119,0.01859,-0.01217,0.55358,0.16736
1720,0.01463,0.23149,0.01882,-0.01023,0.55325,0.18576
1721,0.01451,0.23177,0.0191,-0.0078,0.55368,0.20443
1722,0.0144,0.232,0.01938,-0.00478,0.55516,0.22314
1723,0.01437,0.23219,0.01962,-0.00108,0.55795,0.24158
1724,0.0144,0.23238,0.01981,0.00337,0.56228,0.25948
1725,0.01444,0.23257,0.01994,0.00861,0.56836,0.27664
1726,0.01442,0.23279,0.02004,0.01467,0.57632,0.29293
1727,0.01432,0.23307,0.02008,0.02152,0.5863,0.30829
1728,0.01414,0.23347,0.02005,0.02905,0.59846,0.3227
1729,0.0139,0.23402,0.01991,0.03705,0.61299,0.33625
1730,0.0136,0.23472,0.01965,0.04533,0.63002,0.34915
1731,0.01328,0.23552,0.01931,0.05372,0.6496,0.3617
1732,0.01295,0.23636,0.01894,0.06224,0.67167,0.37421
1733,0.01264,0.23721,0.01859,0.07104,0.69606,0.38697
1734,0.01235,0.23801,0.01827,0.0803,0.72254,0.40025
1735,0.01212,0.23866,0.01799,0.09013,0.75089,0.41433
1736,0.01198,0.2391,0.01776,0.10039,0.78088,0.42943
1737,0.01192,0.23928,0.01755,0.1108,0.81231,0.44567
1738,0.01194,0.23925,0.01731,0.12101,0.84501,0.4631
1739,0.01199,0.23912,0.017,0.13074,0.87886,0.48171
1740,0.01203,0.23903,0.01659,0.13989,0.91372,0.50155
1741,0.01206,0.23906,0.01612,0.14852,0.94935,0.52271
1742,0.01208,0.23922,0.01564,0.15678,0.9854,0.54521
1743,0.01214,0.23941,0.01528,0.16483,1.02138,0.56906
1744,0.01227,0.23964,0.01515,0.17271,1.05679,0.59413
1745,0.01243,0.23995,0.0153,0.1803,1.09122,0.62025
