	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d
134	-2.02280	-0.00000	-0.00000	-2.21195	-0.00000	-0.00000	-3.04668	-8.03765	14.07247	17.93383	8.25476	-6.16774	-25.40751	-0.21402	0.00187	-17.86736	-2.95761	0.00046	30.27880	16.80839	9.04604	6.28401	-3.21398	-7.16402	28.40441	8.09973	-16.59775	20.77358	-10.40592	17.01839	136.82977	-0.00124	-97.02504	128.16751	-0.00136	68.97951	-1.20863	-4.58212	-0.00837	4.70227	-0.80412	0.00996	-4.93669	-0.26332	10.45736	-26.34759	-4.09865	9.63247	3.82921	6.27953	2.06592
135	-2.49161	0.00000	0.00000	-2.11926	-0.00000	0.00000	-2.42482	-8.31451	14.24109	18.20751	8.38792	-7.03154	-24.97680	0.01583	0.00040	-18.06417	-3.03246	0.00020	29.98978	16.01337	9.06593	5.99637	-3.45599	-7.44713	27.95858	8.04504	-17.66379	18.35985	-10.89494	16.01744	137.18068	-0.00073	-95.45959	127.93957	0.00148	68.29852	-0.25197	-5.65128	-0.01163	3.88441	-1.87028	0.01039	-4.93109	-0.26042	10.28323	-26.35263	-4.03237	9.47102	4.10318	5.93810	2.05855
136	-3.40358	-0.00000	0.00000	-2.16273	0.00000	-0.00000	-1.65649	-8.71157	14.45249	18.35470	8.43321	-7.90968	-24.44181	0.05522	-0.00133	-18.21386	-3.01963	-0.00014	29.64763	15.34545	8.83721	5.67981	-3.61311	-7.63356	27.37086	7.89868	-18.72686	15.82518	-11.44822	14.80466	137.46552	0.00362	-93.39562	127.77036	0.00611	67.70117	1.04266	-6.55351	-0.00342	3.04591	-2.42062	-0.00358	-4.74812	-0.39725	10.15748	-26.18084	-4.11380	9.30356	4.34485	5.70342	2.15787
137	-4.09967	-0.00000	0.00000	-2.23492	0.00000	-0.00000	-1.04444	-9.07193	14.48799	18.33764	8.27207	-8.64589	-23.72476	-0.03742	-0.00165	-18.30867	-2.92797	-0.00041	29.27905	14.85750	8.54857	5.38968	-3.66196	-7.79830	26.72015	7.79324	-19.79896	13.26231	-11.94389	13.43671	137.52837	0.00767	-90.91841	127.53867	0.00914	67.31173	2.24692	-7.06366	0.00683	2.70195	-2.45125	-0.00967	-4.48966	-0.61623	9.99083	-25.93811	-4.25671	9.06777	4.61171	5.57601	2.38933
138	-4.09723	0.00000	-0.00000	-2.23971	0.00000	-0.00000	-0.79874	-9.29760	14.14747	18.21060	7.94812	-9.22423	-22.84876	-0.11487	-0.00004	-18.34896	-2.81470	-0.00055	28.90956	14.45915	8.38731	5.11930	-3.65044	-8.05235	26.17158	7.85211	-20.80531	10.77805	-12.30180	12.21873	137.38179	0.00215	-89.36404	127.06914	0.00138	66.84043	3.01222	-7.49410	0.00753	2.61170	-2.91842	0.01356	-4.30767	-0.80249	9.67469	-25.77936	-4.31440	8.70442	4.92348	5.47058	2.69405
139	-3.37016	0.00000	0.00000	-2.08802	0.00000	-0.00000	-0.95668	-9.26005	13.41021	18.03881	7.62790	-9.71581	-21.91965	-0.10449	0.00146	-18.27666	-2.71380	-0.00023	28.54635	13.98619	8.33793	4.75377	-3.67411	-8.48847	25.91520	7.99062	-21.64325	8.35964	-12.55806	11.35722	137.09491	-0.00886	-89.66422	126.30081	-0.01847	65.56340	3.52761	-8.16845	0.00022	2.07509	-5.22537	0.06974	-4.22768	-0.88781	9.15666	-25.72995	-4.20406	8.18977	5.23619	5.30534	3.02318
140	-2.48998	0.00000	0.00000	-1.95145	0.00000	-0.00000	-1.34493	-9.00129	12.60446	17.89687	7.37277	-10.26756	-21.03329	-0.08400	0.00059	-18.00484	-2.58397	0.00085	28.18600	13.34555	8.08218	4.15768	-3.77841	-9.02921	26.01003	8.03821	-22.32407	5.85205	-12.77120	10.59912	136.70331	-0.00984	-90.79552	125.40371	-0.02676	63.41553	4.42438	-8.84958	-0.00299	1.03763	-9.34901	0.08754	-4.11356	-0.86148	8.46245	-25.65043	-3.92495	7.55208	5.48557	5.05626	3.37503
141	-2.32361	0.00000	0.00000	-2.11000	0.00000	0.00000	-1.66074	-8.84093	12.13070	17.83667	7.12376	-10.98111	-20.24458	-0.16509	-0.00120	-17.53424	-2.39334	0.00167	27.88136	12.62589	7.34114	3.37199	-3.88706	-9.50572	26.35177	8.01130	-23.02163	3.16838	-12.89633	9.42347	136.20442	0.00190	-91.01149	124.67080	-0.01231	61.42841	5.99932	-9.02604	0.00722	0.40926	-12.97973	0.04088	-3.84567	-0.74499	7.67968	-25.41621	-3.52906	6.86546	5.67101	4.74918	3.75703
142	-3.12684	-0.00000	-0.00000	-2.37722	0.00000	0.00000	-1.75821	-9.05266	11.89487	17.76553	6.94781	-11.69898	-19.60106	-0.31008	-0.00128	-16.99867	-2.24391	0.00079	27.77535	12.00242	6.31122	2.64669	-3.86452	-9.96081	26.83568	8.07111	-23.97847	0.40192	-12.80076	7.60292	135.58672	0.01174	-89.90263	124.22038	0.00333	60.51393	7.72515	-8.63559	0.01323	1.02821	-13.83793	0.03774	-3.46252	-0.61509	6.85738	-25.06485	-3.10576	6.14748	5.88860	4.44609	4.17349
143	-4.13945	0.00000	0.00000	-2.22387	0.00000	-0.00000	-1.81929	-9.51746	11.39269	17.49702	7.02291	-12.14368	-19.13601	-0.37103	-0.00011	-16.57071	-2.26837	-0.00046	27.95168	11.51074	5.43007	2.16462	-3.67270	-10.60339	27.45839	8.26163	-25.32056	-2.30593	-12.38069	5.43322	134.91118	0.00876	-88.42135	123.89152	0.00971	60.58960	8.76433	-8.28714	0.00608	2.60012	-12.30873	0.05453	-3.08594	-0.59280	5.93043	-24.72210	-2.74353	5.29288	6.20454	4.20697	4.64084
144	-4.37972	0.00000	-0.00000	-1.46084	-0.00000	0.00000	-2.14319	-9.86067	10.31649	16.97100	7.32159	-12.29305	-18.84048	-0.26021	0.00056	-16.32726	-2.41899	-0.00040	28.32322	11.00439	4.83765	1.84115	-3.41691	-11.49539	28.24418	8.46889	-26.95109	-4.80262	-11.61610	3.45659	134.31683	0.00126	-87.42078	123.43829	0.01022	61.12267	8.90049	-8.75356	0.00266	3.82183	-10.65565	0.02574	-2.80175	-0.74423	4.82044	-24.47451	-2.47470	4.20429	6.55378	4.03857	5.17073
145	-3.80451	0.00000	0.00000	-0.46572	0.00000	-0.00000	-2.74608	-9.90403	8.84941	16.35714	7.51265	-12.45106	-18.68114	0.00081	0.00036	-16.22363	-2.48758	0.00026	28.75955	10.32658	4.30053	1.48493	-3.21976	-12.46807	29.13274	8.61466	-28.63884	-6.75816	-10.58967	2.10800	133.83122	0.00128	-86.88535	122.67747	0.00044	61.57071	8.63598	-10.07035	0.00079	3.53664	-10.35446	0.01508	-2.66787	-1.02871	3.59532	-24.37337	-2.28630	2.95984	6.83473	3.89730	5.74656
146	-3.37025	-0.00000	-0.00000	0.22807	-0.00000	0.00000	-3.31128	-9.80978	7.41731	15.88408	7.27050	-12.89076	-18.61136	0.32620	-0.00004	-16.19518	-2.32955	0.00044	29.17203	9.45341	3.58808	1.02589	-3.13709	-13.28753	29.99862	8.73814	-30.16441	-7.72286	-9.56021	1.52931	133.28880	0.00563	-86.47299	121.53935	-0.02053	61.42491	8.50878	-11.34143	-0.00346	1.73461	-11.13685	0.02774	-2.73137	-1.36325	2.43298	-24.45940	-2.16709	1.75554	6.99426	3.72879	6.39252
147	-3.88059	-0.00000	0.00000	0.42133	-0.00000	-0.00000	-3.56124	-9.74088	6.26801	15.58321	6.59015	-13.54002	-18.56574	0.60512	-0.00016	-16.23836	-1.97525	-0.00008	29.46875	8.50197	2.75785	0.51852	-3.17514	-13.83112	30.78247	8.87446	-31.41471	-7.54104	-8.91738	1.55465	132.57825	0.00273	-86.36452	120.18995	-0.02864	60.82001	8.78420	-11.79918	-0.00150	-0.57958	-11.93637	0.01430	-2.96377	-1.66769	1.40607	-24.70408	-2.06975	0.68851	6.99655	3.50447	7.23019
148	-4.99421	0.00000	0.00000	0.30455	-0.00000	0.00000	-3.58350	-9.59348	5.29742	15.29724	5.78586	-14.09858	-18.49513	0.76944	-0.00010	-16.37076	-1.54762	-0.00068	29.62841	7.62697	2.02124	0.04989	-3.28412	-14.22251	31.52084	8.97257	-32.43782	-6.52797	-8.92770	1.91939	131.81984	-0.00531	-87.03635	118.98089	-0.01096	60.84343	9.50423	-11.63251	0.00379	-2.32213	-12.01704	-0.00846	-3.27292	-1.85171	0.40271	-25.01680	-1.86916	-0.31179	6.86779	3.24781	8.32339
149	-5.61693	-0.00000	0.00000	0.18796	0.00000	-0.00000	-3.74463	-9.24864	4.30237	14.89600	5.25084	-14.37958	-18.40231	0.85994	-0.00003	-16.57671	-1.17195	-0.00072	29.77522	6.89572	1.44041	-0.29122	-3.35724	-14.75755	32.23605	8.98908	-33.37027	-5.04555	-9.57257	2.52965	131.19635	-0.00738	-88.31266	118.08906	0.00811	62.32955	10.30143	-11.47281	0.00589	-3.06292	-11.54016	-0.01212	-3.64165	-1.85645	-0.70580	-25.37966	-1.46316	-1.34311	6.74841	3.02369	9.53346
150	-5.31070	0.00000	0.00000	0.22932	0.00000	0.00000	-4.25611	-8.91659	3.37542	14.38890	5.16686	-14.45806	-18.32955	0.97843	-0.00007	-16.83650	-0.93207	-0.00024	30.03938	6.26923	0.83321	-0.44594	-3.30480	-15.56646	32.87198	8.99053	-34.27713	-3.04547	-10.66928	3.48276	130.74512	-0.00694	-89.54091	117.33760	0.01235	64.65984	10.60442	-11.45892	0.00674	-3.13670	-11.38948	-0.00472	-4.14059	-1.71910	-1.92288	-25.86274	-0.88518	-2.42252	6.73575	2.88138	10.66933
151	-4.62601	0.00000	0.00000	0.35680	-0.00000	-0.00000	-4.97045	-8.86259	2.77469	13.87028	5.44922	-14.42290	-18.31005	1.18659	-0.00021	-17.16256	-0.85423	0.00058	30.43283	5.67297	0.03953	-0.40947	-3.13670	-16.57631	33.35458	9.09001	-35.18768	-0.24585	-12.04786	4.80285	130.34605	-0.00700	-90.31960	116.50591	0.00277	66.46727	10.32525	-11.02603	0.00367	-3.24060	-12.33584	0.01065	-4.73035	-1.54031	-3.19749	-26.42729	-0.24777	-3.54016	6.74466	2.79058	11.71915
152	-4.18038	-0.00000	0.00000	0.44947	-0.00000	0.00000	-5.59009	-8.95082	2.56188	13.42728	5.91448	-14.23946	-18.31701	1.44481	-0.00020	-17.58718	-0.89382	0.00124	30.88088	5.06941	-0.82913	-0.21232	-2.96279	-17.68506	33.67613	9.31924	-36.25993	3.35116	-13.57835	6.16664	129.84348	0.00242	-90.10558	115.69873	-0.00785	67.01659	9.88879	-9.59905	0.00219	-3.73743	-14.28531	0.02321	-5.18767	-1.41525	-4.54675	-26.84856	0.36672	-4.74736	6.61333	2.65656	12.87359
153	-4.28024	-0.00000	0.00000	0.46011	0.00000	-0.00000	-5.91020	-8.90245	2.67458	13.10544	6.36353	-14.03587	-18.27901	1.62799	-0.00012	-18.13129	-0.92559	0.00107	31.24885	4.49761	-1.57106	0.06492	-2.89523	-18.65463	33.86735	9.64901	-37.66703	7.37715	-15.12266	6.98990	129.19072	0.02051	-88.27180	115.27301	-0.00405	66.42465	9.68099	-7.24632	0.00596	-4.25388	-16.30688	0.01277	-5.35475	-1.40626	-6.01245	-26.96435	0.91534	-6.10616	6.25191	2.41894	14.32114
154	-4.92268	0.00000	-0.00000	0.34906	0.00000	-0.00000	-5.94410	-8.75542	3.01659	12.90445	6.62472	-14.07409	-18.16342	1.65316	-0.00021	-18.78051	-0.83891	0.00052	31.39800	4.03724	-2.11947	0.31046	-2.95830	-19.18569	33.89959	10.10739	-39.28362	11.49819	-16.51286	6.90350	128.47249	0.03010	-85.24427	115.45135	0.00695	65.27184	9.75761	-4.36228	-0.00892	-4.20612	-17.27733	0.00328	-5.37172	-1.50121	-7.52764	-26.91392	1.38408	-7.54993	5.69860	2.09619	16.01901
155	-5.72915	0.00000	-0.00000	0.14924	-0.00000	-0.00000	-5.86188	-8.72689	3.36232	12.76389	6.63388	-14.37128	-18.02092	1.56955	-0.00023	-19.50138	-0.62329	-0.00008	31.32040	3.72011	-2.48260	0.49420	-3.12373	-19.22053	33.73953	10.75641	-40.68020	15.62798	-17.65797	6.07513	127.84950	0.02315	-82.14850	116.12444	0.00592	64.35786	9.77021	-1.35493	-0.05799	-3.62981	-16.61566	0.01177	-5.54739	-1.61046	-8.92591	-27.01442	1.79484	-8.89095	5.11050	1.73208	17.73038
156	-6.34929	0.00000	-0.00000	0.06915	-0.00000	-0.00000	-5.76746	-8.87779	3.47462	12.60199	6.40552	-14.74893	-17.94288	1.48234	-0.00008	-20.27977	-0.29258	-0.00175	31.15644	3.49766	-2.67758	0.68299	-3.37399	-18.90454	33.50527	11.55787	-41.50785	19.68665	-18.70633	4.94507	127.63562	-0.00527	-79.33619	116.98278	-0.00494	64.22989	8.96135	0.69246	-0.06551	-3.10943	-14.69204	0.01127	-6.06628	-1.68993	-10.06928	-27.46285	2.13848	-9.98449	4.64593	1.35674	19.28633
157	-6.78855	0.00000	0.00000	0.26147	0.00000	-0.00000	-5.62182	-9.08091	3.31416	12.40246	5.97845	-15.09274	-17.98151	1.44244	-0.00000	-21.12395	0.14207	-0.00388	31.05394	3.30067	-2.75490	0.94388	-3.68721	-18.42668	33.40565	12.37279	-41.78126	23.45114	-19.93697	3.76888	128.28305	-0.04863	-76.49082	117.69722	-0.00929	64.87704	6.53831	0.00724	0.09428	-3.16636	-12.54728	-0.00274	-6.86238	-1.77360	-10.89970	-28.20228	2.36301	-10.78858	4.33601	0.98274	20.73759
158	-7.15770	0.00000	-0.00000	0.54598	-0.00000	0.00000	-5.38432	-9.18248	3.01220	12.23260	5.50655	-15.29964	-18.10314	1.43048	-0.00001	-22.04743	0.55442	-0.00327	31.06683	3.10996	-2.76708	1.32536	-4.02329	-18.02906	33.51494	13.08031	-41.68365	26.82543	-21.42871	2.61986	129.95656	-0.05354	-73.95773	118.01790	-0.00168	66.16758	2.60372	-4.13773	0.29703	-4.06194	-11.03889	-0.00964	-7.67798	-1.81894	-11.41014	-28.98097	2.50628	-11.28077	4.12452	0.58717	22.24009
159	-7.36099	0.00000	0.00000	0.59899	0.00000	0.00000	-5.14374	-9.08828	2.68141	12.15508	5.30631	-15.18490	-18.22715	1.41930	-0.00004	-23.04218	0.71525	0.00118	31.16691	2.94138	-2.71260	1.85656	-4.35494	-17.97521	33.73996	13.63063	-41.25207	30.04078	-22.98014	1.74379	132.16260	0.00017	-72.80759	117.85651	0.01023	68.03621	-1.47038	-10.04250	0.24502	-5.76463	-10.32848	-0.00377	-8.25088	-1.72043	-11.64485	-29.53834	2.68326	-11.46377	3.98531	0.12760	23.80718
160	-7.08300	0.00000	0.00000	0.38062	0.00000	0.00000	-5.08120	-8.76104	2.29901	12.12398	5.61999	-14.62826	-18.29824	1.43920	-0.00006	-24.03413	0.52161	0.00507	31.28816	2.77216	-2.55367	2.46624	-4.69295	-18.42064	33.97803	14.02228	-40.48108	33.39993	-24.37478	1.58918	134.04607	0.03648	-73.37985	117.28896	0.01091	69.92923	-4.27008	-14.71884	0.01946	-7.81181	-10.18543	0.00325	-8.54750	-1.54452	-11.71626	-29.83278	2.87308	-11.46642	3.93446	-0.39179	25.22416
161	-6.19215	0.00000	0.00000	0.18205	0.00000	-0.00000	-5.28398	-8.31784	1.80527	12.00396	6.30637	-13.77091	-18.29519	1.54424	0.00006	-24.90729	0.14996	0.00407	31.35176	2.54084	-2.31220	2.98044	-5.07253	-19.25381	34.18175	14.26945	-39.56887	36.90268	-25.56485	2.38539	135.03090	0.02143	-74.77876	116.47156	-0.00149	70.99036	-5.61945	-16.37457	-0.09669	-9.49047	-10.26676	-0.00050	-8.78044	-1.52362	-11.74948	-30.06366	2.90461	-11.48980	3.95634	-0.90701	26.25601
162	-5.22445	-0.00000	0.00000	0.23608	0.00000	-0.00000	-5.61132	-8.06725	1.27953	11.73078	6.90950	-12.98940	-18.21346	1.71030	0.00019	-25.62389	-0.10152	0.00054	31.29526	2.23287	-2.12166	3.27600	-5.50102	-20.06903	34.29195	14.38256	-38.80700	40.23391	-26.60962	3.88372	135.11638	-0.00223	-76.06844	115.59615	-0.00878	71.12628	-6.15785	-15.36565	-0.07496	-10.30160	-10.02825	-0.00544	-9.13732	-1.74696	-11.79994	-30.41282	2.71481	-11.61802	3.97583	-1.36517	26.88511
163	-5.04551	0.00000	0.00000	0.45043	-0.00000	0.00000	-5.79775	-8.19851	0.84900	11.40029	7.12036	-12.58477	-18.08675	1.84503	0.00011	-26.27281	-0.11157	-0.00108	31.13735	1.90444	-2.10388	3.40615	-5.92855	-20.50782	34.23928	14.36691	-38.29986	43.05075	-27.57911	5.55705	134.72136	-0.00950	-77.12561	114.85551	-0.00506	70.96825	-6.24700	-13.33429	-0.01990	-10.07714	-9.06621	0.00741	-9.57858	-2.05713	-11.86546	-30.84408	2.44952	-11.79174	3.93930	-1.77019	27.28724
164	-5.89245	0.00000	-0.00000	0.58750	0.00000	0.00000	-5.68896	-8.50072	0.45532	11.16167	7.01577	-12.55562	-17.98634	1.90715	-0.00002	-26.95966	0.02439	-0.00035	30.99210	1.60277	-2.23370	3.52537	-6.28849	-20.58789	34.05553	14.22949	-37.88627	45.19420	-28.50998	6.93510	134.34830	-0.00494	-78.08332	114.35708	-0.00041	70.88699	-5.96252	-12.03796	0.00594	-8.86643	-7.64893	0.02313	-9.94215	-2.28983	-11.94015	-31.19848	2.25972	-11.94581	3.88459	-2.14851	27.59738
165	-7.19922	0.00000	0.00000	0.57577	0.00000	0.00000	-5.33780	-8.62267	-0.05513	11.07576	6.76534	-12.77425	-17.96709	1.94057	-0.00004	-27.69959	0.23982	-0.00007	30.95304	1.31334	-2.42902	3.70611	-6.55023	-20.49838	33.87297	14.00592	-37.34660	46.68705	-29.36962	7.78158	134.27483	0.00010	-78.70282	114.08363	0.00083	70.82672	-5.58636	-12.34626	0.00746	-7.10043	-6.46899	0.01506	-10.13757	-2.40305	-12.01247	-31.38674	2.18039	-12.05427	3.87608	-2.49855	27.75625
166	-8.37657	0.00000	-0.00000	0.58069	0.00000	-0.00000	-4.88546	-8.50730	-0.65338	11.06529	6.38313	-13.19068	-18.03257	1.99759	0.00000	-28.44059	0.59101	-0.00130	31.00279	0.99653	-2.69432	3.89711	-6.72376	-20.28228	33.76681	13.80849	-36.70493	47.60254	-30.05638	8.06032	134.46687	0.00047	-78.79375	113.96608	0.00035	70.71133	-5.48270	-13.61781	0.00810	-5.51379	-5.93537	-0.00375	-10.19529	-2.36042	-12.06857	-31.44071	2.24044	-12.09109	3.92901	-2.79075	27.62069
167	-9.26759	0.00000	-0.00000	0.81457	0.00000	-0.00000	-4.44321	-8.39361	-1.16218	10.98283	5.90556	-13.75821	-18.14643	2.10731	0.00006	-29.13200	1.07824	-0.00207	31.06994	0.62981	-3.06436	4.03085	-6.82296	-19.92173	33.71053	13.79852	-36.21593	47.94957	-30.46956	7.78094	134.72993	-0.00044	-78.57111	113.98108	-0.00043	70.61699	-5.68988	-14.41195	0.00335	-4.57897	-5.92571	-0.01054	-10.22277	-2.11078	-12.13501	-31.46678	2.49717	-12.06249	4.03266	-3.00855	27.15932
168	-9.81147	0.00000	0.00000	1.31343	0.00000	0.00000	-4.09859	-8.46574	-1.50120	10.75184	5.52360	-14.36136	-18.26500	2.30533	0.00015	-29.75257	1.55704	-0.00119	31.12468	0.20117	-3.50487	4.10035	-6.84106	-19.53219	33.69217	14.04602	-36.01764	47.75161	-30.58842	6.92430	134.86743	-0.00018	-78.14936	114.13219	-0.00105	70.68851	-5.97469	-14.08496	-0.00582	-4.35036	-6.15334	-0.00592	-10.32386	-1.70441	-12.28131	-31.56352	2.92890	-12.05153	4.16921	-3.17040	26.46399
169	-9.81569	-0.00000	-0.00000	1.94007	0.00000	0.00000	-3.91139	-8.60958	-1.70629	10.41979	5.36554	-14.87674	-18.38346	2.59125	0.00027	-30.33643	1.86758	0.00025	31.22571	-0.29563	-3.96053	4.18854	-6.78011	-19.30198	33.73594	14.42639	-35.97630	47.20404	-30.49970	5.51374	134.77005	0.00127	-77.41364	114.34711	-0.00088	70.82425	-6.00932	-13.23436	-0.00797	-4.78555	-6.57301	0.00375	-10.47723	-1.28523	-12.55928	-31.70369	3.42026	-12.15889	4.30248	-3.31925	25.66202
170	-9.28639	0.00000	-0.00000	2.56697	-0.00000	0.00000	-3.85470	-8.59050	-1.79452	10.07413	5.35453	-15.24987	-18.56078	2.87843	0.00036	-30.97774	1.96712	0.00114	31.48335	-0.83907	-4.39316	4.43893	-6.68850	-19.29655	33.79996	14.70870	-35.89861	46.58401	-30.34593	3.66935	134.47913	0.00222	-76.43786	114.49300	-0.00099	70.58243	-5.24646	-12.56196	0.00222	-5.74880	-7.27205	0.01162	-10.54007	-0.95557	-12.91979	-31.74570	3.85802	-12.37604	4.39996	-3.50079	24.88180
171	-8.55275	0.00000	0.00000	3.19210	-0.00000	0.00000	-3.83410	-8.41284	-1.80467	9.74533	5.38558	-15.52396	-18.88642	3.09147	0.00014	-31.75752	1.92716	0.00123	31.93598	-1.36622	-4.71160	4.90782	-6.61353	-19.41372	33.77016	14.76465	-35.72013	46.02407	-30.19499	1.56299	134.12917	0.00386	-75.26598	114.51029	-0.00279	69.57485	-3.17861	-12.04417	0.02183	-6.78226	-8.13484	0.00850	-10.43567	-0.72482	-13.21464	-31.62353	4.17976	-12.56796	4.44273	-3.71111	24.18632
172	-7.95821	0.00000	0.00000	3.94136	-0.00000	0.00000	-3.73505	-8.28504	-1.86312	9.37322	5.44876	-15.75534	-19.41530	3.26171	-0.00070	-32.69984	1.84588	0.00081	32.48327	-1.78922	-4.78630	5.49303	-6.54085	-19.50711	33.60460	14.63947	-35.46592	45.49866	-29.95392	-0.64349	133.81975	0.00647	-73.59100	114.46841	-0.00345	67.86851	-0.10539	-11.51776	0.02526	-7.21341	-8.87822	-0.00106	-10.25228	-0.58899	-13.36215	-31.43184	4.35970	-12.65665	4.40152	-3.85991	23.52825
173	-7.69896	-0.00000	0.00000	4.95379	-0.00000	-0.00000	-3.41092	-8.27130	-2.01238	8.87167	5.50732	-15.90911	-20.13052	3.44151	-0.00131	-33.82239	1.77670	0.00043	32.98502	-2.04924	-4.60814	6.08484	-6.44928	-19.50278	33.44119	14.43632	-35.22087	44.95385	-29.48128	-2.82225	133.65144	0.00388	-71.32723	114.50126	-0.00084	65.97734	2.68356	-11.30850	0.00318	-6.65702	-9.29281	-0.00243	-10.11670	-0.56724	-13.46283	-31.28865	4.41636	-12.74293	4.24561	-3.85571	22.86439
