	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutUpperE3.c3d
7	-5.79943	-0.00000	-0.00000	-1.62019	0.00000	-0.00000	-1.71704	-7.40086	8.67366	11.85206	8.21499	-13.54679	-12.19798	0.47019	0.00005	-26.46610	-3.71207	-0.00038	22.25813	6.09488	4.90997	9.27529	-3.43890	-10.99729	34.18393	5.74190	-18.24442	33.24338	-7.96905	22.38684	126.23312	-0.00372	-92.03960	130.27667	-0.00164	83.89570	2.37976	7.70805	-0.00764	-1.09008	0.08845	0.01176	0.73251	1.47127	0.95735	-21.00015	1.01226	1.43405	5.96712	-1.61057	4.65690
8	-6.50019	-0.00000	0.00000	-1.59778	-0.00000	-0.00000	-1.50442	-7.38864	8.59980	11.35886	8.46849	-13.64826	-12.13075	0.46554	-0.00001	-27.53034	-3.69829	-0.00004	22.30200	5.91291	5.18672	9.91095	-3.70981	-10.73056	34.21256	5.63040	-18.32681	33.05778	-7.82844	22.26640	125.95901	-0.00518	-93.07941	130.50107	-0.00156	84.72421	2.74929	8.35336	-0.00260	-0.05167	0.87847	0.01101	0.87149	1.59184	0.88522	-20.86267	1.15095	1.41171	6.03733	-1.76216	4.67649
9	-6.92711	-0.00000	-0.00000	-1.29720	0.00000	-0.00000	-1.36866	-7.23742	8.50970	10.63508	8.72399	-13.56795	-12.06836	0.41398	-0.00009	-28.57044	-3.68471	0.00069	22.35752	5.78018	5.45028	10.54205	-3.95630	-10.53427	34.21068	5.58115	-18.37462	32.91060	-7.86108	22.20399	125.90572	-0.00195	-94.12068	130.72807	0.00033	85.06250	2.64980	9.10968	-0.00226	0.32842	1.31002	0.00728	1.03926	1.67258	0.96675	-20.69475	1.19577	1.51734	6.08057	-1.88377	4.61949
10	-6.99206	0.00000	0.00000	-0.87700	0.00000	0.00000	-1.43468	-7.01635	8.32990	9.90686	8.83480	-13.34184	-11.92589	0.34044	-0.00017	-29.59287	-3.66471	0.00059	22.40113	5.64405	5.68017	11.17577	-4.21269	-10.45037	34.26018	5.61509	-18.44202	32.77637	-8.11303	22.23361	126.11473	-0.00034	-94.59998	130.74802	0.00060	84.91689	2.52450	9.05561	-0.00311	-0.19003	0.95578	0.01370	1.17869	1.64331	1.06598	-20.55410	1.13186	1.59865	6.11045	-2.02530	4.51877
11	-6.92358	0.00000	0.00000	-0.60116	0.00000	-0.00000	-1.59720	-6.82134	8.04697	9.38187	8.72883	-13.15470	-11.69377	0.28449	-0.00008	-30.61974	-3.58508	-0.00078	22.46664	5.48654	5.85887	11.85003	-4.48225	-10.41042	34.36062	5.63989	-18.57323	32.59534	-8.52043	22.28807	126.38992	-0.00045	-94.64503	130.56587	0.00117	84.83497	2.72667	8.16208	-0.00669	-0.96541	0.16849	0.01704	1.18634	1.51969	1.06808	-20.54557	1.01625	1.55482	6.19738	-2.16309	4.43028
12	-6.81820	-0.00000	0.00000	-0.54571	0.00000	-0.00000	-1.67931	-6.69042	7.71014	9.05178	8.45767	-13.12393	-11.43865	0.27356	0.00011	-31.62684	-3.42340	-0.00165	22.53790	5.31922	5.96878	12.51191	-4.74399	-10.34776	34.49576	5.57209	-18.78749	32.40221	-8.90525	22.21005	126.45416	-0.00033	-94.55627	130.39532	0.00179	85.00497	3.19477	7.21347	-0.00494	-1.06300	-0.29069	0.01635	0.97596	1.39026	1.00652	-20.75573	0.91880	1.44972	6.32824	-2.25077	4.37695
13	-6.50465	0.00000	0.00000	-0.50315	0.00000	0.00000	-1.66523	-6.60001	7.39021	8.71985	8.17197	-13.17160	-11.23461	0.30458	0.00016	-32.55911	-3.25369	-0.00046	22.52291	5.16181	6.06504	13.04759	-4.98263	-10.27726	34.65848	5.48447	-19.02648	32.28523	-9.09782	21.96892	126.21989	-0.00005	-94.44656	130.36314	0.00132	85.18114	3.63343	6.83709	0.00042	-0.29605	-0.26649	0.01681	0.64152	1.31222	1.00236	-21.08977	0.84785	1.41696	6.37969	-2.29269	4.35619
14	-5.93787	0.00000	-0.00000	-0.19888	0.00000	-0.00000	-1.65725	-6.51770	7.10214	8.22311	7.96263	-13.15259	-11.12629	0.36034	0.00002	-33.39978	-3.15526	0.00125	22.38470	5.02722	6.24534	13.42815	-5.20224	-10.23075	34.80445	5.54588	-19.19821	32.27018	-9.06837	21.74985	125.83504	0.00024	-94.27338	130.38649	0.00029	85.11088	3.85549	7.01813	0.00198	0.52569	-0.30656	0.01274	0.41309	1.26700	1.07989	-21.31724	0.77714	1.47222	6.27742	-2.33065	4.34412
15	-5.34076	0.00000	0.00000	0.45548	0.00000	-0.00000	-1.71055	-6.45298	6.77612	7.56684	7.75246	-13.03076	-11.12876	0.44056	-0.00019	-34.18111	-3.08708	0.00129	22.22468	4.89401	6.52131	13.74486	-5.43651	-10.20315	34.86773	5.80528	-19.28420	32.34358	-8.88758	21.70888	125.51852	0.00010	-93.96588	130.38275	-0.00053	84.66451	3.91614	7.34488	0.00038	0.62834	-0.61161	0.00809	0.41659	1.23336	1.13501	-21.31304	0.72549	1.51096	6.09955	-2.40276	4.27940
16	-4.92051	-0.00000	0.00000	1.31410	0.00000	0.00000	-1.78945	-6.44313	6.37096	6.85281	7.46140	-12.90133	-11.19339	0.54949	-0.00025	-34.94974	-2.94445	-0.00009	22.13249	4.71193	6.80250	14.07834	-5.73143	-10.17067	34.84797	6.10737	-19.32898	32.50087	-8.63388	21.76954	125.38600	-0.00036	-93.58124	130.41368	-0.00052	84.02658	4.00464	7.46316	-0.00186	0.11166	-0.70314	0.00116	0.57177	1.23439	1.09058	-21.15829	0.74289	1.47008	5.95057	-2.52993	4.11475
17	-4.81029	0.00000	0.00000	2.10025	0.00000	-0.00000	-1.80279	-6.49789	6.01480	6.16855	7.19089	-12.88310	-11.21024	0.64904	-0.00014	-35.75856	-2.70521	-0.00106	22.05088	4.45334	6.98960	14.43184	-6.10480	-10.08648	34.80210	6.25563	-19.36627	32.68071	-8.42332	21.78080	125.42776	0.00003	-93.32085	130.53787	-0.00077	83.73608	4.15098	7.34582	-0.00352	-0.48329	-0.38117	-0.00262	0.71062	1.27300	0.99069	-21.02056	0.81574	1.39159	5.83253	-2.71337	3.90690
18	-5.10526	0.00000	0.00000	2.53377	-0.00000	0.00000	-1.68743	-6.60908	5.89321	5.55206	7.10096	-12.98412	-11.11588	0.68586	-0.00009	-36.64577	-2.44464	-0.00064	21.90452	4.14931	7.05432	14.81148	-6.52588	-9.91221	34.73479	6.21113	-19.43668	32.75131	-8.42322	21.73061	125.60175	0.00128	-93.35002	130.68715	-0.00077	84.03995	4.13497	7.15188	-0.00343	-0.85476	-0.12170	-0.00058	0.74086	1.29547	0.92648	-20.99101	0.86038	1.34028	5.70997	-2.92612	3.78475
19	-5.67254	0.00000	-0.00000	2.47102	-0.00000	-0.00000	-1.50737	-6.77635	5.98730	5.01515	7.20987	-13.07253	-10.95617	0.66605	-0.00009	-37.59257	-2.22593	0.00028	21.74624	3.86437	7.05088	15.25901	-6.94481	-9.69399	34.61376	6.08683	-19.58241	32.63274	-8.70341	21.68955	125.85056	0.00150	-93.63554	130.77419	0.00011	84.50838	3.87687	6.89155	-0.00206	-0.97034	-0.31530	0.00111	0.70560	1.27933	0.93744	-21.02609	0.84132	1.34448	5.59710	-3.12289	3.79935
20	-6.14717	0.00000	-0.00000	2.03963	0.00000	-0.00000	-1.41536	-6.95351	6.08244	4.57452	7.40117	-13.01013	-10.80924	0.63930	-0.00002	-38.53443	-2.03063	0.00032	21.68180	3.61870	7.04200	15.78440	-7.36101	-9.53857	34.49026	5.98987	-19.75981	32.38710	-9.11783	21.66643	126.04846	-0.00054	-94.10408	130.79607	0.00040	84.56535	3.56961	6.50525	-0.00126	-0.82843	-0.77675	0.00064	0.69480	1.29111	0.99934	-21.03640	0.82935	1.40634	5.52767	-3.28567	3.85598
21	-6.20587	0.00000	0.00000	1.55811	-0.00000	0.00000	-1.49710	-7.03886	6.06652	4.21916	7.52322	-12.79164	-10.70658	0.62633	0.00002	-39.40128	-1.80245	-0.00036	21.72092	3.36083	7.02101	16.32235	-7.82889	-9.48226	34.46099	5.95188	-19.87188	32.17226	-9.42043	21.63605	126.06292	-0.00349	-94.82315	130.77672	-0.00025	84.14078	3.24675	6.24596	-0.00290	-0.48805	-1.13374	0.00061	0.72326	1.39844	1.06615	-21.00792	0.90433	1.50813	5.49568	-3.45814	3.83006
22	-5.83060	-0.00000	-0.00000	1.20152	0.00000	-0.00000	-1.68456	-7.00396	6.07537	3.87691	7.48967	-12.51793	-10.64433	0.61342	-0.00001	-40.14017	-1.52664	-0.00064	21.76104	3.06022	6.92382	16.77028	-8.35151	-9.43409	34.52108	5.98080	-19.88137	32.12424	-9.48590	21.63470	125.89632	-0.00346	-95.54977	130.70160	-0.00054	83.65480	2.80311	6.56737	-0.00583	-0.18302	-1.33037	0.00121	0.72309	1.57147	1.11365	-21.00870	1.04748	1.61632	5.45421	-3.69360	3.71319
23	-5.33235	0.00000	-0.00000	0.87146	-0.00000	0.00000	-1.84373	-6.93672	6.23939	3.49161	7.32119	-12.25617	-10.61144	0.59054	-0.00006	-40.74529	-1.26029	-0.00014	21.70544	2.78919	6.72426	17.07263	-8.81864	-9.32113	34.57516	6.07070	-19.79809	32.27515	-9.37067	21.70868	125.69344	-0.00045	-95.57915	130.55777	0.00080	83.61158	2.43076	7.52073	-0.00312	-0.08215	-1.55955	0.00151	0.63427	1.71358	1.15468	-21.09809	1.16430	1.70706	5.36126	-3.95353	3.58976
24	-5.14219	0.00000	0.00000	0.46468	0.00000	-0.00000	-1.89939	-6.90430	6.45494	3.10273	7.04796	-12.00882	-10.59374	0.55027	-0.00008	-41.26583	-1.07359	0.00040	21.56744	2.64409	6.49426	17.27000	-9.11543	-9.19582	34.58916	6.17416	-19.65742	32.56374	-9.19971	21.78799	125.59746	0.00021	-94.62252	130.39157	0.00198	84.17181	2.40889	8.49298	0.00231	-0.03805	-1.82138	0.00148	0.49321	1.76301	1.21448	-21.23885	1.18809	1.78090	5.21273	-4.13056	3.51598
25	-5.52556	0.00000	-0.00000	0.06060	-0.00000	0.00000	-1.83565	-6.90079	6.49856	2.79432	6.69353	-11.81733	-10.59214	0.49251	-0.00004	-41.74972	-0.96194	0.00028	21.46146	2.61315	6.35566	17.46076	-9.25232	-9.12312	34.62918	6.23252	-19.56101	32.89039	-9.09608	21.73006	125.64099	-0.00081	-93.24665	130.28462	0.00116	84.90018	2.62367	8.68993	0.00284	0.15259	-1.83042	0.00192	0.41344	1.71664	1.30369	-21.31723	1.11200	1.84657	5.04863	-4.18228	3.47529
