	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1165	0.21739	0.07055	0.00492	0.21705	0.73937	0.00763	0.16998	0.06014	0.00998	0.19310	0.69701	0.01113	0.17657	0.05643	0.01635	0.20347	0.69767	0.02091	-0.00468	0.01656	0.03272	0.10982	0.53013	0.01630
1166	0.21745	0.07030	0.00493	0.21708	0.73941	0.00761	0.17000	0.06008	0.00991	0.19303	0.69711	0.01127	0.17654	0.05634	0.01631	0.20339	0.69773	0.02106	-0.00494	0.01719	0.03180	0.10939	0.53040	0.01603
1167	0.21756	0.07001	0.00490	0.21704	0.73954	0.00757	0.17005	0.05997	0.00965	0.19301	0.69724	0.01138	0.17656	0.05618	0.01605	0.20331	0.69789	0.02125	-0.00511	0.01773	0.03105	0.10955	0.53044	0.01586
1168	0.21767	0.06976	0.00487	0.21687	0.73965	0.00750	0.17010	0.05986	0.00929	0.19297	0.69729	0.01141	0.17659	0.05604	0.01568	0.20321	0.69800	0.02133	-0.00521	0.01817	0.03055	0.11009	0.53019	0.01569
1169	0.21770	0.06957	0.00486	0.21677	0.73966	0.00741	0.17008	0.05977	0.00896	0.19304	0.69720	0.01123	0.17657	0.05592	0.01535	0.20327	0.69794	0.02116	-0.00532	0.01847	0.03020	0.11081	0.52978	0.01546
1170	0.21763	0.06948	0.00488	0.21701	0.73964	0.00731	0.16998	0.05971	0.00876	0.19341	0.69708	0.01083	0.17646	0.05586	0.01515	0.20368	0.69783	0.02072	-0.00547	0.01856	0.02989	0.11164	0.52943	0.01517
1171	0.21752	0.06950	0.00495	0.21758	0.73967	0.00722	0.16987	0.05969	0.00874	0.19404	0.69705	0.01042	0.17634	0.05586	0.01517	0.20434	0.69782	0.02027	-0.00559	0.01842	0.02956	0.11244	0.52933	0.01484
1172	0.21751	0.06955	0.00506	0.21821	0.73973	0.00718	0.16988	0.05968	0.00889	0.19465	0.69711	0.01019	0.17633	0.05589	0.01536	0.20492	0.69787	0.02007	-0.00559	0.01818	0.02922	0.11300	0.52940	0.01455
1173	0.21766	0.06958	0.00518	0.21858	0.73973	0.00719	0.17004	0.05967	0.00904	0.19499	0.69711	0.01015	0.17648	0.05592	0.01555	0.20519	0.69791	0.02010	-0.00544	0.01803	0.02891	0.11329	0.52943	0.01438
1174	0.21787	0.06963	0.00524	0.21862	0.73971	0.00716	0.17025	0.05970	0.00909	0.19504	0.69710	0.01016	0.17668	0.05596	0.01560	0.20515	0.69793	0.02020	-0.00525	0.01798	0.02865	0.11342	0.52937	0.01431
1175	0.21794	0.06973	0.00523	0.21850	0.73984	0.00703	0.17033	0.05976	0.00908	0.19494	0.69722	0.01014	0.17675	0.05600	0.01559	0.20503	0.69807	0.02019	-0.00515	0.01786	0.02843	0.11343	0.52944	0.01421
1176	0.21777	0.06984	0.00517	0.21839	0.74007	0.00684	0.17019	0.05978	0.00911	0.19481	0.69747	0.01006	0.17661	0.05601	0.01562	0.20497	0.69828	0.02006	-0.00523	0.01749	0.02823	0.11320	0.52974	0.01408
1177	0.21744	0.06988	0.00509	0.21828	0.74022	0.00671	0.16989	0.05969	0.00914	0.19465	0.69766	0.01004	0.17632	0.05595	0.01565	0.20490	0.69840	0.01994	-0.00543	0.01693	0.02804	0.11275	0.53007	0.01404
1178	0.21710	0.06980	0.00503	0.21814	0.74019	0.00669	0.16957	0.05953	0.00909	0.19446	0.69767	0.01015	0.17600	0.05581	0.01561	0.20474	0.69838	0.02002	-0.00568	0.01645	0.02793	0.11235	0.53018	0.01412
1179	0.21688	0.06967	0.00502	0.21808	0.74013	0.00677	0.16935	0.05938	0.00898	0.19437	0.69764	0.01042	0.17578	0.05566	0.01550	0.20462	0.69835	0.02033	-0.00588	0.01628	0.02797	0.11220	0.53018	0.01425
1180	0.21680	0.06960	0.00505	0.21820	0.74027	0.00674	0.16925	0.05934	0.00892	0.19447	0.69783	0.01080	0.17570	0.05559	0.01542	0.20468	0.69855	0.02075	-0.00598	0.01634	0.02811	0.11227	0.53038	0.01428
1181	0.21676	0.06968	0.00509	0.21846	0.74069	0.00650	0.16922	0.05940	0.00896	0.19470	0.69832	0.01106	0.17567	0.05563	0.01544	0.20493	0.69899	0.02100	-0.00599	0.01631	0.02817	0.11239	0.53091	0.01415
1182	0.21672	0.06988	0.00514	0.21874	0.74118	0.00627	0.16920	0.05951	0.00901	0.19495	0.69883	0.01097	0.17565	0.05575	0.01548	0.20526	0.69945	0.02082	-0.00594	0.01607	0.02804	0.11245	0.53152	0.01396
1183	0.21671	0.07014	0.00520	0.21894	0.74148	0.00629	0.16920	0.05965	0.00894	0.19512	0.69910	0.01049	0.17565	0.05590	0.01543	0.20551	0.69968	0.02026	-0.00587	0.01579	0.02769	0.11238	0.53191	0.01381
1184	0.21677	0.07035	0.00525	0.21898	0.74146	0.00654	0.16926	0.05979	0.00877	0.19514	0.69902	0.00990	0.17571	0.05606	0.01527	0.20558	0.69960	0.01962	-0.00577	0.01571	0.02723	0.11224	0.53192	0.01377
1185	0.21692	0.07043	0.00528	0.21887	0.74121	0.00672	0.16939	0.05988	0.00859	0.19505	0.69872	0.00958	0.17583	0.05614	0.01509	0.20549	0.69933	0.01931	-0.00568	0.01584	0.02689	0.11225	0.53158	0.01386
1186	0.21714	0.07034	0.00535	0.21879	0.74090	0.00673	0.16959	0.05983	0.00851	0.19505	0.69838	0.00970	0.17602	0.05610	0.01502	0.20544	0.69903	0.01946	-0.00552	0.01598	0.02684	0.11256	0.53109	0.01404
1187	0.21741	0.07015	0.00549	0.21904	0.74063	0.00664	0.16985	0.05968	0.00856	0.19533	0.69812	0.01004	0.17629	0.05597	0.01509	0.20569	0.69880	0.01984	-0.00528	0.01602	0.02709	0.11304	0.53073	0.01427
1188	0.21763	0.06996	0.00567	0.21968	0.74040	0.00654	0.17006	0.05951	0.00870	0.19593	0.69794	0.01032	0.17649	0.05584	0.01526	0.20629	0.69861	0.02012	-0.00508	0.01598	0.02748	0.11349	0.53063	0.01451
1189	0.21767	0.06984	0.00582	0.22042	0.74028	0.00643	0.17011	0.05940	0.00887	0.19660	0.69787	0.01036	0.17653	0.05578	0.01545	0.20697	0.69853	0.02015	-0.00504	0.01596	0.02780	0.11387	0.53070	0.01479
1190	0.21758	0.06984	0.00584	0.22082	0.74036	0.00629	0.17002	0.05940	0.00897	0.19697	0.69797	0.01019	0.17644	0.05581	0.01557	0.20737	0.69863	0.01995	-0.00513	0.01598	0.02789	0.11411	0.53088	0.01517
1191	0.21748	0.06995	0.00573	0.22069	0.74064	0.00620	0.16992	0.05949	0.00894	0.19688	0.69821	0.00995	0.17635	0.05589	0.01554	0.20730	0.69892	0.01968	-0.00521	0.01598	0.02780	0.11412	0.53109	0.01569
1192	0.21737	0.07005	0.00558	0.22020	0.74093	0.00621	0.16983	0.05955	0.00881	0.19646	0.69846	0.00983	0.17626	0.05593	0.01538	0.20688	0.69922	0.01955	-0.00526	0.01584	0.02765	0.11396	0.53125	0.01643
1193	0.21723	0.07006	0.00545	0.21966	0.74104	0.00626	0.16970	0.05950	0.00860	0.19596	0.69854	0.00981	0.17614	0.05584	0.01514	0.20643	0.69936	0.01948	-0.00533	0.01554	0.02751	0.11362	0.53129	0.01750
1194	0.21710	0.07000	0.00531	0.21937	0.74093	0.00625	0.16957	0.05939	0.00836	0.19564	0.69844	0.00974	0.17604	0.05568	0.01486	0.20619	0.69929	0.01933	-0.00538	0.01518	0.02739	0.11312	0.53136	0.01897
1195	0.21704	0.06991	0.00517	0.21942	0.74076	0.00615	0.16951	0.05928	0.00820	0.19558	0.69833	0.00977	0.17599	0.05553	0.01466	0.20622	0.69920	0.01925	-0.00541	0.01498	0.02726	0.11259	0.53159	0.02071
1196	0.21701	0.06980	0.00509	0.21968	0.74065	0.00606	0.16948	0.05922	0.00822	0.19570	0.69834	0.01007	0.17595	0.05545	0.01468	0.20639	0.69924	0.01949	-0.00549	0.01506	0.02718	0.11215	0.53200	0.02260
1197	0.21687	0.06974	0.00512	0.21991	0.74059	0.00600	0.16934	0.05921	0.00843	0.19579	0.69843	0.01060	0.17580	0.05547	0.01491	0.20650	0.69936	0.02000	-0.00569	0.01528	0.02728	0.11167	0.53249	0.02469
1198	0.21662	0.06975	0.00526	0.22008	0.74053	0.00593	0.16909	0.05925	0.00870	0.19581	0.69853	0.01128	0.17554	0.05555	0.01522	0.20651	0.69954	0.02067	-0.00596	0.01542	0.02762	0.11107	0.53307	0.02710
1199	0.21637	0.06979	0.00547	0.22030	0.74045	0.00581	0.16884	0.05927	0.00888	0.19585	0.69869	0.01209	0.17529	0.05561	0.01541	0.20651	0.69978	0.02152	-0.00618	0.01542	0.02805	0.11041	0.53378	0.02978
1200	0.21622	0.06982	0.00564	0.22054	0.74039	0.00572	0.16869	0.05924	0.00891	0.19590	0.69890	0.01294	0.17516	0.05559	0.01545	0.20652	0.70008	0.02242	-0.00625	0.01521	0.02833	0.10973	0.53458	0.03252
1201	0.21617	0.06987	0.00567	0.22053	0.74036	0.00576	0.16867	0.05917	0.00886	0.19574	0.69907	0.01363	0.17515	0.05552	0.01537	0.20636	0.70032	0.02308	-0.00616	0.01472	0.02836	0.10894	0.53532	0.03513
1202	0.21614	0.06995	0.00559	0.22011	0.74034	0.00602	0.16868	0.05908	0.00882	0.19522	0.69913	0.01399	0.17518	0.05540	0.01530	0.20592	0.70043	0.02336	-0.00598	0.01392	0.02826	0.10801	0.53588	0.03754
1203	0.21602	0.07000	0.00548	0.21931	0.74042	0.00642	0.16862	0.05892	0.00886	0.19442	0.69918	0.01418	0.17515	0.05523	0.01530	0.20518	0.70054	0.02345	-0.00582	0.01292	0.02827	0.10718	0.53625	0.03974
1204	0.21586	0.07002	0.00537	0.21819	0.74081	0.00681	0.16853	0.05875	0.00897	0.19341	0.69949	0.01454	0.17508	0.05506	0.01539	0.20419	0.70096	0.02378	-0.00570	0.01197	0.02844	0.10668	0.53655	0.04173
1205	0.21574	0.07006	0.00530	0.21678	0.74166	0.00731	0.16846	0.05861	0.00906	0.19226	0.70023	0.01524	0.17503	0.05494	0.01547	0.20299	0.70186	0.02451	-0.00559	0.01122	0.02861	0.10654	0.53694	0.04352
1206	0.21575	0.07015	0.00536	0.21533	0.74314	0.00840	0.16850	0.05856	0.00907	0.19114	0.70151	0.01631	0.17508	0.05491	0.01549	0.20179	0.70330	0.02565	-0.00541	0.01061	0.02856	0.10675	0.53761	0.04503
1207	0.21588	0.07031	0.00559	0.21424	0.74554	0.01062	0.16865	0.05855	0.00901	0.19039	0.70361	0.01798	0.17522	0.05494	0.01545	0.20094	0.70551	0.02741	-0.00513	0.01003	0.02824	0.10736	0.53890	0.04600
1208	0.21596	0.07045	0.00588	0.21363	0.74921	0.01414	0.16875	0.05853	0.00895	0.19014	0.70692	0.02049	0.17532	0.05495	0.01541	0.20057	0.70883	0.03004	-0.00491	0.00944	0.02783	0.10845	0.54116	0.04619
1209	0.21584	0.07051	0.00607	0.21302	0.75434	0.01848	0.16864	0.05847	0.00889	0.19002	0.71160	0.02352	0.17521	0.05492	0.01537	0.20034	0.71348	0.03320	-0.00494	0.00900	0.02746	0.11026	0.54439	0.04559
1210	0.21553	0.07047	0.00608	0.21131	0.76102	0.02262	0.16833	0.05841	0.00883	0.18926	0.71765	0.02636	0.17489	0.05486	0.01533	0.19944	0.71957	0.03618	-0.00527	0.00885	0.02698	0.11310	0.54828	0.04436
1211	0.21518	0.07038	0.00596	0.20754	0.76924	0.02584	0.16797	0.05837	0.00882	0.18707	0.72504	0.02864	0.17450	0.05480	0.01534	0.19709	0.72714	0.03858	-0.00574	0.00897	0.02626	0.11708	0.55267	0.04275
1212	0.21494	0.07028	0.00585	0.20151	0.77867	0.02825	0.16772	0.05837	0.00890	0.18323	0.73348	0.03057	0.17421	0.05479	0.01545	0.19308	0.73591	0.04061	-0.00617	0.00926	0.02540	0.12190	0.55760	0.04110
1213	0.21483	0.07024	0.00581	0.19403	0.78840	0.03040	0.16760	0.05843	0.00902	0.17830	0.74226	0.03236	0.17405	0.05483	0.01560	0.18797	0.74506	0.04248	-0.00645	0.00962	0.02472	0.12696	0.56304	0.03975
1214	0.21474	0.07027	0.00576	0.18643	0.79743	0.03242	0.16750	0.05851	0.00904	0.17320	0.75049	0.03379	0.17392	0.05492	0.01564	0.18273	0.75367	0.04393	-0.00665	0.00993	0.02436	0.13157	0.56869	0.03886
1215	0.21456	0.07037	0.00570	0.17991	0.80523	0.03390	0.16731	0.05861	0.00888	0.16882	0.75772	0.03444	0.17373	0.05505	0.01549	0.17826	0.76124	0.04455	-0.00684	0.01006	0.02424	0.13531	0.57422	0.03831
1216	0.21433	0.07053	0.00572	0.17517	0.81187	0.03441	0.16708	0.05872	0.00863	0.16570	0.76401	0.03421	0.17351	0.05519	0.01527	0.17508	0.76781	0.04428	-0.00701	0.00999	0.02420	0.13828	0.57949	0.03775
1217	0.21420	0.07068	0.00592	0.17230	0.81759	0.03384	0.16695	0.05877	0.00849	0.16403	0.76950	0.03322	0.17339	0.05527	0.01513	0.17330	0.77355	0.04329	-0.00704	0.00976	0.02421	0.14108	0.58439	0.03697
1218	0.21426	0.07071	0.00618	0.17097	0.82236	0.03233	0.16702	0.05871	0.00852	0.16368	0.77411	0.03153	0.17346	0.05524	0.01516	0.17280	0.77840	0.04165	-0.00688	0.00943	0.02441	0.14433	0.58861	0.03619
1219	0.21443	0.07061	0.00633	0.17066	0.82604	0.03011	0.16720	0.05854	0.00863	0.16428	0.77767	0.02923	0.17366	0.05511	0.01530	0.17322	0.78222	0.03938	-0.00660	0.00906	0.02493	0.14810	0.59191	0.03577
1220	0.21453	0.07046	0.00634	0.17091	0.82863	0.02745	0.16733	0.05831	0.00876	0.16537	0.78016	0.02655	0.17380	0.05495	0.01544	0.17416	0.78500	0.03669	-0.00637	0.00865	0.02567	0.15210	0.59428	0.03562
1221	0.21451	0.07043	0.00630	0.17154	0.83028	0.02457	0.16735	0.05815	0.00885	0.16676	0.78172	0.02389	0.17384	0.05486	0.01555	0.17545	0.78682	0.03401	-0.00616	0.00804	0.02637	0.15620	0.59579	0.03521
1222	0.21444	0.07072	0.00629	0.17259	0.83111	0.02174	0.16737	0.05815	0.00893	0.16850	0.78249	0.02160	0.17388	0.05494	0.01563	0.17706	0.78778	0.03173	-0.00580	0.00703	0.02693	0.16060	0.59651	0.03416
1223	0.21441	0.07132	0.00634	0.17375	0.83125	0.01932	0.16745	0.05833	0.00900	0.17038	0.78257	0.01989	0.17401	0.05521	0.01571	0.17877	0.78801	0.03008	-0.00522	0.00575	0.02745	0.16547	0.59650	0.03256
1224	0.21436	0.07198	0.00638	0.17409	0.83091	0.01750	0.16752	0.05859	0.00909	0.17168	0.78219	0.01863	0.17411	0.05559	0.01582	0.17985	0.78778	0.02892	-0.00465	0.00464	0.02825	0.17074	0.59601	0.03077
1225	0.21413	0.07238	0.00625	0.17270	0.83034	0.01609	0.16737	0.05873	0.00918	0.17170	0.78158	0.01747	0.17401	0.05584	0.01592	0.17957	0.78739	0.02786	-0.00440	0.00395	0.02961	0.17626	0.59543	0.02915
1226	0.21369	0.07240	0.00595	0.16985	0.82979	0.01479	0.16700	0.05862	0.00926	0.17060	0.78102	0.01621	0.17369	0.05584	0.01599	0.17814	0.78710	0.02670	-0.00444	0.00350	0.03149	0.18181	0.59515	0.02779
1227	0.21327	0.07227	0.00568	0.16694	0.82962	0.01358	0.16664	0.05837	0.00936	0.16940	0.78091	0.01501	0.17340	0.05566	0.01605	0.17663	0.78724	0.02556	-0.00443	0.00296	0.03355	0.18708	0.59553	0.02655
1228	0.21304	0.07226	0.00561	0.16494	0.83010	0.01266	0.16649	0.05818	0.00956	0.16879	0.78148	0.01405	0.17332	0.05553	0.01621	0.17583	0.78799	0.02462	-0.00415	0.00228	0.03563	0.19179	0.59666	0.02515
1229	0.21289	0.07247	0.00568	0.16373	0.83106	0.01208	0.16643	0.05816	0.00992	0.16866	0.78253	0.01328	0.17334	0.05559	0.01651	0.17564	0.78916	0.02382	-0.00368	0.00164	0.03802	0.19582	0.59823	0.02345
1230	0.21266	0.07283	0.00565	0.16289	0.83204	0.01174	0.16632	0.05831	0.01039	0.16866	0.78359	0.01256	0.17332	0.05583	0.01692	0.17567	0.79029	0.02304	-0.00314	0.00119	0.04110	0.19903	0.59973	0.02160
1231	0.21244	0.07326	0.00539	0.16229	0.83274	0.01154	0.16624	0.05855	0.01092	0.16865	0.78436	0.01183	0.17336	0.05617	0.01736	0.17569	0.79110	0.02226	-0.00242	0.00093	0.04491	0.20122	0.60082	0.01977
1232	0.21247	0.07373	0.00495	0.16193	0.83323	0.01147	0.16645	0.05886	0.01144	0.16863	0.78490	0.01113	0.17370	0.05654	0.01775	0.17565	0.79162	0.02159	-0.00126	0.00076	0.04914	0.20232	0.60152	0.01802
1233	0.21277	0.07428	0.00443	0.16179	0.83368	0.01153	0.16695	0.05924	0.01190	0.16864	0.78537	0.01060	0.17436	0.05698	0.01805	0.17555	0.79203	0.02117	0.00038	0.00067	0.05368	0.20271	0.60203	0.01630
1234	0.21309	0.07492	0.00385	0.16180	0.83412	0.01158	0.16751	0.05972	0.01239	0.16874	0.78584	0.01022	0.17508	0.05755	0.01837	0.17552	0.79240	0.02094	0.00231	0.00080	0.05883	0.20297	0.60248	0.01462
1235	0.21324	0.07550	0.00322	0.16190	0.83449	0.01135	0.16796	0.06022	0.01307	0.16893	0.78623	0.00980	0.17569	0.05819	0.01888	0.17560	0.79273	0.02062	0.00437	0.00143	0.06510	0.20350	0.60292	0.01317
1236	0.21324	0.07583	0.00256	0.16193	0.83476	0.01083	0.16833	0.06058	0.01401	0.16913	0.78653	0.00919	0.17625	0.05876	0.01964	0.17573	0.79302	0.02005	0.00679	0.00258	0.07285	0.20426	0.60332	0.01226
1237	0.21317	0.07597	0.00180	0.16175	0.83493	0.01028	0.16876	0.06076	0.01511	0.16916	0.78673	0.00852	0.17690	0.05921	0.02049	0.17573	0.79328	0.01937	0.01003	0.00398	0.08223	0.20499	0.60367	0.01203
1238	0.21295	0.07618	0.00079	0.16133	0.83505	0.00992	0.16925	0.06096	0.01627	0.16897	0.78690	0.00805	0.17767	0.05968	0.02131	0.17553	0.79350	0.01887	0.01457	0.00545	0.09318	0.20545	0.60397	0.01220
1239	0.21243	0.07674	-0.00049	0.16086	0.83519	0.00974	0.16980	0.06145	0.01768	0.16864	0.78706	0.00788	0.17852	0.06047	0.02225	0.17520	0.79371	0.01867	0.02068	0.00705	0.10556	0.20563	0.60424	0.01241
1240	0.21175	0.07769	-0.00170	0.16058	0.83538	0.00961	0.17071	0.06240	0.01983	0.16840	0.78725	0.00784	0.17972	0.06174	0.02386	0.17498	0.79393	0.01861	0.02865	0.00876	0.11914	0.20561	0.60449	0.01253
1241	0.21132	0.07889	-0.00233	0.16083	0.83567	0.00948	0.17256	0.06380	0.02317	0.16855	0.78752	0.00770	0.18182	0.06353	0.02662	0.17517	0.79420	0.01844	0.03880	0.01070	0.13368	0.20537	0.60469	0.01259
1242	0.21147	0.08024	-0.00203	0.16182	0.83607	0.00932	0.17573	0.06578	0.02787	0.16923	0.78788	0.00739	0.18519	0.06596	0.03071	0.17596	0.79455	0.01807	0.05126	0.01322	0.14898	0.20479	0.60481	0.01270
1243	0.21217	0.08182	-0.00068	0.16332	0.83650	0.00912	0.18027	0.06862	0.03380	0.17029	0.78826	0.00693	0.18988	0.06932	0.03602	0.17713	0.79490	0.01755	0.06603	0.01686	0.16493	0.20396	0.60485	0.01295
1244	0.21347	0.08399	0.00192	0.16469	0.83680	0.00886	0.18615	0.07273	0.04075	0.17128	0.78851	0.00639	0.19583	0.07401	0.04230	0.17819	0.79514	0.01697	0.08321	0.02217	0.18136	0.20323	0.60483	0.01326
1245	0.21607	0.08753	0.00613	0.16536	0.83685	0.00855	0.19355	0.07853	0.04848	0.17179	0.78856	0.00585	0.20323	0.08038	0.04930	0.17872	0.79520	0.01641	0.10290	0.02966	0.19786	0.20288	0.60475	0.01346
1246	0.22118	0.09321	0.01218	0.16528	0.83671	0.00816	0.20301	0.08631	0.05694	0.17177	0.78843	0.00537	0.21262	0.08866	0.05705	0.17869	0.79511	0.01592	0.12481	0.03973	0.21391	0.20295	0.60467	0.01354
1247	0.23021	0.10117	0.02003	0.16485	0.83649	0.00758	0.21555	0.09617	0.06630	0.17151	0.78823	0.00488	0.22503	0.09893	0.06578	0.17838	0.79496	0.01543	0.14818	0.05260	0.22905	0.20324	0.60459	0.01376
1248	0.24443	0.11105	0.02945	0.16445	0.83630	0.00686	0.23227	0.10815	0.07661	0.17128	0.78805	0.00437	0.24162	0.11122	0.07565	0.17810	0.79486	0.01490	0.17231	0.06821	0.24314	0.20354	0.60457	0.01443
1249	0.26449	0.12260	0.04017	0.16409	0.83624	0.00625	0.25380	0.12218	0.08778	0.17108	0.78800	0.00400	0.26304	0.12550	0.08660	0.17782	0.79490	0.01452	0.19698	0.08620	0.25630	0.20377	0.60467	0.01539
1250	0.29017	0.13596	0.05202	0.16356	0.83634	0.00595	0.27990	0.13812	0.09967	0.17071	0.78811	0.00405	0.28905	0.14167	0.09846	0.17738	0.79507	0.01458	0.22246	0.10607	0.26877	0.20404	0.60494	0.01613
1251	0.32029	0.15139	0.06478	0.16285	0.83647	0.00595	0.30964	0.15594	0.11218	0.17019	0.78825	0.00455	0.31871	0.15970	0.11105	0.17680	0.79522	0.01511	0.24929	0.12766	0.28094	0.20460	0.60526	0.01625
1252	0.35317	0.16921	0.07825	0.16204	0.83638	0.00610	0.34171	0.17587	0.12521	0.16969	0.78820	0.00513	0.35071	0.17983	0.12418	0.17625	0.79517	0.01572	0.27790	0.15159	0.29332	0.20569	0.60545	0.01589
1253	0.38753	0.19027	0.09231	0.16128	0.83601	0.00618	0.37514	0.19879	0.13874	0.16940	0.78791	0.00523	0.38404	0.20297	0.13774	0.17589	0.79492	0.01583	0.30840	0.17883	0.30628	0.20725	0.60551	0.01557
1254	0.42312	0.21613	0.10693	0.16065	0.83558	0.00595	0.40968	0.22614	0.15276	0.16933	0.78758	0.00457	0.41843	0.23062	0.15176	0.17574	0.79470	0.01515	0.34072	0.21006	0.31982	0.20888	0.60559	0.01566
1255	0.46000	0.24814	0.12207	0.16010	0.83521	0.00536	0.44533	0.25908	0.16730	0.16930	0.78733	0.00338	0.45388	0.26394	0.16628	0.17559	0.79457	0.01396	0.37433	0.24535	0.33371	0.21014	0.60573	0.01604
1256	0.49777	0.28646	0.13780	0.15938	0.83472	0.00461	0.48170	0.29771	0.18248	0.16904	0.78695	0.00220	0.49001	0.30298	0.18151	0.17519	0.79430	0.01278	0.40808	0.28403	0.34775	0.21085	0.60568	0.01643
1257	0.53585	0.33052	0.15433	0.15848	0.83399	0.00401	0.51814	0.34147	0.19846	0.16846	0.78629	0.00144	0.52622	0.34712	0.19768	0.17449	0.79372	0.01203	0.44083	0.32513	0.36179	0.21103	0.60530	0.01685
1258	0.57390	0.37995	0.17169	0.15769	0.83342	0.00380	0.55428	0.39001	0.21522	0.16782	0.78576	0.00131	0.56212	0.39603	0.21480	0.17378	0.79322	0.01192	0.47198	0.36819	0.37545	0.21076	0.60491	0.01744
1259	0.61189	0.43462	0.18986	0.15741	0.83352	0.00395	0.59007	0.44352	0.23259	0.16748	0.78583	0.00172	0.59761	0.44991	0.23270	0.17341	0.79330	0.01234	0.50151	0.41322	0.38804	0.21025	0.60496	0.01808
1260	0.64963	0.49424	0.20918	0.15771	0.83425	0.00414	0.62530	0.50196	0.25077	0.16758	0.78650	0.00230	0.63245	0.50874	0.25159	0.17352	0.79394	0.01293	0.52962	0.46043	0.39924	0.20985	0.60550	0.01848
1261	0.68615	0.55895	0.23034	0.15827	0.83519	0.00418	0.65910	0.56513	0.27047	0.16791	0.78737	0.00281	0.66576	0.57225	0.27213	0.17390	0.79478	0.01344	0.55641	0.51030	0.40966	0.20981	0.60625	0.01854
1262	0.71964	0.62980	0.25390	0.15864	0.83601	0.00425	0.68998	0.63314	0.29250	0.16816	0.78816	0.00333	0.69612	0.64045	0.29507	0.17419	0.79555	0.01395	0.58163	0.56375	0.42044	0.21012	0.60700	0.01848
1263	0.74826	0.70779	0.28045	0.15860	0.83658	0.00452	0.71648	0.70639	0.31745	0.16815	0.78873	0.00393	0.72214	0.71368	0.32099	0.17421	0.79612	0.01455	0.60480	0.62143	0.43248	0.21061	0.60765	0.01858
1264	0.77042	0.79240	0.31074	0.15813	0.83675	0.00481	0.73732	0.78485	0.34578	0.16788	0.78894	0.00432	0.74249	0.79194	0.35033	0.17388	0.79634	0.01495	0.62554	0.68317	0.44623	0.21114	0.60804	0.01888
1265	0.78472	0.88152	0.34517	0.15727	0.83640	0.00486	0.75129	0.86733	0.37776	0.16740	0.78867	0.00423	0.75590	0.87414	0.38325	0.17326	0.79611	0.01491	0.64357	0.74818	0.46215	0.21181	0.60807	0.01909
1266	0.79023	0.97256	0.38382	0.15628	0.83563	0.00466	0.75755	0.95184	0.41354	0.16689	0.78801	0.00386	0.76153	0.95828	0.41990	0.17257	0.79549	0.01461	0.65813	0.81584	0.48093	0.21275	0.60780	0.01906
1267	0.78740	1.06267	0.42697	0.15556	0.83491	0.00443	0.75626	1.03618	0.45361	0.16657	0.78738	0.00362	0.75966	1.04214	0.46073	0.17212	0.79489	0.01441	0.66756	0.88587	0.50323	0.21381	0.60753	0.01891
1268	0.77826	1.14914	0.47491	0.15529	0.83473	0.00444	0.74875	1.11832	0.49858	0.16648	0.78725	0.00373	0.75177	1.12360	0.50637	0.17204	0.79479	0.01451	0.67000	0.95784	0.52969	0.21459	0.60762	0.01887
1269	0.76484	1.23026	0.52782	0.15525	0.83520	0.00480	0.73643	1.19669	0.54895	0.16650	0.78773	0.00412	0.73929	1.20114	0.55730	0.17213	0.79529	0.01483	0.66452	1.03054	0.56109	0.21499	0.60820	0.01915
1270	0.74699	1.30567	0.58603	0.15516	0.83600	0.00533	0.71945	1.26990	0.60456	0.16651	0.78855	0.00458	0.72237	1.27339	0.61334	0.17220	0.79617	0.01523	0.65157	1.10176	0.59794	0.21536	0.60915	0.02000
