	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N1_finishedFinal\FInisehdRoundN1.c3d
32	0.05283	0.12397	0.01458	0.10260	0.47702	0.00840
33	0.05283	0.12403	0.01483	0.10275	0.47718	0.00849
34	0.05273	0.12413	0.01517	0.10270	0.47725	0.00864
35	0.05264	0.12418	0.01535	0.10237	0.47723	0.00868
36	0.05269	0.12411	0.01521	0.10199	0.47724	0.00853
37	0.05287	0.12398	0.01483	0.10176	0.47736	0.00834
38	0.05302	0.12386	0.01442	0.10165	0.47758	0.00825
39	0.05302	0.12386	0.01415	0.10158	0.47781	0.00823
40	0.05288	0.12397	0.01403	0.10151	0.47795	0.00821
41	0.05273	0.12411	0.01403	0.10142	0.47793	0.00823
42	0.05259	0.12407	0.01416	0.10128	0.47768	0.00837
43	0.05245	0.12376	0.01442	0.10119	0.47729	0.00859
44	0.05232	0.12338	0.01469	0.10126	0.47696	0.00880
45	0.05234	0.12320	0.01489	0.10141	0.47689	0.00888
46	0.05259	0.12334	0.01492	0.10147	0.47709	0.00877
47	0.05299	0.12368	0.01472	0.10146	0.47737	0.00845
48	0.05334	0.12406	0.01440	0.10145	0.47756	0.00804
49	0.05346	0.12435	0.01419	0.10135	0.47765	0.00770
50	0.05328	0.12449	0.01425	0.10109	0.47775	0.00752
51	0.05293	0.12446	0.01454	0.10078	0.47784	0.00761
52	0.05267	0.12431	0.01479	0.10065	0.47787	0.00790
53	0.05268	0.12412	0.01477	0.10074	0.47784	0.00820
54	0.05283	0.12394	0.01457	0.10090	0.47775	0.00834
55	0.05283	0.12379	0.01446	0.10109	0.47758	0.00835
56	0.05253	0.12378	0.01461	0.10143	0.47728	0.00842
57	0.05207	0.12399	0.01497	0.10198	0.47690	0.00875
58	0.05176	0.12425	0.01533	0.10261	0.47657	0.00929
59	0.05183	0.12430	0.01541	0.10304	0.47649	0.00977
60	0.05217	0.12408	0.01514	0.10318	0.47669	0.00998
61	0.05244	0.12380	0.01477	0.10309	0.47697	0.00996
62	0.05244	0.12363	0.01456	0.10289	0.47704	0.00980
63	0.05230	0.12358	0.01456	0.10265	0.47685	0.00954
64	0.05228	0.12363	0.01467	0.10246	0.47658	0.00922
65	0.05240	0.12376	0.01477	0.10241	0.47639	0.00902
66	0.05254	0.12392	0.01480	0.10244	0.47634	0.00908
67	0.05260	0.12399	0.01477	0.10243	0.47639	0.00923
68	0.05261	0.12400	0.01468	0.10237	0.47648	0.00922
69	0.05259	0.12402	0.01455	0.10241	0.47652	0.00900
70	0.05256	0.12409	0.01445	0.10267	0.47649	0.00874
71	0.05252	0.12420	0.01440	0.10298	0.47645	0.00865
72	0.05258	0.12427	0.01431	0.10293	0.47657	0.00872
73	0.05277	0.12429	0.01414	0.10237	0.47686	0.00884
74	0.05303	0.12429	0.01398	0.10166	0.47713	0.00895
75	0.05322	0.12432	0.01393	0.10133	0.47711	0.00899
76	0.05327	0.12436	0.01399	0.10154	0.47687	0.00891
77	0.05321	0.12427	0.01412	0.10190	0.47669	0.00877
78	0.05310	0.12399	0.01428	0.10193	0.47673	0.00871
79	0.05300	0.12372	0.01437	0.10160	0.47691	0.00878
80	0.05294	0.12369	0.01429	0.10129	0.47705	0.00891
81	0.05293	0.12384	0.01410	0.10124	0.47709	0.00900
82	0.05293	0.12398	0.01396	0.10141	0.47699	0.00908
83	0.05295	0.12399	0.01394	0.10170	0.47677	0.00915
84	0.05301	0.12394	0.01393	0.10194	0.47656	0.00914
85	0.05314	0.12387	0.01389	0.10196	0.47651	0.00901
86	0.05328	0.12379	0.01390	0.10184	0.47658	0.00881
87	0.05336	0.12367	0.01404	0.10185	0.47659	0.00861
88	0.05335	0.12350	0.01431	0.10209	0.47645	0.00846
89	0.05319	0.12338	0.01464	0.10234	0.47628	0.00841
90	0.05290	0.12336	0.01494	0.10233	0.47618	0.00851
91	0.05264	0.12344	0.01507	0.10205	0.47620	0.00873
92	0.05262	0.12367	0.01494	0.10175	0.47636	0.00893
93	0.05284	0.12404	0.01456	0.10165	0.47667	0.00896
94	0.05309	0.12431	0.01410	0.10166	0.47699	0.00880
95	0.05315	0.12429	0.01386	0.10161	0.47712	0.00864
96	0.05301	0.12408	0.01398	0.10156	0.47698	0.00864
97	0.05282	0.12393	0.01436	0.10162	0.47682	0.00875
98	0.05276	0.12392	0.01472	0.10168	0.47685	0.00887
99	0.05292	0.12403	0.01488	0.10170	0.47699	0.00894
100	0.05323	0.12419	0.01486	0.10186	0.47692	0.00897
101	0.05355	0.12434	0.01479	0.10218	0.47661	0.00897
102	0.05371	0.12443	0.01476	0.10237	0.47637	0.00891
103	0.05370	0.12449	0.01479	0.10228	0.47638	0.00887
104	0.05364	0.12456	0.01491	0.10219	0.47652	0.00888
105	0.05369	0.12463	0.01501	0.10229	0.47655	0.00891
106	0.05383	0.12465	0.01507	0.10242	0.47648	0.00892
107	0.05389	0.12463	0.01514	0.10237	0.47636	0.00896
108	0.05373	0.12458	0.01524	0.10227	0.47622	0.00906
109	0.05345	0.12457	0.01529	0.10240	0.47605	0.00917
110	0.05325	0.12461	0.01522	0.10281	0.47595	0.00924
111	0.05320	0.12467	0.01508	0.10325	0.47596	0.00926
112	0.05325	0.12465	0.01491	0.10337	0.47613	0.00920
113	0.05335	0.12451	0.01473	0.10309	0.47640	0.00902
114	0.05344	0.12429	0.01458	0.10272	0.47664	0.00881
115	0.05350	0.12419	0.01450	0.10264	0.47668	0.00872
116	0.05350	0.12436	0.01450	0.10276	0.47659	0.00880
117	0.05342	0.12473	0.01460	0.10264	0.47657	0.00903
118	0.05328	0.12501	0.01480	0.10217	0.47665	0.00934
119	0.05312	0.12502	0.01506	0.10179	0.47670	0.00964
120	0.05301	0.12481	0.01521	0.10187	0.47663	0.00981
121	0.05301	0.12454	0.01508	0.10220	0.47647	0.00979
122	0.05310	0.12427	0.01478	0.10241	0.47629	0.00967
123	0.05323	0.12398	0.01454	0.10249	0.47614	0.00960
124	0.05332	0.12382	0.01443	0.10267	0.47609	0.00955
125	0.05333	0.12388	0.01432	0.10292	0.47620	0.00935
126	0.05328	0.12401	0.01414	0.10299	0.47645	0.00898
127	0.05323	0.12403	0.01400	0.10278	0.47670	0.00864
128	0.05320	0.12395	0.01400	0.10245	0.47687	0.00855
129	0.05315	0.12385	0.01414	0.10220	0.47689	0.00873
130	0.05309	0.12378	0.01423	0.10222	0.47673	0.00899
131	0.05313	0.12382	0.01399	0.10253	0.47646	0.00908
132	0.05326	0.12403	0.01353	0.10291	0.47624	0.00892
133	0.05336	0.12442	0.01320	0.10319	0.47612	0.00855
134	0.05332	0.12486	0.01318	0.10336	0.47612	0.00818
135	0.05317	0.12521	0.01333	0.10335	0.47622	0.00797
136	0.05305	0.12542	0.01339	0.10318	0.47638	0.00794
137	0.05309	0.12546	0.01332	0.10303	0.47649	0.00806
138	0.05328	0.12532	0.01319	0.10302	0.47646	0.00832
139	0.05347	0.12500	0.01308	0.10313	0.47633	0.00862
140	0.05353	0.12461	0.01306	0.10329	0.47622	0.00881
141	0.05349	0.12431	0.01315	0.10334	0.47622	0.00881
142	0.05344	0.12426	0.01329	0.10330	0.47635	0.00871
143	0.05344	0.12435	0.01340	0.10330	0.47650	0.00867
144	0.05345	0.12439	0.01341	0.10333	0.47658	0.00875
145	0.05349	0.12431	0.01326	0.10318	0.47666	0.00881
146	0.05352	0.12422	0.01306	0.10281	0.47679	0.00873
147	0.05346	0.12424	0.01296	0.10250	0.47693	0.00856
148	0.05328	0.12441	0.01302	0.10239	0.47704	0.00849
149	0.05305	0.12463	0.01308	0.10227	0.47714	0.00857
150	0.05291	0.12472	0.01304	0.10202	0.47724	0.00870
151	0.05293	0.12460	0.01290	0.10176	0.47729	0.00875
152	0.05305	0.12440	0.01276	0.10156	0.47723	0.00872
153	0.05312	0.12428	0.01274	0.10129	0.47712	0.00865
154	0.05303	0.12424	0.01290	0.10105	0.47699	0.00851
155	0.05287	0.12416	0.01311	0.10122	0.47687	0.00831
156	0.05282	0.12401	0.01314	0.10181	0.47682	0.00808
157	0.05293	0.12391	0.01298	0.10239	0.47687	0.00789
158	0.05303	0.12395	0.01287	0.10254	0.47702	0.00782
159	0.05302	0.12408	0.01297	0.10232	0.47716	0.00785
160	0.05292	0.12417	0.01325	0.10211	0.47720	0.00794
161	0.05280	0.12413	0.01356	0.10213	0.47709	0.00809
162	0.05266	0.12393	0.01380	0.10218	0.47691	0.00822
163	0.05253	0.12368	0.01393	0.10211	0.47673	0.00821
164	0.05253	0.12352	0.01390	0.10202	0.47661	0.00795
165	0.05269	0.12346	0.01366	0.10198	0.47659	0.00753
166	0.05291	0.12338	0.01330	0.10199	0.47668	0.00716
167	0.05304	0.12329	0.01299	0.10213	0.47682	0.00702
168	0.05303	0.12338	0.01287	0.10240	0.47699	0.00708
169	0.05292	0.12369	0.01298	0.10260	0.47717	0.00721
170	0.05280	0.12401	0.01321	0.10263	0.47732	0.00734
171	0.05273	0.12417	0.01340	0.10254	0.47735	0.00755
172	0.05269	0.12422	0.01350	0.10243	0.47728	0.00782
173	0.05261	0.12431	0.01360	0.10236	0.47712	0.00804
174	0.05248	0.12449	0.01378	0.10237	0.47693	0.00814
175	0.05239	0.12471	0.01397	0.10243	0.47679	0.00815
176	0.05238	0.12485	0.01406	0.10248	0.47677	0.00812
177	0.05239	0.12488	0.01413	0.10262	0.47678	0.00813
178	0.05234	0.12485	0.01419	0.10303	0.47675	0.00825
179	0.05230	0.12480	0.01419	0.10352	0.47672	0.00844
180	0.05232	0.12474	0.01406	0.10370	0.47678	0.00857
181	0.05241	0.12470	0.01391	0.10352	0.47688	0.00851
182	0.05256	0.12468	0.01391	0.10336	0.47689	0.00833
183	0.05269	0.12467	0.01414	0.10333	0.47677	0.00827
184	0.05278	0.12458	0.01443	0.10325	0.47651	0.00840
185	0.05283	0.12441	0.01456	0.10300	0.47619	0.00854
186	0.05290	0.12424	0.01444	0.10272	0.47589	0.00849
187	0.05298	0.12408	0.01412	0.10248	0.47575	0.00823
188	0.05302	0.12395	0.01378	0.10229	0.47578	0.00792
189	0.05299	0.12388	0.01362	0.10215	0.47589	0.00775
190	0.05294	0.12386	0.01373	0.10212	0.47606	0.00775
191	0.05290	0.12384	0.01402	0.10223	0.47619	0.00783
192	0.05286	0.12387	0.01432	0.10248	0.47621	0.00786
193	0.05280	0.12403	0.01454	0.10273	0.47607	0.00785
194	0.05277	0.12430	0.01469	0.10287	0.47583	0.00794
195	0.05279	0.12462	0.01479	0.10288	0.47562	0.00811
196	0.05282	0.12488	0.01488	0.10283	0.47556	0.00820
197	0.05280	0.12500	0.01498	0.10267	0.47571	0.00807
198	0.05274	0.12502	0.01511	0.10242	0.47586	0.00783
199	0.05266	0.12503	0.01520	0.10228	0.47579	0.00765
200	0.05266	0.12511	0.01509	0.10239	0.47554	0.00758
201	0.05276	0.12520	0.01478	0.10266	0.47538	0.00749
202	0.05289	0.12526	0.01444	0.10285	0.47547	0.00738
203	0.05299	0.12523	0.01430	0.10274	0.47565	0.00742
204	0.05304	0.12510	0.01434	0.10228	0.47573	0.00769
205	0.05315	0.12494	0.01438	0.10174	0.47574	0.00796
206	0.05331	0.12490	0.01433	0.10144	0.47576	0.00807
207	0.05338	0.12500	0.01433	0.10138	0.47577	0.00817
208	0.05330	0.12510	0.01447	0.10145	0.47573	0.00841
209	0.05317	0.12509	0.01471	0.10161	0.47564	0.00872
210	0.05310	0.12497	0.01493	0.10183	0.47557	0.00896
211	0.05313	0.12485	0.01494	0.10203	0.47561	0.00905
212	0.05326	0.12486	0.01470	0.10216	0.47575	0.00895
213	0.05341	0.12502	0.01442	0.10218	0.47591	0.00864
214	0.05351	0.12525	0.01437	0.10217	0.47599	0.00825
215	0.05352	0.12544	0.01452	0.10225	0.47597	0.00803
216	0.05349	0.12551	0.01467	0.10247	0.47589	0.00807
217	0.05355	0.12536	0.01465	0.10264	0.47581	0.00831
218	0.05371	0.12496	0.01455	0.10261	0.47580	0.00856
219	0.05386	0.12443	0.01450	0.10247	0.47588	0.00867
220	0.05386	0.12408	0.01457	0.10247	0.47599	0.00859
221	0.05373	0.12407	0.01464	0.10275	0.47605	0.00834
222	0.05362	0.12435	0.01460	0.10312	0.47606	0.00804
223	0.05363	0.12466	0.01448	0.10324	0.47607	0.00783
224	0.05370	0.12487	0.01443	0.10307	0.47611	0.00774
225	0.05372	0.12494	0.01447	0.10282	0.47617	0.00775
226	0.05363	0.12491	0.01456	0.10267	0.47617	0.00782
227	0.05348	0.12485	0.01465	0.10266	0.47612	0.00792
228	0.05340	0.12483	0.01472	0.10268	0.47608	0.00802
229	0.05346	0.12490	0.01472	0.10259	0.47611	0.00810
230	0.05359	0.12496	0.01468	0.10229	0.47613	0.00815
231	0.05363	0.12484	0.01468	0.10192	0.47606	0.00815
232	0.05350	0.12463	0.01475	0.10171	0.47590	0.00806
233	0.05331	0.12456	0.01487	0.10173	0.47576	0.00792
234	0.05319	0.12478	0.01495	0.10187	0.47574	0.00777
235	0.05322	0.12515	0.01495	0.10203	0.47588	0.00769
236	0.05335	0.12540	0.01489	0.10221	0.47605	0.00768
237	0.05348	0.12540	0.01484	0.10239	0.47614	0.00772
238	0.05352	0.12521	0.01485	0.10246	0.47619	0.00778
239	0.05350	0.12500	0.01496	0.10226	0.47637	0.00782
240	0.05352	0.12495	0.01508	0.10187	0.47668	0.00782
241	0.05362	0.12508	0.01514	0.10154	0.47694	0.00778
242	0.05370	0.12526	0.01511	0.10144	0.47701	0.00776
243	0.05368	0.12534	0.01504	0.10139	0.47695	0.00774
244	0.05362	0.12532	0.01496	0.10118	0.47690	0.00775
245	0.05358	0.12522	0.01494	0.10081	0.47689	0.00791
246	0.05358	0.12504	0.01504	0.10047	0.47689	0.00827
247	0.05365	0.12476	0.01518	0.10036	0.47693	0.00860
248	0.05379	0.12448	0.01524	0.10065	0.47698	0.00862
249	0.05389	0.12435	0.01518	0.10130	0.47698	0.00834
250	0.05382	0.12442	0.01513	0.10201	0.47688	0.00803
251	0.05358	0.12467	0.01522	0.10244	0.47672	0.00794
252	0.05330	0.12497	0.01540	0.10240	0.47665	0.00805
253	0.05310	0.12515	0.01552	0.10204	0.47683	0.00817
254	0.05305	0.12512	0.01549	0.10177	0.47717	0.00816
255	0.05313	0.12497	0.01536	0.10178	0.47743	0.00802
256	0.05334	0.12483	0.01520	0.10187	0.47751	0.00781
257	0.05358	0.12482	0.01501	0.10177	0.47755	0.00760
258	0.05374	0.12493	0.01477	0.10149	0.47767	0.00744
259	0.05375	0.12510	0.01449	0.10117	0.47781	0.00736
260	0.05367	0.12537	0.01431	0.10099	0.47787	0.00731
261	0.05362	0.12578	0.01437	0.10112	0.47781	0.00726
262	0.05368	0.12610	0.01460	0.10142	0.47769	0.00721
263	0.05382	0.12595	0.01470	0.10149	0.47767	0.00716
264	0.05394	0.12533	0.01453	0.10122	0.47775	0.00711
265	0.05391	0.12468	0.01429	0.10104	0.47770	0.00709
266	0.05371	0.12439	0.01426	0.10122	0.47732	0.00721
267	0.05346	0.12447	0.01449	0.10154	0.47680	0.00754
268	0.05335	0.12466	0.01474	0.10165	0.47655	0.00802
269	0.05345	0.12477	0.01477	0.10141	0.47676	0.00843
270	0.05365	0.12479	0.01460	0.10102	0.47722	0.00856
271	0.05383	0.12472	0.01431	0.10070	0.47761	0.00834
272	0.05396	0.12449	0.01403	0.10049	0.47774	0.00797
273	0.05405	0.12418	0.01389	0.10037	0.47766	0.00769
274	0.05408	0.12397	0.01397	0.10037	0.47753	0.00766
275	0.05416	0.12392	0.01419	0.10040	0.47750	0.00786
276	0.05431	0.12397	0.01436	0.10035	0.47756	0.00823
277	0.05437	0.12409	0.01443	0.10032	0.47749	0.00862
278	0.05422	0.12428	0.01440	0.10051	0.47724	0.00881
279	0.05395	0.12448	0.01439	0.10086	0.47700	0.00878
280	0.05375	0.12460	0.01454	0.10109	0.47690	0.00867
281	0.05367	0.12465	0.01487	0.10122	0.47679	0.00858
282	0.05367	0.12474	0.01522	0.10149	0.47656	0.00851
283	0.05371	0.12481	0.01539	0.10184	0.47637	0.00850
284	0.05382	0.12475	0.01543	0.10196	0.47645	0.00859
285	0.05397	0.12461	0.01542	0.10181	0.47674	0.00865
286	0.05409	0.12453	0.01535	0.10166	0.47698	0.00853
287	0.05419	0.12450	0.01522	0.10171	0.47702	0.00830
288	0.05431	0.12450	0.01514	0.10192	0.47691	0.00810
289	0.05439	0.12452	0.01522	0.10204	0.47680	0.00801
290	0.05433	0.12461	0.01545	0.10189	0.47669	0.00811
291	0.05414	0.12479	0.01569	0.10174	0.47655	0.00834
292	0.05394	0.12502	0.01575	0.10185	0.47645	0.00853
293	0.05382	0.12515	0.01556	0.10195	0.47658	0.00863
294	0.05380	0.12502	0.01518	0.10168	0.47691	0.00870
295	0.05390	0.12470	0.01477	0.10120	0.47724	0.00876
296	0.05408	0.12440	0.01450	0.10081	0.47742	0.00874
297	0.05425	0.12427	0.01448	0.10052	0.47750	0.00864
298	0.05439	0.12429	0.01463	0.10033	0.47755	0.00851
299	0.05454	0.12444	0.01472	0.10030	0.47757	0.00837
300	0.05469	0.12462	0.01470	0.10037	0.47760	0.00824
301	0.05477	0.12475	0.01472	0.10041	0.47769	0.00824
302	0.05477	0.12478	0.01494	0.10056	0.47778	0.00838
303	0.05470	0.12474	0.01530	0.10101	0.47776	0.00856
304	0.05457	0.12466	0.01555	0.10157	0.47760	0.00869
305	0.05449	0.12459	0.01546	0.10173	0.47746	0.00878
306	0.05460	0.12455	0.01504	0.10139	0.47743	0.00877
307	0.05493	0.12445	0.01454	0.10106	0.47750	0.00858
308	0.05530	0.12422	0.01430	0.10110	0.47752	0.00826
309	0.05553	0.12399	0.01449	0.10133	0.47739	0.00804
310	0.05550	0.12396	0.01508	0.10155	0.47709	0.00809
311	0.05530	0.12413	0.01589	0.10178	0.47673	0.00833
312	0.05509	0.12424	0.01665	0.10196	0.47657	0.00860
313	0.05503	0.12407	0.01718	0.10193	0.47672	0.00877
314	0.05504	0.12368	0.01746	0.10169	0.47704	0.00886
315	0.05502	0.12340	0.01761	0.10148	0.47728	0.00895
316	0.05493	0.12346	0.01776	0.10144	0.47725	0.00908
317	0.05483	0.12372	0.01799	0.10155	0.47695	0.00923
318	0.05473	0.12389	0.01823	0.10168	0.47655	0.00936
319	0.05462	0.12389	0.01831	0.10165	0.47632	0.00939
320	0.05456	0.12377	0.01818	0.10144	0.47633	0.00933
321	0.05463	0.12354	0.01807	0.10132	0.47642	0.00932
322	0.05481	0.12317	0.01813	0.10144	0.47643	0.00942
323	0.05512	0.12270	0.01831	0.10169	0.47645	0.00947
324	0.05554	0.12213	0.01846	0.10187	0.47659	0.00943
325	0.05593	0.12137	0.01866	0.10184	0.47676	0.00945
326	0.05614	0.12040	0.01913	0.10161	0.47684	0.00968
327	0.05612	0.11941	0.01985	0.10135	0.47681	0.01003
328	0.05598	0.11853	0.02054	0.10130	0.47676	0.01032
329	0.05595	0.11768	0.02101	0.10148	0.47681	0.01048
330	0.05612	0.11662	0.02140	0.10170	0.47697	0.01060
331	0.05640	0.11517	0.02197	0.10181	0.47716	0.01076
332	0.05664	0.11338	0.02266	0.10177	0.47735	0.01085
333	0.05679	0.11145	0.02311	0.10174	0.47751	0.01071
334	0.05685	0.10950	0.02321	0.10183	0.47760	0.01038
335	0.05680	0.10755	0.02323	0.10187	0.47758	0.01011
336	0.05666	0.10561	0.02345	0.10169	0.47751	0.01006
337	0.05644	0.10382	0.02378	0.10148	0.47751	0.01008
338	0.05625	0.10232	0.02388	0.10144	0.47764	0.00999
339	0.05618	0.10116	0.02360	0.10148	0.47786	0.00981
340	0.05622	0.10039	0.02302	0.10140	0.47801	0.00974
341	0.05625	0.10004	0.02235	0.10120	0.47807	0.00985
342	0.05620	0.10011	0.02177	0.10096	0.47810	0.01004
343	0.05604	0.10054	0.02133	0.10089	0.47807	0.01016
344	0.05578	0.10117	0.02093	0.10111	0.47785	0.01024
345	0.05543	0.10180	0.02037	0.10142	0.47747	0.01036
346	0.05509	0.10224	0.01955	0.10144	0.47717	0.01050
347	0.05486	0.10234	0.01852	0.10091	0.47721	0.01056
348	0.05467	0.10210	0.01744	0.10007	0.47756	0.01045
349	0.05438	0.10167	0.01647	0.09955	0.47784	0.01020
350	0.05397	0.10125	0.01577	0.09977	0.47773	0.00995
351	0.05361	0.10091	0.01536	0.10058	0.47731	0.00984
352	0.05343	0.10063	0.01512	0.10146	0.47694	0.01004
353	0.05340	0.10045	0.01492	0.10201	0.47688	0.01062
354	0.05348	0.10043	0.01468	0.10219	0.47705	0.01149
355	0.05363	0.10063	0.01435	0.10233	0.47719	0.01250
356	0.05374	0.10097	0.01394	0.10279	0.47713	0.01355
357	0.05378	0.10134	0.01347	0.10354	0.47693	0.01462
358	0.05380	0.10167	0.01299	0.10422	0.47675	0.01576
359	0.05389	0.10199	0.01255	0.10468	0.47671	0.01704
360	0.05403	0.10227	0.01231	0.10510	0.47680	0.01852
361	0.05412	0.10239	0.01234	0.10572	0.47694	0.02009
362	0.05418	0.10230	0.01253	0.10643	0.47712	0.02149
363	0.05424	0.10207	0.01259	0.10696	0.47738	0.02261
364	0.05431	0.10177	0.01235	0.10736	0.47781	0.02339
365	0.05440	0.10143	0.01196	0.10791	0.47847	0.02384
366	0.05448	0.10108	0.01165	0.10868	0.47936	0.02404
367	0.05453	0.10090	0.01146	0.10966	0.48045	0.02408
368	0.05453	0.10098	0.01130	0.11087	0.48167	0.02400
369	0.05447	0.10129	0.01121	0.11214	0.48294	0.02384
370	0.05437	0.10169	0.01123	0.11311	0.48416	0.02359
371	0.05431	0.10199	0.01123	0.11369	0.48510	0.02311
372	0.05434	0.10209	0.01110	0.11418	0.48550	0.02231
373	0.05442	0.10199	0.01089	0.11486	0.48535	0.02131
374	0.05437	0.10180	0.01080	0.11570	0.48489	0.02031
375	0.05413	0.10169	0.01097	0.11647	0.48448	0.01941
376	0.05381	0.10172	0.01138	0.11710	0.48430	0.01863
377	0.05357	0.10183	0.01184	0.11775	0.48437	0.01790
378	0.05342	0.10201	0.01215	0.11854	0.48460	0.01709
379	0.05326	0.10222	0.01223	0.11925	0.48491	0.01612
380	0.05313	0.10235	0.01215	0.11957	0.48519	0.01506
381	0.05308	0.10228	0.01205	0.11954	0.48534	0.01408
382	0.05315	0.10201	0.01204	0.11955	0.48533	0.01318
383	0.05332	0.10174	0.01207	0.11981	0.48528	0.01225
384	0.05348	0.10159	0.01207	0.12007	0.48533	0.01124
385	0.05352	0.10161	0.01207	0.12011	0.48549	0.01028
386	0.05342	0.10180	0.01213	0.12004	0.48571	0.00950
387	0.05326	0.10210	0.01215	0.11992	0.48598	0.00889
388	0.05318	0.10241	0.01201	0.11958	0.48636	0.00843
389	0.05328	0.10260	0.01180	0.11894	0.48681	0.00823
390	0.05353	0.10268	0.01171	0.11834	0.48716	0.00830
391	0.05384	0.10278	0.01174	0.11823	0.48723	0.00846
392	0.05411	0.10301	0.01175	0.11857	0.48710	0.00855
393	0.05423	0.10328	0.01169	0.11894	0.48695	0.00859
394	0.05415	0.10340	0.01169	0.11894	0.48688	0.00865
395	0.05397	0.10327	0.01184	0.11862	0.48686	0.00866
396	0.05390	0.10304	0.01209	0.11839	0.48682	0.00860
397	0.05398	0.10289	0.01232	0.11856	0.48670	0.00847
398	0.05404	0.10289	0.01250	0.11908	0.48652	0.00828
399	0.05387	0.10301	0.01271	0.11972	0.48633	0.00808
400	0.05357	0.10311	0.01306	0.12023	0.48615	0.00802
401	0.05339	0.10306	0.01353	0.12051	0.48599	0.00811
402	0.05347	0.10284	0.01401	0.12055	0.48583	0.00826
403	0.05380	0.10262	0.01439	0.12033	0.48569	0.00838
404	0.05424	0.10253	0.01469	0.11983	0.48557	0.00840
405	0.05469	0.10240	0.01501	0.11921	0.48548	0.00832
406	0.05515	0.10194	0.01544	0.11879	0.48547	0.00817
407	0.05565	0.10109	0.01602	0.11868	0.48552	0.00808
408	0.05620	0.10004	0.01674	0.11871	0.48560	0.00815
409	0.05671	0.09897	0.01759	0.11863	0.48564	0.00833
410	0.05718	0.09790	0.01848	0.11847	0.48566	0.00850
411	0.05768	0.09674	0.01931	0.11836	0.48573	0.00868
412	0.05828	0.09550	0.01998	0.11823	0.48589	0.00894
