Unnamed: 0_level_0,L_MTP_ANGLE,L_MTP_ANGLE,L_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,R_MTP_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,L_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,R_ANKLE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,L_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,R_KNEE_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,L_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,R_HIP_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,L_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,R_SHOULDER_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,L_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,R_ELBOW_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,L_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,R_WRIST_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,NECK_ANGLE_SHADOW,Trunk_Joint_Angle,Trunk_Joint_Angle,Trunk_Joint_Angle
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1364,-6.7015,-0.0,0.0,-3.50597,0.0,-0.0,-4.56995,-7.11115,6.19261,17.26685,0.24502,-20.37983,-25.9952,-0.46563,-0.00184,-24.70145,-5.1512,-0.00049,28.40735,12.50938,7.30957,12.92122,4.85975,-13.06258,29.36733,23.38631,-5.79814,46.68446,-14.36952,32.81287,128.01793,0.00061,-106.39983,116.95811,-0.00221,100.92109,-5.6287,-14.28839,-0.00055,-1.97834,5.08144,-0.00213,-7.92533,-10.83782,8.2603,-31.18011,-13.18387,3.35548,-0.48726,0.20587,4.92102
1365,-6.38175,-0.0,-0.0,-3.38596,0.0,-0.0,-5.07561,-7.20569,5.96295,17.44099,0.12435,-20.29313,-26.89586,-0.41362,-0.00205,-24.98899,-5.17115,0.00033,28.89035,12.46797,7.25604,13.00731,4.69281,-13.05374,30.00543,23.574,-5.95718,47.1894,-14.2926,32.94601,128.00082,0.00135,-106.46997,116.8307,-0.00101,100.55455,-5.69481,-14.21425,-0.00188,-1.48749,5.02593,-0.00205,-7.8959,-10.91265,8.17212,-31.15964,-13.21841,3.2434,-0.52436,0.14172,4.94267
1366,-5.84614,-0.0,0.0,-3.23992,0.0,-0.0,-5.78384,-7.41129,5.6926,17.607,0.09839,-20.09252,-27.94325,-0.3805,-0.00166,-25.24727,-5.23252,0.00093,29.47908,12.44592,7.17369,13.0859,4.50289,-13.139,30.67602,23.78989,-6.13596,47.75272,-14.21362,33.12265,128.03047,0.001,-106.14521,116.69004,0.0011,100.55952,-5.86815,-14.08937,-0.00355,-1.1402,4.9861,-0.00132,-7.93938,-11.02299,8.07345,-31.21556,-13.28152,3.1072,-0.5529,0.06021,4.97295
1367,-5.17524,-0.0,0.0,-3.09607,0.0,-0.0,-6.72247,-7.66439,5.36183,17.76653,0.16683,-19.8406,-29.15356,-0.38105,-0.00091,-25.47837,-5.2999,0.00111,30.16992,12.4562,7.09633,13.12961,4.28427,-13.254,31.38807,24.01935,-6.39041,48.382,-14.13321,33.35823,128.11975,0.00011,-105.57381,116.55254,0.00272,101.0103,-6.15178,-13.95913,-0.00489,-1.04784,5.05471,-0.00165,-8.05618,-11.13046,7.94324,-31.34515,-13.32972,2.94294,-0.59228,-0.03907,5.02091
1368,-4.49747,0.0,0.0,-2.98341,0.0,-0.0,-7.91642,-7.88799,4.93975,17.91274,0.29073,-19.59833,-30.53596,-0.41804,-0.0004,-25.68876,-5.33247,0.00099,30.96579,12.50688,7.07531,13.12389,4.02866,-13.34153,32.15134,24.24019,-6.76601,49.0757,-14.05742,33.65621,128.27481,-5e-05,-104.86709,116.43663,0.00283,101.7894,-6.54185,-13.86612,-0.00553,-1.21486,5.30229,-0.00408,-8.21594,-11.20467,7.77032,-31.5153,-13.3308,2.75264,-0.6523,-0.1564,5.08923
1369,-3.96085,-0.0,-0.0,-2.91364,0.0,0.0,-9.37516,-8.01958,4.40534,18.03468,0.40828,-19.39819,-32.09,-0.48319,-0.00063,-25.88804,-5.30391,0.0007,31.87138,12.59714,7.15937,13.07031,3.72632,-13.37376,32.97649,24.42483,-7.27838,49.8225,-14.00362,34.01585,128.49396,0.0017,-104.16363,116.35662,0.00163,102.74225,-6.95834,-13.87748,-0.00587,-1.57049,5.74575,-0.00748,-8.36499,-11.23684,7.56353,-31.67117,-13.2801,2.54814,-0.73307,-0.29375,5.17824
1370,-3.71139,0.0,-0.0,-2.87209,0.0,0.0,-11.07218,-8.03689,3.77049,18.12358,0.4599,-19.24119,-33.81083,-0.5627,-0.00161,-26.0876,-5.20879,0.00032,32.88585,12.71704,7.36765,12.97954,3.36828,-13.35183,33.86977,24.54933,-7.90398,50.60731,-13.99552,34.43822,128.76987,0.00505,-103.60851,116.31811,0.0,103.75758,-7.23765,-14.07719,-0.00751,-2.02024,6.33819,-0.00951,-8.45093,-11.23545,7.35183,-31.7606,-13.19667,2.35281,-0.83389,-0.45386,5.28644
1371,-3.88407,-0.0,0.0,-2.83634,0.0,0.0,-12.92691,-7.97083,3.08704,18.18161,0.41082,-19.11573,-35.69909,-0.64453,-0.0024,-26.30062,-5.0532,-0.00023,34.00668,12.85173,7.67774,12.86848,2.94757,-13.28576,34.82688,24.60563,-8.59051,51.41766,-14.04895,34.92172,129.08997,0.00784,-103.20384,116.31802,-0.00112,104.69404,-7.24189,-14.49031,-0.01112,-2.47115,6.98447,-0.00858,-8.45118,-11.21383,7.17243,-31.76168,-13.10718,2.19563,-0.95476,-0.63814,5.40754
1372,-4.59152,-0.0,0.0,-2.80967,0.0,0.0,-14.79739,-7.87711,2.43265,18.22837,0.26114,-19.02348,-37.76981,-0.72845,-0.0013,-26.54124,-4.84255,-0.001,35.23879,12.98978,8.03151,12.75992,2.46176,-13.17184,35.83205,24.60661,-9.28195,52.24433,-14.15861,35.45312,129.43687,0.00788,-102.7797,116.34898,-0.00117,105.35291,-6.9572,-15.03387,-0.01413,-2.83117,7.57563,-0.00503,-8.38659,-11.1841,7.05349,-31.69614,-13.0337,2.0977,-1.09245,-0.84526,5.52882
