Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2863,-0.00014,-0.00046,-0.00042,-0.00921,-0.01852,-0.02073,-0.22084,-0.40705,-0.16674,-0.0104,0.00356,-0.00253,-0.00208,0.00434,-0.00234,-0.00244,-0.00016,-0.00075,-0.00411,-0.00421,-0.0058,-0.00697,0.0015,-0.0024,0.00074,-0.00097,-0.00055,0.00144,0.00107,-0.00094,0.24285,0.08641,0.03598,-0.02297,9e-05,-0.00224,-0.00573,-0.00169,-0.00315,-0.00573,-0.00169,-0.00315,-5e-05,-0.0,-2e-05,0.13377,0.02043,-0.01764,-0.0185,0.00895,-0.00132,-0.00076,-0.00027,-0.00264,-0.00076,-0.00027,-0.00264,1e-05,-0.0,-1e-05,1.29054,-1.31107,-0.27487
2864,-0.00023,-0.0004,-0.00035,-0.01312,-0.01632,-0.01739,-0.18805,-0.38777,-0.17918,-0.00727,0.0016,-0.00289,0.00083,0.00391,-0.00015,-0.00195,-0.00118,0.00013,-0.00038,-0.0019,-0.00775,-0.00738,0.00191,-0.00349,0.00251,-0.00132,-0.00098,-0.00104,0.00191,-0.00552,0.24988,0.07283,0.01285,-0.0218,0.00208,-0.00727,-0.0045,-0.00285,-0.00383,-0.0045,-0.00285,-0.00383,-4e-05,-0.0,-2e-05,0.14231,0.02155,-0.02976,-0.01684,0.00655,-0.00283,-0.00194,-0.00037,-0.00255,-0.00194,-0.00037,-0.00255,2e-05,0.0,-1e-05,1.00713,-1.25689,-0.43274
2865,-0.0002,-0.00032,-0.00033,-0.01131,-0.01294,-0.01614,-0.12141,-0.34964,-0.25419,-0.00609,-0.00164,-0.00468,0.00134,0.00258,0.00106,-0.00115,-0.00159,0.00078,0.00712,-0.00121,-0.00916,-0.00179,0.00216,-0.00411,0.00311,-0.00075,-0.00123,-0.00389,0.00059,-0.0078,0.23285,0.05005,0.00253,-0.01811,0.0045,-0.01045,-0.00433,-0.00364,-0.00436,-0.00433,-0.00364,-0.00436,-2e-05,-1e-05,-2e-05,0.14479,0.01401,-0.04554,-0.01578,0.00382,-0.00442,-0.00171,-8e-05,-0.002,-0.00171,-8e-05,-0.002,2e-05,1e-05,-0.0,0.81509,-1.35895,-0.67059
2866,-0.00017,-0.00024,-0.00038,-0.00956,-0.00949,-0.01874,-0.05434,-0.30971,-0.32809,-0.00579,-0.00529,-0.00595,0.00031,-0.00012,0.00144,-0.0003,-0.00122,0.00092,0.01409,-0.00346,-0.01001,0.00565,0.00249,-0.00315,0.00238,5e-05,-0.00039,-0.00567,-0.00278,-0.01,0.20388,0.02405,0.00163,-0.01352,0.00696,-0.01224,-0.00481,-0.00397,-0.00472,-0.00481,-0.00397,-0.00472,-0.0,-1e-05,-2e-05,0.14684,-0.00065,-0.06199,-0.0172,0.00177,-0.00568,-0.0006,0.00051,-0.00134,-0.0006,0.00051,-0.00134,2e-05,1e-05,-0.0,0.72548,-1.40853,-0.89778
2867,-0.00018,-0.00018,-0.00045,-0.00967,-0.00662,-0.02267,-0.03411,-0.27773,-0.34756,-0.00525,-0.0081,-0.00581,-0.0007,-0.00309,0.00173,0.00035,-0.00053,0.00084,0.01758,-0.00735,-0.01014,0.01003,0.00217,-0.00122,0.00068,0.00046,0.00089,-0.00597,-0.0045,-0.01288,0.1844,0.00395,0.00345,-0.01155,0.00868,-0.01347,-0.00523,-0.00384,-0.00468,-0.00523,-0.00384,-0.00468,1e-05,-1e-05,-1e-05,0.15947,-0.0154,-0.07091,-0.02085,0.00165,-0.00592,8e-05,0.00083,-0.00068,8e-05,0.00083,-0.00068,1e-05,2e-05,-0.0,0.64284,-1.26925,-1.03013
2868,-0.0002,-0.00013,-0.00049,-0.01085,-0.00476,-0.02442,-0.06702,-0.23585,-0.31061,-0.00353,-0.00936,-0.00486,-0.00076,-0.00492,0.00215,0.00083,-0.00016,0.00084,0.01734,-0.009,-0.00909,0.00987,0.00039,-0.00078,-0.00121,0.00023,0.0009,-0.00511,-0.00078,-0.01571,0.17859,-0.01177,0.00447,-0.01298,0.00869,-0.01373,-0.00484,-0.00337,-0.00427,-0.00484,-0.00337,-0.00427,1e-05,-1e-05,-1e-05,0.18264,-0.03338,-0.07199,-0.02468,0.00471,-0.0051,-0.00025,0.00038,9e-05,-0.00025,0.00038,9e-05,1e-05,1e-05,0.0,0.46641,-1.04245,-1.05926
2869,-0.00026,-0.00011,-0.00046,-0.01346,-0.00424,-0.02298,-0.11326,-0.16915,-0.23963,-0.00056,-0.00897,-0.00385,4e-05,-0.00504,0.00237,0.00107,-0.00031,0.0009,0.01469,-0.00583,-0.00688,0.00693,-0.0021,-0.00307,-0.00211,-0.00038,-0.00091,-0.00321,0.00685,-0.01737,0.16983,-0.03029,0.0016,-0.01496,0.00641,-0.01214,-0.00325,-0.00269,-0.0038,-0.00325,-0.00269,-0.0038,1e-05,-1e-05,-2e-05,0.20092,-0.05589,-0.07367,-0.02669,0.0096,-0.0043,-0.00096,-0.0006,0.00084,-0.00096,-0.0006,0.00084,0.0,-1e-05,0.0,0.20732,-0.91466,-1.00482
2870,-0.00032,-0.0001,-0.00041,-0.01646,-0.00403,-0.02048,-0.13973,-0.09638,-0.14629,0.00227,-0.00714,-0.00265,0.0012,-0.00398,0.00214,0.00087,-0.0008,0.00076,0.01147,-0.00011,-0.00464,0.00383,-0.00314,-0.00577,-0.00134,-0.00085,-0.00281,-0.0009,0.01196,-0.01692,0.14238,-0.05289,-0.01168,-0.01425,0.00293,-0.00982,-0.00123,-0.00172,-0.00306,-0.00123,-0.00172,-0.00306,1e-05,0.0,-2e-05,0.1972,-0.06982,-0.07936,-0.02585,0.01213,-0.00451,-0.00081,-0.00111,0.00088,-0.00081,-0.00111,0.00088,-0.0,-2e-05,0.0,0.00944,-0.94889,-0.86272
2871,-0.00032,-6e-05,-0.00039,-0.01624,-0.00242,-0.01968,-0.14176,-0.04627,-0.03792,0.00329,-0.00481,-0.00124,0.00238,-0.00269,0.00166,0.00036,-0.00147,0.00047,0.00924,0.00379,-0.00334,0.00221,-0.00194,-0.00576,0.00028,-0.00086,-0.00283,-0.00011,0.01109,-0.01437,0.09816,-0.07259,-0.03508,-0.01064,0.00023,-0.00872,-0.00013,-0.00038,-0.00148,-0.00013,-0.00038,-0.00148,1e-05,0.0,-1e-05,0.16587,-0.06434,-0.0816,-0.02188,0.00944,-0.00523,0.0007,-0.00045,-0.00016,0.0007,-0.00045,-0.00016,-0.0,-1e-05,-0.0,-0.06149,-1.04907,-0.64302
