Unnamed: 0_level_0,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Head_Shadow_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,Trunk_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_UA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_FA_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,R_Hand_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_UA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_FA_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,L_Hand_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,Pelvis_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Thigh_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Shank_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Foot_Shadow_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,R_Toes_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Thigh_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Shank_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Foot_Shadow_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,L_Toes_AngMom_wrt_LAB,FullBody_AngMom,FullBody_AngMom,FullBody_AngMom
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
445,-2e-05,3e-05,-0.00048,-0.0006,0.0037,-0.02359,-0.02602,-0.09752,-0.08546,0.0017,-0.00171,-0.00168,-0.00167,0.00019,-0.00012,-0.00107,0.00012,-0.00016,-0.00121,-0.003,-0.00027,0.00253,-0.00399,-0.00188,-0.00154,0.00079,-0.00117,-0.00263,-0.0054,0.00228,-0.08522,0.00761,0.00142,0.00076,-0.01365,0.0114,0.00333,-0.00264,-0.00239,0.00333,-0.00264,-0.00239,3e-05,-1e-05,-1e-05,0.01396,0.00063,-0.00791,-0.00165,-0.00642,-0.00115,-2e-05,0.00085,-0.00126,-2e-05,0.00085,-0.00126,1e-05,2e-05,-0.0,-0.92686,-0.51387,-0.30558
446,3e-05,-5e-05,-0.00039,0.00165,-0.00011,-0.01909,-0.08087,-0.08275,-0.06894,0.00105,0.00053,-0.00069,-0.00122,0.00157,0.00154,-0.0009,0.00072,0.00068,-0.00152,-0.00177,-0.00049,0.00012,-0.00131,-0.00026,-0.00122,0.00211,-0.00081,-0.00024,-0.00746,0.0011,-0.11959,0.03817,-0.00716,0.00333,-0.01762,0.01403,0.00327,-0.0029,-0.00266,0.00327,-0.0029,-0.00266,3e-05,-1e-05,-1e-05,0.00142,0.00026,-0.00149,0.00022,-0.00853,-0.00052,-0.00018,0.00136,-0.00046,-0.00018,0.00136,-0.00046,2e-05,3e-05,0.0,-0.92077,-0.24564,-0.38289
447,2e-05,-0.0001,-0.00012,0.00112,-0.00363,-0.00536,-0.07711,-0.014,-0.01995,-0.00132,0.0024,-0.0001,-0.00051,0.00225,0.00187,-0.00053,0.00069,0.00098,0.0001,-0.00025,-0.00084,-0.00098,0.00196,0.00196,-0.00029,0.00236,0.00038,0.00052,-0.00445,-8e-05,-0.14642,0.05876,-0.01953,0.00494,-0.01957,0.01456,0.00329,-0.00354,-0.00239,0.00329,-0.00354,-0.00239,2e-05,-2e-05,-1e-05,-0.00492,-0.01083,0.00746,-0.00083,-0.00801,0.0009,-0.0005,0.0012,0.00062,-0.0005,0.0012,0.00062,3e-05,2e-05,0.0,-0.89429,0.19071,-0.41353
448,1e-05,-7e-05,0.00013,0.00027,-0.0035,0.00654,-0.03539,0.06912,0.03763,-0.00351,0.00279,-0.00015,-0.0,0.00157,0.0001,0.00023,-1e-05,0.00046,0.00184,0.00096,-0.00038,-0.00078,0.00336,0.00342,0.0006,0.0017,0.00137,-8e-05,0.00088,-0.00217,-0.16531,0.06821,-0.03298,0.00658,-0.02034,0.01387,0.00358,-0.00417,-0.00184,0.00358,-0.00417,-0.00184,1e-05,-2e-05,-0.0,-0.00292,-0.02066,0.01152,-0.0029,-0.00579,0.0018,-0.00099,0.00044,0.0012,-0.00099,0.00044,0.0012,2e-05,1e-05,1e-05,-0.84535,0.55789,-0.44304
449,2e-05,1e-05,0.00021,0.00103,-0.00048,0.01036,0.00623,0.1174,0.05858,-0.00307,0.00145,-0.00059,0.00034,0.00022,-0.00199,0.00101,-0.00076,-0.00029,0.00157,0.00124,0.00095,-0.00073,0.00197,0.00308,0.00103,0.00059,0.00118,-0.00066,0.00389,-0.00554,-0.17856,0.07251,-0.04163,0.0088,-0.02006,0.01287,0.00385,-0.00428,-0.00125,0.00385,-0.00428,-0.00125,0.0,-2e-05,0.0,-0.00647,-0.0188,0.00427,-0.00268,-0.0027,0.00092,-0.00124,-0.00041,0.00093,-0.00124,-0.00041,0.00093,1e-05,-0.0,0.0,-0.82147,0.65134,-0.4928
450,2e-05,0.00011,0.00018,0.00097,0.00341,0.00824,0.02825,0.11324,0.02704,0.0003,-0.00065,-0.00117,0.00056,-0.00034,-0.00221,0.00116,-0.00089,-0.00043,-0.00064,9e-05,0.0017,-0.00163,-0.0008,0.0012,0.00095,-0.00062,1e-05,-0.0004,0.00358,-0.00976,-0.18281,0.07358,-0.0375,0.01044,-0.01805,0.01203,0.00364,-0.00365,-0.00103,0.00364,-0.00365,-0.00103,0.0,-2e-05,0.0,-0.0223,-0.00692,-0.01213,0.00037,0.00072,-0.00148,-0.00063,-0.00092,0.00033,-0.00063,-0.00092,0.00033,-1e-05,-2e-05,0.0,-0.83876,0.50649,-0.53999
451,-4e-05,0.00019,0.00012,-0.0021,0.00735,0.00513,0.02694,0.0856,-0.00641,0.00401,-0.00157,-0.0012,0.00103,0.00025,-0.00077,0.00066,-0.00038,-0.00014,-0.00245,-0.00201,0.00085,-0.00257,-0.00282,-0.00097,0.00036,-0.00152,-0.00106,0.00038,0.00299,-0.01086,-0.18398,0.07111,-0.02082,0.01087,-0.01468,0.0117,0.00296,-0.00259,-0.00115,0.00296,-0.00259,-0.00115,0.0,-1e-05,-0.0,-0.03725,0.00408,-0.02558,0.0039,0.00315,-0.00353,0.00051,-0.00098,9e-05,0.00051,-0.00098,9e-05,-3e-05,-2e-05,-0.0,-0.94076,0.40417,-0.51378
452,-0.0001,0.00024,9e-05,-0.00538,0.00963,0.00369,0.02225,0.07471,0.0131,0.00461,-0.00021,1e-05,0.00205,0.00085,0.00024,0.00011,0.00025,-0.00028,-0.0022,-0.00351,-0.00065,-0.00222,-0.0032,-0.00211,-0.00055,-0.00161,-0.00126,0.00017,0.00434,-0.00475,-0.19684,0.06804,-0.0044,0.01169,-0.01149,0.0117,0.00231,-0.00177,-0.00089,0.00231,-0.00177,-0.00089,0.0,-0.0,-0.0,-0.03342,0.00622,-0.02743,0.00527,0.00339,-0.00382,0.0011,-0.00069,0.00013,0.0011,-0.00069,0.00013,-4e-05,-2e-05,-0.0,-1.15309,0.58995,-0.39404
453,-8e-05,0.00021,9e-05,-0.00446,0.00823,0.00367,0.05011,0.08449,0.06329,0.00179,0.00229,0.00191,0.00277,0.00061,-0.00018,-0.00013,0.00052,-0.00093,-0.00079,-0.00317,-0.00106,-0.00073,-0.00242,-0.00162,-0.00119,-0.00073,-0.00072,-0.00166,0.00627,0.00481,-0.22123,0.0683,-0.00264,0.01497,-0.00945,0.01102,0.0021,-0.00152,1e-05,0.0021,-0.00152,1e-05,0.0,-1e-05,0.0,-0.01185,0.00345,-0.02222,0.00384,0.00241,-0.00299,0.00077,-0.00031,-0.00023,0.00077,-0.00031,-0.00023,-3e-05,-1e-05,-0.0,-1.30661,0.99267,-0.29448
