Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
360,0.12123,-0.18214,0.06001,0.1643,-0.20532,-0.08521,0.15258,-0.28976,0.08218,0.08679,-0.31241,0.00503,0.14112,-0.23085,0.04466,0.1667,-0.28307,0.05312,0.15427,-0.23529,0.05824,0.26011,-0.2745,0.02654,0.25686,-0.27634,0.08823,0.16383,-0.19423,0.06675,0.09601,-0.17054,0.05726,0.08009,-0.1773,0.0765,0.07191,-0.1313,0.03964,0.05828,-0.1634,0.08428,0.02463,-0.05434,0.02162,0.03983,-0.16937,0.07896,-0.01506,0.00846,0.00186,0.0418,-0.16441,0.08025,-0.0151,0.00784,-0.00144
361,0.11612,-0.1708,0.05755,0.18401,-0.21356,-0.04509,0.13872,-0.26397,0.08277,0.14186,-0.24853,-0.0099,0.14493,-0.22845,0.06591,0.15267,-0.23866,0.0491,0.16851,-0.23032,0.07398,0.23394,-0.27353,0.02204,0.24353,-0.27751,0.09903,0.1538,-0.16978,0.06974,0.09282,-0.16373,0.05123,0.07949,-0.17435,0.05059,0.06892,-0.12796,0.04396,0.0459,-0.18397,0.05683,0.00906,-0.04028,0.02509,0.04151,-0.20188,0.05859,-0.00709,0.01495,0.01674,0.04489,-0.19415,0.05887,-0.00703,0.01583,0.02141
362,0.1114,-0.16408,0.06155,0.22984,-0.16659,0.01409,0.12962,-0.21983,0.08667,0.20439,-0.15061,0.01232,0.14418,-0.20874,0.08704,0.15572,-0.17783,0.06431,0.16868,-0.20789,0.07584,0.21083,-0.27155,0.03651,0.23156,-0.27708,0.1123,0.14442,-0.16198,0.07794,0.0769,-0.16706,0.05195,0.07484,-0.16975,0.04376,0.06761,-0.12904,0.04411,0.04074,-0.19819,0.04942,0.01595,-0.0255,0.02605,0.05254,-0.24164,0.0496,0.00983,0.00388,0.02701,0.05755,-0.23141,0.04695,0.00987,0.00617,0.03783
363,0.10774,-0.15848,0.06402,0.26765,-0.13801,0.08599,0.12153,-0.19011,0.09244,0.22395,-0.08581,0.06808,0.1461,-0.17815,0.0974,0.16573,-0.12618,0.08076,0.16292,-0.16655,0.06266,0.1941,-0.26864,0.06513,0.22263,-0.27444,0.12357,0.13719,-0.1617,0.08081,0.06273,-0.16964,0.05059,0.06949,-0.16251,0.04403,0.06726,-0.12137,0.04076,0.03834,-0.21357,0.04535,0.03351,-0.01244,0.02551,0.06865,-0.28801,0.03988,0.02115,-0.00932,0.03117,0.07426,-0.27834,0.03251,0.02107,-0.00683,0.04116
364,0.10191,-0.14813,0.05514,0.27469,-0.16232,0.13162,0.11357,-0.1918,0.08304,0.18303,-0.10907,0.12638,0.15062,-0.16439,0.0857,0.15728,-0.12009,0.09571,0.15849,-0.1378,0.04172,0.1707,-0.26445,0.08416,0.20381,-0.27036,0.13051,0.12657,-0.15259,0.06708,0.06315,-0.15473,0.03654,0.07068,-0.1436,0.03222,0.06325,-0.1008,0.03288,0.04078,-0.22737,0.02594,0.03346,-0.00543,0.02026,0.0829,-0.32779,0.02115,0.01447,-0.00429,0.02607,0.08808,-0.32007,0.01166,0.01449,-0.00376,0.02972
365,0.0908,-0.13178,0.03664,0.22145,-0.23372,0.14084,0.10474,-0.21179,0.06195,0.11659,-0.19964,0.15108,0.14776,-0.17084,0.05927,0.12256,-0.16412,0.10755,0.15047,-0.14166,0.02732,0.13898,-0.25289,0.07145,0.17042,-0.26025,0.12899,0.10869,-0.12937,0.04269,0.07146,-0.11959,0.01404,0.07703,-0.11421,0.0075,0.05126,-0.07427,0.01977,0.05625,-0.2343,-0.00674,0.00973,-0.00398,0.00811,0.09112,-0.35265,-0.00364,-0.00365,0.01846,0.01165,0.096,-0.34385,-0.00782,-0.00327,0.01588,0.00889
366,0.07803,-0.11333,0.02147,0.11156,-0.30193,0.15155,0.09062,-0.22419,0.0615,0.08048,-0.26643,0.13814,0.13218,-0.16536,0.04701,0.08842,-0.2082,0.10833,0.13125,-0.15013,0.02974,0.1159,-0.23035,0.03576,0.13758,-0.23999,0.11688,0.09127,-0.10256,0.02572,0.07193,-0.08106,4e-05,0.08071,-0.08857,-0.01305,0.03493,-0.05174,0.00638,0.08316,-0.236,-0.0338,-0.01532,0.00038,-0.0049,0.09205,-0.36733,-0.02376,-0.01632,0.03742,-0.00307,0.09705,-0.35465,-0.01732,-0.01575,0.03319,-0.00821
367,0.07064,-0.09767,0.01889,0.0186,-0.32643,0.1812,0.07339,-0.20984,0.09828,0.09323,-0.24955,0.10975,0.11082,-0.11996,0.06514,0.08326,-0.20022,0.09293,0.10382,-0.12151,0.04216,0.11625,-0.20746,0.00986,0.12361,-0.21817,0.10125,0.0849,-0.08522,0.02575,0.06132,-0.05615,0.00435,0.07693,-0.0762,-0.0159,0.02425,-0.03863,0.00018,0.10256,-0.23862,-0.04349,-0.02011,0.01178,-0.01004,0.08614,-0.37925,-0.03339,-0.0156,0.0375,-0.00954,0.09069,-0.3654,-0.01985,-0.01513,0.03403,-0.01337
368,0.0694,-0.08864,0.02596,0.0086,-0.32036,0.19662,0.06379,-0.16423,0.14628,0.11934,-0.18536,0.08297,0.08891,-0.04315,0.09303,0.103,-0.14633,0.06338,0.07829,-0.05794,0.04874,0.13687,-0.1996,0.01379,0.13034,-0.20905,0.09446,0.0882,-0.08123,0.03643,0.04965,-0.04522,0.0209,0.06651,-0.07528,-0.00401,0.02388,-0.03511,0.00396,0.09578,-0.2485,-0.04214,-0.00612,0.01899,-0.00461,0.07636,-0.39548,-0.0391,-0.0093,0.0238,-0.00797,0.07907,-0.38666,-0.02861,-0.00903,0.02158,-0.01073
