	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d
1199	0.00021	-0.00018	-0.00013	0.01201	-0.00790	-0.00662	-0.03134	-0.09711	0.08572	-0.00465	0.00055	-0.00307	-0.00086	0.00182	0.00297	0.00013	0.00182	0.00126	-0.00658	-0.00344	-0.00014	-0.00474	-0.00193	0.00307	-0.00261	0.00016	0.00133	-0.00777	-0.01025	0.00811	0.03600	-0.01037	0.06883	-0.00501	0.00914	0.00835	-0.00005	-0.00056	-0.00001	-0.00005	-0.00056	-0.00001	-0.00000	0.00005	-0.00000	0.02803	0.00868	0.00686	0.00114	0.00270	0.00077	0.00174	-0.00303	0.00210	0.00174	-0.00303	0.00210	-0.00005	0.00001	0.00000	-0.81887	-0.47009	0.44636
1200	0.00031	-0.00023	0.00040	0.01665	-0.01375	0.02194	0.04237	0.05215	0.21029	-0.00247	0.00402	0.00130	-0.00099	0.00200	-0.00024	0.00135	-0.00044	0.00092	-0.01108	-0.00986	-0.00819	0.00077	-0.00540	0.00194	-0.00305	-0.00025	0.00175	-0.00445	-0.00514	0.00675	0.00456	-0.01130	0.03577	-0.01092	0.00208	0.00703	0.00010	0.00292	0.00208	0.00010	0.00292	0.00208	0.00000	-0.00000	0.00001	0.00273	-0.01699	0.00536	0.00244	0.00035	0.00102	-0.00058	-0.00051	0.00105	-0.00058	-0.00051	0.00105	-0.00000	-0.00001	0.00000	-0.92742	-1.06168	0.38519
1201	0.00019	0.00019	0.00026	0.00945	0.00680	0.01309	-0.00970	0.08664	0.13031	-0.00184	-0.00102	-0.00097	-0.00587	0.00097	0.00154	0.00078	-0.00119	0.00267	-0.01418	-0.00496	-0.00616	-0.00013	-0.00360	-0.00031	-0.00318	-0.00184	0.00087	-0.00278	0.00020	-0.00006	-0.02718	-0.03192	-0.01527	-0.00842	-0.00064	-0.00054	-0.00015	0.00300	0.00346	-0.00015	0.00300	0.00346	-0.00000	-0.00003	0.00002	-0.01551	-0.04063	0.01504	0.00081	0.00285	0.00318	-0.00237	0.00169	-0.00004	-0.00237	0.00169	-0.00004	0.00003	-0.00003	0.00000	-1.09500	-1.32418	0.19436
1202	-0.00031	0.00037	-0.00000	-0.01800	0.01799	-0.00112	-0.30830	-0.06698	-0.03150	-0.00278	-0.00652	-0.00492	-0.00423	-0.00339	-0.00164	0.00124	-0.00052	-0.00007	-0.01000	-0.00182	-0.00133	-0.00469	-0.00263	-0.00443	-0.00285	-0.00271	-0.00200	-0.00027	0.00423	0.01369	-0.05493	-0.01228	-0.03465	-0.00249	0.00240	-0.00544	-0.00021	0.00092	0.00192	-0.00021	0.00092	0.00192	-0.00001	-0.00001	0.00001	-0.00748	-0.03460	0.01989	-0.00265	-0.00048	0.00347	-0.00186	0.00261	0.00021	-0.00186	0.00261	0.00021	0.00004	-0.00001	0.00000	-1.14685	-0.89448	0.10817
1203	-0.00051	0.00012	0.00033	-0.02850	0.00512	0.01794	-0.29186	-0.16445	-0.03848	-0.00441	-0.00481	-0.00587	0.00207	-0.00447	-0.00482	0.00023	-0.00117	-0.00300	-0.00412	-0.00510	-0.00031	-0.00318	-0.00363	0.00171	-0.00299	0.00089	0.00059	-0.00055	0.00697	0.00825	-0.02299	-0.00430	0.03589	-0.00297	0.00687	0.00350	0.00044	-0.00174	0.00015	0.00044	-0.00174	0.00015	0.00000	0.00003	-0.00000	0.01078	-0.00282	-0.02776	-0.00576	0.00213	-0.00327	0.00018	0.00015	0.00117	0.00018	0.00015	0.00117	-0.00001	0.00002	0.00000	-0.71462	-0.43180	0.09187
1204	-0.00012	0.00002	0.00075	-0.00811	-0.00272	0.04048	0.03388	-0.00587	0.20268	-0.00596	-0.00132	-0.00429	0.00297	-0.00196	-0.00073	-0.00105	0.00057	-0.00176	-0.00079	-0.00618	-0.00013	-0.00009	-0.00445	0.00448	-0.00578	0.00363	0.00260	-0.00143	-0.00076	-0.01089	0.04039	-0.02023	0.02790	-0.00807	0.00113	0.00560	0.00007	0.00057	0.00167	0.00007	0.00057	0.00167	-0.00000	0.00001	0.00000	0.03722	-0.01913	-0.01972	-0.00847	0.00985	-0.00123	0.00060	-0.00116	0.00112	0.00060	-0.00116	0.00112	-0.00003	0.00002	0.00000	-0.34585	-0.54994	0.18933
1205	0.00023	-0.00011	0.00039	0.01203	-0.00759	0.02096	0.05577	0.06837	0.28146	-0.00601	-0.00069	-0.00360	-0.00021	-0.00131	-0.00147	-0.00025	0.00098	-0.00126	-0.00454	-0.00373	-0.00082	0.00047	-0.00328	0.00332	-0.00367	0.00235	0.00202	0.00491	-0.00587	-0.00579	0.03353	-0.01046	-0.01796	-0.00784	-0.00573	0.00133	-0.00052	0.00399	0.00287	-0.00052	0.00399	0.00287	-0.00001	-0.00003	0.00001	0.01896	-0.04930	0.02084	-0.00544	0.00546	0.00439	0.00004	-0.00006	0.00115	0.00004	-0.00006	0.00115	0.00000	-0.00000	0.00000	-0.31272	-0.78887	0.26655
1206	-0.00008	-0.00033	-0.00010	-0.00306	-0.01421	-0.00425	-0.08260	-0.07557	0.03390	-0.00547	-0.00102	-0.00486	-0.00239	-0.00112	-0.00542	-0.00012	-0.00075	-0.00189	-0.01080	-0.00163	-0.00189	-0.00201	-0.00174	0.00148	0.00143	-0.00041	0.00004	0.00873	0.00056	0.01436	-0.03267	0.00709	0.02477	-0.00327	0.00028	0.00403	0.00041	0.00005	0.00003	0.00041	0.00005	0.00003	0.00001	-0.00000	-0.00000	-0.00881	-0.06015	0.00463	-0.00114	0.00178	0.00218	0.00127	-0.00098	0.00016	0.00127	-0.00098	0.00016	-0.00000	0.00000	0.00000	-0.16262	-0.64091	0.13983
1207	-0.00032	-0.00027	-0.00029	-0.01610	-0.01013	-0.01432	-0.00130	-0.16903	-0.10975	-0.00446	-0.00063	-0.00507	-0.00306	0.00112	-0.00237	-0.00176	-0.00035	-0.00046	-0.01024	0.00081	0.00135	-0.00413	-0.00226	-0.00275	0.00031	-0.00135	-0.00213	0.00483	0.00335	0.01382	-0.05618	0.00905	0.02118	-0.00315	0.00473	0.00210	0.00050	-0.00131	-0.00180	0.00050	-0.00131	-0.00180	0.00001	0.00001	-0.00001	-0.00033	-0.03249	-0.00092	-0.00439	0.00171	0.00091	0.00061	-0.00030	-0.00211	0.00061	-0.00030	-0.00211	0.00000	-0.00000	-0.00001	0.03026	-0.53597	-0.01240
1208	-0.00008	-0.00001	-0.00040	-0.00377	0.00195	-0.02147	0.08260	-0.12849	-0.06007	-0.00191	-0.00276	-0.00549	-0.00138	-0.00021	-0.00347	0.00034	-0.00201	-0.00050	-0.00697	0.00373	0.00717	-0.00279	-0.00221	0.00342	-0.00014	0.00153	0.00083	-0.00404	0.00076	-0.00649	-0.00307	0.00830	0.00808	-0.00457	0.00208	0.00188	0.00035	-0.00050	-0.00048	0.00035	-0.00050	-0.00048	0.00001	0.00002	-0.00000	0.02274	0.03615	-0.02450	-0.00632	-0.00064	-0.00396	-0.00006	0.00020	-0.00253	-0.00006	0.00020	-0.00253	-0.00001	0.00001	-0.00001	-0.13878	-0.52092	-0.04130
1209	0.00001	0.00009	-0.00027	0.00080	0.00580	-0.01508	-0.00383	-0.09707	-0.01745	-0.00186	-0.00286	-0.00477	-0.00083	-0.00110	-0.00381	0.00043	-0.00277	-0.00065	-0.00361	0.00288	0.00626	-0.00158	-0.00054	0.00779	0.00065	0.00256	0.00309	-0.00043	0.00090	-0.00558	0.01506	-0.02852	-0.06913	-0.00804	-0.00156	-0.00728	-0.00011	0.00209	0.00313	-0.00011	0.00209	0.00313	-0.00000	-0.00002	0.00001	0.02233	-0.00493	0.00191	-0.00444	-0.00137	0.00030	-0.00219	0.00279	-0.00120	-0.00219	0.00279	-0.00120	0.00004	-0.00001	-0.00000	0.16807	-0.51968	-0.01118
1210	0.00015	-0.00001	-0.00020	0.00831	0.00046	-0.01104	-0.08180	-0.06860	0.06638	-0.00233	0.00044	-0.00028	-0.00293	0.00026	-0.00023	-0.00029	0.00142	-0.00002	-0.00050	-0.00018	-0.00032	-0.00223	0.00015	-0.00266	-0.00102	-0.00133	-0.00117	0.00311	-0.00411	0.00499	-0.00648	0.00274	0.00142	0.00085	-0.00166	0.00044	-0.00072	0.00064	0.00235	-0.00072	0.00064	0.00235	-0.00001	-0.00001	0.00001	0.04714	-0.05795	-0.00106	-0.00787	0.00604	0.00166	-0.00166	0.00151	0.00192	-0.00166	0.00151	0.00192	0.00001	-0.00001	0.00001	0.58907	-0.47709	0.08744
1211	0.00016	-0.00009	-0.00008	0.00879	-0.00389	-0.00402	-0.01947	-0.01365	0.14782	0.00080	0.00263	0.00258	0.00059	-0.00058	-0.00402	0.00170	0.00007	-0.00166	-0.00043	-0.00204	-0.00251	-0.00319	0.00042	-0.00339	0.00056	-0.00205	-0.00197	-0.00046	-0.00859	0.00871	-0.01862	0.06840	0.02765	0.00365	-0.00648	0.00586	-0.00001	-0.00009	-0.00127	-0.00001	-0.00009	-0.00127	0.00000	0.00000	-0.00000	0.06810	-0.04481	0.00893	-0.01052	0.00934	0.00291	0.00037	-0.00026	0.00097	0.00037	-0.00026	0.00097	-0.00001	0.00001	0.00000	0.29767	-0.61658	0.16008
1212	-0.00006	0.00008	0.00031	-0.00407	0.00197	0.01615	0.10731	-0.04858	0.10860	0.00384	-0.00146	-0.00091	0.00250	-0.00027	-0.00212	0.00171	-0.00235	-0.00028	-0.00184	-0.00118	-0.00176	-0.00342	0.00276	0.00445	0.00208	-0.00153	0.00198	0.00111	-0.00200	-0.00283	-0.02257	0.04535	-0.03529	-0.00333	-0.00616	-0.00145	0.00072	0.00120	-0.00087	0.00072	0.00120	-0.00087	0.00001	-0.00001	-0.00000	0.00305	-0.01122	0.01582	-0.00459	0.00286	0.00271	0.00048	0.00034	-0.00038	0.00048	0.00034	-0.00038	0.00001	0.00000	-0.00000	0.23121	-0.77368	0.06987
1213	0.00009	0.00015	0.00018	0.00424	0.00582	0.00872	0.10662	-0.07207	0.07531	0.00279	-0.00714	-0.00542	-0.00201	0.00051	0.00344	-0.00008	-0.00023	0.00213	-0.00238	0.00019	0.00026	-0.00062	-0.00021	0.00077	-0.00301	0.00073	0.00087	0.00263	0.00256	-0.01549	-0.00512	-0.00261	0.04533	0.00305	0.00321	0.00437	0.00040	-0.00262	-0.00083	0.00040	-0.00262	-0.00083	0.00000	0.00002	-0.00001	-0.02777	-0.00164	-0.05617	-0.00015	0.00350	-0.00688	0.00161	-0.00194	0.00113	0.00161	-0.00194	0.00113	-0.00003	0.00001	0.00000	0.61503	-0.66614	-0.03360
1214	0.00051	0.00007	-0.00025	0.02781	0.00346	-0.01438	0.09591	-0.02831	0.07502	-0.00046	-0.00498	-0.00533	-0.00346	0.00080	0.00203	-0.00146	-0.00099	0.00180	-0.00118	-0.00008	0.00142	0.00196	-0.00256	-0.00045	-0.00254	0.00287	-0.00030	0.00037	0.00196	0.00838	-0.01038	0.02765	0.00644	0.00279	0.00102	0.00033	0.00032	-0.00229	-0.00090	0.00032	-0.00229	-0.00090	0.00000	0.00000	-0.00000	0.00703	-0.03683	-0.01807	0.00432	0.00621	-0.00131	0.00012	-0.00079	0.00035	0.00012	-0.00079	0.00035	-0.00001	-0.00001	0.00000	0.51006	-0.62249	0.08711
1215	0.00031	-0.00003	-0.00020	0.01704	-0.00118	-0.01100	0.07800	-0.01109	0.02742	-0.00203	-0.00067	-0.00259	-0.00107	0.00028	-0.00101	0.00138	-0.00100	0.00057	-0.00086	0.00069	0.00041	-0.00072	0.00083	0.00151	0.00280	-0.00029	0.00006	0.00085	0.00167	0.01775	-0.04075	0.04559	-0.05369	0.00249	-0.00416	-0.00624	0.00041	-0.00087	-0.00058	0.00041	-0.00087	-0.00058	0.00001	-0.00002	-0.00000	0.00063	-0.04190	0.01425	0.00768	0.00459	0.00281	-0.00171	0.00060	0.00114	-0.00171	0.00060	0.00114	0.00001	-0.00002	0.00001	0.48380	-0.48349	0.08096
1216	-0.00023	-0.00035	-0.00011	-0.01107	-0.01504	-0.00431	0.03964	-0.03324	-0.04489	-0.00014	-0.00015	-0.00205	0.00385	-0.00185	-0.00591	0.00217	-0.00046	-0.00312	-0.00374	0.00465	0.00182	-0.00144	0.00283	0.00196	0.00248	-0.00186	0.00093	0.00180	-0.00408	-0.00486	0.00008	0.01244	-0.03491	0.00452	-0.00726	-0.00366	-0.00015	0.00057	-0.00154	-0.00015	0.00057	-0.00154	0.00000	-0.00001	-0.00000	0.00056	-0.01332	-0.01747	0.00271	0.00155	-0.00199	-0.00167	0.00104	0.00050	-0.00167	0.00104	0.00050	0.00001	-0.00001	0.00000	1.02503	-0.43815	-0.16280
1217	-0.00008	-0.00026	-0.00011	-0.00352	-0.01099	-0.00478	0.13638	-0.13385	-0.05188	0.00471	-0.00242	-0.00119	0.00382	-0.00173	-0.00443	-0.00085	0.00009	-0.00342	-0.00065	0.00725	0.00687	-0.00056	0.00107	0.00089	-0.00016	-0.00003	0.00054	-0.00005	-0.00431	-0.01258	0.04409	0.01490	0.00628	0.00251	-0.00414	0.00208	-0.00066	0.00024	-0.00096	-0.00066	0.00024	-0.00096	-0.00001	0.00000	-0.00000	0.02059	0.01179	-0.00938	-0.00197	0.00122	-0.00144	-0.00001	0.00026	-0.00118	-0.00001	0.00026	-0.00118	0.00000	0.00000	-0.00000	1.11834	-0.33839	-0.15566
1218	0.00031	0.00006	0.00000	0.01654	0.00199	-0.00037	0.15602	-0.10776	-0.02547	0.00740	-0.00568	-0.00246	-0.00067	0.00044	-0.00006	0.00070	-0.00081	0.00068	0.00595	0.00651	0.01072	-0.00217	-0.00073	-0.00013	-0.00008	0.00147	-0.00093	-0.00005	0.00654	-0.00930	0.01502	0.04197	0.00663	0.00604	-0.00086	0.00056	-0.00044	-0.00298	-0.00109	-0.00044	-0.00298	-0.00109	-0.00001	-0.00001	-0.00000	0.00956	0.03123	0.00891	0.00018	0.00249	0.00058	0.00122	-0.00079	-0.00065	0.00122	-0.00079	-0.00065	-0.00001	0.00001	-0.00000	1.10512	-0.04164	-0.07052
1219	0.00023	-0.00040	-0.00001	0.01361	-0.01901	0.00055	0.03909	0.05847	-0.05448	0.00440	-0.00831	-0.00720	-0.00486	0.00198	0.00178	0.00277	-0.00141	0.00348	0.00535	0.00485	0.00661	-0.00553	0.00220	-0.00050	0.00381	-0.00072	-0.00192	0.00110	0.00069	-0.00879	-0.00094	0.03013	-0.00605	0.00671	-0.00224	-0.00135	0.00061	-0.00295	-0.00115	0.00061	-0.00295	-0.00115	0.00001	-0.00002	-0.00000	0.01072	0.01040	-0.00686	0.00337	0.00465	-0.00100	0.00047	-0.00019	-0.00038	0.00047	-0.00019	-0.00038	-0.00001	0.00001	-0.00000	1.29926	-0.21736	-0.20115
1220	-0.00007	-0.00061	0.00003	-0.00194	-0.02788	0.00384	-0.01840	0.03325	-0.04699	-0.00171	-0.00511	-0.00714	-0.00258	-0.00011	-0.00150	0.00008	-0.00029	-0.00002	0.00517	0.00349	0.00115	-0.00270	0.00541	0.00306	0.00687	-0.00168	0.00024	0.00529	-0.01043	-0.00310	-0.00533	0.01739	0.00221	0.00619	-0.00023	-0.00095	0.00116	-0.00142	-0.00041	0.00116	-0.00142	-0.00041	0.00002	0.00001	-0.00000	0.02691	-0.00559	-0.00464	0.00158	0.00286	-0.00050	0.00096	-0.00077	-0.00099	0.00096	-0.00077	-0.00099	-0.00001	0.00001	-0.00000	1.54927	-0.55217	-0.20948
1221	-0.00013	0.00003	0.00023	-0.00747	0.00031	0.01218	-0.06919	-0.11154	0.04581	-0.00107	0.00136	-0.00165	0.00452	-0.00041	-0.00284	-0.00270	-0.00023	-0.00298	0.00789	0.00261	0.00090	0.00360	0.00342	0.00454	0.00312	-0.00035	0.00265	-0.00098	-0.00024	0.00779	-0.00318	0.03399	-0.02904	0.00595	-0.00083	-0.00463	0.00101	-0.00251	0.00014	0.00101	-0.00251	0.00014	0.00001	0.00004	-0.00000	0.06154	0.01927	0.01240	-0.00279	-0.00426	0.00062	0.00387	-0.00207	-0.00265	0.00387	-0.00207	-0.00265	-0.00002	0.00003	-0.00001	1.49796	-0.28842	0.03865
1222	0.00002	0.00023	0.00018	0.00011	0.00932	0.00879	0.03183	-0.11123	0.08514	0.00497	0.00253	0.00437	0.00617	-0.00016	0.00031	-0.00217	0.00147	-0.00236	0.00562	0.00085	0.00128	0.00474	-0.00068	0.00033	-0.00226	0.00071	0.00138	-0.00164	0.00443	0.01160	-0.01428	0.05499	-0.06049	0.00663	-0.00741	-0.00699	-0.00028	-0.00005	0.00036	-0.00028	-0.00005	0.00036	-0.00000	-0.00002	0.00000	0.03970	0.03686	0.01718	0.00334	-0.00725	0.00045	-0.00044	0.00151	-0.00303	-0.00044	0.00151	-0.00303	0.00003	-0.00001	-0.00001	1.18810	0.32972	0.14357
1223	0.00018	-0.00001	-0.00024	0.01005	0.00065	-0.01290	0.18854	0.01468	0.03609	0.00709	-0.00054	0.00582	0.00147	-0.00212	-0.00138	0.00112	0.00168	-0.00168	0.00334	0.00059	0.00092	0.00351	-0.00166	-0.00278	-0.00255	0.00105	-0.00061	0.00416	-0.00135	-0.00249	-0.00750	0.06701	-0.01326	0.00743	-0.00709	-0.00052	-0.00070	0.00197	-0.00085	-0.00070	0.00197	-0.00085	-0.00001	-0.00004	0.00000	-0.02713	0.05244	0.02017	0.00879	-0.00388	0.00087	-0.00361	0.00252	-0.00086	-0.00361	0.00252	-0.00086	0.00003	-0.00003	0.00000	1.05135	0.43519	-0.01363
1224	0.00008	-0.00017	-0.00054	0.00580	-0.00490	-0.02835	0.05103	0.03660	-0.01434	0.00668	-0.00506	0.00229	-0.00458	-0.00068	0.00266	0.00131	0.00110	0.00197	0.00660	0.00224	0.00091	0.00180	0.00065	-0.00478	-0.00087	-0.00019	-0.00191	-0.00197	-0.00123	-0.01178	0.03124	0.05082	0.01260	0.00206	-0.00529	0.00397	0.00100	0.00115	-0.00137	0.00100	0.00115	-0.00137	0.00002	-0.00000	-0.00001	-0.01830	0.04512	0.02729	0.00566	-0.00549	0.00193	-0.00037	0.00033	0.00039	-0.00037	0.00033	0.00039	0.00001	-0.00001	0.00000	0.95395	-0.03880	-0.15301
1225	-0.00013	-0.00042	-0.00042	-0.00484	-0.01642	-0.02076	-0.08656	-0.10141	-0.08031	0.00424	-0.00643	-0.00226	-0.00157	-0.00054	0.00389	-0.00082	0.00052	0.00157	0.00510	0.00204	0.00044	-0.00147	0.00232	-0.00294	0.00042	-0.00097	-0.00149	-0.00569	-0.00343	0.00496	0.02773	0.04613	-0.00448	0.00513	-0.00592	0.00088	0.00100	-0.00050	-0.00054	0.00100	-0.00050	-0.00054	0.00002	-0.00000	-0.00000	0.04168	0.01032	0.01656	0.00536	-0.00733	0.00089	0.00077	0.00030	0.00092	0.00077	0.00030	0.00092	0.00002	0.00000	0.00000	1.15113	-0.38416	-0.11390
1226	-0.00008	-0.00027	-0.00025	-0.00322	-0.01060	-0.01212	-0.00378	-0.17799	-0.04403	-0.00031	-0.00308	-0.00384	0.00160	-0.00097	-0.00032	-0.00128	0.00012	-0.00105	-0.00099	0.00084	-0.00003	-0.00145	0.00124	0.00038	0.00040	0.00003	-0.00006	-0.00292	-0.00453	0.00605	0.05262	0.04868	0.04080	0.01001	0.00079	0.00434	0.00031	-0.00742	-0.00066	0.00031	-0.00742	-0.00066	-0.00000	0.00004	-0.00001	0.05671	0.02481	-0.04845	0.00819	-0.00047	-0.00761	0.00172	-0.00217	0.00242	0.00172	-0.00217	0.00242	-0.00004	0.00002	0.00000	1.59835	0.07702	0.00127
1227	0.00004	0.00021	-0.00034	0.00217	0.01134	-0.01898	0.12506	-0.10519	-0.00944	-0.00352	0.00087	-0.00114	-0.00103	-0.00241	-0.00721	0.00068	-0.00122	-0.00290	-0.00104	0.00128	-0.00039	0.00190	-0.00065	-0.00389	-0.00067	-0.00123	-0.00130	-0.00006	0.00056	-0.00754	0.05171	0.03061	-0.04729	0.00642	-0.00154	-0.00654	0.00013	-0.00576	-0.00231	0.00013	-0.00576	-0.00231	0.00000	0.00002	-0.00001	0.00540	0.04966	-0.02330	0.00930	-0.00089	-0.00472	0.00086	-0.00071	0.00081	0.00086	-0.00071	0.00081	-0.00001	0.00000	0.00000	1.62844	0.60328	-0.18870
1228	0.00019	0.00034	-0.00033	0.00973	0.01680	-0.01904	0.19435	-0.03143	-0.14681	0.00005	-0.00023	-0.00010	-0.00386	-0.00064	-0.00570	0.00271	-0.00412	0.00031	0.00210	0.00105	0.00167	0.00215	-0.00264	-0.00611	-0.00059	-0.00066	-0.00280	0.00661	-0.00311	-0.00764	0.01047	0.02903	-0.10283	0.01046	-0.00941	-0.01357	-0.00117	0.00103	-0.00197	-0.00117	0.00103	-0.00197	-0.00002	-0.00006	-0.00000	-0.02085	0.03485	0.02128	0.00643	-0.00336	0.00150	0.00069	0.00130	-0.00265	0.00069	0.00130	-0.00265	0.00005	-0.00001	-0.00001	1.43424	0.24707	-0.47896
