	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d
	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	0.28505	0.11287	0.00754	0.25178	0.66332	0.00949	0.23586	0.11151	0.01262	0.22354	0.62291	0.01358	0.24285	0.09380	0.02023	0.20774	0.64242	0.02212	0.05166	0.08921	0.01527	0.09448	0.47972	0.01198
2	0.28483	0.11261	0.00684	0.25223	0.66324	0.00901	0.23575	0.11142	0.01294	0.22406	0.62291	0.01418	0.24266	0.09372	0.02065	0.20821	0.64236	0.02275	0.05146	0.08976	0.01518	0.09514	0.47962	0.01142
3	0.28496	0.11225	0.00689	0.25300	0.66305	0.00882	0.23582	0.11122	0.01245	0.22460	0.62284	0.01370	0.24270	0.09349	0.02013	0.20892	0.64239	0.02236	0.05148	0.09010	0.01516	0.09479	0.48034	0.01176
4	0.28469	0.11247	0.00715	0.25325	0.66254	0.00903	0.23540	0.11132	0.01117	0.22471	0.62229	0.01254	0.24242	0.09367	0.01890	0.20911	0.64192	0.02118	0.05117	0.08955	0.01594	0.09457	0.48007	0.01182
5	0.28506	0.11288	0.00675	0.25314	0.66261	0.00889	0.23588	0.11148	0.01185	0.22480	0.62233	0.01350	0.24293	0.09386	0.01960	0.20912	0.64182	0.02229	0.05172	0.08889	0.01536	0.09520	0.47963	0.01138
6	0.28526	0.11246	0.00680	0.25266	0.66292	0.00901	0.23610	0.11117	0.01217	0.22446	0.62258	0.01393	0.24309	0.09351	0.01988	0.20873	0.64198	0.02282	0.05189	0.08905	0.01539	0.09525	0.47954	0.01112
7	0.28495	0.11214	0.00647	0.25265	0.66257	0.00871	0.23589	0.11107	0.01267	0.22443	0.62236	0.01457	0.24277	0.09337	0.02040	0.20865	0.64180	0.02330	0.05155	0.08983	0.01525	0.09509	0.47945	0.01108
8	0.28485	0.11240	0.00648	0.25290	0.66208	0.00846	0.23575	0.11127	0.01241	0.22447	0.62191	0.01346	0.24267	0.09365	0.02028	0.20881	0.64146	0.02213	0.05147	0.08963	0.01510	0.09456	0.47950	0.01134
9	0.28513	0.11304	0.00663	0.25249	0.66253	0.00741	0.23617	0.11175	0.01357	0.22441	0.62235	0.01405	0.24306	0.09416	0.02154	0.20848	0.64181	0.02246	0.05194	0.08953	0.01439	0.09565	0.47892	0.01075
10	0.28521	0.11295	0.00706	0.25253	0.66272	0.00828	0.23601	0.11160	0.01207	0.22431	0.62243	0.01356	0.24303	0.09403	0.01997	0.20853	0.64191	0.02220	0.05185	0.08904	0.01505	0.09510	0.47939	0.01116
11	0.28512	0.11244	0.00691	0.25245	0.66321	0.00889	0.23585	0.11115	0.01121	0.22430	0.62287	0.01406	0.24290	0.09353	0.01896	0.20854	0.64228	0.02288	0.05168	0.08886	0.01537	0.09524	0.47969	0.01152
12	0.28504	0.11252	0.00723	0.25244	0.66321	0.00892	0.23580	0.11117	0.01179	0.22430	0.62289	0.01437	0.24282	0.09355	0.01957	0.20855	0.64228	0.02326	0.05163	0.08867	0.01499	0.09522	0.47974	0.01147
13	0.28480	0.11195	0.00768	0.25214	0.66312	0.00929	0.23551	0.11084	0.01174	0.22395	0.62270	0.01366	0.24248	0.09322	0.01958	0.20817	0.64212	0.02242	0.05125	0.08917	0.01556	0.09495	0.47947	0.01121
14	0.28483	0.11195	0.00754	0.25156	0.66348	0.00891	0.23555	0.11088	0.01183	0.22359	0.62305	0.01442	0.24250	0.09320	0.01955	0.20754	0.64246	0.02270	0.05126	0.08947	0.01550	0.09553	0.47900	0.01099
15	0.28499	0.11217	0.00741	0.25111	0.66386	0.00840	0.23574	0.11099	0.01187	0.22317	0.62338	0.01374	0.24273	0.09332	0.01956	0.20718	0.64278	0.02216	0.05150	0.08918	0.01573	0.09512	0.47931	0.01123
16	0.28517	0.11251	0.00734	0.25123	0.66357	0.00860	0.23590	0.11117	0.01154	0.22320	0.62306	0.01304	0.24298	0.09354	0.01924	0.20733	0.64249	0.02160	0.05175	0.08872	0.01610	0.09480	0.47927	0.01188
17	0.28523	0.11187	0.00714	0.25180	0.66325	0.00892	0.23596	0.11083	0.01141	0.22358	0.62284	0.01310	0.24294	0.09310	0.01898	0.20780	0.64234	0.02168	0.05167	0.08957	0.01624	0.09454	0.47963	0.01189
18	0.28526	0.11191	0.00699	0.25165	0.66363	0.00905	0.23601	0.11089	0.01148	0.22356	0.62319	0.01380	0.24296	0.09311	0.01896	0.20762	0.64264	0.02220	0.05170	0.08976	0.01597	0.09507	0.47949	0.01137
19	0.28544	0.11200	0.00720	0.25163	0.66350	0.00887	0.23621	0.11086	0.01193	0.22349	0.62316	0.01413	0.24317	0.09312	0.01950	0.20756	0.64263	0.02249	0.05193	0.08934	0.01553	0.09479	0.47966	0.01133
20	0.28577	0.11240	0.00715	0.25187	0.66318	0.00871	0.23667	0.11117	0.01298	0.22378	0.62295	0.01499	0.24357	0.09344	0.02061	0.20775	0.64238	0.02325	0.05238	0.08945	0.01494	0.09526	0.47933	0.01053
21	0.28561	0.11254	0.00792	0.25201	0.66246	0.00894	0.23629	0.11123	0.01149	0.22360	0.62209	0.01222	0.24334	0.09358	0.01917	0.20784	0.64173	0.02053	0.05212	0.08887	0.01567	0.09410	0.47929	0.01161
22	0.28556	0.11198	0.00719	0.25202	0.66316	0.00858	0.23643	0.11081	0.01286	0.22377	0.62287	0.01363	0.24334	0.09306	0.02044	0.20787	0.64243	0.02183	0.05213	0.08929	0.01544	0.09476	0.47964	0.01147
23	0.28559	0.11205	0.00714	0.25150	0.66411	0.00882	0.23648	0.11087	0.01301	0.22352	0.62372	0.01454	0.24337	0.09310	0.02058	0.20753	0.64313	0.02297	0.05217	0.08942	0.01507	0.09527	0.47983	0.01147
24	0.28555	0.11220	0.00677	0.25097	0.66423	0.00910	0.23653	0.11107	0.01333	0.22313	0.62389	0.01582	0.24337	0.09328	0.02088	0.20698	0.64320	0.02414	0.05217	0.08993	0.01498	0.09541	0.47958	0.01072
25	0.28552	0.11205	0.00697	0.25129	0.66369	0.00971	0.23640	0.11093	0.01271	0.22318	0.62325	0.01433	0.24331	0.09321	0.02036	0.20718	0.64272	0.02257	0.05209	0.08950	0.01563	0.09475	0.47951	0.01142
26	0.28532	0.11179	0.00774	0.25201	0.66343	0.00980	0.23601	0.11070	0.01150	0.22365	0.62297	0.01233	0.24302	0.09308	0.01930	0.20782	0.64263	0.02043	0.05177	0.08906	0.01640	0.09444	0.47991	0.01229
27	0.28554	0.11216	0.00760	0.25165	0.66389	0.00897	0.23637	0.11101	0.01293	0.22352	0.62352	0.01412	0.24327	0.09335	0.02073	0.20746	0.64307	0.02205	0.05208	0.08936	0.01511	0.09513	0.47974	0.01168
28	0.28559	0.11214	0.00766	0.25107	0.66368	0.00923	0.23642	0.11097	0.01288	0.22299	0.62330	0.01450	0.24334	0.09333	0.02072	0.20692	0.64279	0.02252	0.05215	0.08917	0.01517	0.09475	0.47939	0.01152
29	0.28536	0.11188	0.00696	0.25146	0.66318	0.00906	0.23645	0.11081	0.01427	0.22337	0.62302	0.01575	0.24326	0.09316	0.02216	0.20732	0.64245	0.02398	0.05211	0.08954	0.01520	0.09483	0.47943	0.01094
30	0.28524	0.11201	0.00714	0.25130	0.66340	0.00895	0.23626	0.11094	0.01399	0.22327	0.62316	0.01542	0.24309	0.09330	0.02190	0.20722	0.64257	0.02368	0.05193	0.08959	0.01520	0.09495	0.47937	0.01095
31	0.28543	0.11230	0.00774	0.25090	0.66376	0.00920	0.23617	0.11118	0.01224	0.22291	0.62321	0.01363	0.24313	0.09361	0.02020	0.20677	0.64270	0.02154	0.05192	0.08941	0.01567	0.09510	0.47892	0.01116
32	0.28523	0.11246	0.00785	0.25093	0.66342	0.00965	0.23588	0.11126	0.01115	0.22279	0.62285	0.01266	0.24294	0.09370	0.01903	0.20684	0.64240	0.02081	0.05170	0.08918	0.01616	0.09432	0.47913	0.01166
33	0.28520	0.11270	0.00682	0.25085	0.66377	0.00917	0.23625	0.11154	0.01386	0.22295	0.62340	0.01544	0.24314	0.09386	0.02163	0.20681	0.64274	0.02370	0.05195	0.09000	0.01599	0.09514	0.47916	0.01062
34	0.28511	0.11287	0.00777	0.25105	0.66327	0.01015	0.23583	0.11154	0.01186	0.22289	0.62270	0.01308	0.24294	0.09400	0.01975	0.20693	0.64224	0.02124	0.05171	0.08895	0.01695	0.09439	0.47901	0.01160
35	0.28565	0.11237	0.00719	0.25071	0.66402	0.00982	0.23659	0.11106	0.01340	0.22286	0.62350	0.01522	0.24356	0.09344	0.02123	0.20668	0.64281	0.02349	0.05238	0.08879	0.01589	0.09534	0.47900	0.01043
36	0.28560	0.11221	0.00707	0.25000	0.66462	0.00966	0.23655	0.11094	0.01337	0.22241	0.62397	0.01540	0.24351	0.09332	0.02122	0.20612	0.64317	0.02369	0.05232	0.08881	0.01587	0.09576	0.47872	0.01036
37	0.28534	0.11241	0.00696	0.24994	0.66475	0.00925	0.23655	0.11112	0.01497	0.22239	0.62423	0.01606	0.24341	0.09350	0.02289	0.20614	0.64339	0.02455	0.05230	0.08904	0.01544	0.09556	0.47917	0.01028
38	0.28514	0.11293	0.00755	0.25037	0.66383	0.00936	0.23611	0.11155	0.01400	0.22254	0.62334	0.01514	0.24308	0.09394	0.02186	0.20645	0.64264	0.02360	0.05192	0.08903	0.01577	0.09486	0.47897	0.01095
39	0.28556	0.11333	0.00710	0.24977	0.66363	0.00894	0.23668	0.11188	0.01456	0.22210	0.62326	0.01615	0.24364	0.09429	0.02248	0.20590	0.64248	0.02457	0.05252	0.08912	0.01559	0.09484	0.47857	0.01047
40	0.28568	0.11307	0.00751	0.24963	0.66383	0.00971	0.23653	0.11160	0.01299	0.22177	0.62327	0.01481	0.24359	0.09409	0.02098	0.20575	0.64256	0.02343	0.05242	0.08857	0.01587	0.09397	0.47900	0.01105
41	0.28556	0.11244	0.00731	0.25021	0.66417	0.01025	0.23638	0.11112	0.01248	0.22229	0.62358	0.01477	0.24341	0.09358	0.02043	0.20626	0.64290	0.02329	0.05221	0.08861	0.01591	0.09443	0.47936	0.01109
42	0.28557	0.11239	0.00655	0.25059	0.66384	0.00980	0.23654	0.11113	0.01301	0.22266	0.62343	0.01559	0.24354	0.09356	0.02094	0.20654	0.64277	0.02389	0.05234	0.08890	0.01631	0.09479	0.47924	0.01076
43	0.28547	0.11283	0.00721	0.25016	0.66356	0.00922	0.23638	0.11149	0.01319	0.22225	0.62314	0.01505	0.24341	0.09394	0.02114	0.20612	0.64252	0.02325	0.05222	0.08895	0.01650	0.09444	0.47888	0.01096
44	0.28549	0.11302	0.00706	0.25002	0.66389	0.00862	0.23651	0.11172	0.01384	0.22222	0.62350	0.01520	0.24348	0.09414	0.02177	0.20604	0.64282	0.02344	0.05230	0.08940	0.01622	0.09471	0.47899	0.01056
45	0.28549	0.11301	0.00765	0.25050	0.66448	0.00927	0.23636	0.11156	0.01324	0.22260	0.62393	0.01426	0.24343	0.09403	0.02119	0.20650	0.64330	0.02254	0.05225	0.08860	0.01651	0.09491	0.47955	0.01084
46	0.28543	0.11261	0.00761	0.25053	0.66492	0.00955	0.23635	0.11121	0.01369	0.22268	0.62448	0.01551	0.24338	0.09372	0.02175	0.20651	0.64379	0.02377	0.05222	0.08836	0.01623	0.09509	0.48006	0.01050
47	0.28535	0.11295	0.00785	0.25005	0.66514	0.01006	0.23618	0.11147	0.01309	0.22234	0.62461	0.01611	0.24327	0.09403	0.02121	0.20602	0.64387	0.02421	0.05210	0.08826	0.01647	0.09545	0.47960	0.01039
48	0.28549	0.11305	0.00743	0.25009	0.66473	0.01010	0.23647	0.11167	0.01396	0.22235	0.62435	0.01695	0.24349	0.09411	0.02189	0.20607	0.64358	0.02520	0.05231	0.08905	0.01680	0.09514	0.47966	0.01021
49	0.28535	0.11293	0.00763	0.25045	0.66393	0.01048	0.23636	0.11144	0.01428	0.22245	0.62359	0.01646	0.24339	0.09380	0.02201	0.20636	0.64290	0.02490	0.05221	0.08861	0.01687	0.09426	0.47974	0.01032
50	0.28540	0.11230	0.00722	0.25035	0.66390	0.01013	0.23650	0.11105	0.01457	0.22240	0.62360	0.01657	0.24340	0.09334	0.02227	0.20626	0.64291	0.02490	0.05222	0.08927	0.01632	0.09441	0.47958	0.01034
51	0.28532	0.11271	0.00754	0.25010	0.66354	0.01011	0.23613	0.11145	0.01257	0.22205	0.62302	0.01433	0.24315	0.09381	0.02031	0.20597	0.64248	0.02244	0.05193	0.08932	0.01651	0.09393	0.47901	0.01119
52	0.28561	0.11298	0.00730	0.25008	0.66341	0.00945	0.23654	0.11162	0.01336	0.22201	0.62308	0.01513	0.24353	0.09404	0.02126	0.20596	0.64251	0.02334	0.05235	0.08911	0.01580	0.09368	0.47928	0.01102
53	0.28597	0.11251	0.00791	0.25002	0.66366	0.00948	0.23681	0.11137	0.01329	0.22203	0.62322	0.01481	0.24373	0.09374	0.02115	0.20592	0.64264	0.02297	0.05253	0.08968	0.01592	0.09403	0.47912	0.01100
54	0.28591	0.11294	0.00784	0.25017	0.66429	0.00959	0.23678	0.11165	0.01352	0.22219	0.62388	0.01515	0.24375	0.09400	0.02130	0.20612	0.64326	0.02349	0.05256	0.08949	0.01606	0.09409	0.47988	0.01101
55	0.28577	0.11381	0.00749	0.24999	0.66478	0.01038	0.23655	0.11220	0.01216	0.22209	0.62414	0.01455	0.24372	0.09459	0.01985	0.20593	0.64351	0.02271	0.05253	0.08876	0.01673	0.09454	0.47964	0.01095
56	0.28596	0.11360	0.00673	0.24968	0.66483	0.00978	0.23698	0.11215	0.01349	0.22197	0.62438	0.01633	0.24400	0.09451	0.02123	0.20556	0.64367	0.02421	0.05282	0.08953	0.01613	0.09521	0.47927	0.01022
57	0.28566	0.11368	0.00732	0.24942	0.66442	0.00996	0.23656	0.11215	0.01313	0.22160	0.62387	0.01530	0.24365	0.09461	0.02103	0.20537	0.64319	0.02344	0.05248	0.08891	0.01639	0.09427	0.47920	0.01067
58	0.28566	0.11289	0.00723	0.24980	0.66482	0.00957	0.23670	0.11158	0.01422	0.22208	0.62447	0.01666	0.24365	0.09401	0.02218	0.20577	0.64371	0.02480	0.05249	0.08925	0.01603	0.09502	0.47964	0.01011
59	0.28565	0.11280	0.00699	0.25053	0.66520	0.01023	0.23660	0.11141	0.01326	0.22254	0.62484	0.01617	0.24364	0.09384	0.02115	0.20642	0.64415	0.02453	0.05245	0.08875	0.01648	0.09448	0.48088	0.00996
60	0.28588	0.11282	0.00733	0.25046	0.66533	0.01018	0.23670	0.11142	0.01250	0.22245	0.62490	0.01550	0.24377	0.09381	0.02024	0.20631	0.64425	0.02376	0.05256	0.08880	0.01662	0.09443	0.48088	0.00986
61	0.28583	0.11323	0.00736	0.25030	0.66555	0.00990	0.23672	0.11171	0.01307	0.22236	0.62512	0.01554	0.24379	0.09410	0.02084	0.20624	0.64441	0.02395	0.05261	0.08867	0.01613	0.09445	0.48100	0.00967
62	0.28581	0.11332	0.00700	0.25052	0.66527	0.00994	0.23677	0.11185	0.01331	0.22257	0.62483	0.01545	0.24378	0.09420	0.02103	0.20646	0.64417	0.02379	0.05261	0.08914	0.01553	0.09461	0.48072	0.01047
63	0.28611	0.11295	0.00677	0.25015	0.66517	0.01036	0.23718	0.11167	0.01396	0.22234	0.62479	0.01696	0.24407	0.09397	0.02170	0.20614	0.64404	0.02533	0.05291	0.08977	0.01529	0.09480	0.48038	0.01049
64	0.28592	0.11249	0.00764	0.25012	0.66476	0.01109	0.23661	0.11136	0.01143	0.22205	0.62417	0.01454	0.24365	0.09372	0.01914	0.20599	0.64360	0.02274	0.05239	0.08963	0.01675	0.09392	0.48018	0.01114
65	0.28585	0.11267	0.00717	0.24980	0.66506	0.01068	0.23667	0.11138	0.01232	0.22191	0.62456	0.01602	0.24371	0.09378	0.02012	0.20568	0.64388	0.02415	0.05249	0.08911	0.01655	0.09439	0.48009	0.01052
66	0.28569	0.11309	0.00700	0.24917	0.66545	0.01072	0.23664	0.11165	0.01329	0.22147	0.62498	0.01718	0.24367	0.09404	0.02110	0.20515	0.64419	0.02540	0.05249	0.08893	0.01602	0.09450	0.48008	0.01036
67	0.28520	0.11312	0.00785	0.24861	0.66532	0.01129	0.23582	0.11171	0.01047	0.22069	0.62451	0.01273	0.24303	0.09420	0.01833	0.20474	0.64388	0.02130	0.05179	0.08882	0.01734	0.09292	0.48016	0.01162
68	0.28535	0.11336	0.00692	0.24900	0.66576	0.00970	0.23635	0.11190	0.01356	0.22137	0.62521	0.01600	0.24337	0.09430	0.02138	0.20497	0.64445	0.02398	0.05220	0.08914	0.01609	0.09484	0.47989	0.01009
69	0.28514	0.11309	0.00702	0.24897	0.66577	0.01024	0.23614	0.11168	0.01368	0.22132	0.62522	0.01641	0.24313	0.09408	0.02153	0.20486	0.64446	0.02427	0.05197	0.08908	0.01589	0.09488	0.47984	0.00989
70	0.28513	0.11269	0.00724	0.24898	0.66576	0.01060	0.23613	0.11133	0.01390	0.22133	0.62525	0.01703	0.24307	0.09366	0.02166	0.20495	0.64444	0.02518	0.05191	0.08904	0.01553	0.09465	0.48011	0.00989
71	0.28497	0.11262	0.00766	0.24853	0.66551	0.01107	0.23571	0.11124	0.01190	0.22079	0.62472	0.01479	0.24280	0.09363	0.01963	0.20460	0.64400	0.02313	0.05158	0.08861	0.01648	0.09374	0.47978	0.01107
72	0.28544	0.11237	0.00756	0.24821	0.66546	0.01035	0.23623	0.11112	0.01238	0.22047	0.62478	0.01514	0.24324	0.09352	0.02023	0.20424	0.64405	0.02338	0.05203	0.08893	0.01618	0.09343	0.47985	0.01071
73	0.28560	0.11269	0.00808	0.24829	0.66543	0.01097	0.23626	0.11148	0.01146	0.22053	0.62463	0.01437	0.24331	0.09387	0.01924	0.20429	0.64396	0.02246	0.05207	0.08939	0.01627	0.09353	0.47964	0.01102
74	0.28576	0.11350	0.00749	0.24898	0.66532	0.01109	0.23656	0.11206	0.01241	0.22116	0.62469	0.01579	0.24363	0.09437	0.01998	0.20488	0.64402	0.02383	0.05242	0.08939	0.01628	0.09399	0.47989	0.01094
75	0.28573	0.11316	0.00739	0.24925	0.66542	0.01062	0.23672	0.11176	0.01394	0.22150	0.62490	0.01654	0.24368	0.09409	0.02167	0.20520	0.64418	0.02464	0.05251	0.08934	0.01571	0.09446	0.48001	0.01094
76	0.28534	0.11309	0.00822	0.24949	0.66518	0.01075	0.23604	0.11168	0.01201	0.22158	0.62447	0.01411	0.24313	0.09414	0.01991	0.20545	0.64391	0.02215	0.05193	0.08883	0.01623	0.09401	0.47995	0.01217
77	0.28518	0.11307	0.00793	0.24961	0.66469	0.01085	0.23589	0.11165	0.01180	0.22159	0.62406	0.01420	0.24301	0.09405	0.01952	0.20549	0.64354	0.02223	0.05179	0.08884	0.01661	0.09363	0.47989	0.01184
78	0.28524	0.11290	0.00748	0.24941	0.66465	0.01073	0.23620	0.11133	0.01376	0.22147	0.62416	0.01593	0.24324	0.09367	0.02143	0.20527	0.64351	0.02407	0.05208	0.08833	0.01612	0.09378	0.47983	0.01064
79	0.28522	0.11283	0.00733	0.24913	0.66477	0.01051	0.23613	0.11136	0.01331	0.22132	0.62411	0.01500	0.24316	0.09365	0.02089	0.20507	0.64345	0.02305	0.05197	0.08872	0.01610	0.09415	0.47928	0.01096
80	0.28524	0.11336	0.00645	0.24909	0.66530	0.01000	0.23631	0.11172	0.01354	0.22139	0.62469	0.01558	0.24339	0.09409	0.02126	0.20513	0.64394	0.02382	0.05224	0.08840	0.01608	0.09445	0.47970	0.01057
81	0.28546	0.11326	0.00674	0.24913	0.66589	0.01003	0.23642	0.11166	0.01301	0.22146	0.62525	0.01553	0.24352	0.09405	0.02075	0.20521	0.64448	0.02383	0.05234	0.08840	0.01629	0.09456	0.48022	0.01064
82	0.28559	0.11293	0.00720	0.24951	0.66601	0.01029	0.23652	0.11151	0.01332	0.22186	0.62536	0.01581	0.24352	0.09379	0.02090	0.20541	0.64467	0.02356	0.05233	0.08912	0.01587	0.09545	0.47990	0.01088
83	0.28551	0.11248	0.00676	0.25036	0.66542	0.00991	0.23660	0.11105	0.01404	0.22251	0.62504	0.01636	0.24356	0.09337	0.02175	0.20619	0.64439	0.02426	0.05240	0.08862	0.01574	0.09525	0.48036	0.01064
84	0.28540	0.11283	0.00671	0.25027	0.66498	0.01010	0.23633	0.11128	0.01275	0.22228	0.62450	0.01508	0.24343	0.09371	0.02059	0.20618	0.64388	0.02335	0.05225	0.08808	0.01609	0.09428	0.48041	0.01089
85	0.28523	0.11326	0.00649	0.24954	0.66534	0.00968	0.23626	0.11178	0.01336	0.22172	0.62495	0.01615	0.24330	0.09423	0.02128	0.20549	0.64426	0.02431	0.05214	0.08878	0.01592	0.09430	0.48040	0.01064
86	0.28531	0.11333	0.00658	0.24911	0.66551	0.00944	0.23646	0.11195	0.01431	0.22147	0.62529	0.01751	0.24338	0.09432	0.02218	0.20510	0.64451	0.02558	0.05225	0.08958	0.01516	0.09463	0.48030	0.01033
87	0.28528	0.11353	0.00746	0.24932	0.66557	0.01001	0.23611	0.11204	0.01260	0.22165	0.62488	0.01506	0.24319	0.09442	0.02031	0.20531	0.64419	0.02299	0.05199	0.08910	0.01610	0.09499	0.47960	0.01111
88	0.28538	0.11330	0.00737	0.24910	0.66573	0.01010	0.23632	0.11188	0.01354	0.22150	0.62507	0.01580	0.24334	0.09420	0.02120	0.20514	0.64431	0.02388	0.05215	0.08937	0.01647	0.09500	0.47969	0.01077
89	0.28503	0.11302	0.00763	0.24864	0.66573	0.01086	0.23584	0.11167	0.01273	0.22102	0.62491	0.01506	0.24289	0.09403	0.02047	0.20479	0.64413	0.02343	0.05168	0.08921	0.01650	0.09434	0.47965	0.01132
90	0.28540	0.11282	0.00696	0.24895	0.66541	0.00997	0.23646	0.11162	0.01401	0.22135	0.62488	0.01648	0.24333	0.09393	0.02176	0.20504	0.64409	0.02475	0.05216	0.09000	0.01559	0.09460	0.47974	0.01089
91	0.28561	0.11286	0.00742	0.24938	0.66509	0.00996	0.23646	0.11161	0.01287	0.22158	0.62453	0.01530	0.24346	0.09405	0.02080	0.20536	0.64386	0.02345	0.05225	0.08943	0.01623	0.09429	0.47981	0.01113
92	0.28566	0.11296	0.00673	0.24981	0.66520	0.00950	0.23679	0.11164	0.01431	0.22200	0.62490	0.01654	0.24374	0.09405	0.02222	0.20576	0.64419	0.02472	0.05258	0.08933	0.01609	0.09453	0.48040	0.01049
93	0.28585	0.11310	0.00713	0.24982	0.66495	0.00970	0.23675	0.11173	0.01299	0.22199	0.62444	0.01529	0.24378	0.09413	0.02081	0.20574	0.64383	0.02322	0.05258	0.08923	0.01621	0.09470	0.47971	0.01150
94	0.28592	0.11322	0.00745	0.24962	0.66475	0.00951	0.23684	0.11185	0.01348	0.22184	0.62421	0.01511	0.24381	0.09422	0.02130	0.20559	0.64359	0.02307	0.05265	0.08939	0.01551	0.09467	0.47936	0.01172
95	0.28533	0.11296	0.00694	0.25033	0.66384	0.00873	0.23633	0.11168	0.01360	0.22236	0.62356	0.01520	0.24327	0.09407	0.02147	0.20629	0.64297	0.02344	0.05210	0.08956	0.01570	0.09422	0.47958	0.01139
96	0.28519	0.11299	0.00725	0.25101	0.66352	0.00832	0.23605	0.11173	0.01280	0.22290	0.62326	0.01433	0.24306	0.09419	0.02077	0.20696	0.64275	0.02264	0.05186	0.08943	0.01633	0.09422	0.47975	0.01157
97	0.28531	0.11326	0.00790	0.25117	0.66354	0.00946	0.23598	0.11183	0.01131	0.22285	0.62311	0.01272	0.24315	0.09435	0.01928	0.20711	0.64268	0.02124	0.05193	0.08884	0.01698	0.09357	0.48011	0.01220
98	0.28549	0.11265	0.00672	0.25092	0.66413	0.00893	0.23645	0.11139	0.01313	0.22294	0.62386	0.01540	0.24341	0.09374	0.02089	0.20694	0.64324	0.02384	0.05221	0.08942	0.01597	0.09457	0.48010	0.01132
