	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.00000	0.00000	-1.04938	0.00000	0.00000	-0.58372
2	0.00000	0.00000	-1.04803	0.00000	0.00000	-0.58054
3	0.00000	0.00000	-1.04667	0.00000	0.00000	-0.57736
4	0.00000	0.00000	-1.04533	0.00000	0.00000	-0.57422
5	0.00000	0.00000	-1.04399	0.00000	0.00000	-0.57110
6	0.00000	0.00000	-1.04265	0.00000	0.00000	-0.56804
7	0.00000	0.00000	-1.04133	0.00000	0.00000	-0.56504
8	0.00000	0.00000	-1.04003	0.00000	0.00000	-0.56212
9	0.00000	0.00000	-1.03874	0.00000	0.00000	-0.55928
10	0.00000	0.00000	-1.03746	0.00000	0.00000	-0.55654
11	0.00000	0.00000	-1.03621	0.00000	0.00000	-0.55392
12	0.00000	0.00000	-1.03497	0.00000	0.00000	-0.55140
13	0.00000	0.00000	-1.03376	0.00000	0.00000	-0.54899
14	0.00000	0.00000	-1.03257	0.00000	0.00000	-0.54670
15	0.00000	0.00000	-1.03139	0.00000	0.00000	-0.54452
16	0.00000	0.00000	-1.03024	0.00000	0.00000	-0.54244
17	0.00000	0.00000	-1.02910	0.00000	0.00000	-0.54048
18	0.00000	0.00000	-1.02798	0.00000	0.00000	-0.53862
19	0.00000	0.00000	-1.02688	0.00000	0.00000	-0.53688
20	0.00000	0.00000	-1.02580	0.00000	0.00000	-0.53524
21	0.00000	0.00000	-1.02474	0.00000	0.00000	-0.53371
22	0.00000	0.00000	-1.02370	0.00000	0.00000	-0.53229
23	0.00000	0.00000	-1.02268	0.00000	0.00000	-0.53099
24	0.00000	0.00000	-1.02167	0.00000	0.00000	-0.52979
25	0.00000	0.00000	-1.02069	0.00000	0.00000	-0.52871
26	0.00000	0.00000	-1.01973	0.00000	0.00000	-0.52774
27	0.00000	0.00000	-1.01878	0.00000	0.00000	-0.52688
28	0.00000	0.00000	-1.01786	0.00000	0.00000	-0.52614
29	0.00000	0.00000	-1.01695	0.00000	0.00000	-0.52551
30	0.00000	0.00000	-1.01607	0.00000	0.00000	-0.52500
