	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
10366	-6.68712	-37.77122	221.03412	2.84309	73.57351	592.16296
10367	-6.62918	-38.20497	221.84824	2.79790	73.55959	591.59808
10368	-6.57055	-38.64024	222.66629	2.75130	73.54450	591.02747
10369	-6.51122	-39.07739	223.48907	2.70324	73.52820	590.45026
10370	-6.45125	-39.51627	224.31645	2.65373	73.51059	589.86652
10371	-6.39069	-39.95670	225.14818	2.60276	73.49164	589.27594
10372	-6.32954	-40.39899	225.98499	2.55031	73.47124	588.67792
10373	-6.26798	-40.84198	226.82477	2.49651	73.44940	588.07367
10374	-6.20601	-41.28597	227.66824	2.44132	73.42603	587.46240
10375	-6.14368	-41.73077	228.51517	2.38475	73.40108	586.84406
10376	-6.08098	-42.17669	229.36624	2.32677	73.37445	586.21777
10377	-6.01810	-42.62257	230.21939	2.26751	73.34616	585.58502
10378	-5.95503	-43.06871	231.07527	2.20693	73.31610	584.94476
10379	-5.89182	-43.51492	231.93369	2.14506	73.28423	584.29712
10380	-5.82847	-43.96150	232.79530	2.08184	73.25046	583.64124
10381	-5.76516	-44.40728	233.65793	2.01746	73.21481	582.97845
10382	-5.70196	-44.85206	234.52133	1.95195	73.17727	582.30902
10383	-5.63870	-45.29712	235.38805	1.88512	73.13764	581.63031
10384	-5.57558	-45.74127	236.25591	1.81715	73.09596	580.94391
10385	-5.51274	-46.18385	237.12367	1.74813	73.05224	580.25061
10386	-5.45021	-46.62466	237.99109	1.67812	73.00645	579.55029
10387	-5.38785	-47.06495	238.86070	1.60691	72.95837	578.84070
10388	-5.32586	-47.50357	239.73035	1.53468	72.90807	578.12323
10389	-5.26443	-47.93937	240.59781	1.46164	72.85562	577.39954
10390	-5.20342	-48.37359	241.46565	1.38758	72.80086	576.66718
10391	-5.14290	-48.80606	242.33356	1.31255	72.74372	575.92615
10392	-5.08299	-49.23610	243.20029	1.23666	72.68423	575.17743
10393	-5.02389	-49.66259	244.06364	1.16013	72.62251	574.42242
10394	-4.96547	-50.08675	244.92613	1.08275	72.55834	573.65887
10395	-4.90780	-50.50839	245.78748	1.00455	72.49168	572.88672
10396	-4.85105	-50.92640	246.64546	0.92574	72.42263	572.10754
10397	-4.79524	-51.34106	247.50075	0.84629	72.35112	571.32068
10398	-4.74041	-51.75222	248.35306	0.76623	72.27712	570.52606
10399	-4.68659	-52.16019	249.20305	0.68552	72.20056	569.72296
10400	-4.63394	-52.56394	250.04855	0.60439	72.12161	568.91321
10401	-4.58247	-52.96378	250.89027	0.52277	72.04020	568.09595
10402	-4.53223	-53.35957	251.72787	0.44073	71.95630	567.27124
10403	-4.48324	-53.75159	252.56204	0.35821	71.86983	566.43823
10404	-4.43567	-54.13885	253.39064	0.27544	71.78098	565.59894
10405	-4.38952	-54.52164	254.21431	0.19236	71.68967	564.75244
10406	-4.34486	-54.89983	255.03281	0.10903	71.59589	563.89874
10407	-4.30173	-55.27332	255.84589	0.02547	71.49964	563.03809
10408	-4.26013	-55.64238	256.65424	-0.05836	71.40087	562.16943
10409	-4.22021	-56.00613	257.45581	-0.14226	71.29979	561.29492
10410	-4.18197	-56.36485	258.25134	-0.22627	71.19632	560.41364
10411	-4.14545	-56.71846	259.04059	-0.31037	71.09049	559.52570
10412	-4.11067	-57.06722	259.82419	-0.39461	70.98219	558.63019
10413	-4.07775	-57.41026	260.60022	-0.47877	70.87169	557.72913
10414	-4.04671	-57.74788	261.36929	-0.56290	70.75887	556.82172
10415	-4.01758	-58.07997	262.13126	-0.64699	70.64378	555.90802
10416	-3.99038	-58.40682	262.88675	-0.73108	70.52631	554.98706
10417	-3.96518	-58.72765	263.63400	-0.81497	70.40675	554.06116
10418	-3.94203	-59.04243	264.37283	-0.89865	70.28517	553.13025
10419	-3.92087	-59.35212	265.10562	-0.98235	70.16118	552.19141
10420	-3.90180	-59.65596	265.83057	-1.06586	70.03508	551.24683
10421	-3.88485	-59.95357	266.54672	-1.14908	69.90705	550.29761
10422	-3.87006	-60.24491	267.25406	-1.23198	69.77715	549.34393
10423	-3.85741	-60.53086	267.95465	-1.31480	69.64498	548.38275
10424	-3.84697	-60.81075	268.64688	-1.39735	69.51086	547.41626
10425	-3.83874	-61.08394	269.32925	-1.47941	69.37512	546.44672
10426	-3.83271	-61.35138	270.00397	-1.56124	69.23742	545.47101
10427	-3.82887	-61.61303	270.67105	-1.64282	69.09777	544.48932
10428	-3.82723	-61.86861	271.32977	-1.72403	68.95641	543.50287
10429	-3.82779	-62.11758	271.97870	-1.80469	68.81367	542.51392
10430	-3.83054	-62.36077	272.61996	-1.88504	68.66917	541.51935
10431	-3.83549	-62.59817	273.25354	-1.96505	68.52295	540.51929
10432	-3.84263	-62.82926	273.87811	-2.04454	68.37540	539.51611
10433	-3.85196	-63.05432	274.49432	-2.12357	68.22639	538.50879
10434	-3.86345	-63.27338	275.10233	-2.20211	68.07602	537.49750
10435	-3.87709	-63.48672	275.70285	-2.28025	67.92415	536.48120
10436	-3.89284	-63.69394	276.29474	-2.35778	67.77119	535.46228
10437	-3.91068	-63.89530	276.87875	-2.43479	67.61702	534.43982
10438	-3.93058	-64.09086	277.45505	-2.51124	67.46174	533.41382
10439	-3.95255	-64.28088	278.02435	-2.58720	67.30520	532.38336
10440	-3.97651	-64.46497	278.58551	-2.66249	67.14783	531.35089
10441	-4.00246	-64.64341	279.13931	-2.73717	66.98950	530.31525
10442	-4.03037	-64.81625	279.68591	-2.81124	66.83029	529.27673
10443	-4.06020	-64.98357	280.22549	-2.88466	66.67026	528.23535
10444	-4.09194	-65.14565	280.75888	-2.95751	66.50929	527.19019
10445	-4.12548	-65.30222	281.28522	-3.02963	66.34782	526.14368
10446	-4.16081	-65.45354	281.80530	-3.10107	66.18570	525.09473
10447	-4.19787	-65.59975	282.31940	-3.17183	66.02303	524.04358
10448	-4.23667	-65.74106	282.82834	-3.24197	65.85968	522.98914
10449	-4.27708	-65.87726	283.33118	-3.31132	65.69608	521.93384
10450	-4.31910	-66.00860	283.82880	-3.37995	65.53210	520.87677
10451	-4.36267	-66.13519	284.32144	-3.44786	65.36783	519.81799
10452	-4.40779	-66.25729	284.81000	-3.51510	65.20312	518.75653
10453	-4.45430	-66.37479	285.29379	-3.58151	65.03841	517.69470
10454	-4.50214	-66.48783	285.77319	-3.64710	64.87377	516.63293
10455	-4.55140	-66.59694	286.25015	-3.71207	64.70870	515.56769
10456	-4.60192	-66.70200	286.72403	-3.77627	64.54362	514.50159
10457	-4.65359	-66.80305	287.19461	-3.83962	64.37878	513.43579
10458	-4.70634	-66.90025	287.66232	-3.90211	64.21425	512.37061
10459	-4.76027	-66.99406	288.12909	-3.96395	64.04953	511.30252
10460	-4.81523	-67.08441	288.59424	-4.02498	63.88505	510.23416
10461	-4.87102	-67.17126	289.05719	-4.08506	63.72121	509.16794
10462	-4.92777	-67.25505	289.51996	-4.14439	63.55756	508.10049
10463	-4.98541	-67.33594	289.98291	-4.20296	63.39412	507.03204
10464	-5.04382	-67.41398	290.44598	-4.26068	63.23114	505.96387
10465	-5.10281	-67.48916	290.90866	-4.31743	63.06903	504.89841
10466	-5.16252	-67.56189	291.37280	-4.37338	62.90732	503.83237
10467	-5.22287	-67.63231	291.83893	-4.42851	62.74606	502.76590
10468	-5.28369	-67.70042	292.30640	-4.48272	62.58565	501.70142
10469	-5.34496	-67.76646	292.77621	-4.53603	62.42598	500.63797
10470	-5.40664	-67.83058	293.24875	-4.58844	62.26709	499.57565
10471	-5.46872	-67.89300	293.72510	-4.64000	62.10887	498.51346
10472	-5.53101	-67.95370	294.20462	-4.69057	61.95171	497.45383
10473	-5.59351	-68.01294	294.68832	-4.74022	61.79549	496.39581
10474	-5.65616	-68.07084	295.17661	-4.78892	61.64025	495.33951
10475	-5.71897	-68.12763	295.67053	-4.83671	61.48589	494.28384
10476	-5.78173	-68.18332	296.16943	-4.88348	61.33279	493.23132
10477	-5.84445	-68.23813	296.67441	-4.92928	61.18082	492.18097
10478	-5.90708	-68.29220	297.18582	-4.97408	61.03004	491.13284
10479	-5.96955	-68.34566	297.70413	-5.01789	60.88049	490.08710
10480	-6.03187	-68.39868	298.23026	-5.06076	60.73201	489.04269
10481	-6.09385	-68.45129	298.76352	-5.10258	60.58498	488.00198
10482	-6.15550	-68.50365	299.30487	-5.14340	60.43925	486.96396
10483	-6.21676	-68.55588	299.85471	-5.18323	60.29485	485.92871
10484	-6.27765	-68.60817	300.41406	-5.22209	60.15165	484.89526
10485	-6.33796	-68.66052	300.98212	-5.25991	60.01001	483.86588
10486	-6.39771	-68.71312	301.55988	-5.29673	59.86977	482.83960
10487	-6.45684	-68.76608	302.14774	-5.33255	59.73098	481.81653
10488	-6.51536	-68.81953	302.74670	-5.36739	59.59349	480.79556
10489	-6.57310	-68.87347	303.35577	-5.40119	59.45761	479.77905
10490	-6.63001	-68.92793	303.97522	-5.43395	59.32333	478.76703
10491	-6.68622	-68.98322	304.60745	-5.46576	59.19023	477.75626
10492	-6.74157	-69.03925	305.25146	-5.49657	59.05861	476.74893
10493	-6.79593	-69.09607	305.90683	-5.52633	58.92861	475.74628
10494	-6.84926	-69.15375	306.57382	-5.55505	58.80024	474.74835
10495	-6.90169	-69.21256	307.25500	-5.58281	58.67307	473.75192
10496	-6.95305	-69.27245	307.94925	-5.60955	58.54741	472.75922
10497	-7.00320	-69.33334	308.65521	-5.63517	58.42352	471.77243
10498	-7.05224	-69.39545	309.37546	-5.65970	58.30101	470.78836
10499	-7.10016	-69.45886	310.11029	-5.68309	58.17989	469.80698
10500	-7.14684	-69.52354	310.85922	-5.70526	58.06032	468.82947
10501	-7.19215	-69.58936	311.62070	-5.72613	57.94255	467.85788
10502	-7.23621	-69.65662	312.39755	-5.74570	57.82621	466.88913
10503	-7.27897	-69.72533	313.19006	-5.76392	57.71130	465.92319
10504	-7.32030	-69.79542	313.99673	-5.78070	57.59810	464.96225
10505	-7.36021	-69.86697	314.81863	-5.79603	57.48648	464.00522
10506	-7.39866	-69.94003	315.65594	-5.80991	57.37644	463.05212
10507	-7.43569	-70.01470	316.50961	-5.82235	57.26785	462.10193
10508	-7.47117	-70.09081	317.37799	-5.83335	57.16093	461.15674
10509	-7.50513	-70.16846	318.26205	-5.84293	57.05556	460.21548
10510	-7.53753	-70.24769	319.16190	-5.85109	56.95173	459.27823
10511	-7.56840	-70.32859	320.07864	-5.85787	56.84933	458.34390
10512	-7.59763	-70.41100	321.01044	-5.86325	56.74855	457.41461
10513	-7.62525	-70.49502	321.95831	-5.86726	56.64930	456.48929
10514	-7.65121	-70.58067	322.92239	-5.86990	56.55154	455.56796
10515	-7.67551	-70.66796	323.90271	-5.87122	56.45525	454.65057
10516	-7.69816	-70.75698	324.90039	-5.87124	56.36028	453.73618
10517	-7.71910	-70.84753	325.91318	-5.86999	56.26681	452.82669
10518	-7.73834	-70.93974	326.94217	-5.86751	56.17469	451.92108
10519	-7.75586	-71.03356	327.98737	-5.86384	56.08388	451.01932
10520	-7.77167	-71.12914	329.04996	-5.85899	55.99425	450.12039
10521	-7.78573	-71.22624	330.12766	-5.85301	55.90595	449.22629
10522	-7.79803	-71.32500	331.22153	-5.84594	55.81885	448.33594
10523	-7.80857	-71.42538	332.33163	-5.83780	55.73290	447.44931
10524	-7.81735	-71.52751	333.45905	-5.82863	55.64796	446.56543
10525	-7.82434	-71.63115	334.60120	-5.81847	55.56417	445.68607
10526	-7.82955	-71.73626	335.75797	-5.80738	55.48146	444.81122
10527	-7.83298	-71.84322	336.93311	-5.79536	55.39950	443.93790
10528	-7.83462	-71.95173	338.12384	-5.78246	55.31843	443.06790
10529	-7.83447	-72.06171	339.32883	-5.76874	55.23827	442.20221
10530	-7.83251	-72.17312	340.54779	-5.75424	55.15897	441.34061
10531	-7.82875	-72.28632	341.78482	-5.73896	55.08021	440.48029
10532	-7.82317	-72.40105	343.03699	-5.72296	55.00211	439.62302
10533	-7.81581	-72.51702	344.30130	-5.70633	54.92477	438.77057
10534	-7.80665	-72.63460	345.58160	-5.68906	54.84787	437.91995
10535	-7.79568	-72.75377	346.87766	-5.67120	54.77133	437.07111
10536	-7.78292	-72.87437	348.18774	-5.65283	54.69518	436.22482
10537	-7.76842	-72.99608	349.50873	-5.63402	54.61950	435.38284
10538	-7.75213	-73.11931	350.84460	-5.61478	54.54398	434.54221
10539	-7.73405	-73.24401	352.19519	-5.59514	54.46856	433.70279
10540	-7.71424	-73.36990	353.55719	-5.57520	54.39331	432.86639
10541	-7.69268	-73.49707	354.93182	-5.55499	54.31810	432.03186
10542	-7.66937	-73.62550	356.31863	-5.53455	54.24285	431.19916
10543	-7.64431	-73.75529	357.71887	-5.51393	54.16739	430.36710
10544	-7.61756	-73.88612	359.12894	-5.49321	54.09183	429.53738
10545	-7.58911	-74.01809	360.55011	-5.47242	54.01601	428.70892
10546	-7.55897	-74.15117	361.98193	-5.45162	53.93984	427.88159
10547	-7.52710	-74.28545	363.42557	-5.43083	53.86319	427.05435
10548	-7.49361	-74.42064	364.87750	-5.41015	53.78613	426.22888
10549	-7.45846	-74.55682	366.33890	-5.38961	53.70851	425.40396
10550	-7.42167	-74.69395	367.80933	-5.36926	53.63026	424.57956
10551	-7.38324	-74.83200	369.28833	-5.34915	53.55130	423.75546
10552	-7.34315	-74.97107	370.77698	-5.32928	53.47147	422.93060
10553	-7.30150	-75.11079	372.27151	-5.30975	53.39088	422.10657
10554	-7.25825	-75.25128	373.77304	-5.29057	53.30937	421.28229
10555	-7.21342	-75.39250	375.28107	-5.27179	53.22685	420.45758
10556	-7.16697	-75.53454	376.79672	-5.25342	53.14317	419.63135
10557	-7.11901	-75.67705	378.31622	-5.23555	53.05843	418.80521
10558	-7.06950	-75.82013	379.84061	-5.21820	52.97248	417.97812
10559	-7.01846	-75.96373	381.36942	-5.20140	52.88523	417.14984
10560	-6.96585	-76.10796	382.90372	-5.18518	52.79654	416.31931
10561	-6.91179	-76.25245	384.43951	-5.16958	52.70654	415.48819
10562	-6.85630	-76.39712	385.97623	-5.15465	52.61519	414.65625
10563	-6.79923	-76.54241	387.51822	-5.14037	52.52211	413.82062
10564	-6.74070	-76.68794	389.06161	-5.12678	52.42746	412.98291
10565	-6.68081	-76.83349	390.60397	-5.11395	52.33128	412.14386
10566	-6.61956	-76.97899	392.14474	-5.10189	52.23353	411.30334
10567	-6.55677	-77.12488	393.68839	-5.09059	52.13382	410.45834
10568	-6.49260	-77.27077	395.23090	-5.08012	52.03231	409.61060
10569	-6.42719	-77.41628	396.76825	-5.07050	51.92920	408.76175
10570	-6.36036	-77.56184	398.30484	-5.06172	51.82411	407.90887
10571	-6.29211	-77.70737	399.84009	-5.05380	51.71701	407.05185
10572	-6.22253	-77.85266	401.37164	-5.04676	51.60798	406.19147
10573	-6.15179	-77.99731	402.89551	-5.04063	51.49723	405.32944
10574	-6.07967	-78.14176	404.41608	-5.03540	51.38436	404.46283
10575	-6.00619	-78.28593	405.93274	-5.03109	51.26934	403.59137
10576	-5.93151	-78.42946	407.44147	-5.02773	51.15238	402.71695
10577	-5.85557	-78.57243	408.94333	-5.02531	51.03334	401.83841
10578	-5.77838	-78.71477	410.43771	-5.02385	50.91219	400.95569
10579	-5.69987	-78.85658	411.92563	-5.02333	50.78880	400.06760
10580	-5.62020	-78.99748	413.40326	-5.02376	50.66343	399.17612
10581	-5.53931	-79.13756	414.87155	-5.02513	50.53592	398.28006
10582	-5.45719	-79.27676	416.32999	-5.02744	50.40627	397.37939
10583	-5.37378	-79.41517	417.77951	-5.03068	50.27433	396.47296
10584	-5.28925	-79.55241	419.21634	-5.03486	50.14037	395.56271
10585	-5.20353	-79.68858	420.64145	-5.03996	50.00425	394.64749
10586	-5.11661	-79.82361	422.05429	-5.04599	49.86596	393.72723
10587	-5.02852	-79.95744	423.45438	-5.05292	49.72551	392.80185
10588	-4.93917	-80.09016	424.84290	-5.06074	49.58277	391.87039
10589	-4.84875	-80.22142	426.21631	-5.06944	49.43806	390.93475
10590	-4.75719	-80.35131	427.57571	-5.07898	49.29126	389.99396
10591	-4.66448	-80.47977	428.92075	-5.08936	49.14238	389.04794
10592	-4.57055	-80.60690	430.25247	-5.10057	48.99129	388.09567
10593	-4.47559	-80.73235	431.56744	-5.11257	48.83833	387.13916
10594	-4.37953	-80.85619	432.86679	-5.12534	48.68334	386.17737
10595	-4.28237	-80.97838	434.15015	-5.13888	48.52637	385.21024
10596	-4.18401	-81.09900	435.41858	-5.15318	48.36726	384.23682
10597	-4.08470	-81.21776	436.66922	-5.16817	48.20642	383.25912
10598	-3.98445	-81.33459	437.90186	-5.18383	48.04389	382.27728
10599	-3.88294	-81.44987	439.12036	-5.20020	47.87916	381.28809
10600	-3.78042	-81.56326	440.32184	-5.21720	47.71263	380.29370
10601	-3.67700	-81.67460	441.50470	-5.23480	47.54453	379.29526
10602	-3.57271	-81.78387	442.66898	-5.25297	47.37491	378.29279
10603	-3.46723	-81.89136	443.81812	-5.27175	47.20324	377.28302
10604	-3.36079	-81.99680	444.94949	-5.29107	47.02994	376.26819
10605	-3.25366	-82.09994	446.06061	-5.31086	46.85545	375.25061
10606	-3.14550	-82.20107	447.15527	-5.33115	46.67925	374.22696
10607	-3.03635	-82.30016	448.23337	-5.35192	46.50140	373.19739
10608	-2.92634	-82.39706	449.29376	-5.37311	46.32217	372.16302
10609	-2.81574	-82.49154	450.33420	-5.39465	46.14199	371.12625
10610	-2.70421	-82.58386	451.35818	-5.41659	45.96034	370.08377
10611	-2.59178	-82.67403	452.36569	-5.43888	45.77727	369.03564
10612	-2.47871	-82.76176	453.35452	-5.46146	45.59325	367.98419
10613	-2.36490	-82.84715	454.32590	-5.48432	45.40814	366.92841
10614	-2.25040	-82.93017	455.27997	-5.50743	45.22202	365.86835
10615	-2.13511	-83.01090	456.21814	-5.53079	45.03474	364.80304
10616	-2.01932	-83.08916	457.13852	-5.55432	44.84682	363.73492
10617	-1.90294	-83.16502	458.04245	-5.57801	44.65811	362.66296
10618	-1.78601	-83.23844	458.93024	-5.60184	44.46870	361.58725
10619	-1.66844	-83.30951	459.80304	-5.62581	44.27845	360.50681
10620	-1.55051	-83.37805	460.65927	-5.64983	44.08786	359.42404
10621	-1.43214	-83.44414	461.50012	-5.67389	43.89680	358.33795
10622	-1.31337	-83.50774	462.32590	-5.69798	43.70536	357.24863
10623	-1.19423	-83.56887	463.13696	-5.72207	43.51360	356.15628
10624	-1.07464	-83.62759	463.93454	-5.74617	43.32140	355.05975
10625	-0.95490	-83.68375	464.71722	-5.77020	43.12927	353.96170
10626	-0.83493	-83.73742	465.48630	-5.79416	42.93707	352.86093
10627	-0.71476	-83.78860	466.24213	-5.81803	42.74490	351.75772
10628	-0.59430	-83.83734	466.98584	-5.84182	42.55260	350.65085
10629	-0.47387	-83.88354	467.71625	-5.86545	42.36071	349.54300
10630	-0.35337	-83.92724	468.43445	-5.88892	42.16908	348.43311
10631	-0.23285	-83.96844	469.14090	-5.91223	41.97779	347.32123
10632	-0.11222	-84.00719	469.83670	-5.93536	41.78671	346.20633
10633	0.00820	-84.04343	470.52081	-5.95826	41.59634	345.09100
10634	0.12838	-84.07714	471.19357	-5.98091	41.40675	343.97534
10635	0.24864	-84.10847	471.85770	-6.00336	41.21739	342.85580
10636	0.36869	-84.13733	472.51202	-6.02555	41.02876	341.73502
10637	0.48834	-84.16370	473.15631	-6.04743	40.84114	340.61429
10638	0.60754	-84.18761	473.79095	-6.06900	40.65459	339.49384
10639	0.72663	-84.20914	474.41849	-6.09030	40.46860	338.37003
10640	0.84532	-84.22823	475.03787	-6.11126	40.28363	337.24551
10641	0.96327	-84.24489	475.64822	-6.13184	40.10015	336.12277
10642	1.08084	-84.25919	476.25201	-6.15209	39.91763	334.99832
10643	1.19797	-84.27116	476.84955	-6.17200	39.73612	333.87225
10644	1.31447	-84.28082	477.44064	-6.19153	39.55590	332.74582
10645	1.43005	-84.28815	478.02441	-6.21063	39.37741	331.62167
10646	1.54503	-84.29325	478.60318	-6.22936	39.20012	330.49619
10647	1.65936	-84.29610	479.17740	-6.24771	39.02412	329.36948
10648	1.77274	-84.29674	479.74619	-6.26561	38.84983	328.24414
10649	1.88523	-84.29520	480.31061	-6.28310	38.67714	327.11899
10650	1.99681	-84.29152	480.87100	-6.30015	38.50607	325.99414
10651	2.10753	-84.28573	481.42838	-6.31679	38.33651	324.86844
10652	2.21713	-84.27788	481.98187	-6.33298	38.16887	323.74435
10653	2.32566	-84.26801	482.53238	-6.34874	38.00302	322.62079
10654	2.43309	-84.25616	483.08038	-6.36406	37.83899	321.49777
10655	2.53949	-84.24235	483.62677	-6.37897	37.67665	320.37415
10656	2.64459	-84.22666	484.17072	-6.39342	37.51642	319.25247
10657	2.74845	-84.20910	484.71320	-6.40744	37.35816	318.13153
10658	2.85103	-84.18973	485.25458	-6.42102	37.20191	317.01141
10659	2.95230	-84.16858	485.79510	-6.43416	37.04772	315.89221
10660	3.05235	-84.14569	486.33578	-6.44690	36.89546	314.77261
10661	3.15092	-84.12116	486.87573	-6.45921	36.74551	313.65524
10662	3.24810	-84.09503	487.41580	-6.47110	36.59772	312.53876
10663	3.34386	-84.06734	487.95639	-6.48259	36.45216	311.42331
10664	3.43827	-84.03811	488.49835	-6.49370	36.30870	310.30765
10665	3.53110	-84.00745	489.04083	-6.50441	36.16768	309.19427
10666	3.62242	-83.97540	489.58478	-6.51474	36.02901	308.08194
10667	3.71221	-83.94200	490.13046	-6.52470	35.89270	306.97076
10668	3.80055	-83.90729	490.67871	-6.53432	35.75863	305.85944
10669	3.88726	-83.87139	491.22867	-6.54361	35.62711	304.75046
10670	3.97232	-83.83438	491.78052	-6.55261	35.49813	303.64380
10671	4.05602	-83.79622	492.33627	-6.56136	35.37130	302.53586
10672	4.13815	-83.75702	492.89502	-6.56988	35.24689	301.42902
10673	4.21863	-83.71692	493.45639	-6.57818	35.12506	300.32452
10674	4.29745	-83.67597	494.02063	-6.58629	35.00581	299.22232
10675	4.37488	-83.63412	494.58981	-6.59426	34.88876	298.11884
10676	4.45072	-83.59152	495.16296	-6.60212	34.77417	297.01648
10677	4.52484	-83.54832	495.73895	-6.60988	34.66226	295.91763
10678	4.59747	-83.50444	496.31982	-6.61762	34.55259	294.81870
10679	4.66862	-83.45995	496.90585	-6.62539	34.44511	293.71967
10680	4.73823	-83.41497	497.49646	-6.63322	34.33992	292.62170
10681	4.80615	-83.36967	498.09045	-6.64116	34.23716	291.52722
10682	4.87261	-83.32396	498.69003	-6.64926	34.13647	290.43259
10683	4.93763	-83.27789	499.29532	-6.65758	34.03778	289.33786
10684	5.00106	-83.23164	499.90518	-6.66616	33.94127	288.24536
10685	5.06298	-83.18523	500.52039	-6.67503	33.84676	287.15393
10686	5.12341	-83.13872	501.14105	-6.68422	33.75420	286.06348
10687	5.18243	-83.09209	501.76791	-6.69377	33.66342	284.97287
10688	5.23992	-83.04552	502.39966	-6.70366	33.57453	283.88446
10689	5.29597	-82.99902	503.03708	-6.71392	33.48737	282.79703
10690	5.35058	-82.95264	503.68018	-6.72457	33.40186	281.71051
10691	5.40384	-82.90639	504.32980	-6.73563	33.31784	280.62375
10692	5.45563	-82.86044	504.98459	-6.74711	33.23543	279.53912
10693	5.50604	-82.81478	505.64529	-6.75902	33.15445	278.45538
10694	5.55508	-82.76948	506.31198	-6.77139	33.07483	277.37253
10695	5.60277	-82.72458	506.98459	-6.78419	32.99649	276.29056
10696	5.64919	-82.68007	507.66391	-6.79744	32.91927	275.20825
10697	5.69427	-82.63610	508.34836	-6.81108	32.84327	274.12799
10698	5.73807	-82.59268	509.03864	-6.82512	32.76830	273.04855
10699	5.78063	-82.54983	509.73474	-6.83955	32.69430	271.97000
10700	5.82202	-82.50756	510.43735	-6.85436	32.62110	270.89108
10701	5.86217	-82.46602	511.14490	-6.86951	32.54879	269.81415
10702	5.90115	-82.42520	511.85815	-6.88500	32.47720	268.73804
10703	5.93899	-82.38514	512.57703	-6.90082	32.40626	267.66272
10704	5.97575	-82.34583	513.30225	-6.91697	32.33582	266.58707
10705	6.01140	-82.30740	514.03217	-6.93338	32.26596	265.51343
10706	6.04595	-82.26986	514.76648	-6.95004	32.19662	264.44183
10707	6.07956	-82.23312	515.50769	-6.96698	32.12750	263.36880
10708	6.11218	-82.19732	516.25409	-6.98415	32.05869	262.29666
10709	6.14380	-82.16250	517.00464	-7.00150	31.99019	261.22665
10710	6.17445	-82.12869	517.75928	-7.01902	31.92194	260.15878
10711	6.20427	-82.09583	518.52045	-7.03674	31.85364	259.08954
10712	6.23321	-82.06401	519.28625	-7.05460	31.78537	258.02133
10713	6.26125	-82.03333	520.05505	-7.07255	31.71725	256.95651
10714	6.28851	-82.00372	520.82904	-7.09061	31.64897	255.89169
10715	6.31501	-81.97517	521.60815	-7.10877	31.58051	254.82693
10716	6.34075	-81.94779	522.39148	-7.12699	31.51188	253.76347
10717	6.36571	-81.92164	523.17700	-7.14521	31.44319	252.70370
10718	6.38999	-81.89664	523.96735	-7.16346	31.37414	251.64420
10719	6.41362	-81.87285	524.76215	-7.18171	31.30470	250.58502
10720	6.43659	-81.85033	525.55975	-7.19992	31.23497	249.52858
10721	6.45893	-81.82907	526.36072	-7.21808	31.16482	248.47380
10722	6.48068	-81.80910	527.16492	-7.23616	31.09422	247.42076
10723	6.50188	-81.79044	527.97314	-7.25418	31.02307	246.36844
10724	6.52249	-81.77312	528.78333	-7.27207	30.95149	245.31921
10725	6.54257	-81.75715	529.59625	-7.28983	30.87938	244.27206
10726	6.56213	-81.74255	530.41168	-7.30745	30.80670	243.22711
10727	6.58121	-81.72933	531.23041	-7.32492	30.73336	242.18327
10728	6.59980	-81.71754	532.05042	-7.34220	30.65948	241.14297
10729	6.61792	-81.70719	532.87244	-7.35927	30.58495	240.10518
10730	6.63561	-81.69829	533.69629	-7.37612	30.50975	239.06998
10731	6.65287	-81.69086	534.52185	-7.39274	30.43388	238.03755
10732	6.66974	-81.68491	535.34979	-7.40912	30.35722	237.00682
10733	6.68619	-81.68048	536.17810	-7.42521	30.27994	235.98027
10734	6.70225	-81.67758	537.00751	-7.44101	30.20193	234.95686
10735	6.71795	-81.67622	537.83795	-7.45649	30.12321	233.93675
10736	6.73330	-81.67642	538.67010	-7.47167	30.04365	232.91893
10737	6.74829	-81.67822	539.50189	-7.48648	29.96343	231.90579
10738	6.76295	-81.68160	540.33411	-7.50092	29.88244	230.89636
10739	6.77729	-81.68661	541.16663	-7.51498	29.80069	229.89075
10740	6.79134	-81.69325	542.00012	-7.52866	29.71807	228.88806
10741	6.80507	-81.70154	542.83258	-7.54190	29.63479	227.89061
10742	6.81849	-81.71149	543.66406	-7.55469	29.55084	226.89854
10743	6.83164	-81.72314	544.49683	-7.56706	29.46596	225.90878
10744	6.84452	-81.73648	545.32916	-7.57895	29.38033	224.92369
10745	6.85710	-81.75153	546.15991	-7.59034	29.29406	223.94444
10746	6.86941	-81.76827	546.98889	-7.60122	29.20715	222.97122
