	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\FinishedElbowE1.c3d
	R_KNEE_MOMENT	R_KNEE_MOMENT	R_KNEE_MOMENT	L_KNEE_MOMENT	L_KNEE_MOMENT	L_KNEE_MOMENT	R_HIP_MOMENT	R_HIP_MOMENT	R_HIP_MOMENT	L_HIP_MOMENT	L_HIP_MOMENT	L_HIP_MOMENT	R_ANKLE_MOMENT	R_ANKLE_MOMENT	R_ANKLE_MOMENT	L_ANKLE_MOMENT	L_ANKLE_MOMENT	L_ANKLE_MOMENT	WAIST_JOINT_MOMENT	WAIST_JOINT_MOMENT	WAIST_JOINT_MOMENT	NECK_MOMENT	NECK_MOMENT	NECK_MOMENT	L_SHOULDER_MOMENT	L_SHOULDER_MOMENT	L_SHOULDER_MOMENT	R_SHOULDER_MOMENT	R_SHOULDER_MOMENT	R_SHOULDER_MOMENT	L_ELBOW_MOMENT	L_ELBOW_MOMENT	L_ELBOW_MOMENT	R_ELBOW_MOMENT	R_ELBOW_MOMENT	R_ELBOW_MOMENT	L_WRIST_MOMENT	L_WRIST_MOMENT	L_WRIST_MOMENT	R_WRIST_MOMENT	R_WRIST_MOMENT	R_WRIST_MOMENT
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1																																										
2																																										
3	-12.08202	3.60874	1.08736	-10.75813	7.28920	2.18490	-16.76198	-39.03820	6.54038	-10.15241	13.99749	4.77660	-8.68099	33.35329	-2.35746	-1.47717	4.87600	1.58579	-15.75433	-22.73371	16.19739	-0.50359	-27.63076	4.62940	1.33011	0.59795	1.14369	3.83442	-5.99599	-2.05563	-1.04036	0.66036	0.42645	-0.79389	1.09136	-1.00216	-0.44811	0.42765	0.02778	-0.62085	0.08011	-0.08658
4	-8.30265	-4.58703	0.88524	-5.19420	0.55805	0.82702	17.77460	-38.59999	2.33411	-15.07085	20.11323	1.68225	-8.45722	31.05118	-2.54732	0.78672	3.28013	1.80329	37.70280	18.28864	22.30117	52.64211	-10.64597	9.11780	6.64426	-3.16627	-0.75444	7.59767	-4.31121	1.76784	1.04554	-0.40919	0.30127	1.08699	-0.18036	-0.21453	0.06363	0.12665	0.18549	0.21520	-0.16705	-0.08218
5	-5.80876	6.10049	-0.90754	0.98487	4.56068	1.81938	-15.14151	2.62590	-1.68829	-0.55850	-16.35786	-5.89603	-8.59377	32.55180	-2.73284	-0.53146	4.75265	2.18030	-21.84029	-3.33394	-30.37901	-9.30111	29.40780	-4.38847	7.98803	-5.41502	-5.47541	10.29917	3.88233	9.33800	-1.31255	3.43273	0.30139	2.85231	-0.89805	1.25263	-0.56703	0.71954	-0.04985	0.67453	0.16069	-0.05605
6	-7.30645	8.53734	-0.10202	-4.90191	9.07612	1.97445	-23.62562	2.17955	1.68126	-8.66742	36.86941	7.50302	-8.46160	32.82987	-2.23077	-1.10407	4.24147	1.26138	-12.48521	72.82698	3.90005	-7.26554	-2.18894	2.60243	11.31196	-3.82552	2.22396	10.31337	0.65947	3.88593	0.38123	-2.76679	-0.13034	2.50750	1.80980	-0.51053	0.38893	-0.34164	-0.05150	0.51146	0.35801	-0.14118
7	-11.51037	2.67456	1.35051	-8.42229	1.68782	1.13566	-32.81578	0.33548	7.23559	-28.50512	-13.79733	-3.44223	-8.78921	32.57730	-2.39424	-1.60734	5.01163	1.71958	-56.45387	-2.30455	-17.56763	-24.86176	-31.81967	0.68101	9.11405	-1.63610	8.68012	2.23032	-9.59709	-9.06810	0.89588	-7.84128	0.04881	1.88547	2.63221	-1.25056	0.88911	-1.43831	0.16170	-0.09348	0.04142	-0.01485
8	-8.20669	-2.27949	1.31752	-0.78222	-2.15855	0.81079	3.28235	-30.33997	5.21923	5.59156	5.93824	5.56283	-8.09458	31.62804	-2.20240	0.02078	3.66230	1.55194	31.56232	-3.36656	18.22851	-6.84870	54.99228	-14.87912	3.81501	-5.84156	-6.02125	-0.24722	-8.50588	-7.31777	-1.49680	1.86292	-0.32599	2.34406	0.49395	0.23126	-0.30307	0.15215	-0.24128	-0.16238	-0.19762	0.10585
9	-10.60899	0.65357	-0.08522	2.49651	7.18878	2.96915	8.61581	-46.20080	-1.44436	27.37910	5.53209	7.29830	-8.64907	34.20353	-2.96616	-0.42849	5.21298	2.11472	71.98222	-36.29373	12.00429	51.06964	14.51909	-2.32102	3.67229	-3.00052	-5.02733	2.54835	-4.89366	2.64228	-0.97382	3.62867	-0.14905	-0.00180	-3.02083	1.89910	-0.12536	1.13000	-0.38061	-0.29523	-0.73004	0.36338
10	-12.96746	6.78442	0.10597	-5.12623	-1.37747	0.24472	-36.89761	11.39205	-0.90110	-15.85235	-16.73331	-5.38999	-8.36502	32.00403	-2.55575	-0.06178	3.90051	1.39067	-46.88057	18.58462	-31.62052	45.69777	-81.32627	15.45430	7.11017	-1.71780	3.31953	13.91564	-5.08603	5.79315	6.47038	-5.61308	-0.57459	2.05497	-0.54514	0.53043	1.44638	-0.95116	0.42169	0.59282	-0.30479	0.08871
11	-6.37458	5.53242	-0.11520	-7.97266	6.79331	1.70706	-20.04347	5.23932	0.74578	-25.29738	26.07358	3.51943	-8.38435	31.06214	-2.20752	-1.16187	4.51260	1.59441	-49.48527	63.27897	-5.37553	-26.85311	-4.44531	-4.38549	0.07315	3.82030	5.62143	5.02736	-2.01758	-4.89546	0.70151	-1.95903	0.40868	2.54916	4.58753	-2.15254	-0.13246	-0.10334	0.24705	0.30828	0.99956	-0.46095
12	-1.92208	3.27910	-0.30258	-6.18870	11.71910	2.86384	26.02906	-36.33128	2.31462	-14.67924	39.04136	7.16359	-8.59961	32.22471	-2.36461	-1.49792	4.96483	1.92167	24.18906	6.30307	27.36668	-46.74925	61.64725	-16.00033	6.94959	-3.81713	-2.85557	5.54884	-4.93515	-2.22621	-3.11571	2.93014	0.76191	2.20052	1.31459	-0.37372	-0.53336	0.38834	-0.04959	0.14965	0.12452	-0.06960
13	-10.37278	-4.38145	1.85695	1.34824	3.10577	1.51009	-2.35888	-41.76582	6.40344	22.10298	10.13515	3.48398	-8.31709	31.91479	-2.21689	0.19652	3.80107	1.71476	68.20882	1.67643	11.50789	15.06385	22.08602	8.49710	7.47209	-8.94550	-6.09971	6.12689	-1.84666	4.87031	-0.15413	-0.60627	-0.30618	-1.21331	-1.15238	0.23248	0.07066	-0.44936	-0.04739	-0.04904	-0.36532	0.12199
14	-9.84569	3.03510	0.32219	-3.93875	-1.37019	1.53514	-35.47634	-1.75267	0.23205	-42.35079	-18.24244	2.62515	-8.73236	31.73010	-2.25233	-0.58893	5.59975	1.92760	-113.84448	-5.31748	-7.04108	68.78558	-14.59355	5.98342	3.06674	-2.78904	-2.94999	1.16337	-5.34045	-7.23628	0.57848	0.37672	-0.78148	3.14592	1.99895	-0.95397	-0.23868	0.32510	-0.22741	0.22703	0.17593	-0.21502
15	-11.10266	2.91700	0.74695	-8.32660	1.31565	0.65112	-31.46479	-19.46965	3.66997	-9.15441	-7.24384	0.74815	-8.68038	31.95465	-2.37611	-0.67460	4.51915	0.94570	-25.65285	-19.08533	-4.52228	39.71943	2.72672	-3.60171	8.85340	-3.42010	5.82876	6.56070	-4.51595	-0.81097	0.60023	-5.65099	0.65143	4.30734	-0.17829	0.52624	0.57751	-0.59558	0.26379	0.56314	-0.13946	-0.10100
16	-5.81713	5.03994	0.24839	0.74573	4.78970	1.34268	-11.39410	-5.80679	4.15551	8.41325	12.43492	-0.40391	-8.44701	31.60250	-2.34815	0.18835	4.17808	1.74675	12.26962	23.83511	-7.08476	-38.16197	6.95856	-12.28247	7.00782	-1.01628	0.42881	4.60895	-0.74432	5.54483	-1.18323	1.29635	-0.16676	-0.82743	-1.65334	1.27132	0.27626	0.96623	-0.48935	-0.29739	-0.42223	0.34343
17	-5.96543	5.40928	0.10586	-2.60288	5.18697	1.92089	17.55958	-2.89237	-0.53900	-3.31137	13.37092	2.82548	-8.75000	31.17491	-2.19621	0.05708	4.40459	1.93113	42.62612	35.60735	2.97700	-62.88093	-12.26175	1.42420	7.57232	-1.89612	2.40642	7.43271	0.94548	3.41749	-1.36826	-1.68951	0.10258	1.33320	1.57843	-0.17138	-0.19287	-0.51409	0.00492	0.46820	0.32668	0.00261
18	-8.96909	0.48844	0.83720	-4.99535	4.05337	1.39270	-15.04090	-22.06222	3.85078	-21.51188	-3.91036	-4.12463	-9.09473	30.79439	-2.23929	-0.16110	5.04425	1.97106	-33.69521	-8.67961	-8.26105	-9.48729	3.65810	2.31603	5.69173	-3.54718	-2.39128	11.47418	-4.11050	3.98908	0.94256	-0.46376	-0.35572	2.02847	-0.07492	0.37293	-0.06891	-0.40252	0.07413	0.11091	-0.17902	0.05685
19	-6.10367	-0.82090	0.91100	-8.09109	1.46143	0.31206	-18.56953	-36.12121	4.52079	-20.39592	7.42559	0.21059	-8.47149	31.05533	-1.86591	-0.68495	4.71709	1.05346	-37.30303	-23.05797	1.47788	44.87231	5.75557	4.94663	0.26036	0.06110	-1.92007	7.53262	-7.29017	-2.22710	1.38501	1.34635	-0.07219	1.56847	0.88936	-0.89375	-0.19207	0.30234	0.13524	0.03089	-0.06635	-0.17321
20	-8.60905	8.77050	-0.28496	-2.29167	10.25516	3.47136	6.05746	-5.97986	-0.87515	9.61329	17.79346	10.07288	-9.12271	32.97655	-2.61747	-1.58179	6.66317	2.25967	46.27231	25.11186	9.72397	33.70257	-5.18257	-1.84754	6.59461	-1.80473	0.60326	-1.74202	-5.22481	-7.18842	1.81506	-0.88353	0.00574	2.91607	1.13873	-0.05440	0.69215	0.16326	0.01536	0.47976	0.18965	-0.08326
21	-10.09261	3.70852	0.82474	8.65801	-0.85694	1.43825	-26.08421	1.48359	4.85766	7.09119	20.93916	7.79259	-8.49305	29.59192	-2.36161	2.56956	2.92333	1.97246	-21.47546	58.41262	9.95978	-5.98948	9.25196	1.71208	14.45099	-6.18181	0.65594	3.89548	-1.95682	3.01379	0.21455	-2.01145	0.38892	0.16908	-0.71181	1.28342	0.73344	0.00591	-0.04624	-0.32925	-0.03494	0.25928
22	-3.86326	4.24593	0.10395	-6.40047	1.32903	1.17308	-7.59106	-3.30375	1.60223	-16.73967	-21.00863	-6.83438	-8.72867	31.68391	-2.10157	0.29358	4.99918	2.15199	-16.39818	-9.60349	-25.28407	6.60155	-32.29069	6.75874	3.66933	-1.44768	1.64751	10.53113	-3.35924	4.27663	1.96915	-2.88108	-0.24398	0.37587	0.24240	0.01790	0.36215	-0.49817	0.14903	-0.29024	-0.26560	0.15064
23	-4.38180	2.40104	0.34723	-7.87768	13.01910	2.52923	-5.97060	-17.28464	1.39402	-16.25062	37.42616	5.65294	-8.72174	31.32327	-1.92244	-0.79857	5.29551	1.47114	-20.84841	35.18930	4.97520	22.63593	35.37576	-10.39650	-0.03384	-1.00701	-4.48842	3.76781	-4.49077	1.15308	1.40024	1.65627	-1.21463	-0.59752	-1.54456	0.13128	-0.01978	0.19070	-0.28093	-0.16976	-0.51905	0.06079
24	-10.50302	2.03550	0.47718	-1.11456	0.75850	0.64449	-2.53291	-32.91914	0.90024	25.19300	-20.06340	-0.59693	-9.39140	31.84012	-2.53252	-1.61672	5.95590	1.22953	60.95795	-56.73889	-7.77499	-34.16942	3.35941	-32.66321	4.05344	-5.41352	-3.45103	-3.31777	-3.74126	-13.32679	-3.14829	0.58481	0.47316	5.70072	4.01974	-2.14041	-0.88218	-0.27376	0.06244	1.12245	0.79828	-0.71258
25	-8.04971	3.68069	0.71089	0.19447	-0.12117	1.11800	-24.01475	-28.94263	6.05837	-19.69053	-3.22914	1.74516	-8.69900	31.32884	-2.17909	0.31016	4.79947	1.73630	-50.70358	-25.65384	6.76458	13.71695	-22.75495	3.64984	8.49421	-2.52544	1.23722	6.64160	-5.21557	-4.15331	-1.00593	-0.61100	0.09182	4.71941	2.51431	-0.04178	0.17652	0.29532	-0.22374	0.63919	0.09004	0.11237
26	-5.21964	2.47131	1.00945	-4.24624	9.08901	2.96657	-14.97700	1.13739	5.01756	-28.34248	43.83612	9.04612	-7.82478	29.30987	-1.79782	2.29188	3.69275	2.17654	-40.55896	95.32658	18.28950	53.76456	-2.09617	35.53085	13.84392	-5.45427	5.83147	14.97835	-5.26251	9.67604	3.72363	-7.95778	0.18635	-0.11168	-1.55382	1.94076	1.38176	-1.10060	0.35681	-0.10768	-0.34470	0.50216
27	-7.61348	4.22787	0.08334	-9.36854	7.03212	2.26599	10.12856	-22.38116	0.36056	-17.73456	2.84474	2.46715	-8.81785	31.45922	-2.50766	-0.09592	5.82525	1.89317	2.34459	-21.67755	10.44848	17.68183	16.70751	1.29098	5.19078	-0.19874	1.73224	4.66077	-5.34395	0.05712	-0.43594	0.67208	1.09509	2.00627	-1.11844	0.86938	-0.50892	0.23971	0.38948	0.14996	-0.22433	0.03468
28	-3.65476	6.26645	-0.31054	1.15122	-4.38879	-0.53226	2.29223	0.39663	-1.14776	20.35361	-24.77985	-5.13969	-8.31090	30.57082	-2.06190	0.64990	4.43425	1.17086	38.40738	-20.89548	-24.77622	-28.28472	-34.13452	-6.39395	0.96822	1.56590	1.08137	1.10905	-1.50673	-2.75316	-1.96796	1.93911	0.40138	1.61163	0.90203	-0.69087	-0.33086	0.68896	-0.16506	0.25450	-0.07355	-0.10992
29	-6.24737	2.05520	0.65551	0.30970	7.35214	2.63214	-11.19363	-24.06505	2.00111	-2.82910	18.01875	5.91011	-8.41671	32.40533	-1.99747	-0.61013	5.90811	2.24780	-0.78194	10.77024	1.19873	7.09113	34.07570	12.36235	3.93117	-4.19224	1.37112	8.98691	0.91216	3.82971	-2.27635	-3.22850	-0.03003	-0.09755	2.05324	-1.25917	-0.19175	-0.12012	-0.26149	0.02638	0.44774	-0.21752
30	-6.65889	0.57862	0.72156	-5.34632	9.52639	2.83407	-26.45213	-15.31676	1.69000	-24.79204	10.48991	5.00415	-8.34422	31.92700	-1.99916	-1.01090	5.87853	1.83626	-62.14988	-1.62829	-9.78930	7.50418	62.37540	-3.41333	9.44761	-7.65032	-5.80195	9.30143	-1.08855	3.83286	0.16189	0.62700	-0.33529	-0.03490	0.95516	-0.96076	0.03175	0.08706	-0.11360	-0.16364	0.35612	-0.30384
31	-9.78613	6.23522	0.78193	-3.12890	2.13223	0.59718	-3.49770	-7.76681	3.34345	3.89551	5.54615	-3.81025	-8.12250	30.35135	-2.25311	1.36661	4.63574	1.81842	24.26947	23.72639	0.68117	-1.65689	15.23012	-26.11526	4.65808	-2.07626	-7.92195	3.73006	-4.17049	1.36661	6.50827	2.59465	-2.31154	1.69343	-2.08798	1.40414	1.35436	0.25310	-0.34556	0.05414	-0.63002	0.24354
32	-0.18665	3.03689	0.31661	6.50609	-0.44157	0.30940	1.52045	-6.12565	3.98188	24.09221	7.33935	-1.09456	-7.62360	28.32111	-1.66994	2.11592	3.30717	1.47738	19.64033	15.24427	2.00293	-12.66224	-76.34729	-6.82368	3.59713	-0.29699	3.71856	6.43875	-7.36568	-3.79825	1.36441	-3.64553	-0.12970	4.59254	1.08601	0.67040	0.41401	-0.84906	0.15961	0.66650	-0.27910	0.25658
33	-13.65145	3.10245	1.43134	-7.82420	10.42282	3.29387	-9.62898	-36.16766	5.39421	-1.29825	8.96294	8.11560	-9.19878	33.12881	-2.55986	-2.17837	6.83372	2.03614	24.06994	-21.88528	16.60277	48.34481	-12.39943	14.79894	6.03622	-1.98327	7.83900	1.80618	-5.53869	-8.92218	-3.79499	-4.47245	2.24653	3.52435	3.83245	-1.46826	-0.85423	-0.29467	0.50703	0.49380	0.43983	-0.19850
34	-9.50801	1.78400	1.33494	-4.40161	0.34108	1.29755	-56.81494	23.41019	6.61685	-77.73333	15.07159	1.05398	-8.14919	28.41141	-2.09901	2.57759	3.28067	2.02632	-191.24913	76.16299	-10.55614	91.27663	15.79827	15.26507	4.05935	0.17281	2.94661	0.81283	-1.42604	0.97067	-0.81812	-0.69893	0.58937	-1.51441	-0.27400	0.10124	-0.21451	0.24480	0.08544	-0.39460	-0.11258	0.13743
35	-0.06862	8.55165	-0.76719	-2.94419	7.47117	1.99509	21.08479	-17.24528	-2.51929	12.78078	3.02126	-1.46959	-8.27468	31.21556	-1.78212	-0.39437	5.57699	2.07341	62.63050	-10.68674	-8.70717	-52.39818	-0.80105	-21.66968	10.10499	-5.93399	-4.47200	7.67501	-5.08871	3.37175	2.58280	-0.58854	-1.05217	2.26019	-2.12975	1.48281	0.87128	-0.46093	-0.16360	0.40176	-0.36689	0.10189
36	-0.68318	2.55105	-0.49346	6.27624	6.02147	1.91120	16.41621	-33.26073	-4.17449	45.67727	9.32237	4.67134	-8.34342	29.95332	-1.65447	0.28688	4.89871	1.56001	97.37453	-15.10505	-0.34914	-53.71587	23.49236	-12.29068	8.35492	-7.60192	-5.15019	9.92446	-4.38903	-1.76861	-3.03658	1.21270	0.52137	3.90550	2.20340	-1.36754	-0.75372	0.14475	-0.04556	0.54471	0.41317	-0.46261
37	-5.23546	4.26572	1.39374	-12.38129	5.72553	1.20892	0.36921	-11.35673	6.90589	-29.63188	13.74740	2.12279	-8.50654	32.08206	-1.81513	-1.19867	5.22555	1.30764	-12.84021	26.18840	14.17804	45.09777	-18.83761	29.83867	4.68795	-0.91957	1.09457	7.16458	-3.84371	1.36214	2.71873	-1.94276	-0.43211	1.37307	0.07402	0.34423	0.69356	-0.21619	0.05117	-0.11268	-0.29879	0.18418
38	-8.05756	-1.35563	1.77228	-3.41693	9.79158	3.48423	-24.90071	-19.24460	8.05468	-28.74023	23.88438	8.27603	-8.48422	29.29369	-1.95285	0.96104	4.55549	2.25597	-67.36483	8.30747	15.92039	-48.84038	27.55140	14.55352	1.83734	1.39525	-0.45119	4.14716	2.88364	8.02603	1.38828	1.49322	-0.35546	-4.22491	-0.42626	0.27581	0.07496	0.55186	-0.06950	-0.79257	0.24141	0.14294
39	-8.85774	5.86724	-0.40261	3.62882	3.03881	2.14366	-21.34573	-5.03849	-4.03669	14.74895	-9.62585	1.84204	-8.95233	31.88884	-2.44848	-0.29500	5.70428	2.28640	1.46813	4.70333	-26.03744	13.69841	23.58535	-20.35037	3.65060	-1.75537	-3.44244	6.92471	-6.46385	-0.36544	-0.17469	1.85001	-0.79476	0.60186	0.82319	0.02951	0.04580	0.34093	-0.36624	-0.00142	0.09324	0.08066
40	-7.60737	5.62241	0.58387	0.82471	-2.79090	-0.32600	-18.77941	-18.85627	3.87152	5.45826	-12.92722	-5.52638	-8.17999	29.68281	-1.94424	0.66560	3.61210	1.25809	-11.84792	-30.99147	-11.08780	79.23114	1.88587	-12.82592	13.75241	-5.01641	4.67629	7.85778	-7.27216	-5.99172	0.30578	-5.63710	0.11760	6.35257	2.36073	-0.66025	0.42587	-0.93691	0.12926	1.18672	0.06739	-0.20571
41	-2.68199	5.06852	0.76438	-7.66743	7.13083	2.07986	-6.13503	9.92745	4.04947	-17.32662	7.31563	0.64649	-7.98843	28.84329	-1.54545	0.24935	4.55822	1.87784	-29.34748	28.48315	-4.10678	-32.46352	-4.07714	-11.36685	4.14127	-3.96307	-4.44619	2.09905	-1.57725	1.71914	-0.48947	2.42331	0.19657	0.68072	-1.60637	0.88749	-0.13522	1.05193	-0.18226	-0.28219	-0.55722	0.19956
42	-1.87232	5.96954	0.09767	-5.53847	12.82356	3.95542	29.95415	-17.11761	-0.65101	3.01906	33.95045	11.22187	-8.28722	30.19715	-1.65756	-0.22684	5.85813	2.44836	73.88023	40.97251	20.71448	-27.72384	-19.80419	0.91533	3.09231	-4.40603	-0.56882	5.38798	-2.94352	3.85337	-0.16908	-1.81684	0.96916	1.14418	-2.44777	1.35025	0.19240	-0.52740	0.37152	0.10294	-0.54916	0.15601
43	-5.76829	0.61084	1.00869	1.87192	2.95453	1.61299	-20.85798	-25.25632	4.96918	-4.49219	13.86053	3.68966	-8.23033	29.54741	-1.75812	0.97143	4.47284	1.90597	-36.39994	3.65033	1.28212	67.20358	-10.80643	11.01502	9.16712	2.54037	9.23929	3.62931	-4.06871	-7.30659	-1.23926	-3.09325	0.85058	3.23953	4.04178	-2.35942	-0.26242	-0.43768	0.23308	0.49706	0.81743	-0.61692
