Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
ITEM,X,Y,Z,X,Y,Z
1489,0.23342,0.03954,0.0101,-0.0315,0.5265,0.04521
1490,0.23403,0.03938,0.00983,-0.03116,0.52593,0.04807
1491,0.2342,0.03938,0.00977,-0.03076,0.52562,0.05101
1492,0.23411,0.03937,0.00979,-0.0302,0.52559,0.05382
1493,0.23398,0.03934,0.0098,-0.02945,0.52564,0.0565
1494,0.23393,0.03928,0.0098,-0.02869,0.52546,0.0592
1495,0.23393,0.0392,0.0098,-0.02808,0.52488,0.06187
1496,0.23391,0.0392,0.00983,-0.02753,0.52381,0.06427
1497,0.23386,0.0393,0.00989,-0.02679,0.52208,0.06629
1498,0.23377,0.03937,0.00993,-0.02565,0.51946,0.06809
1499,0.23359,0.03931,0.00988,-0.02393,0.51583,0.06983
1500,0.23336,0.03918,0.00969,-0.02181,0.51133,0.07148
1501,0.23322,0.03905,0.00941,-0.02,0.50629,0.07297
1502,0.23322,0.03886,0.00926,-0.01909,0.50095,0.07437
1503,0.23329,0.03855,0.00941,-0.01888,0.49545,0.07577
1504,0.23336,0.03825,0.00971,-0.01887,0.48976,0.07707
1505,0.23335,0.03806,0.00989,-0.01897,0.48378,0.07818
1506,0.23322,0.03795,0.00983,-0.01922,0.47759,0.07921
1507,0.23306,0.0378,0.00972,-0.01938,0.47139,0.08031
1508,0.23292,0.03759,0.00976,-0.01908,0.46532,0.08133
1509,0.2328,0.03749,0.00995,-0.01836,0.45941,0.08186
1510,0.23264,0.03762,0.0101,-0.01772,0.45365,0.08176
1511,0.23249,0.03783,0.01007,-0.01768,0.44807,0.08126
1512,0.23244,0.03782,0.00999,-0.01843,0.4428,0.08057
1513,0.23251,0.03754,0.01003,-0.01977,0.43802,0.07953
1514,0.2326,0.03724,0.01011,-0.02124,0.43391,0.0779
1515,0.23265,0.03707,0.00998,-0.02231,0.43056,0.07564
1516,0.23266,0.03695,0.0096,-0.02282,0.42803,0.07294
1517,0.23263,0.03675,0.00916,-0.02313,0.42617,0.07007
1518,0.23255,0.03654,0.00884,-0.02363,0.42472,0.06709
1519,0.23248,0.03637,0.00865,-0.02428,0.42349,0.06382
1520,0.23251,0.03613,0.00863,-0.02475,0.42238,0.0602
1521,0.2327,0.03571,0.00872,-0.02479,0.42129,0.05646
1522,0.23297,0.03524,0.00876,-0.02443,0.42016,0.05278
1523,0.23323,0.03491,0.00862,-0.02392,0.41908,0.04914
1524,0.23342,0.03476,0.0084,-0.02369,0.4182,0.04555
1525,0.23358,0.03464,0.00831,-0.024,0.41751,0.04216
1526,0.23376,0.03448,0.00839,-0.02468,0.41693,0.03921
1527,0.23394,0.03445,0.00847,-0.02527,0.41633,0.03676
1528,0.23409,0.03467,0.00842,-0.02544,0.41561,0.03463
1529,0.23413,0.03512,0.00834,-0.0253,0.41478,0.03248
1530,0.23404,0.03561,0.00843,-0.02512,0.41396,0.03006
1531,0.2339,0.03603,0.00879,-0.02491,0.41325,0.02749
1532,0.23381,0.03638,0.0093,-0.02438,0.41272,0.0251
1533,0.23381,0.03664,0.00983,-0.02335,0.41246,0.02302
1534,0.23386,0.03683,0.0103,-0.02186,0.41252,0.02113
1535,0.23393,0.03696,0.01073,-0.02009,0.41289,0.01931
1536,0.23393,0.0371,0.01124,-0.01827,0.41353,0.01767
1537,0.23383,0.03731,0.01191,-0.01646,0.4143,0.01647
1538,0.23366,0.03758,0.01272,-0.01471,0.41495,0.01583
1539,0.23344,0.03788,0.01365,-0.01313,0.41534,0.0155
1540,0.23305,0.03824,0.01469,-0.01189,0.41555,0.01508
1541,0.23243,0.03871,0.01579,-0.01112,0.41567,0.01432
1542,0.23175,0.03928,0.01688,-0.01099,0.41571,0.01326
1543,0.2313,0.03984,0.01788,-0.0115,0.41571,0.01208
1544,0.23121,0.04031,0.0188,-0.01242,0.41571,0.01103
1545,0.23141,0.0407,0.01977,-0.01334,0.41563,0.01036
1546,0.23176,0.04108,0.02102,-0.01396,0.41534,0.01013
1547,0.23208,0.04145,0.02272,-0.01412,0.41489,0.01014
1548,0.2323,0.0417,0.02487,-0.01387,0.41457,0.01012
1549,0.2325,0.04178,0.02733,-0.01353,0.41456,0.01001
1550,0.2328,0.04184,0.03002,-0.01346,0.41483,0.00995
1551,0.23328,0.04211,0.03292,-0.01371,0.41518,0.01004
1552,0.23404,0.04265,0.03597,-0.01397,0.41548,0.01021
1553,0.23518,0.04338,0.03913,-0.014,0.41568,0.01034
1554,0.23654,0.04423,0.0424,-0.01386,0.41576,0.01035
1555,0.23782,0.04519,0.0459,-0.01377,0.41567,0.01025
1556,0.23884,0.04618,0.04989,-0.01387,0.4154,0.01013
1557,0.23964,0.04715,0.05445,-0.01415,0.41511,0.01004
1558,0.2404,0.04809,0.05939,-0.01447,0.41513,0.00995
1559,0.24119,0.04912,0.06432,-0.01466,0.41552,0.00985
1560,0.24196,0.05045,0.06905,-0.01477,0.41599,0.00979
1561,0.24272,0.05221,0.07365,-0.0149,0.41614,0.00967
1562,0.24358,0.05436,0.07821,-0.01501,0.41593,0.00935
1563,0.24457,0.05675,0.08274,-0.01494,0.41559,0.00886
1564,0.24556,0.05909,0.08721,-0.01461,0.41533,0.0084
1565,0.24644,0.06114,0.09162,-0.01414,0.41523,0.00809
1566,0.24707,0.06284,0.09592,-0.01372,0.41527,0.00787
