Unnamed: 0_level_0,R_KNEE_MOMENT,R_KNEE_MOMENT,R_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,L_KNEE_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,R_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,L_HIP_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,R_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,L_ANKLE_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,WAIST_JOINT_MOMENT,NECK_MOMENT,NECK_MOMENT,NECK_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,L_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,R_SHOULDER_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,L_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,R_ELBOW_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,L_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT,R_WRIST_MOMENT
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2261,-5.06823,-53.07158,1.94456,-14.07988,6.31182,0.7521,-32.17966,-52.17572,1.00579,-10.34528,13.76278,6.07048,-3.13155,-8.50479,-1.1074,-9.21411,1.77894,0.02013,-7.16641,15.33862,2.8599,12.30673,-11.86919,-4.50899,4.20891,-2.39869,-0.3025,3.37498,-2.96261,0.25499,0.62591,-1.89322,0.01906,1.93468,-0.18673,0.27291,0.13287,-0.38439,0.03844,0.2044,-8e-05,-0.03809
2262,-4.33093,-52.53786,2.05458,-14.82309,4.68464,-0.06783,-30.18205,-53.26037,2.35838,-9.87307,8.72872,2.72312,-3.48792,-7.69983,-1.02565,-9.35349,1.53299,-0.2746,-4.94611,5.31865,-0.07654,28.05076,-26.29264,5.12914,3.71674,-1.52545,1.02205,3.74236,-3.03156,0.74155,0.02522,-2.65983,0.52161,2.04066,-0.41475,0.64563,0.10647,-0.48592,0.07845,0.23512,-0.11014,0.09125
2263,-4.72298,-50.83228,2.40914,-15.28495,2.47633,-0.89053,-32.80104,-50.79871,5.38274,-13.16549,0.65596,-2.25845,-3.95019,-7.06536,-0.98582,-9.44845,1.4417,-0.43515,-13.7753,-4.51322,-2.39544,14.78381,-30.09944,13.45339,4.17243,-1.34509,1.10584,4.82968,-3.85583,0.45364,-0.14566,-2.37639,0.67855,1.67289,0.17203,0.24107,0.08109,-0.39963,0.10209,0.18229,-0.07844,0.10896
2264,-5.91797,-49.28511,2.70443,-15.06847,2.88367,-0.66269,-37.54825,-47.26293,7.11118,-15.8754,-0.56101,-3.14371,-4.4184,-6.47407,-0.97986,-9.42064,1.58812,-0.30587,-23.01463,-2.56253,-0.85726,-3.47575,-8.83601,14.79515,4.6302,-1.82297,-0.39158,5.89931,-5.1719,-0.42365,0.46507,-0.90964,0.10622,1.01296,1.10663,-0.61292,0.11749,-0.06339,-0.00576,0.02175,0.07217,0.01159
2265,-6.92409,-48.15762,2.53049,-14.58958,5.22155,0.37077,-39.42918,-43.44178,4.84387,-11.09223,3.05058,1.36681,-4.90466,-5.51031,-0.97143,-9.448,1.79543,-0.10396,-15.85513,8.87963,1.12482,0.15398,19.50071,8.46024,4.79269,-1.58173,-1.36892,6.25498,-5.91837,-0.83879,1.51244,0.15961,-0.501,0.9456,1.27741,-0.86336,0.24772,0.26011,-0.12779,-0.05739,0.10921,-0.04234
2266,-6.77075,-48.26723,2.02463,-13.59103,6.47605,1.14761,-36.61079,-42.80703,0.20962,-0.69174,4.58934,6.58091,-5.43342,-4.10386,-0.91822,-9.42908,1.87722,-0.05054,4.07922,15.32091,-0.22487,9.48559,19.54344,-0.34726,5.06907,-0.26429,-0.07846,5.48424,-4.88373,-0.2805,1.87698,-0.60816,-0.14954,1.76808,0.46659,-0.16168,0.32024,0.19145,-0.03075,0.07969,-0.03129,0.02079
2267,-6.01853,-49.63823,1.87695,-12.40114,5.29055,0.87524,-32.93302,-47.92283,-1.70374,5.52809,2.46133,6.50473,-5.96961,-2.64828,-0.82014,-9.18922,1.81429,-0.12893,15.56497,8.46327,-3.86781,2.27121,-8.91206,-6.25625,5.79959,0.27332,1.67059,4.0055,-2.58639,0.42942,1.14313,-2.12457,0.72098,2.62728,-0.31322,0.59744,0.24579,-0.15798,0.16706,0.29848,-0.15911,0.09362
2268,-6.19892,-50.93702,2.45515,-12.20056,2.75772,-0.29308,-32.61726,-56.7711,1.32624,2.02037,-1.55297,0.09994,-6.47747,-1.44498,-0.73798,-8.86897,1.68982,-0.22009,8.85266,-7.14278,-6.12974,-7.84349,-31.4908,-8.23535,6.51351,-1.46431,1.00331,2.93061,-1.23749,0.10931,0.26638,-2.28435,0.82256,2.69479,-0.1292,0.43536,0.14432,-0.31688,0.15403,0.358,-0.1051,0.03838
2269,-7.44348,-50.72608,3.27411,-12.65317,0.70602,-1.37784,-35.70234,-61.78946,6.24772,-5.86245,-5.88252,-7.4789,-6.99191,-0.34913,-0.7208,-8.59431,1.53021,-0.25883,-5.38668,-18.13241,-6.0095,-1.30394,-28.93744,-6.97497,6.05325,-3.66986,-1.29184,2.90876,-1.99433,-1.06638,0.01441,-1.04464,0.06737,2.16849,0.67142,-0.39162,0.05773,-0.12917,-0.05372,0.21335,0.04405,-0.09738
