	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
283	-2.72382	-43.04980	242.94731	0.48261	46.91143	461.32947
284	-2.72000	-43.06914	243.03139	0.48474	46.90720	461.27460
285	-2.71603	-43.08889	243.11595	0.48676	46.90281	461.21906
286	-2.71191	-43.10904	243.20097	0.48869	46.89827	461.16290
287	-2.70764	-43.12957	243.28644	0.49053	46.89359	461.10608
288	-2.70322	-43.15051	243.37244	0.49228	46.88876	461.04858
289	-2.69866	-43.17183	243.45889	0.49395	46.88380	460.99045
290	-2.69397	-43.19353	243.54585	0.49554	46.87871	460.93158
291	-2.68914	-43.21561	243.63330	0.49706	46.87349	460.87207
292	-2.68418	-43.23807	243.72124	0.49851	46.86818	460.81186
293	-2.67910	-43.26089	243.80968	0.49990	46.86275	460.75095
294	-2.67390	-43.28408	243.89864	0.50123	46.85723	460.68933
295	-2.66859	-43.30762	243.98808	0.50250	46.85161	460.62695
296	-2.66318	-43.33153	244.07805	0.50372	46.84593	460.56387
297	-2.65767	-43.35577	244.16855	0.50489	46.84017	460.50009
298	-2.65207	-43.38036	244.25954	0.50602	46.83435	460.43555
299	-2.64638	-43.40528	244.35104	0.50711	46.82848	460.37030
300	-2.64061	-43.43054	244.44307	0.50816	46.82256	460.30423
301	-2.63476	-43.45612	244.53558	0.50917	46.81660	460.23746
302	-2.62883	-43.48200	244.62862	0.51015	46.81061	460.16995
303	-2.62283	-43.50819	244.72214	0.51110	46.80460	460.10165
304	-2.61677	-43.53468	244.81612	0.51202	46.79857	460.03262
305	-2.61064	-43.56145	244.91063	0.51291	46.79253	459.96283
306	-2.60445	-43.58851	245.00558	0.51378	46.78650	459.89224
307	-2.59820	-43.61583	245.10100	0.51462	46.78047	459.82095
308	-2.59190	-43.64342	245.19688	0.51543	46.77446	459.74887
309	-2.58555	-43.67126	245.29323	0.51623	46.76846	459.67603
310	-2.57916	-43.69936	245.38995	0.51701	46.76249	459.60239
311	-2.57272	-43.72770	245.48717	0.51778	46.75654	459.52798
312	-2.56625	-43.75628	245.58476	0.51854	46.75062	459.45285
313	-2.55974	-43.78509	245.68271	0.51929	46.74474	459.37689
314	-2.55320	-43.81412	245.78110	0.52004	46.73889	459.30020
315	-2.54664	-43.84338	245.87981	0.52079	46.73308	459.22272
