	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d
17	0.18474	0.33200	1.48170	0.13339	0.53827	0.07802	0.15546	0.08920	0.07688	0.11903	0.45695	0.47361	0.21851	0.16606	0.46609	0.09687	0.31768	0.86916	0.24602	0.21446	0.87654	0.01560	0.37141	1.40500	0.32317	0.20023	1.41461	-0.08066	0.42999	1.10851	0.44948	0.15742	1.14653	0.12505	0.53217	1.22796	0.40236	0.39667	1.23803
18	0.18462	0.33244	1.48167	0.13324	0.53860	0.07812	0.15553	0.08920	0.07699	0.11877	0.45681	0.47361	0.21824	0.16616	0.46623	0.09661	0.31748	0.86913	0.24590	0.21447	0.87669	0.01532	0.37176	1.40517	0.32324	0.20026	1.41468	-0.08094	0.42970	1.10856	0.44925	0.15757	1.14644	0.12461	0.53247	1.22780	0.40219	0.39679	1.23804
19	0.18450	0.33283	1.48167	0.13312	0.53908	0.07814	0.15574	0.08910	0.07704	0.11851	0.45670	0.47350	0.21806	0.16631	0.46630	0.09640	0.31735	0.86902	0.24577	0.21447	0.87677	0.01509	0.37189	1.40532	0.32360	0.20057	1.41475	-0.08124	0.42952	1.10867	0.44916	0.15801	1.14629	0.12422	0.53263	1.22776	0.40192	0.39711	1.23811
20	0.18441	0.33315	1.48167	0.13310	0.53943	0.07808	0.15601	0.08896	0.07699	0.11826	0.45667	0.47335	0.21801	0.16636	0.46627	0.09632	0.31737	0.86890	0.24564	0.21443	0.87675	0.01498	0.37179	1.40531	0.32390	0.20114	1.41483	-0.08154	0.42977	1.10879	0.44916	0.15859	1.14622	0.12404	0.53267	1.22784	0.40168	0.39761	1.23814
21	0.18425	0.33345	1.48169	0.13317	0.53946	0.07796	0.15618	0.08885	0.07691	0.11800	0.45664	0.47321	0.21815	0.16629	0.46618	0.09630	0.31740	0.86879	0.24549	0.21427	0.87670	0.01497	0.37160	1.40514	0.32384	0.20170	1.41485	-0.08180	0.43033	1.10885	0.44915	0.15900	1.14629	0.12407	0.53268	1.22789	0.40154	0.39805	1.23804
22	0.18398	0.33377	1.48174	0.13323	0.53915	0.07785	0.15616	0.08881	0.07686	0.11780	0.45644	0.47311	0.21841	0.16616	0.46611	0.09624	0.31731	0.86873	0.24532	0.21403	0.87666	0.01500	0.37154	1.40501	0.32356	0.20204	1.41485	-0.08195	0.43078	1.10888	0.44907	0.15908	1.14642	0.12414	0.53275	1.22787	0.40147	0.39825	1.23787
23	0.18371	0.33406	1.48181	0.13321	0.53868	0.07776	0.15602	0.08888	0.07684	0.11777	0.45612	0.47306	0.21852	0.16597	0.46610	0.09613	0.31722	0.86876	0.24519	0.21391	0.87666	0.01501	0.37174	1.40510	0.32333	0.20216	1.41491	-0.08201	0.43096	1.10899	0.44895	0.15896	1.14657	0.12415	0.53297	1.22782	0.40153	0.39827	1.23775
24	0.18365	0.33425	1.48186	0.13314	0.53828	0.07775	0.15589	0.08903	0.07677	0.11787	0.45592	0.47309	0.21824	0.16579	0.46612	0.09606	0.31729	0.86888	0.24517	0.21403	0.87663	0.01500	0.37212	1.40531	0.32319	0.20221	1.41504	-0.08205	0.43117	1.10917	0.44879	0.15899	1.14669	0.12409	0.53344	1.22780	0.40168	0.39841	1.23775
25	0.18381	0.33434	1.48184	0.13305	0.53812	0.07780	0.15592	0.08909	0.07666	0.11795	0.45600	0.47320	0.21765	0.16572	0.46613	0.09604	0.31747	0.86902	0.24521	0.21430	0.87656	0.01497	0.37246	1.40535	0.32298	0.20234	1.41512	-0.08208	0.43173	1.10925	0.44866	0.15941	1.14676	0.12402	0.53420	1.22779	0.40175	0.39889	1.23779
26	0.18397	0.33447	1.48176	0.13295	0.53816	0.07785	0.15611	0.08895	0.07658	0.11795	0.45623	0.47329	0.21703	0.16575	0.46614	0.09598	0.31752	0.86905	0.24524	0.21448	0.87651	0.01486	0.37275	1.40514	0.32268	0.20256	1.41515	-0.08200	0.43261	1.10910	0.44858	0.16015	1.14682	0.12400	0.53512	1.22777	0.40161	0.39962	1.23781
