	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
1	0.11078	0.04737	0.01139	0.11725	0.49241	0.00740
2	0.11072	0.04740	0.01134	0.11730	0.49249	0.00748
3	0.11077	0.04743	0.01121	0.11726	0.49263	0.00743
4	0.11080	0.04730	0.01122	0.11717	0.49262	0.00750
5	0.11079	0.04708	0.01143	0.11706	0.49236	0.00776
6	0.11077	0.04699	0.01170	0.11694	0.49205	0.00807
7	0.11075	0.04712	0.01185	0.11673	0.49188	0.00832
8	0.11066	0.04731	0.01188	0.11648	0.49188	0.00852
9	0.11054	0.04740	0.01186	0.11638	0.49192	0.00859
10	0.11047	0.04735	0.01179	0.11644	0.49194	0.00842
11	0.11046	0.04724	0.01166	0.11656	0.49196	0.00814
12	0.11044	0.04718	0.01145	0.11670	0.49201	0.00792
13	0.11035	0.04721	0.01124	0.11678	0.49213	0.00777
14	0.11025	0.04728	0.01114	0.11667	0.49233	0.00763
15	0.11022	0.04733	0.01115	0.11641	0.49251	0.00751
16	0.11029	0.04737	0.01120	0.11618	0.49256	0.00750
17	0.11041	0.04737	0.01125	0.11616	0.49249	0.00765
18	0.11058	0.04725	0.01137	0.11637	0.49245	0.00790
19	0.11075	0.04703	0.01152	0.11665	0.49251	0.00811
20	0.11087	0.04682	0.01164	0.11677	0.49266	0.00815
21	0.11088	0.04674	0.01164	0.11670	0.49282	0.00797
22	0.11082	0.04686	0.01151	0.11659	0.49289	0.00765
23	0.11075	0.04710	0.01134	0.11655	0.49275	0.00736
24	0.11071	0.04729	0.01118	0.11651	0.49242	0.00729
25	0.11078	0.04737	0.01102	0.11648	0.49209	0.00744
26	0.11097	0.04732	0.01088	0.11645	0.49193	0.00761
27	0.11112	0.04721	0.01091	0.11627	0.49202	0.00769
28	0.11112	0.04710	0.01119	0.11594	0.49229	0.00776
29	0.11106	0.04699	0.01156	0.11569	0.49258	0.00789
30	0.11105	0.04686	0.01180	0.11571	0.49275	0.00800
31	0.11113	0.04675	0.01179	0.11590	0.49278	0.00795
