Unnamed: 0_level_0,R_HEEL,R_HEEL,R_HEEL,L_HEEL,L_HEEL,L_HEEL
ITEM,X,Y,Z,X,Y,Z
445,0.05688,0.07001,0.01132,0.1344,0.42694,0.01783
446,0.05705,0.07004,0.01116,0.1345,0.427,0.01791
447,0.05709,0.07023,0.01111,0.13445,0.42721,0.01812
448,0.05705,0.07051,0.01117,0.13421,0.42744,0.0183
449,0.05706,0.07079,0.01121,0.13399,0.4276,0.0183
450,0.05713,0.07103,0.01122,0.13387,0.42773,0.01821
451,0.05713,0.0712,0.01137,0.13374,0.42781,0.01824
452,0.05701,0.07126,0.01167,0.13352,0.42782,0.01847
453,0.05683,0.0712,0.01193,0.13333,0.42777,0.0188
454,0.05671,0.07114,0.01189,0.13342,0.42774,0.01903
455,0.0567,0.07121,0.0115,0.1339,0.42778,0.01905
456,0.05676,0.07136,0.011,0.1346,0.42787,0.0189
457,0.05679,0.07145,0.0107,0.1352,0.42796,0.01876
458,0.05675,0.0714,0.01073,0.13557,0.428,0.01882
459,0.0567,0.07126,0.01094,0.13575,0.42801,0.0191
460,0.0567,0.07112,0.01103,0.13579,0.42806,0.01947
461,0.05671,0.0709,0.01092,0.13571,0.42817,0.0198
462,0.05662,0.0706,0.01076,0.13564,0.42833,0.02005
463,0.05641,0.0704,0.01074,0.13568,0.42856,0.02024
464,0.05621,0.07048,0.01082,0.13579,0.42885,0.02047
465,0.05614,0.07083,0.01084,0.13593,0.4291,0.02081
466,0.05618,0.07124,0.01078,0.13612,0.4292,0.02122
467,0.05619,0.07152,0.01076,0.13642,0.4292,0.02156
468,0.05613,0.07165,0.01085,0.13691,0.42923,0.02181
469,0.05607,0.07173,0.01101,0.13757,0.42935,0.0221
470,0.05614,0.07179,0.01121,0.13833,0.42951,0.02256
471,0.05625,0.07182,0.01147,0.13903,0.42966,0.02319
472,0.05629,0.07187,0.01175,0.13958,0.42983,0.02393
473,0.05623,0.07199,0.01188,0.14008,0.43004,0.02465
474,0.05617,0.07216,0.01179,0.14066,0.43028,0.02526
475,0.05616,0.07231,0.01159,0.14136,0.43048,0.02573
476,0.05614,0.07248,0.01148,0.14212,0.43059,0.02618
477,0.05611,0.07279,0.01153,0.1428,0.4307,0.02673
478,0.05604,0.07319,0.01169,0.14339,0.43096,0.02746
479,0.05594,0.07346,0.01194,0.14405,0.43146,0.02832
480,0.05587,0.07344,0.01223,0.14487,0.43208,0.02918
481,0.05593,0.07316,0.01255,0.14554,0.43261,0.02997
482,0.05615,0.07282,0.0128,0.14577,0.43296,0.03071
483,0.05641,0.07261,0.01289,0.14573,0.43319,0.03156
484,0.05656,0.07262,0.0128,0.14577,0.43339,0.03258
485,0.05658,0.0728,0.01261,0.146,0.43364,0.03367
486,0.05655,0.07306,0.01246,0.14631,0.43389,0.03471
487,0.05654,0.0733,0.01245,0.14659,0.43406,0.03573
488,0.05655,0.0735,0.01265,0.1468,0.43418,0.03679
489,0.05656,0.07373,0.01307,0.14686,0.43427,0.03784
490,0.05654,0.07406,0.01357,0.14663,0.43433,0.0388
491,0.0565,0.07437,0.014,0.14607,0.4344,0.03968
492,0.05644,0.0744,0.01436,0.14535,0.43459,0.04046
493,0.05635,0.07409,0.01474,0.14472,0.43497,0.04112
494,0.05625,0.07371,0.01518,0.14422,0.43543,0.04163
495,0.0562,0.07363,0.01559,0.14377,0.43581,0.04203
496,0.05622,0.07398,0.01595,0.14323,0.43603,0.04244
497,0.05629,0.07461,0.01637,0.14244,0.4361,0.04302
498,0.05636,0.07521,0.017,0.14131,0.43607,0.04379
499,0.05638,0.07556,0.01791,0.14002,0.43603,0.04463
500,0.05644,0.07564,0.01894,0.13884,0.43597,0.04532
501,0.05663,0.07553,0.01984,0.13801,0.43586,0.0456
502,0.05692,0.07527,0.02059,0.1376,0.43566,0.04543
503,0.05713,0.07484,0.02142,0.13743,0.43548,0.04507
504,0.05717,0.07421,0.02254,0.13729,0.43548,0.04489
505,0.05713,0.07342,0.02398,0.13711,0.43563,0.04504
506,0.05717,0.07245,0.02558,0.13689,0.43578,0.04543
507,0.05729,0.07126,0.02715,0.13672,0.43582,0.04587
508,0.05735,0.06984,0.02851,0.13664,0.43589,0.04623
509,0.05738,0.06824,0.02958,0.13665,0.43611,0.04647
510,0.0575,0.06651,0.03046,0.1367,0.4364,0.0467
511,0.05777,0.06474,0.03126,0.13682,0.43655,0.04704
512,0.05804,0.06303,0.0321,0.13694,0.4365,0.04747
513,0.05803,0.06161,0.03301,0.13694,0.43637,0.04793
514,0.05761,0.06067,0.03389,0.13678,0.4363,0.04836
515,0.05679,0.06021,0.0345,0.13663,0.43631,0.04876
516,0.05558,0.06001,0.03484,0.13654,0.43637,0.04909
517,0.05394,0.05988,0.0352,0.13638,0.43646,0.04934
518,0.05183,0.05977,0.03583,0.13608,0.43649,0.0495
519,0.04934,0.05973,0.03667,0.13576,0.43641,0.04961
520,0.04649,0.05986,0.03744,0.1356,0.43626,0.04975
521,0.04326,0.06031,0.038,0.13573,0.43612,0.05001
522,0.03966,0.06103,0.03851,0.13609,0.43604,0.0504
523,0.03585,0.06169,0.03909,0.13651,0.43604,0.05089
524,0.03208,0.06184,0.03961,0.13674,0.43612,0.05142
525,0.02858,0.06129,0.03998,0.13657,0.43629,0.05182
526,0.02541,0.06026,0.04031,0.13609,0.43655,0.05191
527,0.02247,0.05922,0.04067,0.13574,0.43687,0.05171
528,0.01982,0.05853,0.04079,0.13574,0.43713,0.05156
529,0.01772,0.05819,0.04027,0.13595,0.43726,0.05177
530,0.01645,0.05801,0.03905,0.13615,0.43726,0.05225
531,0.01604,0.05789,0.03747,0.13636,0.43727,0.05281
532,0.01629,0.05784,0.03578,0.13667,0.43736,0.05343
533,0.01675,0.0578,0.03406,0.13704,0.43752,0.05417
534,0.01705,0.05763,0.03237,0.13729,0.43765,0.05502
535,0.01709,0.05714,0.03082,0.13723,0.4377,0.05587
536,0.01705,0.05636,0.02949,0.13691,0.43775,0.05664
537,0.01711,0.05555,0.02829,0.13647,0.43782,0.0573
538,0.01719,0.05492,0.02712,0.13598,0.43784,0.05779
539,0.01718,0.05443,0.02599,0.13549,0.4378,0.05814
540,0.01707,0.05396,0.02502,0.13514,0.43779,0.05852
541,0.01694,0.05345,0.02425,0.13503,0.43784,0.05915
542,0.01682,0.0529,0.0236,0.13511,0.4379,0.06002
543,0.0167,0.0523,0.02294,0.1353,0.43791,0.06087
544,0.01661,0.05178,0.02224,0.13558,0.43801,0.0614
545,0.01655,0.05148,0.02154,0.13588,0.43831,0.0616
546,0.01645,0.05133,0.02094,0.13614,0.43875,0.06173
547,0.01631,0.05118,0.02047,0.13642,0.43906,0.06198
548,0.01621,0.05103,0.02003,0.1368,0.43903,0.06221
549,0.01626,0.05096,0.01953,0.13726,0.43872,0.06223
550,0.01636,0.05091,0.01899,0.13769,0.43834,0.06208
551,0.01631,0.0508,0.01846,0.13802,0.43808,0.06192
552,0.01607,0.05072,0.0179,0.13818,0.43799,0.06177
553,0.01576,0.05079,0.01718,0.13826,0.43804,0.06165
554,0.01555,0.05098,0.0162,0.1383,0.43813,0.06164
555,0.01551,0.05121,0.01504,0.13827,0.43811,0.06175
